"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","MH-PC","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(38:6)+H",0,0,0,"6.25030694444444","6.55030694444444","2147","","Plasmenyl-PE(38:6)+H",0,0,0,"6.25030694444444","6.55030694444444","2147","","Plasmenyl-PE(38:6)+H",0,0,0,"6.25030694444444","6.55030694444444","2147","","Plasmenyl-PE(38:6)+H",0,0,0,"6.25030694444444","6.55030694444444","2147","","Plasmenyl-PE(38:6)+H",0,0,0,"6.25030694444444","6.55030694444444","2147","","Plasmenyl-PE(38:6)+H","748.52756","649.5553876","142.02639","6.25030694444444","6.55030694444444","2147"
"","Plasmenyl-PE(38:6)+H",0,0,0,"12.1012472222222","12.4012472222222","3861","","Plasmenyl-PE(38:6)+H",0,0,0,"12.1012472222222","12.4012472222222","3861","","Plasmenyl-PE(38:6)+H",0,0,0,"12.1012472222222","12.4012472222222","3861","","Plasmenyl-PE(38:6)+H",0,0,0,"12.1012472222222","12.4012472222222","3861","","Plasmenyl-PE(38:6)+H",0,0,0,"12.1012472222222","12.4012472222222","3861","","Plasmenyl-PE(38:6)+H","748.52756","649.5553876","142.02639","12.1012472222222","12.4012472222222","3861"
"","Plasmenyl-PE(38:6)+H",0,0,0,"11.4254208333333","11.7254208333333","4805","","Plasmenyl-PE(38:6)+H",0,0,0,"11.4254208333333","11.7254208333333","4805","","Plasmenyl-PE(38:6)+H",0,0,0,"11.4254208333333","11.7254208333333","4805","","Plasmenyl-PE(38:6)+H",0,0,0,"11.4254208333333","11.7254208333333","4805","","Plasmenyl-PE(38:6)+H",0,0,0,"11.4254208333333","11.7254208333333","4805","","Plasmenyl-PE(38:6)+H","748.52756","649.5553876","142.02639","11.4254208333333","11.7254208333333","4805"
"","Plasmenyl-PE(38:6)+H",0,0,0,"6.11233636363636","6.41233636363636","11360","","Plasmenyl-PE(38:6)+H",0,0,0,"6.11233636363636","6.41233636363636","11360","","Plasmenyl-PE(38:6)+H",0,0,0,"6.11233636363636","6.41233636363636","11360","","Plasmenyl-PE(38:6)+H",0,0,0,"6.11233636363636","6.41233636363636","11360","","Plasmenyl-PE(38:6)+H",0,0,0,"6.11233636363636","6.41233636363636","11360","","Plasmenyl-PE(38:6)+H","748.52756","649.5553876","142.02639","6.11233636363636","6.41233636363636","11360"
"","Plasmenyl-PE(38:7)+H",0,0,0,"11.5779791666667","11.8779791666667","5889","","Plasmenyl-PE(38:7)+H",0,0,0,"11.5779791666667","11.8779791666667","5889","","Plasmenyl-PE(38:7)+H",0,0,0,"11.5779791666667","11.8779791666667","5889","","Plasmenyl-PE(38:7)+H",0,0,0,"11.5779791666667","11.8779791666667","5889","","Plasmenyl-PE(38:7)+H",0,0,0,"11.5779791666667","11.8779791666667","5889","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","11.5779791666667","11.8779791666667","5889"
"","Plasmenyl-PE(38:7)+H",0,0,0,"11.801746969697","12.101746969697","7734","","Plasmenyl-PE(38:7)+H",0,0,0,"11.801746969697","12.101746969697","7734","","Plasmenyl-PE(38:7)+H",0,0,0,"11.801746969697","12.101746969697","7734","","Plasmenyl-PE(38:7)+H",0,0,0,"11.801746969697","12.101746969697","7734","","Plasmenyl-PE(38:7)+H",0,0,0,"11.801746969697","12.101746969697","7734","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","11.801746969697","12.101746969697","7734"
"","Plasmenyl-PE(38:7)+H",0,0,0,"10.8827863636364","11.1827863636364","8395","","Plasmenyl-PE(38:7)+H",0,0,0,"10.8827863636364","11.1827863636364","8395","","Plasmenyl-PE(38:7)+H",0,0,0,"10.8827863636364","11.1827863636364","8395","","Plasmenyl-PE(38:7)+H",0,0,0,"10.8827863636364","11.1827863636364","8395","","Plasmenyl-PE(38:7)+H",0,0,0,"10.8827863636364","11.1827863636364","8395","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","10.8827863636364","11.1827863636364","8395"
"","Plasmenyl-PE(38:7)+H",0,0,0,"11.1211513888889","11.4211513888889","8632","","Plasmenyl-PE(38:7)+H",0,0,0,"11.1211513888889","11.4211513888889","8632","","Plasmenyl-PE(38:7)+H",0,0,0,"11.1211513888889","11.4211513888889","8632","","Plasmenyl-PE(38:7)+H",0,0,0,"11.1211513888889","11.4211513888889","8632","","Plasmenyl-PE(38:7)+H",0,0,0,"11.1211513888889","11.4211513888889","8632","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","11.1211513888889","11.4211513888889","8632"
"","Plasmenyl-PE(38:7)+H",0,0,0,"6.97958333333333","7.27958333333333","12962","","Plasmenyl-PE(38:7)+H",0,0,0,"6.97958333333333","7.27958333333333","12962","","Plasmenyl-PE(38:7)+H",0,0,0,"6.97958333333333","7.27958333333333","12962","","Plasmenyl-PE(38:7)+H",0,0,0,"6.97958333333333","7.27958333333333","12962","","Plasmenyl-PE(38:7)+H",0,0,0,"6.97958333333333","7.27958333333333","12962","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","6.97958333333333","7.27958333333333","12962"
"","Plasmenyl-PE(38:7)+H",0,0,0,"5.251025","5.551025","15861","","Plasmenyl-PE(38:7)+H",0,0,0,"5.251025","5.551025","15861","","Plasmenyl-PE(38:7)+H",0,0,0,"5.251025","5.551025","15861","","Plasmenyl-PE(38:7)+H",0,0,0,"5.251025","5.551025","15861","","Plasmenyl-PE(38:7)+H",0,0,0,"5.251025","5.551025","15861","","Plasmenyl-PE(38:7)+H","746.51196","647.5397876","142.02639","5.251025","5.551025","15861"
"","Plasmenyl-PE(39:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PE(39:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PE(39:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PE(39:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PE(39:0)+H",0,0,0,"9.8780430555556","10.1780430555556","8416","","Plasmenyl-PE(39:0)+H","774.63716","675.6649876","142.02639","9.8780430555556","10.1780430555556","8416"
"","Plasmenyl-PE(39:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PE(39:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PE(39:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PE(39:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PE(39:0)+H",0,0,0,"9.08602222222222","9.38602222222222","9105","","Plasmenyl-PE(39:0)+H","774.63716","675.6649876","142.02639","9.08602222222222","9.38602222222222","9105"
"","Plasmenyl-PE(39:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PE(39:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PE(39:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PE(39:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PE(39:0)+H",0,0,0,"8.60703888888889","8.90703888888889","16335","","Plasmenyl-PE(39:0)+H","774.63716","675.6649876","142.02639","8.60703888888889","8.90703888888889","16335"
"","Plasmenyl-PE(39:1)+H",1,0,0,"8.2390125","8.5390125","203","","Plasmenyl-PE(39:1)+H",8.402451,0,0,"8.2390125","8.5390125","203","","Plasmenyl-PE(39:1)+H",1,0,0,"8.2390125","8.5390125","203","","Plasmenyl-PE(39:1)+H",1431221,0,0,"8.2390125","8.5390125","203","","Plasmenyl-PE(39:1)+H",772.6232,0,0,"8.2390125","8.5390125","203","","Plasmenyl-PE(39:1)+H","772.62156","673.6493876","142.02639","8.2390125","8.5390125","203"
"","Plasmenyl-PE(39:1)+H",1,0,0,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PE(39:1)+H",9.050057,0,0,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PE(39:1)+H",1,0,0,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PE(39:1)+H",228254.6,0,0,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PE(39:1)+H",772.6237,0,0,"8.91349027777778","9.21349027777778","837","","Plasmenyl-PE(39:1)+H","772.62156","673.6493876","142.02639","8.91349027777778","9.21349027777778","837"
"","Plasmenyl-PE(40:2)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmenyl-PE(40:2)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmenyl-PE(40:2)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmenyl-PE(40:2)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmenyl-PE(40:2)+H",0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmenyl-PE(40:2)+H","784.62156","685.6493876","142.02639","7.95994583333333","8.25994583333333","2327"
"","Plasmenyl-PE(40:2)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmenyl-PE(40:2)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmenyl-PE(40:2)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmenyl-PE(40:2)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmenyl-PE(40:2)+H",0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmenyl-PE(40:2)+H","784.62156","685.6493876","142.02639","10.3386090909091","10.6386090909091","4339"
"","Plasmenyl-PE(40:2)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmenyl-PE(40:2)+H","784.62156","685.6493876","142.02639","8.59374027777778","8.89374027777778","6778"
"","Plasmenyl-PE(40:2)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(40:2)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(40:2)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(40:2)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(40:2)+H",0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(40:2)+H","784.62156","685.6493876","142.02639","7.76123055555556","8.06123055555556","15249"
"","Plasmenyl-PE(40:2)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(40:2)+H",0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(40:2)+H","784.62156","685.6493876","142.02639","8.59113472222222","8.89113472222222","17449"
"","Plasmenyl-PE(40:3)+H",1,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(40:3)+H",7.647951,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(40:3)+H",1,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(40:3)+H",371785.1,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(40:3)+H",782.6067,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(40:3)+H","782.60586","683.6336876","142.02639","7.47061527777778","7.77061527777778","637"
"","Plasmenyl-PE(40:3)+H",1,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(40:3)+H",7.434839,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(40:3)+H",1,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(40:3)+H",168510.5,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(40:3)+H",782.6047,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(40:3)+H","782.60586","683.6336876","142.02639","7.24894027777778","7.54894027777778","951"
"","Plasmenyl-PE(40:3)+H",0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(40:3)+H",0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(40:3)+H",0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(40:3)+H",0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(40:3)+H",0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(40:3)+H","782.60586","683.6336876","142.02639","7.75342361111111","8.05342361111111","2454"
"","Plasmenyl-PE(40:3)+H",0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(40:3)+H",0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(40:3)+H",0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(40:3)+H",0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(40:3)+H",0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(40:3)+H","782.60586","683.6336876","142.02639","9.36107222222222","9.66107222222222","4570"
"","Plasmenyl-PE(40:3)+H",0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(40:3)+H",0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(40:3)+H",0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(40:3)+H",0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(40:3)+H",0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(40:3)+H","782.60586","683.6336876","142.02639","9.62237222222222","9.92237222222222","4769"
"","Plasmenyl-PE(40:4)+H",0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(40:4)+H",0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(40:4)+H",0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(40:4)+H",0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(40:4)+H",0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","9.19609027777778","9.49609027777778","1391"
"","Plasmenyl-PE(40:4)+H",0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(40:4)+H",0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(40:4)+H",0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(40:4)+H",0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(40:4)+H",0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","8.33962638888889","8.63962638888889","2384"
"","Plasmenyl-PE(40:4)+H",0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(40:4)+H",0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(40:4)+H",0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(40:4)+H",0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(40:4)+H",0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","8.91084861111111","9.21084861111111","2494"
"","Plasmenyl-PE(40:4)+H",0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(40:4)+H",0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(40:4)+H",0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(40:4)+H",0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(40:4)+H",0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","15.1716818181818","15.4716818181818","5262"
"","Plasmenyl-PE(40:4)+H",0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","6.64121666666667","6.94121666666667","9452"
"","Plasmenyl-PE(40:4)+H",0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(40:4)+H",0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(40:4)+H",0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(40:4)+H",0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(40:4)+H",0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","8.73516111111111","9.03516111111111","9856"
"","Plasmenyl-PE(40:4)+H",1,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(40:4)+H",6.484857,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(40:4)+H",1,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(40:4)+H",44640.94,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(40:4)+H",780.589,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","6.31226527777778","6.61226527777778","11408"
"","Plasmenyl-PE(40:4)+H",0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(40:4)+H",0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","6.64087222222222","6.94087222222222","13006"
"","Plasmenyl-PE(40:4)+H",0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(40:4)+H",0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(40:4)+H",0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(40:4)+H",0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(40:4)+H",0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","8.5624625","8.8624625","16089"
"","Plasmenyl-PE(40:4)+H",0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(40:4)+H",0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(40:4)+H",0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(40:4)+H",0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(40:4)+H",0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","7.43086363636364","7.73086363636364","17238"
"","Plasmenyl-PE(40:4)+H",0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(40:4)+H",0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(40:4)+H",0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(40:4)+H",0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(40:4)+H",0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(40:4)+H","780.59016","681.6179876","142.02639","8.88868055555555","9.18868055555555","17957"
"","Plasmenyl-PE(40:5)+H",1,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(40:5)+H",8.321677,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(40:5)+H",1,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(40:5)+H",14572.78,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(40:5)+H",778.5746,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(40:5)+H","778.57456","679.6023876","142.02639","8.16670972222222","8.46670972222222","894"
"","Plasmenyl-PE(40:5)+H",0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(40:5)+H",0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(40:5)+H",0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(40:5)+H",0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(40:5)+H",0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(40:5)+H","778.57456","679.6023876","142.02639","8.55210833333333","8.85210833333333","9249"
"","Plasmenyl-PE(40:6)+H",1,0,0,"7.81398472222222","8.11398472222222","480","","Plasmenyl-PE(40:6)+H",7.97091,0,7.97091,"7.81398472222222","8.11398472222222","480","","Plasmenyl-PE(40:6)+H",1,0,1,"7.81398472222222","8.11398472222222","480","","Plasmenyl-PE(40:6)+H",27855.83,0,655.7232,"7.81398472222222","8.11398472222222","480","","Plasmenyl-PE(40:6)+H",776.559,0,142.0266,"7.81398472222222","8.11398472222222","480","","Plasmenyl-PE(40:6)+H","776.55886","677.5866876","142.02639","7.81398472222222","8.11398472222222","480"
"","Plasmenyl-PE(40:6)+H",0,0,0,"7.09055555555555","7.39055555555555","1811","","Plasmenyl-PE(40:6)+H",0,0,0,"7.09055555555555","7.39055555555555","1811","","Plasmenyl-PE(40:6)+H",0,0,0,"7.09055555555555","7.39055555555555","1811","","Plasmenyl-PE(40:6)+H",0,0,0,"7.09055555555555","7.39055555555555","1811","","Plasmenyl-PE(40:6)+H",0,0,0,"7.09055555555555","7.39055555555555","1811","","Plasmenyl-PE(40:6)+H","776.55886","677.5866876","142.02639","7.09055555555555","7.39055555555555","1811"
"","Plasmenyl-PE(40:6)+H",0,0,0,"6.88314722222222","7.18314722222222","2504","","Plasmenyl-PE(40:6)+H",0,0,0,"6.88314722222222","7.18314722222222","2504","","Plasmenyl-PE(40:6)+H",0,0,0,"6.88314722222222","7.18314722222222","2504","","Plasmenyl-PE(40:6)+H",0,0,0,"6.88314722222222","7.18314722222222","2504","","Plasmenyl-PE(40:6)+H",0,0,0,"6.88314722222222","7.18314722222222","2504","","Plasmenyl-PE(40:6)+H","776.55886","677.5866876","142.02639","6.88314722222222","7.18314722222222","2504"
"","Plasmenyl-PE(40:6)+H",0,0,0,"5.6852375","5.9852375","12023","","Plasmenyl-PE(40:6)+H",0,0,0,"5.6852375","5.9852375","12023","","Plasmenyl-PE(40:6)+H",0,0,0,"5.6852375","5.9852375","12023","","Plasmenyl-PE(40:6)+H",0,0,0,"5.6852375","5.9852375","12023","","Plasmenyl-PE(40:6)+H",0,0,0,"5.6852375","5.9852375","12023","","Plasmenyl-PE(40:6)+H","776.55886","677.5866876","142.02639","5.6852375","5.9852375","12023"
"","Plasmenyl-PE(40:6)+H",0,0,0,"6.57719722222222","6.87719722222222","12884","","Plasmenyl-PE(40:6)+H",0,0,0,"6.57719722222222","6.87719722222222","12884","","Plasmenyl-PE(40:6)+H",0,0,0,"6.57719722222222","6.87719722222222","12884","","Plasmenyl-PE(40:6)+H",0,0,0,"6.57719722222222","6.87719722222222","12884","","Plasmenyl-PE(40:6)+H",0,0,0,"6.57719722222222","6.87719722222222","12884","","Plasmenyl-PE(40:6)+H","776.55886","677.5866876","142.02639","6.57719722222222","6.87719722222222","12884"
"","Plasmenyl-PE(40:7)+H",0,0,0,"6.71677083333333","7.01677083333333","971","","Plasmenyl-PE(40:7)+H",0,0,0,"6.71677083333333","7.01677083333333","971","","Plasmenyl-PE(40:7)+H",0,0,0,"6.71677083333333","7.01677083333333","971","","Plasmenyl-PE(40:7)+H",0,0,0,"6.71677083333333","7.01677083333333","971","","Plasmenyl-PE(40:7)+H",0,0,0,"6.71677083333333","7.01677083333333","971","","Plasmenyl-PE(40:7)+H","774.54326","675.5710876","142.02639","6.71677083333333","7.01677083333333","971"
"","Plasmenyl-PE(40:7)+H",0,0,0,"8.150275","8.450275","2127","","Plasmenyl-PE(40:7)+H",0,0,0,"8.150275","8.450275","2127","","Plasmenyl-PE(40:7)+H",0,0,0,"8.150275","8.450275","2127","","Plasmenyl-PE(40:7)+H",0,0,0,"8.150275","8.450275","2127","","Plasmenyl-PE(40:7)+H",0,0,0,"8.150275","8.450275","2127","","Plasmenyl-PE(40:7)+H","774.54326","675.5710876","142.02639","8.150275","8.450275","2127"
"","Plasmenyl-PE(40:7)+H",0,0,0,"5.89319027777778","6.19319027777778","4195","","Plasmenyl-PE(40:7)+H",0,0,0,"5.89319027777778","6.19319027777778","4195","","Plasmenyl-PE(40:7)+H",0,0,0,"5.89319027777778","6.19319027777778","4195","","Plasmenyl-PE(40:7)+H",0,0,0,"5.89319027777778","6.19319027777778","4195","","Plasmenyl-PE(40:7)+H",0,0,0,"5.89319027777778","6.19319027777778","4195","","Plasmenyl-PE(40:7)+H","774.54326","675.5710876","142.02639","5.89319027777778","6.19319027777778","4195"
"","Plasmenyl-PE(40:7)+H",0,0,0,"11.9909513888889","12.2909513888889","15556","","Plasmenyl-PE(40:7)+H",0,0,0,"11.9909513888889","12.2909513888889","15556","","Plasmenyl-PE(40:7)+H",0,0,0,"11.9909513888889","12.2909513888889","15556","","Plasmenyl-PE(40:7)+H",0,0,0,"11.9909513888889","12.2909513888889","15556","","Plasmenyl-PE(40:7)+H",0,0,0,"11.9909513888889","12.2909513888889","15556","","Plasmenyl-PE(40:7)+H","774.54326","675.5710876","142.02639","11.9909513888889","12.2909513888889","15556"
"","Plasmenyl-PE(41:1)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PE(41:1)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PE(41:1)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PE(41:1)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PE(41:1)+H",0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PE(41:1)+H","800.65286","701.6806876","142.02639","9.30004444444444","9.60004444444444","9144"
"","Plasmenyl-PE(41:1)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PE(41:1)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PE(41:1)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PE(41:1)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PE(41:1)+H",0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PE(41:1)+H","800.65286","701.6806876","142.02639","9.8981277777778","10.1981277777778","14517"
