"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(40:7)+H",0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmanyl-PC(40:7)+H",0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmanyl-PC(40:7)+H",0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmanyl-PC(40:7)+H",0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmanyl-PC(40:7)+H",0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.22799305555556","6.52799305555556","1943"
"","Plasmanyl-PC(40:7)+H",1,0,1,"6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H",6.816227,0,6.816227,"6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H",1,0,1,"6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H",202462,0,1854485,"6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H",818.6065,0,184.0736,"6.77690555555556","7.07690555555556","9107","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.77690555555556","7.07690555555556","9107"
"","Plasmanyl-PC(40:7)+H",0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmanyl-PC(40:7)+H",0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmanyl-PC(40:7)+H",0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmanyl-PC(40:7)+H",0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmanyl-PC(40:7)+H",0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmanyl-PC(40:7)+H","818.6058576","635.5398176","184.07332","6.00494242424242","6.30494242424242","11481"
"","Plasmanyl-PC(41:2)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmanyl-PC(41:2)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmanyl-PC(41:2)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmanyl-PC(41:2)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmanyl-PC(41:2)+H",0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmanyl-PC(41:2)+H","842.6997576","659.6337176","184.07332","10.9014777777778","11.2014777777778","19165"
"","Plasmanyl-PC(41:4)+H",0,0,0,"9.136365","9.436365","10832","","Plasmanyl-PC(41:4)+H",0,0,0,"9.136365","9.436365","10832","","Plasmanyl-PC(41:4)+H",0,0,0,"9.136365","9.436365","10832","","Plasmanyl-PC(41:4)+H",0,0,0,"9.136365","9.436365","10832","","Plasmanyl-PC(41:4)+H",0,0,0,"9.136365","9.436365","10832","","Plasmanyl-PC(41:4)+H","838.6685576","655.6025176","184.07332","9.136365","9.436365","10832"
"","Plasmanyl-PC(41:4)+H",0,0,0,"9.00099305555556","9.30099305555556","13902","","Plasmanyl-PC(41:4)+H",0,0,0,"9.00099305555556","9.30099305555556","13902","","Plasmanyl-PC(41:4)+H",0,0,0,"9.00099305555556","9.30099305555556","13902","","Plasmanyl-PC(41:4)+H",0,0,0,"9.00099305555556","9.30099305555556","13902","","Plasmanyl-PC(41:4)+H",0,0,0,"9.00099305555556","9.30099305555556","13902","","Plasmanyl-PC(41:4)+H","838.6685576","655.6025176","184.07332","9.00099305555556","9.30099305555556","13902"
"","Plasmanyl-PC(42:2)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmanyl-PC(42:2)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmanyl-PC(42:2)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmanyl-PC(42:2)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmanyl-PC(42:2)+H",0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmanyl-PC(42:2)+H","856.7154576","673.6494176","184.07332","10.8621638888889","11.1621638888889","2132"
"","Plasmanyl-PC(42:3)+H",0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmanyl-PC(42:3)+H",0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmanyl-PC(42:3)+H",0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmanyl-PC(42:3)+H",0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmanyl-PC(42:3)+H",0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmanyl-PC(42:3)+H","854.6997576","671.6337176","184.07332","10.4325819444444","10.7325819444444","1888"
"","Plasmanyl-PC(42:3)+H",0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmanyl-PC(42:3)+H",0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmanyl-PC(42:3)+H",0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmanyl-PC(42:3)+H",0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmanyl-PC(42:3)+H",0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmanyl-PC(42:3)+H","854.6997576","671.6337176","184.07332","10.7057236111111","11.0057236111111","6360"
"","Plasmanyl-PC(42:4)+H",1,0,1,"10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H",10.16912,0,10.16912,"10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H",2,0,2,"10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H",232295.8,0,1828055,"10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H",852.6847,0,184.0735,"10.0560958333333","10.3560958333333","539","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","10.0560958333333","10.3560958333333","539"
"","Plasmanyl-PC(42:4)+H",1,0,1,"9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H",9.494848,0,9.494848,"9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H",1,0,1,"9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H",257093.7,0,1859899,"9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H",852.6838,0,184.0734,"9.34173194444444","9.64173194444444","841","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","9.34173194444444","9.64173194444444","841"
"","Plasmanyl-PC(42:4)+H",0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmanyl-PC(42:4)+H",0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmanyl-PC(42:4)+H",0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmanyl-PC(42:4)+H",0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmanyl-PC(42:4)+H",0,0,0,"9.77283611111111","10.0728361111111","2731","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","9.77283611111111","10.0728361111111","2731"
"","Plasmanyl-PC(42:4)+H",0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmanyl-PC(42:4)+H",0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmanyl-PC(42:4)+H",0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmanyl-PC(42:4)+H",0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmanyl-PC(42:4)+H",0,0,0,"10.5716566666667","10.8716566666667","16745","","Plasmanyl-PC(42:4)+H","852.6840576","669.6180176","184.07332","10.5716566666667","10.8716566666667","16745"
"","Plasmanyl-PC(42:5)+H",1,0,1,"9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H",9.257429,9.257429,9.257429,"9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H",2,1,2,"9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H",407577.3,883.9432,3078825,"9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H",850.66965,667.6052,184.0736,"9.03840555555555","9.33840555555555","284","","Plasmanyl-PC(42:5)+H","850.6684576","667.6024176","184.07332","9.03840555555555","9.33840555555555","284"
"","Plasmanyl-PC(42:5)+H",0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmanyl-PC(42:5)+H",0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmanyl-PC(42:5)+H",0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmanyl-PC(42:5)+H",0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmanyl-PC(42:5)+H",0,0,0,"8.59374305555556","8.89374305555556","1339","","Plasmanyl-PC(42:5)+H","850.6684576","667.6024176","184.07332","8.59374305555556","8.89374305555556","1339"
"","Plasmanyl-PC(42:5)+H",0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmanyl-PC(42:5)+H",0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmanyl-PC(42:5)+H",0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmanyl-PC(42:5)+H",0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmanyl-PC(42:5)+H",0,0,0,"9.9025041666667","10.2025041666667","1846","","Plasmanyl-PC(42:5)+H","850.6684576","667.6024176","184.07332","9.9025041666667","10.2025041666667","1846"
"","Plasmanyl-PC(42:5)+H",0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmanyl-PC(42:5)+H",0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmanyl-PC(42:5)+H",0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmanyl-PC(42:5)+H",0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmanyl-PC(42:5)+H",0,0,0,"10.4758722222222","10.7758722222222","5132","","Plasmanyl-PC(42:5)+H","850.6684576","667.6024176","184.07332","10.4758722222222","10.7758722222222","5132"
"","Plasmanyl-PC(42:6)+H",1,0,1,"8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H",8.25472,8.25472,8.25472,"8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H",1,1,1,"8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H",322443.9,854.1054,2647892,"8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H",848.6537,665.5889,184.0736,"8.13996527777778","8.43996527777778","400","","Plasmanyl-PC(42:6)+H","848.6527576","665.5867176","184.07332","8.13996527777778","8.43996527777778","400"
"","Plasmanyl-PC(42:6)+H",1,0,1,"8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H",9.009154,0,9.009154,"8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H",1,0,1,"8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H",215088.5,0,1735368,"8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H",848.6546,0,184.0738,"8.85701805555556","9.15701805555556","858","","Plasmanyl-PC(42:6)+H","848.6527576","665.5867176","184.07332","8.85701805555556","9.15701805555556","858"
"","Plasmanyl-PC(42:6)+H",0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmanyl-PC(42:6)+H",0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmanyl-PC(42:6)+H",0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmanyl-PC(42:6)+H",0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmanyl-PC(42:6)+H",0,0,0,"9.57107083333334","9.87107083333334","5686","","Plasmanyl-PC(42:6)+H","848.6527576","665.5867176","184.07332","9.57107083333334","9.87107083333334","5686"
"","Plasmanyl-PC(42:7)+H",0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmanyl-PC(42:7)+H",0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmanyl-PC(42:7)+H",0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmanyl-PC(42:7)+H",0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmanyl-PC(42:7)+H",0,0,0,"7.69255972222222","7.99255972222222","1181","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","7.69255972222222","7.99255972222222","1181"
"","Plasmanyl-PC(42:7)+H",0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmanyl-PC(42:7)+H",0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmanyl-PC(42:7)+H",0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmanyl-PC(42:7)+H",0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmanyl-PC(42:7)+H",0,0,0,"7.95188333333333","8.25188333333333","1212","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","7.95188333333333","8.25188333333333","1212"
"","Plasmanyl-PC(42:7)+H",0,0,0,"7.2798","7.5798","2029","","Plasmanyl-PC(42:7)+H",0,0,0,"7.2798","7.5798","2029","","Plasmanyl-PC(42:7)+H",0,0,0,"7.2798","7.5798","2029","","Plasmanyl-PC(42:7)+H",0,0,0,"7.2798","7.5798","2029","","Plasmanyl-PC(42:7)+H",0,0,0,"7.2798","7.5798","2029","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","7.2798","7.5798","2029"
"","Plasmanyl-PC(42:7)+H",0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmanyl-PC(42:7)+H",0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmanyl-PC(42:7)+H",0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmanyl-PC(42:7)+H",0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmanyl-PC(42:7)+H",0,0,0,"9.08300972222222","9.38300972222222","2362","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","9.08300972222222","9.38300972222222","2362"
"","Plasmanyl-PC(42:7)+H",0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmanyl-PC(42:7)+H",0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmanyl-PC(42:7)+H",0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmanyl-PC(42:7)+H",0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmanyl-PC(42:7)+H",0,0,0,"7.09055555555555","7.39055555555555","2495","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","7.09055555555555","7.39055555555555","2495"
"","Plasmanyl-PC(42:7)+H",0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmanyl-PC(42:7)+H",0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmanyl-PC(42:7)+H",0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmanyl-PC(42:7)+H",0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmanyl-PC(42:7)+H",0,0,0,"8.59896666666667","8.89896666666667","2787","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","8.59896666666667","8.89896666666667","2787"
"","Plasmanyl-PC(42:7)+H",0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmanyl-PC(42:7)+H",0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmanyl-PC(42:7)+H",0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmanyl-PC(42:7)+H",0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmanyl-PC(42:7)+H",0,0,0,"8.81322361111111","9.11322361111111","4227","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","8.81322361111111","9.11322361111111","4227"
"","Plasmanyl-PC(42:7)+H",0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmanyl-PC(42:7)+H",0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmanyl-PC(42:7)+H",0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmanyl-PC(42:7)+H",0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmanyl-PC(42:7)+H",0,0,0,"5.72049583333333","6.02049583333333","4754","","Plasmanyl-PC(42:7)+H","846.6371576","663.5711176","184.07332","5.72049583333333","6.02049583333333","4754"
"","Plasmanyl-PC(44:4)+H",0,0,1,"12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H",0,0,12.468,"12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H",0,0,1,"12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H",0,0,1994.133,"12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H",0,0,184.0733,"12.2886694444444","12.5886694444444","207","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","12.2886694444444","12.5886694444444","207"
"","Plasmanyl-PC(44:4)+H",1,0,1,"10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H",10.49661,0,10.49661,"10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H",1,0,1,"10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H",160879.5,0,1032370,"10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H",880.7163,0,184.0736,"10.3590166666667","10.6590166666667","1064","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","10.3590166666667","10.6590166666667","1064"
"","Plasmanyl-PC(44:4)+H",1,0,1,"10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H",11.08614,0,11.08614,"10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H",1,0,1,"10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H",117063.8,0,805567.3,"10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H",880.7156,0,184.0735,"10.9399888888889","11.2399888888889","1536","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","10.9399888888889","11.2399888888889","1536"
"","Plasmanyl-PC(44:4)+H",0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmanyl-PC(44:4)+H",0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmanyl-PC(44:4)+H",0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmanyl-PC(44:4)+H",0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmanyl-PC(44:4)+H",0,0,0,"10.6725680555556","10.9725680555556","3708","","Plasmanyl-PC(44:4)+H","880.7153576","697.6493176","184.07332","10.6725680555556","10.9725680555556","3708"
"","Plasmanyl-PC(44:5)+H",1,1,1,"9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H",10.18994,10.18994,10.18994,"9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H",2,2,2,"9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H",643928.9,4330.071,4477021,"9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H",878.6999,695.63365,184.07335,"9.9701444444444","10.2701444444444","237","","Plasmanyl-PC(44:5)+H","878.6997576","695.6337176","184.07332","9.9701444444444","10.2701444444444","237"
"","Plasmanyl-PC(44:5)+H",1,0,1,"9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H",9.718561,0,9.718561,"9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H",1,0,1,"9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H",169899.8,0,1169257,"9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H",878.701,0,184.0737,"9.54670416666667","9.84670416666667","1145","","Plasmanyl-PC(44:5)+H","878.6997576","695.6337176","184.07332","9.54670416666667","9.84670416666667","1145"
"","Plasmanyl-PC(44:6)+H",1,1,1,"9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H",9.267788,9.267788,9.267788,"9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H",2,1,2,"9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H",564024.9,2974.638,4915008,"9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H",876.68535,693.6177,184.0736,"9.14550138888889","9.44550138888889","336","","Plasmanyl-PC(44:6)+H","876.6840576","693.6180176","184.07332","9.14550138888889","9.44550138888889","336"
"","Plasmanyl-PC(44:6)+H",1,0,1,"9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H",9.389597,0,9.389597,"9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H",2,0,2,"9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H",155345.4,0,1251741,"9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H",876.68585,0,184.0737,"9.33652361111111","9.63652361111111","1002","","Plasmanyl-PC(44:6)+H","876.6840576","693.6180176","184.07332","9.33652361111111","9.63652361111111","1002"
"","Plasmanyl-PC(44:6)+H",0,0,0,"9.79998194444444","10.0999819444444","1227","","Plasmanyl-PC(44:6)+H",0,0,0,"9.79998194444444","10.0999819444444","1227","","Plasmanyl-PC(44:6)+H",0,0,0,"9.79998194444444","10.0999819444444","1227","","Plasmanyl-PC(44:6)+H",0,0,0,"9.79998194444444","10.0999819444444","1227","","Plasmanyl-PC(44:6)+H",0,0,0,"9.79998194444444","10.0999819444444","1227","","Plasmanyl-PC(44:6)+H","876.6840576","693.6180176","184.07332","9.79998194444444","10.0999819444444","1227"
"","Plasmanyl-PC(44:7)+H",1,0,1,"8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H",9.145217,0,9.145217,"8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H",1,0,1,"8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H",153690.3,0,1138078,"8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H",874.6705,0,184.0738,"8.97856111111111","9.27856111111111","1167","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","8.97856111111111","9.27856111111111","1167"
"","Plasmanyl-PC(44:7)+H",0,0,0,"8.70554305555555","9.00554305555555","1179","","Plasmanyl-PC(44:7)+H",0,0,0,"8.70554305555555","9.00554305555555","1179","","Plasmanyl-PC(44:7)+H",0,0,0,"8.70554305555555","9.00554305555555","1179","","Plasmanyl-PC(44:7)+H",0,0,0,"8.70554305555555","9.00554305555555","1179","","Plasmanyl-PC(44:7)+H",0,0,0,"8.70554305555555","9.00554305555555","1179","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","8.70554305555555","9.00554305555555","1179"
"","Plasmanyl-PC(44:7)+H",0,0,0,"8.3025375","8.6025375","1543","","Plasmanyl-PC(44:7)+H",0,0,0,"8.3025375","8.6025375","1543","","Plasmanyl-PC(44:7)+H",0,0,0,"8.3025375","8.6025375","1543","","Plasmanyl-PC(44:7)+H",0,0,0,"8.3025375","8.6025375","1543","","Plasmanyl-PC(44:7)+H",0,0,0,"8.3025375","8.6025375","1543","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","8.3025375","8.6025375","1543"
"","Plasmanyl-PC(44:7)+H",0,0,0,"10.0384666666667","10.3384666666667","4294","","Plasmanyl-PC(44:7)+H",0,0,0,"10.0384666666667","10.3384666666667","4294","","Plasmanyl-PC(44:7)+H",0,0,0,"10.0384666666667","10.3384666666667","4294","","Plasmanyl-PC(44:7)+H",0,0,0,"10.0384666666667","10.3384666666667","4294","","Plasmanyl-PC(44:7)+H",0,0,0,"10.0384666666667","10.3384666666667","4294","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","10.0384666666667","10.3384666666667","4294"
"","Plasmanyl-PC(44:7)+H",0,0,0,"9.57605694444445","9.87605694444445","4475","","Plasmanyl-PC(44:7)+H",0,0,0,"9.57605694444445","9.87605694444445","4475","","Plasmanyl-PC(44:7)+H",0,0,0,"9.57605694444445","9.87605694444445","4475","","Plasmanyl-PC(44:7)+H",0,0,0,"9.57605694444445","9.87605694444445","4475","","Plasmanyl-PC(44:7)+H",0,0,0,"9.57605694444445","9.87605694444445","4475","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","9.57605694444445","9.87605694444445","4475"
"","Plasmanyl-PC(44:7)+H",0,0,0,"9.31048194444444","9.61048194444444","9477","","Plasmanyl-PC(44:7)+H",0,0,0,"9.31048194444444","9.61048194444444","9477","","Plasmanyl-PC(44:7)+H",0,0,0,"9.31048194444444","9.61048194444444","9477","","Plasmanyl-PC(44:7)+H",0,0,0,"9.31048194444444","9.61048194444444","9477","","Plasmanyl-PC(44:7)+H",0,0,0,"9.31048194444444","9.61048194444444","9477","","Plasmanyl-PC(44:7)+H","874.6684576","691.6024176","184.07332","9.31048194444444","9.61048194444444","9477"
"","Plasmanyl-PC(46:4)+H",0,0,0,"12.2805833333333","12.5805833333333","1454","","Plasmanyl-PC(46:4)+H",0,0,0,"12.2805833333333","12.5805833333333","1454","","Plasmanyl-PC(46:4)+H",0,0,0,"12.2805833333333","12.5805833333333","1454","","Plasmanyl-PC(46:4)+H",0,0,0,"12.2805833333333","12.5805833333333","1454","","Plasmanyl-PC(46:4)+H",0,0,0,"12.2805833333333","12.5805833333333","1454","","Plasmanyl-PC(46:4)+H","908.7466576","725.6806176","184.07332","12.2805833333333","12.5805833333333","1454"
"","Plasmanyl-PC(46:5)+H",0,0,0,"10.6053805555556","10.9053805555556","2425","","Plasmanyl-PC(46:5)+H",0,0,0,"10.6053805555556","10.9053805555556","2425","","Plasmanyl-PC(46:5)+H",0,0,0,"10.6053805555556","10.9053805555556","2425","","Plasmanyl-PC(46:5)+H",0,0,0,"10.6053805555556","10.9053805555556","2425","","Plasmanyl-PC(46:5)+H",0,0,0,"10.6053805555556","10.9053805555556","2425","","Plasmanyl-PC(46:5)+H","906.7310576","723.6650176","184.07332","10.6053805555556","10.9053805555556","2425"
"","Plasmanyl-PC(46:5)+H",0,0,0,"10.8503902777778","11.1503902777778","2532","","Plasmanyl-PC(46:5)+H",0,0,0,"10.8503902777778","11.1503902777778","2532","","Plasmanyl-PC(46:5)+H",0,0,0,"10.8503902777778","11.1503902777778","2532","","Plasmanyl-PC(46:5)+H",0,0,0,"10.8503902777778","11.1503902777778","2532","","Plasmanyl-PC(46:5)+H",0,0,0,"10.8503902777778","11.1503902777778","2532","","Plasmanyl-PC(46:5)+H","906.7310576","723.6650176","184.07332","10.8503902777778","11.1503902777778","2532"
"","Plasmanyl-PC(46:6)+H",1,0,1,"9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H",10.11843,0,10.11843,"9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H",1,0,1,"9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H",160968.7,0,1064288,"9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H",904.7162,0,184.0735,"9.9906791666667","10.2906791666667","1319","","Plasmanyl-PC(46:6)+H","904.7153576","721.6493176","184.07332","9.9906791666667","10.2906791666667","1319"
