"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","RT at Max Intensity","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Number of Scans","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Max Intensity","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Average m/z","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PA","[M+H]+","NL_Head","RT_min","RT_max","Comment"
"","PA(48:4)+H",0,0,"13.1475986111111","13.4475986111111","9490","","PA(48:4)+H",0,0,"13.1475986111111","13.4475986111111","9490","","PA(48:4)+H",0,0,"13.1475986111111","13.4475986111111","9490","","PA(48:4)+H",0,0,"13.1475986111111","13.4475986111111","9490","","PA(48:4)+H",0,0,"13.1475986111111","13.4475986111111","9490","","PA(48:4)+H","865.6681","767.69119","13.1475986111111","13.4475986111111","9490"
"","PA(48:5)+H",0,0,"12.2591625","12.5591625","3435","","PA(48:5)+H",0,0,"12.2591625","12.5591625","3435","","PA(48:5)+H",0,0,"12.2591625","12.5591625","3435","","PA(48:5)+H",0,0,"12.2591625","12.5591625","3435","","PA(48:5)+H",0,0,"12.2591625","12.5591625","3435","","PA(48:5)+H","863.6525","765.67559","12.2591625","12.5591625","3435"
"","PA(48:6)+H",0,0,"11.8421222222222","12.1421222222222","7417","","PA(48:6)+H",0,0,"11.8421222222222","12.1421222222222","7417","","PA(48:6)+H",0,0,"11.8421222222222","12.1421222222222","7417","","PA(48:6)+H",0,0,"11.8421222222222","12.1421222222222","7417","","PA(48:6)+H",0,0,"11.8421222222222","12.1421222222222","7417","","PA(48:6)+H","861.6368","763.65989","11.8421222222222","12.1421222222222","7417"
"","PA(48:6)+H",0,0,"12.1984151515151","12.4984151515151","9062","","PA(48:6)+H",0,0,"12.1984151515151","12.4984151515151","9062","","PA(48:6)+H",0,0,"12.1984151515151","12.4984151515151","9062","","PA(48:6)+H",0,0,"12.1984151515151","12.4984151515151","9062","","PA(48:6)+H",0,0,"12.1984151515151","12.4984151515151","9062","","PA(48:6)+H","861.6368","763.65989","12.1984151515151","12.4984151515151","9062"
"","PA(48:6)+H",0,0,"11.8694444444444","12.1694444444444","13731","","PA(48:6)+H",0,0,"11.8694444444444","12.1694444444444","13731","","PA(48:6)+H",0,0,"11.8694444444444","12.1694444444444","13731","","PA(48:6)+H",0,0,"11.8694444444444","12.1694444444444","13731","","PA(48:6)+H",0,0,"11.8694444444444","12.1694444444444","13731","","PA(48:6)+H","861.6368","763.65989","11.8694444444444","12.1694444444444","13731"
"","PA(49:0)+H",0,0,"15.0885236111111","15.3885236111111","1690","","PA(49:0)+H",0,0,"15.0885236111111","15.3885236111111","1690","","PA(49:0)+H",0,0,"15.0885236111111","15.3885236111111","1690","","PA(49:0)+H",0,0,"15.0885236111111","15.3885236111111","1690","","PA(49:0)+H",0,0,"15.0885236111111","15.3885236111111","1690","","PA(49:0)+H","887.7464","789.76949","15.0885236111111","15.3885236111111","1690"
"","PA(49:0)+H",0,0,"11.7116611111111","12.0116611111111","7668","","PA(49:0)+H",0,0,"11.7116611111111","12.0116611111111","7668","","PA(49:0)+H",0,0,"11.7116611111111","12.0116611111111","7668","","PA(49:0)+H",0,0,"11.7116611111111","12.0116611111111","7668","","PA(49:0)+H",0,0,"11.7116611111111","12.0116611111111","7668","","PA(49:0)+H","887.7464","789.76949","11.7116611111111","12.0116611111111","7668"
"","PA(49:1)+H",0,0,"14.6744694444444","14.9744694444444","4163","","PA(49:1)+H",0,0,"14.6744694444444","14.9744694444444","4163","","PA(49:1)+H",0,0,"14.6744694444444","14.9744694444444","4163","","PA(49:1)+H",0,0,"14.6744694444444","14.9744694444444","4163","","PA(49:1)+H",0,0,"14.6744694444444","14.9744694444444","4163","","PA(49:1)+H","885.7308","787.75389","14.6744694444444","14.9744694444444","4163"
"","PA(50:0)+H",0,0,"15.2164541666667","15.5164541666667","4050","","PA(50:0)+H",0,0,"15.2164541666667","15.5164541666667","4050","","PA(50:0)+H",0,0,"15.2164541666667","15.5164541666667","4050","","PA(50:0)+H",0,0,"15.2164541666667","15.5164541666667","4050","","PA(50:0)+H",0,0,"15.2164541666667","15.5164541666667","4050","","PA(50:0)+H","901.762","803.78509","15.2164541666667","15.5164541666667","4050"
"","PA(50:1)+H",0,0,"14.8976680555556","15.1976680555556","1827","","PA(50:1)+H",0,0,"14.8976680555556","15.1976680555556","1827","","PA(50:1)+H",0,0,"14.8976680555556","15.1976680555556","1827","","PA(50:1)+H",0,0,"14.8976680555556","15.1976680555556","1827","","PA(50:1)+H",0,0,"14.8976680555556","15.1976680555556","1827","","PA(50:1)+H","899.7464","801.76949","14.8976680555556","15.1976680555556","1827"
"","PA(51:0)+H",0,0,"10.2623263888889","10.5623263888889","17650","","PA(51:0)+H",0,0,"10.2623263888889","10.5623263888889","17650","","PA(51:0)+H",0,0,"10.2623263888889","10.5623263888889","17650","","PA(51:0)+H",0,0,"10.2623263888889","10.5623263888889","17650","","PA(51:0)+H",0,0,"10.2623263888889","10.5623263888889","17650","","PA(51:0)+H","915.7777","817.80079","10.2623263888889","10.5623263888889","17650"
"","PA(52:0)+H",0,0,"15.4617013888889","15.7617013888889","8598","","PA(52:0)+H",0,0,"15.4617013888889","15.7617013888889","8598","","PA(52:0)+H",0,0,"15.4617013888889","15.7617013888889","8598","","PA(52:0)+H",0,0,"15.4617013888889","15.7617013888889","8598","","PA(52:0)+H",0,0,"15.4617013888889","15.7617013888889","8598","","PA(52:0)+H","929.7933","831.81639","15.4617013888889","15.7617013888889","8598"
"","PA(52:0)+H",0,0,"12.9444625","13.2444625","9659","","PA(52:0)+H",0,0,"12.9444625","13.2444625","9659","","PA(52:0)+H",0,0,"12.9444625","13.2444625","9659","","PA(52:0)+H",0,0,"12.9444625","13.2444625","9659","","PA(52:0)+H",0,0,"12.9444625","13.2444625","9659","","PA(52:0)+H","929.7933","831.81639","12.9444625","13.2444625","9659"
"","PA(52:0)+H",0,0,"12.9550611111111","13.2550611111111","17326","","PA(52:0)+H",0,0,"12.9550611111111","13.2550611111111","17326","","PA(52:0)+H",0,0,"12.9550611111111","13.2550611111111","17326","","PA(52:0)+H",0,0,"12.9550611111111","13.2550611111111","17326","","PA(52:0)+H",0,0,"12.9550611111111","13.2550611111111","17326","","PA(52:0)+H","929.7933","831.81639","12.9550611111111","13.2550611111111","17326"
"","PA(52:0)+H",0,0,"11.88714","12.18714","18084","","PA(52:0)+H",0,0,"11.88714","12.18714","18084","","PA(52:0)+H",0,0,"11.88714","12.18714","18084","","PA(52:0)+H",0,0,"11.88714","12.18714","18084","","PA(52:0)+H",0,0,"11.88714","12.18714","18084","","PA(52:0)+H","929.7933","831.81639","11.88714","12.18714","18084"
