"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PS","[M+H]+","MH-head","RT_min","RT_max","Comment"
"","Plasmenyl-PS(42:2)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmenyl-PS(42:2)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmenyl-PS(42:2)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmenyl-PS(42:2)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmenyl-PS(42:2)+H",0,0,"8.39007638888889","8.69007638888889","1144","","Plasmenyl-PS(42:2)+H","856.64273","671.63378","8.39007638888889","8.69007638888889","1144"
"","Plasmenyl-PS(42:3)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmenyl-PS(42:3)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmenyl-PS(42:3)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmenyl-PS(42:3)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmenyl-PS(42:3)+H",0,0,"7.37157222222222","7.67157222222222","2030","","Plasmenyl-PS(42:3)+H","854.62703","669.61808","7.37157222222222","7.67157222222222","2030"
"","Plasmenyl-PS(42:3)+H",0,0,"5.00195","5.30195","7165","","Plasmenyl-PS(42:3)+H",0,0,"5.00195","5.30195","7165","","Plasmenyl-PS(42:3)+H",0,0,"5.00195","5.30195","7165","","Plasmenyl-PS(42:3)+H",0,0,"5.00195","5.30195","7165","","Plasmenyl-PS(42:3)+H",0,0,"5.00195","5.30195","7165","","Plasmenyl-PS(42:3)+H","854.62703","669.61808","5.00195","5.30195","7165"
"","Plasmenyl-PS(42:4)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmenyl-PS(42:4)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmenyl-PS(42:4)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmenyl-PS(42:4)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmenyl-PS(42:4)+H",0,0,"4.85873611111111","5.15873611111111","14708","","Plasmenyl-PS(42:4)+H","852.61133","667.60238","4.85873611111111","5.15873611111111","14708"
"","Plasmenyl-PS(42:5)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmenyl-PS(42:5)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmenyl-PS(42:5)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmenyl-PS(42:5)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmenyl-PS(42:5)+H",0,0,"5.00715277777778","5.30715277777778","3523","","Plasmenyl-PS(42:5)+H","850.59573","665.58678","5.00715277777778","5.30715277777778","3523"
"","Plasmenyl-PS(42:5)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmenyl-PS(42:5)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmenyl-PS(42:5)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmenyl-PS(42:5)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmenyl-PS(42:5)+H",0,0,"4.11489305555556","4.41489305555556","7684","","Plasmenyl-PS(42:5)+H","850.59573","665.58678","4.11489305555556","4.41489305555556","7684"
"","Plasmenyl-PS(42:5)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmenyl-PS(42:5)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmenyl-PS(42:5)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmenyl-PS(42:5)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmenyl-PS(42:5)+H",0,0,"4.72343472222222","5.02343472222222","12291","","Plasmenyl-PS(42:5)+H","850.59573","665.58678","4.72343472222222","5.02343472222222","12291"
"","Plasmenyl-PS(42:5)+H",0,0,"5.65352361111111","5.95352361111111","14841","","Plasmenyl-PS(42:5)+H",0,0,"5.65352361111111","5.95352361111111","14841","","Plasmenyl-PS(42:5)+H",0,0,"5.65352361111111","5.95352361111111","14841","","Plasmenyl-PS(42:5)+H",0,0,"5.65352361111111","5.95352361111111","14841","","Plasmenyl-PS(42:5)+H",0,0,"5.65352361111111","5.95352361111111","14841","","Plasmenyl-PS(42:5)+H","850.59573","665.58678","5.65352361111111","5.95352361111111","14841"
"","Plasmenyl-PS(42:6)+H",0,0,"4.82410694444444","5.12410694444444","8093","","Plasmenyl-PS(42:6)+H",0,0,"4.82410694444444","5.12410694444444","8093","","Plasmenyl-PS(42:6)+H",0,0,"4.82410694444444","5.12410694444444","8093","","Plasmenyl-PS(42:6)+H",0,0,"4.82410694444444","5.12410694444444","8093","","Plasmenyl-PS(42:6)+H",0,0,"4.82410694444444","5.12410694444444","8093","","Plasmenyl-PS(42:6)+H","848.58003","663.57108","4.82410694444444","5.12410694444444","8093"
"","Plasmenyl-PS(42:6)+H",0,0,"5.21196944444444","5.51196944444444","8780","","Plasmenyl-PS(42:6)+H",0,0,"5.21196944444444","5.51196944444444","8780","","Plasmenyl-PS(42:6)+H",0,0,"5.21196944444444","5.51196944444444","8780","","Plasmenyl-PS(42:6)+H",0,0,"5.21196944444444","5.51196944444444","8780","","Plasmenyl-PS(42:6)+H",0,0,"5.21196944444444","5.51196944444444","8780","","Plasmenyl-PS(42:6)+H","848.58003","663.57108","5.21196944444444","5.51196944444444","8780"
"","Plasmenyl-PS(42:6)+H",0,0,"4.8750625","5.1750625","10409","","Plasmenyl-PS(42:6)+H",0,0,"4.8750625","5.1750625","10409","","Plasmenyl-PS(42:6)+H",0,0,"4.8750625","5.1750625","10409","","Plasmenyl-PS(42:6)+H",0,0,"4.8750625","5.1750625","10409","","Plasmenyl-PS(42:6)+H",0,0,"4.8750625","5.1750625","10409","","Plasmenyl-PS(42:6)+H","848.58003","663.57108","4.8750625","5.1750625","10409"
"","Plasmenyl-PS(43:0)+H",0,0,"10.2084878787879","10.5084878787879","13158","","Plasmenyl-PS(43:0)+H",0,0,"10.2084878787879","10.5084878787879","13158","","Plasmenyl-PS(43:0)+H",0,0,"10.2084878787879","10.5084878787879","13158","","Plasmenyl-PS(43:0)+H",0,0,"10.2084878787879","10.5084878787879","13158","","Plasmenyl-PS(43:0)+H",0,0,"10.2084878787879","10.5084878787879","13158","","Plasmenyl-PS(43:0)+H","874.68963","689.68068","10.2084878787879","10.5084878787879","13158"
"","Plasmenyl-PS(44:0)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmenyl-PS(44:0)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmenyl-PS(44:0)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmenyl-PS(44:0)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmenyl-PS(44:0)+H",0,0,"11.3129722222222","11.6129722222222","3643","","Plasmenyl-PS(44:0)+H","888.70523","703.69628","11.3129722222222","11.6129722222222","3643"
"","Plasmenyl-PS(45:0)+H",0,0,"11.0092611111111","11.3092611111111","1089","","Plasmenyl-PS(45:0)+H",0,0,"11.0092611111111","11.3092611111111","1089","","Plasmenyl-PS(45:0)+H",0,0,"11.0092611111111","11.3092611111111","1089","","Plasmenyl-PS(45:0)+H",0,0,"11.0092611111111","11.3092611111111","1089","","Plasmenyl-PS(45:0)+H",0,0,"11.0092611111111","11.3092611111111","1089","","Plasmenyl-PS(45:0)+H","902.72093","717.71198","11.0092611111111","11.3092611111111","1089"
"","Plasmenyl-PS(45:1)+H",0,0,"10.2893866666667","10.5893866666667","9683","","Plasmenyl-PS(45:1)+H",0,0,"10.2893866666667","10.5893866666667","9683","","Plasmenyl-PS(45:1)+H",0,0,"10.2893866666667","10.5893866666667","9683","","Plasmenyl-PS(45:1)+H",0,0,"10.2893866666667","10.5893866666667","9683","","Plasmenyl-PS(45:1)+H",0,0,"10.2893866666667","10.5893866666667","9683","","Plasmenyl-PS(45:1)+H","900.70533","715.69638","10.2893866666667","10.5893866666667","9683"
"","Plasmenyl-PS(45:1)+H",0,0,"12.0931287878788","12.3931287878788","19167","","Plasmenyl-PS(45:1)+H",0,0,"12.0931287878788","12.3931287878788","19167","","Plasmenyl-PS(45:1)+H",0,0,"12.0931287878788","12.3931287878788","19167","","Plasmenyl-PS(45:1)+H",0,0,"12.0931287878788","12.3931287878788","19167","","Plasmenyl-PS(45:1)+H",0,0,"12.0931287878788","12.3931287878788","19167","","Plasmenyl-PS(45:1)+H","900.70533","715.69638","12.0931287878788","12.3931287878788","19167"
"","Plasmenyl-PS(46:0)+H",0,0,"11.7112097222222","12.0112097222222","1238","","Plasmenyl-PS(46:0)+H",0,0,"11.7112097222222","12.0112097222222","1238","","Plasmenyl-PS(46:0)+H",0,0,"11.7112097222222","12.0112097222222","1238","","Plasmenyl-PS(46:0)+H",0,0,"11.7112097222222","12.0112097222222","1238","","Plasmenyl-PS(46:0)+H",0,0,"11.7112097222222","12.0112097222222","1238","","Plasmenyl-PS(46:0)+H","916.73653","731.72758","11.7112097222222","12.0112097222222","1238"
"","Plasmenyl-PS(46:0)+H",0,0,"12.0714388888889","12.3714388888889","1414","","Plasmenyl-PS(46:0)+H",0,0,"12.0714388888889","12.3714388888889","1414","","Plasmenyl-PS(46:0)+H",0,0,"12.0714388888889","12.3714388888889","1414","","Plasmenyl-PS(46:0)+H",0,0,"12.0714388888889","12.3714388888889","1414","","Plasmenyl-PS(46:0)+H",0,0,"12.0714388888889","12.3714388888889","1414","","Plasmenyl-PS(46:0)+H","916.73653","731.72758","12.0714388888889","12.3714388888889","1414"
"","Plasmenyl-PS(46:1)+H",0,0,"11.3425805555556","11.6425805555556","4265","","Plasmenyl-PS(46:1)+H",0,0,"11.3425805555556","11.6425805555556","4265","","Plasmenyl-PS(46:1)+H",0,0,"11.3425805555556","11.6425805555556","4265","","Plasmenyl-PS(46:1)+H",0,0,"11.3425805555556","11.6425805555556","4265","","Plasmenyl-PS(46:1)+H",0,0,"11.3425805555556","11.6425805555556","4265","","Plasmenyl-PS(46:1)+H","914.72093","729.71198","11.3425805555556","11.6425805555556","4265"
"","Plasmenyl-PS(46:1)+H",0,0,"11.5700388888889","11.8700388888889","5589","","Plasmenyl-PS(46:1)+H",0,0,"11.5700388888889","11.8700388888889","5589","","Plasmenyl-PS(46:1)+H",0,0,"11.5700388888889","11.8700388888889","5589","","Plasmenyl-PS(46:1)+H",0,0,"11.5700388888889","11.8700388888889","5589","","Plasmenyl-PS(46:1)+H",0,0,"11.5700388888889","11.8700388888889","5589","","Plasmenyl-PS(46:1)+H","914.72093","729.71198","11.5700388888889","11.8700388888889","5589"
