OxPE,[M+Na]+,PreCursor -43,PreCursor -141,M+Na-43-SN1-H acyl loss,M+Na-43-SN2-H acyl loss,phosphoethanolamine+Na
OxPE(22:4(OOOO)_13:1(COOH))+Na,840.4270078,797.3848078,699.4079135,401.1337478,555.2331178,164.00888
OxPE(22:4(OOOO)_13:2(COOH))+Na,838.4113578,795.3691578,697.3922635,399.1180978,555.2331178,164.00888
OxPE(22:4(OOOO)_13:3(COOH))+Na,836.3957078,793.3535078,695.3766135,397.1024478,555.2331178,164.00888
OxPE(22:4(OOOO)_14:1(COOH))+Na,854.4426578,811.4004578,713.4235635,415.1493978,555.2331178,164.00888
OxPE(22:4(OOOO)_14:2(COOH))+Na,852.4270078,809.3848078,711.4079135,413.1337478,555.2331178,164.00888
OxPE(22:4(OOOO)_14:3(COOH))+Na,850.4113578,807.3691578,709.3922635,411.1180978,555.2331178,164.00888
OxPE(22:4(OOOO)_15:1(COOH))+Na,868.4583078,825.4161078,727.4392135,429.1650478,555.2331178,164.00888
OxPE(22:4(OOOO)_15:2(COOH))+Na,866.4426578,823.4004578,725.4235635,427.1493978,555.2331178,164.00888
OxPE(22:4(OOOO)_15:3(COOH))+Na,864.4270078,821.3848078,723.4079135,425.1337478,555.2331178,164.00888
OxPE(22:4(OOOO)_15:4(COOH))+Na,862.4113578,819.3691578,721.3922635,423.1180978,555.2331178,164.00888
OxPE(22:4(OOOO)_16:1(COOH))+Na,882.4739578,839.4317578,741.4548635,443.1806978,555.2331178,164.00888
OxPE(22:4(OOOO)_16:2(COOH))+Na,880.4583078,837.4161078,739.4392135,441.1650478,555.2331178,164.00888
OxPE(22:4(OOOO)_16:3(COOH))+Na,878.4426578,835.4004578,737.4235635,439.1493978,555.2331178,164.00888
OxPE(22:4(OOOO)_16:4(COOH))+Na,876.4270078,833.3848078,735.4079135,437.1337478,555.2331178,164.00888
OxPE(22:4(OOOO)_17:4(COOH))+Na,890.4426578,847.4004578,749.4235635,451.1493978,555.2331178,164.00888
OxPE(22:4(OOOO)_18:4(COOH))+Na,904.4583078,861.4161078,763.4392135,465.1650478,555.2331178,164.00888
OxPE(22:4(OOOO)_18:5(COOH))+Na,902.4426578,859.4004578,761.4235635,463.1493978,555.2331178,164.00888
OxPE(22:4(OOOO)_19:4(COOH))+Na,918.4739578,875.4317578,777.4548635,479.1806978,555.2331178,164.00888
OxPE(22:4(OOOO)_19:5(COOH))+Na,916.4583078,873.4161078,775.4392135,477.1650478,555.2331178,164.00888
OxPE(22:4(OOOO)_3:0(CHO))+Na,686.2912278,643.2490278,545.2721335,246.9979678,555.2331178,164.00888
OxPE(22:4(OOOO)_4:0(CHO))+Na,700.3068778,657.2646778,559.2877835,261.0136178,555.2331178,164.00888
OxPE(22:5(OOOO)_22:5(OOOO))+Na,990.4951778,947.4529778,849.4760835,553.2175178,553.2175178,164.00888
OxPE(22:5(OOOO)_22:6(OOOO))+Na,988.4794778,945.4372778,847.4603835,551.2018178,553.2175178,164.00888
OxPE(22:5(OOOO)_24:1(OOOO))+Na,1026.589078,983.5468778,885.5699835,589.3114178,553.2175178,164.00888
OxPE(22:5(OOOO)_14:1(Ke))+Na,836.4321578,793.3899578,695.4130635,399.1544978,553.2175178,164.00888
OxPE(22:5(OOOO)_15:1(Ke))+Na,850.4477578,807.4055578,709.4286635,413.1700978,553.2175178,164.00888
OxPE(22:5(OOOO)_16:1(Ke))+Na,864.4634578,821.4212578,723.4443635,427.1857978,553.2175178,164.00888
OxPE(22:5(OOOO)_17:1(Ke))+Na,878.4790578,835.4368578,737.4599635,441.2013978,553.2175178,164.00888
OxPE(22:5(OOOO)_17:2(Ke))+Na,876.4634578,833.4212578,735.4443635,439.1857978,553.2175178,164.00888
OxPE(22:5(OOOO)_18:1(Ke))+Na,892.4947578,849.4525578,751.4756635,455.2170978,553.2175178,164.00888
OxPE(22:5(OOOO)_18:2(Ke))+Na,890.4790578,847.4368578,749.4599635,453.2013978,553.2175178,164.00888
OxPE(22:5(OOOO)_18:3(Ke))+Na,888.4634578,845.4212578,747.4443635,451.1857978,553.2175178,164.00888
OxPE(22:5(OOOO)_18:4(Ke))+Na,886.4477578,843.4055578,745.4286635,449.1700978,553.2175178,164.00888
OxPE(22:5(OOOO)_20:1(Ke))+Na,920.5260578,877.4838578,779.5069635,483.2483978,553.2175178,164.00888
OxPE(22:5(OOOO)_20:2(Ke))+Na,918.5103578,875.4681578,777.4912635,481.2326978,553.2175178,164.00888
OxPE(22:5(OOOO)_20:3(Ke))+Na,916.4947578,873.4525578,775.4756635,479.2170978,553.2175178,164.00888
OxPE(22:5(OOOO)_20:5(Ke))+Na,912.4634578,869.4212578,771.4443635,475.1857978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:1(Ke))+Na,948.5573578,905.5151578,807.5382635,511.2796978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:2(Ke))+Na,946.5416578,903.4994578,805.5225635,509.2639978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:3(Ke))+Na,944.5260578,901.4838578,803.5069635,507.2483978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:4(Ke))+Na,942.5103578,899.4681578,801.4912635,505.2326978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:5(Ke))+Na,940.4947578,897.4525578,799.4756635,503.2170978,553.2175178,164.00888
OxPE(22:5(OOOO)_22:6(Ke))+Na,938.4790578,895.4368578,797.4599635,501.2013978,553.2175178,164.00888
OxPE(22:5(OOOO)_24:1(Ke))+Na,976.5886578,933.5464578,835.5695635,539.3109978,553.2175178,164.00888
"OxPE(22:5(OOOO)_14:1(Ke,OH))+Na",852.4270778,809.3848778,711.4079835,415.1494178,553.2175178,164.00888
"OxPE(22:5(OOOO)_15:1(Ke,OH))+Na",866.4426778,823.4004778,725.4235835,429.1650178,553.2175178,164.00888
"OxPE(22:5(OOOO)_16:1(Ke,OH))+Na",880.4583778,837.4161778,739.4392835,443.1807178,553.2175178,164.00888
"OxPE(22:5(OOOO)_17:1(Ke,OH))+Na",894.4739778,851.4317778,753.4548835,457.1963178,553.2175178,164.00888
"OxPE(22:5(OOOO)_17:2(Ke,OH))+Na",892.4583778,849.4161778,751.4392835,455.1807178,553.2175178,164.00888
"OxPE(22:5(OOOO)_18:1(Ke,OH))+Na",908.4896778,865.4474778,767.4705835,471.2120178,553.2175178,164.00888
"OxPE(22:5(OOOO)_18:2(Ke,OH))+Na",906.4739778,863.4317778,765.4548835,469.1963178,553.2175178,164.00888
"OxPE(22:5(OOOO)_18:3(Ke,OH))+Na",904.4583778,861.4161778,763.4392835,467.1807178,553.2175178,164.00888
"OxPE(22:5(OOOO)_18:4(Ke,OH))+Na",902.4426778,859.4004778,761.4235835,465.1650178,553.2175178,164.00888
"OxPE(22:5(OOOO)_20:1(Ke,OH))+Na",936.5209778,893.4787778,795.5018835,499.2433178,553.2175178,164.00888
"OxPE(22:5(OOOO)_20:2(Ke,OH))+Na",934.5052778,891.4630778,793.4861835,497.2276178,553.2175178,164.00888
"OxPE(22:5(OOOO)_20:3(Ke,OH))+Na",932.4896778,889.4474778,791.4705835,495.2120178,553.2175178,164.00888
"OxPE(22:5(OOOO)_20:4(Ke,OH))+Na",930.4739778,887.4317778,789.4548835,493.1963178,553.2175178,164.00888
"OxPE(22:5(OOOO)_20:5(Ke,OH))+Na",928.4583778,885.4161778,787.4392835,491.1807178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:1(Ke,OH))+Na",964.5522778,921.5100778,823.5331835,527.2746178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:2(Ke,OH))+Na",962.5365778,919.4943778,821.5174835,525.2589178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:3(Ke,OH))+Na",960.5209778,917.4787778,819.5018835,523.2433178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:4(Ke,OH))+Na",958.5052778,915.4630778,817.4861835,521.2276178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:5(Ke,OH))+Na",956.4896778,913.4474778,815.4705835,519.2120178,553.2175178,164.00888
"OxPE(22:5(OOOO)_22:6(Ke,OH))+Na",954.4739778,911.4317778,813.4548835,517.1963178,553.2175178,164.00888
"OxPE(22:5(OOOO)_24:1(Ke,OH))+Na",992.5835778,949.5413778,851.5644835,555.3059178,553.2175178,164.00888
OxPE(22:5(OOOO)_5:0(CHO))+Na,712.3069278,669.2647278,571.2878335,275.0292678,553.2175178,164.00888
OxPE(22:5(OOOO)_6:0(CHO))+Na,726.3225778,683.2803778,585.3034835,289.0449178,553.2175178,164.00888
OxPE(22:5(OOOO)_7:0(CHO))+Na,740.3382278,697.2960278,599.3191335,303.0605678,553.2175178,164.00888
OxPE(22:5(OOOO)_8:0(CHO))+Na,754.3538778,711.3116778,613.3347835,317.0762178,553.2175178,164.00888
OxPE(22:5(OOOO)_9:0(CHO))+Na,768.3695278,725.3273278,627.3504335,331.0918678,553.2175178,164.00888
OxPE(22:5(OOOO)_10:0(CHO))+Na,782.3851778,739.3429778,641.3660835,345.1075178,553.2175178,164.00888
OxPE(22:5(OOOO)_11:0(CHO))+Na,796.4008278,753.3586278,655.3817335,359.1231678,553.2175178,164.00888
OxPE(22:5(OOOO)_12:0(CHO))+Na,810.4164778,767.3742778,669.3973835,373.1388178,553.2175178,164.00888
OxPE(22:5(OOOO)_13:0(CHO))+Na,824.4321278,781.3899278,683.4130335,387.1544678,553.2175178,164.00888
OxPE(22:5(OOOO)_14:0(CHO))+Na,838.4477778,795.4055778,697.4286835,401.1701178,553.2175178,164.00888
OxPE(22:5(OOOO)_15:0(CHO))+Na,852.4634278,809.4212278,711.4443335,415.1857678,553.2175178,164.00888
OxPE(22:5(OOOO)_6:1(CHO))+Na,724.3069378,681.2647378,583.2878435,287.0292778,553.2175178,164.00888
OxPE(22:5(OOOO)_7:1(CHO))+Na,738.3225878,695.2803878,597.3034935,301.0449278,553.2175178,164.00888
OxPE(22:5(OOOO)_8:1(CHO))+Na,752.3382378,709.2960378,611.3191435,315.0605778,553.2175178,164.00888
OxPE(22:5(OOOO)_9:1(CHO))+Na,766.3538878,723.3116878,625.3347935,329.0762278,553.2175178,164.00888
OxPE(22:5(OOOO)_9:2(CHO))+Na,764.3382378,721.2960378,623.3191435,327.0605778,553.2175178,164.00888
OxPE(22:5(OOOO)_10:1(CHO))+Na,780.3695378,737.3273378,639.3504435,343.0918778,553.2175178,164.00888
OxPE(22:5(OOOO)_10:2(CHO))+Na,778.3538878,735.3116878,637.3347935,341.0762278,553.2175178,164.00888
OxPE(22:5(OOOO)_11:1(CHO))+Na,794.3851878,751.3429878,653.3660935,357.1075278,553.2175178,164.00888
OxPE(22:5(OOOO)_11:2(CHO))+Na,792.3695378,749.3273378,651.3504435,355.0918778,553.2175178,164.00888
OxPE(22:5(OOOO)_12:1(CHO))+Na,808.4008378,765.3586378,667.3817435,371.1231778,553.2175178,164.00888
OxPE(22:5(OOOO)_12:2(CHO))+Na,806.3851878,763.3429878,665.3660935,369.1075278,553.2175178,164.00888
OxPE(22:5(OOOO)_12:3(CHO))+Na,804.3695378,761.3273378,663.3504435,367.0918778,553.2175178,164.00888
OxPE(22:5(OOOO)_13:1(CHO))+Na,822.4164878,779.3742878,681.3973935,385.1388278,553.2175178,164.00888
OxPE(22:5(OOOO)_13:2(CHO))+Na,820.4008378,777.3586378,679.3817435,383.1231778,553.2175178,164.00888
OxPE(22:5(OOOO)_13:3(CHO))+Na,818.3851878,775.3429878,677.3660935,381.1075278,553.2175178,164.00888
OxPE(22:5(OOOO)_14:1(CHO))+Na,836.4321378,793.3899378,695.4130435,399.1544778,553.2175178,164.00888
OxPE(22:5(OOOO)_14:2(CHO))+Na,834.4164878,791.3742878,693.3973935,397.1388278,553.2175178,164.00888
OxPE(22:5(OOOO)_14:3(CHO))+Na,832.4008378,789.3586378,691.3817435,395.1231778,553.2175178,164.00888
OxPE(22:5(OOOO)_15:1(CHO))+Na,850.4477878,807.4055878,709.4286935,413.1701278,553.2175178,164.00888
OxPE(22:5(OOOO)_15:2(CHO))+Na,848.4321378,805.3899378,707.4130435,411.1544778,553.2175178,164.00888
OxPE(22:5(OOOO)_15:3(CHO))+Na,846.4164878,803.3742878,705.3973935,409.1388278,553.2175178,164.00888
OxPE(22:5(OOOO)_15:4(CHO))+Na,844.4008378,801.3586378,703.3817435,407.1231778,553.2175178,164.00888
OxPE(22:5(OOOO)_16:1(CHO))+Na,864.4634378,821.4212378,723.4443435,427.1857778,553.2175178,164.00888
OxPE(22:5(OOOO)_16:2(CHO))+Na,862.4477878,819.4055878,721.4286935,425.1701278,553.2175178,164.00888
OxPE(22:5(OOOO)_16:3(CHO))+Na,860.4321378,817.3899378,719.4130435,423.1544778,553.2175178,164.00888
OxPE(22:5(OOOO)_16:4(CHO))+Na,858.4164878,815.3742878,717.3973935,421.1388278,553.2175178,164.00888
OxPE(22:5(OOOO)_17:4(CHO))+Na,872.4321378,829.3899378,731.4130435,435.1544778,553.2175178,164.00888
OxPE(22:5(OOOO)_18:4(CHO))+Na,886.4477878,843.4055878,745.4286935,449.1701278,553.2175178,164.00888
OxPE(22:5(OOOO)_18:5(CHO))+Na,884.4321378,841.3899378,743.4130435,447.1544778,553.2175178,164.00888
OxPE(22:5(OOOO)_19:4(CHO))+Na,900.4634378,857.4212378,759.4443435,463.1857778,553.2175178,164.00888
OxPE(22:5(OOOO)_19:5(CHO))+Na,898.4477878,855.4055878,757.4286935,461.1701278,553.2175178,164.00888
OxPE(22:5(OOOO)_3:0(COOH))+Na,700.2705478,657.2283478,559.2514535,262.9928878,553.2175178,164.00888
OxPE(22:5(OOOO)_4:0(COOH))+Na,714.2861978,671.2439978,573.2671035,277.0085378,553.2175178,164.00888
OxPE(22:5(OOOO)_5:0(COOH))+Na,728.3018478,685.2596478,587.2827535,291.0241878,553.2175178,164.00888
OxPE(22:5(OOOO)_6:0(COOH))+Na,742.3174978,699.2752978,601.2984035,305.0398378,553.2175178,164.00888
OxPE(22:5(OOOO)_7:0(COOH))+Na,756.3331478,713.2909478,615.3140535,319.0554878,553.2175178,164.00888
OxPE(22:5(OOOO)_8:0(COOH))+Na,770.3487978,727.3065978,629.3297035,333.0711378,553.2175178,164.00888
OxPE(22:5(OOOO)_9:0(COOH))+Na,784.3644478,741.3222478,643.3453535,347.0867878,553.2175178,164.00888
OxPE(22:5(OOOO)_10:0(COOH))+Na,798.3800978,755.3378978,657.3610035,361.1024378,553.2175178,164.00888
OxPE(22:5(OOOO)_11:0(COOH))+Na,812.3957478,769.3535478,671.3766535,375.1180878,553.2175178,164.00888
OxPE(22:5(OOOO)_12:0(COOH))+Na,826.4113978,783.3691978,685.3923035,389.1337378,553.2175178,164.00888
OxPE(22:5(OOOO)_13:0(COOH))+Na,840.4270478,797.3848478,699.4079535,403.1493878,553.2175178,164.00888
OxPE(22:5(OOOO)_14:0(COOH))+Na,854.4426978,811.4004978,713.4236035,417.1650378,553.2175178,164.00888
OxPE(22:5(OOOO)_15:0(COOH))+Na,868.4583478,825.4161478,727.4392535,431.1806878,553.2175178,164.00888
OxPE(22:5(OOOO)_6:1(COOH))+Na,740.3018578,697.2596578,599.2827635,303.0241978,553.2175178,164.00888
OxPE(22:5(OOOO)_7:1(COOH))+Na,754.3175078,711.2753078,613.2984135,317.0398478,553.2175178,164.00888
OxPE(22:5(OOOO)_8:1(COOH))+Na,768.3331578,725.2909578,627.3140635,331.0554978,553.2175178,164.00888
OxPE(22:5(OOOO)_9:1(COOH))+Na,782.3488078,739.3066078,641.3297135,345.0711478,553.2175178,164.00888
OxPE(22:5(OOOO)_9:2(COOH))+Na,780.3331578,737.2909578,639.3140635,343.0554978,553.2175178,164.00888
OxPE(22:5(OOOO)_10:1(COOH))+Na,796.3644578,753.3222578,655.3453635,359.0867978,553.2175178,164.00888
OxPE(22:5(OOOO)_10:2(COOH))+Na,794.3488078,751.3066078,653.3297135,357.0711478,553.2175178,164.00888
OxPE(22:5(OOOO)_11:1(COOH))+Na,810.3801078,767.3379078,669.3610135,373.1024478,553.2175178,164.00888
OxPE(22:5(OOOO)_11:2(COOH))+Na,808.3644578,765.3222578,667.3453635,371.0867978,553.2175178,164.00888
OxPE(22:5(OOOO)_12:1(COOH))+Na,824.3957578,781.3535578,683.3766635,387.1180978,553.2175178,164.00888
OxPE(22:5(OOOO)_12:2(COOH))+Na,822.3801078,779.3379078,681.3610135,385.1024478,553.2175178,164.00888
OxPE(22:5(OOOO)_12:3(COOH))+Na,820.3644578,777.3222578,679.3453635,383.0867978,553.2175178,164.00888
OxPE(22:5(OOOO)_13:1(COOH))+Na,838.4114078,795.3692078,697.3923135,401.1337478,553.2175178,164.00888
OxPE(22:5(OOOO)_13:2(COOH))+Na,836.3957578,793.3535578,695.3766635,399.1180978,553.2175178,164.00888
OxPE(22:5(OOOO)_13:3(COOH))+Na,834.3801078,791.3379078,693.3610135,397.1024478,553.2175178,164.00888
OxPE(22:5(OOOO)_14:1(COOH))+Na,852.4270578,809.3848578,711.4079635,415.1493978,553.2175178,164.00888
OxPE(22:5(OOOO)_14:2(COOH))+Na,850.4114078,807.3692078,709.3923135,413.1337478,553.2175178,164.00888
OxPE(22:5(OOOO)_14:3(COOH))+Na,848.3957578,805.3535578,707.3766635,411.1180978,553.2175178,164.00888
OxPE(22:5(OOOO)_15:1(COOH))+Na,866.4427078,823.4005078,725.4236135,429.1650478,553.2175178,164.00888
OxPE(22:5(OOOO)_15:2(COOH))+Na,864.4270578,821.3848578,723.4079635,427.1493978,553.2175178,164.00888
OxPE(22:5(OOOO)_15:3(COOH))+Na,862.4114078,819.3692078,721.3923135,425.1337478,553.2175178,164.00888
OxPE(22:5(OOOO)_15:4(COOH))+Na,860.3957578,817.3535578,719.3766635,423.1180978,553.2175178,164.00888
OxPE(22:5(OOOO)_16:1(COOH))+Na,880.4583578,837.4161578,739.4392635,443.1806978,553.2175178,164.00888
OxPE(22:5(OOOO)_16:2(COOH))+Na,878.4427078,835.4005078,737.4236135,441.1650478,553.2175178,164.00888
OxPE(22:5(OOOO)_16:3(COOH))+Na,876.4270578,833.3848578,735.4079635,439.1493978,553.2175178,164.00888
OxPE(22:5(OOOO)_16:4(COOH))+Na,874.4114078,831.3692078,733.3923135,437.1337478,553.2175178,164.00888
OxPE(22:5(OOOO)_17:4(COOH))+Na,888.4270578,845.3848578,747.4079635,451.1493978,553.2175178,164.00888
OxPE(22:5(OOOO)_18:4(COOH))+Na,902.4427078,859.4005078,761.4236135,465.1650478,553.2175178,164.00888
OxPE(22:5(OOOO)_18:5(COOH))+Na,900.4270578,857.3848578,759.4079635,463.1493978,553.2175178,164.00888
OxPE(22:5(OOOO)_19:4(COOH))+Na,916.4583578,873.4161578,775.4392635,479.1806978,553.2175178,164.00888
OxPE(22:5(OOOO)_19:5(COOH))+Na,914.4427078,871.4005078,773.4236135,477.1650478,553.2175178,164.00888
OxPE(22:5(OOOO)_3:0(CHO))+Na,684.2756278,641.2334278,543.2565335,246.9979678,553.2175178,164.00888
OxPE(22:5(OOOO)_4:0(CHO))+Na,698.2912778,655.2490778,557.2721835,261.0136178,553.2175178,164.00888
OxPE(22:6(OOOO)_22:6(OOOO))+Na,986.4637778,943.4215778,845.4446835,551.2018178,551.2018178,164.00888
OxPE(22:6(OOOO)_24:1(OOOO))+Na,1024.573378,981.5311778,883.5542835,589.3114178,551.2018178,164.00888
OxPE(22:6(OOOO)_14:1(Ke))+Na,834.4164578,791.3742578,693.3973635,399.1544978,551.2018178,164.00888
OxPE(22:6(OOOO)_15:1(Ke))+Na,848.4320578,805.3898578,707.4129635,413.1700978,551.2018178,164.00888
OxPE(22:6(OOOO)_16:1(Ke))+Na,862.4477578,819.4055578,721.4286635,427.1857978,551.2018178,164.00888
OxPE(22:6(OOOO)_17:1(Ke))+Na,876.4633578,833.4211578,735.4442635,441.2013978,551.2018178,164.00888
OxPE(22:6(OOOO)_17:2(Ke))+Na,874.4477578,831.4055578,733.4286635,439.1857978,551.2018178,164.00888
OxPE(22:6(OOOO)_18:1(Ke))+Na,890.4790578,847.4368578,749.4599635,455.2170978,551.2018178,164.00888
OxPE(22:6(OOOO)_18:2(Ke))+Na,888.4633578,845.4211578,747.4442635,453.2013978,551.2018178,164.00888
OxPE(22:6(OOOO)_18:3(Ke))+Na,886.4477578,843.4055578,745.4286635,451.1857978,551.2018178,164.00888
OxPE(22:6(OOOO)_18:4(Ke))+Na,884.4320578,841.3898578,743.4129635,449.1700978,551.2018178,164.00888
OxPE(22:6(OOOO)_20:1(Ke))+Na,918.5103578,875.4681578,777.4912635,483.2483978,551.2018178,164.00888
OxPE(22:6(OOOO)_20:2(Ke))+Na,916.4946578,873.4524578,775.4755635,481.2326978,551.2018178,164.00888
OxPE(22:6(OOOO)_20:3(Ke))+Na,914.4790578,871.4368578,773.4599635,479.2170978,551.2018178,164.00888
OxPE(22:6(OOOO)_20:5(Ke))+Na,910.4477578,867.4055578,769.4286635,475.1857978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:1(Ke))+Na,946.5416578,903.4994578,805.5225635,511.2796978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:2(Ke))+Na,944.5259578,901.4837578,803.5068635,509.2639978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:3(Ke))+Na,942.5103578,899.4681578,801.4912635,507.2483978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:4(Ke))+Na,940.4946578,897.4524578,799.4755635,505.2326978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:5(Ke))+Na,938.4790578,895.4368578,797.4599635,503.2170978,551.2018178,164.00888
OxPE(22:6(OOOO)_22:6(Ke))+Na,936.4633578,893.4211578,795.4442635,501.2013978,551.2018178,164.00888
OxPE(22:6(OOOO)_24:1(Ke))+Na,974.5729578,931.5307578,833.5538635,539.3109978,551.2018178,164.00888
"OxPE(22:6(OOOO)_14:1(Ke,OH))+Na",850.4113778,807.3691778,709.3922835,415.1494178,551.2018178,164.00888
"OxPE(22:6(OOOO)_15:1(Ke,OH))+Na",864.4269778,821.3847778,723.4078835,429.1650178,551.2018178,164.00888
"OxPE(22:6(OOOO)_16:1(Ke,OH))+Na",878.4426778,835.4004778,737.4235835,443.1807178,551.2018178,164.00888
"OxPE(22:6(OOOO)_17:1(Ke,OH))+Na",892.4582778,849.4160778,751.4391835,457.1963178,551.2018178,164.00888
"OxPE(22:6(OOOO)_17:2(Ke,OH))+Na",890.4426778,847.4004778,749.4235835,455.1807178,551.2018178,164.00888
"OxPE(22:6(OOOO)_18:1(Ke,OH))+Na",906.4739778,863.4317778,765.4548835,471.2120178,551.2018178,164.00888
"OxPE(22:6(OOOO)_18:2(Ke,OH))+Na",904.4582778,861.4160778,763.4391835,469.1963178,551.2018178,164.00888
"OxPE(22:6(OOOO)_18:3(Ke,OH))+Na",902.4426778,859.4004778,761.4235835,467.1807178,551.2018178,164.00888
"OxPE(22:6(OOOO)_18:4(Ke,OH))+Na",900.4269778,857.3847778,759.4078835,465.1650178,551.2018178,164.00888
"OxPE(22:6(OOOO)_20:1(Ke,OH))+Na",934.5052778,891.4630778,793.4861835,499.2433178,551.2018178,164.00888
"OxPE(22:6(OOOO)_20:2(Ke,OH))+Na",932.4895778,889.4473778,791.4704835,497.2276178,551.2018178,164.00888
"OxPE(22:6(OOOO)_20:3(Ke,OH))+Na",930.4739778,887.4317778,789.4548835,495.2120178,551.2018178,164.00888
"OxPE(22:6(OOOO)_20:4(Ke,OH))+Na",928.4582778,885.4160778,787.4391835,493.1963178,551.2018178,164.00888
"OxPE(22:6(OOOO)_20:5(Ke,OH))+Na",926.4426778,883.4004778,785.4235835,491.1807178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:1(Ke,OH))+Na",962.5365778,919.4943778,821.5174835,527.2746178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:2(Ke,OH))+Na",960.5208778,917.4786778,819.5017835,525.2589178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:3(Ke,OH))+Na",958.5052778,915.4630778,817.4861835,523.2433178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:4(Ke,OH))+Na",956.4895778,913.4473778,815.4704835,521.2276178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:5(Ke,OH))+Na",954.4739778,911.4317778,813.4548835,519.2120178,551.2018178,164.00888
"OxPE(22:6(OOOO)_22:6(Ke,OH))+Na",952.4582778,909.4160778,811.4391835,517.1963178,551.2018178,164.00888
"OxPE(22:6(OOOO)_24:1(Ke,OH))+Na",990.5678778,947.5256778,849.5487835,555.3059178,551.2018178,164.00888
OxPE(22:6(OOOO)_5:0(CHO))+Na,710.2912278,667.2490278,569.2721335,275.0292678,551.2018178,164.00888
OxPE(22:6(OOOO)_6:0(CHO))+Na,724.3068778,681.2646778,583.2877835,289.0449178,551.2018178,164.00888
OxPE(22:6(OOOO)_7:0(CHO))+Na,738.3225278,695.2803278,597.3034335,303.0605678,551.2018178,164.00888
OxPE(22:6(OOOO)_8:0(CHO))+Na,752.3381778,709.2959778,611.3190835,317.0762178,551.2018178,164.00888
OxPE(22:6(OOOO)_9:0(CHO))+Na,766.3538278,723.3116278,625.3347335,331.0918678,551.2018178,164.00888
OxPE(22:6(OOOO)_10:0(CHO))+Na,780.3694778,737.3272778,639.3503835,345.1075178,551.2018178,164.00888
OxPE(22:6(OOOO)_11:0(CHO))+Na,794.3851278,751.3429278,653.3660335,359.1231678,551.2018178,164.00888
OxPE(22:6(OOOO)_12:0(CHO))+Na,808.4007778,765.3585778,667.3816835,373.1388178,551.2018178,164.00888
OxPE(22:6(OOOO)_13:0(CHO))+Na,822.4164278,779.3742278,681.3973335,387.1544678,551.2018178,164.00888
OxPE(22:6(OOOO)_14:0(CHO))+Na,836.4320778,793.3898778,695.4129835,401.1701178,551.2018178,164.00888
OxPE(22:6(OOOO)_15:0(CHO))+Na,850.4477278,807.4055278,709.4286335,415.1857678,551.2018178,164.00888
OxPE(22:6(OOOO)_6:1(CHO))+Na,722.2912378,679.2490378,581.2721435,287.0292778,551.2018178,164.00888
OxPE(22:6(OOOO)_7:1(CHO))+Na,736.3068878,693.2646878,595.2877935,301.0449278,551.2018178,164.00888
OxPE(22:6(OOOO)_8:1(CHO))+Na,750.3225378,707.2803378,609.3034435,315.0605778,551.2018178,164.00888
OxPE(22:6(OOOO)_9:1(CHO))+Na,764.3381878,721.2959878,623.3190935,329.0762278,551.2018178,164.00888
OxPE(22:6(OOOO)_9:2(CHO))+Na,762.3225378,719.2803378,621.3034435,327.0605778,551.2018178,164.00888
OxPE(22:6(OOOO)_10:1(CHO))+Na,778.3538378,735.3116378,637.3347435,343.0918778,551.2018178,164.00888
OxPE(22:6(OOOO)_10:2(CHO))+Na,776.3381878,733.2959878,635.3190935,341.0762278,551.2018178,164.00888
OxPE(22:6(OOOO)_11:1(CHO))+Na,792.3694878,749.3272878,651.3503935,357.1075278,551.2018178,164.00888
OxPE(22:6(OOOO)_11:2(CHO))+Na,790.3538378,747.3116378,649.3347435,355.0918778,551.2018178,164.00888
OxPE(22:6(OOOO)_12:1(CHO))+Na,806.3851378,763.3429378,665.3660435,371.1231778,551.2018178,164.00888
OxPE(22:6(OOOO)_12:2(CHO))+Na,804.3694878,761.3272878,663.3503935,369.1075278,551.2018178,164.00888
OxPE(22:6(OOOO)_12:3(CHO))+Na,802.3538378,759.3116378,661.3347435,367.0918778,551.2018178,164.00888
OxPE(22:6(OOOO)_13:1(CHO))+Na,820.4007878,777.3585878,679.3816935,385.1388278,551.2018178,164.00888
OxPE(22:6(OOOO)_13:2(CHO))+Na,818.3851378,775.3429378,677.3660435,383.1231778,551.2018178,164.00888
