HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d22:3/35:0)+H,1018.901,856.8486,838.838,820.8274,334.3105,316.2999,522.5609,304.2999
HexCer-NS(d22:3/35:1)+H,1016.886,854.8329,836.8223,818.8118,334.3105,316.2999,520.5452,304.2999
HexCer-NS(d22:3/36:0)+H,1032.917,870.8642,852.8536,834.8431,334.3105,316.2999,536.5765,304.2999
HexCer-NS(d22:3/36:1)+H,1030.901,868.8486,850.838,832.8274,334.3105,316.2999,534.5609,304.2999
HexCer-NS(d22:3/36:2)+H,1028.886,866.8329,848.8223,830.8118,334.3105,316.2999,532.5452,304.2999
HexCer-NS(d22:3/38:0)+H,1060.948,898.8955,880.8849,862.8744,334.3105,316.2999,564.6078,304.2999
HexCer-NS(d22:3/38:1)+H,1058.933,896.8799,878.8693,860.8587,334.3105,316.2999,562.5922,304.2999
HexCer-NS(d22:3/38:2)+H,1056.917,894.8642,876.8536,858.8431,334.3105,316.2999,560.5765,304.2999
HexCer-NS(d22:3/40:0)+H,1088.98,926.9268,908.9163,890.9056,334.3105,316.2999,592.6391,304.2999
HexCer-NS(d22:3/40:1)+H,1086.964,924.9111,906.9006,888.89,334.3105,316.2999,590.6235,304.2999
HexCer-NS(d22:3/40:2)+H,1084.948,922.8955,904.8849,886.8744,334.3105,316.2999,588.6078,304.2999
HexCer-NS(d22:3/42:0)+H,1117.011,954.9581,936.9475,918.937,334.3105,316.2999,620.6704,304.2999
HexCer-NS(d22:3/42:1)+H,1114.995,952.9424,934.9319,916.9213,334.3105,316.2999,618.6547,304.2999
HexCer-NS(d22:3/42:2)+H,1112.98,950.9268,932.9163,914.9056,334.3105,316.2999,616.6391,304.2999
HexCer-NS(d23:1/12:0)+H,714.5884,552.5356,534.525,516.5144,352.3574,334.3468,200.2009,322.3468
HexCer-NS(d23:1/12:1)+H,712.5728,550.5199,532.5093,514.4988,352.3574,334.3468,198.1853,322.3468
HexCer-NS(d23:1/13:0)+H,728.6041,566.5512,548.5406,530.5301,352.3574,334.3468,214.2166,322.3468
HexCer-NS(d23:1/13:1)+H,726.5884,564.5356,546.525,528.5144,352.3574,334.3468,212.2009,322.3468
HexCer-NS(d23:1/14:0)+H,742.6197,580.5668,562.5563,544.5457,352.3574,334.3468,228.2322,322.3468
HexCer-NS(d23:1/14:1)+H,740.6041,578.5512,560.5406,542.5301,352.3574,334.3468,226.2166,322.3468
HexCer-NS(d23:1/15:0)+H,756.6353,594.5825,576.572,558.5613,352.3574,334.3468,242.2478,322.3468
HexCer-NS(d23:1/15:1)+H,754.6197,592.5668,574.5563,556.5457,352.3574,334.3468,240.2322,322.3468
HexCer-NS(d23:1/16:0)+H,770.651,608.5981,590.5876,572.577,352.3574,334.3468,256.2635,322.3468
HexCer-NS(d23:1/16:1)+H,768.6353,606.5825,588.572,570.5613,352.3574,334.3468,254.2478,322.3468
HexCer-NS(d23:1/16:2)+H,766.6197,604.5668,586.5563,568.5457,352.3574,334.3468,252.2322,322.3468
HexCer-NS(d23:1/17:0)+H,784.6666,622.6138,604.6032,586.5927,352.3574,334.3468,270.2791,322.3468
HexCer-NS(d23:1/18:0)+H,798.6823,636.6295,618.6189,600.6083,352.3574,334.3468,284.2948,322.3468
HexCer-NS(d23:1/18:1)+H,796.6666,634.6138,616.6032,598.5927,352.3574,334.3468,282.2791,322.3468
HexCer-NS(d23:1/18:2)+H,794.651,632.5981,614.5876,596.577,352.3574,334.3468,280.2635,322.3468
HexCer-NS(d23:1/19:0)+H,812.6979,650.6451,632.6345,614.624,352.3574,334.3468,298.3105,322.3468
HexCer-NS(d23:1/19:1)+H,810.6823,648.6295,630.6189,612.6083,352.3574,334.3468,296.2948,322.3468
HexCer-NS(d23:1/20:0)+H,826.7136,664.6608,646.6502,628.6396,352.3574,334.3468,312.3261,322.3468
HexCer-NS(d23:1/20:1)+H,824.6979,662.6451,644.6345,626.624,352.3574,334.3468,310.3105,322.3468
HexCer-NS(d23:1/20:2)+H,822.6823,660.6295,642.6189,624.6083,352.3574,334.3468,308.2948,322.3468
HexCer-NS(d23:1/21:0)+H,840.7292,678.6764,660.6658,642.6553,352.3574,334.3468,326.3417,322.3468
HexCer-NS(d23:1/21:1)+H,838.7136,676.6608,658.6502,640.6396,352.3574,334.3468,324.3261,322.3468
HexCer-NS(d23:1/22:0)+H,854.7449,692.6921,674.6815,656.6709,352.3574,334.3468,340.3574,322.3468
HexCer-NS(d23:1/22:1)+H,852.7292,690.6764,672.6658,654.6553,352.3574,334.3468,338.3417,322.3468
HexCer-NS(d23:1/22:2)+H,850.7136,688.6608,670.6502,652.6396,352.3574,334.3468,336.3261,322.3468
HexCer-NS(d23:1/23:0)+H,868.7606,706.7077,688.6971,670.6866,352.3574,334.3468,354.373,322.3468
HexCer-NS(d23:1/23:1)+H,866.7449,704.6921,686.6815,668.6709,352.3574,334.3468,352.3574,322.3468
HexCer-NS(d23:1/24:0)+H,882.7762,720.7234,702.7128,684.7022,352.3574,334.3468,368.3887,322.3468
HexCer-NS(d23:1/24:1)+H,880.7606,718.7077,700.6971,682.6866,352.3574,334.3468,366.373,322.3468
HexCer-NS(d23:1/24:2)+H,878.7449,716.6921,698.6815,680.6709,352.3574,334.3468,364.3574,322.3468
HexCer-NS(d23:1/25:0)+H,896.7919,734.739,716.7285,698.7179,352.3574,334.3468,382.4044,322.3468
HexCer-NS(d23:1/25:1)+H,894.7762,732.7234,714.7128,696.7022,352.3574,334.3468,380.3887,322.3468
HexCer-NS(d23:1/26:0)+H,910.8075,748.7546,730.7441,712.7335,352.3574,334.3468,396.42,322.3468
HexCer-NS(d23:1/26:1)+H,908.7919,746.739,728.7285,710.7179,352.3574,334.3468,394.4044,322.3468
HexCer-NS(d23:1/26:2)+H,906.7762,744.7234,726.7128,708.7022,352.3574,334.3468,392.3887,322.3468
HexCer-NS(d23:1/27:0)+H,924.8231,762.7703,744.7598,726.7491,352.3574,334.3468,410.4356,322.3468
HexCer-NS(d23:1/27:1)+H,922.8075,760.7546,742.7441,724.7335,352.3574,334.3468,408.42,322.3468
HexCer-NS(d23:1/28:0)+H,938.8388,776.7859,758.7754,740.7648,352.3574,334.3468,424.4513,322.3468
HexCer-NS(d23:1/28:1)+H,936.8231,774.7703,756.7598,738.7491,352.3574,334.3468,422.4356,322.3468
HexCer-NS(d23:1/28:2)+H,934.8075,772.7546,754.7441,736.7335,352.3574,334.3468,420.42,322.3468
HexCer-NS(d23:1/29:0)+H,952.8544,790.8016,772.791,754.7805,352.3574,334.3468,438.4669,322.3468
HexCer-NS(d23:1/29:1)+H,950.8388,788.7859,770.7754,752.7648,352.3574,334.3468,436.4513,322.3468
HexCer-NS(d23:1/30:0)+H,966.8701,804.8173,786.8067,768.7961,352.3574,334.3468,452.4826,322.3468
HexCer-NS(d23:1/30:1)+H,964.8544,802.8016,784.791,766.7805,352.3574,334.3468,450.4669,322.3468
HexCer-NS(d23:1/30:2)+H,962.8388,800.7859,782.7754,764.7648,352.3574,334.3468,448.4513,322.3468
HexCer-NS(d23:1/31:0)+H,980.8857,818.8329,800.8223,782.8118,352.3574,334.3468,466.4983,322.3468
HexCer-NS(d23:1/31:1)+H,978.8701,816.8173,798.8067,780.7961,352.3574,334.3468,464.4826,322.3468
HexCer-NS(d23:1/32:0)+H,994.9014,832.8486,814.838,796.8274,352.3574,334.3468,480.5139,322.3468
HexCer-NS(d23:1/32:1)+H,992.8857,830.8329,812.8223,794.8118,352.3574,334.3468,478.4983,322.3468
HexCer-NS(d23:1/32:2)+H,990.8701,828.8173,810.8067,792.7961,352.3574,334.3468,476.4826,322.3468
HexCer-NS(d23:1/33:0)+H,1008.917,846.8642,828.8536,810.8431,352.3574,334.3468,494.5295,322.3468
HexCer-NS(d23:1/33:1)+H,1006.901,844.8486,826.838,808.8274,352.3574,334.3468,492.5139,322.3468
HexCer-NS(d23:1/34:0)+H,1022.933,860.8799,842.8693,824.8587,352.3574,334.3468,508.5452,322.3468
HexCer-NS(d23:1/34:1)+H,1020.917,858.8642,840.8536,822.8431,352.3574,334.3468,506.5295,322.3468
HexCer-NS(d23:1/34:2)+H,1018.901,856.8486,838.838,820.8274,352.3574,334.3468,504.5139,322.3468
HexCer-NS(d23:1/35:0)+H,1036.948,874.8955,856.8849,838.8744,352.3574,334.3468,522.5609,322.3468
HexCer-NS(d23:1/35:1)+H,1034.933,872.8799,854.8693,836.8587,352.3574,334.3468,520.5452,322.3468
HexCer-NS(d23:1/36:0)+H,1050.964,888.9111,870.9006,852.89,352.3574,334.3468,536.5765,322.3468
HexCer-NS(d23:1/36:1)+H,1048.948,886.8955,868.8849,850.8744,352.3574,334.3468,534.5609,322.3468
HexCer-NS(d23:1/36:2)+H,1046.933,884.8799,866.8693,848.8587,352.3574,334.3468,532.5452,322.3468
HexCer-NS(d23:1/38:0)+H,1078.995,916.9424,898.9319,880.9213,352.3574,334.3468,564.6078,322.3468
HexCer-NS(d23:1/38:1)+H,1076.98,914.9268,896.9163,878.9056,352.3574,334.3468,562.5922,322.3468
HexCer-NS(d23:1/38:2)+H,1074.964,912.9111,894.9006,876.89,352.3574,334.3468,560.5765,322.3468
HexCer-NS(d23:1/40:0)+H,1107.027,944.9738,926.9632,908.9526,352.3574,334.3468,592.6391,322.3468
HexCer-NS(d23:1/40:1)+H,1105.011,942.9581,924.9475,906.937,352.3574,334.3468,590.6235,322.3468
HexCer-NS(d23:1/40:2)+H,1102.995,940.9424,922.9319,904.9213,352.3574,334.3468,588.6078,322.3468
HexCer-NS(d23:1/42:0)+H,1135.058,973.0051,954.9945,936.9839,352.3574,334.3468,620.6704,322.3468
HexCer-NS(d23:1/42:1)+H,1133.042,970.9894,952.9788,934.9683,352.3574,334.3468,618.6547,322.3468
HexCer-NS(d23:1/42:2)+H,1131.027,968.9738,950.9632,932.9526,352.3574,334.3468,616.6391,322.3468
HexCer-NS(d23:2/12:0)+H,712.5728,550.5199,532.5093,514.4988,350.3417,332.3312,200.2009,320.3312
HexCer-NS(d23:2/12:1)+H,710.5571,548.5043,530.4937,512.4831,350.3417,332.3312,198.1853,320.3312
HexCer-NS(d23:2/13:0)+H,726.5884,564.5356,546.525,528.5144,350.3417,332.3312,214.2166,320.3312
HexCer-NS(d23:2/13:1)+H,724.5728,562.5199,544.5093,526.4988,350.3417,332.3312,212.2009,320.3312
HexCer-NS(d23:2/14:0)+H,740.6041,578.5512,560.5406,542.5301,350.3417,332.3312,228.2322,320.3312
HexCer-NS(d23:2/14:1)+H,738.5884,576.5356,558.525,540.5144,350.3417,332.3312,226.2166,320.3312
HexCer-NS(d23:2/15:0)+H,754.6197,592.5668,574.5563,556.5457,350.3417,332.3312,242.2478,320.3312
HexCer-NS(d23:2/15:1)+H,752.6041,590.5512,572.5406,554.5301,350.3417,332.3312,240.2322,320.3312
HexCer-NS(d23:2/16:0)+H,768.6353,606.5825,588.572,570.5613,350.3417,332.3312,256.2635,320.3312
HexCer-NS(d23:2/16:1)+H,766.6197,604.5668,586.5563,568.5457,350.3417,332.3312,254.2478,320.3312
HexCer-NS(d23:2/16:2)+H,764.6041,602.5512,584.5406,566.5301,350.3417,332.3312,252.2322,320.3312
HexCer-NS(d23:2/17:0)+H,782.651,620.5981,602.5876,584.577,350.3417,332.3312,270.2791,320.3312
HexCer-NS(d23:2/18:0)+H,796.6666,634.6138,616.6032,598.5927,350.3417,332.3312,284.2948,320.3312
HexCer-NS(d23:2/18:1)+H,794.651,632.5981,614.5876,596.577,350.3417,332.3312,282.2791,320.3312
HexCer-NS(d23:2/18:2)+H,792.6353,630.5825,612.572,594.5613,350.3417,332.3312,280.2635,320.3312
HexCer-NS(d23:2/19:0)+H,810.6823,648.6295,630.6189,612.6083,350.3417,332.3312,298.3105,320.3312
HexCer-NS(d23:2/19:1)+H,808.6666,646.6138,628.6032,610.5927,350.3417,332.3312,296.2948,320.3312
HexCer-NS(d23:2/20:0)+H,824.6979,662.6451,644.6345,626.624,350.3417,332.3312,312.3261,320.3312
HexCer-NS(d23:2/20:1)+H,822.6823,660.6295,642.6189,624.6083,350.3417,332.3312,310.3105,320.3312
HexCer-NS(d23:2/20:2)+H,820.6666,658.6138,640.6032,622.5927,350.3417,332.3312,308.2948,320.3312
HexCer-NS(d23:2/21:0)+H,838.7136,676.6608,658.6502,640.6396,350.3417,332.3312,326.3417,320.3312
HexCer-NS(d23:2/21:1)+H,836.6979,674.6451,656.6345,638.624,350.3417,332.3312,324.3261,320.3312
HexCer-NS(d23:2/22:0)+H,852.7292,690.6764,672.6658,654.6553,350.3417,332.3312,340.3574,320.3312
HexCer-NS(d23:2/22:1)+H,850.7136,688.6608,670.6502,652.6396,350.3417,332.3312,338.3417,320.3312
HexCer-NS(d23:2/22:2)+H,848.6979,686.6451,668.6345,650.624,350.3417,332.3312,336.3261,320.3312
HexCer-NS(d23:2/23:0)+H,866.7449,704.6921,686.6815,668.6709,350.3417,332.3312,354.373,320.3312
HexCer-NS(d23:2/23:1)+H,864.7292,702.6764,684.6658,666.6553,350.3417,332.3312,352.3574,320.3312
HexCer-NS(d23:2/24:0)+H,880.7606,718.7077,700.6971,682.6866,350.3417,332.3312,368.3887,320.3312
HexCer-NS(d23:2/24:1)+H,878.7449,716.6921,698.6815,680.6709,350.3417,332.3312,366.373,320.3312
HexCer-NS(d23:2/24:2)+H,876.7292,714.6764,696.6658,678.6553,350.3417,332.3312,364.3574,320.3312
HexCer-NS(d23:2/25:0)+H,894.7762,732.7234,714.7128,696.7022,350.3417,332.3312,382.4044,320.3312
HexCer-NS(d23:2/25:1)+H,892.7606,730.7077,712.6971,694.6866,350.3417,332.3312,380.3887,320.3312
HexCer-NS(d23:2/26:0)+H,908.7919,746.739,728.7285,710.7179,350.3417,332.3312,396.42,320.3312
HexCer-NS(d23:2/26:1)+H,906.7762,744.7234,726.7128,708.7022,350.3417,332.3312,394.4044,320.3312
HexCer-NS(d23:2/26:2)+H,904.7606,742.7077,724.6971,706.6866,350.3417,332.3312,392.3887,320.3312
HexCer-NS(d23:2/27:0)+H,922.8075,760.7546,742.7441,724.7335,350.3417,332.3312,410.4356,320.3312
HexCer-NS(d23:2/27:1)+H,920.7919,758.739,740.7285,722.7179,350.3417,332.3312,408.42,320.3312
HexCer-NS(d23:2/28:0)+H,936.8231,774.7703,756.7598,738.7491,350.3417,332.3312,424.4513,320.3312
HexCer-NS(d23:2/28:1)+H,934.8075,772.7546,754.7441,736.7335,350.3417,332.3312,422.4356,320.3312
HexCer-NS(d23:2/28:2)+H,932.7919,770.739,752.7285,734.7179,350.3417,332.3312,420.42,320.3312
HexCer-NS(d23:2/29:0)+H,950.8388,788.7859,770.7754,752.7648,350.3417,332.3312,438.4669,320.3312
HexCer-NS(d23:2/29:1)+H,948.8231,786.7703,768.7598,750.7491,350.3417,332.3312,436.4513,320.3312
HexCer-NS(d23:2/30:0)+H,964.8544,802.8016,784.791,766.7805,350.3417,332.3312,452.4826,320.3312
HexCer-NS(d23:2/30:1)+H,962.8388,800.7859,782.7754,764.7648,350.3417,332.3312,450.4669,320.3312
HexCer-NS(d23:2/30:2)+H,960.8231,798.7703,780.7598,762.7491,350.3417,332.3312,448.4513,320.3312
HexCer-NS(d23:2/31:0)+H,978.8701,816.8173,798.8067,780.7961,350.3417,332.3312,466.4983,320.3312
HexCer-NS(d23:2/31:1)+H,976.8544,814.8016,796.791,778.7805,350.3417,332.3312,464.4826,320.3312
HexCer-NS(d23:2/32:0)+H,992.8857,830.8329,812.8223,794.8118,350.3417,332.3312,480.5139,320.3312
HexCer-NS(d23:2/32:1)+H,990.8701,828.8173,810.8067,792.7961,350.3417,332.3312,478.4983,320.3312
HexCer-NS(d23:2/32:2)+H,988.8544,826.8016,808.791,790.7805,350.3417,332.3312,476.4826,320.3312
HexCer-NS(d23:2/33:0)+H,1006.901,844.8486,826.838,808.8274,350.3417,332.3312,494.5295,320.3312
HexCer-NS(d23:2/33:1)+H,1004.886,842.8329,824.8223,806.8118,350.3417,332.3312,492.5139,320.3312
HexCer-NS(d23:2/34:0)+H,1020.917,858.8642,840.8536,822.8431,350.3417,332.3312,508.5452,320.3312
HexCer-NS(d23:2/34:1)+H,1018.901,856.8486,838.838,820.8274,350.3417,332.3312,506.5295,320.3312
HexCer-NS(d23:2/34:2)+H,1016.886,854.8329,836.8223,818.8118,350.3417,332.3312,504.5139,320.3312
HexCer-NS(d23:2/35:0)+H,1034.933,872.8799,854.8693,836.8587,350.3417,332.3312,522.5609,320.3312
HexCer-NS(d23:2/35:1)+H,1032.917,870.8642,852.8536,834.8431,350.3417,332.3312,520.5452,320.3312
HexCer-NS(d23:2/36:0)+H,1048.948,886.8955,868.8849,850.8744,350.3417,332.3312,536.5765,320.3312
HexCer-NS(d23:2/36:1)+H,1046.933,884.8799,866.8693,848.8587,350.3417,332.3312,534.5609,320.3312
HexCer-NS(d23:2/36:2)+H,1044.917,882.8642,864.8536,846.8431,350.3417,332.3312,532.5452,320.3312
HexCer-NS(d23:2/38:0)+H,1076.98,914.9268,896.9163,878.9056,350.3417,332.3312,564.6078,320.3312
HexCer-NS(d23:2/38:1)+H,1074.964,912.9111,894.9006,876.89,350.3417,332.3312,562.5922,320.3312
HexCer-NS(d23:2/38:2)+H,1072.948,910.8955,892.8849,874.8744,350.3417,332.3312,560.5765,320.3312
HexCer-NS(d23:2/40:0)+H,1105.011,942.9581,924.9475,906.937,350.3417,332.3312,592.6391,320.3312
HexCer-NS(d23:2/40:1)+H,1102.995,940.9424,922.9319,904.9213,350.3417,332.3312,590.6235,320.3312
HexCer-NS(d23:2/40:2)+H,1100.98,938.9268,920.9163,902.9056,350.3417,332.3312,588.6078,320.3312
HexCer-NS(d23:2/42:0)+H,1133.042,970.9894,952.9788,934.9683,350.3417,332.3312,620.6704,320.3312
HexCer-NS(d23:2/42:1)+H,1131.027,968.9738,950.9632,932.9526,350.3417,332.3312,618.6547,320.3312
HexCer-NS(d23:2/42:2)+H,1129.011,966.9581,948.9475,930.937,350.3417,332.3312,616.6391,320.3312
HexCer-NS(d23:3/12:0)+H,710.5571,548.5043,530.4937,512.4831,348.3261,330.3155,200.2009,318.3155
HexCer-NS(d23:3/12:1)+H,708.5414,546.4886,528.478,510.4675,348.3261,330.3155,198.1853,318.3155
HexCer-NS(d23:3/13:0)+H,724.5728,562.5199,544.5093,526.4988,348.3261,330.3155,214.2166,318.3155
HexCer-NS(d23:3/13:1)+H,722.5571,560.5043,542.4937,524.4831,348.3261,330.3155,212.2009,318.3155
HexCer-NS(d23:3/14:0)+H,738.5884,576.5356,558.525,540.5144,348.3261,330.3155,228.2322,318.3155
HexCer-NS(d23:3/14:1)+H,736.5728,574.5199,556.5093,538.4988,348.3261,330.3155,226.2166,318.3155
HexCer-NS(d23:3/15:0)+H,752.6041,590.5512,572.5406,554.5301,348.3261,330.3155,242.2478,318.3155
HexCer-NS(d23:3/15:1)+H,750.5884,588.5356,570.525,552.5144,348.3261,330.3155,240.2322,318.3155
HexCer-NS(d23:3/16:0)+H,766.6197,604.5668,586.5563,568.5457,348.3261,330.3155,256.2635,318.3155
HexCer-NS(d23:3/16:1)+H,764.6041,602.5512,584.5406,566.5301,348.3261,330.3155,254.2478,318.3155
HexCer-NS(d23:3/16:2)+H,762.5884,600.5356,582.525,564.5144,348.3261,330.3155,252.2322,318.3155
HexCer-NS(d23:3/17:0)+H,780.6353,618.5825,600.572,582.5613,348.3261,330.3155,270.2791,318.3155
HexCer-NS(d23:3/18:0)+H,794.651,632.5981,614.5876,596.577,348.3261,330.3155,284.2948,318.3155
HexCer-NS(d23:3/18:1)+H,792.6353,630.5825,612.572,594.5613,348.3261,330.3155,282.2791,318.3155
HexCer-NS(d23:3/18:2)+H,790.6197,628.5668,610.5563,592.5457,348.3261,330.3155,280.2635,318.3155
HexCer-NS(d23:3/19:0)+H,808.6666,646.6138,628.6032,610.5927,348.3261,330.3155,298.3105,318.3155
HexCer-NS(d23:3/19:1)+H,806.651,644.5981,626.5876,608.577,348.3261,330.3155,296.2948,318.3155
HexCer-NS(d23:3/20:0)+H,822.6823,660.6295,642.6189,624.6083,348.3261,330.3155,312.3261,318.3155
HexCer-NS(d23:3/20:1)+H,820.6666,658.6138,640.6032,622.5927,348.3261,330.3155,310.3105,318.3155
HexCer-NS(d23:3/20:2)+H,818.651,656.5981,638.5876,620.577,348.3261,330.3155,308.2948,318.3155
HexCer-NS(d23:3/21:0)+H,836.6979,674.6451,656.6345,638.624,348.3261,330.3155,326.3417,318.3155
HexCer-NS(d23:3/21:1)+H,834.6823,672.6295,654.6189,636.6083,348.3261,330.3155,324.3261,318.3155
HexCer-NS(d23:3/22:0)+H,850.7136,688.6608,670.6502,652.6396,348.3261,330.3155,340.3574,318.3155
HexCer-NS(d23:3/22:1)+H,848.6979,686.6451,668.6345,650.624,348.3261,330.3155,338.3417,318.3155
HexCer-NS(d23:3/22:2)+H,846.6823,684.6295,666.6189,648.6083,348.3261,330.3155,336.3261,318.3155
HexCer-NS(d23:3/23:0)+H,864.7292,702.6764,684.6658,666.6553,348.3261,330.3155,354.373,318.3155
HexCer-NS(d23:3/23:1)+H,862.7136,700.6608,682.6502,664.6396,348.3261,330.3155,352.3574,318.3155
HexCer-NS(d23:3/24:0)+H,878.7449,716.6921,698.6815,680.6709,348.3261,330.3155,368.3887,318.3155
HexCer-NS(d23:3/24:1)+H,876.7292,714.6764,696.6658,678.6553,348.3261,330.3155,366.373,318.3155
HexCer-NS(d23:3/24:2)+H,874.7136,712.6608,694.6502,676.6396,348.3261,330.3155,364.3574,318.3155
HexCer-NS(d23:3/25:0)+H,892.7606,730.7077,712.6971,694.6866,348.3261,330.3155,382.4044,318.3155
HexCer-NS(d23:3/25:1)+H,890.7449,728.6921,710.6815,692.6709,348.3261,330.3155,380.3887,318.3155
HexCer-NS(d23:3/26:0)+H,906.7762,744.7234,726.7128,708.7022,348.3261,330.3155,396.42,318.3155
HexCer-NS(d23:3/26:1)+H,904.7606,742.7077,724.6971,706.6866,348.3261,330.3155,394.4044,318.3155
HexCer-NS(d23:3/26:2)+H,902.7449,740.6921,722.6815,704.6709,348.3261,330.3155,392.3887,318.3155
HexCer-NS(d23:3/27:0)+H,920.7919,758.739,740.7285,722.7179,348.3261,330.3155,410.4356,318.3155
HexCer-NS(d23:3/27:1)+H,918.7762,756.7234,738.7128,720.7022,348.3261,330.3155,408.42,318.3155
HexCer-NS(d23:3/28:0)+H,934.8075,772.7546,754.7441,736.7335,348.3261,330.3155,424.4513,318.3155
HexCer-NS(d23:3/28:1)+H,932.7919,770.739,752.7285,734.7179,348.3261,330.3155,422.4356,318.3155
HexCer-NS(d23:3/28:2)+H,930.7762,768.7234,750.7128,732.7022,348.3261,330.3155,420.42,318.3155
HexCer-NS(d23:3/29:0)+H,948.8231,786.7703,768.7598,750.7491,348.3261,330.3155,438.4669,318.3155
HexCer-NS(d23:3/29:1)+H,946.8075,784.7546,766.7441,748.7335,348.3261,330.3155,436.4513,318.3155
HexCer-NS(d23:3/30:0)+H,962.8388,800.7859,782.7754,764.7648,348.3261,330.3155,452.4826,318.3155
HexCer-NS(d23:3/30:1)+H,960.8231,798.7703,780.7598,762.7491,348.3261,330.3155,450.4669,318.3155
HexCer-NS(d23:3/30:2)+H,958.8075,796.7546,778.7441,760.7335,348.3261,330.3155,448.4513,318.3155
HexCer-NS(d23:3/31:0)+H,976.8544,814.8016,796.791,778.7805,348.3261,330.3155,466.4983,318.3155
HexCer-NS(d23:3/31:1)+H,974.8388,812.7859,794.7754,776.7648,348.3261,330.3155,464.4826,318.3155
HexCer-NS(d23:3/32:0)+H,990.8701,828.8173,810.8067,792.7961,348.3261,330.3155,480.5139,318.3155
HexCer-NS(d23:3/32:1)+H,988.8544,826.8016,808.791,790.7805,348.3261,330.3155,478.4983,318.3155
HexCer-NS(d23:3/32:2)+H,986.8388,824.7859,806.7754,788.7648,348.3261,330.3155,476.4826,318.3155
HexCer-NS(d23:3/33:0)+H,1004.886,842.8329,824.8223,806.8118,348.3261,330.3155,494.5295,318.3155
HexCer-NS(d23:3/33:1)+H,1002.87,840.8173,822.8067,804.7961,348.3261,330.3155,492.5139,318.3155
HexCer-NS(d23:3/34:0)+H,1018.901,856.8486,838.838,820.8274,348.3261,330.3155,508.5452,318.3155
HexCer-NS(d23:3/34:1)+H,1016.886,854.8329,836.8223,818.8118,348.3261,330.3155,506.5295,318.3155
HexCer-NS(d23:3/34:2)+H,1014.87,852.8173,834.8067,816.7961,348.3261,330.3155,504.5139,318.3155
HexCer-NS(d23:3/35:0)+H,1032.917,870.8642,852.8536,834.8431,348.3261,330.3155,522.5609,318.3155
HexCer-NS(d23:3/35:1)+H,1030.901,868.8486,850.838,832.8274,348.3261,330.3155,520.5452,318.3155
HexCer-NS(d23:3/36:0)+H,1046.933,884.8799,866.8693,848.8587,348.3261,330.3155,536.5765,318.3155
HexCer-NS(d23:3/36:1)+H,1044.917,882.8642,864.8536,846.8431,348.3261,330.3155,534.5609,318.3155
HexCer-NS(d23:3/36:2)+H,1042.901,880.8486,862.838,844.8274,348.3261,330.3155,532.5452,318.3155
HexCer-NS(d23:3/38:0)+H,1074.964,912.9111,894.9006,876.89,348.3261,330.3155,564.6078,318.3155
HexCer-NS(d23:3/38:1)+H,1072.948,910.8955,892.8849,874.8744,348.3261,330.3155,562.5922,318.3155
HexCer-NS(d23:3/38:2)+H,1070.933,908.8799,890.8693,872.8587,348.3261,330.3155,560.5765,318.3155
HexCer-NS(d23:3/40:0)+H,1102.995,940.9424,922.9319,904.9213,348.3261,330.3155,592.6391,318.3155
HexCer-NS(d23:3/40:1)+H,1100.98,938.9268,920.9163,902.9056,348.3261,330.3155,590.6235,318.3155
HexCer-NS(d23:3/40:2)+H,1098.964,936.9111,918.9006,900.89,348.3261,330.3155,588.6078,318.3155
HexCer-NS(d23:3/42:0)+H,1131.027,968.9738,950.9632,932.9526,348.3261,330.3155,620.6704,318.3155
HexCer-NS(d23:3/42:1)+H,1129.011,966.9581,948.9475,930.937,348.3261,330.3155,618.6547,318.3155
HexCer-NS(d23:3/42:2)+H,1126.995,964.9424,946.9319,928.9213,348.3261,330.3155,616.6391,318.3155
HexCer-NS(d24:1/12:0)+H,728.6041,566.5512,548.5406,530.5301,366.373,348.3625,200.2009,336.3625
HexCer-NS(d24:1/12:1)+H,726.5884,564.5356,546.525,528.5144,366.373,348.3625,198.1853,336.3625
HexCer-NS(d24:1/13:0)+H,742.6197,580.5668,562.5563,544.5457,366.373,348.3625,214.2166,336.3625
HexCer-NS(d24:1/13:1)+H,740.6041,578.5512,560.5406,542.5301,366.373,348.3625,212.2009,336.3625
HexCer-NS(d24:1/14:0)+H,756.6353,594.5825,576.572,558.5613,366.373,348.3625,228.2322,336.3625
HexCer-NS(d24:1/14:1)+H,754.6197,592.5668,574.5563,556.5457,366.373,348.3625,226.2166,336.3625
HexCer-NS(d24:1/15:0)+H,770.651,608.5981,590.5876,572.577,366.373,348.3625,242.2478,336.3625
HexCer-NS(d24:1/15:1)+H,768.6353,606.5825,588.572,570.5613,366.373,348.3625,240.2322,336.3625
HexCer-NS(d24:1/16:0)+H,784.6666,622.6138,604.6032,586.5927,366.373,348.3625,256.2635,336.3625
HexCer-NS(d24:1/16:1)+H,782.651,620.5981,602.5876,584.577,366.373,348.3625,254.2478,336.3625
HexCer-NS(d24:1/16:2)+H,780.6353,618.5825,600.572,582.5613,366.373,348.3625,252.2322,336.3625
HexCer-NS(d24:1/17:0)+H,798.6823,636.6295,618.6189,600.6083,366.373,348.3625,270.2791,336.3625
