HexCer-NS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NS(d24:1/18:0)+H,812.6979,650.6451,632.6345,614.624,366.373,348.3625,284.2948,336.3625
HexCer-NS(d24:1/18:1)+H,810.6823,648.6295,630.6189,612.6083,366.373,348.3625,282.2791,336.3625
HexCer-NS(d24:1/18:2)+H,808.6666,646.6138,628.6032,610.5927,366.373,348.3625,280.2635,336.3625
HexCer-NS(d24:1/19:0)+H,826.7136,664.6608,646.6502,628.6396,366.373,348.3625,298.3105,336.3625
HexCer-NS(d24:1/19:1)+H,824.6979,662.6451,644.6345,626.624,366.373,348.3625,296.2948,336.3625
HexCer-NS(d24:1/20:0)+H,840.7292,678.6764,660.6658,642.6553,366.373,348.3625,312.3261,336.3625
HexCer-NS(d24:1/20:1)+H,838.7136,676.6608,658.6502,640.6396,366.373,348.3625,310.3105,336.3625
HexCer-NS(d24:1/20:2)+H,836.6979,674.6451,656.6345,638.624,366.373,348.3625,308.2948,336.3625
HexCer-NS(d24:1/21:0)+H,854.7449,692.6921,674.6815,656.6709,366.373,348.3625,326.3417,336.3625
HexCer-NS(d24:1/21:1)+H,852.7292,690.6764,672.6658,654.6553,366.373,348.3625,324.3261,336.3625
HexCer-NS(d24:1/22:0)+H,868.7606,706.7077,688.6971,670.6866,366.373,348.3625,340.3574,336.3625
HexCer-NS(d24:1/22:1)+H,866.7449,704.6921,686.6815,668.6709,366.373,348.3625,338.3417,336.3625
HexCer-NS(d24:1/22:2)+H,864.7292,702.6764,684.6658,666.6553,366.373,348.3625,336.3261,336.3625
HexCer-NS(d24:1/23:0)+H,882.7762,720.7234,702.7128,684.7022,366.373,348.3625,354.373,336.3625
HexCer-NS(d24:1/23:1)+H,880.7606,718.7077,700.6971,682.6866,366.373,348.3625,352.3574,336.3625
HexCer-NS(d24:1/24:0)+H,896.7919,734.739,716.7285,698.7179,366.373,348.3625,368.3887,336.3625
HexCer-NS(d24:1/24:1)+H,894.7762,732.7234,714.7128,696.7022,366.373,348.3625,366.373,336.3625
HexCer-NS(d24:1/24:2)+H,892.7606,730.7077,712.6971,694.6866,366.373,348.3625,364.3574,336.3625
HexCer-NS(d24:1/25:0)+H,910.8075,748.7546,730.7441,712.7335,366.373,348.3625,382.4044,336.3625
HexCer-NS(d24:1/25:1)+H,908.7919,746.739,728.7285,710.7179,366.373,348.3625,380.3887,336.3625
HexCer-NS(d24:1/26:0)+H,924.8231,762.7703,744.7598,726.7491,366.373,348.3625,396.42,336.3625
HexCer-NS(d24:1/26:1)+H,922.8075,760.7546,742.7441,724.7335,366.373,348.3625,394.4044,336.3625
HexCer-NS(d24:1/26:2)+H,920.7919,758.739,740.7285,722.7179,366.373,348.3625,392.3887,336.3625
HexCer-NS(d24:1/27:0)+H,938.8388,776.7859,758.7754,740.7648,366.373,348.3625,410.4356,336.3625
HexCer-NS(d24:1/27:1)+H,936.8231,774.7703,756.7598,738.7491,366.373,348.3625,408.42,336.3625
HexCer-NS(d24:1/28:0)+H,952.8544,790.8016,772.791,754.7805,366.373,348.3625,424.4513,336.3625
HexCer-NS(d24:1/28:1)+H,950.8388,788.7859,770.7754,752.7648,366.373,348.3625,422.4356,336.3625
HexCer-NS(d24:1/28:2)+H,948.8231,786.7703,768.7598,750.7491,366.373,348.3625,420.42,336.3625
HexCer-NS(d24:1/29:0)+H,966.8701,804.8173,786.8067,768.7961,366.373,348.3625,438.4669,336.3625
HexCer-NS(d24:1/29:1)+H,964.8544,802.8016,784.791,766.7805,366.373,348.3625,436.4513,336.3625
HexCer-NS(d24:1/30:0)+H,980.8857,818.8329,800.8223,782.8118,366.373,348.3625,452.4826,336.3625
HexCer-NS(d24:1/30:1)+H,978.8701,816.8173,798.8067,780.7961,366.373,348.3625,450.4669,336.3625
HexCer-NS(d24:1/30:2)+H,976.8544,814.8016,796.791,778.7805,366.373,348.3625,448.4513,336.3625
HexCer-NS(d24:1/31:0)+H,994.9014,832.8486,814.838,796.8274,366.373,348.3625,466.4983,336.3625
HexCer-NS(d24:1/31:1)+H,992.8857,830.8329,812.8223,794.8118,366.373,348.3625,464.4826,336.3625
HexCer-NS(d24:1/32:0)+H,1008.917,846.8642,828.8536,810.8431,366.373,348.3625,480.5139,336.3625
HexCer-NS(d24:1/32:1)+H,1006.901,844.8486,826.838,808.8274,366.373,348.3625,478.4983,336.3625
HexCer-NS(d24:1/32:2)+H,1004.886,842.8329,824.8223,806.8118,366.373,348.3625,476.4826,336.3625
HexCer-NS(d24:1/33:0)+H,1022.933,860.8799,842.8693,824.8587,366.373,348.3625,494.5295,336.3625
HexCer-NS(d24:1/33:1)+H,1020.917,858.8642,840.8536,822.8431,366.373,348.3625,492.5139,336.3625
HexCer-NS(d24:1/34:0)+H,1036.948,874.8955,856.8849,838.8744,366.373,348.3625,508.5452,336.3625
HexCer-NS(d24:1/34:1)+H,1034.933,872.8799,854.8693,836.8587,366.373,348.3625,506.5295,336.3625
HexCer-NS(d24:1/34:2)+H,1032.917,870.8642,852.8536,834.8431,366.373,348.3625,504.5139,336.3625
HexCer-NS(d24:1/35:0)+H,1050.964,888.9111,870.9006,852.89,366.373,348.3625,522.5609,336.3625
HexCer-NS(d24:1/35:1)+H,1048.948,886.8955,868.8849,850.8744,366.373,348.3625,520.5452,336.3625
HexCer-NS(d24:1/36:0)+H,1064.98,902.9268,884.9163,866.9056,366.373,348.3625,536.5765,336.3625
HexCer-NS(d24:1/36:1)+H,1062.964,900.9111,882.9006,864.89,366.373,348.3625,534.5609,336.3625
HexCer-NS(d24:1/36:2)+H,1060.948,898.8955,880.8849,862.8744,366.373,348.3625,532.5452,336.3625
HexCer-NS(d24:1/38:0)+H,1093.011,930.9581,912.9475,894.937,366.373,348.3625,564.6078,336.3625
HexCer-NS(d24:1/38:1)+H,1090.995,928.9424,910.9319,892.9213,366.373,348.3625,562.5922,336.3625
HexCer-NS(d24:1/38:2)+H,1088.98,926.9268,908.9163,890.9056,366.373,348.3625,560.5765,336.3625
HexCer-NS(d24:1/40:0)+H,1121.042,958.9894,940.9788,922.9683,366.373,348.3625,592.6391,336.3625
HexCer-NS(d24:1/40:1)+H,1119.027,956.9738,938.9632,920.9526,366.373,348.3625,590.6235,336.3625
HexCer-NS(d24:1/40:2)+H,1117.011,954.9581,936.9475,918.937,366.373,348.3625,588.6078,336.3625
HexCer-NS(d24:1/42:0)+H,1149.073,987.0207,969.0101,950.9996,366.373,348.3625,620.6704,336.3625
HexCer-NS(d24:1/42:1)+H,1147.058,985.0051,966.9945,948.9839,366.373,348.3625,618.6547,336.3625
HexCer-NS(d24:1/42:2)+H,1145.042,982.9894,964.9788,946.9683,366.373,348.3625,616.6391,336.3625
HexCer-NS(d24:2/12:0)+H,726.5884,564.5356,546.525,528.5144,364.3574,346.3468,200.2009,334.3468
HexCer-NS(d24:2/12:1)+H,724.5728,562.5199,544.5093,526.4988,364.3574,346.3468,198.1853,334.3468
HexCer-NS(d24:2/13:0)+H,740.6041,578.5512,560.5406,542.5301,364.3574,346.3468,214.2166,334.3468
HexCer-NS(d24:2/13:1)+H,738.5884,576.5356,558.525,540.5144,364.3574,346.3468,212.2009,334.3468
HexCer-NS(d24:2/14:0)+H,754.6197,592.5668,574.5563,556.5457,364.3574,346.3468,228.2322,334.3468
HexCer-NS(d24:2/14:1)+H,752.6041,590.5512,572.5406,554.5301,364.3574,346.3468,226.2166,334.3468
HexCer-NS(d24:2/15:0)+H,768.6353,606.5825,588.572,570.5613,364.3574,346.3468,242.2478,334.3468
HexCer-NS(d24:2/15:1)+H,766.6197,604.5668,586.5563,568.5457,364.3574,346.3468,240.2322,334.3468
HexCer-NS(d24:2/16:0)+H,782.651,620.5981,602.5876,584.577,364.3574,346.3468,256.2635,334.3468
HexCer-NS(d24:2/16:1)+H,780.6353,618.5825,600.572,582.5613,364.3574,346.3468,254.2478,334.3468
HexCer-NS(d24:2/16:2)+H,778.6197,616.5668,598.5563,580.5457,364.3574,346.3468,252.2322,334.3468
HexCer-NS(d24:2/17:0)+H,796.6666,634.6138,616.6032,598.5927,364.3574,346.3468,270.2791,334.3468
HexCer-NS(d24:2/18:0)+H,810.6823,648.6295,630.6189,612.6083,364.3574,346.3468,284.2948,334.3468
HexCer-NS(d24:2/18:1)+H,808.6666,646.6138,628.6032,610.5927,364.3574,346.3468,282.2791,334.3468
HexCer-NS(d24:2/18:2)+H,806.651,644.5981,626.5876,608.577,364.3574,346.3468,280.2635,334.3468
HexCer-NS(d24:2/19:0)+H,824.6979,662.6451,644.6345,626.624,364.3574,346.3468,298.3105,334.3468
HexCer-NS(d24:2/19:1)+H,822.6823,660.6295,642.6189,624.6083,364.3574,346.3468,296.2948,334.3468
HexCer-NS(d24:2/20:0)+H,838.7136,676.6608,658.6502,640.6396,364.3574,346.3468,312.3261,334.3468
HexCer-NS(d24:2/20:1)+H,836.6979,674.6451,656.6345,638.624,364.3574,346.3468,310.3105,334.3468
HexCer-NS(d24:2/20:2)+H,834.6823,672.6295,654.6189,636.6083,364.3574,346.3468,308.2948,334.3468
HexCer-NS(d24:2/21:0)+H,852.7292,690.6764,672.6658,654.6553,364.3574,346.3468,326.3417,334.3468
HexCer-NS(d24:2/21:1)+H,850.7136,688.6608,670.6502,652.6396,364.3574,346.3468,324.3261,334.3468
HexCer-NS(d24:2/22:0)+H,866.7449,704.6921,686.6815,668.6709,364.3574,346.3468,340.3574,334.3468
HexCer-NS(d24:2/22:1)+H,864.7292,702.6764,684.6658,666.6553,364.3574,346.3468,338.3417,334.3468
HexCer-NS(d24:2/22:2)+H,862.7136,700.6608,682.6502,664.6396,364.3574,346.3468,336.3261,334.3468
HexCer-NS(d24:2/23:0)+H,880.7606,718.7077,700.6971,682.6866,364.3574,346.3468,354.373,334.3468
HexCer-NS(d24:2/23:1)+H,878.7449,716.6921,698.6815,680.6709,364.3574,346.3468,352.3574,334.3468
HexCer-NS(d24:2/24:0)+H,894.7762,732.7234,714.7128,696.7022,364.3574,346.3468,368.3887,334.3468
HexCer-NS(d24:2/24:1)+H,892.7606,730.7077,712.6971,694.6866,364.3574,346.3468,366.373,334.3468
HexCer-NS(d24:2/24:2)+H,890.7449,728.6921,710.6815,692.6709,364.3574,346.3468,364.3574,334.3468
HexCer-NS(d24:2/25:0)+H,908.7919,746.739,728.7285,710.7179,364.3574,346.3468,382.4044,334.3468
HexCer-NS(d24:2/25:1)+H,906.7762,744.7234,726.7128,708.7022,364.3574,346.3468,380.3887,334.3468
HexCer-NS(d24:2/26:0)+H,922.8075,760.7546,742.7441,724.7335,364.3574,346.3468,396.42,334.3468
HexCer-NS(d24:2/26:1)+H,920.7919,758.739,740.7285,722.7179,364.3574,346.3468,394.4044,334.3468
HexCer-NS(d24:2/26:2)+H,918.7762,756.7234,738.7128,720.7022,364.3574,346.3468,392.3887,334.3468
HexCer-NS(d24:2/27:0)+H,936.8231,774.7703,756.7598,738.7491,364.3574,346.3468,410.4356,334.3468
HexCer-NS(d24:2/27:1)+H,934.8075,772.7546,754.7441,736.7335,364.3574,346.3468,408.42,334.3468
HexCer-NS(d24:2/28:0)+H,950.8388,788.7859,770.7754,752.7648,364.3574,346.3468,424.4513,334.3468
HexCer-NS(d24:2/28:1)+H,948.8231,786.7703,768.7598,750.7491,364.3574,346.3468,422.4356,334.3468
HexCer-NS(d24:2/28:2)+H,946.8075,784.7546,766.7441,748.7335,364.3574,346.3468,420.42,334.3468
HexCer-NS(d24:2/29:0)+H,964.8544,802.8016,784.791,766.7805,364.3574,346.3468,438.4669,334.3468
HexCer-NS(d24:2/29:1)+H,962.8388,800.7859,782.7754,764.7648,364.3574,346.3468,436.4513,334.3468
HexCer-NS(d24:2/30:0)+H,978.8701,816.8173,798.8067,780.7961,364.3574,346.3468,452.4826,334.3468
HexCer-NS(d24:2/30:1)+H,976.8544,814.8016,796.791,778.7805,364.3574,346.3468,450.4669,334.3468
HexCer-NS(d24:2/30:2)+H,974.8388,812.7859,794.7754,776.7648,364.3574,346.3468,448.4513,334.3468
HexCer-NS(d24:2/31:0)+H,992.8857,830.8329,812.8223,794.8118,364.3574,346.3468,466.4983,334.3468
HexCer-NS(d24:2/31:1)+H,990.8701,828.8173,810.8067,792.7961,364.3574,346.3468,464.4826,334.3468
HexCer-NS(d24:2/32:0)+H,1006.901,844.8486,826.838,808.8274,364.3574,346.3468,480.5139,334.3468
HexCer-NS(d24:2/32:1)+H,1004.886,842.8329,824.8223,806.8118,364.3574,346.3468,478.4983,334.3468
HexCer-NS(d24:2/32:2)+H,1002.87,840.8173,822.8067,804.7961,364.3574,346.3468,476.4826,334.3468
HexCer-NS(d24:2/33:0)+H,1020.917,858.8642,840.8536,822.8431,364.3574,346.3468,494.5295,334.3468
HexCer-NS(d24:2/33:1)+H,1018.901,856.8486,838.838,820.8274,364.3574,346.3468,492.5139,334.3468
HexCer-NS(d24:2/34:0)+H,1034.933,872.8799,854.8693,836.8587,364.3574,346.3468,508.5452,334.3468
HexCer-NS(d24:2/34:1)+H,1032.917,870.8642,852.8536,834.8431,364.3574,346.3468,506.5295,334.3468
HexCer-NS(d24:2/34:2)+H,1030.901,868.8486,850.838,832.8274,364.3574,346.3468,504.5139,334.3468
HexCer-NS(d24:2/35:0)+H,1048.948,886.8955,868.8849,850.8744,364.3574,346.3468,522.5609,334.3468
HexCer-NS(d24:2/35:1)+H,1046.933,884.8799,866.8693,848.8587,364.3574,346.3468,520.5452,334.3468
HexCer-NS(d24:2/36:0)+H,1062.964,900.9111,882.9006,864.89,364.3574,346.3468,536.5765,334.3468
HexCer-NS(d24:2/36:1)+H,1060.948,898.8955,880.8849,862.8744,364.3574,346.3468,534.5609,334.3468
HexCer-NS(d24:2/36:2)+H,1058.933,896.8799,878.8693,860.8587,364.3574,346.3468,532.5452,334.3468
HexCer-NS(d24:2/38:0)+H,1090.995,928.9424,910.9319,892.9213,364.3574,346.3468,564.6078,334.3468
HexCer-NS(d24:2/38:1)+H,1088.98,926.9268,908.9163,890.9056,364.3574,346.3468,562.5922,334.3468
HexCer-NS(d24:2/38:2)+H,1086.964,924.9111,906.9006,888.89,364.3574,346.3468,560.5765,334.3468
HexCer-NS(d24:2/40:0)+H,1119.027,956.9738,938.9632,920.9526,364.3574,346.3468,592.6391,334.3468
HexCer-NS(d24:2/40:1)+H,1117.011,954.9581,936.9475,918.937,364.3574,346.3468,590.6235,334.3468
HexCer-NS(d24:2/40:2)+H,1114.995,952.9424,934.9319,916.9213,364.3574,346.3468,588.6078,334.3468
HexCer-NS(d24:2/42:0)+H,1147.058,985.0051,966.9945,948.9839,364.3574,346.3468,620.6704,334.3468
HexCer-NS(d24:2/42:1)+H,1145.042,982.9894,964.9788,946.9683,364.3574,346.3468,618.6547,334.3468
HexCer-NS(d24:2/42:2)+H,1143.027,980.9738,962.9632,944.9526,364.3574,346.3468,616.6391,334.3468
HexCer-NS(d24:3/12:0)+H,724.5728,562.5199,544.5093,526.4988,362.3417,344.3312,200.2009,332.3312
HexCer-NS(d24:3/12:1)+H,722.5571,560.5043,542.4937,524.4831,362.3417,344.3312,198.1853,332.3312
HexCer-NS(d24:3/13:0)+H,738.5884,576.5356,558.525,540.5144,362.3417,344.3312,214.2166,332.3312
HexCer-NS(d24:3/13:1)+H,736.5728,574.5199,556.5093,538.4988,362.3417,344.3312,212.2009,332.3312
HexCer-NS(d24:3/14:0)+H,752.6041,590.5512,572.5406,554.5301,362.3417,344.3312,228.2322,332.3312
HexCer-NS(d24:3/14:1)+H,750.5884,588.5356,570.525,552.5144,362.3417,344.3312,226.2166,332.3312
HexCer-NS(d24:3/15:0)+H,766.6197,604.5668,586.5563,568.5457,362.3417,344.3312,242.2478,332.3312
HexCer-NS(d24:3/15:1)+H,764.6041,602.5512,584.5406,566.5301,362.3417,344.3312,240.2322,332.3312
HexCer-NS(d24:3/16:0)+H,780.6353,618.5825,600.572,582.5613,362.3417,344.3312,256.2635,332.3312
HexCer-NS(d24:3/16:1)+H,778.6197,616.5668,598.5563,580.5457,362.3417,344.3312,254.2478,332.3312
HexCer-NS(d24:3/16:2)+H,776.6041,614.5512,596.5406,578.5301,362.3417,344.3312,252.2322,332.3312
HexCer-NS(d24:3/17:0)+H,794.651,632.5981,614.5876,596.577,362.3417,344.3312,270.2791,332.3312
HexCer-NS(d24:3/18:0)+H,808.6666,646.6138,628.6032,610.5927,362.3417,344.3312,284.2948,332.3312
HexCer-NS(d24:3/18:1)+H,806.651,644.5981,626.5876,608.577,362.3417,344.3312,282.2791,332.3312
HexCer-NS(d24:3/18:2)+H,804.6353,642.5825,624.572,606.5613,362.3417,344.3312,280.2635,332.3312
HexCer-NS(d24:3/19:0)+H,822.6823,660.6295,642.6189,624.6083,362.3417,344.3312,298.3105,332.3312
HexCer-NS(d24:3/19:1)+H,820.6666,658.6138,640.6032,622.5927,362.3417,344.3312,296.2948,332.3312
HexCer-NS(d24:3/20:0)+H,836.6979,674.6451,656.6345,638.624,362.3417,344.3312,312.3261,332.3312
HexCer-NS(d24:3/20:1)+H,834.6823,672.6295,654.6189,636.6083,362.3417,344.3312,310.3105,332.3312
HexCer-NS(d24:3/20:2)+H,832.6666,670.6138,652.6032,634.5927,362.3417,344.3312,308.2948,332.3312
HexCer-NS(d24:3/21:0)+H,850.7136,688.6608,670.6502,652.6396,362.3417,344.3312,326.3417,332.3312
HexCer-NS(d24:3/21:1)+H,848.6979,686.6451,668.6345,650.624,362.3417,344.3312,324.3261,332.3312
HexCer-NS(d24:3/22:0)+H,864.7292,702.6764,684.6658,666.6553,362.3417,344.3312,340.3574,332.3312
HexCer-NS(d24:3/22:1)+H,862.7136,700.6608,682.6502,664.6396,362.3417,344.3312,338.3417,332.3312
HexCer-NS(d24:3/22:2)+H,860.6979,698.6451,680.6345,662.624,362.3417,344.3312,336.3261,332.3312
HexCer-NS(d24:3/23:0)+H,878.7449,716.6921,698.6815,680.6709,362.3417,344.3312,354.373,332.3312
HexCer-NS(d24:3/23:1)+H,876.7292,714.6764,696.6658,678.6553,362.3417,344.3312,352.3574,332.3312
HexCer-NS(d24:3/24:0)+H,892.7606,730.7077,712.6971,694.6866,362.3417,344.3312,368.3887,332.3312
HexCer-NS(d24:3/24:1)+H,890.7449,728.6921,710.6815,692.6709,362.3417,344.3312,366.373,332.3312
HexCer-NS(d24:3/24:2)+H,888.7292,726.6764,708.6658,690.6553,362.3417,344.3312,364.3574,332.3312
HexCer-NS(d24:3/25:0)+H,906.7762,744.7234,726.7128,708.7022,362.3417,344.3312,382.4044,332.3312
HexCer-NS(d24:3/25:1)+H,904.7606,742.7077,724.6971,706.6866,362.3417,344.3312,380.3887,332.3312
HexCer-NS(d24:3/26:0)+H,920.7919,758.739,740.7285,722.7179,362.3417,344.3312,396.42,332.3312
HexCer-NS(d24:3/26:1)+H,918.7762,756.7234,738.7128,720.7022,362.3417,344.3312,394.4044,332.3312
HexCer-NS(d24:3/26:2)+H,916.7606,754.7077,736.6971,718.6866,362.3417,344.3312,392.3887,332.3312
HexCer-NS(d24:3/27:0)+H,934.8075,772.7546,754.7441,736.7335,362.3417,344.3312,410.4356,332.3312
HexCer-NS(d24:3/27:1)+H,932.7919,770.739,752.7285,734.7179,362.3417,344.3312,408.42,332.3312
HexCer-NS(d24:3/28:0)+H,948.8231,786.7703,768.7598,750.7491,362.3417,344.3312,424.4513,332.3312
HexCer-NS(d24:3/28:1)+H,946.8075,784.7546,766.7441,748.7335,362.3417,344.3312,422.4356,332.3312
HexCer-NS(d24:3/28:2)+H,944.7919,782.739,764.7285,746.7179,362.3417,344.3312,420.42,332.3312
HexCer-NS(d24:3/29:0)+H,962.8388,800.7859,782.7754,764.7648,362.3417,344.3312,438.4669,332.3312
HexCer-NS(d24:3/29:1)+H,960.8231,798.7703,780.7598,762.7491,362.3417,344.3312,436.4513,332.3312
HexCer-NS(d24:3/30:0)+H,976.8544,814.8016,796.791,778.7805,362.3417,344.3312,452.4826,332.3312
HexCer-NS(d24:3/30:1)+H,974.8388,812.7859,794.7754,776.7648,362.3417,344.3312,450.4669,332.3312
HexCer-NS(d24:3/30:2)+H,972.8231,810.7703,792.7598,774.7491,362.3417,344.3312,448.4513,332.3312
HexCer-NS(d24:3/31:0)+H,990.8701,828.8173,810.8067,792.7961,362.3417,344.3312,466.4983,332.3312
HexCer-NS(d24:3/31:1)+H,988.8544,826.8016,808.791,790.7805,362.3417,344.3312,464.4826,332.3312
HexCer-NS(d24:3/32:0)+H,1004.886,842.8329,824.8223,806.8118,362.3417,344.3312,480.5139,332.3312
HexCer-NS(d24:3/32:1)+H,1002.87,840.8173,822.8067,804.7961,362.3417,344.3312,478.4983,332.3312
HexCer-NS(d24:3/32:2)+H,1000.854,838.8016,820.791,802.7805,362.3417,344.3312,476.4826,332.3312
HexCer-NS(d24:3/33:0)+H,1018.901,856.8486,838.838,820.8274,362.3417,344.3312,494.5295,332.3312
HexCer-NS(d24:3/33:1)+H,1016.886,854.8329,836.8223,818.8118,362.3417,344.3312,492.5139,332.3312
HexCer-NS(d24:3/34:0)+H,1032.917,870.8642,852.8536,834.8431,362.3417,344.3312,508.5452,332.3312
HexCer-NS(d24:3/34:1)+H,1030.901,868.8486,850.838,832.8274,362.3417,344.3312,506.5295,332.3312
HexCer-NS(d24:3/34:2)+H,1028.886,866.8329,848.8223,830.8118,362.3417,344.3312,504.5139,332.3312
HexCer-NS(d24:3/35:0)+H,1046.933,884.8799,866.8693,848.8587,362.3417,344.3312,522.5609,332.3312
HexCer-NS(d24:3/35:1)+H,1044.917,882.8642,864.8536,846.8431,362.3417,344.3312,520.5452,332.3312
HexCer-NS(d24:3/36:0)+H,1060.948,898.8955,880.8849,862.8744,362.3417,344.3312,536.5765,332.3312
HexCer-NS(d24:3/36:1)+H,1058.933,896.8799,878.8693,860.8587,362.3417,344.3312,534.5609,332.3312
HexCer-NS(d24:3/36:2)+H,1056.917,894.8642,876.8536,858.8431,362.3417,344.3312,532.5452,332.3312
HexCer-NS(d24:3/38:0)+H,1088.98,926.9268,908.9163,890.9056,362.3417,344.3312,564.6078,332.3312
HexCer-NS(d24:3/38:1)+H,1086.964,924.9111,906.9006,888.89,362.3417,344.3312,562.5922,332.3312
HexCer-NS(d24:3/38:2)+H,1084.948,922.8955,904.8849,886.8744,362.3417,344.3312,560.5765,332.3312
HexCer-NS(d24:3/40:0)+H,1117.011,954.9581,936.9475,918.937,362.3417,344.3312,592.6391,332.3312
HexCer-NS(d24:3/40:1)+H,1114.995,952.9424,934.9319,916.9213,362.3417,344.3312,590.6235,332.3312
HexCer-NS(d24:3/40:2)+H,1112.98,950.9268,932.9163,914.9056,362.3417,344.3312,588.6078,332.3312
HexCer-NS(d24:3/42:0)+H,1145.042,982.9894,964.9788,946.9683,362.3417,344.3312,620.6704,332.3312
HexCer-NS(d24:3/42:1)+H,1143.027,980.9738,962.9632,944.9526,362.3417,344.3312,618.6547,332.3312
HexCer-NS(d24:3/42:2)+H,1141.011,978.9581,960.9475,942.937,362.3417,344.3312,616.6391,332.3312
HexCer-NS(d25:1/12:0)+H,742.6197,580.5668,562.5563,544.5457,380.3887,362.3781,200.2009,350.3781
HexCer-NS(d25:1/12:1)+H,740.6041,578.5512,560.5406,542.5301,380.3887,362.3781,198.1853,350.3781
HexCer-NS(d25:1/13:0)+H,756.6353,594.5825,576.572,558.5613,380.3887,362.3781,214.2166,350.3781
HexCer-NS(d25:1/13:1)+H,754.6197,592.5668,574.5563,556.5457,380.3887,362.3781,212.2009,350.3781
HexCer-NS(d25:1/14:0)+H,770.651,608.5981,590.5876,572.577,380.3887,362.3781,228.2322,350.3781
HexCer-NS(d25:1/14:1)+H,768.6353,606.5825,588.572,570.5613,380.3887,362.3781,226.2166,350.3781
HexCer-NS(d25:1/15:0)+H,784.6666,622.6138,604.6032,586.5927,380.3887,362.3781,242.2478,350.3781
HexCer-NS(d25:1/15:1)+H,782.651,620.5981,602.5876,584.577,380.3887,362.3781,240.2322,350.3781
HexCer-NS(d25:1/16:0)+H,798.6823,636.6295,618.6189,600.6083,380.3887,362.3781,256.2635,350.3781
HexCer-NS(d25:1/16:1)+H,796.6666,634.6138,616.6032,598.5927,380.3887,362.3781,254.2478,350.3781
HexCer-NS(d25:1/16:2)+H,794.651,632.5981,614.5876,596.577,380.3887,362.3781,252.2322,350.3781
HexCer-NS(d25:1/17:0)+H,812.6979,650.6451,632.6345,614.624,380.3887,362.3781,270.2791,350.3781
HexCer-NS(d25:1/18:0)+H,826.7136,664.6608,646.6502,628.6396,380.3887,362.3781,284.2948,350.3781
HexCer-NS(d25:1/18:1)+H,824.6979,662.6451,644.6345,626.624,380.3887,362.3781,282.2791,350.3781
HexCer-NS(d25:1/18:2)+H,822.6823,660.6295,642.6189,624.6083,380.3887,362.3781,280.2635,350.3781
HexCer-NS(d25:1/19:0)+H,840.7292,678.6764,660.6658,642.6553,380.3887,362.3781,298.3105,350.3781
HexCer-NS(d25:1/19:1)+H,838.7136,676.6608,658.6502,640.6396,380.3887,362.3781,296.2948,350.3781
HexCer-NS(d25:1/20:0)+H,854.7449,692.6921,674.6815,656.6709,380.3887,362.3781,312.3261,350.3781
HexCer-NS(d25:1/20:1)+H,852.7292,690.6764,672.6658,654.6553,380.3887,362.3781,310.3105,350.3781
HexCer-NS(d25:1/20:2)+H,850.7136,688.6608,670.6502,652.6396,380.3887,362.3781,308.2948,350.3781
HexCer-NS(d25:1/21:0)+H,868.7606,706.7077,688.6971,670.6866,380.3887,362.3781,326.3417,350.3781
HexCer-NS(d25:1/21:1)+H,866.7449,704.6921,686.6815,668.6709,380.3887,362.3781,324.3261,350.3781
HexCer-NS(d25:1/22:0)+H,882.7762,720.7234,702.7128,684.7022,380.3887,362.3781,340.3574,350.3781
HexCer-NS(d25:1/22:1)+H,880.7606,718.7077,700.6971,682.6866,380.3887,362.3781,338.3417,350.3781
HexCer-NS(d25:1/22:2)+H,878.7449,716.6921,698.6815,680.6709,380.3887,362.3781,336.3261,350.3781
HexCer-NS(d25:1/23:0)+H,896.7919,734.739,716.7285,698.7179,380.3887,362.3781,354.373,350.3781
HexCer-NS(d25:1/23:1)+H,894.7762,732.7234,714.7128,696.7022,380.3887,362.3781,352.3574,350.3781
HexCer-NS(d25:1/24:0)+H,910.8075,748.7546,730.7441,712.7335,380.3887,362.3781,368.3887,350.3781
HexCer-NS(d25:1/24:1)+H,908.7919,746.739,728.7285,710.7179,380.3887,362.3781,366.373,350.3781
HexCer-NS(d25:1/24:2)+H,906.7762,744.7234,726.7128,708.7022,380.3887,362.3781,364.3574,350.3781
HexCer-NS(d25:1/25:0)+H,924.8231,762.7703,744.7598,726.7491,380.3887,362.3781,382.4044,350.3781
HexCer-NS(d25:1/25:1)+H,922.8075,760.7546,742.7441,724.7335,380.3887,362.3781,380.3887,350.3781
HexCer-NS(d25:1/26:0)+H,938.8388,776.7859,758.7754,740.7648,380.3887,362.3781,396.42,350.3781
HexCer-NS(d25:1/26:1)+H,936.8231,774.7703,756.7598,738.7491,380.3887,362.3781,394.4044,350.3781
HexCer-NS(d25:1/26:2)+H,934.8075,772.7546,754.7441,736.7335,380.3887,362.3781,392.3887,350.3781
HexCer-NS(d25:1/27:0)+H,952.8544,790.8016,772.791,754.7805,380.3887,362.3781,410.4356,350.3781
HexCer-NS(d25:1/27:1)+H,950.8388,788.7859,770.7754,752.7648,380.3887,362.3781,408.42,350.3781
HexCer-NS(d25:1/28:0)+H,966.8701,804.8173,786.8067,768.7961,380.3887,362.3781,424.4513,350.3781
