CL,[M-2H]2-,Prec-SN1_monolyso2-,Prec-SN1+SN2_dilyso2-,Prec-SN3_monolyso2-,Prec-SN3+SN4_dilyso2-,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(16:1_20:1_20:1_22:0)-2H,770.5649184,652.4585284,506.3203084,624.4272484,463.2655684,389.20972,445.27228,445.27228,475.3192,253.21717,309.27973,309.27973,339.32665
CL(16:1_20:1_20:1_22:5)-2H,765.5257933,647.4194033,501.2811833,619.3881233,463.2655433,389.20972,445.27228,445.27228,465.241,253.21717,309.27973,309.27973,329.24845
CL(16:1_20:1_20:1_22:6)-2H,764.5179682,646.4115782,500.2733582,618.3802982,463.2655382,389.20972,445.27228,445.27228,463.22536,253.21717,309.27973,309.27973,327.23281
CL(16:1_20:1_20:2_20:2)-2H,753.5257933,635.4194033,489.2811833,608.3959433,463.2655433,389.20972,445.27228,443.25664,443.25664,253.21717,309.27973,307.26409,307.26409
CL(16:1_20:1_20:2_20:3)-2H,752.5179682,634.4115782,488.2733582,607.3881182,463.2655382,389.20972,445.27228,443.25664,441.241,253.21717,309.27973,307.26409,305.24845
CL(16:1_20:1_20:2_20:4)-2H,751.5101432,633.4037532,487.2655332,606.3802932,463.2655332,389.20972,445.27228,443.25664,439.22536,253.21717,309.27973,307.26409,303.23281
CL(16:1_20:1_20:2_22:0)-2H,769.5570934,651.4507034,505.3124834,624.4272434,463.2655634,389.20972,445.27228,443.25664,475.3192,253.21717,309.27973,307.26409,339.32665
CL(16:1_20:1_20:2_22:5)-2H,764.5179682,646.4115782,500.2733582,619.3881182,463.2655382,389.20972,445.27228,443.25664,465.241,253.21717,309.27973,307.26409,329.24845
CL(16:1_20:1_20:2_22:6)-2H,763.5101432,645.4037532,499.2655332,618.3802932,463.2655332,389.20972,445.27228,443.25664,463.22536,253.21717,309.27973,307.26409,327.23281
CL(16:1_20:1_20:3_20:3)-2H,751.5101432,633.4037532,487.2655332,607.3881132,463.2655332,389.20972,445.27228,441.241,441.241,253.21717,309.27973,305.24845,305.24845
CL(16:1_20:1_20:3_20:4)-2H,750.5023182,632.3959282,486.2577082,606.3802882,463.2655282,389.20972,445.27228,441.241,439.22536,253.21717,309.27973,305.24845,303.23281
CL(16:1_20:1_20:3_22:0)-2H,768.5492684,650.4428784,504.3046584,624.4272384,463.2655584,389.20972,445.27228,441.241,475.3192,253.21717,309.27973,305.24845,339.32665
CL(16:1_20:1_20:3_22:5)-2H,763.5101432,645.4037532,499.2655332,619.3881132,463.2655332,389.20972,445.27228,441.241,465.241,253.21717,309.27973,305.24845,329.24845
CL(16:1_20:1_20:3_22:6)-2H,762.5023182,644.3959282,498.2577082,618.3802882,463.2655282,389.20972,445.27228,441.241,463.22536,253.21717,309.27973,305.24845,327.23281
CL(16:1_20:1_20:4_20:4)-2H,749.4944931,631.3881031,485.2498831,606.3802831,463.2655231,389.20972,445.27228,439.22536,439.22536,253.21717,309.27973,303.23281,303.23281
CL(16:1_20:1_20:4_22:0)-2H,767.5414433,649.4350533,503.2968333,624.4272333,463.2655533,389.20972,445.27228,439.22536,475.3192,253.21717,309.27973,303.23281,339.32665
CL(16:1_20:1_20:4_22:5)-2H,762.5023182,644.3959282,498.2577082,619.3881082,463.2655282,389.20972,445.27228,439.22536,465.241,253.21717,309.27973,303.23281,329.24845
CL(16:1_20:1_20:4_22:6)-2H,761.4944931,643.3881031,497.2498831,618.3802831,463.2655231,389.20972,445.27228,439.22536,463.22536,253.21717,309.27973,303.23281,327.23281
CL(16:1_20:1_22:5_22:0)-2H,780.5492684,662.4428784,516.3046584,624.4272384,463.2655584,389.20972,445.27228,465.241,475.3192,253.21717,309.27973,329.24845,339.32665
CL(16:1_20:1_22:5_22:5)-2H,775.5101432,657.4037532,511.2655332,619.3881132,463.2655332,389.20972,445.27228,465.241,465.241,253.21717,309.27973,329.24845,329.24845
CL(16:1_20:1_22:5_22:6)-2H,774.5023182,656.3959282,510.2577082,618.3802882,463.2655282,389.20972,445.27228,465.241,463.22536,253.21717,309.27973,329.24845,327.23281
CL(16:1_20:1_22:6_22:0)-2H,779.5414433,661.4350533,515.2968333,624.4272333,463.2655533,389.20972,445.27228,463.22536,475.3192,253.21717,309.27973,327.23281,339.32665
CL(16:1_20:1_22:6_22:6)-2H,773.4944931,655.3881031,509.2498831,618.3802831,463.2655231,389.20972,445.27228,463.22536,463.22536,253.21717,309.27973,327.23281,327.23281
CL(16:1_20:2_20:2_20:2)-2H,752.5179682,634.4115782,489.2811782,607.3881182,462.2577182,389.20972,443.25664,443.25664,443.25664,253.21717,307.26409,307.26409,307.26409
CL(16:1_20:2_20:2_20:3)-2H,751.5101432,633.4037532,488.2733532,606.3802932,462.2577132,389.20972,443.25664,443.25664,441.241,253.21717,307.26409,307.26409,305.24845
CL(16:1_20:2_20:2_20:4)-2H,750.5023182,632.3959282,487.2655282,605.3724682,462.2577082,389.20972,443.25664,443.25664,439.22536,253.21717,307.26409,307.26409,303.23281
CL(16:1_20:2_20:2_22:0)-2H,768.5492684,650.4428784,505.3124784,623.4194184,462.2577384,389.20972,443.25664,443.25664,475.3192,253.21717,307.26409,307.26409,339.32665
CL(16:1_20:2_20:2_22:5)-2H,763.5101432,645.4037532,500.2733532,618.3802932,462.2577132,389.20972,443.25664,443.25664,465.241,253.21717,307.26409,307.26409,329.24845
CL(16:1_20:2_20:2_22:6)-2H,762.5023182,644.3959282,499.2655282,617.3724682,462.2577082,389.20972,443.25664,443.25664,463.22536,253.21717,307.26409,307.26409,327.23281
CL(16:1_20:2_20:3_20:3)-2H,750.5023182,632.3959282,487.2655282,606.3802882,462.2577082,389.20972,443.25664,441.241,441.241,253.21717,307.26409,305.24845,305.24845
CL(16:1_20:2_20:3_20:4)-2H,749.4944931,631.3881031,486.2577031,605.3724631,462.2577031,389.20972,443.25664,441.241,439.22536,253.21717,307.26409,305.24845,303.23281
CL(16:1_20:2_20:3_22:0)-2H,767.5414433,649.4350533,504.3046533,623.4194133,462.2577333,389.20972,443.25664,441.241,475.3192,253.21717,307.26409,305.24845,339.32665
CL(16:1_20:2_20:3_22:5)-2H,762.5023182,644.3959282,499.2655282,618.3802882,462.2577082,389.20972,443.25664,441.241,465.241,253.21717,307.26409,305.24845,329.24845
CL(16:1_20:2_20:3_22:6)-2H,761.4944931,643.3881031,498.2577031,617.3724631,462.2577031,389.20972,443.25664,441.241,463.22536,253.21717,307.26409,305.24845,327.23281
CL(16:1_20:2_20:4_20:4)-2H,748.4866681,630.3802781,485.2498781,605.3724581,462.2576981,389.20972,443.25664,439.22536,439.22536,253.21717,307.26409,303.23281,303.23281
CL(16:1_20:2_20:4_22:0)-2H,766.5336183,648.4272283,503.2968283,623.4194083,462.2577283,389.20972,443.25664,439.22536,475.3192,253.21717,307.26409,303.23281,339.32665
CL(16:1_20:2_20:4_22:5)-2H,761.4944931,643.3881031,498.2577031,618.3802831,462.2577031,389.20972,443.25664,439.22536,465.241,253.21717,307.26409,303.23281,329.24845
CL(16:1_20:2_20:4_22:6)-2H,760.4866681,642.3802781,497.2498781,617.3724581,462.2576981,389.20972,443.25664,439.22536,463.22536,253.21717,307.26409,303.23281,327.23281
CL(16:1_20:2_22:5_22:0)-2H,779.5414433,661.4350533,516.3046533,623.4194133,462.2577333,389.20972,443.25664,465.241,475.3192,253.21717,307.26409,329.24845,339.32665
CL(16:1_20:2_22:5_22:5)-2H,774.5023182,656.3959282,511.2655282,618.3802882,462.2577082,389.20972,443.25664,465.241,465.241,253.21717,307.26409,329.24845,329.24845
CL(16:1_20:2_22:5_22:6)-2H,773.4944931,655.3881031,510.2577031,617.3724631,462.2577031,389.20972,443.25664,465.241,463.22536,253.21717,307.26409,329.24845,327.23281
CL(16:1_20:2_22:6_22:0)-2H,778.5336183,660.4272283,515.2968283,623.4194083,462.2577283,389.20972,443.25664,463.22536,475.3192,253.21717,307.26409,327.23281,339.32665
CL(16:1_20:2_22:6_22:6)-2H,772.4866681,654.3802781,509.2498781,617.3724581,462.2576981,389.20972,443.25664,463.22536,463.22536,253.21717,307.26409,327.23281,327.23281
CL(16:1_20:3_20:3_20:3)-2H,749.4944931,631.3881031,487.2655231,605.3724631,461.2498831,389.20972,441.241,441.241,441.241,253.21717,305.24845,305.24845,305.24845
CL(16:1_20:3_20:3_20:4)-2H,748.4866681,630.3802781,486.2576981,604.3646381,461.2498781,389.20972,441.241,441.241,439.22536,253.21717,305.24845,305.24845,303.23281
CL(16:1_20:3_20:3_22:0)-2H,766.5336183,648.4272283,504.3046483,622.4115883,461.2499083,389.20972,441.241,441.241,475.3192,253.21717,305.24845,305.24845,339.32665
CL(16:1_20:3_20:3_22:5)-2H,761.4944931,643.3881031,499.2655231,617.3724631,461.2498831,389.20972,441.241,441.241,465.241,253.21717,305.24845,305.24845,329.24845
CL(16:1_20:3_20:3_22:6)-2H,760.4866681,642.3802781,498.2576981,616.3646381,461.2498781,389.20972,441.241,441.241,463.22536,253.21717,305.24845,305.24845,327.23281
CL(16:1_20:3_20:4_20:4)-2H,747.4788431,629.3724531,485.2498731,604.3646331,461.2498731,389.20972,441.241,439.22536,439.22536,253.21717,305.24845,303.23281,303.23281
CL(16:1_20:3_20:4_22:0)-2H,765.5257933,647.4194033,503.2968233,622.4115833,461.2499033,389.20972,441.241,439.22536,475.3192,253.21717,305.24845,303.23281,339.32665
CL(16:1_20:3_20:4_22:5)-2H,760.4866681,642.3802781,498.2576981,617.3724581,461.2498781,389.20972,441.241,439.22536,465.241,253.21717,305.24845,303.23281,329.24845
CL(16:1_20:3_20:4_22:6)-2H,759.4788431,641.3724531,497.2498731,616.3646331,461.2498731,389.20972,441.241,439.22536,463.22536,253.21717,305.24845,303.23281,327.23281
CL(16:1_20:3_22:5_22:0)-2H,778.5336183,660.4272283,516.3046483,622.4115883,461.2499083,389.20972,441.241,465.241,475.3192,253.21717,305.24845,329.24845,339.32665
CL(16:1_20:3_22:5_22:5)-2H,773.4944931,655.3881031,511.2655231,617.3724631,461.2498831,389.20972,441.241,465.241,465.241,253.21717,305.24845,329.24845,329.24845
CL(16:1_20:3_22:5_22:6)-2H,772.4866681,654.3802781,510.2576981,616.3646381,461.2498781,389.20972,441.241,465.241,463.22536,253.21717,305.24845,329.24845,327.23281
CL(16:1_20:3_22:6_22:0)-2H,777.5257933,659.4194033,515.2968233,622.4115833,461.2499033,389.20972,441.241,463.22536,475.3192,253.21717,305.24845,327.23281,339.32665
CL(16:1_20:3_22:6_22:6)-2H,771.4788431,653.3724531,509.2498731,616.3646331,461.2498731,389.20972,441.241,463.22536,463.22536,253.21717,305.24845,327.23281,327.23281
CL(16:1_20:4_20:4_20:4)-2H,746.471018,628.364628,485.249868,603.356808,460.242048,389.20972,439.22536,439.22536,439.22536,253.21717,303.23281,303.23281,303.23281
CL(16:1_20:4_20:4_22:0)-2H,764.5179682,646.4115782,503.2968182,621.4037582,460.2420782,389.20972,439.22536,439.22536,475.3192,253.21717,303.23281,303.23281,339.32665
CL(16:1_20:4_20:4_22:5)-2H,759.4788431,641.3724531,498.2576931,616.3646331,460.2420531,389.20972,439.22536,439.22536,465.241,253.21717,303.23281,303.23281,329.24845
CL(16:1_20:4_20:4_22:6)-2H,758.471018,640.364628,497.249868,615.356808,460.242048,389.20972,439.22536,439.22536,463.22536,253.21717,303.23281,303.23281,327.23281
CL(16:1_20:4_22:5_22:0)-2H,777.5257933,659.4194033,516.3046433,621.4037633,460.2420833,389.20972,439.22536,465.241,475.3192,253.21717,303.23281,329.24845,339.32665
CL(16:1_20:4_22:5_22:5)-2H,772.4866681,654.3802781,511.2655181,616.3646381,460.2420581,389.20972,439.22536,465.241,465.241,253.21717,303.23281,329.24845,329.24845
CL(16:1_20:4_22:5_22:6)-2H,771.4788431,653.3724531,510.2576931,615.3568131,460.2420531,389.20972,439.22536,465.241,463.22536,253.21717,303.23281,329.24845,327.23281
CL(16:1_20:4_22:6_22:0)-2H,776.5179682,658.4115782,515.2968182,621.4037582,460.2420782,389.20972,439.22536,463.22536,475.3192,253.21717,303.23281,327.23281,339.32665
CL(16:1_20:4_22:6_22:6)-2H,770.471018,652.364628,509.249868,615.356808,460.242048,389.20972,439.22536,463.22536,463.22536,253.21717,303.23281,327.23281,327.23281
CL(16:1_22:0_16:1_16:1)-2H,714.5023182,596.3959282,435.2342482,596.3959282,478.2889882,389.20972,475.3192,389.20972,389.20972,253.21717,339.32665,253.21717,253.21717
CL(16:1_22:0_16:1_22:0)-2H,757.5570934,639.4507034,478.2890234,639.4507034,478.2890234,389.20972,475.3192,389.20972,475.3192,253.21717,339.32665,253.21717,339.32665
CL(16:1_22:0_18:1_22:0)-2H,771.5727435,653.4663535,492.3046735,639.4507135,478.2890335,389.20972,475.3192,417.241,475.3192,253.21717,339.32665,281.24845,339.32665
CL(16:1_22:0_18:2_22:0)-2H,770.5649184,652.4585284,491.2968484,639.4507084,478.2890284,389.20972,475.3192,415.22536,475.3192,253.21717,339.32665,279.23281,339.32665
CL(16:1_22:0_18:3_22:0)-2H,769.5570934,651.4507034,490.2890234,639.4507034,478.2890234,389.20972,475.3192,413.20972,475.3192,253.21717,339.32665,277.21717,339.32665
CL(16:1_22:0_20:1_22:0)-2H,785.5883935,667.4820035,506.3203235,639.4507235,478.2890435,389.20972,475.3192,445.27228,475.3192,253.21717,339.32665,309.27973,339.32665
CL(16:1_22:0_20:2_22:0)-2H,784.5805685,666.4741785,505.3124985,639.4507185,478.2890385,389.20972,475.3192,443.25664,475.3192,253.21717,339.32665,307.26409,339.32665
CL(16:1_22:0_20:3_22:0)-2H,783.5727435,665.4663535,504.3046735,639.4507135,478.2890335,389.20972,475.3192,441.241,475.3192,253.21717,339.32665,305.24845,339.32665
CL(16:1_22:0_20:4_22:0)-2H,782.5649184,664.4585284,503.2968484,639.4507084,478.2890284,389.20972,475.3192,439.22536,475.3192,253.21717,339.32665,303.23281,339.32665
CL(16:1_22:0_22:5_22:0)-2H,795.5727435,677.4663535,516.3046735,639.4507135,478.2890335,389.20972,475.3192,465.241,475.3192,253.21717,339.32665,329.24845,339.32665
CL(16:1_22:0_22:5_22:5)-2H,790.5336183,672.4272283,511.2655483,634.4115883,478.2890083,389.20972,475.3192,465.241,465.241,253.21717,339.32665,329.24845,329.24845
CL(16:1_22:0_22:5_22:6)-2H,789.5257933,671.4194033,510.2577233,633.4037633,478.2890033,389.20972,475.3192,465.241,463.22536,253.21717,339.32665,329.24845,327.23281
CL(16:1_22:0_22:6_22:0)-2H,794.5649184,676.4585284,515.2968484,639.4507084,478.2890284,389.20972,475.3192,463.22536,475.3192,253.21717,339.32665,327.23281,339.32665
CL(16:1_22:0_22:6_22:6)-2H,788.5179682,670.4115782,509.2498982,633.4037582,478.2889982,389.20972,475.3192,463.22536,463.22536,253.21717,339.32665,327.23281,327.23281
CL(16:1_22:5_22:5_22:5)-2H,785.4944931,667.3881031,511.2655231,629.3724631,473.2498831,389.20972,465.241,465.241,465.241,253.21717,329.24845,329.24845,329.24845
CL(16:1_22:5_22:5_22:6)-2H,784.4866681,666.3802781,510.2576981,628.3646381,473.2498781,389.20972,465.241,465.241,463.22536,253.21717,329.24845,329.24845,327.23281
CL(16:1_22:5_22:6_22:6)-2H,783.4788431,665.3724531,509.2498731,628.3646331,473.2498731,389.20972,465.241,463.22536,463.22536,253.21717,329.24845,327.23281,327.23281
CL(16:1_22:6_22:6_22:6)-2H,782.471018,664.364628,509.249868,627.356808,472.242048,389.20972,463.22536,463.22536,463.22536,253.21717,327.23281,327.23281,327.23281
CL(17:0_17:0_17:0_17:0)-2H,703.510115,577.388085,451.265505,577.388085,451.265505,405.241,405.241,405.241,405.241,269.24845,269.24845,269.24845,269.24845
CL(18:0_16:1_20:0_18:0)-2H,730.5336183,597.4037683,479.2968283,583.3881283,450.2577283,419.25664,389.20972,447.28792,419.25664,283.26409,253.21717,311.29537,283.26409
CL(18:0_16:1_20:0_20:0)-2H,744.5492684,611.4194184,493.3124784,597.4037784,450.2577384,419.25664,389.20972,447.28792,447.28792,283.26409,253.21717,311.29537,311.29537
CL(18:0_16:1_20:0_22:0)-2H,758.5649184,625.4350684,507.3281284,611.4194284,450.2577484,419.25664,389.20972,447.28792,475.3192,283.26409,253.21717,311.29537,339.32665
CL(18:0_16:1_22:0_18:0)-2H,744.5492684,611.4194184,493.3124784,583.3881384,450.2577384,419.25664,389.20972,475.3192,419.25664,283.26409,253.21717,339.32665,283.26409
CL(18:0_16:1_22:0_22:0)-2H,772.5805685,639.4507185,521.3437785,611.4194385,450.2577585,419.25664,389.20972,475.3192,475.3192,283.26409,253.21717,339.32665,339.32665
CL(18:0_18:0_16:1_18:0)-2H,716.5179682,583.3881182,450.2577182,598.4115782,465.2811782,419.25664,419.25664,389.20972,419.25664,283.26409,283.26409,253.21717,283.26409
CL(18:0_18:0_18:0_18:0)-2H,731.5414433,598.4115933,465.2811933,598.4115933,465.2811933,419.25664,419.25664,419.25664,419.25664,283.26409,283.26409,283.26409,283.26409
CL(18:0_18:0_18:0_18:1)-2H,730.5336183,597.4037683,464.2733683,597.4037683,465.2811883,419.25664,419.25664,419.25664,417.241,283.26409,283.26409,283.26409,281.24845
CL(18:0_18:0_18:0_18:2)-2H,729.5257933,596.3959433,463.2655433,596.3959433,465.2811833,419.25664,419.25664,419.25664,415.22536,283.26409,283.26409,283.26409,279.23281
CL(18:0_18:0_18:0_18:3)-2H,728.5179682,595.3881182,462.2577182,595.3881182,465.2811782,419.25664,419.25664,419.25664,413.20972,283.26409,283.26409,283.26409,277.21717
CL(18:0_18:0_18:0_20:0)-2H,745.5570934,612.4272434,479.2968434,612.4272434,465.2812034,419.25664,419.25664,419.25664,447.28792,283.26409,283.26409,283.26409,311.29537
CL(18:0_18:0_18:0_20:1)-2H,744.5492684,611.4194184,478.2890184,611.4194184,465.2811984,419.25664,419.25664,419.25664,445.27228,283.26409,283.26409,283.26409,309.27973
CL(18:0_18:0_18:0_20:2)-2H,743.5414433,610.4115933,477.2811933,610.4115933,465.2811933,419.25664,419.25664,419.25664,443.25664,283.26409,283.26409,283.26409,307.26409
CL(18:0_18:0_18:0_20:3)-2H,742.5336183,609.4037683,476.2733683,609.4037683,465.2811883,419.25664,419.25664,419.25664,441.241,283.26409,283.26409,283.26409,305.24845
CL(18:0_18:0_18:0_20:4)-2H,741.5257933,608.3959433,475.2655433,608.3959433,465.2811833,419.25664,419.25664,419.25664,439.22536,283.26409,283.26409,283.26409,303.23281
CL(18:0_18:0_18:0_22:0)-2H,759.5727435,626.4428935,493.3124935,626.4428935,465.2812135,419.25664,419.25664,419.25664,475.3192,283.26409,283.26409,283.26409,339.32665
CL(18:0_18:0_18:0_22:5)-2H,754.5336183,621.4037683,488.2733683,621.4037683,465.2811883,419.25664,419.25664,419.25664,465.241,283.26409,283.26409,283.26409,329.24845
CL(18:0_18:0_18:0_22:6)-2H,753.5257933,620.3959433,487.2655433,620.3959433,465.2811833,419.25664,419.25664,419.25664,463.22536,283.26409,283.26409,283.26409,327.23281
CL(18:0_18:0_18:1_18:1)-2H,729.5257933,596.3959433,463.2655433,597.4037633,465.2811833,419.25664,419.25664,417.241,417.241,283.26409,283.26409,281.24845,281.24845
CL(18:0_18:0_18:1_18:2)-2H,728.5179682,595.3881182,462.2577182,596.3959382,465.2811782,419.25664,419.25664,417.241,415.22536,283.26409,283.26409,281.24845,279.23281
CL(18:0_18:0_18:1_18:3)-2H,727.5101432,594.3802932,461.2498932,595.3881132,465.2811732,419.25664,419.25664,417.241,413.20972,283.26409,283.26409,281.24845,277.21717
CL(18:0_18:0_18:1_20:0)-2H,744.5492684,611.4194184,478.2890184,612.4272384,465.2811984,419.25664,419.25664,417.241,447.28792,283.26409,283.26409,281.24845,311.29537
CL(18:0_18:0_18:1_20:1)-2H,743.5414433,610.4115933,477.2811933,611.4194133,465.2811933,419.25664,419.25664,417.241,445.27228,283.26409,283.26409,281.24845,309.27973
CL(18:0_18:0_18:1_20:2)-2H,742.5336183,609.4037683,476.2733683,610.4115883,465.2811883,419.25664,419.25664,417.241,443.25664,283.26409,283.26409,281.24845,307.26409
CL(18:0_18:0_18:1_20:3)-2H,741.5257933,608.3959433,475.2655433,609.4037633,465.2811833,419.25664,419.25664,417.241,441.241,283.26409,283.26409,281.24845,305.24845
CL(18:0_18:0_18:1_20:4)-2H,740.5179682,607.3881182,474.2577182,608.3959382,465.2811782,419.25664,419.25664,417.241,439.22536,283.26409,283.26409,281.24845,303.23281
CL(18:0_18:0_18:1_22:0)-2H,758.5649184,625.4350684,492.3046684,626.4428884,465.2812084,419.25664,419.25664,417.241,475.3192,283.26409,283.26409,281.24845,339.32665
CL(18:0_18:0_18:1_22:5)-2H,753.5257933,620.3959433,487.2655433,621.4037633,465.2811833,419.25664,419.25664,417.241,465.241,283.26409,283.26409,281.24845,329.24845
CL(18:0_18:0_18:1_22:6)-2H,752.5179682,619.3881182,486.2577182,620.3959382,465.2811782,419.25664,419.25664,417.241,463.22536,283.26409,283.26409,281.24845,327.23281
CL(18:0_18:0_18:2_18:2)-2H,727.5101432,594.3802932,461.2498932,596.3959332,465.2811732,419.25664,419.25664,415.22536,415.22536,283.26409,283.26409,279.23281,279.23281
CL(18:0_18:0_18:2_18:3)-2H,726.5023182,593.3724682,460.2420682,595.3881082,465.2811682,419.25664,419.25664,415.22536,413.20972,283.26409,283.26409,279.23281,277.21717
CL(18:0_18:0_18:2_20:0)-2H,743.5414433,610.4115933,477.2811933,612.4272333,465.2811933,419.25664,419.25664,415.22536,447.28792,283.26409,283.26409,279.23281,311.29537
CL(18:0_18:0_18:2_20:1)-2H,742.5336183,609.4037683,476.2733683,611.4194083,465.2811883,419.25664,419.25664,415.22536,445.27228,283.26409,283.26409,279.23281,309.27973
CL(18:0_18:0_18:2_20:2)-2H,741.5257933,608.3959433,475.2655433,610.4115833,465.2811833,419.25664,419.25664,415.22536,443.25664,283.26409,283.26409,279.23281,307.26409
CL(18:0_18:0_18:2_20:3)-2H,740.5179682,607.3881182,474.2577182,609.4037582,465.2811782,419.25664,419.25664,415.22536,441.241,283.26409,283.26409,279.23281,305.24845
CL(18:0_18:0_18:2_20:4)-2H,739.5101432,606.3802932,473.2498932,608.3959332,465.2811732,419.25664,419.25664,415.22536,439.22536,283.26409,283.26409,279.23281,303.23281
CL(18:0_18:0_18:2_22:0)-2H,757.5570934,624.4272434,491.2968434,626.4428834,465.2812034,419.25664,419.25664,415.22536,475.3192,283.26409,283.26409,279.23281,339.32665
CL(18:0_18:0_18:2_22:5)-2H,752.5179682,619.3881182,486.2577182,621.4037582,465.2811782,419.25664,419.25664,415.22536,465.241,283.26409,283.26409,279.23281,329.24845
CL(18:0_18:0_18:2_22:6)-2H,751.5101432,618.3802932,485.2498932,620.3959332,465.2811732,419.25664,419.25664,415.22536,463.22536,283.26409,283.26409,279.23281,327.23281
CL(18:0_18:0_18:3_18:3)-2H,725.4944931,592.3646431,459.2342431,595.3881031,465.2811631,419.25664,419.25664,413.20972,413.20972,283.26409,283.26409,277.21717,277.21717
CL(18:0_18:0_18:3_20:0)-2H,742.5336183,609.4037683,476.2733683,612.4272283,465.2811883,419.25664,419.25664,413.20972,447.28792,283.26409,283.26409,277.21717,311.29537
CL(18:0_18:0_18:3_20:1)-2H,741.5257933,608.3959433,475.2655433,611.4194033,465.2811833,419.25664,419.25664,413.20972,445.27228,283.26409,283.26409,277.21717,309.27973
CL(18:0_18:0_18:3_20:2)-2H,740.5179682,607.3881182,474.2577182,610.4115782,465.2811782,419.25664,419.25664,413.20972,443.25664,283.26409,283.26409,277.21717,307.26409
CL(18:0_18:0_18:3_20:3)-2H,739.5101432,606.3802932,473.2498932,609.4037532,465.2811732,419.25664,419.25664,413.20972,441.241,283.26409,283.26409,277.21717,305.24845
CL(18:0_18:0_18:3_20:4)-2H,738.5023182,605.3724682,472.2420682,608.3959282,465.2811682,419.25664,419.25664,413.20972,439.22536,283.26409,283.26409,277.21717,303.23281
CL(18:0_18:0_18:3_22:0)-2H,756.5492684,623.4194184,490.2890184,626.4428784,465.2811984,419.25664,419.25664,413.20972,475.3192,283.26409,283.26409,277.21717,339.32665
CL(18:0_18:0_18:3_22:5)-2H,751.5101432,618.3802932,485.2498932,621.4037532,465.2811732,419.25664,419.25664,413.20972,465.241,283.26409,283.26409,277.21717,329.24845
CL(18:0_18:0_18:3_22:6)-2H,750.5023182,617.3724682,484.2420682,620.3959282,465.2811682,419.25664,419.25664,413.20972,463.22536,283.26409,283.26409,277.21717,327.23281
CL(18:0_18:0_20:0_20:0)-2H,759.5727435,626.4428935,493.3124935,612.4272535,465.2812135,419.25664,419.25664,447.28792,447.28792,283.26409,283.26409,311.29537,311.29537
CL(18:0_18:0_20:0_20:1)-2H,758.5649184,625.4350684,492.3046684,611.4194284,465.2812084,419.25664,419.25664,447.28792,445.27228,283.26409,283.26409,311.29537,309.27973
CL(18:0_18:0_20:0_20:2)-2H,757.5570934,624.4272434,491.2968434,610.4116034,465.2812034,419.25664,419.25664,447.28792,443.25664,283.26409,283.26409,311.29537,307.26409
CL(18:0_18:0_20:0_20:3)-2H,756.5492684,623.4194184,490.2890184,609.4037784,465.2811984,419.25664,419.25664,447.28792,441.241,283.26409,283.26409,311.29537,305.24845
CL(18:0_18:0_20:0_20:4)-2H,755.5414433,622.4115933,489.2811933,608.3959533,465.2811933,419.25664,419.25664,447.28792,439.22536,283.26409,283.26409,311.29537,303.23281
CL(18:0_18:0_20:0_22:0)-2H,773.5883935,640.4585435,507.3281435,626.4429035,465.2812235,419.25664,419.25664,447.28792,475.3192,283.26409,283.26409,311.29537,339.32665
CL(18:0_18:0_20:0_22:5)-2H,768.5492684,635.4194184,502.2890184,621.4037784,465.2811984,419.25664,419.25664,447.28792,465.241,283.26409,283.26409,311.29537,329.24845
CL(18:0_18:0_20:0_22:6)-2H,767.5414433,634.4115933,501.2811933,620.3959533,465.2811933,419.25664,419.25664,447.28792,463.22536,283.26409,283.26409,311.29537,327.23281
CL(18:0_18:0_20:1_20:1)-2H,757.5570934,624.4272434,491.2968434,611.4194234,465.2812034,419.25664,419.25664,445.27228,445.27228,283.26409,283.26409,309.27973,309.27973
CL(18:0_18:0_20:1_20:2)-2H,756.5492684,623.4194184,490.2890184,610.4115984,465.2811984,419.25664,419.25664,445.27228,443.25664,283.26409,283.26409,309.27973,307.26409
CL(18:0_18:0_20:1_20:3)-2H,755.5414433,622.4115933,489.2811933,609.4037733,465.2811933,419.25664,419.25664,445.27228,441.241,283.26409,283.26409,309.27973,305.24845
CL(18:0_18:0_20:1_20:4)-2H,754.5336183,621.4037683,488.2733683,608.3959483,465.2811883,419.25664,419.25664,445.27228,439.22536,283.26409,283.26409,309.27973,303.23281
CL(18:0_18:0_20:1_22:0)-2H,772.5805685,639.4507185,506.3203185,626.4428985,465.2812185,419.25664,419.25664,445.27228,475.3192,283.26409,283.26409,309.27973,339.32665
CL(18:0_18:0_20:1_22:5)-2H,767.5414433,634.4115933,501.2811933,621.4037733,465.2811933,419.25664,419.25664,445.27228,465.241,283.26409,283.26409,309.27973,329.24845
CL(18:0_18:0_20:1_22:6)-2H,766.5336183,633.4037683,500.2733683,620.3959483,465.2811883,419.25664,419.25664,445.27228,463.22536,283.26409,283.26409,309.27973,327.23281
CL(18:0_18:0_20:2_20:2)-2H,755.5414433,622.4115933,489.2811933,610.4115933,465.2811933,419.25664,419.25664,443.25664,443.25664,283.26409,283.26409,307.26409,307.26409
CL(18:0_18:0_20:2_20:3)-2H,754.5336183,621.4037683,488.2733683,609.4037683,465.2811883,419.25664,419.25664,443.25664,441.241,283.26409,283.26409,307.26409,305.24845
