DGDG,[M+HCO2]-,T1_RCOO-,T2_RCOO-,M-FA1-FA2-H,M-FA1-FA2+H2O-H,M-FA1-FA2+2H2O-H
DGDG(8:0_8:0)+HCO2,713.36046,143.10775,143.10775,379.1246,397.1351,415.1457
DGDG(8:0_10:0)+HCO2,741.39176,143.10775,171.13905,379.1246,397.1351,415.1457
DGDG(8:0_12:0)+HCO2,769.42306,143.10775,199.17035,379.1246,397.1351,415.1457
DGDG(8:0_13:0)+HCO2,783.43876,143.10775,213.18605,379.1246,397.1351,415.1457
DGDG(8:0_14:0)+HCO2,797.45436,143.10775,227.20165,379.1246,397.1351,415.1457
DGDG(8:0_14:1)+HCO2,795.43876,143.10775,225.18605,379.1246,397.1351,415.1457
DGDG(8:0_15:0)+HCO2,811.47006,143.10775,241.21735,379.1246,397.1351,415.1457
DGDG(8:0_15:1)+HCO2,809.45436,143.10775,239.20165,379.1246,397.1351,415.1457
DGDG(8:0_16:0)+HCO2,825.48566,143.10775,255.23295,379.1246,397.1351,415.1457
DGDG(8:0_16:1)+HCO2,823.47006,143.10775,253.21735,379.1246,397.1351,415.1457
DGDG(8:0_17:0)+HCO2,839.50136,143.10775,269.24865,379.1246,397.1351,415.1457
DGDG(8:0_17:1)+HCO2,837.48566,143.10775,267.23295,379.1246,397.1351,415.1457
DGDG(8:0_17:2)+HCO2,835.47006,143.10775,265.21735,379.1246,397.1351,415.1457
DGDG(8:0_18:0)+HCO2,853.51696,143.10775,283.26425,379.1246,397.1351,415.1457
DGDG(8:0_18:1)+HCO2,851.50136,143.10775,281.24865,379.1246,397.1351,415.1457
DGDG(8:0_18:2)+HCO2,849.48566,143.10775,279.23295,379.1246,397.1351,415.1457
DGDG(8:0_18:3)+HCO2,847.47006,143.10775,277.21735,379.1246,397.1351,415.1457
DGDG(8:0_18:4)+HCO2,845.45436,143.10775,275.20165,379.1246,397.1351,415.1457
DGDG(8:0_19:0)+HCO2,867.53266,143.10775,297.27995,379.1246,397.1351,415.1457
DGDG(8:0_20:0)+HCO2,881.54826,143.10775,311.29555,379.1246,397.1351,415.1457
DGDG(8:0_20:1)+HCO2,879.53266,143.10775,309.27995,379.1246,397.1351,415.1457
DGDG(8:0_20:2)+HCO2,877.51696,143.10775,307.26425,379.1246,397.1351,415.1457
DGDG(8:0_20:3)+HCO2,875.50136,143.10775,305.24865,379.1246,397.1351,415.1457
DGDG(8:0_20:4)+HCO2,873.48566,143.10775,303.23295,379.1246,397.1351,415.1457
DGDG(8:0_20:5)+HCO2,871.47006,143.10775,301.21735,379.1246,397.1351,415.1457
DGDG(8:0_21:0)+HCO2,895.56396,143.10775,325.31125,379.1246,397.1351,415.1457
DGDG(8:0_22:0)+HCO2,909.57956,143.10775,339.32685,379.1246,397.1351,415.1457
DGDG(8:0_22:1)+HCO2,907.56396,143.10775,337.31125,379.1246,397.1351,415.1457
DGDG(8:0_22:2)+HCO2,905.54826,143.10775,335.29555,379.1246,397.1351,415.1457
DGDG(8:0_22:3)+HCO2,903.53266,143.10775,333.27995,379.1246,397.1351,415.1457
DGDG(8:0_22:4)+HCO2,901.51696,143.10775,331.26425,379.1246,397.1351,415.1457
DGDG(8:0_22:5)+HCO2,899.50136,143.10775,329.24865,379.1246,397.1351,415.1457
DGDG(8:0_22:6)+HCO2,897.48566,143.10775,327.23295,379.1246,397.1351,415.1457
DGDG(8:0_23:0)+HCO2,923.59526,143.10775,353.34255,379.1246,397.1351,415.1457
DGDG(8:0_24:0)+HCO2,937.61086,143.10775,367.35815,379.1246,397.1351,415.1457
DGDG(8:0_24:1)+HCO2,935.59526,143.10775,365.34255,379.1246,397.1351,415.1457
DGDG(8:0_25:0)+HCO2,951.62656,143.10775,381.37385,379.1246,397.1351,415.1457
DGDG(8:0_26:0)+HCO2,965.64216,143.10775,395.38945,379.1246,397.1351,415.1457
DGDG(10:0_10:0)+HCO2,769.42306,171.13905,171.13905,379.1246,397.1351,415.1457
DGDG(10:0_12:0)+HCO2,797.45436,171.13905,199.17035,379.1246,397.1351,415.1457
DGDG(10:0_13:0)+HCO2,811.47006,171.13905,213.18605,379.1246,397.1351,415.1457
DGDG(10:0_14:0)+HCO2,825.48566,171.13905,227.20165,379.1246,397.1351,415.1457
DGDG(10:0_14:1)+HCO2,823.47006,171.13905,225.18605,379.1246,397.1351,415.1457
DGDG(10:0_15:0)+HCO2,839.50136,171.13905,241.21735,379.1246,397.1351,415.1457
DGDG(10:0_15:1)+HCO2,837.48566,171.13905,239.20165,379.1246,397.1351,415.1457
DGDG(10:0_16:0)+HCO2,853.51696,171.13905,255.23295,379.1246,397.1351,415.1457
DGDG(10:0_16:1)+HCO2,851.50136,171.13905,253.21735,379.1246,397.1351,415.1457
DGDG(10:0_17:0)+HCO2,867.53266,171.13905,269.24865,379.1246,397.1351,415.1457
DGDG(10:0_17:1)+HCO2,865.51696,171.13905,267.23295,379.1246,397.1351,415.1457
DGDG(10:0_17:2)+HCO2,863.50136,171.13905,265.21735,379.1246,397.1351,415.1457
DGDG(10:0_18:0)+HCO2,881.54826,171.13905,283.26425,379.1246,397.1351,415.1457
DGDG(10:0_18:1)+HCO2,879.53266,171.13905,281.24865,379.1246,397.1351,415.1457
DGDG(10:0_18:2)+HCO2,877.51696,171.13905,279.23295,379.1246,397.1351,415.1457
DGDG(10:0_18:3)+HCO2,875.50136,171.13905,277.21735,379.1246,397.1351,415.1457
DGDG(10:0_18:4)+HCO2,873.48566,171.13905,275.20165,379.1246,397.1351,415.1457
DGDG(10:0_19:0)+HCO2,895.56396,171.13905,297.27995,379.1246,397.1351,415.1457
DGDG(10:0_20:0)+HCO2,909.57956,171.13905,311.29555,379.1246,397.1351,415.1457
DGDG(10:0_20:1)+HCO2,907.56396,171.13905,309.27995,379.1246,397.1351,415.1457
DGDG(10:0_20:2)+HCO2,905.54826,171.13905,307.26425,379.1246,397.1351,415.1457
DGDG(10:0_20:3)+HCO2,903.53266,171.13905,305.24865,379.1246,397.1351,415.1457
DGDG(10:0_20:4)+HCO2,901.51696,171.13905,303.23295,379.1246,397.1351,415.1457
DGDG(10:0_20:5)+HCO2,899.50136,171.13905,301.21735,379.1246,397.1351,415.1457
DGDG(10:0_21:0)+HCO2,923.59526,171.13905,325.31125,379.1246,397.1351,415.1457
DGDG(10:0_22:0)+HCO2,937.61086,171.13905,339.32685,379.1246,397.1351,415.1457
DGDG(10:0_22:1)+HCO2,935.59526,171.13905,337.31125,379.1246,397.1351,415.1457
DGDG(10:0_22:2)+HCO2,933.57956,171.13905,335.29555,379.1246,397.1351,415.1457
DGDG(10:0_22:3)+HCO2,931.56396,171.13905,333.27995,379.1246,397.1351,415.1457
DGDG(10:0_22:4)+HCO2,929.54826,171.13905,331.26425,379.1246,397.1351,415.1457
DGDG(10:0_22:5)+HCO2,927.53266,171.13905,329.24865,379.1246,397.1351,415.1457
DGDG(10:0_22:6)+HCO2,925.51696,171.13905,327.23295,379.1246,397.1351,415.1457
DGDG(10:0_23:0)+HCO2,951.62656,171.13905,353.34255,379.1246,397.1351,415.1457
DGDG(10:0_24:0)+HCO2,965.64216,171.13905,367.35815,379.1246,397.1351,415.1457
DGDG(10:0_24:1)+HCO2,963.62656,171.13905,365.34255,379.1246,397.1351,415.1457
DGDG(10:0_25:0)+HCO2,979.65786,171.13905,381.37385,379.1246,397.1351,415.1457
DGDG(10:0_26:0)+HCO2,993.67346,171.13905,395.38945,379.1246,397.1351,415.1457
DGDG(12:0_12:0)+HCO2,825.48566,199.17035,199.17035,379.1246,397.1351,415.1457
DGDG(12:0_13:0)+HCO2,839.50136,199.17035,213.18605,379.1246,397.1351,415.1457
DGDG(12:0_14:0)+HCO2,853.51696,199.17035,227.20165,379.1246,397.1351,415.1457
DGDG(12:0_14:1)+HCO2,851.50136,199.17035,225.18605,379.1246,397.1351,415.1457
DGDG(12:0_15:0)+HCO2,867.53266,199.17035,241.21735,379.1246,397.1351,415.1457
DGDG(12:0_15:1)+HCO2,865.51696,199.17035,239.20165,379.1246,397.1351,415.1457
DGDG(12:0_16:0)+HCO2,881.54826,199.17035,255.23295,379.1246,397.1351,415.1457
DGDG(12:0_16:1)+HCO2,879.53266,199.17035,253.21735,379.1246,397.1351,415.1457
DGDG(12:0_17:0)+HCO2,895.56396,199.17035,269.24865,379.1246,397.1351,415.1457
DGDG(12:0_17:1)+HCO2,893.54826,199.17035,267.23295,379.1246,397.1351,415.1457
DGDG(12:0_17:2)+HCO2,891.53266,199.17035,265.21735,379.1246,397.1351,415.1457
DGDG(12:0_18:0)+HCO2,909.57956,199.17035,283.26425,379.1246,397.1351,415.1457
DGDG(12:0_18:1)+HCO2,907.56396,199.17035,281.24865,379.1246,397.1351,415.1457
DGDG(12:0_18:2)+HCO2,905.54826,199.17035,279.23295,379.1246,397.1351,415.1457
DGDG(12:0_18:3)+HCO2,903.53266,199.17035,277.21735,379.1246,397.1351,415.1457
DGDG(12:0_18:4)+HCO2,901.51696,199.17035,275.20165,379.1246,397.1351,415.1457
DGDG(12:0_19:0)+HCO2,923.59526,199.17035,297.27995,379.1246,397.1351,415.1457
DGDG(12:0_20:0)+HCO2,937.61086,199.17035,311.29555,379.1246,397.1351,415.1457
DGDG(12:0_20:1)+HCO2,935.59526,199.17035,309.27995,379.1246,397.1351,415.1457
DGDG(12:0_20:2)+HCO2,933.57956,199.17035,307.26425,379.1246,397.1351,415.1457
DGDG(12:0_20:3)+HCO2,931.56396,199.17035,305.24865,379.1246,397.1351,415.1457
DGDG(12:0_20:4)+HCO2,929.54826,199.17035,303.23295,379.1246,397.1351,415.1457
DGDG(12:0_20:5)+HCO2,927.53266,199.17035,301.21735,379.1246,397.1351,415.1457
DGDG(12:0_21:0)+HCO2,951.62656,199.17035,325.31125,379.1246,397.1351,415.1457
DGDG(12:0_22:0)+HCO2,965.64216,199.17035,339.32685,379.1246,397.1351,415.1457
DGDG(12:0_22:1)+HCO2,963.62656,199.17035,337.31125,379.1246,397.1351,415.1457
DGDG(12:0_22:2)+HCO2,961.61086,199.17035,335.29555,379.1246,397.1351,415.1457
DGDG(12:0_22:3)+HCO2,959.59526,199.17035,333.27995,379.1246,397.1351,415.1457
DGDG(12:0_22:4)+HCO2,957.57956,199.17035,331.26425,379.1246,397.1351,415.1457
DGDG(12:0_22:5)+HCO2,955.56396,199.17035,329.24865,379.1246,397.1351,415.1457
DGDG(12:0_22:6)+HCO2,953.54826,199.17035,327.23295,379.1246,397.1351,415.1457
DGDG(12:0_23:0)+HCO2,979.65786,199.17035,353.34255,379.1246,397.1351,415.1457
DGDG(12:0_24:0)+HCO2,993.67346,199.17035,367.35815,379.1246,397.1351,415.1457
DGDG(12:0_24:1)+HCO2,991.65786,199.17035,365.34255,379.1246,397.1351,415.1457
DGDG(12:0_25:0)+HCO2,1007.68916,199.17035,381.37385,379.1246,397.1351,415.1457
DGDG(12:0_26:0)+HCO2,1021.70476,199.17035,395.38945,379.1246,397.1351,415.1457
DGDG(13:0_13:0)+HCO2,853.51706,213.18605,213.18605,379.1246,397.1351,415.1457
DGDG(13:0_14:0)+HCO2,867.53266,213.18605,227.20165,379.1246,397.1351,415.1457
DGDG(13:0_14:1)+HCO2,865.51706,213.18605,225.18605,379.1246,397.1351,415.1457
DGDG(13:0_15:0)+HCO2,881.54836,213.18605,241.21735,379.1246,397.1351,415.1457
DGDG(13:0_15:1)+HCO2,879.53266,213.18605,239.20165,379.1246,397.1351,415.1457
DGDG(13:0_16:0)+HCO2,895.56396,213.18605,255.23295,379.1246,397.1351,415.1457
DGDG(13:0_16:1)+HCO2,893.54836,213.18605,253.21735,379.1246,397.1351,415.1457
DGDG(13:0_17:0)+HCO2,909.57966,213.18605,269.24865,379.1246,397.1351,415.1457
DGDG(13:0_17:1)+HCO2,907.56396,213.18605,267.23295,379.1246,397.1351,415.1457
DGDG(13:0_17:2)+HCO2,905.54836,213.18605,265.21735,379.1246,397.1351,415.1457
DGDG(13:0_18:0)+HCO2,923.59526,213.18605,283.26425,379.1246,397.1351,415.1457
DGDG(13:0_18:1)+HCO2,921.57966,213.18605,281.24865,379.1246,397.1351,415.1457
DGDG(13:0_18:2)+HCO2,919.56396,213.18605,279.23295,379.1246,397.1351,415.1457
DGDG(13:0_18:3)+HCO2,917.54836,213.18605,277.21735,379.1246,397.1351,415.1457
DGDG(13:0_18:4)+HCO2,915.53266,213.18605,275.20165,379.1246,397.1351,415.1457
DGDG(13:0_19:0)+HCO2,937.61096,213.18605,297.27995,379.1246,397.1351,415.1457
DGDG(13:0_20:0)+HCO2,951.62656,213.18605,311.29555,379.1246,397.1351,415.1457
DGDG(13:0_20:1)+HCO2,949.61096,213.18605,309.27995,379.1246,397.1351,415.1457
DGDG(13:0_20:2)+HCO2,947.59526,213.18605,307.26425,379.1246,397.1351,415.1457
DGDG(13:0_20:3)+HCO2,945.57966,213.18605,305.24865,379.1246,397.1351,415.1457
DGDG(13:0_20:4)+HCO2,943.56396,213.18605,303.23295,379.1246,397.1351,415.1457
DGDG(13:0_20:5)+HCO2,941.54836,213.18605,301.21735,379.1246,397.1351,415.1457
DGDG(13:0_21:0)+HCO2,965.64226,213.18605,325.31125,379.1246,397.1351,415.1457
DGDG(13:0_22:0)+HCO2,979.65786,213.18605,339.32685,379.1246,397.1351,415.1457
DGDG(13:0_22:1)+HCO2,977.64226,213.18605,337.31125,379.1246,397.1351,415.1457
DGDG(13:0_22:2)+HCO2,975.62656,213.18605,335.29555,379.1246,397.1351,415.1457
DGDG(13:0_22:3)+HCO2,973.61096,213.18605,333.27995,379.1246,397.1351,415.1457
DGDG(13:0_22:4)+HCO2,971.59526,213.18605,331.26425,379.1246,397.1351,415.1457
DGDG(13:0_22:5)+HCO2,969.57966,213.18605,329.24865,379.1246,397.1351,415.1457
DGDG(13:0_22:6)+HCO2,967.56396,213.18605,327.23295,379.1246,397.1351,415.1457
DGDG(13:0_23:0)+HCO2,993.67356,213.18605,353.34255,379.1246,397.1351,415.1457
DGDG(13:0_24:0)+HCO2,1007.68916,213.18605,367.35815,379.1246,397.1351,415.1457
DGDG(13:0_24:1)+HCO2,1005.67356,213.18605,365.34255,379.1246,397.1351,415.1457
DGDG(13:0_25:0)+HCO2,1021.70486,213.18605,381.37385,379.1246,397.1351,415.1457
DGDG(13:0_26:0)+HCO2,1035.72046,213.18605,395.38945,379.1246,397.1351,415.1457
DGDG(14:0_14:0)+HCO2,881.54826,227.20165,227.20165,379.1246,397.1351,415.1457
DGDG(14:0_14:1)+HCO2,879.53266,227.20165,225.18605,379.1246,397.1351,415.1457
DGDG(14:0_15:0)+HCO2,895.56396,227.20165,241.21735,379.1246,397.1351,415.1457
DGDG(14:0_15:1)+HCO2,893.54826,227.20165,239.20165,379.1246,397.1351,415.1457
DGDG(14:0_16:0)+HCO2,909.57956,227.20165,255.23295,379.1246,397.1351,415.1457
DGDG(14:0_16:1)+HCO2,907.56396,227.20165,253.21735,379.1246,397.1351,415.1457
DGDG(14:0_17:0)+HCO2,923.59526,227.20165,269.24865,379.1246,397.1351,415.1457
DGDG(14:0_17:1)+HCO2,921.57956,227.20165,267.23295,379.1246,397.1351,415.1457
DGDG(14:0_17:2)+HCO2,919.56396,227.20165,265.21735,379.1246,397.1351,415.1457
DGDG(14:0_18:0)+HCO2,937.61086,227.20165,283.26425,379.1246,397.1351,415.1457
DGDG(14:0_18:1)+HCO2,935.59526,227.20165,281.24865,379.1246,397.1351,415.1457
DGDG(14:0_18:2)+HCO2,933.57956,227.20165,279.23295,379.1246,397.1351,415.1457
DGDG(14:0_18:3)+HCO2,931.56396,227.20165,277.21735,379.1246,397.1351,415.1457
DGDG(14:0_18:4)+HCO2,929.54826,227.20165,275.20165,379.1246,397.1351,415.1457
DGDG(14:0_19:0)+HCO2,951.62656,227.20165,297.27995,379.1246,397.1351,415.1457
DGDG(14:0_20:0)+HCO2,965.64216,227.20165,311.29555,379.1246,397.1351,415.1457
DGDG(14:0_20:1)+HCO2,963.62656,227.20165,309.27995,379.1246,397.1351,415.1457
DGDG(14:0_20:2)+HCO2,961.61086,227.20165,307.26425,379.1246,397.1351,415.1457
DGDG(14:0_20:3)+HCO2,959.59526,227.20165,305.24865,379.1246,397.1351,415.1457
DGDG(14:0_20:4)+HCO2,957.57956,227.20165,303.23295,379.1246,397.1351,415.1457
DGDG(14:0_20:5)+HCO2,955.56396,227.20165,301.21735,379.1246,397.1351,415.1457
DGDG(14:0_21:0)+HCO2,979.65786,227.20165,325.31125,379.1246,397.1351,415.1457
DGDG(14:0_22:0)+HCO2,993.67346,227.20165,339.32685,379.1246,397.1351,415.1457
DGDG(14:0_22:1)+HCO2,991.65786,227.20165,337.31125,379.1246,397.1351,415.1457
DGDG(14:0_22:2)+HCO2,989.64216,227.20165,335.29555,379.1246,397.1351,415.1457
DGDG(14:0_22:3)+HCO2,987.62656,227.20165,333.27995,379.1246,397.1351,415.1457
DGDG(14:0_22:4)+HCO2,985.61086,227.20165,331.26425,379.1246,397.1351,415.1457
DGDG(14:0_22:5)+HCO2,983.59526,227.20165,329.24865,379.1246,397.1351,415.1457
DGDG(14:0_22:6)+HCO2,981.57956,227.20165,327.23295,379.1246,397.1351,415.1457
DGDG(14:0_23:0)+HCO2,1007.68916,227.20165,353.34255,379.1246,397.1351,415.1457
DGDG(14:0_24:0)+HCO2,1021.70476,227.20165,367.35815,379.1246,397.1351,415.1457
DGDG(14:0_24:1)+HCO2,1019.68916,227.20165,365.34255,379.1246,397.1351,415.1457
DGDG(14:0_25:0)+HCO2,1035.72046,227.20165,381.37385,379.1246,397.1351,415.1457
DGDG(14:0_26:0)+HCO2,1049.73606,227.20165,395.38945,379.1246,397.1351,415.1457
DGDG(14:1_14:1)+HCO2,877.51706,225.18605,225.18605,379.1246,397.1351,415.1457
DGDG(14:1_15:0)+HCO2,893.54836,225.18605,241.21735,379.1246,397.1351,415.1457
DGDG(14:1_15:1)+HCO2,891.53266,225.18605,239.20165,379.1246,397.1351,415.1457
DGDG(14:1_16:0)+HCO2,907.56396,225.18605,255.23295,379.1246,397.1351,415.1457
DGDG(14:1_16:1)+HCO2,905.54836,225.18605,253.21735,379.1246,397.1351,415.1457
DGDG(14:1_17:0)+HCO2,921.57966,225.18605,269.24865,379.1246,397.1351,415.1457
DGDG(14:1_17:1)+HCO2,919.56396,225.18605,267.23295,379.1246,397.1351,415.1457
DGDG(14:1_17:2)+HCO2,917.54836,225.18605,265.21735,379.1246,397.1351,415.1457
DGDG(14:1_18:0)+HCO2,935.59526,225.18605,283.26425,379.1246,397.1351,415.1457
DGDG(14:1_18:1)+HCO2,933.57966,225.18605,281.24865,379.1246,397.1351,415.1457
DGDG(14:1_18:2)+HCO2,931.56396,225.18605,279.23295,379.1246,397.1351,415.1457
DGDG(14:1_18:3)+HCO2,929.54836,225.18605,277.21735,379.1246,397.1351,415.1457
DGDG(14:1_18:4)+HCO2,927.53266,225.18605,275.20165,379.1246,397.1351,415.1457
DGDG(14:1_19:0)+HCO2,949.61096,225.18605,297.27995,379.1246,397.1351,415.1457
DGDG(14:1_20:0)+HCO2,963.62656,225.18605,311.29555,379.1246,397.1351,415.1457
DGDG(14:1_20:1)+HCO2,961.61096,225.18605,309.27995,379.1246,397.1351,415.1457
DGDG(14:1_20:2)+HCO2,959.59526,225.18605,307.26425,379.1246,397.1351,415.1457
DGDG(14:1_20:3)+HCO2,957.57966,225.18605,305.24865,379.1246,397.1351,415.1457
DGDG(14:1_20:4)+HCO2,955.56396,225.18605,303.23295,379.1246,397.1351,415.1457
DGDG(14:1_20:5)+HCO2,953.54836,225.18605,301.21735,379.1246,397.1351,415.1457
DGDG(14:1_21:0)+HCO2,977.64226,225.18605,325.31125,379.1246,397.1351,415.1457
DGDG(14:1_22:0)+HCO2,991.65786,225.18605,339.32685,379.1246,397.1351,415.1457
DGDG(14:1_22:1)+HCO2,989.64226,225.18605,337.31125,379.1246,397.1351,415.1457
DGDG(14:1_22:2)+HCO2,987.62656,225.18605,335.29555,379.1246,397.1351,415.1457
DGDG(14:1_22:3)+HCO2,985.61096,225.18605,333.27995,379.1246,397.1351,415.1457
DGDG(14:1_22:4)+HCO2,983.59526,225.18605,331.26425,379.1246,397.1351,415.1457
DGDG(14:1_22:5)+HCO2,981.57966,225.18605,329.24865,379.1246,397.1351,415.1457
DGDG(14:1_22:6)+HCO2,979.56396,225.18605,327.23295,379.1246,397.1351,415.1457
DGDG(14:1_23:0)+HCO2,1005.67356,225.18605,353.34255,379.1246,397.1351,415.1457
DGDG(14:1_24:0)+HCO2,1019.68916,225.18605,367.35815,379.1246,397.1351,415.1457
DGDG(14:1_24:1)+HCO2,1017.67356,225.18605,365.34255,379.1246,397.1351,415.1457
DGDG(14:1_25:0)+HCO2,1033.70486,225.18605,381.37385,379.1246,397.1351,415.1457
DGDG(14:1_26:0)+HCO2,1047.72046,225.18605,395.38945,379.1246,397.1351,415.1457
DGDG(15:0_15:0)+HCO2,909.57966,241.21735,241.21735,379.1246,397.1351,415.1457
DGDG(15:0_15:1)+HCO2,907.56396,241.21735,239.20165,379.1246,397.1351,415.1457
DGDG(15:0_16:0)+HCO2,923.59526,241.21735,255.23295,379.1246,397.1351,415.1457
DGDG(15:0_16:1)+HCO2,921.57966,241.21735,253.21735,379.1246,397.1351,415.1457
DGDG(15:0_17:0)+HCO2,937.61096,241.21735,269.24865,379.1246,397.1351,415.1457
DGDG(15:0_17:1)+HCO2,935.59526,241.21735,267.23295,379.1246,397.1351,415.1457
DGDG(15:0_17:2)+HCO2,933.57966,241.21735,265.21735,379.1246,397.1351,415.1457
DGDG(15:0_18:0)+HCO2,951.62656,241.21735,283.26425,379.1246,397.1351,415.1457
DGDG(15:0_18:1)+HCO2,949.61096,241.21735,281.24865,379.1246,397.1351,415.1457
DGDG(15:0_18:2)+HCO2,947.59526,241.21735,279.23295,379.1246,397.1351,415.1457
DGDG(15:0_18:3)+HCO2,945.57966,241.21735,277.21735,379.1246,397.1351,415.1457
DGDG(15:0_18:4)+HCO2,943.56396,241.21735,275.20165,379.1246,397.1351,415.1457
DGDG(15:0_19:0)+HCO2,965.64226,241.21735,297.27995,379.1246,397.1351,415.1457
DGDG(15:0_20:0)+HCO2,979.65786,241.21735,311.29555,379.1246,397.1351,415.1457
DGDG(15:0_20:1)+HCO2,977.64226,241.21735,309.27995,379.1246,397.1351,415.1457
DGDG(15:0_20:2)+HCO2,975.62656,241.21735,307.26425,379.1246,397.1351,415.1457
DGDG(15:0_20:3)+HCO2,973.61096,241.21735,305.24865,379.1246,397.1351,415.1457
DGDG(15:0_20:4)+HCO2,971.59526,241.21735,303.23295,379.1246,397.1351,415.1457
DGDG(15:0_20:5)+HCO2,969.57966,241.21735,301.21735,379.1246,397.1351,415.1457
DGDG(15:0_21:0)+HCO2,993.67356,241.21735,325.31125,379.1246,397.1351,415.1457
DGDG(15:0_22:0)+HCO2,1007.68916,241.21735,339.32685,379.1246,397.1351,415.1457
DGDG(15:0_22:1)+HCO2,1005.67356,241.21735,337.31125,379.1246,397.1351,415.1457
DGDG(15:0_22:2)+HCO2,1003.65786,241.21735,335.29555,379.1246,397.1351,415.1457
DGDG(15:0_22:3)+HCO2,1001.64226,241.21735,333.27995,379.1246,397.1351,415.1457
DGDG(15:0_22:4)+HCO2,999.62656,241.21735,331.26425,379.1246,397.1351,415.1457
DGDG(15:0_22:5)+HCO2,997.61096,241.21735,329.24865,379.1246,397.1351,415.1457
DGDG(15:0_22:6)+HCO2,995.59526,241.21735,327.23295,379.1246,397.1351,415.1457
DGDG(15:0_23:0)+HCO2,1021.70486,241.21735,353.34255,379.1246,397.1351,415.1457
DGDG(15:0_24:0)+HCO2,1035.72046,241.21735,367.35815,379.1246,397.1351,415.1457
DGDG(15:0_24:1)+HCO2,1033.70486,241.21735,365.34255,379.1246,397.1351,415.1457
DGDG(15:0_25:0)+HCO2,1049.73616,241.21735,381.37385,379.1246,397.1351,415.1457
DGDG(15:0_26:0)+HCO2,1063.75176,241.21735,395.38945,379.1246,397.1351,415.1457
DGDG(15:1_15:1)+HCO2,905.54826,239.20165,239.20165,379.1246,397.1351,415.1457
DGDG(15:1_16:0)+HCO2,921.57956,239.20165,255.23295,379.1246,397.1351,415.1457
DGDG(15:1_16:1)+HCO2,919.56396,239.20165,253.21735,379.1246,397.1351,415.1457
DGDG(15:1_17:0)+HCO2,935.59526,239.20165,269.24865,379.1246,397.1351,415.1457
DGDG(15:1_17:1)+HCO2,933.57956,239.20165,267.23295,379.1246,397.1351,415.1457
DGDG(15:1_17:2)+HCO2,931.56396,239.20165,265.21735,379.1246,397.1351,415.1457
DGDG(15:1_18:0)+HCO2,949.61086,239.20165,283.26425,379.1246,397.1351,415.1457
DGDG(15:1_18:1)+HCO2,947.59526,239.20165,281.24865,379.1246,397.1351,415.1457
DGDG(15:1_18:2)+HCO2,945.57956,239.20165,279.23295,379.1246,397.1351,415.1457
DGDG(15:1_18:3)+HCO2,943.56396,239.20165,277.21735,379.1246,397.1351,415.1457
DGDG(15:1_18:4)+HCO2,941.54826,239.20165,275.20165,379.1246,397.1351,415.1457
DGDG(15:1_19:0)+HCO2,963.62656,239.20165,297.27995,379.1246,397.1351,415.1457
DGDG(15:1_20:0)+HCO2,977.64216,239.20165,311.29555,379.1246,397.1351,415.1457
DGDG(15:1_20:1)+HCO2,975.62656,239.20165,309.27995,379.1246,397.1351,415.1457
DGDG(15:1_20:2)+HCO2,973.61086,239.20165,307.26425,379.1246,397.1351,415.1457
DGDG(15:1_20:3)+HCO2,971.59526,239.20165,305.24865,379.1246,397.1351,415.1457
DGDG(15:1_20:4)+HCO2,969.57956,239.20165,303.23295,379.1246,397.1351,415.1457
DGDG(15:1_20:5)+HCO2,967.56396,239.20165,301.21735,379.1246,397.1351,415.1457
DGDG(15:1_21:0)+HCO2,991.65786,239.20165,325.31125,379.1246,397.1351,415.1457
DGDG(15:1_22:0)+HCO2,1005.67346,239.20165,339.32685,379.1246,397.1351,415.1457
DGDG(15:1_22:1)+HCO2,1003.65786,239.20165,337.31125,379.1246,397.1351,415.1457
DGDG(15:1_22:2)+HCO2,1001.64216,239.20165,335.29555,379.1246,397.1351,415.1457
DGDG(15:1_22:3)+HCO2,999.62656,239.20165,333.27995,379.1246,397.1351,415.1457
DGDG(15:1_22:4)+HCO2,997.61086,239.20165,331.26425,379.1246,397.1351,415.1457
DGDG(15:1_22:5)+HCO2,995.59526,239.20165,329.24865,379.1246,397.1351,415.1457
DGDG(15:1_22:6)+HCO2,993.57956,239.20165,327.23295,379.1246,397.1351,415.1457
DGDG(15:1_23:0)+HCO2,1019.68916,239.20165,353.34255,379.1246,397.1351,415.1457
DGDG(15:1_24:0)+HCO2,1033.70476,239.20165,367.35815,379.1246,397.1351,415.1457
DGDG(15:1_24:1)+HCO2,1031.68916,239.20165,365.34255,379.1246,397.1351,415.1457
DGDG(15:1_25:0)+HCO2,1047.72046,239.20165,381.37385,379.1246,397.1351,415.1457
DGDG(15:1_26:0)+HCO2,1061.73606,239.20165,395.38945,379.1246,397.1351,415.1457
DGDG(16:0_16:0)+HCO2,937.61086,255.23295,255.23295,379.1246,397.1351,415.1457
DGDG(16:0_16:1)+HCO2,935.59526,255.23295,253.21735,379.1246,397.1351,415.1457
DGDG(16:0_17:0)+HCO2,951.62656,255.23295,269.24865,379.1246,397.1351,415.1457
DGDG(16:0_17:1)+HCO2,949.61086,255.23295,267.23295,379.1246,397.1351,415.1457
DGDG(16:0_17:2)+HCO2,947.59526,255.23295,265.21735,379.1246,397.1351,415.1457
DGDG(16:0_18:0)+HCO2,965.64216,255.23295,283.26425,379.1246,397.1351,415.1457
DGDG(16:0_18:1)+HCO2,963.62656,255.23295,281.24865,379.1246,397.1351,415.1457
