PEG,[M+?]+,fragment 1,fragment 2
PEG(n=3_NH4+_CH2=0_DBE=1_(2-OH)),198.098,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=6_(1-NH3)),198.100,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=6_(2-NH3)),198.124,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=0_(1-OH)),198.134,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=1_(2=O)),199.022,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=4_(2=O)),199.024,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=1_(1=O)),199.058,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=4_(1=O)),199.060,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=0_(3-OH)),199.082,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=5_(1-NH3)),199.084,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=1_),199.095,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=4_),199.097,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=5_(2-NH3)),199.108,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=1_(1-NH3)),199.118,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=4_(1-NH3)),199.120,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=1_(2-NH3)),199.142,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=4_(2-NH3)),199.144,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=5_(2=O)),200.019,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=5_(1=O)),200.056,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=6_(1-NH3)),200.079,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=5_),200.092,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=6_(2-NH3)),200.103,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=0_(2-OH)),200.113,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=5_(1-NH3)),200.116,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=5_(2-NH3)),200.140,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=6_(3-OH)),201.003,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=0_(2=O)),201.037,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=3_(2=O)),201.040,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=0_(1=O)),201.074,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=3_(1=O)),201.076,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=4_(1-NH3)),201.100,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=0_),201.110,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=3_),201.112,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=4_(2-NH3)),201.124,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=0_(1-NH3)),201.134,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=3_(1-NH3)),201.136,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=0_(2-NH3)),201.158,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=3_(2-NH3)),201.160,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=4_(2=O)),202.035,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=4_(1=O)),202.071,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=5_(1-NH3)),202.095,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=4_),202.108,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=5_(2-NH3)),202.119,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=4_(1-NH3)),202.131,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=4_(2-NH3)),202.155,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=6_(2=O)),202.959,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=6_(4-OH)),202.982,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=6_(1=O)),202.995,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=5_(3-OH)),203.019,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=6_),203.032,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=1_(2-OH)),203.053,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=2_(2=O)),203.055,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=6_(2-NH3)),203.079,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=0_(1-OH)),203.090,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=2_(1=O)),203.092,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=3_(1-NH3)),203.116,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=2_),203.128,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=3_(2-NH3)),203.139,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=2_(1-NH3)),203.152,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=2_(2-NH3)),203.176,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=6_(3-OH)),204.014,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=3_(2=O)),204.051,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=3_(1=O)),204.087,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=4_(1-NH3)),204.111,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=3_),204.123,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=4_(2-NH3)),204.135,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=3_(1-NH3)),204.147,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=3_(2-NH3)),204.171,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=5_(2=O)),204.975,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=5_(4-OH)),204.998,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=5_(1=O)),205.011,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=4_(3-OH)),205.035,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=5_),205.047,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=6_(2-NH3)),205.059,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=0_(2-OH)),205.069,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=1_(2=O)),205.071,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=5_(2-NH3)),205.095,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=1_(1=O)),205.107,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=2_(1-NH3)),205.131,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=1_),205.144,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=2_(2-NH3)),205.155,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=1_(1-NH3)),205.168,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=1_(2-NH3)),205.191,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=5_(3-OH)),206.030,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=2_(2=O)),206.066,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=2_(1=O)),206.103,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=3_(1-NH3)),206.127,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=2_),206.139,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=3_(2-NH3)),206.150,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=2_(1-NH3)),206.163,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=2_(2-NH3)),206.187,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=4_(2=O)),206.990,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=4_(4-OH)),207.014,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=4_(1=O)),207.027,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=3_(3-OH)),207.050,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=5_(1-NH3)),207.051,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=4_),207.063,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=5_(2-NH3)),207.074,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=0_(2=O)),207.087,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=4_(2-NH3)),207.111,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=0_(1=O)),207.123,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=1_(1-NH3)),207.147,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=0_),207.159,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=1_(2-NH3)),207.171,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=0_(1-NH3)),207.183,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=0_(2-NH3)),207.207,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=4_(3-OH)),208.046,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=1_(2=O)),208.082,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=1_(1=O)),208.118,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=2_(1-NH3)),208.142,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=1_),208.155,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=2_(2-NH3)),208.166,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=1_(1-NH3)),208.179,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=1_(2-NH3)),208.202,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=6_(3-OH)),208.970,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=3_(2=O)),209.006,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=6_(2=O)),209.008,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=3_(4-OH)),209.030,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=3_(1=O)),209.042,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=6_(1=O)),209.044,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=2_(3-OH)),209.066,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=3_),209.079,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=6_),209.081,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=4_(2-NH3)),209.090,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=1_(2-OH)),209.102,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=3_(1-NH3)),209.103,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=6_(1-NH3)),209.105,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=3_(2-NH3)),209.126,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=6_(2-NH3)),209.128,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=0_(1-OH)),209.139,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=0_(1-NH3)),209.163,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=0_(2-NH3)),209.186,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=3_(3-OH)),210.061,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=0_(2=O)),210.098,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=0_(1=O)),210.134,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=1_(1-NH3)),210.158,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=0_),210.170,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=1_(2-NH3)),210.182,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=0_(1-NH3)),210.194,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=0_(2-NH3)),210.218,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=5_(3-OH)),210.985,89.0602,133.0859
PEG(n=4_H+_CH2=0_DBE=6_(2=O)),210.987,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=2_(2=O)),211.022,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=5_(2=O)),211.024,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=2_(4-OH)),211.045,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=2_(1=O)),211.058,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=5_(1=O)),211.060,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=1_(3-OH)),211.082,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=6_(1-NH3)),211.084,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=2_),211.094,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=5_),211.097,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=3_(2-NH3)),211.106,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=6_(2-NH3)),211.108,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=0_(2-OH)),211.118,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=5_(1-NH3)),211.120,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=2_(2-NH3)),211.142,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=5_(2-NH3)),211.144,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=6_(2=O)),212.019,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=6_(1=O)),212.055,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=2_(3-OH)),212.077,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=6_),212.092,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=1_(2-OH)),212.113,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=6_(1-NH3)),212.116,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=6_(2-NH3)),212.139,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=0_(1-OH)),212.150,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=0_(1-NH3)),212.174,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=0_(2-NH3)),212.197,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=4_(3-OH)),213.001,89.0602,133.0859
PEG(n=4_H+_CH2=0_DBE=5_(2=O)),213.003,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=1_(2=O)),213.037,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=4_(2=O)),213.039,89.0602,133.0859
PEG(n=4_H+_CH2=1_DBE=5_(1=O)),213.040,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=1_(4-OH)),213.061,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=1_(1=O)),213.074,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=4_(1=O)),213.076,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=0_(3-OH)),213.097,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=2_(1-NH3)),213.098,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=5_(1-NH3)),213.100,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=1_),213.110,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=4_),213.112,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=2_(2-NH3)),213.121,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=5_(2-NH3)),213.124,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=1_(1-NH3)),213.134,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=4_(1-NH3)),213.136,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=1_(2-NH3)),213.158,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=4_(2-NH3)),213.160,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=5_(2=O)),214.035,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=5_(1=O)),214.071,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=1_(3-OH)),214.093,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=6_(1-NH3)),214.095,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=5_),214.108,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=6_(2-NH3)),214.119,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=0_(2-OH)),214.129,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=5_(1-NH3)),214.131,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=5_(2-NH3)),214.155,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=3_(3-OH)),215.017,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=6_(3-OH)),215.019,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=0_(2=O)),215.053,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=3_(2=O)),215.055,89.0602,133.0859
PEG(n=3_H+_CH2=0_DBE=0_(4-OH)),215.077,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=0_(1=O)),215.089,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=1_),215.090,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=3_(1=O)),215.092,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=1_(1-NH3)),215.113,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=4_(1-NH3)),215.115,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=0_),215.126,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=3_),215.128,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=1_(2-NH3)),215.137,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=4_(2-NH3)),215.139,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=0_(1-NH3)),215.150,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=3_(1-NH3)),215.152,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=0_(2-NH3)),215.173,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=3_(2-NH3)),215.176,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=4_(2=O)),216.050,89.0602,133.0859
PEG(n=4_NH4+_CH2=0_DBE=5_(1=O)),216.051,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=4_(1=O)),216.087,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=0_(3-OH)),216.108,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=5_(1-NH3)),216.111,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=4_),216.123,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=5_(2-NH3)),216.135,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=4_(1-NH3)),216.147,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=4_(2-NH3)),216.171,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=6_(2=O)),216.974,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=6_(4-OH)),216.998,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=6_(1=O)),217.011,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=2_(3-OH)),217.032,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=5_(3-OH)),217.034,89.0602,133.0859
PEG(n=4_H+_CH2=0_DBE=3_(2=O)),217.035,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=6_),217.047,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=1_(2-OH)),217.069,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=2_(2=O)),217.071,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=6_(2-NH3)),217.095,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=0_(1-OH)),217.105,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=2_(1=O)),217.107,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=0_(1-NH3)),217.129,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=3_(1-NH3)),217.131,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=2_),217.144,89.0602,133.0859
PEG(n=4_Na+_CH2=0_DBE=0_(2-NH3)),217.153,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=3_(2-NH3)),217.155,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=2_(1-NH3)),217.167,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=2_(2-NH3)),217.191,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=6_(3-OH)),218.030,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=3_(2=O)),218.066,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=3_(1=O)),218.103,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=4_(1-NH3)),218.126,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=3_),218.139,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=4_(2-NH3)),218.150,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=3_(1-NH3)),218.163,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=3_(2-NH3)),218.187,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=5_(2=O)),218.990,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=5_(4-OH)),219.014,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=5_(1=O)),219.027,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=1_(3-OH)),219.048,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=4_(3-OH)),219.050,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=5_),219.063,89.0602,133.0859
PEG(n=4_Na+_CH2=1_DBE=6_(2-NH3)),219.074,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=0_(2-OH)),219.084,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=1_(2=O)),219.087,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=5_(2-NH3)),219.111,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=1_(1=O)),219.123,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=2_(1-NH3)),219.147,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=1_),219.159,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=2_(2-NH3)),219.171,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=1_(1-NH3)),219.183,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=1_(2-NH3)),219.207,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=6_(4-OH)),220.009,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=5_(3-OH)),220.045,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=2_(2=O)),220.082,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=2_(1=O)),220.118,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=3_(1-NH3)),220.142,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=2_),220.155,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=3_(2-NH3)),220.166,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=2_(1-NH3)),220.178,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=2_(2-NH3)),220.202,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=4_(2=O)),221.006,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=4_(4-OH)),221.029,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=4_(1=O)),221.042,89.0602,133.0859
PEG(n=3_Na+_CH2=0_DBE=0_(3-OH)),221.064,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=3_(3-OH)),221.066,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=4_),221.079,89.0602,133.0859
PEG(n=4_Na+_CH2=1_DBE=5_(2-NH3)),221.090,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=0_(2=O)),221.102,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=4_(2-NH3)),221.126,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=0_(1=O)),221.139,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=1_(1-NH3)),221.163,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=0_),221.175,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=1_(2-NH3)),221.186,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=0_(1-NH3)),221.199,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=0_(2-NH3)),221.223,89.0602,133.0859
PEG(n=3_NH4+_CH2=0_DBE=5_(4-OH)),222.025,89.0602,133.0859
PEG(n=3_NH4+_CH2=1_DBE=4_(3-OH)),222.061,89.0602,133.0859
PEG(n=3_NH4+_CH2=2_DBE=1_(2=O)),222.098,89.0602,133.0859
PEG(n=3_NH4+_CH2=3_DBE=1_(1=O)),222.134,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=2_(1-NH3)),222.158,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=1_),222.170,89.0602,133.0859
PEG(n=4_NH4+_CH2=1_DBE=2_(2-NH3)),222.182,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=1_(1-NH3)),222.194,89.0602,133.0859
PEG(n=3_NH4+_CH2=4_DBE=1_(2-NH3)),222.218,89.0602,133.0859
PEG(n=3_Na+_CH2=1_DBE=6_(3-OH)),222.985,89.0602,133.0859
PEG(n=3_Na+_CH2=2_DBE=3_(2=O)),223.022,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=6_(2=O)),223.024,89.0602,133.0859
PEG(n=3_H+_CH2=1_DBE=3_(4-OH)),223.045,89.0602,133.0859
PEG(n=3_Na+_CH2=3_DBE=3_(1=O)),223.058,89.0602,133.0859
PEG(n=3_H+_CH2=5_DBE=6_(1=O)),223.060,89.0602,133.0859
PEG(n=3_H+_CH2=2_DBE=2_(3-OH)),223.082,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=3_),223.094,89.0602,133.0859
PEG(n=3_H+_CH2=6_DBE=6_),223.096,89.0602,133.0859
PEG(n=4_Na+_CH2=1_DBE=4_(2-NH3)),223.106,89.0602,133.0859
PEG(n=3_H+_CH2=3_DBE=1_(2-OH)),223.118,89.0602,133.0859
PEG(n=3_H+_CH2=6_DBE=6_(1-NH3)),223.120,89.0602,133.0859
PEG(n=3_Na+_CH2=4_DBE=3_(2-NH3)),223.142,89.0602,133.0859
PEG(n=3_H+_CH2=6_DBE=6_(2-NH3)),223.144,89.0602,133.0859
PEG(n=3_H+_CH2=4_DBE=0_(1-OH)),223.154,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=0_(1-NH3)),223.178,89.0602,133.0859
PEG(n=4_H+_CH2=2_DBE=0_(2-NH3)),223.202,89.0602,133.0859
