PEG,[M+?]+,fragment 1,fragment 2
PEG(n=29_Na+_CH2=0_DBE=5_(2=O)),1335.640,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=6_(4-OH)),1335.676,89.0602,133.0859
PEG(n=29_Na+_CH2=1_DBE=5_(1=O)),1335.677,89.0602,133.0859
PEG(n=28_Na+_CH2=0_DBE=1_(4-OH)),1335.698,89.0602,133.0859
PEG(n=28_H+_CH2=2_DBE=4_(4-OH)),1335.700,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=5_(4-OH)),1335.713,89.0602,133.0859
PEG(n=27_H+_CH2=8_DBE=6_(2=O)),1335.715,89.0602,133.0859
PEG(n=27_Na+_CH2=3_DBE=0_(4-OH)),1335.734,89.0602,133.0859
PEG(n=27_H+_CH2=5_DBE=3_(4-OH)),1335.736,89.0602,133.0859
PEG(n=29_H+_CH2=1_DBE=1_(2=O)),1335.737,89.0602,133.0859
PEG(n=24_Na+_CH2=13_DBE=4_(4-OH)),1335.749,89.0602,133.0859
PEG(n=26_H+_CH2=11_DBE=5_(2=O)),1335.751,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=5_(2-NH3)),1335.761,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=6_(2=O)),1335.764,89.0602,133.0859
PEG(n=26_H+_CH2=8_DBE=2_(4-OH)),1335.773,89.0602,133.0859
PEG(n=23_Na+_CH2=16_DBE=3_(4-OH)),1335.785,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=3_),1335.786,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=6_(4-OH)),1335.787,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=6_),1335.788,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=4_(2-NH3)),1335.797,89.0602,133.0859
PEG(n=25_H+_CH2=11_DBE=1_(4-OH)),1335.809,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=6_(1-NH3)),1335.811,89.0602,133.0859
PEG(n=30_H+_CH2=0_DBE=2_(2-NH3)),1335.821,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=2_(3-OH)),1335.822,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=5_(3-OH)),1335.824,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=3_(2-NH3)),1335.833,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=6_(2-NH3)),1335.835,89.0602,133.0859
PEG(n=24_H+_CH2=14_DBE=0_(4-OH)),1335.845,89.0602,133.0859
PEG(n=27_H+_CH2=8_DBE=0_(1-OH)),1335.846,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=5_(1-NH3)),1335.848,89.0602,133.0859
PEG(n=29_H+_CH2=3_DBE=1_(2-NH3)),1335.857,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=1_(2-OH)),1335.858,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=3_(1=O)),1335.860,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=2_(2-NH3)),1335.869,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=5_(2-NH3)),1335.872,89.0602,133.0859
PEG(n=25_Na+_CH2=14_DBE=1_(1-NH3)),1335.882,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=4_(1-NH3)),1335.884,89.0602,133.0859
PEG(n=28_H+_CH2=6_DBE=0_(2-NH3)),1335.893,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=0_(1-OH)),1335.894,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=3_),1335.897,89.0602,133.0859
PEG(n=25_Na+_CH2=14_DBE=1_(2-NH3)),1335.906,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=4_(2-NH3)),1335.908,89.0602,133.0859
PEG(n=24_Na+_CH2=17_DBE=0_(1-NH3)),1335.918,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=3_(1-NH3)),1335.920,89.0602,133.0859
PEG(n=24_Na+_CH2=17_DBE=0_(2-NH3)),1335.942,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=3_(2-NH3)),1335.944,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=5_(4-OH)),1336.695,89.0602,133.0859
PEG(n=27_NH4+_CH2=4_DBE=4_(4-OH)),1336.732,89.0602,133.0859
PEG(n=26_NH4+_CH2=10_DBE=6_(2=O)),1336.746,89.0602,133.0859
PEG(n=26_NH4+_CH2=7_DBE=3_(4-OH)),1336.768,89.0602,133.0859
PEG(n=25_NH4+_CH2=13_DBE=5_(2=O)),1336.783,89.0602,133.0859
PEG(n=25_NH4+_CH2=10_DBE=2_(4-OH)),1336.804,89.0602,133.0859
PEG(n=28_NH4+_CH2=4_DBE=1_(1=O)),1336.805,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=6_(3-OH)),1336.819,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=2_(1-NH3)),1336.828,89.0602,133.0859
PEG(n=24_NH4+_CH2=13_DBE=1_(4-OH)),1336.841,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=2_(2-NH3)),1336.852,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=3_(2=O)),1336.855,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=5_),1336.856,89.0602,133.0859
PEG(n=28_NH4+_CH2=5_DBE=1_(1-NH3)),1336.865,89.0602,133.0859
PEG(n=23_NH4+_CH2=16_DBE=0_(4-OH)),1336.877,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=5_(1-NH3)),1336.879,89.0602,133.0859
PEG(n=28_NH4+_CH2=5_DBE=1_(2-NH3)),1336.889,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=4_),1336.892,89.0602,133.0859
PEG(n=27_NH4+_CH2=8_DBE=0_(1-NH3)),1336.901,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=5_(2-NH3)),1336.903,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=4_(1-NH3)),1336.916,89.0602,133.0859
PEG(n=27_NH4+_CH2=8_DBE=0_(2-NH3)),1336.925,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=4_(2-NH3)),1336.939,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=6_(4-OH)),1337.656,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=5_(4-OH)),1337.692,89.0602,133.0859
PEG(n=28_H+_CH2=5_DBE=6_(2=O)),1337.694,89.0602,133.0859
PEG(n=28_Na+_CH2=0_DBE=0_(4-OH)),1337.714,89.0602,133.0859
PEG(n=28_H+_CH2=2_DBE=3_(4-OH)),1337.716,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=4_(4-OH)),1337.728,89.0602,133.0859
PEG(n=28_Na+_CH2=4_DBE=3_(1=O)),1337.729,89.0602,133.0859
PEG(n=27_H+_CH2=8_DBE=5_(2=O)),1337.731,89.0602,133.0859
PEG(n=24_Na+_CH2=16_DBE=6_(2=O)),1337.743,89.0602,133.0859
PEG(n=27_H+_CH2=5_DBE=2_(4-OH)),1337.752,89.0602,133.0859
PEG(n=24_Na+_CH2=13_DBE=3_(4-OH)),1337.765,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=6_(4-OH)),1337.767,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=4_(2-NH3)),1337.776,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=5_(2=O)),1337.779,89.0602,133.0859
PEG(n=26_H+_CH2=8_DBE=1_(4-OH)),1337.788,89.0602,133.0859
PEG(n=28_H+_CH2=4_DBE=1_(2-OH)),1337.789,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=6_(1-NH3)),1337.791,89.0602,133.0859
PEG(n=23_Na+_CH2=16_DBE=2_(4-OH)),1337.801,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=5_(4-OH)),1337.803,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=3_(2-NH3)),1337.813,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=6_(2-NH3)),1337.815,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=6_),1337.816,89.0602,133.0859
PEG(n=25_H+_CH2=11_DBE=0_(4-OH)),1337.825,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=5_(1-NH3)),1337.827,89.0602,133.0859
PEG(n=30_H+_CH2=0_DBE=1_(2-NH3)),1337.836,89.0602,133.0859
PEG(n=22_Na+_CH2=19_DBE=1_(4-OH)),1337.837,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=1_),1337.838,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=4_(3-OH)),1337.839,89.0602,133.0859
PEG(n=25_H+_CH2=15_DBE=3_(1=O)),1337.840,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=2_(2-NH3)),1337.849,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=5_(2-NH3)),1337.851,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=1_(1-NH3)),1337.861,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=6_(2-NH3)),1337.863,89.0602,133.0859
PEG(n=29_H+_CH2=3_DBE=0_(2-NH3)),1337.873,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=0_(2-OH)),1337.874,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=2_(1=O)),1337.876,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=1_(2-NH3)),1337.885,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=4_(2-NH3)),1337.887,89.0602,133.0859
PEG(n=25_Na+_CH2=14_DBE=0_(1-NH3)),1337.898,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=3_(1-NH3)),1337.900,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=2_),1337.912,89.0602,133.0859
PEG(n=25_Na+_CH2=14_DBE=0_(2-NH3)),1337.921,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=3_(2-NH3)),1337.924,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=2_(1-NH3)),1337.936,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=2_(2-NH3)),1337.960,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=4_(4-OH)),1338.711,89.0602,133.0859
PEG(n=27_NH4+_CH2=7_DBE=6_(2=O)),1338.726,89.0602,133.0859
PEG(n=27_NH4+_CH2=4_DBE=3_(4-OH)),1338.747,89.0602,133.0859
PEG(n=29_NH4+_CH2=0_DBE=1_(2=O)),1338.748,89.0602,133.0859
PEG(n=26_NH4+_CH2=10_DBE=5_(2=O)),1338.762,89.0602,133.0859
PEG(n=26_NH4+_CH2=7_DBE=2_(4-OH)),1338.784,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=6_(4-OH)),1338.798,89.0602,133.0859
PEG(n=26_NH4+_CH2=11_DBE=5_(1=O)),1338.799,89.0602,133.0859
PEG(n=25_NH4+_CH2=10_DBE=1_(4-OH)),1338.820,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=6_(1-NH3)),1338.822,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=5_(3-OH)),1338.835,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=1_(1-NH3)),1338.844,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=6_(2-NH3)),1338.846,89.0602,133.0859
PEG(n=24_NH4+_CH2=13_DBE=0_(4-OH)),1338.856,89.0602,133.0859
PEG(n=27_NH4+_CH2=7_DBE=0_(1-OH)),1338.857,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=1_(2-NH3)),1338.868,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=2_(2=O)),1338.871,89.0602,133.0859
PEG(n=28_NH4+_CH2=5_DBE=0_(1-NH3)),1338.880,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=4_(1-NH3)),1338.895,89.0602,133.0859
PEG(n=28_NH4+_CH2=5_DBE=0_(2-NH3)),1338.904,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=3_),1338.908,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=4_(2-NH3)),1338.919,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=3_(1-NH3)),1338.931,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=3_(2-NH3)),1338.955,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=6_(4-OH)),1339.635,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=5_(4-OH)),1339.671,89.0602,133.0859
PEG(n=29_Na+_CH2=0_DBE=3_(2=O)),1339.672,89.0602,133.0859
PEG(n=29_H+_CH2=2_DBE=6_(2=O)),1339.674,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=4_(4-OH)),1339.708,89.0602,133.0859
PEG(n=28_H+_CH2=5_DBE=5_(2=O)),1339.710,89.0602,133.0859
PEG(n=25_Na+_CH2=13_DBE=6_(2=O)),1339.722,89.0602,133.0859
PEG(n=28_H+_CH2=2_DBE=2_(4-OH)),1339.731,89.0602,133.0859
PEG(n=29_H+_CH2=0_DBE=2_(3-OH)),1339.732,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=3_(4-OH)),1339.744,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=6_(3-OH)),1339.746,89.0602,133.0859
PEG(n=24_Na+_CH2=16_DBE=5_(2=O)),1339.759,89.0602,133.0859
PEG(n=27_H+_CH2=5_DBE=1_(4-OH)),1339.768,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=6_(1-NH3)),1339.770,89.0602,133.0859
PEG(n=24_Na+_CH2=13_DBE=2_(4-OH)),1339.780,89.0602,133.0859
PEG(n=27_Na+_CH2=7_DBE=1_(1=O)),1339.781,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=5_(4-OH)),1339.782,89.0602,133.0859
PEG(n=26_H+_CH2=11_DBE=3_(2=O)),1339.783,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=3_(2-NH3)),1339.792,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=6_(2-NH3)),1339.794,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=4_(2=O)),1339.795,89.0602,133.0859
PEG(n=26_H+_CH2=8_DBE=0_(4-OH)),1339.804,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=5_(1-NH3)),1339.807,89.0602,133.0859
PEG(n=23_Na+_CH2=16_DBE=1_(4-OH)),1339.817,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=4_(4-OH)),1339.819,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=2_(2-NH3)),1339.828,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=5_(2-NH3)),1339.830,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=5_),1339.832,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=1_(1-NH3)),1339.841,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=6_(2-NH3)),1339.843,89.0602,133.0859
PEG(n=30_H+_CH2=0_DBE=0_(2-NH3)),1339.852,89.0602,133.0859
PEG(n=22_Na+_CH2=19_DBE=0_(4-OH)),1339.853,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=3_(3-OH)),1339.855,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=1_(2-NH3)),1339.865,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=4_(2-NH3)),1339.867,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=0_(1-NH3)),1339.877,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=5_(2-NH3)),1339.879,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=1_(1=O)),1339.892,89.0602,133.0859
PEG(n=26_Na+_CH2=11_DBE=0_(2-NH3)),1339.901,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=3_(2-NH3)),1339.903,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=2_(1-NH3)),1339.915,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=1_),1339.928,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=2_(2-NH3)),1339.939,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=1_(1-NH3)),1339.952,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=1_(2-NH3)),1339.976,89.0602,133.0859
PEG(n=28_NH4+_CH2=4_DBE=6_(2=O)),1340.705,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=3_(4-OH)),1340.727,89.0602,133.0859
PEG(n=27_NH4+_CH2=7_DBE=5_(2=O)),1340.742,89.0602,133.0859
PEG(n=27_NH4+_CH2=4_DBE=2_(4-OH)),1340.763,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=6_(4-OH)),1340.778,89.0602,133.0859
PEG(n=26_NH4+_CH2=7_DBE=1_(4-OH)),1340.799,89.0602,133.0859
PEG(n=28_NH4+_CH2=3_DBE=1_(2-OH)),1340.800,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=6_(1-NH3)),1340.802,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=5_(4-OH)),1340.814,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=6_(2-NH3)),1340.826,89.0602,133.0859
PEG(n=25_NH4+_CH2=10_DBE=0_(4-OH)),1340.836,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=5_(1-NH3)),1340.838,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=4_(3-OH)),1340.850,89.0602,133.0859
PEG(n=25_NH4+_CH2=14_DBE=3_(1=O)),1340.851,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=0_(1-NH3)),1340.860,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=5_(2-NH3)),1340.862,89.0602,133.0859
PEG(n=29_NH4+_CH2=2_DBE=0_(2-NH3)),1340.884,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=1_(2=O)),1340.887,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=3_(1-NH3)),1340.911,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=2_),1340.923,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=3_(2-NH3)),1340.935,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=2_(1-NH3)),1340.947,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=2_(2-NH3)),1340.971,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=5_(4-OH)),1341.651,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=4_(4-OH)),1341.687,89.0602,133.0859
PEG(n=29_H+_CH2=2_DBE=5_(2=O)),1341.689,89.0602,133.0859
PEG(n=26_Na+_CH2=10_DBE=6_(2=O)),1341.702,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=3_(4-OH)),1341.723,89.0602,133.0859
PEG(n=28_Na+_CH2=3_DBE=1_(2=O)),1341.724,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=6_(4-OH)),1341.725,89.0602,133.0859
PEG(n=27_H+_CH2=7_DBE=6_(3-OH)),1341.726,89.0602,133.0859
PEG(n=25_Na+_CH2=13_DBE=5_(2=O)),1341.738,89.0602,133.0859
PEG(n=28_H+_CH2=2_DBE=1_(4-OH)),1341.747,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=6_(1-NH3)),1341.750,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=2_(4-OH)),1341.760,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=5_(3-OH)),1341.762,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=6_(2-NH3)),1341.773,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=6_(3-OH)),1341.774,89.0602,133.0859
PEG(n=25_Na+_CH2=14_DBE=5_(1=O)),1341.775,89.0602,133.0859
PEG(n=27_H+_CH2=5_DBE=0_(4-OH)),1341.783,89.0602,133.0859
PEG(n=28_H+_CH2=3_DBE=0_(3-OH)),1341.784,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=5_(1-NH3)),1341.786,89.0602,133.0859
PEG(n=24_Na+_CH2=13_DBE=1_(4-OH)),1341.796,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=4_(4-OH)),1341.798,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=2_(2-NH3)),1341.808,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=5_(2-NH3)),1341.810,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=3_(2=O)),1341.811,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=1_(1-NH3)),1341.820,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=4_(1-NH3)),1341.822,89.0602,133.0859
PEG(n=23_Na+_CH2=16_DBE=0_(4-OH)),1341.832,89.0602,133.0859
PEG(n=26_Na+_CH2=10_DBE=0_(1-OH)),1341.833,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=3_(4-OH)),1341.834,89.0602,133.0859
PEG(n=25_H+_CH2=14_DBE=1_(2=O)),1341.835,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=1_(2-NH3)),1341.844,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=4_(2-NH3)),1341.846,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=4_),1341.847,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=0_(1-NH3)),1341.856,89.0602,133.0859
PEG(n=25_Na+_CH2=15_DBE=5_(2-NH3)),1341.859,89.0602,133.0859
PEG(n=23_H+_CH2=19_DBE=2_(3-OH)),1341.871,89.0602,133.0859
PEG(n=27_Na+_CH2=8_DBE=0_(2-NH3)),1341.880,89.0602,133.0859
PEG(n=27_H+_CH2=10_DBE=3_(2-NH3)),1341.882,89.0602,133.0859
PEG(n=24_Na+_CH2=18_DBE=4_(2-NH3)),1341.895,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=0_(1=O)),1341.907,89.0602,133.0859
PEG(n=26_H+_CH2=13_DBE=2_(2-NH3)),1341.919,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=1_(1-NH3)),1341.931,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=0_),1341.944,89.0602,133.0859
PEG(n=25_H+_CH2=16_DBE=1_(2-NH3)),1341.955,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=0_(1-NH3)),1341.967,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=0_(2-NH3)),1341.991,89.0602,133.0859
PEG(n=29_NH4+_CH2=1_DBE=6_(2=O)),1342.685,89.0602,133.0859
PEG(n=28_NH4+_CH2=4_DBE=5_(2=O)),1342.721,89.0602,133.0859
PEG(n=28_NH4+_CH2=1_DBE=2_(4-OH)),1342.742,89.0602,133.0859
PEG(n=25_NH4+_CH2=11_DBE=6_(4-OH)),1342.757,89.0602,133.0859
PEG(n=27_NH4+_CH2=4_DBE=1_(4-OH)),1342.779,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=6_(1-NH3)),1342.781,89.0602,133.0859
PEG(n=24_NH4+_CH2=14_DBE=5_(4-OH)),1342.793,89.0602,133.0859
PEG(n=26_NH4+_CH2=10_DBE=3_(2=O)),1342.794,89.0602,133.0859
PEG(n=29_NH4+_CH2=3_DBE=6_(2-NH3)),1342.805,89.0602,133.0859
PEG(n=26_NH4+_CH2=7_DBE=0_(4-OH)),1342.815,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=5_(1-NH3)),1342.818,89.0602,133.0859
PEG(n=23_NH4+_CH2=17_DBE=4_(4-OH)),1342.830,89.0602,133.0859
PEG(n=28_NH4+_CH2=6_DBE=5_(2-NH3)),1342.841,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=4_(1-NH3)),1342.854,89.0602,133.0859
PEG(n=23_NH4+_CH2=18_DBE=3_(3-OH)),1342.866,89.0602,133.0859
PEG(n=27_NH4+_CH2=9_DBE=4_(2-NH3)),1342.878,89.0602,133.0859
PEG(n=23_NH4+_CH2=19_DBE=0_(2=O)),1342.902,89.0602,133.0859
PEG(n=24_NH4+_CH2=17_DBE=1_(1=O)),1342.903,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=2_(1-NH3)),1342.926,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=1_),1342.939,89.0602,133.0859
PEG(n=25_NH4+_CH2=15_DBE=2_(2-NH3)),1342.950,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=1_(1-NH3)),1342.963,89.0602,133.0859
PEG(n=24_NH4+_CH2=18_DBE=1_(2-NH3)),1342.987,89.0602,133.0859
PEG(n=28_Na+_CH2=1_DBE=4_(4-OH)),1343.666,89.0602,133.0859
PEG(n=27_Na+_CH2=7_DBE=6_(2=O)),1343.681,89.0602,133.0859
PEG(n=27_Na+_CH2=4_DBE=3_(4-OH)),1343.703,89.0602,133.0859
PEG(n=27_H+_CH2=6_DBE=6_(4-OH)),1343.705,89.0602,133.0859
PEG(n=26_Na+_CH2=10_DBE=5_(2=O)),1343.718,89.0602,133.0859
PEG(n=26_Na+_CH2=7_DBE=2_(4-OH)),1343.739,89.0602,133.0859
PEG(n=26_H+_CH2=9_DBE=5_(4-OH)),1343.741,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=5_),1343.742,89.0602,133.0859
PEG(n=23_Na+_CH2=17_DBE=6_(4-OH)),1343.754,89.0602,133.0859
PEG(n=28_H+_CH2=2_DBE=0_(4-OH)),1343.763,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=5_(1-NH3)),1343.765,89.0602,133.0859
PEG(n=25_Na+_CH2=10_DBE=1_(4-OH)),1343.775,89.0602,133.0859
PEG(n=27_Na+_CH2=6_DBE=1_(2-OH)),1343.776,89.0602,133.0859
PEG(n=26_H+_CH2=10_DBE=4_(3-OH)),1343.778,89.0602,133.0859
PEG(n=30_H+_CH2=1_DBE=5_(2-NH3)),1343.789,89.0602,133.0859
PEG(n=23_Na+_CH2=18_DBE=5_(3-OH)),1343.790,89.0602,133.0859
PEG(n=24_H+_CH2=18_DBE=6_(2=O)),1343.792,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=1_(1-NH3)),1343.800,89.0602,133.0859
PEG(n=27_Na+_CH2=9_DBE=6_(2-NH3)),1343.802,89.0602,133.0859
PEG(n=24_Na+_CH2=13_DBE=0_(4-OH)),1343.812,89.0602,133.0859
PEG(n=24_H+_CH2=15_DBE=3_(4-OH)),1343.814,89.0602,133.0859
PEG(n=29_Na+_CH2=2_DBE=1_(2-NH3)),1343.823,89.0602,133.0859
PEG(n=29_H+_CH2=4_DBE=4_(2-NH3)),1343.825,89.0602,133.0859
PEG(n=23_Na+_CH2=19_DBE=2_(2=O)),1343.826,89.0602,133.0859
PEG(n=24_Na+_CH2=17_DBE=3_(1=O)),1343.827,89.0602,133.0859
PEG(n=24_H+_CH2=19_DBE=6_(1=O)),1343.829,89.0602,133.0859
PEG(n=28_Na+_CH2=5_DBE=0_(1-NH3)),1343.836,89.0602,133.0859
PEG(n=28_H+_CH2=7_DBE=3_(1-NH3)),1343.838,89.0602,133.0859
PEG(n=23_H+_CH2=18_DBE=2_(4-OH)),1343.850,89.0602,133.0859
