HBMP,[M-H]-,[M-FA3-H]-,[FA3+C3H6O4P-H]-,[FA2-H]-,[FA3-H]-,[FA1-H]-
HBMP(16:1_18:5_22:5)-H,1049.685,719.4293,465.2417,273.186,329.2486,253.2173
HBMP(16:1_18:5_22:6)-H,1047.67,719.4293,463.2261,273.186,327.233,253.2173
HBMP(16:1_20:0_12:0)-H,957.7166,757.5389,335.1635,311.2956,199.1704,253.2173
HBMP(16:1_20:0_14:0)-H,985.7478,757.5389,363.1948,311.2956,227.2017,253.2173
HBMP(16:1_20:0_14:1)-H,983.7322,757.5389,361.1791,311.2956,225.186,253.2173
HBMP(16:1_20:0_16:0)-H,1013.779,757.5389,391.2261,311.2956,255.233,253.2173
HBMP(16:1_20:0_16:1)-H,1011.763,757.5389,389.2104,311.2956,253.2173,253.2173
HBMP(16:1_20:0_16:2)-H,1009.748,757.5389,387.1948,311.2956,251.2017,253.2173
HBMP(16:1_20:0_16:3)-H,1007.732,757.5389,385.1791,311.2956,249.186,253.2173
HBMP(16:1_20:0_16:4)-H,1005.717,757.5389,383.1635,311.2956,247.1704,253.2173
HBMP(16:1_20:0_18:0)-H,1041.81,757.5389,419.2574,311.2956,283.2643,253.2173
HBMP(16:1_20:0_18:1)-H,1039.795,757.5389,417.2417,311.2956,281.2486,253.2173
HBMP(16:1_20:0_18:2)-H,1037.779,757.5389,415.2261,311.2956,279.233,253.2173
HBMP(16:1_20:0_18:3)-H,1035.763,757.5389,413.2104,311.2956,277.2173,253.2173
HBMP(16:1_20:0_18:4)-H,1033.748,757.5389,411.1948,311.2956,275.2017,253.2173
HBMP(16:1_20:0_18:5)-H,1031.732,757.5389,409.1791,311.2956,273.186,253.2173
HBMP(16:1_20:0_20:0)-H,1069.842,757.5389,447.2887,311.2956,311.2956,253.2173
HBMP(16:1_20:0_20:1)-H,1067.826,757.5389,445.273,311.2956,309.2799,253.2173
HBMP(16:1_20:0_20:2)-H,1065.81,757.5389,443.2574,311.2956,307.2643,253.2173
HBMP(16:1_20:0_20:3)-H,1063.795,757.5389,441.2417,311.2956,305.2486,253.2173
HBMP(16:1_20:0_20:4)-H,1061.779,757.5389,439.2261,311.2956,303.233,253.2173
HBMP(16:1_20:0_20:5)-H,1059.763,757.5389,437.2104,311.2956,301.2173,253.2173
HBMP(16:1_20:0_22:0)-H,1097.873,757.5389,475.3199,311.2956,339.3269,253.2173
HBMP(16:1_20:0_22:1)-H,1095.857,757.5389,473.3043,311.2956,337.3112,253.2173
HBMP(16:1_20:0_22:2)-H,1093.842,757.5389,471.2887,311.2956,335.2956,253.2173
HBMP(16:1_20:0_22:3)-H,1091.826,757.5389,469.273,311.2956,333.2799,253.2173
HBMP(16:1_20:0_22:4)-H,1089.81,757.5389,467.2574,311.2956,331.2643,253.2173
HBMP(16:1_20:0_22:5)-H,1087.795,757.5389,465.2417,311.2956,329.2486,253.2173
HBMP(16:1_20:0_22:6)-H,1085.779,757.5389,463.2261,311.2956,327.233,253.2173
HBMP(16:1_20:1_12:0)-H,955.7009,755.5233,335.1635,309.2799,199.1704,253.2173
HBMP(16:1_20:1_14:0)-H,983.7322,755.5233,363.1948,309.2799,227.2017,253.2173
HBMP(16:1_20:1_14:1)-H,981.7166,755.5233,361.1791,309.2799,225.186,253.2173
HBMP(16:1_20:1_16:0)-H,1011.763,755.5233,391.2261,309.2799,255.233,253.2173
HBMP(16:1_20:1_16:1)-H,1009.748,755.5233,389.2104,309.2799,253.2173,253.2173
HBMP(16:1_20:1_16:2)-H,1007.732,755.5233,387.1948,309.2799,251.2017,253.2173
HBMP(16:1_20:1_16:3)-H,1005.717,755.5233,385.1791,309.2799,249.186,253.2173
HBMP(16:1_20:1_16:4)-H,1003.701,755.5233,383.1635,309.2799,247.1704,253.2173
HBMP(16:1_20:1_18:0)-H,1039.795,755.5233,419.2574,309.2799,283.2643,253.2173
HBMP(16:1_20:1_18:1)-H,1037.779,755.5233,417.2417,309.2799,281.2486,253.2173
HBMP(16:1_20:1_18:2)-H,1035.763,755.5233,415.2261,309.2799,279.233,253.2173
HBMP(16:1_20:1_18:3)-H,1033.748,755.5233,413.2104,309.2799,277.2173,253.2173
HBMP(16:1_20:1_18:4)-H,1031.732,755.5233,411.1948,309.2799,275.2017,253.2173
HBMP(16:1_20:1_18:5)-H,1029.717,755.5233,409.1791,309.2799,273.186,253.2173
HBMP(16:1_20:1_20:0)-H,1067.826,755.5233,447.2887,309.2799,311.2956,253.2173
HBMP(16:1_20:1_20:1)-H,1065.81,755.5233,445.273,309.2799,309.2799,253.2173
HBMP(16:1_20:1_20:2)-H,1063.795,755.5233,443.2574,309.2799,307.2643,253.2173
HBMP(16:1_20:1_20:3)-H,1061.779,755.5233,441.2417,309.2799,305.2486,253.2173
HBMP(16:1_20:1_20:4)-H,1059.763,755.5233,439.2261,309.2799,303.233,253.2173
HBMP(16:1_20:1_20:5)-H,1057.748,755.5233,437.2104,309.2799,301.2173,253.2173
HBMP(16:1_20:1_22:0)-H,1095.857,755.5233,475.3199,309.2799,339.3269,253.2173
HBMP(16:1_20:1_22:1)-H,1093.842,755.5233,473.3043,309.2799,337.3112,253.2173
HBMP(16:1_20:1_22:2)-H,1091.826,755.5233,471.2887,309.2799,335.2956,253.2173
HBMP(16:1_20:1_22:3)-H,1089.81,755.5233,469.273,309.2799,333.2799,253.2173
HBMP(16:1_20:1_22:4)-H,1087.795,755.5233,467.2574,309.2799,331.2643,253.2173
HBMP(16:1_20:1_22:5)-H,1085.779,755.5233,465.2417,309.2799,329.2486,253.2173
HBMP(16:1_20:1_22:6)-H,1083.763,755.5233,463.2261,309.2799,327.233,253.2173
HBMP(16:1_20:2_12:0)-H,953.6852,753.5076,335.1635,307.2643,199.1704,253.2173
HBMP(16:1_20:2_14:0)-H,981.7166,753.5076,363.1948,307.2643,227.2017,253.2173
HBMP(16:1_20:2_14:1)-H,979.7009,753.5076,361.1791,307.2643,225.186,253.2173
HBMP(16:1_20:2_16:0)-H,1009.748,753.5076,391.2261,307.2643,255.233,253.2173
HBMP(16:1_20:2_16:1)-H,1007.732,753.5076,389.2104,307.2643,253.2173,253.2173
HBMP(16:1_20:2_16:2)-H,1005.717,753.5076,387.1948,307.2643,251.2017,253.2173
HBMP(16:1_20:2_16:3)-H,1003.701,753.5076,385.1791,307.2643,249.186,253.2173
HBMP(16:1_20:2_16:4)-H,1001.685,753.5076,383.1635,307.2643,247.1704,253.2173
HBMP(16:1_20:2_18:0)-H,1037.779,753.5076,419.2574,307.2643,283.2643,253.2173
HBMP(16:1_20:2_18:1)-H,1035.763,753.5076,417.2417,307.2643,281.2486,253.2173
HBMP(16:1_20:2_18:2)-H,1033.748,753.5076,415.2261,307.2643,279.233,253.2173
HBMP(16:1_20:2_18:3)-H,1031.732,753.5076,413.2104,307.2643,277.2173,253.2173
HBMP(16:1_20:2_18:4)-H,1029.717,753.5076,411.1948,307.2643,275.2017,253.2173
HBMP(16:1_20:2_18:5)-H,1027.701,753.5076,409.1791,307.2643,273.186,253.2173
HBMP(16:1_20:2_20:0)-H,1065.81,753.5076,447.2887,307.2643,311.2956,253.2173
HBMP(16:1_20:2_20:1)-H,1063.795,753.5076,445.273,307.2643,309.2799,253.2173
HBMP(16:1_20:2_20:2)-H,1061.779,753.5076,443.2574,307.2643,307.2643,253.2173
HBMP(16:1_20:2_20:3)-H,1059.763,753.5076,441.2417,307.2643,305.2486,253.2173
HBMP(16:1_20:2_20:4)-H,1057.748,753.5076,439.2261,307.2643,303.233,253.2173
HBMP(16:1_20:2_20:5)-H,1055.732,753.5076,437.2104,307.2643,301.2173,253.2173
HBMP(16:1_20:2_22:0)-H,1093.842,753.5076,475.3199,307.2643,339.3269,253.2173
HBMP(16:1_20:2_22:1)-H,1091.826,753.5076,473.3043,307.2643,337.3112,253.2173
HBMP(16:1_20:2_22:2)-H,1089.81,753.5076,471.2887,307.2643,335.2956,253.2173
HBMP(16:1_20:2_22:3)-H,1087.795,753.5076,469.273,307.2643,333.2799,253.2173
HBMP(16:1_20:2_22:4)-H,1085.779,753.5076,467.2574,307.2643,331.2643,253.2173
HBMP(16:1_20:2_22:5)-H,1083.763,753.5076,465.2417,307.2643,329.2486,253.2173
HBMP(16:1_20:2_22:6)-H,1081.748,753.5076,463.2261,307.2643,327.233,253.2173
HBMP(16:1_20:3_12:0)-H,951.6696,751.4919,335.1635,305.2486,199.1704,253.2173
HBMP(16:1_20:3_14:0)-H,979.7009,751.4919,363.1948,305.2486,227.2017,253.2173
HBMP(16:1_20:3_14:1)-H,977.6852,751.4919,361.1791,305.2486,225.186,253.2173
HBMP(16:1_20:3_16:0)-H,1007.732,751.4919,391.2261,305.2486,255.233,253.2173
HBMP(16:1_20:3_16:1)-H,1005.717,751.4919,389.2104,305.2486,253.2173,253.2173
HBMP(16:1_20:3_16:2)-H,1003.701,751.4919,387.1948,305.2486,251.2017,253.2173
HBMP(16:1_20:3_16:3)-H,1001.685,751.4919,385.1791,305.2486,249.186,253.2173
HBMP(16:1_20:3_16:4)-H,999.6696,751.4919,383.1635,305.2486,247.1704,253.2173
HBMP(16:1_20:3_18:0)-H,1035.763,751.4919,419.2574,305.2486,283.2643,253.2173
HBMP(16:1_20:3_18:1)-H,1033.748,751.4919,417.2417,305.2486,281.2486,253.2173
HBMP(16:1_20:3_18:2)-H,1031.732,751.4919,415.2261,305.2486,279.233,253.2173
HBMP(16:1_20:3_18:3)-H,1029.717,751.4919,413.2104,305.2486,277.2173,253.2173
HBMP(16:1_20:3_18:4)-H,1027.701,751.4919,411.1948,305.2486,275.2017,253.2173
HBMP(16:1_20:3_18:5)-H,1025.685,751.4919,409.1791,305.2486,273.186,253.2173
HBMP(16:1_20:3_20:0)-H,1063.795,751.4919,447.2887,305.2486,311.2956,253.2173
HBMP(16:1_20:3_20:1)-H,1061.779,751.4919,445.273,305.2486,309.2799,253.2173
HBMP(16:1_20:3_20:2)-H,1059.763,751.4919,443.2574,305.2486,307.2643,253.2173
HBMP(16:1_20:3_20:3)-H,1057.748,751.4919,441.2417,305.2486,305.2486,253.2173
HBMP(16:1_20:3_20:4)-H,1055.732,751.4919,439.2261,305.2486,303.233,253.2173
HBMP(16:1_20:3_20:5)-H,1053.717,751.4919,437.2104,305.2486,301.2173,253.2173
HBMP(16:1_20:3_22:0)-H,1091.826,751.4919,475.3199,305.2486,339.3269,253.2173
HBMP(16:1_20:3_22:1)-H,1089.81,751.4919,473.3043,305.2486,337.3112,253.2173
HBMP(16:1_20:3_22:2)-H,1087.795,751.4919,471.2887,305.2486,335.2956,253.2173
HBMP(16:1_20:3_22:3)-H,1085.779,751.4919,469.273,305.2486,333.2799,253.2173
HBMP(16:1_20:3_22:4)-H,1083.763,751.4919,467.2574,305.2486,331.2643,253.2173
HBMP(16:1_20:3_22:5)-H,1081.748,751.4919,465.2417,305.2486,329.2486,253.2173
HBMP(16:1_20:3_22:6)-H,1079.732,751.4919,463.2261,305.2486,327.233,253.2173
HBMP(16:1_20:4_12:0)-H,949.6539,749.4763,335.1635,303.233,199.1704,253.2173
HBMP(16:1_20:4_14:0)-H,977.6852,749.4763,363.1948,303.233,227.2017,253.2173
HBMP(16:1_20:4_14:1)-H,975.6696,749.4763,361.1791,303.233,225.186,253.2173
HBMP(16:1_20:4_16:0)-H,1005.717,749.4763,391.2261,303.233,255.233,253.2173
HBMP(16:1_20:4_16:1)-H,1003.701,749.4763,389.2104,303.233,253.2173,253.2173
HBMP(16:1_20:4_16:2)-H,1001.685,749.4763,387.1948,303.233,251.2017,253.2173
HBMP(16:1_20:4_16:3)-H,999.6696,749.4763,385.1791,303.233,249.186,253.2173
HBMP(16:1_20:4_16:4)-H,997.6539,749.4763,383.1635,303.233,247.1704,253.2173
HBMP(16:1_20:4_18:0)-H,1033.748,749.4763,419.2574,303.233,283.2643,253.2173
HBMP(16:1_20:4_18:1)-H,1031.732,749.4763,417.2417,303.233,281.2486,253.2173
HBMP(16:1_20:4_18:2)-H,1029.717,749.4763,415.2261,303.233,279.233,253.2173
HBMP(16:1_20:4_18:3)-H,1027.701,749.4763,413.2104,303.233,277.2173,253.2173
HBMP(16:1_20:4_18:4)-H,1025.685,749.4763,411.1948,303.233,275.2017,253.2173
HBMP(16:1_20:4_18:5)-H,1023.67,749.4763,409.1791,303.233,273.186,253.2173
HBMP(16:1_20:4_20:0)-H,1061.779,749.4763,447.2887,303.233,311.2956,253.2173
HBMP(16:1_20:4_20:1)-H,1059.763,749.4763,445.273,303.233,309.2799,253.2173
HBMP(16:1_20:4_20:2)-H,1057.748,749.4763,443.2574,303.233,307.2643,253.2173
HBMP(16:1_20:4_20:3)-H,1055.732,749.4763,441.2417,303.233,305.2486,253.2173
HBMP(16:1_20:4_20:4)-H,1053.717,749.4763,439.2261,303.233,303.233,253.2173
HBMP(16:1_20:4_20:5)-H,1051.701,749.4763,437.2104,303.233,301.2173,253.2173
HBMP(16:1_20:4_22:0)-H,1089.81,749.4763,475.3199,303.233,339.3269,253.2173
HBMP(16:1_20:4_22:1)-H,1087.795,749.4763,473.3043,303.233,337.3112,253.2173
HBMP(16:1_20:4_22:2)-H,1085.779,749.4763,471.2887,303.233,335.2956,253.2173
HBMP(16:1_20:4_22:3)-H,1083.763,749.4763,469.273,303.233,333.2799,253.2173
HBMP(16:1_20:4_22:4)-H,1081.748,749.4763,467.2574,303.233,331.2643,253.2173
HBMP(16:1_20:4_22:5)-H,1079.732,749.4763,465.2417,303.233,329.2486,253.2173
HBMP(16:1_20:4_22:6)-H,1077.717,749.4763,463.2261,303.233,327.233,253.2173
HBMP(16:1_20:5_12:0)-H,947.6382,747.4606,335.1635,301.2173,199.1704,253.2173
HBMP(16:1_20:5_14:0)-H,975.6696,747.4606,363.1948,301.2173,227.2017,253.2173
HBMP(16:1_20:5_14:1)-H,973.6539,747.4606,361.1791,301.2173,225.186,253.2173
HBMP(16:1_20:5_16:0)-H,1003.701,747.4606,391.2261,301.2173,255.233,253.2173
HBMP(16:1_20:5_16:1)-H,1001.685,747.4606,389.2104,301.2173,253.2173,253.2173
HBMP(16:1_20:5_16:2)-H,999.6696,747.4606,387.1948,301.2173,251.2017,253.2173
HBMP(16:1_20:5_16:3)-H,997.6539,747.4606,385.1791,301.2173,249.186,253.2173
HBMP(16:1_20:5_16:4)-H,995.6382,747.4606,383.1635,301.2173,247.1704,253.2173
HBMP(16:1_20:5_18:0)-H,1031.732,747.4606,419.2574,301.2173,283.2643,253.2173
HBMP(16:1_20:5_18:1)-H,1029.717,747.4606,417.2417,301.2173,281.2486,253.2173
HBMP(16:1_20:5_18:2)-H,1027.701,747.4606,415.2261,301.2173,279.233,253.2173
HBMP(16:1_20:5_18:3)-H,1025.685,747.4606,413.2104,301.2173,277.2173,253.2173
HBMP(16:1_20:5_18:4)-H,1023.67,747.4606,411.1948,301.2173,275.2017,253.2173
HBMP(16:1_20:5_18:5)-H,1021.654,747.4606,409.1791,301.2173,273.186,253.2173
HBMP(16:1_20:5_20:0)-H,1059.763,747.4606,447.2887,301.2173,311.2956,253.2173
HBMP(16:1_20:5_20:1)-H,1057.748,747.4606,445.273,301.2173,309.2799,253.2173
HBMP(16:1_20:5_20:2)-H,1055.732,747.4606,443.2574,301.2173,307.2643,253.2173
HBMP(16:1_20:5_20:3)-H,1053.717,747.4606,441.2417,301.2173,305.2486,253.2173
HBMP(16:1_20:5_20:4)-H,1051.701,747.4606,439.2261,301.2173,303.233,253.2173
HBMP(16:1_20:5_20:5)-H,1049.685,747.4606,437.2104,301.2173,301.2173,253.2173
HBMP(16:1_20:5_22:0)-H,1087.795,747.4606,475.3199,301.2173,339.3269,253.2173
HBMP(16:1_20:5_22:1)-H,1085.779,747.4606,473.3043,301.2173,337.3112,253.2173
HBMP(16:1_20:5_22:2)-H,1083.763,747.4606,471.2887,301.2173,335.2956,253.2173
HBMP(16:1_20:5_22:3)-H,1081.748,747.4606,469.273,301.2173,333.2799,253.2173
HBMP(16:1_20:5_22:4)-H,1079.732,747.4606,467.2574,301.2173,331.2643,253.2173
HBMP(16:1_20:5_22:5)-H,1077.717,747.4606,465.2417,301.2173,329.2486,253.2173
HBMP(16:1_20:5_22:6)-H,1075.701,747.4606,463.2261,301.2173,327.233,253.2173
HBMP(16:1_22:0_12:0)-H,985.7478,785.5702,335.1635,339.3269,199.1704,253.2173
HBMP(16:1_22:0_14:0)-H,1013.779,785.5702,363.1948,339.3269,227.2017,253.2173
HBMP(16:1_22:0_14:1)-H,1011.763,785.5702,361.1791,339.3269,225.186,253.2173
HBMP(16:1_22:0_16:0)-H,1041.81,785.5702,391.2261,339.3269,255.233,253.2173
HBMP(16:1_22:0_16:1)-H,1039.795,785.5702,389.2104,339.3269,253.2173,253.2173
HBMP(16:1_22:0_16:2)-H,1037.779,785.5702,387.1948,339.3269,251.2017,253.2173
HBMP(16:1_22:0_16:3)-H,1035.763,785.5702,385.1791,339.3269,249.186,253.2173
HBMP(16:1_22:0_16:4)-H,1033.748,785.5702,383.1635,339.3269,247.1704,253.2173
HBMP(16:1_22:0_18:0)-H,1069.842,785.5702,419.2574,339.3269,283.2643,253.2173
HBMP(16:1_22:0_18:1)-H,1067.826,785.5702,417.2417,339.3269,281.2486,253.2173
HBMP(16:1_22:0_18:2)-H,1065.81,785.5702,415.2261,339.3269,279.233,253.2173
HBMP(16:1_22:0_18:3)-H,1063.795,785.5702,413.2104,339.3269,277.2173,253.2173
HBMP(16:1_22:0_18:4)-H,1061.779,785.5702,411.1948,339.3269,275.2017,253.2173
HBMP(16:1_22:0_18:5)-H,1059.763,785.5702,409.1791,339.3269,273.186,253.2173
HBMP(16:1_22:0_20:0)-H,1097.873,785.5702,447.2887,339.3269,311.2956,253.2173
HBMP(16:1_22:0_20:1)-H,1095.857,785.5702,445.273,339.3269,309.2799,253.2173
HBMP(16:1_22:0_20:2)-H,1093.842,785.5702,443.2574,339.3269,307.2643,253.2173
HBMP(16:1_22:0_20:3)-H,1091.826,785.5702,441.2417,339.3269,305.2486,253.2173
HBMP(16:1_22:0_20:4)-H,1089.81,785.5702,439.2261,339.3269,303.233,253.2173
HBMP(16:1_22:0_20:5)-H,1087.795,785.5702,437.2104,339.3269,301.2173,253.2173
HBMP(16:1_22:0_22:0)-H,1125.904,785.5702,475.3199,339.3269,339.3269,253.2173
HBMP(16:1_22:0_22:1)-H,1123.889,785.5702,473.3043,339.3269,337.3112,253.2173
HBMP(16:1_22:0_22:2)-H,1121.873,785.5702,471.2887,339.3269,335.2956,253.2173
HBMP(16:1_22:0_22:3)-H,1119.857,785.5702,469.273,339.3269,333.2799,253.2173
HBMP(16:1_22:0_22:4)-H,1117.842,785.5702,467.2574,339.3269,331.2643,253.2173
HBMP(16:1_22:0_22:5)-H,1115.826,785.5702,465.2417,339.3269,329.2486,253.2173
HBMP(16:1_22:0_22:6)-H,1113.81,785.5702,463.2261,339.3269,327.233,253.2173
HBMP(16:1_22:1_12:0)-H,983.7322,783.5546,335.1635,337.3112,199.1704,253.2173
HBMP(16:1_22:1_14:0)-H,1011.763,783.5546,363.1948,337.3112,227.2017,253.2173
HBMP(16:1_22:1_14:1)-H,1009.748,783.5546,361.1791,337.3112,225.186,253.2173
HBMP(16:1_22:1_16:0)-H,1039.795,783.5546,391.2261,337.3112,255.233,253.2173
HBMP(16:1_22:1_16:1)-H,1037.779,783.5546,389.2104,337.3112,253.2173,253.2173
HBMP(16:1_22:1_16:2)-H,1035.763,783.5546,387.1948,337.3112,251.2017,253.2173
HBMP(16:1_22:1_16:3)-H,1033.748,783.5546,385.1791,337.3112,249.186,253.2173
HBMP(16:1_22:1_16:4)-H,1031.732,783.5546,383.1635,337.3112,247.1704,253.2173
HBMP(16:1_22:1_18:0)-H,1067.826,783.5546,419.2574,337.3112,283.2643,253.2173
HBMP(16:1_22:1_18:1)-H,1065.81,783.5546,417.2417,337.3112,281.2486,253.2173
HBMP(16:1_22:1_18:2)-H,1063.795,783.5546,415.2261,337.3112,279.233,253.2173
HBMP(16:1_22:1_18:3)-H,1061.779,783.5546,413.2104,337.3112,277.2173,253.2173
HBMP(16:1_22:1_18:4)-H,1059.763,783.5546,411.1948,337.3112,275.2017,253.2173
HBMP(16:1_22:1_18:5)-H,1057.748,783.5546,409.1791,337.3112,273.186,253.2173
HBMP(16:1_22:1_20:0)-H,1095.857,783.5546,447.2887,337.3112,311.2956,253.2173
HBMP(16:1_22:1_20:1)-H,1093.842,783.5546,445.273,337.3112,309.2799,253.2173
HBMP(16:1_22:1_20:2)-H,1091.826,783.5546,443.2574,337.3112,307.2643,253.2173
HBMP(16:1_22:1_20:3)-H,1089.81,783.5546,441.2417,337.3112,305.2486,253.2173
HBMP(16:1_22:1_20:4)-H,1087.795,783.5546,439.2261,337.3112,303.233,253.2173
HBMP(16:1_22:1_20:5)-H,1085.779,783.5546,437.2104,337.3112,301.2173,253.2173
HBMP(16:1_22:1_22:0)-H,1123.889,783.5546,475.3199,337.3112,339.3269,253.2173
HBMP(16:1_22:1_22:1)-H,1121.873,783.5546,473.3043,337.3112,337.3112,253.2173
HBMP(16:1_22:1_22:2)-H,1119.857,783.5546,471.2887,337.3112,335.2956,253.2173
HBMP(16:1_22:1_22:3)-H,1117.842,783.5546,469.273,337.3112,333.2799,253.2173
HBMP(16:1_22:1_22:4)-H,1115.826,783.5546,467.2574,337.3112,331.2643,253.2173
HBMP(16:1_22:1_22:5)-H,1113.81,783.5546,465.2417,337.3112,329.2486,253.2173
HBMP(16:1_22:1_22:6)-H,1111.795,783.5546,463.2261,337.3112,327.233,253.2173
HBMP(16:1_22:2_12:0)-H,981.7166,781.5389,335.1635,335.2956,199.1704,253.2173
HBMP(16:1_22:2_14:0)-H,1009.748,781.5389,363.1948,335.2956,227.2017,253.2173
HBMP(16:1_22:2_14:1)-H,1007.732,781.5389,361.1791,335.2956,225.186,253.2173
HBMP(16:1_22:2_16:0)-H,1037.779,781.5389,391.2261,335.2956,255.233,253.2173
HBMP(16:1_22:2_16:1)-H,1035.763,781.5389,389.2104,335.2956,253.2173,253.2173
HBMP(16:1_22:2_16:2)-H,1033.748,781.5389,387.1948,335.2956,251.2017,253.2173
HBMP(16:1_22:2_16:3)-H,1031.732,781.5389,385.1791,335.2956,249.186,253.2173
HBMP(16:1_22:2_16:4)-H,1029.717,781.5389,383.1635,335.2956,247.1704,253.2173
HBMP(16:1_22:2_18:0)-H,1065.81,781.5389,419.2574,335.2956,283.2643,253.2173
HBMP(16:1_22:2_18:1)-H,1063.795,781.5389,417.2417,335.2956,281.2486,253.2173
HBMP(16:1_22:2_18:2)-H,1061.779,781.5389,415.2261,335.2956,279.233,253.2173
HBMP(16:1_22:2_18:3)-H,1059.763,781.5389,413.2104,335.2956,277.2173,253.2173
HBMP(16:1_22:2_18:4)-H,1057.748,781.5389,411.1948,335.2956,275.2017,253.2173
HBMP(16:1_22:2_18:5)-H,1055.732,781.5389,409.1791,335.2956,273.186,253.2173
HBMP(16:1_22:2_20:0)-H,1093.842,781.5389,447.2887,335.2956,311.2956,253.2173
HBMP(16:1_22:2_20:1)-H,1091.826,781.5389,445.273,335.2956,309.2799,253.2173
HBMP(16:1_22:2_20:2)-H,1089.81,781.5389,443.2574,335.2956,307.2643,253.2173
HBMP(16:1_22:2_20:3)-H,1087.795,781.5389,441.2417,335.2956,305.2486,253.2173
HBMP(16:1_22:2_20:4)-H,1085.779,781.5389,439.2261,335.2956,303.233,253.2173
HBMP(16:1_22:2_20:5)-H,1083.763,781.5389,437.2104,335.2956,301.2173,253.2173
HBMP(16:1_22:2_22:0)-H,1121.873,781.5389,475.3199,335.2956,339.3269,253.2173
HBMP(16:1_22:2_22:1)-H,1119.857,781.5389,473.3043,335.2956,337.3112,253.2173
HBMP(16:1_22:2_22:2)-H,1117.842,781.5389,471.2887,335.2956,335.2956,253.2173
HBMP(16:1_22:2_22:3)-H,1115.826,781.5389,469.273,335.2956,333.2799,253.2173
HBMP(16:1_22:2_22:4)-H,1113.81,781.5389,467.2574,335.2956,331.2643,253.2173
HBMP(16:1_22:2_22:5)-H,1111.795,781.5389,465.2417,335.2956,329.2486,253.2173
HBMP(16:1_22:2_22:6)-H,1109.779,781.5389,463.2261,335.2956,327.233,253.2173
HBMP(16:1_22:3_12:0)-H,979.7009,779.5233,335.1635,333.2799,199.1704,253.2173
HBMP(16:1_22:3_14:0)-H,1007.732,779.5233,363.1948,333.2799,227.2017,253.2173
HBMP(16:1_22:3_14:1)-H,1005.717,779.5233,361.1791,333.2799,225.186,253.2173
HBMP(16:1_22:3_16:0)-H,1035.763,779.5233,391.2261,333.2799,255.233,253.2173
HBMP(16:1_22:3_16:1)-H,1033.748,779.5233,389.2104,333.2799,253.2173,253.2173
HBMP(16:1_22:3_16:2)-H,1031.732,779.5233,387.1948,333.2799,251.2017,253.2173
HBMP(16:1_22:3_16:3)-H,1029.717,779.5233,385.1791,333.2799,249.186,253.2173
HBMP(16:1_22:3_16:4)-H,1027.701,779.5233,383.1635,333.2799,247.1704,253.2173
HBMP(16:1_22:3_18:0)-H,1063.795,779.5233,419.2574,333.2799,283.2643,253.2173
HBMP(16:1_22:3_18:1)-H,1061.779,779.5233,417.2417,333.2799,281.2486,253.2173
HBMP(16:1_22:3_18:2)-H,1059.763,779.5233,415.2261,333.2799,279.233,253.2173
HBMP(16:1_22:3_18:3)-H,1057.748,779.5233,413.2104,333.2799,277.2173,253.2173
HBMP(16:1_22:3_18:4)-H,1055.732,779.5233,411.1948,333.2799,275.2017,253.2173
HBMP(16:1_22:3_18:5)-H,1053.717,779.5233,409.1791,333.2799,273.186,253.2173
HBMP(16:1_22:3_20:0)-H,1091.826,779.5233,447.2887,333.2799,311.2956,253.2173
HBMP(16:1_22:3_20:1)-H,1089.81,779.5233,445.273,333.2799,309.2799,253.2173
HBMP(16:1_22:3_20:2)-H,1087.795,779.5233,443.2574,333.2799,307.2643,253.2173
HBMP(16:1_22:3_20:3)-H,1085.779,779.5233,441.2417,333.2799,305.2486,253.2173
HBMP(16:1_22:3_20:4)-H,1083.763,779.5233,439.2261,333.2799,303.233,253.2173
HBMP(16:1_22:3_20:5)-H,1081.748,779.5233,437.2104,333.2799,301.2173,253.2173
HBMP(16:1_22:3_22:0)-H,1119.857,779.5233,475.3199,333.2799,339.3269,253.2173
HBMP(16:1_22:3_22:1)-H,1117.842,779.5233,473.3043,333.2799,337.3112,253.2173
HBMP(16:1_22:3_22:2)-H,1115.826,779.5233,471.2887,333.2799,335.2956,253.2173
HBMP(16:1_22:3_22:3)-H,1113.81,779.5233,469.273,333.2799,333.2799,253.2173
HBMP(16:1_22:3_22:4)-H,1111.795,779.5233,467.2574,333.2799,331.2643,253.2173
HBMP(16:1_22:3_22:5)-H,1109.779,779.5233,465.2417,333.2799,329.2486,253.2173
HBMP(16:1_22:3_22:6)-H,1107.763,779.5233,463.2261,333.2799,327.233,253.2173
HBMP(16:1_22:4_12:0)-H,977.6852,777.5076,335.1635,331.2643,199.1704,253.2173
HBMP(16:1_22:4_14:0)-H,1005.717,777.5076,363.1948,331.2643,227.2017,253.2173
HBMP(16:1_22:4_14:1)-H,1003.701,777.5076,361.1791,331.2643,225.186,253.2173
HBMP(16:1_22:4_16:0)-H,1033.748,777.5076,391.2261,331.2643,255.233,253.2173
HBMP(16:1_22:4_16:1)-H,1031.732,777.5076,389.2104,331.2643,253.2173,253.2173
HBMP(16:1_22:4_16:2)-H,1029.717,777.5076,387.1948,331.2643,251.2017,253.2173
HBMP(16:1_22:4_16:3)-H,1027.701,777.5076,385.1791,331.2643,249.186,253.2173
HBMP(16:1_22:4_16:4)-H,1025.685,777.5076,383.1635,331.2643,247.1704,253.2173
HBMP(16:1_22:4_18:0)-H,1061.779,777.5076,419.2574,331.2643,283.2643,253.2173
