CL,[M-2H+3Na]+,SN1 acyl loss,SN2 acyl loss,SN3 acyl loss,SN4 acyl loss
CL(18:0_18:3_22:0_22:0)-2H+3Na,1638.129347,1353.857987,1359.904907,1297.795427,1297.795427
CL(18:0_18:3_22:0_22:5)-2H+3Na,1628.051097,1343.779737,1349.826657,1287.717177,1297.795377
CL(18:0_18:3_22:0_22:6)-2H+3Na,1626.035447,1341.764087,1347.811007,1285.701527,1297.795367
CL(18:0_18:3_22:5_22:5)-2H+3Na,1617.972846,1333.701486,1339.748406,1287.717126,1287.717126
CL(18:0_18:3_22:5_22:6)-2H+3Na,1615.957196,1331.685836,1337.732756,1285.701476,1287.717116
CL(18:0_18:3_22:6_22:6)-2H+3Na,1613.941546,1329.670186,1335.717106,1285.701466,1285.701466
CL(18:0_20:0_20:0_20:0)-2H+3Na,1616.144997,1331.873637,1303.842357,1303.842357,1303.842357
CL(18:0_20:0_20:0_20:1)-2H+3Na,1614.129347,1329.857987,1301.826707,1301.826707,1303.842347
CL(18:0_20:0_20:0_20:2)-2H+3Na,1612.113697,1327.842337,1299.811057,1299.811057,1303.842337
CL(18:0_20:0_20:0_20:3)-2H+3Na,1610.098047,1325.826687,1297.795407,1297.795407,1303.842327
CL(18:0_20:0_20:0_20:4)-2H+3Na,1608.082397,1323.811037,1295.779757,1295.779757,1303.842317
CL(18:0_20:0_20:0_22:0)-2H+3Na,1644.176297,1359.904937,1331.873657,1331.873657,1303.842377
CL(18:0_20:0_20:0_22:5)-2H+3Na,1634.098047,1349.826687,1321.795407,1321.795407,1303.842327
CL(18:0_20:0_20:0_22:6)-2H+3Na,1632.082397,1347.811037,1319.779757,1319.779757,1303.842317
CL(18:0_20:0_20:1_20:1)-2H+3Na,1612.113697,1327.842337,1299.811057,1301.826697,1301.826697
CL(18:0_20:0_20:1_20:2)-2H+3Na,1610.098047,1325.826687,1297.795407,1299.811047,1301.826687
CL(18:0_20:0_20:1_20:3)-2H+3Na,1608.082397,1323.811037,1295.779757,1297.795397,1301.826677
CL(18:0_20:0_20:1_20:4)-2H+3Na,1606.066747,1321.795387,1293.764107,1295.779747,1301.826667
CL(18:0_20:0_20:1_22:0)-2H+3Na,1642.160647,1357.889287,1329.858007,1331.873647,1301.826727
CL(18:0_20:0_20:1_22:5)-2H+3Na,1632.082397,1347.811037,1319.779757,1321.795397,1301.826677
CL(18:0_20:0_20:1_22:6)-2H+3Na,1630.066747,1345.795387,1317.764107,1319.779747,1301.826667
CL(18:0_20:0_20:2_20:2)-2H+3Na,1608.082397,1323.811037,1295.779757,1299.811037,1299.811037
CL(18:0_20:0_20:2_20:3)-2H+3Na,1606.066747,1321.795387,1293.764107,1297.795387,1299.811027
CL(18:0_20:0_20:2_20:4)-2H+3Na,1604.051097,1319.779737,1291.748457,1295.779737,1299.811017
CL(18:0_20:0_20:2_22:0)-2H+3Na,1640.144997,1355.873637,1327.842357,1331.873637,1299.811077
CL(18:0_20:0_20:2_22:5)-2H+3Na,1630.066747,1345.795387,1317.764107,1321.795387,1299.811027
CL(18:0_20:0_20:2_22:6)-2H+3Na,1628.051097,1343.779737,1315.748457,1319.779737,1299.811017
CL(18:0_20:0_20:3_20:3)-2H+3Na,1604.051097,1319.779737,1291.748457,1297.795377,1297.795377
CL(18:0_20:0_20:3_20:4)-2H+3Na,1602.035447,1317.764087,1289.732807,1295.779727,1297.795367
CL(18:0_20:0_20:3_22:0)-2H+3Na,1638.129347,1353.857987,1325.826707,1331.873627,1297.795427
CL(18:0_20:0_20:3_22:5)-2H+3Na,1628.051097,1343.779737,1315.748457,1321.795377,1297.795377
CL(18:0_20:0_20:3_22:6)-2H+3Na,1626.035447,1341.764087,1313.732807,1319.779727,1297.795367
CL(18:0_20:0_20:4_20:4)-2H+3Na,1600.019797,1315.748437,1287.717157,1295.779717,1295.779717
CL(18:0_20:0_20:4_22:0)-2H+3Na,1636.113697,1351.842337,1323.811057,1331.873617,1295.779777
CL(18:0_20:0_20:4_22:5)-2H+3Na,1626.035447,1341.764087,1313.732807,1321.795367,1295.779727
CL(18:0_20:0_20:4_22:6)-2H+3Na,1624.019797,1339.748437,1311.717157,1319.779717,1295.779717
CL(18:0_20:0_22:0_22:0)-2H+3Na,1672.207597,1387.936237,1359.904957,1331.873677,1331.873677
CL(18:0_20:0_22:0_22:5)-2H+3Na,1662.129347,1377.857987,1349.826707,1321.795427,1331.873627
CL(18:0_20:0_22:0_22:6)-2H+3Na,1660.113697,1375.842337,1347.811057,1319.779777,1331.873617
CL(18:0_20:0_22:5_22:5)-2H+3Na,1652.051097,1367.779737,1339.748457,1321.795377,1321.795377
CL(18:0_20:0_22:5_22:6)-2H+3Na,1650.035447,1365.764087,1337.732807,1319.779727,1321.795367
CL(18:0_20:0_22:6_22:6)-2H+3Na,1648.019797,1363.748437,1335.717157,1319.779717,1319.779717
CL(18:0_20:1_20:1_20:1)-2H+3Na,1610.098047,1325.826687,1299.811047,1299.811047,1299.811047
CL(18:0_20:1_20:1_20:2)-2H+3Na,1608.082397,1323.811037,1297.795397,1297.795397,1299.811037
CL(18:0_20:1_20:1_20:3)-2H+3Na,1606.066747,1321.795387,1295.779747,1295.779747,1299.811027
CL(18:0_20:1_20:1_20:4)-2H+3Na,1604.051097,1319.779737,1293.764097,1293.764097,1299.811017
CL(18:0_20:1_20:1_22:0)-2H+3Na,1640.144997,1355.873637,1329.857997,1329.857997,1299.811077
CL(18:0_20:1_20:1_22:5)-2H+3Na,1630.066747,1345.795387,1319.779747,1319.779747,1299.811027
CL(18:0_20:1_20:1_22:6)-2H+3Na,1628.051097,1343.779737,1317.764097,1317.764097,1299.811017
CL(18:0_20:1_20:2_20:2)-2H+3Na,1606.066747,1321.795387,1295.779747,1297.795387,1297.795387
CL(18:0_20:1_20:2_20:3)-2H+3Na,1604.051097,1319.779737,1293.764097,1295.779737,1297.795377
CL(18:0_20:1_20:2_20:4)-2H+3Na,1602.035447,1317.764087,1291.748447,1293.764087,1297.795367
CL(18:0_20:1_20:2_22:0)-2H+3Na,1638.129347,1353.857987,1327.842347,1329.857987,1297.795427
CL(18:0_20:1_20:2_22:5)-2H+3Na,1628.051097,1343.779737,1317.764097,1319.779737,1297.795377
CL(18:0_20:1_20:2_22:6)-2H+3Na,1626.035447,1341.764087,1315.748447,1317.764087,1297.795367
CL(18:0_20:1_20:3_20:3)-2H+3Na,1602.035447,1317.764087,1291.748447,1295.779727,1295.779727
CL(18:0_20:1_20:3_20:4)-2H+3Na,1600.019797,1315.748437,1289.732797,1293.764077,1295.779717
CL(18:0_20:1_20:3_22:0)-2H+3Na,1636.113697,1351.842337,1325.826697,1329.857977,1295.779777
CL(18:0_20:1_20:3_22:5)-2H+3Na,1626.035447,1341.764087,1315.748447,1319.779727,1295.779727
CL(18:0_20:1_20:3_22:6)-2H+3Na,1624.019797,1339.748437,1313.732797,1317.764077,1295.779717
CL(18:0_20:1_20:4_20:4)-2H+3Na,1598.004146,1313.732786,1287.717146,1293.764066,1293.764066
CL(18:0_20:1_20:4_22:0)-2H+3Na,1634.098047,1349.826687,1323.811047,1329.857967,1293.764127
CL(18:0_20:1_20:4_22:5)-2H+3Na,1624.019797,1339.748437,1313.732797,1319.779717,1293.764077
CL(18:0_20:1_20:4_22:6)-2H+3Na,1622.004146,1337.732786,1311.717146,1317.764066,1293.764066
CL(18:0_20:1_22:0_22:0)-2H+3Na,1670.191947,1385.920587,1359.904947,1329.858027,1329.858027
CL(18:0_20:1_22:0_22:5)-2H+3Na,1660.113697,1375.842337,1349.826697,1319.779777,1329.857977
CL(18:0_20:1_22:0_22:6)-2H+3Na,1658.098047,1373.826687,1347.811047,1317.764127,1329.857967
CL(18:0_20:1_22:5_22:5)-2H+3Na,1650.035447,1365.764087,1339.748447,1319.779727,1319.779727
CL(18:0_20:1_22:5_22:6)-2H+3Na,1648.019797,1363.748437,1337.732797,1317.764077,1319.779717
CL(18:0_20:1_22:6_22:6)-2H+3Na,1646.004146,1361.732786,1335.717146,1317.764066,1317.764066
CL(18:0_20:2_20:2_20:2)-2H+3Na,1604.051097,1319.779737,1295.779737,1295.779737,1295.779737
CL(18:0_20:2_20:2_20:3)-2H+3Na,1602.035447,1317.764087,1293.764087,1293.764087,1295.779727
CL(18:0_20:2_20:2_20:4)-2H+3Na,1600.019797,1315.748437,1291.748437,1291.748437,1295.779717
CL(18:0_20:2_20:2_22:0)-2H+3Na,1636.113697,1351.842337,1327.842337,1327.842337,1295.779777
CL(18:0_20:2_20:2_22:5)-2H+3Na,1626.035447,1341.764087,1317.764087,1317.764087,1295.779727
CL(18:0_20:2_20:2_22:6)-2H+3Na,1624.019797,1339.748437,1315.748437,1315.748437,1295.779717
CL(18:0_20:2_20:3_20:3)-2H+3Na,1600.019797,1315.748437,1291.748437,1293.764077,1293.764077
CL(18:0_20:2_20:3_20:4)-2H+3Na,1598.004146,1313.732786,1289.732786,1291.748426,1293.764066
CL(18:0_20:2_20:3_22:0)-2H+3Na,1634.098047,1349.826687,1325.826687,1327.842327,1293.764127
CL(18:0_20:2_20:3_22:5)-2H+3Na,1624.019797,1339.748437,1315.748437,1317.764077,1293.764077
CL(18:0_20:2_20:3_22:6)-2H+3Na,1622.004146,1337.732786,1313.732786,1315.748426,1293.764066
CL(18:0_20:2_20:4_20:4)-2H+3Na,1595.988496,1311.717136,1287.717136,1291.748416,1291.748416
CL(18:0_20:2_20:4_22:0)-2H+3Na,1632.082397,1347.811037,1323.811037,1327.842317,1291.748477
CL(18:0_20:2_20:4_22:5)-2H+3Na,1622.004146,1337.732786,1313.732786,1317.764066,1291.748426
CL(18:0_20:2_20:4_22:6)-2H+3Na,1619.988496,1335.717136,1311.717136,1315.748416,1291.748416
CL(18:0_20:2_22:0_22:0)-2H+3Na,1668.176297,1383.904937,1359.904937,1327.842377,1327.842377
CL(18:0_20:2_22:0_22:5)-2H+3Na,1658.098047,1373.826687,1349.826687,1317.764127,1327.842327
CL(18:0_20:2_22:0_22:6)-2H+3Na,1656.082397,1371.811037,1347.811037,1315.748477,1327.842317
CL(18:0_20:2_22:5_22:5)-2H+3Na,1648.019797,1363.748437,1339.748437,1317.764077,1317.764077
CL(18:0_20:2_22:5_22:6)-2H+3Na,1646.004146,1361.732786,1337.732786,1315.748426,1317.764066
CL(18:0_20:2_22:6_22:6)-2H+3Na,1643.988496,1359.717136,1335.717136,1315.748416,1315.748416
CL(18:0_20:3_20:3_20:3)-2H+3Na,1598.004146,1313.732786,1291.748426,1291.748426,1291.748426
CL(18:0_20:3_20:3_20:4)-2H+3Na,1595.988496,1311.717136,1289.732776,1289.732776,1291.748416
CL(18:0_20:3_20:3_22:0)-2H+3Na,1632.082397,1347.811037,1325.826677,1325.826677,1291.748477
CL(18:0_20:3_20:3_22:5)-2H+3Na,1622.004146,1337.732786,1315.748426,1315.748426,1291.748426
CL(18:0_20:3_20:3_22:6)-2H+3Na,1619.988496,1335.717136,1313.732776,1313.732776,1291.748416
CL(18:0_20:3_20:4_20:4)-2H+3Na,1593.972846,1309.701486,1287.717126,1289.732766,1289.732766
CL(18:0_20:3_20:4_22:0)-2H+3Na,1630.066747,1345.795387,1323.811027,1325.826667,1289.732827
CL(18:0_20:3_20:4_22:5)-2H+3Na,1619.988496,1335.717136,1313.732776,1315.748416,1289.732776
CL(18:0_20:3_20:4_22:6)-2H+3Na,1617.972846,1333.701486,1311.717126,1313.732766,1289.732766
CL(18:0_20:3_22:0_22:0)-2H+3Na,1666.160647,1381.889287,1359.904927,1325.826727,1325.826727
CL(18:0_20:3_22:0_22:5)-2H+3Na,1656.082397,1371.811037,1349.826677,1315.748477,1325.826677
CL(18:0_20:3_22:0_22:6)-2H+3Na,1654.066747,1369.795387,1347.811027,1313.732827,1325.826667
CL(18:0_20:3_22:5_22:5)-2H+3Na,1646.004146,1361.732786,1339.748426,1315.748426,1315.748426
CL(18:0_20:3_22:5_22:6)-2H+3Na,1643.988496,1359.717136,1337.732776,1313.732776,1315.748416
CL(18:0_20:3_22:6_22:6)-2H+3Na,1641.972846,1357.701486,1335.717126,1313.732766,1313.732766
CL(18:0_20:4_20:4_20:4)-2H+3Na,1591.957196,1307.685836,1287.717116,1287.717116,1287.717116
CL(18:0_20:4_20:4_22:0)-2H+3Na,1628.051097,1343.779737,1323.811017,1323.811017,1287.717177
CL(18:0_20:4_20:4_22:5)-2H+3Na,1617.972846,1333.701486,1313.732766,1313.732766,1287.717126
CL(18:0_20:4_20:4_22:6)-2H+3Na,1615.957196,1331.685836,1311.717116,1311.717116,1287.717116
CL(18:0_20:4_22:0_22:0)-2H+3Na,1664.144997,1379.873637,1359.904917,1323.811077,1323.811077
CL(18:0_20:4_22:0_22:5)-2H+3Na,1654.066747,1369.795387,1349.826667,1313.732827,1323.811027
CL(18:0_20:4_22:0_22:6)-2H+3Na,1652.051097,1367.779737,1347.811017,1311.717177,1323.811017
CL(18:0_20:4_22:5_22:5)-2H+3Na,1643.988496,1359.717136,1339.748416,1313.732776,1313.732776
CL(18:0_20:4_22:5_22:6)-2H+3Na,1641.972846,1357.701486,1337.732766,1311.717126,1313.732766
CL(18:0_20:4_22:6_22:6)-2H+3Na,1639.957196,1355.685836,1335.717116,1311.717116,1311.717116
CL(18:0_22:0_22:0_22:0)-2H+3Na,1700.238897,1415.967537,1359.904977,1359.904977,1359.904977
CL(18:0_22:0_22:0_22:5)-2H+3Na,1690.160647,1405.889287,1349.826727,1349.826727,1359.904927
CL(18:0_22:0_22:0_22:6)-2H+3Na,1688.144997,1403.873637,1347.811077,1347.811077,1359.904917
CL(18:0_22:0_22:5_22:5)-2H+3Na,1680.082397,1395.811037,1339.748477,1349.826677,1349.826677
CL(18:0_22:0_22:5_22:6)-2H+3Na,1678.066747,1393.795387,1337.732827,1347.811027,1349.826667
CL(18:0_22:0_22:6_22:6)-2H+3Na,1676.051097,1391.779737,1335.717177,1347.811017,1347.811017
CL(18:0_22:5_22:5_22:5)-2H+3Na,1670.004146,1385.732786,1339.748426,1339.748426,1339.748426
CL(18:0_22:5_22:5_22:6)-2H+3Na,1667.988496,1383.717136,1337.732776,1337.732776,1339.748416
CL(18:0_22:5_22:6_22:6)-2H+3Na,1665.972846,1381.701486,1335.717126,1337.732766,1337.732766
CL(18:0_22:6_22:6_22:6)-2H+3Na,1663.957196,1379.685836,1335.717116,1335.717116,1335.717116
CL(18:1_18:1_18:1_18:1)-2H+3Na,1523.988496,1241.732776,1241.732776,1241.732776,1241.732776
CL(18:1_18:1_18:1_18:2)-2H+3Na,1521.972846,1239.717126,1239.717126,1239.717126,1241.732766
CL(18:1_18:1_18:1_18:3)-2H+3Na,1519.957196,1237.701476,1237.701476,1237.701476,1241.732756
CL(18:1_18:1_18:1_20:1)-2H+3Na,1552.019797,1269.764077,1269.764077,1269.764077,1241.732797
CL(18:1_18:1_18:1_20:2)-2H+3Na,1550.004146,1267.748426,1267.748426,1267.748426,1241.732786
CL(18:1_18:1_18:1_20:3)-2H+3Na,1547.988496,1265.732776,1265.732776,1265.732776,1241.732776
CL(18:1_18:1_18:1_20:4)-2H+3Na,1545.972846,1263.717126,1263.717126,1263.717126,1241.732766
CL(18:1_18:1_18:1_22:5)-2H+3Na,1571.988496,1289.732776,1289.732776,1289.732776,1241.732776
CL(18:1_18:1_18:1_22:6)-2H+3Na,1569.972846,1287.717126,1287.717126,1287.717126,1241.732766
CL(18:1_18:1_18:2_18:2)-2H+3Na,1519.957196,1237.701476,1237.701476,1239.717116,1239.717116
CL(18:1_18:1_18:2_18:3)-2H+3Na,1517.941546,1235.685826,1235.685826,1237.701466,1239.717106
CL(18:1_18:1_18:2_20:0)-2H+3Na,1552.019797,1269.764077,1269.764077,1271.779717,1239.717157
CL(18:1_18:1_18:2_20:1)-2H+3Na,1550.004146,1267.748426,1267.748426,1269.764066,1239.717146
CL(18:1_18:1_18:2_20:2)-2H+3Na,1547.988496,1265.732776,1265.732776,1267.748416,1239.717136
CL(18:1_18:1_18:2_20:3)-2H+3Na,1545.972846,1263.717126,1263.717126,1265.732766,1239.717126
CL(18:1_18:1_18:2_20:4)-2H+3Na,1543.957196,1261.701476,1261.701476,1263.717116,1239.717116
CL(18:1_18:1_18:2_22:0)-2H+3Na,1580.051097,1297.795377,1297.795377,1299.811017,1239.717177
CL(18:1_18:1_18:2_22:5)-2H+3Na,1569.972846,1287.717126,1287.717126,1289.732766,1239.717126
CL(18:1_18:1_18:2_22:6)-2H+3Na,1567.957196,1285.701476,1285.701476,1287.717116,1239.717116
CL(18:1_18:1_18:3_18:3)-2H+3Na,1515.925896,1233.670176,1233.670176,1237.701456,1237.701456
CL(18:1_18:1_18:3_20:0)-2H+3Na,1550.004146,1267.748426,1267.748426,1271.779706,1237.701506
CL(18:1_18:1_18:3_20:1)-2H+3Na,1547.988496,1265.732776,1265.732776,1269.764056,1237.701496
CL(18:1_18:1_18:3_20:2)-2H+3Na,1545.972846,1263.717126,1263.717126,1267.748406,1237.701486
CL(18:1_18:1_18:3_20:3)-2H+3Na,1543.957196,1261.701476,1261.701476,1265.732756,1237.701476
CL(18:1_18:1_18:3_20:4)-2H+3Na,1541.941546,1259.685826,1259.685826,1263.717106,1237.701466
CL(18:1_18:1_18:3_22:0)-2H+3Na,1578.035447,1295.779727,1295.779727,1299.811007,1237.701527
CL(18:1_18:1_18:3_22:5)-2H+3Na,1567.957196,1285.701476,1285.701476,1289.732756,1237.701476
CL(18:1_18:1_18:3_22:6)-2H+3Na,1565.941546,1283.685826,1283.685826,1287.717106,1237.701466
CL(18:1_18:1_20:1_20:0)-2H+3Na,1582.066747,1299.811027,1299.811027,1271.779747,1269.764107
CL(18:1_18:1_20:1_20:1)-2H+3Na,1580.051097,1297.795377,1297.795377,1269.764097,1269.764097
CL(18:1_18:1_20:1_20:2)-2H+3Na,1578.035447,1295.779727,1295.779727,1267.748447,1269.764087
CL(18:1_18:1_20:1_20:3)-2H+3Na,1576.019797,1293.764077,1293.764077,1265.732797,1269.764077
CL(18:1_18:1_20:1_20:4)-2H+3Na,1574.004146,1291.748426,1291.748426,1263.717146,1269.764066
CL(18:1_18:1_20:1_22:0)-2H+3Na,1610.098047,1327.842327,1327.842327,1299.811047,1269.764127
CL(18:1_18:1_20:1_22:5)-2H+3Na,1600.019797,1317.764077,1317.764077,1289.732797,1269.764077
CL(18:1_18:1_20:1_22:6)-2H+3Na,1598.004146,1315.748426,1315.748426,1287.717146,1269.764066
CL(18:1_18:1_20:2_20:0)-2H+3Na,1580.051097,1297.795377,1297.795377,1271.779737,1267.748457
CL(18:1_18:1_20:2_20:2)-2H+3Na,1576.019797,1293.764077,1293.764077,1267.748437,1267.748437
CL(18:1_18:1_20:2_20:3)-2H+3Na,1574.004146,1291.748426,1291.748426,1265.732786,1267.748426
CL(18:1_18:1_20:2_20:4)-2H+3Na,1571.988496,1289.732776,1289.732776,1263.717136,1267.748416
CL(18:1_18:1_20:2_22:0)-2H+3Na,1608.082397,1325.826677,1325.826677,1299.811037,1267.748477
CL(18:1_18:1_20:2_22:5)-2H+3Na,1598.004146,1315.748426,1315.748426,1289.732786,1267.748426
CL(18:1_18:1_20:2_22:6)-2H+3Na,1595.988496,1313.732776,1313.732776,1287.717136,1267.748416
CL(18:1_18:1_20:3_20:0)-2H+3Na,1578.035447,1295.779727,1295.779727,1271.779727,1265.732807
CL(18:1_18:1_20:3_20:3)-2H+3Na,1571.988496,1289.732776,1289.732776,1265.732776,1265.732776
CL(18:1_18:1_20:3_20:4)-2H+3Na,1569.972846,1287.717126,1287.717126,1263.717126,1265.732766
CL(18:1_18:1_20:3_22:0)-2H+3Na,1606.066747,1323.811027,1323.811027,1299.811027,1265.732827
CL(18:1_18:1_20:3_22:5)-2H+3Na,1595.988496,1313.732776,1313.732776,1289.732776,1265.732776
CL(18:1_18:1_20:3_22:6)-2H+3Na,1593.972846,1311.717126,1311.717126,1287.717126,1265.732766
CL(18:1_18:1_20:4_20:0)-2H+3Na,1576.019797,1293.764077,1293.764077,1271.779717,1263.717157
CL(18:1_18:1_20:4_20:4)-2H+3Na,1567.957196,1285.701476,1285.701476,1263.717116,1263.717116
CL(18:1_18:1_20:4_22:0)-2H+3Na,1604.051097,1321.795377,1321.795377,1299.811017,1263.717177
CL(18:1_18:1_20:4_22:5)-2H+3Na,1593.972846,1311.717126,1311.717126,1289.732766,1263.717126
CL(18:1_18:1_20:4_22:6)-2H+3Na,1591.957196,1309.701476,1309.701476,1287.717116,1263.717116
CL(18:1_18:1_22:5_20:0)-2H+3Na,1602.035447,1319.779727,1319.779727,1271.779727,1289.732807
CL(18:1_18:1_22:5_22:0)-2H+3Na,1630.066747,1347.811027,1347.811027,1299.811027,1289.732827
CL(18:1_18:1_22:5_22:5)-2H+3Na,1619.988496,1337.732776,1337.732776,1289.732776,1289.732776
CL(18:1_18:1_22:5_22:6)-2H+3Na,1617.972846,1335.717126,1335.717126,1287.717126,1289.732766
CL(18:1_18:1_22:6_20:0)-2H+3Na,1600.019797,1317.764077,1317.764077,1271.779717,1287.717157
CL(18:1_18:1_22:6_22:0)-2H+3Na,1628.051097,1345.795377,1345.795377,1299.811017,1287.717177
CL(18:1_18:1_22:6_22:6)-2H+3Na,1615.957196,1333.701476,1333.701476,1287.717116,1287.717116
CL(18:1_18:2_18:2_18:2)-2H+3Na,1517.941546,1235.685826,1237.701466,1237.701466,1237.701466
CL(18:1_18:2_18:2_18:3)-2H+3Na,1515.925896,1233.670176,1235.685816,1235.685816,1237.701456
CL(18:1_18:2_18:2_20:0)-2H+3Na,1550.004146,1267.748426,1269.764066,1269.764066,1237.701506
CL(18:1_18:2_18:2_20:1)-2H+3Na,1547.988496,1265.732776,1267.748416,1267.748416,1237.701496
CL(18:1_18:2_18:2_20:2)-2H+3Na,1545.972846,1263.717126,1265.732766,1265.732766,1237.701486
CL(18:1_18:2_18:2_20:3)-2H+3Na,1543.957196,1261.701476,1263.717116,1263.717116,1237.701476
CL(18:1_18:2_18:2_20:4)-2H+3Na,1541.941546,1259.685826,1261.701466,1261.701466,1237.701466
CL(18:1_18:2_18:2_22:0)-2H+3Na,1578.035447,1295.779727,1297.795367,1297.795367,1237.701527
CL(18:1_18:2_18:2_22:5)-2H+3Na,1567.957196,1285.701476,1287.717116,1287.717116,1237.701476
CL(18:1_18:2_18:2_22:6)-2H+3Na,1565.941546,1283.685826,1285.701466,1285.701466,1237.701466
CL(18:1_18:2_18:3_18:3)-2H+3Na,1513.910246,1231.654526,1233.670166,1235.685806,1235.685806
CL(18:1_18:2_18:3_20:0)-2H+3Na,1547.988496,1265.732776,1267.748416,1269.764056,1235.685856
CL(18:1_18:2_18:3_20:1)-2H+3Na,1545.972846,1263.717126,1265.732766,1267.748406,1235.685846
CL(18:1_18:2_18:3_20:2)-2H+3Na,1543.957196,1261.701476,1263.717116,1265.732756,1235.685836
CL(18:1_18:2_18:3_20:3)-2H+3Na,1541.941546,1259.685826,1261.701466,1263.717106,1235.685826
CL(18:1_18:2_18:3_20:4)-2H+3Na,1539.925896,1257.670176,1259.685816,1261.701456,1235.685816
CL(18:1_18:2_18:3_22:0)-2H+3Na,1576.019797,1293.764077,1295.779717,1297.795357,1235.685877
CL(18:1_18:2_18:3_22:5)-2H+3Na,1565.941546,1283.685826,1285.701466,1287.717106,1235.685826
CL(18:1_18:2_18:3_22:6)-2H+3Na,1563.925896,1281.670176,1283.685816,1285.701456,1235.685816
CL(18:1_18:2_20:1_20:0)-2H+3Na,1580.051097,1297.795377,1299.811017,1269.764097,1267.748457
CL(18:1_18:2_20:1_20:1)-2H+3Na,1578.035447,1295.779727,1297.795367,1267.748447,1267.748447
CL(18:1_18:2_20:1_20:2)-2H+3Na,1576.019797,1293.764077,1295.779717,1265.732797,1267.748437
CL(18:1_18:2_20:1_20:3)-2H+3Na,1574.004146,1291.748426,1293.764066,1263.717146,1267.748426
CL(18:1_18:2_20:1_20:4)-2H+3Na,1571.988496,1289.732776,1291.748416,1261.701496,1267.748416
CL(18:1_18:2_20:1_22:0)-2H+3Na,1608.082397,1325.826677,1327.842317,1297.795397,1267.748477
CL(18:1_18:2_20:1_22:5)-2H+3Na,1598.004146,1315.748426,1317.764066,1287.717146,1267.748426
CL(18:1_18:2_20:1_22:6)-2H+3Na,1595.988496,1313.732776,1315.748416,1285.701496,1267.748416
CL(18:1_18:2_20:2_20:0)-2H+3Na,1578.035447,1295.779727,1297.795367,1269.764087,1265.732807
CL(18:1_18:2_20:2_20:2)-2H+3Na,1574.004146,1291.748426,1293.764066,1265.732786,1265.732786
CL(18:1_18:2_20:2_20:3)-2H+3Na,1571.988496,1289.732776,1291.748416,1263.717136,1265.732776
CL(18:1_18:2_20:2_20:4)-2H+3Na,1569.972846,1287.717126,1289.732766,1261.701486,1265.732766
CL(18:1_18:2_20:2_22:0)-2H+3Na,1606.066747,1323.811027,1325.826667,1297.795387,1265.732827
CL(18:1_18:2_20:2_22:5)-2H+3Na,1595.988496,1313.732776,1315.748416,1287.717136,1265.732776
CL(18:1_18:2_20:2_22:6)-2H+3Na,1593.972846,1311.717126,1313.732766,1285.701486,1265.732766
CL(18:1_18:2_20:3_20:0)-2H+3Na,1576.019797,1293.764077,1295.779717,1269.764077,1263.717157
CL(18:1_18:2_20:3_20:3)-2H+3Na,1569.972846,1287.717126,1289.732766,1263.717126,1263.717126
CL(18:1_18:2_20:3_20:4)-2H+3Na,1567.957196,1285.701476,1287.717116,1261.701476,1263.717116
CL(18:1_18:2_20:3_22:0)-2H+3Na,1604.051097,1321.795377,1323.811017,1297.795377,1263.717177
CL(18:1_18:2_20:3_22:5)-2H+3Na,1593.972846,1311.717126,1313.732766,1287.717126,1263.717126
CL(18:1_18:2_20:3_22:6)-2H+3Na,1591.957196,1309.701476,1311.717116,1285.701476,1263.717116
CL(18:1_18:2_20:4_20:0)-2H+3Na,1574.004146,1291.748426,1293.764066,1269.764066,1261.701506
CL(18:1_18:2_20:4_20:4)-2H+3Na,1565.941546,1283.685826,1285.701466,1261.701466,1261.701466
CL(18:1_18:2_20:4_22:0)-2H+3Na,1602.035447,1319.779727,1321.795367,1297.795367,1261.701527
CL(18:1_18:2_20:4_22:5)-2H+3Na,1591.957196,1309.701476,1311.717116,1287.717116,1261.701476
CL(18:1_18:2_20:4_22:6)-2H+3Na,1589.941546,1307.685826,1309.701466,1285.701466,1261.701466
CL(18:1_18:2_22:5_20:0)-2H+3Na,1600.019797,1317.764077,1319.779717,1269.764077,1287.717157
CL(18:1_18:2_22:5_22:0)-2H+3Na,1628.051097,1345.795377,1347.811017,1297.795377,1287.717177
CL(18:1_18:2_22:5_22:5)-2H+3Na,1617.972846,1335.717126,1337.732766,1287.717126,1287.717126
CL(18:1_18:2_22:5_22:6)-2H+3Na,1615.957196,1333.701476,1335.717116,1285.701476,1287.717116
CL(18:1_18:2_22:6_20:0)-2H+3Na,1598.004146,1315.748426,1317.764066,1269.764066,1285.701506
CL(18:1_18:2_22:6_22:0)-2H+3Na,1626.035447,1343.779727,1345.795367,1297.795367,1285.701527
CL(18:1_18:2_22:6_22:6)-2H+3Na,1613.941546,1331.685826,1333.701466,1285.701466,1285.701466
CL(18:1_18:3_18:3_18:3)-2H+3Na,1511.894596,1229.638876,1233.670156,1233.670156,1233.670156
CL(18:1_18:3_18:3_20:0)-2H+3Na,1545.972846,1263.717126,1267.748406,1267.748406,1233.670206
CL(18:1_18:3_18:3_20:1)-2H+3Na,1543.957196,1261.701476,1265.732756,1265.732756,1233.670196
CL(18:1_18:3_18:3_20:2)-2H+3Na,1541.941546,1259.685826,1263.717106,1263.717106,1233.670186
CL(18:1_18:3_18:3_20:3)-2H+3Na,1539.925896,1257.670176,1261.701456,1261.701456,1233.670176
