CL,[M-2H+3Na]+,SN1 acyl loss,SN2 acyl loss,SN3 acyl loss,SN4 acyl loss
CL(18:0_16:1_20:0_18:0)-2H+3Na,1530.035447,1245.764087,1275.811007,1217.732807,1245.764087
CL(18:0_16:1_20:0_20:0)-2H+3Na,1558.066747,1273.795387,1303.842307,1245.764107,1245.764107
CL(18:0_16:1_20:0_22:0)-2H+3Na,1586.098047,1301.826687,1331.873607,1273.795407,1245.764127
CL(18:0_16:1_22:0_18:0)-2H+3Na,1558.066747,1273.795387,1303.842307,1217.732827,1273.795387
CL(18:0_16:1_22:0_22:0)-2H+3Na,1614.129347,1329.857987,1359.904907,1273.795427,1273.795427
CL(18:0_18:0_16:1_18:0)-2H+3Na,1502.004146,1217.732786,1217.732786,1247.779706,1217.732786
CL(18:0_18:0_18:0_18:0)-2H+3Na,1532.051097,1247.779737,1247.779737,1247.779737,1247.779737
CL(18:0_18:0_18:0_18:1)-2H+3Na,1530.035447,1245.764087,1245.764087,1245.764087,1247.779727
CL(18:0_18:0_18:0_18:2)-2H+3Na,1528.019797,1243.748437,1243.748437,1243.748437,1247.779717
CL(18:0_18:0_18:0_18:3)-2H+3Na,1526.004146,1241.732786,1241.732786,1241.732786,1247.779706
CL(18:0_18:0_18:0_20:0)-2H+3Na,1560.082397,1275.811037,1275.811037,1275.811037,1247.779757
CL(18:0_18:0_18:0_20:1)-2H+3Na,1558.066747,1273.795387,1273.795387,1273.795387,1247.779747
CL(18:0_18:0_18:0_20:2)-2H+3Na,1556.051097,1271.779737,1271.779737,1271.779737,1247.779737
CL(18:0_18:0_18:0_20:3)-2H+3Na,1554.035447,1269.764087,1269.764087,1269.764087,1247.779727
CL(18:0_18:0_18:0_20:4)-2H+3Na,1552.019797,1267.748437,1267.748437,1267.748437,1247.779717
CL(18:0_18:0_18:0_22:0)-2H+3Na,1588.113697,1303.842337,1303.842337,1303.842337,1247.779777
CL(18:0_18:0_18:0_22:5)-2H+3Na,1578.035447,1293.764087,1293.764087,1293.764087,1247.779727
CL(18:0_18:0_18:0_22:6)-2H+3Na,1576.019797,1291.748437,1291.748437,1291.748437,1247.779717
CL(18:0_18:0_18:1_18:1)-2H+3Na,1528.019797,1243.748437,1243.748437,1245.764077,1245.764077
CL(18:0_18:0_18:1_18:2)-2H+3Na,1526.004146,1241.732786,1241.732786,1243.748426,1245.764066
CL(18:0_18:0_18:1_18:3)-2H+3Na,1523.988496,1239.717136,1239.717136,1241.732776,1245.764056
CL(18:0_18:0_18:1_20:0)-2H+3Na,1558.066747,1273.795387,1273.795387,1275.811027,1245.764107
CL(18:0_18:0_18:1_20:1)-2H+3Na,1556.051097,1271.779737,1271.779737,1273.795377,1245.764097
CL(18:0_18:0_18:1_20:2)-2H+3Na,1554.035447,1269.764087,1269.764087,1271.779727,1245.764087
CL(18:0_18:0_18:1_20:3)-2H+3Na,1552.019797,1267.748437,1267.748437,1269.764077,1245.764077
CL(18:0_18:0_18:1_20:4)-2H+3Na,1550.004146,1265.732786,1265.732786,1267.748426,1245.764066
CL(18:0_18:0_18:1_22:0)-2H+3Na,1586.098047,1301.826687,1301.826687,1303.842327,1245.764127
CL(18:0_18:0_18:1_22:5)-2H+3Na,1576.019797,1291.748437,1291.748437,1293.764077,1245.764077
CL(18:0_18:0_18:1_22:6)-2H+3Na,1574.004146,1289.732786,1289.732786,1291.748426,1245.764066
CL(18:0_18:0_18:2_18:2)-2H+3Na,1523.988496,1239.717136,1239.717136,1243.748416,1243.748416
CL(18:0_18:0_18:2_18:3)-2H+3Na,1521.972846,1237.701486,1237.701486,1241.732766,1243.748406
CL(18:0_18:0_18:2_20:0)-2H+3Na,1556.051097,1271.779737,1271.779737,1275.811017,1243.748457
CL(18:0_18:0_18:2_20:1)-2H+3Na,1554.035447,1269.764087,1269.764087,1273.795367,1243.748447
CL(18:0_18:0_18:2_20:2)-2H+3Na,1552.019797,1267.748437,1267.748437,1271.779717,1243.748437
CL(18:0_18:0_18:2_20:3)-2H+3Na,1550.004146,1265.732786,1265.732786,1269.764066,1243.748426
CL(18:0_18:0_18:2_20:4)-2H+3Na,1547.988496,1263.717136,1263.717136,1267.748416,1243.748416
CL(18:0_18:0_18:2_22:0)-2H+3Na,1584.082397,1299.811037,1299.811037,1303.842317,1243.748477
CL(18:0_18:0_18:2_22:5)-2H+3Na,1574.004146,1289.732786,1289.732786,1293.764066,1243.748426
CL(18:0_18:0_18:2_22:6)-2H+3Na,1571.988496,1287.717136,1287.717136,1291.748416,1243.748416
CL(18:0_18:0_18:3_18:3)-2H+3Na,1519.957196,1235.685836,1235.685836,1241.732756,1241.732756
CL(18:0_18:0_18:3_20:0)-2H+3Na,1554.035447,1269.764087,1269.764087,1275.811007,1241.732807
CL(18:0_18:0_18:3_20:1)-2H+3Na,1552.019797,1267.748437,1267.748437,1273.795357,1241.732797
CL(18:0_18:0_18:3_20:2)-2H+3Na,1550.004146,1265.732786,1265.732786,1271.779706,1241.732786
CL(18:0_18:0_18:3_20:3)-2H+3Na,1547.988496,1263.717136,1263.717136,1269.764056,1241.732776
CL(18:0_18:0_18:3_20:4)-2H+3Na,1545.972846,1261.701486,1261.701486,1267.748406,1241.732766
CL(18:0_18:0_18:3_22:0)-2H+3Na,1582.066747,1297.795387,1297.795387,1303.842307,1241.732827
CL(18:0_18:0_18:3_22:5)-2H+3Na,1571.988496,1287.717136,1287.717136,1293.764056,1241.732776
CL(18:0_18:0_18:3_22:6)-2H+3Na,1569.972846,1285.701486,1285.701486,1291.748406,1241.732766
CL(18:0_18:0_20:0_20:0)-2H+3Na,1588.113697,1303.842337,1303.842337,1275.811057,1275.811057
CL(18:0_18:0_20:0_20:1)-2H+3Na,1586.098047,1301.826687,1301.826687,1273.795407,1275.811047
CL(18:0_18:0_20:0_20:2)-2H+3Na,1584.082397,1299.811037,1299.811037,1271.779757,1275.811037
CL(18:0_18:0_20:0_20:3)-2H+3Na,1582.066747,1297.795387,1297.795387,1269.764107,1275.811027
CL(18:0_18:0_20:0_20:4)-2H+3Na,1580.051097,1295.779737,1295.779737,1267.748457,1275.811017
CL(18:0_18:0_20:0_22:0)-2H+3Na,1616.144997,1331.873637,1331.873637,1303.842357,1275.811077
CL(18:0_18:0_20:0_22:5)-2H+3Na,1606.066747,1321.795387,1321.795387,1293.764107,1275.811027
CL(18:0_18:0_20:0_22:6)-2H+3Na,1604.051097,1319.779737,1319.779737,1291.748457,1275.811017
CL(18:0_18:0_20:1_20:1)-2H+3Na,1584.082397,1299.811037,1299.811037,1273.795397,1273.795397
CL(18:0_18:0_20:1_20:2)-2H+3Na,1582.066747,1297.795387,1297.795387,1271.779747,1273.795387
CL(18:0_18:0_20:1_20:3)-2H+3Na,1580.051097,1295.779737,1295.779737,1269.764097,1273.795377
CL(18:0_18:0_20:1_20:4)-2H+3Na,1578.035447,1293.764087,1293.764087,1267.748447,1273.795367
CL(18:0_18:0_20:1_22:0)-2H+3Na,1614.129347,1329.857987,1329.857987,1303.842347,1273.795427
CL(18:0_18:0_20:1_22:5)-2H+3Na,1604.051097,1319.779737,1319.779737,1293.764097,1273.795377
CL(18:0_18:0_20:1_22:6)-2H+3Na,1602.035447,1317.764087,1317.764087,1291.748447,1273.795367
CL(18:0_18:0_20:2_20:2)-2H+3Na,1580.051097,1295.779737,1295.779737,1271.779737,1271.779737
CL(18:0_18:0_20:2_20:3)-2H+3Na,1578.035447,1293.764087,1293.764087,1269.764087,1271.779727
CL(18:0_18:0_20:2_20:4)-2H+3Na,1576.019797,1291.748437,1291.748437,1267.748437,1271.779717
CL(18:0_18:0_20:2_22:0)-2H+3Na,1612.113697,1327.842337,1327.842337,1303.842337,1271.779777
CL(18:0_18:0_20:2_22:5)-2H+3Na,1602.035447,1317.764087,1317.764087,1293.764087,1271.779727
CL(18:0_18:0_20:2_22:6)-2H+3Na,1600.019797,1315.748437,1315.748437,1291.748437,1271.779717
CL(18:0_18:0_20:3_20:3)-2H+3Na,1576.019797,1291.748437,1291.748437,1269.764077,1269.764077
CL(18:0_18:0_20:3_20:4)-2H+3Na,1574.004146,1289.732786,1289.732786,1267.748426,1269.764066
CL(18:0_18:0_20:3_22:0)-2H+3Na,1610.098047,1325.826687,1325.826687,1303.842327,1269.764127
CL(18:0_18:0_20:3_22:5)-2H+3Na,1600.019797,1315.748437,1315.748437,1293.764077,1269.764077
CL(18:0_18:0_20:3_22:6)-2H+3Na,1598.004146,1313.732786,1313.732786,1291.748426,1269.764066
CL(18:0_18:0_20:4_20:4)-2H+3Na,1571.988496,1287.717136,1287.717136,1267.748416,1267.748416
CL(18:0_18:0_20:4_22:0)-2H+3Na,1608.082397,1323.811037,1323.811037,1303.842317,1267.748477
CL(18:0_18:0_20:4_22:5)-2H+3Na,1598.004146,1313.732786,1313.732786,1293.764066,1267.748426
CL(18:0_18:0_20:4_22:6)-2H+3Na,1595.988496,1311.717136,1311.717136,1291.748416,1267.748416
CL(18:0_18:0_22:0_22:0)-2H+3Na,1644.176297,1359.904937,1359.904937,1303.842377,1303.842377
CL(18:0_18:0_22:0_22:5)-2H+3Na,1634.098047,1349.826687,1349.826687,1293.764127,1303.842327
CL(18:0_18:0_22:0_22:6)-2H+3Na,1632.082397,1347.811037,1347.811037,1291.748477,1303.842317
CL(18:0_18:0_22:5_22:5)-2H+3Na,1624.019797,1339.748437,1339.748437,1293.764077,1293.764077
CL(18:0_18:0_22:5_22:6)-2H+3Na,1622.004146,1337.732786,1337.732786,1291.748426,1293.764066
CL(18:0_18:0_22:6_22:6)-2H+3Na,1619.988496,1335.717136,1335.717136,1291.748416,1291.748416
CL(18:0_18:1_18:1_18:1)-2H+3Na,1526.004146,1241.732786,1243.748426,1243.748426,1243.748426
CL(18:0_18:1_18:1_18:2)-2H+3Na,1523.988496,1239.717136,1241.732776,1241.732776,1243.748416
CL(18:0_18:1_18:1_18:3)-2H+3Na,1521.972846,1237.701486,1239.717126,1239.717126,1243.748406
CL(18:0_18:1_18:1_20:0)-2H+3Na,1556.051097,1271.779737,1273.795377,1273.795377,1243.748457
CL(18:0_18:1_18:1_20:1)-2H+3Na,1554.035447,1269.764087,1271.779727,1271.779727,1243.748447
CL(18:0_18:1_18:1_20:2)-2H+3Na,1552.019797,1267.748437,1269.764077,1269.764077,1243.748437
CL(18:0_18:1_18:1_20:3)-2H+3Na,1550.004146,1265.732786,1267.748426,1267.748426,1243.748426
CL(18:0_18:1_18:1_20:4)-2H+3Na,1547.988496,1263.717136,1265.732776,1265.732776,1243.748416
CL(18:0_18:1_18:1_22:0)-2H+3Na,1584.082397,1299.811037,1301.826677,1301.826677,1243.748477
CL(18:0_18:1_18:1_22:5)-2H+3Na,1574.004146,1289.732786,1291.748426,1291.748426,1243.748426
CL(18:0_18:1_18:1_22:6)-2H+3Na,1571.988496,1287.717136,1289.732776,1289.732776,1243.748416
CL(18:0_18:1_18:2_18:2)-2H+3Na,1521.972846,1237.701486,1239.717126,1241.732766,1241.732766
CL(18:0_18:1_18:2_18:3)-2H+3Na,1519.957196,1235.685836,1237.701476,1239.717116,1241.732756
CL(18:0_18:1_18:2_20:0)-2H+3Na,1554.035447,1269.764087,1271.779727,1273.795367,1241.732807
CL(18:0_18:1_18:2_20:1)-2H+3Na,1552.019797,1267.748437,1269.764077,1271.779717,1241.732797
CL(18:0_18:1_18:2_20:2)-2H+3Na,1550.004146,1265.732786,1267.748426,1269.764066,1241.732786
CL(18:0_18:1_18:2_20:3)-2H+3Na,1547.988496,1263.717136,1265.732776,1267.748416,1241.732776
CL(18:0_18:1_18:2_20:4)-2H+3Na,1545.972846,1261.701486,1263.717126,1265.732766,1241.732766
CL(18:0_18:1_18:2_22:0)-2H+3Na,1582.066747,1297.795387,1299.811027,1301.826667,1241.732827
CL(18:0_18:1_18:2_22:5)-2H+3Na,1571.988496,1287.717136,1289.732776,1291.748416,1241.732776
CL(18:0_18:1_18:2_22:6)-2H+3Na,1569.972846,1285.701486,1287.717126,1289.732766,1241.732766
CL(18:0_18:1_18:3_18:3)-2H+3Na,1517.941546,1233.670186,1235.685826,1239.717106,1239.717106
CL(18:0_18:1_18:3_20:0)-2H+3Na,1552.019797,1267.748437,1269.764077,1273.795357,1239.717157
CL(18:0_18:1_18:3_20:1)-2H+3Na,1550.004146,1265.732786,1267.748426,1271.779706,1239.717146
CL(18:0_18:1_18:3_20:2)-2H+3Na,1547.988496,1263.717136,1265.732776,1269.764056,1239.717136
CL(18:0_18:1_18:3_20:3)-2H+3Na,1545.972846,1261.701486,1263.717126,1267.748406,1239.717126
CL(18:0_18:1_18:3_20:4)-2H+3Na,1543.957196,1259.685836,1261.701476,1265.732756,1239.717116
CL(18:0_18:1_18:3_22:0)-2H+3Na,1580.051097,1295.779737,1297.795377,1301.826657,1239.717177
CL(18:0_18:1_18:3_22:5)-2H+3Na,1569.972846,1285.701486,1287.717126,1291.748406,1239.717126
CL(18:0_18:1_18:3_22:6)-2H+3Na,1567.957196,1283.685836,1285.701476,1289.732756,1239.717116
CL(18:0_18:1_20:0_20:0)-2H+3Na,1586.098047,1301.826687,1303.842327,1273.795407,1273.795407
CL(18:0_18:1_20:0_20:1)-2H+3Na,1584.082397,1299.811037,1301.826677,1271.779757,1273.795397
CL(18:0_18:1_20:0_20:2)-2H+3Na,1582.066747,1297.795387,1299.811027,1269.764107,1273.795387
CL(18:0_18:1_20:0_20:3)-2H+3Na,1580.051097,1295.779737,1297.795377,1267.748457,1273.795377
CL(18:0_18:1_20:0_20:4)-2H+3Na,1578.035447,1293.764087,1295.779727,1265.732807,1273.795367
CL(18:0_18:1_20:0_22:0)-2H+3Na,1614.129347,1329.857987,1331.873627,1301.826707,1273.795427
CL(18:0_18:1_20:0_22:5)-2H+3Na,1604.051097,1319.779737,1321.795377,1291.748457,1273.795377
CL(18:0_18:1_20:0_22:6)-2H+3Na,1602.035447,1317.764087,1319.779727,1289.732807,1273.795367
CL(18:0_18:1_20:1_20:1)-2H+3Na,1582.066747,1297.795387,1299.811027,1271.779747,1271.779747
CL(18:0_18:1_20:1_20:2)-2H+3Na,1580.051097,1295.779737,1297.795377,1269.764097,1271.779737
CL(18:0_18:1_20:1_20:3)-2H+3Na,1578.035447,1293.764087,1295.779727,1267.748447,1271.779727
CL(18:0_18:1_20:1_20:4)-2H+3Na,1576.019797,1291.748437,1293.764077,1265.732797,1271.779717
CL(18:0_18:1_20:1_22:0)-2H+3Na,1612.113697,1327.842337,1329.857977,1301.826697,1271.779777
CL(18:0_18:1_20:1_22:5)-2H+3Na,1602.035447,1317.764087,1319.779727,1291.748447,1271.779727
CL(18:0_18:1_20:1_22:6)-2H+3Na,1600.019797,1315.748437,1317.764077,1289.732797,1271.779717
CL(18:0_18:1_20:2_20:2)-2H+3Na,1578.035447,1293.764087,1295.779727,1269.764087,1269.764087
CL(18:0_18:1_20:2_20:3)-2H+3Na,1576.019797,1291.748437,1293.764077,1267.748437,1269.764077
CL(18:0_18:1_20:2_20:4)-2H+3Na,1574.004146,1289.732786,1291.748426,1265.732786,1269.764066
CL(18:0_18:1_20:2_22:0)-2H+3Na,1610.098047,1325.826687,1327.842327,1301.826687,1269.764127
CL(18:0_18:1_20:2_22:5)-2H+3Na,1600.019797,1315.748437,1317.764077,1291.748437,1269.764077
CL(18:0_18:1_20:2_22:6)-2H+3Na,1598.004146,1313.732786,1315.748426,1289.732786,1269.764066
CL(18:0_18:1_20:3_20:3)-2H+3Na,1574.004146,1289.732786,1291.748426,1267.748426,1267.748426
CL(18:0_18:1_20:3_20:4)-2H+3Na,1571.988496,1287.717136,1289.732776,1265.732776,1267.748416
CL(18:0_18:1_20:3_22:0)-2H+3Na,1608.082397,1323.811037,1325.826677,1301.826677,1267.748477
CL(18:0_18:1_20:3_22:5)-2H+3Na,1598.004146,1313.732786,1315.748426,1291.748426,1267.748426
CL(18:0_18:1_20:3_22:6)-2H+3Na,1595.988496,1311.717136,1313.732776,1289.732776,1267.748416
CL(18:0_18:1_20:4_20:4)-2H+3Na,1569.972846,1285.701486,1287.717126,1265.732766,1265.732766
CL(18:0_18:1_20:4_22:0)-2H+3Na,1606.066747,1321.795387,1323.811027,1301.826667,1265.732827
CL(18:0_18:1_20:4_22:5)-2H+3Na,1595.988496,1311.717136,1313.732776,1291.748416,1265.732776
CL(18:0_18:1_20:4_22:6)-2H+3Na,1593.972846,1309.701486,1311.717126,1289.732766,1265.732766
CL(18:0_18:1_22:0_22:0)-2H+3Na,1642.160647,1357.889287,1359.904927,1301.826727,1301.826727
CL(18:0_18:1_22:0_22:5)-2H+3Na,1632.082397,1347.811037,1349.826677,1291.748477,1301.826677
CL(18:0_18:1_22:0_22:6)-2H+3Na,1630.066747,1345.795387,1347.811027,1289.732827,1301.826667
CL(18:0_18:1_22:5_22:5)-2H+3Na,1622.004146,1337.732786,1339.748426,1291.748426,1291.748426
CL(18:0_18:1_22:5_22:6)-2H+3Na,1619.988496,1335.717136,1337.732776,1289.732776,1291.748416
CL(18:0_18:1_22:6_22:6)-2H+3Na,1617.972846,1333.701486,1335.717126,1289.732766,1289.732766
CL(18:0_18:2_18:2_18:2)-2H+3Na,1519.957196,1235.685836,1239.717116,1239.717116,1239.717116
CL(18:0_18:2_18:2_18:3)-2H+3Na,1517.941546,1233.670186,1237.701466,1237.701466,1239.717106
CL(18:0_18:2_18:2_20:0)-2H+3Na,1552.019797,1267.748437,1271.779717,1271.779717,1239.717157
CL(18:0_18:2_18:2_20:1)-2H+3Na,1550.004146,1265.732786,1269.764066,1269.764066,1239.717146
CL(18:0_18:2_18:2_20:2)-2H+3Na,1547.988496,1263.717136,1267.748416,1267.748416,1239.717136
CL(18:0_18:2_18:2_20:3)-2H+3Na,1545.972846,1261.701486,1265.732766,1265.732766,1239.717126
CL(18:0_18:2_18:2_20:4)-2H+3Na,1543.957196,1259.685836,1263.717116,1263.717116,1239.717116
CL(18:0_18:2_18:2_22:0)-2H+3Na,1580.051097,1295.779737,1299.811017,1299.811017,1239.717177
CL(18:0_18:2_18:2_22:5)-2H+3Na,1569.972846,1285.701486,1289.732766,1289.732766,1239.717126
CL(18:0_18:2_18:2_22:6)-2H+3Na,1567.957196,1283.685836,1287.717116,1287.717116,1239.717116
CL(18:0_18:2_18:3_18:3)-2H+3Na,1515.925896,1231.654536,1235.685816,1237.701456,1237.701456
CL(18:0_18:2_18:3_20:0)-2H+3Na,1550.004146,1265.732786,1269.764066,1271.779706,1237.701506
CL(18:0_18:2_18:3_20:1)-2H+3Na,1547.988496,1263.717136,1267.748416,1269.764056,1237.701496
CL(18:0_18:2_18:3_20:2)-2H+3Na,1545.972846,1261.701486,1265.732766,1267.748406,1237.701486
CL(18:0_18:2_18:3_20:3)-2H+3Na,1543.957196,1259.685836,1263.717116,1265.732756,1237.701476
CL(18:0_18:2_18:3_20:4)-2H+3Na,1541.941546,1257.670186,1261.701466,1263.717106,1237.701466
CL(18:0_18:2_18:3_22:0)-2H+3Na,1578.035447,1293.764087,1297.795367,1299.811007,1237.701527
CL(18:0_18:2_18:3_22:5)-2H+3Na,1567.957196,1283.685836,1287.717116,1289.732756,1237.701476
CL(18:0_18:2_18:3_22:6)-2H+3Na,1565.941546,1281.670186,1285.701466,1287.717106,1237.701466
CL(18:0_18:2_20:0_20:0)-2H+3Na,1584.082397,1299.811037,1303.842317,1271.779757,1271.779757
CL(18:0_18:2_20:0_20:1)-2H+3Na,1582.066747,1297.795387,1301.826667,1269.764107,1271.779747
CL(18:0_18:2_20:0_20:2)-2H+3Na,1580.051097,1295.779737,1299.811017,1267.748457,1271.779737
CL(18:0_18:2_20:0_20:3)-2H+3Na,1578.035447,1293.764087,1297.795367,1265.732807,1271.779727
CL(18:0_18:2_20:0_20:4)-2H+3Na,1576.019797,1291.748437,1295.779717,1263.717157,1271.779717
CL(18:0_18:2_20:0_22:0)-2H+3Na,1612.113697,1327.842337,1331.873617,1299.811057,1271.779777
CL(18:0_18:2_20:0_22:5)-2H+3Na,1602.035447,1317.764087,1321.795367,1289.732807,1271.779727
CL(18:0_18:2_20:0_22:6)-2H+3Na,1600.019797,1315.748437,1319.779717,1287.717157,1271.779717
CL(18:0_18:2_20:1_20:1)-2H+3Na,1580.051097,1295.779737,1299.811017,1269.764097,1269.764097
CL(18:0_18:2_20:1_20:2)-2H+3Na,1578.035447,1293.764087,1297.795367,1267.748447,1269.764087
CL(18:0_18:2_20:1_20:3)-2H+3Na,1576.019797,1291.748437,1295.779717,1265.732797,1269.764077
CL(18:0_18:2_20:1_20:4)-2H+3Na,1574.004146,1289.732786,1293.764066,1263.717146,1269.764066
CL(18:0_18:2_20:1_22:0)-2H+3Na,1610.098047,1325.826687,1329.857967,1299.811047,1269.764127
CL(18:0_18:2_20:1_22:5)-2H+3Na,1600.019797,1315.748437,1319.779717,1289.732797,1269.764077
CL(18:0_18:2_20:1_22:6)-2H+3Na,1598.004146,1313.732786,1317.764066,1287.717146,1269.764066
CL(18:0_18:2_20:2_20:2)-2H+3Na,1576.019797,1291.748437,1295.779717,1267.748437,1267.748437
CL(18:0_18:2_20:2_20:3)-2H+3Na,1574.004146,1289.732786,1293.764066,1265.732786,1267.748426
CL(18:0_18:2_20:2_20:4)-2H+3Na,1571.988496,1287.717136,1291.748416,1263.717136,1267.748416
CL(18:0_18:2_20:2_22:0)-2H+3Na,1608.082397,1323.811037,1327.842317,1299.811037,1267.748477
CL(18:0_18:2_20:2_22:5)-2H+3Na,1598.004146,1313.732786,1317.764066,1289.732786,1267.748426
CL(18:0_18:2_20:2_22:6)-2H+3Na,1595.988496,1311.717136,1315.748416,1287.717136,1267.748416
CL(18:0_18:2_20:3_20:3)-2H+3Na,1571.988496,1287.717136,1291.748416,1265.732776,1265.732776
CL(18:0_18:2_20:3_20:4)-2H+3Na,1569.972846,1285.701486,1289.732766,1263.717126,1265.732766
CL(18:0_18:2_20:3_22:0)-2H+3Na,1606.066747,1321.795387,1325.826667,1299.811027,1265.732827
CL(18:0_18:2_20:3_22:5)-2H+3Na,1595.988496,1311.717136,1315.748416,1289.732776,1265.732776
CL(18:0_18:2_20:3_22:6)-2H+3Na,1593.972846,1309.701486,1313.732766,1287.717126,1265.732766
CL(18:0_18:2_20:4_20:4)-2H+3Na,1567.957196,1283.685836,1287.717116,1263.717116,1263.717116
CL(18:0_18:2_20:4_22:0)-2H+3Na,1604.051097,1319.779737,1323.811017,1299.811017,1263.717177
CL(18:0_18:2_20:4_22:5)-2H+3Na,1593.972846,1309.701486,1313.732766,1289.732766,1263.717126
CL(18:0_18:2_20:4_22:6)-2H+3Na,1591.957196,1307.685836,1311.717116,1287.717116,1263.717116
CL(18:0_18:2_22:0_22:0)-2H+3Na,1640.144997,1355.873637,1359.904917,1299.811077,1299.811077
CL(18:0_18:2_22:0_22:5)-2H+3Na,1630.066747,1345.795387,1349.826667,1289.732827,1299.811027
CL(18:0_18:2_22:0_22:6)-2H+3Na,1628.051097,1343.779737,1347.811017,1287.717177,1299.811017
CL(18:0_18:2_22:5_22:5)-2H+3Na,1619.988496,1335.717136,1339.748416,1289.732776,1289.732776
CL(18:0_18:2_22:5_22:6)-2H+3Na,1617.972846,1333.701486,1337.732766,1287.717126,1289.732766
CL(18:0_18:2_22:6_22:6)-2H+3Na,1615.957196,1331.685836,1335.717116,1287.717116,1287.717116
CL(18:0_18:3_18:3_18:3)-2H+3Na,1513.910246,1229.638886,1235.685806,1235.685806,1235.685806
CL(18:0_18:3_18:3_20:0)-2H+3Na,1547.988496,1263.717136,1269.764056,1269.764056,1235.685856
CL(18:0_18:3_18:3_20:1)-2H+3Na,1545.972846,1261.701486,1267.748406,1267.748406,1235.685846
CL(18:0_18:3_18:3_20:2)-2H+3Na,1543.957196,1259.685836,1265.732756,1265.732756,1235.685836
CL(18:0_18:3_18:3_20:3)-2H+3Na,1541.941546,1257.670186,1263.717106,1263.717106,1235.685826
CL(18:0_18:3_18:3_20:4)-2H+3Na,1539.925896,1255.654536,1261.701456,1261.701456,1235.685816
CL(18:0_18:3_18:3_22:0)-2H+3Na,1576.019797,1291.748437,1297.795357,1297.795357,1235.685877
CL(18:0_18:3_18:3_22:5)-2H+3Na,1565.941546,1281.670186,1287.717106,1287.717106,1235.685826
CL(18:0_18:3_18:3_22:6)-2H+3Na,1563.925896,1279.654536,1285.701456,1285.701456,1235.685816
CL(18:0_18:3_20:0_20:0)-2H+3Na,1582.066747,1297.795387,1303.842307,1269.764107,1269.764107
CL(18:0_18:3_20:0_20:1)-2H+3Na,1580.051097,1295.779737,1301.826657,1267.748457,1269.764097
CL(18:0_18:3_20:0_20:2)-2H+3Na,1578.035447,1293.764087,1299.811007,1265.732807,1269.764087
CL(18:0_18:3_20:0_20:3)-2H+3Na,1576.019797,1291.748437,1297.795357,1263.717157,1269.764077
CL(18:0_18:3_20:0_20:4)-2H+3Na,1574.004146,1289.732786,1295.779706,1261.701506,1269.764066
CL(18:0_18:3_20:0_22:0)-2H+3Na,1610.098047,1325.826687,1331.873607,1297.795407,1269.764127
CL(18:0_18:3_20:0_22:5)-2H+3Na,1600.019797,1315.748437,1321.795357,1287.717157,1269.764077
CL(18:0_18:3_20:0_22:6)-2H+3Na,1598.004146,1313.732786,1319.779706,1285.701506,1269.764066
CL(18:0_18:3_20:1_20:1)-2H+3Na,1578.035447,1293.764087,1299.811007,1267.748447,1267.748447
CL(18:0_18:3_20:1_20:2)-2H+3Na,1576.019797,1291.748437,1297.795357,1265.732797,1267.748437
CL(18:0_18:3_20:1_20:3)-2H+3Na,1574.004146,1289.732786,1295.779706,1263.717146,1267.748426
CL(18:0_18:3_20:1_20:4)-2H+3Na,1571.988496,1287.717136,1293.764056,1261.701496,1267.748416
CL(18:0_18:3_20:1_22:0)-2H+3Na,1608.082397,1323.811037,1329.857957,1297.795397,1267.748477
CL(18:0_18:3_20:1_22:5)-2H+3Na,1598.004146,1313.732786,1319.779706,1287.717146,1267.748426
CL(18:0_18:3_20:1_22:6)-2H+3Na,1595.988496,1311.717136,1317.764056,1285.701496,1267.748416
CL(18:0_18:3_20:2_20:2)-2H+3Na,1574.004146,1289.732786,1295.779706,1265.732786,1265.732786
CL(18:0_18:3_20:2_20:3)-2H+3Na,1571.988496,1287.717136,1293.764056,1263.717136,1265.732776
CL(18:0_18:3_20:2_20:4)-2H+3Na,1569.972846,1285.701486,1291.748406,1261.701486,1265.732766
CL(18:0_18:3_20:2_22:0)-2H+3Na,1606.066747,1321.795387,1327.842307,1297.795387,1265.732827
CL(18:0_18:3_20:2_22:5)-2H+3Na,1595.988496,1311.717136,1317.764056,1287.717136,1265.732776
CL(18:0_18:3_20:2_22:6)-2H+3Na,1593.972846,1309.701486,1315.748406,1285.701486,1265.732766
CL(18:0_18:3_20:3_20:3)-2H+3Na,1569.972846,1285.701486,1291.748406,1263.717126,1263.717126
CL(18:0_18:3_20:3_20:4)-2H+3Na,1567.957196,1283.685836,1289.732756,1261.701476,1263.717116
CL(18:0_18:3_20:3_22:0)-2H+3Na,1604.051097,1319.779737,1325.826657,1297.795377,1263.717177
CL(18:0_18:3_20:3_22:5)-2H+3Na,1593.972846,1309.701486,1315.748406,1287.717126,1263.717126
CL(18:0_18:3_20:3_22:6)-2H+3Na,1591.957196,1307.685836,1313.732756,1285.701476,1263.717116
CL(18:0_18:3_20:4_20:4)-2H+3Na,1565.941546,1281.670186,1287.717106,1261.701466,1261.701466
CL(18:0_18:3_20:4_22:0)-2H+3Na,1602.035447,1317.764087,1323.811007,1297.795367,1261.701527
CL(18:0_18:3_20:4_22:5)-2H+3Na,1591.957196,1307.685836,1313.732756,1287.717116,1261.701476
CL(18:0_18:3_20:4_22:6)-2H+3Na,1589.941546,1305.670186,1311.717106,1285.701466,1261.701466
