Cer-NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-O-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer-NS(d16:2/20:1)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,350.3059,334.311,233.1911,308.2959,207.1754,291.2693
Cer-NS(d16:2/20:2)+HCO2,604.4941,558.4886,528.478,526.4624,510.4675,348.2903,332.2953,233.1911,306.2802,207.1754,289.2537
Cer-NS(d16:2/21:0)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,366.3372,350.3423,233.1911,324.3272,207.1754,307.3006
Cer-NS(d16:2/21:1)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,364.3216,348.3267,233.1911,322.3116,207.1754,305.285
Cer-NS(d16:2/22:0)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,380.3529,364.3579,233.1911,338.3428,207.1754,321.3163
Cer-NS(d16:2/22:1)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,378.3372,362.3423,233.1911,336.3272,207.1754,319.3006
Cer-NS(d16:2/22:2)+HCO2,632.5254,586.52,556.5093,554.4937,538.4988,376.3216,360.3267,233.1911,334.3116,207.1754,317.285
Cer-NS(d16:2/23:0)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,394.3685,378.3736,233.1911,352.3585,207.1754,335.3319
Cer-NS(d16:2/23:1)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,392.3529,376.3579,233.1911,350.3428,207.1754,333.3163
Cer-NS(d16:2/24:0)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,408.3842,392.3893,233.1911,366.3741,207.1754,349.3476
Cer-NS(d16:2/24:1)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,406.3685,390.3736,233.1911,364.3585,207.1754,347.3319
Cer-NS(d16:2/24:2)+HCO2,660.5567,614.5512,584.5406,582.525,566.5301,404.3529,388.3579,233.1911,362.3428,207.1754,345.3163
Cer-NS(d16:2/25:0)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,422.3998,406.4049,233.1911,380.3898,207.1754,363.3633
Cer-NS(d16:2/25:1)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,420.3842,404.3893,233.1911,378.3741,207.1754,361.3476
Cer-NS(d16:2/26:0)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,436.4155,420.4206,233.1911,394.4054,207.1754,377.3789
Cer-NS(d16:2/26:1)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,434.3998,418.4049,233.1911,392.3898,207.1754,375.3633
Cer-NS(d16:2/26:2)+HCO2,688.588,642.5825,612.572,610.5563,594.5614,432.3842,416.3893,233.1911,390.3741,207.1754,373.3476
Cer-NS(d16:2/27:0)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,450.4311,434.4362,233.1911,408.4211,207.1754,391.3945
Cer-NS(d16:2/27:1)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,448.4155,432.4206,233.1911,406.4054,207.1754,389.3789
Cer-NS(d16:2/28:0)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,464.4468,448.4518,233.1911,422.4367,207.1754,405.4102
Cer-NS(d16:2/28:1)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,462.4311,446.4362,233.1911,420.4211,207.1754,403.3945
Cer-NS(d16:2/28:2)+HCO2,716.6193,670.6138,640.6033,638.5876,622.5927,460.4155,444.4206,233.1911,418.4054,207.1754,401.3789
Cer-NS(d16:2/29:0)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,478.4624,462.4675,233.1911,436.4524,207.1754,419.4258
Cer-NS(d16:2/29:1)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,476.4468,460.4518,233.1911,434.4367,207.1754,417.4102
Cer-NS(d16:2/30:0)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,492.4781,476.4832,233.1911,450.468,207.1754,433.4415
Cer-NS(d16:2/30:1)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,490.4624,474.4675,233.1911,448.4524,207.1754,431.4258
Cer-NS(d16:2/30:2)+HCO2,744.6506,698.6451,668.6346,666.6189,650.624,488.4468,472.4518,233.1911,446.4367,207.1754,429.4102
Cer-NS(d16:2/31:0)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,506.4937,490.4988,233.1911,464.4837,207.1754,447.4572
Cer-NS(d16:2/31:1)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,504.4781,488.4832,233.1911,462.468,207.1754,445.4415
Cer-NS(d16:2/32:0)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,520.5094,504.5144,233.1911,478.4993,207.1754,461.4728
Cer-NS(d16:2/32:1)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,518.4937,502.4988,233.1911,476.4837,207.1754,459.4572
Cer-NS(d16:2/32:2)+HCO2,772.6819,726.6765,696.6658,694.6502,678.6553,516.4781,500.4832,233.1911,474.468,207.1754,457.4415
Cer-NS(d16:2/33:0)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,534.525,518.5301,233.1911,492.515,207.1754,475.4884
Cer-NS(d16:2/33:1)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,532.5094,516.5145,233.1911,490.4993,207.1754,473.4728
Cer-NS(d16:2/34:0)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,548.5406,532.5458,233.1911,506.5306,207.1754,489.5041
Cer-NS(d16:2/34:1)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,546.525,530.5301,233.1911,504.515,207.1754,487.4884
Cer-NS(d16:2/34:2)+HCO2,800.7132,754.7077,724.6971,722.6815,706.6866,544.5094,528.5145,233.1911,502.4993,207.1754,485.4728
Cer-NS(d16:2/35:0)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,562.5563,546.5614,233.1911,520.5463,207.1754,503.5197
Cer-NS(d16:2/35:1)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,560.5406,544.5458,233.1911,518.5306,207.1754,501.5041
Cer-NS(d16:2/36:0)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,576.572,560.577,233.1911,534.562,207.1754,517.5354
Cer-NS(d16:2/36:1)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,574.5563,558.5614,233.1911,532.5463,207.1754,515.5197
Cer-NS(d16:2/36:2)+HCO2,828.7445,782.739,752.7285,750.7128,734.7179,572.5406,556.5458,233.1911,530.5306,207.1754,513.5041
Cer-NS(d16:2/38:0)+HCO2,860.8071,814.8016,784.7911,782.7754,766.7805,604.6033,588.6083,233.1911,562.5933,207.1754,545.5667
Cer-NS(d16:2/38:1)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,602.5876,586.5927,233.1911,560.5776,207.1754,543.551
Cer-NS(d16:2/38:2)+HCO2,856.7758,810.7703,780.7598,778.7441,762.7492,600.572,584.577,233.1911,558.562,207.1754,541.5354
Cer-NS(d16:2/40:0)+HCO2,888.8384,842.8329,812.8224,810.8067,794.8118,632.6346,616.6396,233.1911,590.6245,207.1754,573.598
Cer-NS(d16:2/40:1)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,630.6189,614.624,233.1911,588.6089,207.1754,571.5823
Cer-NS(d16:2/40:2)+HCO2,884.8071,838.8016,808.7911,806.7754,790.7805,628.6033,612.6083,233.1911,586.5933,207.1754,569.5667
Cer-NS(d16:2/42:0)+HCO2,916.8697,870.8643,840.8536,838.838,822.8431,660.6659,644.671,233.1911,618.6558,207.1754,601.6293
Cer-NS(d16:2/42:1)+HCO2,914.8541,868.8486,838.838,836.8224,820.8275,658.6502,642.6553,233.1911,616.6402,207.1754,599.6136
Cer-NS(d16:2/42:2)+HCO2,912.8384,866.8329,836.8224,834.8067,818.8118,656.6346,640.6396,233.1911,614.6245,207.1754,597.598
Cer-NS(d16:3/12:0)+HCO2,494.3846,448.3791,418.3685,416.3528,400.3579,240.1964,224.2014,231.1754,198.1863,205.1598,181.1598
Cer-NS(d16:3/12:1)+HCO2,492.3689,446.3634,416.3528,414.3372,398.3423,238.1807,222.1858,231.1754,196.1707,205.1598,179.1441
Cer-NS(d16:3/13:0)+HCO2,508.4002,462.3947,432.3842,430.3685,414.3736,254.212,238.2171,231.1754,212.202,205.1598,195.1754
Cer-NS(d16:3/13:1)+HCO2,506.3846,460.3791,430.3685,428.3528,412.3579,252.1964,236.2014,231.1754,210.1863,205.1598,193.1598
Cer-NS(d16:3/14:0)+HCO2,522.4158,476.4104,446.3998,444.3842,428.3892,268.2277,252.2328,231.1754,226.2176,205.1598,209.1911
Cer-NS(d16:3/14:1)+HCO2,520.4002,474.3947,444.3842,442.3685,426.3736,266.212,250.2171,231.1754,224.202,205.1598,207.1754
Cer-NS(d16:3/15:0)+HCO2,536.4315,490.426,460.4154,458.3998,442.4049,282.2433,266.2484,231.1754,240.2333,205.1598,223.2067
Cer-NS(d16:3/15:1)+HCO2,534.4158,488.4104,458.3998,456.3842,440.3892,280.2277,264.2328,231.1754,238.2176,205.1598,221.1911
Cer-NS(d16:3/16:0)+HCO2,550.4471,504.4417,474.4311,472.4154,456.4205,296.259,280.264,231.1754,254.2489,205.1598,237.2224
Cer-NS(d16:3/16:1)+HCO2,548.4315,502.426,472.4154,470.3998,454.4049,294.2433,278.2484,231.1754,252.2333,205.1598,235.2067
Cer-NS(d16:3/16:2)+HCO2,546.4158,500.4104,470.3998,468.3842,452.3892,292.2277,276.2328,231.1754,250.2176,205.1598,233.1911
Cer-NS(d16:3/17:0)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,310.2746,294.2797,231.1754,268.2646,205.1598,251.238
Cer-NS(d16:3/18:0)+HCO2,578.4785,532.473,502.4624,500.4467,484.4518,324.2903,308.2953,231.1754,282.2802,205.1598,265.2537
Cer-NS(d16:3/18:1)+HCO2,576.4628,530.4573,500.4467,498.4311,482.4362,322.2746,306.2797,231.1754,280.2646,205.1598,263.238
Cer-NS(d16:3/18:2)+HCO2,574.4471,528.4417,498.4311,496.4154,480.4205,320.259,304.264,231.1754,278.2489,205.1598,261.2224
Cer-NS(d16:3/19:0)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,338.3059,322.311,231.1754,296.2959,205.1598,279.2693
Cer-NS(d16:3/19:1)+HCO2,590.4785,544.473,514.4624,512.4468,496.4518,336.2903,320.2953,231.1754,294.2802,205.1598,277.2537
Cer-NS(d16:3/20:0)+HCO2,606.5098,560.5043,530.4937,528.4781,512.4832,352.3216,336.3267,231.1754,310.3116,205.1598,293.285
Cer-NS(d16:3/20:1)+HCO2,604.4941,558.4886,528.478,526.4624,510.4675,350.3059,334.311,231.1754,308.2959,205.1598,291.2693
Cer-NS(d16:3/20:2)+HCO2,602.4785,556.473,526.4624,524.4468,508.4518,348.2903,332.2953,231.1754,306.2802,205.1598,289.2537
Cer-NS(d16:3/21:0)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,366.3372,350.3423,231.1754,324.3272,205.1598,307.3006
Cer-NS(d16:3/21:1)+HCO2,618.5098,572.5043,542.4937,540.4781,524.4832,364.3216,348.3267,231.1754,322.3116,205.1598,305.285
Cer-NS(d16:3/22:0)+HCO2,634.5411,588.5356,558.525,556.5093,540.5145,380.3529,364.3579,231.1754,338.3428,205.1598,321.3163
Cer-NS(d16:3/22:1)+HCO2,632.5254,586.52,556.5093,554.4937,538.4988,378.3372,362.3423,231.1754,336.3272,205.1598,319.3006
Cer-NS(d16:3/22:2)+HCO2,630.5098,584.5043,554.4937,552.4781,536.4832,376.3216,360.3267,231.1754,334.3116,205.1598,317.285
Cer-NS(d16:3/23:0)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,394.3685,378.3736,231.1754,352.3585,205.1598,335.3319
Cer-NS(d16:3/23:1)+HCO2,646.5411,600.5356,570.525,568.5093,552.5145,392.3529,376.3579,231.1754,350.3428,205.1598,333.3163
Cer-NS(d16:3/24:0)+HCO2,662.5723,616.5669,586.5563,584.5406,568.5457,408.3842,392.3893,231.1754,366.3741,205.1598,349.3476
Cer-NS(d16:3/24:1)+HCO2,660.5567,614.5512,584.5406,582.525,566.5301,406.3685,390.3736,231.1754,364.3585,205.1598,347.3319
Cer-NS(d16:3/24:2)+HCO2,658.5411,612.5356,582.525,580.5093,564.5145,404.3529,388.3579,231.1754,362.3428,205.1598,345.3163
Cer-NS(d16:3/25:0)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,422.3998,406.4049,231.1754,380.3898,205.1598,363.3633
Cer-NS(d16:3/25:1)+HCO2,674.5723,628.5669,598.5563,596.5406,580.5457,420.3842,404.3893,231.1754,378.3741,205.1598,361.3476
Cer-NS(d16:3/26:0)+HCO2,690.6036,644.5982,614.5876,612.572,596.577,436.4155,420.4206,231.1754,394.4054,205.1598,377.3789
Cer-NS(d16:3/26:1)+HCO2,688.588,642.5825,612.572,610.5563,594.5614,434.3998,418.4049,231.1754,392.3898,205.1598,375.3633
Cer-NS(d16:3/26:2)+HCO2,686.5723,640.5669,610.5563,608.5406,592.5457,432.3842,416.3893,231.1754,390.3741,205.1598,373.3476
Cer-NS(d16:3/27:0)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,450.4311,434.4362,231.1754,408.4211,205.1598,391.3945
Cer-NS(d16:3/27:1)+HCO2,702.6036,656.5982,626.5876,624.572,608.577,448.4155,432.4206,231.1754,406.4054,205.1598,389.3789
Cer-NS(d16:3/28:0)+HCO2,718.6349,672.6295,642.6189,640.6033,624.6083,464.4468,448.4518,231.1754,422.4367,205.1598,405.4102
Cer-NS(d16:3/28:1)+HCO2,716.6193,670.6138,640.6033,638.5876,622.5927,462.4311,446.4362,231.1754,420.4211,205.1598,403.3945
Cer-NS(d16:3/28:2)+HCO2,714.6036,668.5982,638.5876,636.572,620.577,460.4155,444.4206,231.1754,418.4054,205.1598,401.3789
Cer-NS(d16:3/29:0)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,478.4624,462.4675,231.1754,436.4524,205.1598,419.4258
Cer-NS(d16:3/29:1)+HCO2,730.6349,684.6295,654.6189,652.6033,636.6083,476.4468,460.4518,231.1754,434.4367,205.1598,417.4102
Cer-NS(d16:3/30:0)+HCO2,746.6663,700.6608,670.6502,668.6346,652.6396,492.4781,476.4832,231.1754,450.468,205.1598,433.4415
Cer-NS(d16:3/30:1)+HCO2,744.6506,698.6451,668.6346,666.6189,650.624,490.4624,474.4675,231.1754,448.4524,205.1598,431.4258
Cer-NS(d16:3/30:2)+HCO2,742.6349,696.6295,666.6189,664.6033,648.6083,488.4468,472.4518,231.1754,446.4367,205.1598,429.4102
Cer-NS(d16:3/31:0)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,506.4937,490.4988,231.1754,464.4837,205.1598,447.4572
Cer-NS(d16:3/31:1)+HCO2,758.6663,712.6608,682.6502,680.6346,664.6396,504.4781,488.4832,231.1754,462.468,205.1598,445.4415
Cer-NS(d16:3/32:0)+HCO2,774.6976,728.6921,698.6815,696.6658,680.671,520.5094,504.5144,231.1754,478.4993,205.1598,461.4728
Cer-NS(d16:3/32:1)+HCO2,772.6819,726.6765,696.6658,694.6502,678.6553,518.4937,502.4988,231.1754,476.4837,205.1598,459.4572
Cer-NS(d16:3/32:2)+HCO2,770.6663,724.6608,694.6502,692.6346,676.6396,516.4781,500.4832,231.1754,474.468,205.1598,457.4415
Cer-NS(d16:3/33:0)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,534.525,518.5301,231.1754,492.515,205.1598,475.4884
Cer-NS(d16:3/33:1)+HCO2,786.6976,740.6921,710.6815,708.6658,692.671,532.5094,516.5145,231.1754,490.4993,205.1598,473.4728
Cer-NS(d16:3/34:0)+HCO2,802.7288,756.7234,726.7128,724.6971,708.7023,548.5406,532.5458,231.1754,506.5306,205.1598,489.5041
Cer-NS(d16:3/34:1)+HCO2,800.7132,754.7077,724.6971,722.6815,706.6866,546.525,530.5301,231.1754,504.515,205.1598,487.4884
Cer-NS(d16:3/34:2)+HCO2,798.6976,752.6921,722.6815,720.6658,704.671,544.5094,528.5145,231.1754,502.4993,205.1598,485.4728
Cer-NS(d16:3/35:0)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,562.5563,546.5614,231.1754,520.5463,205.1598,503.5197
Cer-NS(d16:3/35:1)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,560.5406,544.5458,231.1754,518.5306,205.1598,501.5041
Cer-NS(d16:3/36:0)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,576.572,560.577,231.1754,534.562,205.1598,517.5354
Cer-NS(d16:3/36:1)+HCO2,828.7445,782.739,752.7285,750.7128,734.7179,574.5563,558.5614,231.1754,532.5463,205.1598,515.5197
Cer-NS(d16:3/36:2)+HCO2,826.7288,780.7234,750.7128,748.6971,732.7023,572.5406,556.5458,231.1754,530.5306,205.1598,513.5041
Cer-NS(d16:3/38:0)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,604.6033,588.6083,231.1754,562.5933,205.1598,545.5667
Cer-NS(d16:3/38:1)+HCO2,856.7758,810.7703,780.7598,778.7441,762.7492,602.5876,586.5927,231.1754,560.5776,205.1598,543.551
Cer-NS(d16:3/38:2)+HCO2,854.7601,808.7547,778.7441,776.7285,760.7335,600.572,584.577,231.1754,558.562,205.1598,541.5354
Cer-NS(d16:3/40:0)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,632.6346,616.6396,231.1754,590.6245,205.1598,573.598
Cer-NS(d16:3/40:1)+HCO2,884.8071,838.8016,808.7911,806.7754,790.7805,630.6189,614.624,231.1754,588.6089,205.1598,571.5823
Cer-NS(d16:3/40:2)+HCO2,882.7914,836.7859,806.7754,804.7598,788.7648,628.6033,612.6083,231.1754,586.5933,205.1598,569.5667
Cer-NS(d16:3/42:0)+HCO2,914.8541,868.8486,838.838,836.8224,820.8275,660.6659,644.671,231.1754,618.6558,205.1598,601.6293
Cer-NS(d16:3/42:1)+HCO2,912.8384,866.8329,836.8224,834.8067,818.8118,658.6502,642.6553,231.1754,616.6402,205.1598,599.6136
Cer-NS(d16:3/42:2)+HCO2,910.8228,864.8173,834.8067,832.7911,816.7961,656.6346,640.6396,231.1754,614.6245,205.1598,597.598
Cer-NS(d17:1/12:0)+HCO2,512.4315,466.426,436.4154,434.3998,418.4049,240.1964,224.2014,249.2224,198.1863,223.2067,181.1598
Cer-NS(d17:1/12:1)+HCO2,510.4159,464.4104,434.3998,432.3842,416.3892,238.1807,222.1858,249.2224,196.1707,223.2067,179.1441
Cer-NS(d17:1/13:0)+HCO2,526.4471,480.4417,450.4311,448.4154,432.4205,254.212,238.2171,249.2224,212.202,223.2067,195.1754
Cer-NS(d17:1/13:1)+HCO2,524.4315,478.426,448.4154,446.3998,430.4049,252.1964,236.2014,249.2224,210.1863,223.2067,193.1598
Cer-NS(d17:1/14:0)+HCO2,540.4628,494.4573,464.4467,462.4311,446.4362,268.2277,252.2328,249.2224,226.2176,223.2067,209.1911
Cer-NS(d17:1/14:1)+HCO2,538.4471,492.4417,462.4311,460.4154,444.4205,266.212,250.2171,249.2224,224.202,223.2067,207.1754
Cer-NS(d17:1/15:0)+HCO2,554.4785,508.473,478.4624,476.4467,460.4518,282.2433,266.2484,249.2224,240.2333,223.2067,223.2067
Cer-NS(d17:1/15:1)+HCO2,552.4628,506.4573,476.4467,474.4311,458.4362,280.2277,264.2328,249.2224,238.2176,223.2067,221.1911
Cer-NS(d17:1/16:0)+HCO2,568.4941,522.4886,492.4781,490.4624,474.4675,296.259,280.264,249.2224,254.2489,223.2067,237.2224
Cer-NS(d17:1/16:1)+HCO2,566.4785,520.473,490.4624,488.4467,472.4518,294.2433,278.2484,249.2224,252.2333,223.2067,235.2067
Cer-NS(d17:1/16:2)+HCO2,564.4628,518.4573,488.4467,486.4311,470.4362,292.2277,276.2328,249.2224,250.2176,223.2067,233.1911
Cer-NS(d17:1/17:0)+HCO2,582.5098,536.5043,506.4937,504.4781,488.4832,310.2746,294.2797,249.2224,268.2646,223.2067,251.238
Cer-NS(d17:1/18:0)+HCO2,596.5254,550.52,520.5093,518.4937,502.4988,324.2903,308.2953,249.2224,282.2802,223.2067,265.2537
Cer-NS(d17:1/18:1)+HCO2,594.5098,548.5043,518.4937,516.4781,500.4832,322.2746,306.2797,249.2224,280.2646,223.2067,263.238
Cer-NS(d17:1/18:2)+HCO2,592.4941,546.4886,516.478,514.4624,498.4675,320.259,304.264,249.2224,278.2489,223.2067,261.2224
Cer-NS(d17:1/19:0)+HCO2,610.5411,564.5356,534.525,532.5093,516.5145,338.3059,322.311,249.2224,296.2959,223.2067,279.2693
Cer-NS(d17:1/19:1)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,336.2903,320.2953,249.2224,294.2802,223.2067,277.2537
Cer-NS(d17:1/20:0)+HCO2,624.5567,578.5512,548.5406,546.525,530.5301,352.3216,336.3267,249.2224,310.3116,223.2067,293.285
Cer-NS(d17:1/20:1)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,350.3059,334.311,249.2224,308.2959,223.2067,291.2693
Cer-NS(d17:1/20:2)+HCO2,620.5254,574.52,544.5093,542.4937,526.4988,348.2903,332.2953,249.2224,306.2802,223.2067,289.2537
Cer-NS(d17:1/21:0)+HCO2,638.5723,592.5669,562.5563,560.5406,544.5457,366.3372,350.3423,249.2224,324.3272,223.2067,307.3006
Cer-NS(d17:1/21:1)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,364.3216,348.3267,249.2224,322.3116,223.2067,305.285
Cer-NS(d17:1/22:0)+HCO2,652.588,606.5825,576.572,574.5563,558.5614,380.3529,364.3579,249.2224,338.3428,223.2067,321.3163
Cer-NS(d17:1/22:1)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,378.3372,362.3423,249.2224,336.3272,223.2067,319.3006
Cer-NS(d17:1/22:2)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,376.3216,360.3267,249.2224,334.3116,223.2067,317.285
Cer-NS(d17:1/23:0)+HCO2,666.6036,620.5982,590.5876,588.572,572.577,394.3685,378.3736,249.2224,352.3585,223.2067,335.3319
Cer-NS(d17:1/23:1)+HCO2,664.588,618.5825,588.572,586.5563,570.5614,392.3529,376.3579,249.2224,350.3428,223.2067,333.3163
Cer-NS(d17:1/24:0)+HCO2,680.6193,634.6138,604.6033,602.5876,586.5927,408.3842,392.3893,249.2224,366.3741,223.2067,349.3476
Cer-NS(d17:1/24:1)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,406.3685,390.3736,249.2224,364.3585,223.2067,347.3319
Cer-NS(d17:1/24:2)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,404.3529,388.3579,249.2224,362.3428,223.2067,345.3163
Cer-NS(d17:1/25:0)+HCO2,694.6349,648.6295,618.6189,616.6033,600.6083,422.3998,406.4049,249.2224,380.3898,223.2067,363.3633
Cer-NS(d17:1/25:1)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,420.3842,404.3893,249.2224,378.3741,223.2067,361.3476
Cer-NS(d17:1/26:0)+HCO2,708.6506,662.6451,632.6346,630.6189,614.624,436.4155,420.4206,249.2224,394.4054,223.2067,377.3789
Cer-NS(d17:1/26:1)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,434.3998,418.4049,249.2224,392.3898,223.2067,375.3633
Cer-NS(d17:1/26:2)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,432.3842,416.3893,249.2224,390.3741,223.2067,373.3476
Cer-NS(d17:1/27:0)+HCO2,722.6663,676.6608,646.6502,644.6346,628.6396,450.4311,434.4362,249.2224,408.4211,223.2067,391.3945
Cer-NS(d17:1/27:1)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,448.4155,432.4206,249.2224,406.4054,223.2067,389.3789
Cer-NS(d17:1/28:0)+HCO2,736.6819,690.6765,660.6658,658.6502,642.6553,464.4468,448.4518,249.2224,422.4367,223.2067,405.4102
Cer-NS(d17:1/28:1)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,462.4311,446.4362,249.2224,420.4211,223.2067,403.3945
Cer-NS(d17:1/28:2)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,460.4155,444.4206,249.2224,418.4054,223.2067,401.3789
Cer-NS(d17:1/29:0)+HCO2,750.6976,704.6921,674.6815,672.6658,656.671,478.4624,462.4675,249.2224,436.4524,223.2067,419.4258
Cer-NS(d17:1/29:1)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,476.4468,460.4518,249.2224,434.4367,223.2067,417.4102
Cer-NS(d17:1/30:0)+HCO2,764.7132,718.7077,688.6971,686.6815,670.6866,492.4781,476.4832,249.2224,450.468,223.2067,433.4415
Cer-NS(d17:1/30:1)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,490.4624,474.4675,249.2224,448.4524,223.2067,431.4258
Cer-NS(d17:1/30:2)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,488.4468,472.4518,249.2224,446.4367,223.2067,429.4102
Cer-NS(d17:1/31:0)+HCO2,778.7288,732.7234,702.7128,700.6971,684.7023,506.4937,490.4988,249.2224,464.4837,223.2067,447.4572
Cer-NS(d17:1/31:1)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,504.4781,488.4832,249.2224,462.468,223.2067,445.4415
Cer-NS(d17:1/32:0)+HCO2,792.7445,746.739,716.7285,714.7128,698.7179,520.5094,504.5144,249.2224,478.4993,223.2067,461.4728
Cer-NS(d17:1/32:1)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,518.4937,502.4988,249.2224,476.4837,223.2067,459.4572
Cer-NS(d17:1/32:2)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,516.4781,500.4832,249.2224,474.468,223.2067,457.4415
Cer-NS(d17:1/33:0)+HCO2,806.7601,760.7547,730.7441,728.7285,712.7335,534.525,518.5301,249.2224,492.515,223.2067,475.4884
Cer-NS(d17:1/33:1)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,532.5094,516.5145,249.2224,490.4993,223.2067,473.4728
Cer-NS(d17:1/34:0)+HCO2,820.7758,774.7703,744.7598,742.7441,726.7492,548.5406,532.5458,249.2224,506.5306,223.2067,489.5041
Cer-NS(d17:1/34:1)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,546.525,530.5301,249.2224,504.515,223.2067,487.4884
Cer-NS(d17:1/34:2)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,544.5094,528.5145,249.2224,502.4993,223.2067,485.4728
Cer-NS(d17:1/35:0)+HCO2,834.7914,788.7859,758.7754,756.7598,740.7648,562.5563,546.5614,249.2224,520.5463,223.2067,503.5197
Cer-NS(d17:1/35:1)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,560.5406,544.5458,249.2224,518.5306,223.2067,501.5041
Cer-NS(d17:1/36:0)+HCO2,848.8071,802.8016,772.7911,770.7754,754.7805,576.572,560.577,249.2224,534.562,223.2067,517.5354
Cer-NS(d17:1/36:1)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,574.5563,558.5614,249.2224,532.5463,223.2067,515.5197
Cer-NS(d17:1/36:2)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,572.5406,556.5458,249.2224,530.5306,223.2067,513.5041
Cer-NS(d17:1/38:0)+HCO2,876.8384,830.8329,800.8224,798.8067,782.8118,604.6033,588.6083,249.2224,562.5933,223.2067,545.5667
Cer-NS(d17:1/38:1)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,602.5876,586.5927,249.2224,560.5776,223.2067,543.551
