Cer-NS,[M+HCO2]-,[M-H]-,[M-CO-H]-,[M-CO-3H]-,[M-CO-O-3H]-,[FA+NCCO-3H]-,[FA+NCCO-O-3H]-,[Sph-N-O-5H]-,[FA+N-H]-,[Sph-NCC-3H]-,[FA-3H]-
Cer-NS(d22:3/29:0)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,478.4624,462.4675,315.2693,436.4524,289.2537,419.4258
Cer-NS(d22:3/29:1)+HCO2,814.7288,768.7234,738.7128,736.6971,720.7023,476.4468,460.4518,315.2693,434.4367,289.2537,417.4102
Cer-NS(d22:3/30:0)+HCO2,830.7601,784.7547,754.7441,752.7285,736.7335,492.4781,476.4832,315.2693,450.468,289.2537,433.4415
Cer-NS(d22:3/30:1)+HCO2,828.7445,782.739,752.7285,750.7128,734.7179,490.4624,474.4675,315.2693,448.4524,289.2537,431.4258
Cer-NS(d22:3/30:2)+HCO2,826.7288,780.7234,750.7128,748.6971,732.7023,488.4468,472.4518,315.2693,446.4367,289.2537,429.4102
Cer-NS(d22:3/31:0)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,506.4937,490.4988,315.2693,464.4837,289.2537,447.4572
Cer-NS(d22:3/31:1)+HCO2,842.7601,796.7547,766.7441,764.7285,748.7335,504.4781,488.4832,315.2693,462.468,289.2537,445.4415
Cer-NS(d22:3/32:0)+HCO2,858.7914,812.7859,782.7754,780.7598,764.7648,520.5094,504.5144,315.2693,478.4993,289.2537,461.4728
Cer-NS(d22:3/32:1)+HCO2,856.7758,810.7703,780.7598,778.7441,762.7492,518.4937,502.4988,315.2693,476.4837,289.2537,459.4572
Cer-NS(d22:3/32:2)+HCO2,854.7601,808.7547,778.7441,776.7285,760.7335,516.4781,500.4832,315.2693,474.468,289.2537,457.4415
Cer-NS(d22:3/33:0)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,534.525,518.5301,315.2693,492.515,289.2537,475.4884
Cer-NS(d22:3/33:1)+HCO2,870.7914,824.7859,794.7754,792.7598,776.7648,532.5094,516.5145,315.2693,490.4993,289.2537,473.4728
Cer-NS(d22:3/34:0)+HCO2,886.8228,840.8173,810.8067,808.7911,792.7961,548.5406,532.5458,315.2693,506.5306,289.2537,489.5041
Cer-NS(d22:3/34:1)+HCO2,884.8071,838.8016,808.7911,806.7754,790.7805,546.525,530.5301,315.2693,504.515,289.2537,487.4884
Cer-NS(d22:3/34:2)+HCO2,882.7914,836.7859,806.7754,804.7598,788.7648,544.5094,528.5145,315.2693,502.4993,289.2537,485.4728
Cer-NS(d22:3/35:0)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,562.5563,546.5614,315.2693,520.5463,289.2537,503.5197
Cer-NS(d22:3/35:1)+HCO2,898.8228,852.8173,822.8067,820.7911,804.7961,560.5406,544.5458,315.2693,518.5306,289.2537,501.5041
Cer-NS(d22:3/36:0)+HCO2,914.8541,868.8486,838.838,836.8224,820.8275,576.572,560.577,315.2693,534.562,289.2537,517.5354
Cer-NS(d22:3/36:1)+HCO2,912.8384,866.8329,836.8224,834.8067,818.8118,574.5563,558.5614,315.2693,532.5463,289.2537,515.5197
Cer-NS(d22:3/36:2)+HCO2,910.8228,864.8173,834.8067,832.7911,816.7961,572.5406,556.5458,315.2693,530.5306,289.2537,513.5041
Cer-NS(d22:3/38:0)+HCO2,942.8854,896.8799,866.8693,864.8536,848.8588,604.6033,588.6083,315.2693,562.5933,289.2537,545.5667
Cer-NS(d22:3/38:1)+HCO2,940.8697,894.8643,864.8536,862.838,846.8431,602.5876,586.5927,315.2693,560.5776,289.2537,543.551
Cer-NS(d22:3/38:2)+HCO2,938.8541,892.8486,862.838,860.8224,844.8275,600.572,584.577,315.2693,558.562,289.2537,541.5354
Cer-NS(d22:3/40:0)+HCO2,970.9166,924.9112,894.9006,892.8849,876.89,632.6346,616.6396,315.2693,590.6245,289.2537,573.598
Cer-NS(d22:3/40:1)+HCO2,968.901,922.8955,892.8849,890.8693,874.8744,630.6189,614.624,315.2693,588.6089,289.2537,571.5823
Cer-NS(d22:3/40:2)+HCO2,966.8854,920.8799,890.8693,888.8536,872.8588,628.6033,612.6083,315.2693,586.5933,289.2537,569.5667
Cer-NS(d22:3/42:0)+HCO2,998.9479,952.9425,922.9319,920.9163,904.9213,660.6659,644.671,315.2693,618.6558,289.2537,601.6293
Cer-NS(d22:3/42:1)+HCO2,996.9323,950.9268,920.9163,918.9006,902.9057,658.6502,642.6553,315.2693,616.6402,289.2537,599.6136
Cer-NS(d22:3/42:2)+HCO2,994.9166,948.9112,918.9006,916.8849,900.89,656.6346,640.6396,315.2693,614.6245,289.2537,597.598
Cer-NS(d23:1/12:0)+HCO2,596.5254,550.52,520.5093,518.4937,502.4988,240.1964,224.2014,333.3163,198.1863,307.3006,181.1598
Cer-NS(d23:1/12:1)+HCO2,594.5098,548.5043,518.4937,516.4781,500.4832,238.1807,222.1858,333.3163,196.1707,307.3006,179.1441
Cer-NS(d23:1/13:0)+HCO2,610.5411,564.5356,534.525,532.5093,516.5145,254.212,238.2171,333.3163,212.202,307.3006,195.1754
Cer-NS(d23:1/13:1)+HCO2,608.5254,562.52,532.5093,530.4937,514.4988,252.1964,236.2014,333.3163,210.1863,307.3006,193.1598
Cer-NS(d23:1/14:0)+HCO2,624.5567,578.5512,548.5406,546.525,530.5301,268.2277,252.2328,333.3163,226.2176,307.3006,209.1911
Cer-NS(d23:1/14:1)+HCO2,622.5411,576.5356,546.525,544.5093,528.5145,266.212,250.2171,333.3163,224.202,307.3006,207.1754
Cer-NS(d23:1/15:0)+HCO2,638.5723,592.5669,562.5563,560.5406,544.5457,282.2433,266.2484,333.3163,240.2333,307.3006,223.2067
Cer-NS(d23:1/15:1)+HCO2,636.5567,590.5512,560.5406,558.525,542.5301,280.2277,264.2328,333.3163,238.2176,307.3006,221.1911
Cer-NS(d23:1/16:0)+HCO2,652.588,606.5825,576.572,574.5563,558.5614,296.259,280.264,333.3163,254.2489,307.3006,237.2224
Cer-NS(d23:1/16:1)+HCO2,650.5723,604.5669,574.5563,572.5406,556.5457,294.2433,278.2484,333.3163,252.2333,307.3006,235.2067
Cer-NS(d23:1/16:2)+HCO2,648.5567,602.5512,572.5406,570.525,554.5301,292.2277,276.2328,333.3163,250.2176,307.3006,233.1911
Cer-NS(d23:1/17:0)+HCO2,666.6036,620.5982,590.5876,588.572,572.577,310.2746,294.2797,333.3163,268.2646,307.3006,251.238
Cer-NS(d23:1/18:0)+HCO2,680.6193,634.6138,604.6033,602.5876,586.5927,324.2903,308.2953,333.3163,282.2802,307.3006,265.2537
Cer-NS(d23:1/18:1)+HCO2,678.6036,632.5982,602.5876,600.572,584.577,322.2746,306.2797,333.3163,280.2646,307.3006,263.238
Cer-NS(d23:1/18:2)+HCO2,676.588,630.5825,600.572,598.5563,582.5614,320.259,304.264,333.3163,278.2489,307.3006,261.2224
Cer-NS(d23:1/19:0)+HCO2,694.6349,648.6295,618.6189,616.6033,600.6083,338.3059,322.311,333.3163,296.2959,307.3006,279.2693
Cer-NS(d23:1/19:1)+HCO2,692.6193,646.6138,616.6033,614.5876,598.5927,336.2903,320.2953,333.3163,294.2802,307.3006,277.2537
Cer-NS(d23:1/20:0)+HCO2,708.6506,662.6451,632.6346,630.6189,614.624,352.3216,336.3267,333.3163,310.3116,307.3006,293.285
Cer-NS(d23:1/20:1)+HCO2,706.6349,660.6295,630.6189,628.6033,612.6083,350.3059,334.311,333.3163,308.2959,307.3006,291.2693
Cer-NS(d23:1/20:2)+HCO2,704.6193,658.6138,628.6033,626.5876,610.5927,348.2903,332.2953,333.3163,306.2802,307.3006,289.2537
Cer-NS(d23:1/21:0)+HCO2,722.6663,676.6608,646.6502,644.6346,628.6396,366.3372,350.3423,333.3163,324.3272,307.3006,307.3006
Cer-NS(d23:1/21:1)+HCO2,720.6506,674.6451,644.6346,642.6189,626.624,364.3216,348.3267,333.3163,322.3116,307.3006,305.285
Cer-NS(d23:1/22:0)+HCO2,736.6819,690.6765,660.6658,658.6502,642.6553,380.3529,364.3579,333.3163,338.3428,307.3006,321.3163
Cer-NS(d23:1/22:1)+HCO2,734.6663,688.6608,658.6502,656.6346,640.6396,378.3372,362.3423,333.3163,336.3272,307.3006,319.3006
Cer-NS(d23:1/22:2)+HCO2,732.6506,686.6451,656.6346,654.6189,638.624,376.3216,360.3267,333.3163,334.3116,307.3006,317.285
Cer-NS(d23:1/23:0)+HCO2,750.6976,704.6921,674.6815,672.6658,656.671,394.3685,378.3736,333.3163,352.3585,307.3006,335.3319
Cer-NS(d23:1/23:1)+HCO2,748.6819,702.6765,672.6658,670.6502,654.6553,392.3529,376.3579,333.3163,350.3428,307.3006,333.3163
Cer-NS(d23:1/24:0)+HCO2,764.7132,718.7077,688.6971,686.6815,670.6866,408.3842,392.3893,333.3163,366.3741,307.3006,349.3476
Cer-NS(d23:1/24:1)+HCO2,762.6976,716.6921,686.6815,684.6658,668.671,406.3685,390.3736,333.3163,364.3585,307.3006,347.3319
Cer-NS(d23:1/24:2)+HCO2,760.6819,714.6765,684.6658,682.6502,666.6553,404.3529,388.3579,333.3163,362.3428,307.3006,345.3163
Cer-NS(d23:1/25:0)+HCO2,778.7288,732.7234,702.7128,700.6971,684.7023,422.3998,406.4049,333.3163,380.3898,307.3006,363.3633
Cer-NS(d23:1/25:1)+HCO2,776.7132,730.7077,700.6971,698.6815,682.6866,420.3842,404.3893,333.3163,378.3741,307.3006,361.3476
Cer-NS(d23:1/26:0)+HCO2,792.7445,746.739,716.7285,714.7128,698.7179,436.4155,420.4206,333.3163,394.4054,307.3006,377.3789
Cer-NS(d23:1/26:1)+HCO2,790.7288,744.7234,714.7128,712.6971,696.7023,434.3998,418.4049,333.3163,392.3898,307.3006,375.3633
Cer-NS(d23:1/26:2)+HCO2,788.7132,742.7077,712.6971,710.6815,694.6866,432.3842,416.3893,333.3163,390.3741,307.3006,373.3476
Cer-NS(d23:1/27:0)+HCO2,806.7601,760.7547,730.7441,728.7285,712.7335,450.4311,434.4362,333.3163,408.4211,307.3006,391.3945
Cer-NS(d23:1/27:1)+HCO2,804.7445,758.739,728.7285,726.7128,710.7179,448.4155,432.4206,333.3163,406.4054,307.3006,389.3789
Cer-NS(d23:1/28:0)+HCO2,820.7758,774.7703,744.7598,742.7441,726.7492,464.4468,448.4518,333.3163,422.4367,307.3006,405.4102
Cer-NS(d23:1/28:1)+HCO2,818.7601,772.7547,742.7441,740.7285,724.7335,462.4311,446.4362,333.3163,420.4211,307.3006,403.3945
Cer-NS(d23:1/28:2)+HCO2,816.7445,770.739,740.7285,738.7128,722.7179,460.4155,444.4206,333.3163,418.4054,307.3006,401.3789
Cer-NS(d23:1/29:0)+HCO2,834.7914,788.7859,758.7754,756.7598,740.7648,478.4624,462.4675,333.3163,436.4524,307.3006,419.4258
Cer-NS(d23:1/29:1)+HCO2,832.7758,786.7703,756.7598,754.7441,738.7492,476.4468,460.4518,333.3163,434.4367,307.3006,417.4102
Cer-NS(d23:1/30:0)+HCO2,848.8071,802.8016,772.7911,770.7754,754.7805,492.4781,476.4832,333.3163,450.468,307.3006,433.4415
Cer-NS(d23:1/30:1)+HCO2,846.7914,800.7859,770.7754,768.7598,752.7648,490.4624,474.4675,333.3163,448.4524,307.3006,431.4258
Cer-NS(d23:1/30:2)+HCO2,844.7758,798.7703,768.7598,766.7441,750.7492,488.4468,472.4518,333.3163,446.4367,307.3006,429.4102
Cer-NS(d23:1/31:0)+HCO2,862.8228,816.8173,786.8067,784.7911,768.7961,506.4937,490.4988,333.3163,464.4837,307.3006,447.4572
Cer-NS(d23:1/31:1)+HCO2,860.8071,814.8016,784.7911,782.7754,766.7805,504.4781,488.4832,333.3163,462.468,307.3006,445.4415
Cer-NS(d23:1/32:0)+HCO2,876.8384,830.8329,800.8224,798.8067,782.8118,520.5094,504.5144,333.3163,478.4993,307.3006,461.4728
Cer-NS(d23:1/32:1)+HCO2,874.8228,828.8173,798.8067,796.7911,780.7961,518.4937,502.4988,333.3163,476.4837,307.3006,459.4572
Cer-NS(d23:1/32:2)+HCO2,872.8071,826.8016,796.7911,794.7754,778.7805,516.4781,500.4832,333.3163,474.468,307.3006,457.4415
Cer-NS(d23:1/33:0)+HCO2,890.8541,844.8486,814.838,812.8224,796.8275,534.525,518.5301,333.3163,492.515,307.3006,475.4884
Cer-NS(d23:1/33:1)+HCO2,888.8384,842.8329,812.8224,810.8067,794.8118,532.5094,516.5145,333.3163,490.4993,307.3006,473.4728
Cer-NS(d23:1/34:0)+HCO2,904.8697,858.8643,828.8536,826.838,810.8431,548.5406,532.5458,333.3163,506.5306,307.3006,489.5041
Cer-NS(d23:1/34:1)+HCO2,902.8541,856.8486,826.838,824.8224,808.8275,546.525,530.5301,333.3163,504.515,307.3006,487.4884
Cer-NS(d23:1/34:2)+HCO2,900.8384,854.8329,824.8224,822.8067,806.8118,544.5094,528.5145,333.3163,502.4993,307.3006,485.4728
Cer-NS(d23:1/35:0)+HCO2,918.8854,872.8799,842.8693,840.8536,824.8588,562.5563,546.5614,333.3163,520.5463,307.3006,503.5197
Cer-NS(d23:1/35:1)+HCO2,916.8697,870.8643,840.8536,838.838,822.8431,560.5406,544.5458,333.3163,518.5306,307.3006,501.5041
Cer-NS(d23:1/36:0)+HCO2,932.901,886.8955,856.8849,854.8693,838.8744,576.572,560.577,333.3163,534.562,307.3006,517.5354
Cer-NS(d23:1/36:1)+HCO2,930.8854,884.8799,854.8693,852.8536,836.8588,574.5563,558.5614,333.3163,532.5463,307.3006,515.5197
Cer-NS(d23:1/36:2)+HCO2,928.8697,882.8643,852.8536,850.838,834.8431,572.5406,556.5458,333.3163,530.5306,307.3006,513.5041
Cer-NS(d23:1/38:0)+HCO2,960.9323,914.9268,884.9163,882.9006,866.9057,604.6033,588.6083,333.3163,562.5933,307.3006,545.5667
Cer-NS(d23:1/38:1)+HCO2,958.9166,912.9112,882.9006,880.8849,864.89,602.5876,586.5927,333.3163,560.5776,307.3006,543.551
Cer-NS(d23:1/38:2)+HCO2,956.901,910.8955,880.8849,878.8693,862.8744,600.572,584.577,333.3163,558.562,307.3006,541.5354
Cer-NS(d23:1/40:0)+HCO2,988.9636,942.9581,912.9476,910.9319,894.937,632.6346,616.6396,333.3163,590.6245,307.3006,573.598
Cer-NS(d23:1/40:1)+HCO2,986.9479,940.9425,910.9319,908.9163,892.9213,630.6189,614.624,333.3163,588.6089,307.3006,571.5823
