Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d14:0/12:0)+C2H3O2,502.4108,442.3896,424.3791,410.3634,394.3685,244.2282,240.1964,226.2176,222.1858,212.202,197.1547,183.1754,169.1598
Cer-ADS(d14:0/12:1)+C2H3O2,500.3951,440.374,422.3634,408.3478,392.3528,244.2282,238.1807,226.2176,220.1702,212.202,195.1391,183.1754,167.1441
Cer-ADS(d14:0/13:0)+C2H3O2,516.4264,456.4053,438.3947,424.3791,408.3842,244.2282,254.212,226.2176,236.2014,212.202,211.1704,183.1754,183.1754
Cer-ADS(d14:0/13:1)+C2H3O2,514.4108,454.3896,436.3791,422.3634,406.3685,244.2282,252.1964,226.2176,234.1858,212.202,209.1547,183.1754,181.1598
Cer-ADS(d14:0/14:0)+C2H3O2,530.4421,470.4209,452.4104,438.3947,422.3998,244.2282,268.2277,226.2176,250.2171,212.202,225.186,183.1754,197.1911
Cer-ADS(d14:0/14:1)+C2H3O2,528.4264,468.4053,450.3947,436.3791,420.3842,244.2282,266.212,226.2176,248.2014,212.202,223.1704,183.1754,195.1754
Cer-ADS(d14:0/15:0)+C2H3O2,544.4577,484.4366,466.426,452.4104,436.4154,244.2282,282.2433,226.2176,264.2328,212.202,239.2017,183.1754,211.2067
Cer-ADS(d14:0/15:1)+C2H3O2,542.4421,482.4209,464.4104,450.3947,434.3998,244.2282,280.2277,226.2176,262.2171,212.202,237.186,183.1754,209.1911
Cer-ADS(d14:0/16:0)+C2H3O2,558.4734,498.4522,480.4417,466.426,450.4311,244.2282,296.259,226.2176,278.2484,212.202,253.2173,183.1754,225.2224
Cer-ADS(d14:0/16:1)+C2H3O2,556.4577,496.4366,478.426,464.4104,448.4154,244.2282,294.2433,226.2176,276.2328,212.202,251.2017,183.1754,223.2067
Cer-ADS(d14:0/16:2)+C2H3O2,554.4421,494.4209,476.4104,462.3947,446.3998,244.2282,292.2277,226.2176,274.2171,212.202,249.186,183.1754,221.1911
Cer-ADS(d14:0/17:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,244.2282,310.2746,226.2176,292.264,212.202,267.233,183.1754,239.238
Cer-ADS(d14:0/18:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,244.2282,324.2903,226.2176,306.2797,212.202,281.2486,183.1754,253.2537
Cer-ADS(d14:0/18:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,244.2282,322.2746,226.2176,304.264,212.202,279.233,183.1754,251.238
Cer-ADS(d14:0/18:2)+C2H3O2,582.4734,522.4523,504.4417,490.426,474.4311,244.2282,320.259,226.2176,302.2484,212.202,277.2173,183.1754,249.2224
Cer-ADS(d14:0/19:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,244.2282,338.3059,226.2176,320.2953,212.202,295.2643,183.1754,267.2693
Cer-ADS(d14:0/19:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,244.2282,336.2903,226.2176,318.2797,212.202,293.2486,183.1754,265.2537
Cer-ADS(d14:0/20:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,244.2282,352.3216,226.2176,334.311,212.202,309.2799,183.1754,281.285
Cer-ADS(d14:0/20:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,244.2282,350.3059,226.2176,332.2953,212.202,307.2643,183.1754,279.2693
Cer-ADS(d14:0/20:2)+C2H3O2,610.5047,550.4835,532.473,518.4573,502.4624,244.2282,348.2903,226.2176,330.2797,212.202,305.2486,183.1754,277.2537
Cer-ADS(d14:0/21:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,244.2282,366.3372,226.2176,348.3267,212.202,323.2956,183.1754,295.3006
Cer-ADS(d14:0/21:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,244.2282,364.3216,226.2176,346.311,212.202,321.2799,183.1754,293.285
Cer-ADS(d14:0/22:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,244.2282,380.3529,226.2176,362.3423,212.202,337.3112,183.1754,309.3163
Cer-ADS(d14:0/22:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,244.2282,378.3372,226.2176,360.3267,212.202,335.2956,183.1754,307.3006
Cer-ADS(d14:0/22:2)+C2H3O2,638.5359,578.5148,560.5043,546.4886,530.4937,244.2282,376.3216,226.2176,358.311,212.202,333.2799,183.1754,305.285
Cer-ADS(d14:0/23:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,244.2282,394.3685,226.2176,376.3579,212.202,351.3269,183.1754,323.3319
Cer-ADS(d14:0/23:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,244.2282,392.3529,226.2176,374.3423,212.202,349.3112,183.1754,321.3163
Cer-ADS(d14:0/24:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,244.2282,408.3842,226.2176,390.3736,212.202,365.3425,183.1754,337.3476
Cer-ADS(d14:0/24:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,244.2282,406.3685,226.2176,388.3579,212.202,363.3269,183.1754,335.3319
Cer-ADS(d14:0/24:2)+C2H3O2,666.5673,606.5461,588.5356,574.5199,558.525,244.2282,404.3529,226.2176,386.3423,212.202,361.3112,183.1754,333.3163
Cer-ADS(d14:0/25:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,244.2282,422.3998,226.2176,404.3893,212.202,379.3582,183.1754,351.3633
Cer-ADS(d14:0/25:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,244.2282,420.3842,226.2176,402.3736,212.202,377.3425,183.1754,349.3476
Cer-ADS(d14:0/26:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,244.2282,436.4155,226.2176,418.4049,212.202,393.3738,183.1754,365.3789
Cer-ADS(d14:0/26:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,244.2282,434.3998,226.2176,416.3893,212.202,391.3582,183.1754,363.3633
Cer-ADS(d14:0/26:2)+C2H3O2,694.5986,634.5775,616.5669,602.5512,586.5563,244.2282,432.3842,226.2176,414.3736,212.202,389.3425,183.1754,361.3476
Cer-ADS(d14:0/27:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,244.2282,450.4311,226.2176,432.4206,212.202,407.3895,183.1754,379.3945
Cer-ADS(d14:0/27:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,244.2282,448.4155,226.2176,430.4049,212.202,405.3738,183.1754,377.3789
Cer-ADS(d14:0/28:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,244.2282,464.4468,226.2176,446.4362,212.202,421.4051,183.1754,393.4102
Cer-ADS(d14:0/28:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,244.2282,462.4311,226.2176,444.4206,212.202,419.3895,183.1754,391.3945
Cer-ADS(d14:0/28:2)+C2H3O2,722.6299,662.6088,644.5981,630.5825,614.5876,244.2282,460.4155,226.2176,442.4049,212.202,417.3738,183.1754,389.3789
Cer-ADS(d14:0/29:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,244.2282,478.4624,226.2176,460.4518,212.202,435.4207,183.1754,407.4258
Cer-ADS(d14:0/29:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,244.2282,476.4468,226.2176,458.4362,212.202,433.4051,183.1754,405.4102
Cer-ADS(d14:0/30:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,244.2282,492.4781,226.2176,474.4675,212.202,449.4364,183.1754,421.4415
Cer-ADS(d14:0/30:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,244.2282,490.4624,226.2176,472.4518,212.202,447.4207,183.1754,419.4258
Cer-ADS(d14:0/30:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,244.2282,488.4468,226.2176,470.4362,212.202,445.4051,183.1754,417.4102
Cer-ADS(d14:0/31:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,244.2282,506.4937,226.2176,488.4832,212.202,463.4521,183.1754,435.4572
Cer-ADS(d14:0/31:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,244.2282,504.4781,226.2176,486.4675,212.202,461.4364,183.1754,433.4415
Cer-ADS(d14:0/32:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,244.2282,520.5094,226.2176,502.4988,212.202,477.4677,183.1754,449.4728
Cer-ADS(d14:0/32:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,244.2282,518.4937,226.2176,500.4832,212.202,475.4521,183.1754,447.4572
Cer-ADS(d14:0/32:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,244.2282,516.4781,226.2176,498.4675,212.202,473.4364,183.1754,445.4415
Cer-ADS(d14:0/33:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,244.2282,534.525,226.2176,516.5145,212.202,491.4834,183.1754,463.4884
Cer-ADS(d14:0/33:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,244.2282,532.5094,226.2176,514.4988,212.202,489.4677,183.1754,461.4728
Cer-ADS(d14:0/34:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,244.2282,548.5406,226.2176,530.5301,212.202,505.499,183.1754,477.5041
Cer-ADS(d14:0/34:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,244.2282,546.525,226.2176,528.5145,212.202,503.4834,183.1754,475.4884
Cer-ADS(d14:0/34:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,244.2282,544.5094,226.2176,526.4988,212.202,501.4677,183.1754,473.4728
Cer-ADS(d14:0/35:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,244.2282,562.5563,226.2176,544.5458,212.202,519.5146,183.1754,491.5197
Cer-ADS(d14:0/35:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,244.2282,560.5406,226.2176,542.5301,212.202,517.499,183.1754,489.5041
Cer-ADS(d14:0/36:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,244.2282,576.572,226.2176,558.5614,212.202,533.5303,183.1754,505.5354
Cer-ADS(d14:0/36:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,244.2282,574.5563,226.2176,556.5458,212.202,531.5146,183.1754,503.5197
Cer-ADS(d14:0/36:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,244.2282,572.5406,226.2176,554.5301,212.202,529.499,183.1754,501.5041
Cer-ADS(d14:0/38:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,244.2282,604.6033,226.2176,586.5927,212.202,561.5616,183.1754,533.5667
Cer-ADS(d14:0/38:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,244.2282,602.5876,226.2176,584.577,212.202,559.546,183.1754,531.551
Cer-ADS(d14:0/38:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,244.2282,600.572,226.2176,582.5614,212.202,557.5303,183.1754,529.5354
Cer-ADS(d14:0/40:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,244.2282,632.6346,226.2176,614.624,212.202,589.5929,183.1754,561.598
Cer-ADS(d14:0/40:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,244.2282,630.6189,226.2176,612.6083,212.202,587.5773,183.1754,559.5823
Cer-ADS(d14:0/40:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,244.2282,628.6033,226.2176,610.5927,212.202,585.5616,183.1754,557.5667
Cer-ADS(d14:0/42:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,244.2282,660.6659,226.2176,642.6553,212.202,617.6242,183.1754,589.6293
Cer-ADS(d14:0/42:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,244.2282,658.6502,226.2176,640.6396,212.202,615.6086,183.1754,587.6136
Cer-ADS(d14:0/42:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,244.2282,656.6346,226.2176,638.624,212.202,613.5929,183.1754,585.598
Cer-ADS(d15:0/12:0)+C2H3O2,516.4264,456.4053,438.3947,424.3791,408.3842,258.2439,240.1964,240.2333,222.1858,226.2176,197.1547,197.1911,169.1598
Cer-ADS(d15:0/12:1)+C2H3O2,514.4108,454.3896,436.3791,422.3634,406.3685,258.2439,238.1807,240.2333,220.1702,226.2176,195.1391,197.1911,167.1441
Cer-ADS(d15:0/13:0)+C2H3O2,530.4421,470.4209,452.4104,438.3947,422.3998,258.2439,254.212,240.2333,236.2014,226.2176,211.1704,197.1911,183.1754
Cer-ADS(d15:0/13:1)+C2H3O2,528.4264,468.4053,450.3947,436.3791,420.3842,258.2439,252.1964,240.2333,234.1858,226.2176,209.1547,197.1911,181.1598
Cer-ADS(d15:0/14:0)+C2H3O2,544.4577,484.4366,466.426,452.4104,436.4154,258.2439,268.2277,240.2333,250.2171,226.2176,225.186,197.1911,197.1911
Cer-ADS(d15:0/14:1)+C2H3O2,542.4421,482.4209,464.4104,450.3947,434.3998,258.2439,266.212,240.2333,248.2014,226.2176,223.1704,197.1911,195.1754
Cer-ADS(d15:0/15:0)+C2H3O2,558.4734,498.4522,480.4417,466.426,450.4311,258.2439,282.2433,240.2333,264.2328,226.2176,239.2017,197.1911,211.2067
Cer-ADS(d15:0/15:1)+C2H3O2,556.4577,496.4366,478.426,464.4104,448.4154,258.2439,280.2277,240.2333,262.2171,226.2176,237.186,197.1911,209.1911
Cer-ADS(d15:0/16:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,258.2439,296.259,240.2333,278.2484,226.2176,253.2173,197.1911,225.2224
Cer-ADS(d15:0/16:1)+C2H3O2,570.4734,510.4522,492.4417,478.426,462.4311,258.2439,294.2433,240.2333,276.2328,226.2176,251.2017,197.1911,223.2067
Cer-ADS(d15:0/16:2)+C2H3O2,568.4577,508.4366,490.426,476.4104,460.4154,258.2439,292.2277,240.2333,274.2171,226.2176,249.186,197.1911,221.1911
Cer-ADS(d15:0/17:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,258.2439,310.2746,240.2333,292.264,226.2176,267.233,197.1911,239.238
Cer-ADS(d15:0/18:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,258.2439,324.2903,240.2333,306.2797,226.2176,281.2486,197.1911,253.2537
Cer-ADS(d15:0/18:1)+C2H3O2,598.5047,538.4835,520.473,506.4573,490.4624,258.2439,322.2746,240.2333,304.264,226.2176,279.233,197.1911,251.238
Cer-ADS(d15:0/18:2)+C2H3O2,596.489,536.4679,518.4573,504.4417,488.4467,258.2439,320.259,240.2333,302.2484,226.2176,277.2173,197.1911,249.2224
Cer-ADS(d15:0/19:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,258.2439,338.3059,240.2333,320.2953,226.2176,295.2643,197.1911,267.2693
Cer-ADS(d15:0/19:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,258.2439,336.2903,240.2333,318.2797,226.2176,293.2486,197.1911,265.2537
Cer-ADS(d15:0/20:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,258.2439,352.3216,240.2333,334.311,226.2176,309.2799,197.1911,281.285
Cer-ADS(d15:0/20:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,258.2439,350.3059,240.2333,332.2953,226.2176,307.2643,197.1911,279.2693
Cer-ADS(d15:0/20:2)+C2H3O2,624.5203,564.4992,546.4886,532.473,516.478,258.2439,348.2903,240.2333,330.2797,226.2176,305.2486,197.1911,277.2537
Cer-ADS(d15:0/21:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,258.2439,366.3372,240.2333,348.3267,226.2176,323.2956,197.1911,295.3006
Cer-ADS(d15:0/21:1)+C2H3O2,640.5516,580.5305,562.5199,548.5043,532.5093,258.2439,364.3216,240.2333,346.311,226.2176,321.2799,197.1911,293.285
Cer-ADS(d15:0/22:0)+C2H3O2,656.5829,596.5618,578.5512,564.5356,548.5406,258.2439,380.3529,240.2333,362.3423,226.2176,337.3112,197.1911,309.3163
Cer-ADS(d15:0/22:1)+C2H3O2,654.5673,594.5461,576.5356,562.5199,546.525,258.2439,378.3372,240.2333,360.3267,226.2176,335.2956,197.1911,307.3006
Cer-ADS(d15:0/22:2)+C2H3O2,652.5516,592.5305,574.5199,560.5043,544.5093,258.2439,376.3216,240.2333,358.311,226.2176,333.2799,197.1911,305.285
Cer-ADS(d15:0/23:0)+C2H3O2,670.5986,610.5775,592.5669,578.5512,562.5563,258.2439,394.3685,240.2333,376.3579,226.2176,351.3269,197.1911,323.3319
Cer-ADS(d15:0/23:1)+C2H3O2,668.5829,608.5618,590.5512,576.5356,560.5406,258.2439,392.3529,240.2333,374.3423,226.2176,349.3112,197.1911,321.3163
Cer-ADS(d15:0/24:0)+C2H3O2,684.6142,624.5931,606.5825,592.5669,576.572,258.2439,408.3842,240.2333,390.3736,226.2176,365.3425,197.1911,337.3476
Cer-ADS(d15:0/24:1)+C2H3O2,682.5986,622.5775,604.5669,590.5512,574.5563,258.2439,406.3685,240.2333,388.3579,226.2176,363.3269,197.1911,335.3319
Cer-ADS(d15:0/24:2)+C2H3O2,680.5829,620.5618,602.5512,588.5356,572.5406,258.2439,404.3529,240.2333,386.3423,226.2176,361.3112,197.1911,333.3163
Cer-ADS(d15:0/25:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,258.2439,422.3998,240.2333,404.3893,226.2176,379.3582,197.1911,351.3633
Cer-ADS(d15:0/25:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,258.2439,420.3842,240.2333,402.3736,226.2176,377.3425,197.1911,349.3476
Cer-ADS(d15:0/26:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,258.2439,436.4155,240.2333,418.4049,226.2176,393.3738,197.1911,365.3789
Cer-ADS(d15:0/26:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,258.2439,434.3998,240.2333,416.3893,226.2176,391.3582,197.1911,363.3633
Cer-ADS(d15:0/26:2)+C2H3O2,708.6142,648.5931,630.5825,616.5669,600.572,258.2439,432.3842,240.2333,414.3736,226.2176,389.3425,197.1911,361.3476
Cer-ADS(d15:0/27:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,258.2439,450.4311,240.2333,432.4206,226.2176,407.3895,197.1911,379.3945
Cer-ADS(d15:0/27:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,258.2439,448.4155,240.2333,430.4049,226.2176,405.3738,197.1911,377.3789
Cer-ADS(d15:0/28:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,258.2439,464.4468,240.2333,446.4362,226.2176,421.4051,197.1911,393.4102
Cer-ADS(d15:0/28:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,258.2439,462.4311,240.2333,444.4206,226.2176,419.3895,197.1911,391.3945
Cer-ADS(d15:0/28:2)+C2H3O2,736.6455,676.6244,658.6138,644.5981,628.6033,258.2439,460.4155,240.2333,442.4049,226.2176,417.3738,197.1911,389.3789
Cer-ADS(d15:0/29:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,258.2439,478.4624,240.2333,460.4518,226.2176,435.4207,197.1911,407.4258
Cer-ADS(d15:0/29:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,258.2439,476.4468,240.2333,458.4362,226.2176,433.4051,197.1911,405.4102
Cer-ADS(d15:0/30:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,258.2439,492.4781,240.2333,474.4675,226.2176,449.4364,197.1911,421.4415
Cer-ADS(d15:0/30:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,258.2439,490.4624,240.2333,472.4518,226.2176,447.4207,197.1911,419.4258
Cer-ADS(d15:0/30:2)+C2H3O2,764.6768,704.6557,686.6451,672.6295,656.6345,258.2439,488.4468,240.2333,470.4362,226.2176,445.4051,197.1911,417.4102
Cer-ADS(d15:0/31:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,258.2439,506.4937,240.2333,488.4832,226.2176,463.4521,197.1911,435.4572
Cer-ADS(d15:0/31:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,258.2439,504.4781,240.2333,486.4675,226.2176,461.4364,197.1911,433.4415
Cer-ADS(d15:0/32:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,258.2439,520.5094,240.2333,502.4988,226.2176,477.4677,197.1911,449.4728
Cer-ADS(d15:0/32:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,258.2439,518.4937,240.2333,500.4832,226.2176,475.4521,197.1911,447.4572
Cer-ADS(d15:0/32:2)+C2H3O2,792.7081,732.687,714.6764,700.6608,684.6658,258.2439,516.4781,240.2333,498.4675,226.2176,473.4364,197.1911,445.4415
Cer-ADS(d15:0/33:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,258.2439,534.525,240.2333,516.5145,226.2176,491.4834,197.1911,463.4884
Cer-ADS(d15:0/33:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,258.2439,532.5094,240.2333,514.4988,226.2176,489.4677,197.1911,461.4728
Cer-ADS(d15:0/34:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,258.2439,548.5406,240.2333,530.5301,226.2176,505.499,197.1911,477.5041
Cer-ADS(d15:0/34:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,258.2439,546.525,240.2333,528.5145,226.2176,503.4834,197.1911,475.4884
Cer-ADS(d15:0/34:2)+C2H3O2,820.7394,760.7183,742.7077,728.6921,712.6971,258.2439,544.5094,240.2333,526.4988,226.2176,501.4677,197.1911,473.4728
Cer-ADS(d15:0/35:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,258.2439,562.5563,240.2333,544.5458,226.2176,519.5146,197.1911,491.5197
Cer-ADS(d15:0/35:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,258.2439,560.5406,240.2333,542.5301,226.2176,517.499,197.1911,489.5041
Cer-ADS(d15:0/36:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,258.2439,576.572,240.2333,558.5614,226.2176,533.5303,197.1911,505.5354
Cer-ADS(d15:0/36:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,258.2439,574.5563,240.2333,556.5458,226.2176,531.5146,197.1911,503.5197
Cer-ADS(d15:0/36:2)+C2H3O2,848.7707,788.7496,770.739,756.7234,740.7285,258.2439,572.5406,240.2333,554.5301,226.2176,529.499,197.1911,501.5041
Cer-ADS(d15:0/38:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,258.2439,604.6033,240.2333,586.5927,226.2176,561.5616,197.1911,533.5667
Cer-ADS(d15:0/38:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,258.2439,602.5876,240.2333,584.577,226.2176,559.546,197.1911,531.551
Cer-ADS(d15:0/38:2)+C2H3O2,876.802,816.7809,798.7703,784.7547,768.7598,258.2439,600.572,240.2333,582.5614,226.2176,557.5303,197.1911,529.5354
Cer-ADS(d15:0/40:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,258.2439,632.6346,240.2333,614.624,226.2176,589.5929,197.1911,561.598
Cer-ADS(d15:0/40:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,258.2439,630.6189,240.2333,612.6083,226.2176,587.5773,197.1911,559.5823
Cer-ADS(d15:0/40:2)+C2H3O2,904.8333,844.8122,826.8016,812.7859,796.7911,258.2439,628.6033,240.2333,610.5927,226.2176,585.5616,197.1911,557.5667
Cer-ADS(d15:0/42:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,258.2439,660.6659,240.2333,642.6553,226.2176,617.6242,197.1911,589.6293
Cer-ADS(d15:0/42:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,258.2439,658.6502,240.2333,640.6396,226.2176,615.6086,197.1911,587.6136
Cer-ADS(d15:0/42:2)+C2H3O2,932.8646,872.8435,854.8329,840.8173,824.8223,258.2439,656.6346,240.2333,638.624,226.2176,613.5929,197.1911,585.598
Cer-ADS(d16:0/12:0)+C2H3O2,530.4421,470.4209,452.4104,438.3947,422.3998,272.2595,240.1964,254.2489,222.1858,240.2333,197.1547,211.2067,169.1598
Cer-ADS(d16:0/12:1)+C2H3O2,528.4264,468.4053,450.3947,436.3791,420.3842,272.2595,238.1807,254.2489,220.1702,240.2333,195.1391,211.2067,167.1441
Cer-ADS(d16:0/13:0)+C2H3O2,544.4577,484.4366,466.426,452.4104,436.4154,272.2595,254.212,254.2489,236.2014,240.2333,211.1704,211.2067,183.1754
Cer-ADS(d16:0/13:1)+C2H3O2,542.4421,482.4209,464.4104,450.3947,434.3998,272.2595,252.1964,254.2489,234.1858,240.2333,209.1547,211.2067,181.1598
Cer-ADS(d16:0/14:0)+C2H3O2,558.4734,498.4522,480.4417,466.426,450.4311,272.2595,268.2277,254.2489,250.2171,240.2333,225.186,211.2067,197.1911
Cer-ADS(d16:0/14:1)+C2H3O2,556.4577,496.4366,478.426,464.4104,448.4154,272.2595,266.212,254.2489,248.2014,240.2333,223.1704,211.2067,195.1754
Cer-ADS(d16:0/15:0)+C2H3O2,572.489,512.4679,494.4573,480.4417,464.4467,272.2595,282.2433,254.2489,264.2328,240.2333,239.2017,211.2067,211.2067
Cer-ADS(d16:0/15:1)+C2H3O2,570.4734,510.4522,492.4417,478.426,462.4311,272.2595,280.2277,254.2489,262.2171,240.2333,237.186,211.2067,209.1911
Cer-ADS(d16:0/16:0)+C2H3O2,586.5047,526.4835,508.473,494.4573,478.4624,272.2595,296.259,254.2489,278.2484,240.2333,253.2173,211.2067,225.2224
Cer-ADS(d16:0/16:1)+C2H3O2,584.489,524.4679,506.4573,492.4417,476.4467,272.2595,294.2433,254.2489,276.2328,240.2333,251.2017,211.2067,223.2067
Cer-ADS(d16:0/16:2)+C2H3O2,582.4734,522.4523,504.4417,490.426,474.4311,272.2595,292.2277,254.2489,274.2171,240.2333,249.186,211.2067,221.1911
Cer-ADS(d16:0/17:0)+C2H3O2,600.5203,540.4992,522.4886,508.473,492.4781,272.2595,310.2746,254.2489,292.264,240.2333,267.233,211.2067,239.238
Cer-ADS(d16:0/18:0)+C2H3O2,614.5359,554.5148,536.5043,522.4886,506.4937,272.2595,324.2903,254.2489,306.2797,240.2333,281.2486,211.2067,253.2537
Cer-ADS(d16:0/18:1)+C2H3O2,612.5203,552.4992,534.4886,520.473,504.4781,272.2595,322.2746,254.2489,304.264,240.2333,279.233,211.2067,251.238
Cer-ADS(d16:0/18:2)+C2H3O2,610.5047,550.4835,532.473,518.4573,502.4624,272.2595,320.259,254.2489,302.2484,240.2333,277.2173,211.2067,249.2224
Cer-ADS(d16:0/19:0)+C2H3O2,628.5516,568.5305,550.5199,536.5043,520.5093,272.2595,338.3059,254.2489,320.2953,240.2333,295.2643,211.2067,267.2693
Cer-ADS(d16:0/19:1)+C2H3O2,626.5359,566.5148,548.5043,534.4886,518.4937,272.2595,336.2903,254.2489,318.2797,240.2333,293.2486,211.2067,265.2537
Cer-ADS(d16:0/20:0)+C2H3O2,642.5673,582.5461,564.5356,550.5199,534.525,272.2595,352.3216,254.2489,334.311,240.2333,309.2799,211.2067,281.285
