Cer-ADS,[M+C2H3O2]-,[M-H]-,[M-O-H]-,[M-CO-H]-,[M-CO-O-H]-,[Sph-H]-,[Sph+C=O-3H]-,[Sph-O-H]-,[Sph+C=O-O-3H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-ADS(d27:0/42:1)+C2H3O2,1103.068,1043.047,1025.036,1011.021,995.0258,426.4317,658.6502,408.4211,640.6396,394.4054,615.6086,365.3789,587.6136
Cer-ADS(d27:0/42:2)+C2H3O2,1101.052,1041.031,1023.021,1009.005,993.0101,426.4317,656.6346,408.4211,638.624,394.4054,613.5929,365.3789,585.598
Cer-ADS(d28:0/12:0)+C2H3O2,698.6299,638.6088,620.5981,606.5825,590.5876,440.4473,240.1964,422.4367,222.1858,408.4211,197.1547,379.3945,169.1598
Cer-ADS(d28:0/12:1)+C2H3O2,696.6142,636.5931,618.5825,604.5669,588.572,440.4473,238.1807,422.4367,220.1702,408.4211,195.1391,379.3945,167.1441
Cer-ADS(d28:0/13:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,440.4473,254.212,422.4367,236.2014,408.4211,211.1704,379.3945,183.1754
Cer-ADS(d28:0/13:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,440.4473,252.1964,422.4367,234.1858,408.4211,209.1547,379.3945,181.1598
Cer-ADS(d28:0/14:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,440.4473,268.2277,422.4367,250.2171,408.4211,225.186,379.3945,197.1911
Cer-ADS(d28:0/14:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,440.4473,266.212,422.4367,248.2014,408.4211,223.1704,379.3945,195.1754
Cer-ADS(d28:0/15:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,440.4473,282.2433,422.4367,264.2328,408.4211,239.2017,379.3945,211.2067
Cer-ADS(d28:0/15:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,440.4473,280.2277,422.4367,262.2171,408.4211,237.186,379.3945,209.1911
Cer-ADS(d28:0/16:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,440.4473,296.259,422.4367,278.2484,408.4211,253.2173,379.3945,225.2224
Cer-ADS(d28:0/16:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,440.4473,294.2433,422.4367,276.2328,408.4211,251.2017,379.3945,223.2067
Cer-ADS(d28:0/16:2)+C2H3O2,750.6612,690.64,672.6295,658.6138,642.6189,440.4473,292.2277,422.4367,274.2171,408.4211,249.186,379.3945,221.1911
Cer-ADS(d28:0/17:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,440.4473,310.2746,422.4367,292.264,408.4211,267.233,379.3945,239.238
Cer-ADS(d28:0/18:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,440.4473,324.2903,422.4367,306.2797,408.4211,281.2486,379.3945,253.2537
Cer-ADS(d28:0/18:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,440.4473,322.2746,422.4367,304.264,408.4211,279.233,379.3945,251.238
Cer-ADS(d28:0/18:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,440.4473,320.259,422.4367,302.2484,408.4211,277.2173,379.3945,249.2224
Cer-ADS(d28:0/19:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,440.4473,338.3059,422.4367,320.2953,408.4211,295.2643,379.3945,267.2693
Cer-ADS(d28:0/19:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,440.4473,336.2903,422.4367,318.2797,408.4211,293.2486,379.3945,265.2537
Cer-ADS(d28:0/20:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,440.4473,352.3216,422.4367,334.311,408.4211,309.2799,379.3945,281.285
Cer-ADS(d28:0/20:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,440.4473,350.3059,422.4367,332.2953,408.4211,307.2643,379.3945,279.2693
Cer-ADS(d28:0/20:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,440.4473,348.2903,422.4367,330.2797,408.4211,305.2486,379.3945,277.2537
Cer-ADS(d28:0/21:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,440.4473,366.3372,422.4367,348.3267,408.4211,323.2956,379.3945,295.3006
Cer-ADS(d28:0/21:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,440.4473,364.3216,422.4367,346.311,408.4211,321.2799,379.3945,293.285
Cer-ADS(d28:0/22:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,440.4473,380.3529,422.4367,362.3423,408.4211,337.3112,379.3945,309.3163
Cer-ADS(d28:0/22:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,440.4473,378.3372,422.4367,360.3267,408.4211,335.2956,379.3945,307.3006
Cer-ADS(d28:0/22:2)+C2H3O2,834.7551,774.7339,756.7234,742.7077,726.7128,440.4473,376.3216,422.4367,358.311,408.4211,333.2799,379.3945,305.285
Cer-ADS(d28:0/23:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,440.4473,394.3685,422.4367,376.3579,408.4211,351.3269,379.3945,323.3319
Cer-ADS(d28:0/23:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,440.4473,392.3529,422.4367,374.3423,408.4211,349.3112,379.3945,321.3163
Cer-ADS(d28:0/24:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,440.4473,408.3842,422.4367,390.3736,408.4211,365.3425,379.3945,337.3476
Cer-ADS(d28:0/24:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,440.4473,406.3685,422.4367,388.3579,408.4211,363.3269,379.3945,335.3319
Cer-ADS(d28:0/24:2)+C2H3O2,862.7864,802.7653,784.7547,770.739,754.7441,440.4473,404.3529,422.4367,386.3423,408.4211,361.3112,379.3945,333.3163
Cer-ADS(d28:0/25:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,440.4473,422.3998,422.4367,404.3893,408.4211,379.3582,379.3945,351.3633
Cer-ADS(d28:0/25:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,440.4473,420.3842,422.4367,402.3736,408.4211,377.3425,379.3945,349.3476
Cer-ADS(d28:0/26:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,440.4473,436.4155,422.4367,418.4049,408.4211,393.3738,379.3945,365.3789
Cer-ADS(d28:0/26:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,440.4473,434.3998,422.4367,416.3893,408.4211,391.3582,379.3945,363.3633
Cer-ADS(d28:0/26:2)+C2H3O2,890.8177,830.7966,812.7859,798.7703,782.7754,440.4473,432.3842,422.4367,414.3736,408.4211,389.3425,379.3945,361.3476
Cer-ADS(d28:0/27:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,440.4473,450.4311,422.4367,432.4206,408.4211,407.3895,379.3945,379.3945
Cer-ADS(d28:0/27:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,440.4473,448.4155,422.4367,430.4049,408.4211,405.3738,379.3945,377.3789
Cer-ADS(d28:0/28:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,440.4473,464.4468,422.4367,446.4362,408.4211,421.4051,379.3945,393.4102
Cer-ADS(d28:0/28:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,440.4473,462.4311,422.4367,444.4206,408.4211,419.3895,379.3945,391.3945
Cer-ADS(d28:0/28:2)+C2H3O2,918.849,858.8278,840.8173,826.8016,810.8067,440.4473,460.4155,422.4367,442.4049,408.4211,417.3738,379.3945,389.3789
Cer-ADS(d28:0/29:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,440.4473,478.4624,422.4367,460.4518,408.4211,435.4207,379.3945,407.4258
Cer-ADS(d28:0/29:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,440.4473,476.4468,422.4367,458.4362,408.4211,433.4051,379.3945,405.4102
Cer-ADS(d28:0/30:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,440.4473,492.4781,422.4367,474.4675,408.4211,449.4364,379.3945,421.4415
Cer-ADS(d28:0/30:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,440.4473,490.4624,422.4367,472.4518,408.4211,447.4207,379.3945,419.4258
Cer-ADS(d28:0/30:2)+C2H3O2,946.8802,886.8591,868.8486,854.8329,838.838,440.4473,488.4468,422.4367,470.4362,408.4211,445.4051,379.3945,417.4102
Cer-ADS(d28:0/31:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,440.4473,506.4937,422.4367,488.4832,408.4211,463.4521,379.3945,435.4572
Cer-ADS(d28:0/31:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,440.4473,504.4781,422.4367,486.4675,408.4211,461.4364,379.3945,433.4415
Cer-ADS(d28:0/32:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,440.4473,520.5094,422.4367,502.4988,408.4211,477.4677,379.3945,449.4728
Cer-ADS(d28:0/32:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,440.4473,518.4937,422.4367,500.4832,408.4211,475.4521,379.3945,447.4572
Cer-ADS(d28:0/32:2)+C2H3O2,974.9116,914.8904,896.8799,882.8642,866.8693,440.4473,516.4781,422.4367,498.4675,408.4211,473.4364,379.3945,445.4415
Cer-ADS(d28:0/33:0)+C2H3O2,992.9585,932.9374,914.9268,900.9112,884.9163,440.4473,534.525,422.4367,516.5145,408.4211,491.4834,379.3945,463.4884
Cer-ADS(d28:0/33:1)+C2H3O2,990.9429,930.9218,912.9112,898.8955,882.9006,440.4473,532.5094,422.4367,514.4988,408.4211,489.4677,379.3945,461.4728
Cer-ADS(d28:0/34:0)+C2H3O2,1006.974,946.9531,928.9424,914.9268,898.9319,440.4473,548.5406,422.4367,530.5301,408.4211,505.499,379.3945,477.5041
Cer-ADS(d28:0/34:1)+C2H3O2,1004.958,944.9374,926.9268,912.9112,896.9163,440.4473,546.525,422.4367,528.5145,408.4211,503.4834,379.3945,475.4884
Cer-ADS(d28:0/34:2)+C2H3O2,1002.943,942.9218,924.9112,910.8955,894.9006,440.4473,544.5094,422.4367,526.4988,408.4211,501.4677,379.3945,473.4728
Cer-ADS(d28:0/35:0)+C2H3O2,1020.99,960.9687,942.9581,928.9424,912.9476,440.4473,562.5563,422.4367,544.5458,408.4211,519.5146,379.3945,491.5197
Cer-ADS(d28:0/35:1)+C2H3O2,1018.974,958.9531,940.9424,926.9268,910.9319,440.4473,560.5406,422.4367,542.5301,408.4211,517.499,379.3945,489.5041
Cer-ADS(d28:0/36:0)+C2H3O2,1035.005,974.9843,956.9738,942.9581,926.9632,440.4473,576.572,422.4367,558.5614,408.4211,533.5303,379.3945,505.5354
Cer-ADS(d28:0/36:1)+C2H3O2,1032.99,972.9687,954.9581,940.9424,924.9476,440.4473,574.5563,422.4367,556.5458,408.4211,531.5146,379.3945,503.5197
Cer-ADS(d28:0/36:2)+C2H3O2,1030.974,970.9531,952.9424,938.9268,922.9319,440.4473,572.5406,422.4367,554.5301,408.4211,529.499,379.3945,501.5041
Cer-ADS(d28:0/38:0)+C2H3O2,1063.037,1003.016,985.0051,970.9894,954.9945,440.4473,604.6033,422.4367,586.5927,408.4211,561.5616,379.3945,533.5667
Cer-ADS(d28:0/38:1)+C2H3O2,1061.021,1001,982.9894,968.9738,952.9788,440.4473,602.5876,422.4367,584.577,408.4211,559.546,379.3945,531.551
Cer-ADS(d28:0/38:2)+C2H3O2,1059.005,998.9843,980.9738,966.9581,950.9632,440.4473,600.572,422.4367,582.5614,408.4211,557.5303,379.3945,529.5354
Cer-ADS(d28:0/40:0)+C2H3O2,1091.068,1031.047,1013.036,999.0207,983.0258,440.4473,632.6346,422.4367,614.624,408.4211,589.5929,379.3945,561.598
Cer-ADS(d28:0/40:1)+C2H3O2,1089.052,1029.031,1011.021,997.0051,981.0101,440.4473,630.6189,422.4367,612.6083,408.4211,587.5773,379.3945,559.5823
Cer-ADS(d28:0/40:2)+C2H3O2,1087.037,1027.016,1009.005,994.9894,978.9945,440.4473,628.6033,422.4367,610.5927,408.4211,585.5616,379.3945,557.5667
Cer-ADS(d28:0/42:0)+C2H3O2,1119.099,1059.078,1041.068,1027.052,1011.057,440.4473,660.6659,422.4367,642.6553,408.4211,617.6242,379.3945,589.6293
Cer-ADS(d28:0/42:1)+C2H3O2,1117.084,1057.063,1039.052,1025.036,1009.041,440.4473,658.6502,422.4367,640.6396,408.4211,615.6086,379.3945,587.6136
Cer-ADS(d28:0/42:2)+C2H3O2,1115.068,1055.047,1037.036,1023.021,1007.026,440.4473,656.6346,422.4367,638.624,408.4211,613.5929,379.3945,585.598
Cer-ADS(d29:0/12:0)+C2H3O2,712.6455,652.6244,634.6138,620.5981,604.6033,454.463,240.1964,436.4524,222.1858,422.4367,197.1547,393.4102,169.1598
Cer-ADS(d29:0/12:1)+C2H3O2,710.6299,650.6088,632.5981,618.5825,602.5876,454.463,238.1807,436.4524,220.1702,422.4367,195.1391,393.4102,167.1441
Cer-ADS(d29:0/13:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,454.463,254.212,436.4524,236.2014,422.4367,211.1704,393.4102,183.1754
Cer-ADS(d29:0/13:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,454.463,252.1964,436.4524,234.1858,422.4367,209.1547,393.4102,181.1598
Cer-ADS(d29:0/14:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,454.463,268.2277,436.4524,250.2171,422.4367,225.186,393.4102,197.1911
Cer-ADS(d29:0/14:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,454.463,266.212,436.4524,248.2014,422.4367,223.1704,393.4102,195.1754
Cer-ADS(d29:0/15:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,454.463,282.2433,436.4524,264.2328,422.4367,239.2017,393.4102,211.2067
Cer-ADS(d29:0/15:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,454.463,280.2277,436.4524,262.2171,422.4367,237.186,393.4102,209.1911
Cer-ADS(d29:0/16:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,454.463,296.259,436.4524,278.2484,422.4367,253.2173,393.4102,225.2224
Cer-ADS(d29:0/16:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,454.463,294.2433,436.4524,276.2328,422.4367,251.2017,393.4102,223.2067
Cer-ADS(d29:0/16:2)+C2H3O2,764.6768,704.6557,686.6451,672.6295,656.6345,454.463,292.2277,436.4524,274.2171,422.4367,249.186,393.4102,221.1911
Cer-ADS(d29:0/17:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,454.463,310.2746,436.4524,292.264,422.4367,267.233,393.4102,239.238
Cer-ADS(d29:0/18:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,454.463,324.2903,436.4524,306.2797,422.4367,281.2486,393.4102,253.2537
Cer-ADS(d29:0/18:1)+C2H3O2,794.7238,734.7026,716.6921,702.6764,686.6815,454.463,322.2746,436.4524,304.264,422.4367,279.233,393.4102,251.238
Cer-ADS(d29:0/18:2)+C2H3O2,792.7081,732.687,714.6764,700.6608,684.6658,454.463,320.259,436.4524,302.2484,422.4367,277.2173,393.4102,249.2224
Cer-ADS(d29:0/19:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,454.463,338.3059,436.4524,320.2953,422.4367,295.2643,393.4102,267.2693
Cer-ADS(d29:0/19:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,454.463,336.2903,436.4524,318.2797,422.4367,293.2486,393.4102,265.2537
Cer-ADS(d29:0/20:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,454.463,352.3216,436.4524,334.311,422.4367,309.2799,393.4102,281.285
Cer-ADS(d29:0/20:1)+C2H3O2,822.7551,762.7339,744.7234,730.7077,714.7128,454.463,350.3059,436.4524,332.2953,422.4367,307.2643,393.4102,279.2693
Cer-ADS(d29:0/20:2)+C2H3O2,820.7394,760.7183,742.7077,728.6921,712.6971,454.463,348.2903,436.4524,330.2797,422.4367,305.2486,393.4102,277.2537
Cer-ADS(d29:0/21:0)+C2H3O2,838.7864,778.7653,760.7547,746.739,730.7441,454.463,366.3372,436.4524,348.3267,422.4367,323.2956,393.4102,295.3006
Cer-ADS(d29:0/21:1)+C2H3O2,836.7707,776.7496,758.739,744.7234,728.7285,454.463,364.3216,436.4524,346.311,422.4367,321.2799,393.4102,293.285
Cer-ADS(d29:0/22:0)+C2H3O2,852.802,792.7809,774.7703,760.7547,744.7598,454.463,380.3529,436.4524,362.3423,422.4367,337.3112,393.4102,309.3163
Cer-ADS(d29:0/22:1)+C2H3O2,850.7864,790.7653,772.7547,758.739,742.7441,454.463,378.3372,436.4524,360.3267,422.4367,335.2956,393.4102,307.3006
Cer-ADS(d29:0/22:2)+C2H3O2,848.7707,788.7496,770.739,756.7234,740.7285,454.463,376.3216,436.4524,358.311,422.4367,333.2799,393.4102,305.285
Cer-ADS(d29:0/23:0)+C2H3O2,866.8177,806.7966,788.7859,774.7703,758.7754,454.463,394.3685,436.4524,376.3579,422.4367,351.3269,393.4102,323.3319
Cer-ADS(d29:0/23:1)+C2H3O2,864.802,804.7809,786.7703,772.7547,756.7598,454.463,392.3529,436.4524,374.3423,422.4367,349.3112,393.4102,321.3163
Cer-ADS(d29:0/24:0)+C2H3O2,880.8333,820.8122,802.8016,788.7859,772.7911,454.463,408.3842,436.4524,390.3736,422.4367,365.3425,393.4102,337.3476
Cer-ADS(d29:0/24:1)+C2H3O2,878.8177,818.7966,800.7859,786.7703,770.7754,454.463,406.3685,436.4524,388.3579,422.4367,363.3269,393.4102,335.3319
Cer-ADS(d29:0/24:2)+C2H3O2,876.802,816.7809,798.7703,784.7547,768.7598,454.463,404.3529,436.4524,386.3423,422.4367,361.3112,393.4102,333.3163
Cer-ADS(d29:0/25:0)+C2H3O2,894.849,834.8278,816.8173,802.8016,786.8067,454.463,422.3998,436.4524,404.3893,422.4367,379.3582,393.4102,351.3633
Cer-ADS(d29:0/25:1)+C2H3O2,892.8333,832.8122,814.8016,800.7859,784.7911,454.463,420.3842,436.4524,402.3736,422.4367,377.3425,393.4102,349.3476
Cer-ADS(d29:0/26:0)+C2H3O2,908.8646,848.8435,830.8329,816.8173,800.8223,454.463,436.4155,436.4524,418.4049,422.4367,393.3738,393.4102,365.3789
Cer-ADS(d29:0/26:1)+C2H3O2,906.849,846.8278,828.8173,814.8016,798.8067,454.463,434.3998,436.4524,416.3893,422.4367,391.3582,393.4102,363.3633
Cer-ADS(d29:0/26:2)+C2H3O2,904.8333,844.8122,826.8016,812.7859,796.7911,454.463,432.3842,436.4524,414.3736,422.4367,389.3425,393.4102,361.3476
Cer-ADS(d29:0/27:0)+C2H3O2,922.8802,862.8591,844.8486,830.8329,814.838,454.463,450.4311,436.4524,432.4206,422.4367,407.3895,393.4102,379.3945
Cer-ADS(d29:0/27:1)+C2H3O2,920.8646,860.8435,842.8329,828.8173,812.8223,454.463,448.4155,436.4524,430.4049,422.4367,405.3738,393.4102,377.3789
Cer-ADS(d29:0/28:0)+C2H3O2,936.8959,876.8748,858.8642,844.8486,828.8536,454.463,464.4468,436.4524,446.4362,422.4367,421.4051,393.4102,393.4102
Cer-ADS(d29:0/28:1)+C2H3O2,934.8802,874.8591,856.8486,842.8329,826.838,454.463,462.4311,436.4524,444.4206,422.4367,419.3895,393.4102,391.3945
Cer-ADS(d29:0/28:2)+C2H3O2,932.8646,872.8435,854.8329,840.8173,824.8223,454.463,460.4155,436.4524,442.4049,422.4367,417.3738,393.4102,389.3789
Cer-ADS(d29:0/29:0)+C2H3O2,950.9116,890.8904,872.8799,858.8642,842.8693,454.463,478.4624,436.4524,460.4518,422.4367,435.4207,393.4102,407.4258
Cer-ADS(d29:0/29:1)+C2H3O2,948.8959,888.8748,870.8642,856.8486,840.8536,454.463,476.4468,436.4524,458.4362,422.4367,433.4051,393.4102,405.4102
Cer-ADS(d29:0/30:0)+C2H3O2,964.9272,904.9061,886.8955,872.8799,856.8849,454.463,492.4781,436.4524,474.4675,422.4367,449.4364,393.4102,421.4415
Cer-ADS(d29:0/30:1)+C2H3O2,962.9116,902.8904,884.8799,870.8642,854.8693,454.463,490.4624,436.4524,472.4518,422.4367,447.4207,393.4102,419.4258
Cer-ADS(d29:0/30:2)+C2H3O2,960.8959,900.8748,882.8642,868.8486,852.8536,454.463,488.4468,436.4524,470.4362,422.4367,445.4051,393.4102,417.4102
Cer-ADS(d29:0/31:0)+C2H3O2,978.9429,918.9218,900.9112,886.8955,870.9006,454.463,506.4937,436.4524,488.4832,422.4367,463.4521,393.4102,435.4572
Cer-ADS(d29:0/31:1)+C2H3O2,976.9272,916.9061,898.8955,884.8799,868.8849,454.463,504.4781,436.4524,486.4675,422.4367,461.4364,393.4102,433.4415
Cer-ADS(d29:0/32:0)+C2H3O2,992.9585,932.9374,914.9268,900.9112,884.9163,454.463,520.5094,436.4524,502.4988,422.4367,477.4677,393.4102,449.4728
Cer-ADS(d29:0/32:1)+C2H3O2,990.9429,930.9218,912.9112,898.8955,882.9006,454.463,518.4937,436.4524,500.4832,422.4367,475.4521,393.4102,447.4572
Cer-ADS(d29:0/32:2)+C2H3O2,988.9272,928.9061,910.8955,896.8799,880.8849,454.463,516.4781,436.4524,498.4675,422.4367,473.4364,393.4102,445.4415
Cer-ADS(d29:0/33:0)+C2H3O2,1006.974,946.9531,928.9424,914.9268,898.9319,454.463,534.525,436.4524,516.5145,422.4367,491.4834,393.4102,463.4884
Cer-ADS(d29:0/33:1)+C2H3O2,1004.958,944.9374,926.9268,912.9112,896.9163,454.463,532.5094,436.4524,514.4988,422.4367,489.4677,393.4102,461.4728
Cer-ADS(d29:0/34:0)+C2H3O2,1020.99,960.9687,942.9581,928.9424,912.9476,454.463,548.5406,436.4524,530.5301,422.4367,505.499,393.4102,477.5041
Cer-ADS(d29:0/34:1)+C2H3O2,1018.974,958.9531,940.9424,926.9268,910.9319,454.463,546.525,436.4524,528.5145,422.4367,503.4834,393.4102,475.4884
Cer-ADS(d29:0/34:2)+C2H3O2,1016.958,956.9374,938.9268,924.9112,908.9163,454.463,544.5094,436.4524,526.4988,422.4367,501.4677,393.4102,473.4728
Cer-ADS(d29:0/35:0)+C2H3O2,1035.005,974.9843,956.9738,942.9581,926.9632,454.463,562.5563,436.4524,544.5458,422.4367,519.5146,393.4102,491.5197
Cer-ADS(d29:0/35:1)+C2H3O2,1032.99,972.9687,954.9581,940.9424,924.9476,454.463,560.5406,436.4524,542.5301,422.4367,517.499,393.4102,489.5041
Cer-ADS(d29:0/36:0)+C2H3O2,1049.021,989,970.9894,956.9738,940.9788,454.463,576.572,436.4524,558.5614,422.4367,533.5303,393.4102,505.5354
Cer-ADS(d29:0/36:1)+C2H3O2,1047.005,986.9843,968.9738,954.9581,938.9632,454.463,574.5563,436.4524,556.5458,422.4367,531.5146,393.4102,503.5197
Cer-ADS(d29:0/36:2)+C2H3O2,1044.99,984.9687,966.9581,952.9424,936.9476,454.463,572.5406,436.4524,554.5301,422.4367,529.499,393.4102,501.5041
Cer-ADS(d29:0/38:0)+C2H3O2,1077.052,1017.031,999.0207,985.0051,969.0101,454.463,604.6033,436.4524,586.5927,422.4367,561.5616,393.4102,533.5667
Cer-ADS(d29:0/38:1)+C2H3O2,1075.037,1015.016,997.0051,982.9894,966.9945,454.463,602.5876,436.4524,584.577,422.4367,559.546,393.4102,531.551
Cer-ADS(d29:0/38:2)+C2H3O2,1073.021,1013,994.9894,980.9738,964.9788,454.463,600.572,436.4524,582.5614,422.4367,557.5303,393.4102,529.5354
Cer-ADS(d29:0/40:0)+C2H3O2,1105.084,1045.063,1027.052,1013.036,997.0414,454.463,632.6346,436.4524,614.624,422.4367,589.5929,393.4102,561.598
Cer-ADS(d29:0/40:1)+C2H3O2,1103.068,1043.047,1025.036,1011.021,995.0258,454.463,630.6189,436.4524,612.6083,422.4367,587.5773,393.4102,559.5823
Cer-ADS(d29:0/40:2)+C2H3O2,1101.052,1041.031,1023.021,1009.005,993.0101,454.463,628.6033,436.4524,610.5927,422.4367,585.5616,393.4102,557.5667
Cer-ADS(d29:0/42:0)+C2H3O2,1133.115,1073.094,1055.083,1041.068,1025.073,454.463,660.6659,436.4524,642.6553,422.4367,617.6242,393.4102,589.6293
Cer-ADS(d29:0/42:1)+C2H3O2,1131.099,1071.078,1053.068,1039.052,1023.057,454.463,658.6502,436.4524,640.6396,422.4367,615.6086,393.4102,587.6136
Cer-ADS(d29:0/42:2)+C2H3O2,1129.084,1069.063,1051.052,1037.036,1021.041,454.463,656.6346,436.4524,638.624,422.4367,613.5929,393.4102,585.598
Cer-ADS(d30:0/12:0)+C2H3O2,726.6612,666.64,648.6295,634.6138,618.6189,468.4786,240.1964,450.468,222.1858,436.4524,197.1547,407.4258,169.1598
Cer-ADS(d30:0/12:1)+C2H3O2,724.6455,664.6244,646.6138,632.5981,616.6033,468.4786,238.1807,450.468,220.1702,436.4524,195.1391,407.4258,167.1441
Cer-ADS(d30:0/13:0)+C2H3O2,740.6768,680.6557,662.6451,648.6295,632.6345,468.4786,254.212,450.468,236.2014,436.4524,211.1704,407.4258,183.1754
Cer-ADS(d30:0/13:1)+C2H3O2,738.6612,678.64,660.6295,646.6138,630.6189,468.4786,252.1964,450.468,234.1858,436.4524,209.1547,407.4258,181.1598
Cer-ADS(d30:0/14:0)+C2H3O2,754.6924,694.6713,676.6608,662.6451,646.6502,468.4786,268.2277,450.468,250.2171,436.4524,225.186,407.4258,197.1911
Cer-ADS(d30:0/14:1)+C2H3O2,752.6768,692.6557,674.6451,660.6295,644.6345,468.4786,266.212,450.468,248.2014,436.4524,223.1704,407.4258,195.1754
Cer-ADS(d30:0/15:0)+C2H3O2,768.7081,708.687,690.6764,676.6608,660.6658,468.4786,282.2433,450.468,264.2328,436.4524,239.2017,407.4258,211.2067
Cer-ADS(d30:0/15:1)+C2H3O2,766.6924,706.6713,688.6608,674.6451,658.6502,468.4786,280.2277,450.468,262.2171,436.4524,237.186,407.4258,209.1911
Cer-ADS(d30:0/16:0)+C2H3O2,782.7238,722.7026,704.6921,690.6764,674.6815,468.4786,296.259,450.468,278.2484,436.4524,253.2173,407.4258,225.2224
Cer-ADS(d30:0/16:1)+C2H3O2,780.7081,720.687,702.6764,688.6608,672.6658,468.4786,294.2433,450.468,276.2328,436.4524,251.2017,407.4258,223.2067
Cer-ADS(d30:0/16:2)+C2H3O2,778.6924,718.6713,700.6608,686.6451,670.6502,468.4786,292.2277,450.468,274.2171,436.4524,249.186,407.4258,221.1911
Cer-ADS(d30:0/17:0)+C2H3O2,796.7394,736.7183,718.7077,704.6921,688.6971,468.4786,310.2746,450.468,292.264,436.4524,267.233,407.4258,239.238
Cer-ADS(d30:0/18:0)+C2H3O2,810.7551,750.7339,732.7234,718.7077,702.7128,468.4786,324.2903,450.468,306.2797,436.4524,281.2486,407.4258,253.2537
Cer-ADS(d30:0/18:1)+C2H3O2,808.7394,748.7183,730.7077,716.6921,700.6971,468.4786,322.2746,450.468,304.264,436.4524,279.233,407.4258,251.238
Cer-ADS(d30:0/18:2)+C2H3O2,806.7238,746.7026,728.6921,714.6764,698.6815,468.4786,320.259,450.468,302.2484,436.4524,277.2173,407.4258,249.2224
Cer-ADS(d30:0/19:0)+C2H3O2,824.7707,764.7496,746.739,732.7234,716.7285,468.4786,338.3059,450.468,320.2953,436.4524,295.2643,407.4258,267.2693
