MGDG,[M+NH4-CO]+,M-sn1,M-sn2,sn1,sn2,M-sn1-C6H12O6,M-sn2-C6H12O6
MGDG(18:2_25:0)+NH4-CO,870.7393,590.49922,488.35846,279.23171,381.37247,410.43583,308.29507
MGDG(18:2_26:0)+NH4-CO,884.7549,604.51482,488.35842,279.23171,395.38811,424.45143,308.29503
MGDG(18:2_26:1)+NH4-CO,882.7393,602.49922,488.35846,279.23171,393.37247,422.43583,308.29507
MGDG(18:2_26:2)+NH4-CO,880.7236,600.48352,488.3584,279.23171,391.35683,420.42013,308.29501
MGDG(18:3_2:0)+NH4-CO,546.36367,268.13923,486.34255,277.21607,59.01275,88.07584,306.27916
MGDG(18:3_3:0)+NH4-CO,560.3793,282.15486,486.34254,277.21607,73.02839,102.09147,306.27915
MGDG(18:3_4:0)+NH4-CO,574.3949,296.17046,486.3425,277.21607,87.04403,116.10707,306.27911
MGDG(18:3_5:0)+NH4-CO,588.4106,310.18616,486.34256,277.21607,101.05967,130.12277,306.27917
MGDG(18:3_6:0)+NH4-CO,602.4262,324.20176,486.34252,277.21607,115.07531,144.13837,306.27913
MGDG(18:3_7:0)+NH4-CO,616.4419,338.21746,486.34258,277.21607,129.09095,158.15407,306.27919
MGDG(18:3_8:0)+NH4-CO,630.45754,352.2331,486.34258,277.21607,143.10659,172.16971,306.27919
MGDG(18:3_9:0)+NH4-CO,644.4732,366.24876,486.3426,277.21607,157.12223,186.18537,306.27921
MGDG(18:3_10:0)+NH4-CO,658.48885,380.26441,486.34261,277.21607,171.13787,200.20102,306.27922
MGDG(18:3_11:0)+NH4-CO,672.5045,394.28006,486.34262,277.21607,185.15351,214.21667,306.27923
MGDG(18:3_12:0)+NH4-CO,686.52016,408.29572,486.34264,277.21607,199.16915,228.23233,306.27925
MGDG(18:3_13:0)+NH4-CO,700.5358,422.31136,486.34264,277.21607,213.18479,242.24797,306.27925
MGDG(18:3_14:0)+NH4-CO,714.5515,436.32706,486.3427,277.21607,227.20043,256.26367,306.27931
MGDG(18:3_14:1)+NH4-CO,712.5358,434.31136,486.34264,277.21607,225.18479,254.24797,306.27925
MGDG(18:3_15:0)+NH4-CO,728.5671,450.34266,486.34266,277.21607,241.21607,270.27927,306.27927
MGDG(18:3_15:1)+NH4-CO,726.5515,448.32706,486.3427,277.21607,239.20043,268.26367,306.27931
MGDG(18:3_16:0)+NH4-CO,742.5827,464.35826,486.34262,277.21607,255.23171,284.29487,306.27923
MGDG(18:3_16:1)+NH4-CO,740.5671,462.34266,486.34266,277.21607,253.21607,282.27927,306.27927
MGDG(18:3_17:0)+NH4-CO,756.5984,478.37396,486.34268,277.21607,269.24735,298.31057,306.27929
MGDG(18:3_17:1)+NH4-CO,754.5827,476.35826,486.34262,277.21607,267.23171,296.29487,306.27923
MGDG(18:3_17:2)+NH4-CO,752.5671,474.34266,486.34266,277.21607,265.21607,294.27927,306.27927
MGDG(18:3_18:0)+NH4-CO,770.61403,492.38959,486.34267,277.21607,283.26299,312.3262,306.27928
MGDG(18:3_18:1)+NH4-CO,768.5984,490.37396,486.34268,277.21607,281.24735,310.31057,306.27929
MGDG(18:3_18:2)+NH4-CO,766.5827,488.35826,486.34262,277.21607,279.23171,308.29487,306.27923
MGDG(18:3_18:3)+NH4-CO,764.5671,486.34266,486.34266,277.21607,277.21607,306.27927,306.27927
MGDG(18:3_18:4)+NH4-CO,762.5515,484.32706,486.3427,277.21607,275.20043,304.26367,306.27931
MGDG(18:3_19:0)+NH4-CO,784.6297,506.40526,486.3427,277.21607,297.27863,326.34187,306.27931
MGDG(18:3_20:0)+NH4-CO,798.64535,520.42091,486.34271,277.21607,311.29427,340.35752,306.27932
MGDG(18:3_20:1)+NH4-CO,796.6297,518.40526,486.3427,277.21607,309.27863,338.34187,306.27931
MGDG(18:3_20:2)+NH4-CO,794.61403,516.38959,486.34267,277.21607,307.26299,336.3262,306.27928
MGDG(18:3_20:3)+NH4-CO,792.5984,514.37396,486.34268,277.21607,305.24735,334.31057,306.27929
MGDG(18:3_20:4)+NH4-CO,790.5827,512.35826,486.34262,277.21607,303.23171,332.29487,306.27923
MGDG(18:3_20:5)+NH4-CO,788.5671,510.34266,486.34266,277.21607,301.21607,330.27927,306.27927
MGDG(18:3_21:0)+NH4-CO,812.661,534.43656,486.34272,277.21607,325.30991,354.37317,306.27933
MGDG(18:3_22:0)+NH4-CO,826.67666,548.45222,486.34274,277.21607,339.32555,368.38883,306.27935
MGDG(18:3_22:1)+NH4-CO,824.661,546.43656,486.34272,277.21607,337.30991,366.37317,306.27933
MGDG(18:3_22:2)+NH4-CO,822.64535,544.42091,486.34271,277.21607,335.29427,364.35752,306.27932
MGDG(18:3_22:4)+NH4-CO,818.61403,540.38959,486.34267,277.21607,331.26299,360.3262,306.27928
MGDG(18:3_22:5)+NH4-CO,816.5984,538.37396,486.34268,277.21607,329.24735,358.31057,306.27929
MGDG(18:3_22:6)+NH4-CO,814.5827,536.35826,486.34262,277.21607,327.23171,356.29487,306.27923
MGDG(18:3_23:0)+NH4-CO,840.6923,562.46786,486.34274,277.21607,353.34119,382.40447,306.27935
MGDG(18:3_24:0)+NH4-CO,854.70797,576.48353,486.34277,277.21607,367.35683,396.42014,306.27938
MGDG(18:3_24:1)+NH4-CO,852.6923,574.46786,486.34274,277.21607,365.34119,394.40447,306.27935
MGDG(18:3_24:4)+NH4-CO,846.64535,568.42091,486.34271,277.21607,359.29427,388.35752,306.27932
MGDG(18:3_25:0)+NH4-CO,868.7236,590.49916,486.34276,277.21607,381.37247,410.43577,306.27937
MGDG(18:3_26:0)+NH4-CO,882.7393,604.51486,486.34282,277.21607,395.38811,424.45147,306.27943
MGDG(18:3_26:1)+NH4-CO,880.7236,602.49916,486.34276,277.21607,393.37247,422.43577,306.27937
MGDG(18:3_26:2)+NH4-CO,878.70797,600.48353,486.34277,277.21607,391.35683,420.42014,306.27938
MGDG(18:4_2:0)+NH4-CO,544.348,268.1392,484.32688,275.20043,59.01275,88.07581,304.26349
MGDG(18:4_3:0)+NH4-CO,558.36367,282.15487,484.32691,275.20043,73.02839,102.09148,304.26352
MGDG(18:4_4:0)+NH4-CO,572.3793,296.1705,484.3269,275.20043,87.04403,116.10711,304.26351
MGDG(18:4_5:0)+NH4-CO,586.3949,310.1861,484.32686,275.20043,101.05967,130.12271,304.26347
MGDG(18:4_6:0)+NH4-CO,600.4106,324.2018,484.32692,275.20043,115.07531,144.13841,304.26353
MGDG(18:4_7:0)+NH4-CO,614.4262,338.2174,484.32688,275.20043,129.09095,158.15401,304.26349
MGDG(18:4_8:0)+NH4-CO,628.4419,352.2331,484.32694,275.20043,143.10659,172.16971,304.26355
MGDG(18:4_9:0)+NH4-CO,642.45754,366.24874,484.32694,275.20043,157.12223,186.18535,304.26355
MGDG(18:4_10:0)+NH4-CO,656.4732,380.2644,484.32696,275.20043,171.13787,200.20101,304.26357
MGDG(18:4_11:0)+NH4-CO,670.48885,394.28005,484.32697,275.20043,185.15351,214.21666,304.26358
MGDG(18:4_12:0)+NH4-CO,684.5045,408.2957,484.32698,275.20043,199.16915,228.23231,304.26359
MGDG(18:4_13:0)+NH4-CO,698.52016,422.31136,484.327,275.20043,213.18479,242.24797,304.26361
MGDG(18:4_14:0)+NH4-CO,712.5358,436.327,484.327,275.20043,227.20043,256.26361,304.26361
MGDG(18:4_14:1)+NH4-CO,710.52016,434.31136,484.327,275.20043,225.18479,254.24797,304.26361
MGDG(18:4_15:0)+NH4-CO,726.5515,450.3427,484.32706,275.20043,241.21607,270.27931,304.26367
MGDG(18:4_15:1)+NH4-CO,724.5358,448.327,484.327,275.20043,239.20043,268.26361,304.26361
MGDG(18:4_16:0)+NH4-CO,740.5671,464.3583,484.32702,275.20043,255.23171,284.29491,304.26363
MGDG(18:4_16:1)+NH4-CO,738.5515,462.3427,484.32706,275.20043,253.21607,282.27931,304.26367
MGDG(18:4_17:0)+NH4-CO,754.5827,478.3739,484.32698,275.20043,269.24735,298.31051,304.26359
MGDG(18:4_17:1)+NH4-CO,752.5671,476.3583,484.32702,275.20043,267.23171,296.29491,304.26363
MGDG(18:4_17:2)+NH4-CO,750.5515,474.3427,484.32706,275.20043,265.21607,294.27931,304.26367
MGDG(18:4_18:0)+NH4-CO,768.5984,492.3896,484.32704,275.20043,283.26299,312.32621,304.26365
MGDG(18:4_18:1)+NH4-CO,766.5827,490.3739,484.32698,275.20043,281.24735,310.31051,304.26359
MGDG(18:4_18:2)+NH4-CO,764.5671,488.3583,484.32702,275.20043,279.23171,308.29491,304.26363
MGDG(18:4_18:3)+NH4-CO,762.5515,486.3427,484.32706,275.20043,277.21607,306.27931,304.26367
MGDG(18:4_18:4)+NH4-CO,760.5358,484.327,484.327,275.20043,275.20043,304.26361,304.26361
MGDG(18:4_19:0)+NH4-CO,782.61403,506.40523,484.32703,275.20043,297.27863,326.34184,304.26364
MGDG(18:4_20:0)+NH4-CO,796.6297,520.4209,484.32706,275.20043,311.29427,340.35751,304.26367
MGDG(18:4_20:1)+NH4-CO,794.61403,518.40523,484.32703,275.20043,309.27863,338.34184,304.26364
MGDG(18:4_20:2)+NH4-CO,792.5984,516.3896,484.32704,275.20043,307.26299,336.32621,304.26365
MGDG(18:4_20:3)+NH4-CO,790.5827,514.3739,484.32698,275.20043,305.24735,334.31051,304.26359
MGDG(18:4_20:4)+NH4-CO,788.5671,512.3583,484.32702,275.20043,303.23171,332.29491,304.26363
MGDG(18:4_20:5)+NH4-CO,786.5515,510.3427,484.32706,275.20043,301.21607,330.27931,304.26367
MGDG(18:4_21:0)+NH4-CO,810.64535,534.43655,484.32707,275.20043,325.30991,354.37316,304.26368
MGDG(18:4_22:0)+NH4-CO,824.661,548.4522,484.32708,275.20043,339.32555,368.38881,304.26369
MGDG(18:4_22:1)+NH4-CO,822.64535,546.43655,484.32707,275.20043,337.30991,366.37316,304.26368
MGDG(18:4_22:2)+NH4-CO,820.6297,544.4209,484.32706,275.20043,335.29427,364.35751,304.26367
MGDG(18:4_22:4)+NH4-CO,816.5984,540.3896,484.32704,275.20043,331.26299,360.32621,304.26365
MGDG(18:4_22:5)+NH4-CO,814.5827,538.3739,484.32698,275.20043,329.24735,358.31051,304.26359
MGDG(18:4_22:6)+NH4-CO,812.5671,536.3583,484.32702,275.20043,327.23171,356.29491,304.26363
MGDG(18:4_23:0)+NH4-CO,838.67666,562.46786,484.3271,275.20043,353.34119,382.40447,304.26371
MGDG(18:4_24:0)+NH4-CO,852.6923,576.4835,484.3271,275.20043,367.35683,396.42011,304.26371
MGDG(18:4_24:1)+NH4-CO,850.67666,574.46786,484.3271,275.20043,365.34119,394.40447,304.26371
MGDG(18:4_24:4)+NH4-CO,844.6297,568.4209,484.32706,275.20043,359.29427,388.35751,304.26367
MGDG(18:4_25:0)+NH4-CO,866.70797,590.49917,484.32713,275.20043,381.37247,410.43578,304.26374
MGDG(18:4_26:0)+NH4-CO,880.7236,604.5148,484.32712,275.20043,395.38811,424.45141,304.26373
MGDG(18:4_26:1)+NH4-CO,878.70797,602.49917,484.32713,275.20043,393.37247,422.43578,304.26374
MGDG(18:4_26:2)+NH4-CO,876.6923,600.4835,484.3271,275.20043,391.35683,420.42011,304.26371
MGDG(19:0_2:0)+NH4-CO,566.4262,268.1392,506.40508,297.27863,59.01275,88.07581,326.34169
MGDG(19:0_3:0)+NH4-CO,580.4419,282.1549,506.40514,297.27863,73.02839,102.09151,326.34175
MGDG(19:0_4:0)+NH4-CO,594.45754,296.17054,506.40514,297.27863,87.04403,116.10715,326.34175
MGDG(19:0_5:0)+NH4-CO,608.4732,310.1862,506.40516,297.27863,101.05967,130.12281,326.34177
MGDG(19:0_6:0)+NH4-CO,622.48885,324.20185,506.40517,297.27863,115.07531,144.13846,326.34178
MGDG(19:0_7:0)+NH4-CO,636.5045,338.2175,506.40518,297.27863,129.09095,158.15411,326.34179
MGDG(19:0_8:0)+NH4-CO,650.52016,352.23316,506.4052,297.27863,143.10659,172.16977,326.34181
MGDG(19:0_9:0)+NH4-CO,664.5358,366.2488,506.4052,297.27863,157.12223,186.18541,326.34181
MGDG(19:0_10:0)+NH4-CO,678.5515,380.2645,506.40526,297.27863,171.13787,200.20111,326.34187
MGDG(19:0_11:0)+NH4-CO,692.5671,394.2801,506.40522,297.27863,185.15351,214.21671,326.34183
MGDG(19:0_12:0)+NH4-CO,706.5827,408.2957,506.40518,297.27863,199.16915,228.23231,326.34179
MGDG(19:0_13:0)+NH4-CO,720.5984,422.3114,506.40524,297.27863,213.18479,242.24801,326.34185
MGDG(19:0_14:0)+NH4-CO,734.61403,436.32703,506.40523,297.27863,227.20043,256.26364,326.34184
MGDG(19:0_14:1)+NH4-CO,732.5984,434.3114,506.40524,297.27863,225.18479,254.24801,326.34185
MGDG(19:0_15:0)+NH4-CO,748.6297,450.3427,506.40526,297.27863,241.21607,270.27931,326.34187
MGDG(19:0_15:1)+NH4-CO,746.61403,448.32703,506.40523,297.27863,239.20043,268.26364,326.34184
MGDG(19:0_16:0)+NH4-CO,762.64535,464.35835,506.40527,297.27863,255.23171,284.29496,326.34188
MGDG(19:0_16:1)+NH4-CO,760.6297,462.3427,506.40526,297.27863,253.21607,282.27931,326.34187
MGDG(19:0_17:0)+NH4-CO,776.661,478.374,506.40528,297.27863,269.24735,298.31061,326.34189
MGDG(19:0_17:1)+NH4-CO,774.64535,476.35835,506.40527,297.27863,267.23171,296.29496,326.34188
MGDG(19:0_17:2)+NH4-CO,772.6297,474.3427,506.40526,297.27863,265.21607,294.27931,326.34187
MGDG(19:0_18:0)+NH4-CO,790.67666,492.38966,506.4053,297.27863,283.26299,312.32627,326.34191
MGDG(19:0_18:1)+NH4-CO,788.661,490.374,506.40528,297.27863,281.24735,310.31061,326.34189
MGDG(19:0_18:2)+NH4-CO,786.64535,488.35835,506.40527,297.27863,279.23171,308.29496,326.34188
MGDG(19:0_18:3)+NH4-CO,784.6297,486.3427,506.40526,297.27863,277.21607,306.27931,326.34187
MGDG(19:0_18:4)+NH4-CO,782.61403,484.32703,506.40523,297.27863,275.20043,304.26364,326.34184
MGDG(19:0_19:0)+NH4-CO,804.6923,506.4053,506.4053,297.27863,297.27863,326.34191,326.34191
MGDG(19:0_20:0)+NH4-CO,818.70797,520.42097,506.40533,297.27863,311.29427,340.35758,326.34194
MGDG(19:0_20:1)+NH4-CO,816.6923,518.4053,506.4053,297.27863,309.27863,338.34191,326.34191
MGDG(19:0_20:2)+NH4-CO,814.67666,516.38966,506.4053,297.27863,307.26299,336.32627,326.34191
MGDG(19:0_20:3)+NH4-CO,812.661,514.374,506.40528,297.27863,305.24735,334.31061,326.34189
MGDG(19:0_20:4)+NH4-CO,810.64535,512.35835,506.40527,297.27863,303.23171,332.29496,326.34188
MGDG(19:0_20:5)+NH4-CO,808.6297,510.3427,506.40526,297.27863,301.21607,330.27931,326.34187
MGDG(19:0_21:0)+NH4-CO,832.7236,534.4366,506.40532,297.27863,325.30991,354.37321,326.34193
MGDG(19:0_22:0)+NH4-CO,846.7393,548.4523,506.40538,297.27863,339.32555,368.38891,326.34199
MGDG(19:0_22:1)+NH4-CO,844.7236,546.4366,506.40532,297.27863,337.30991,366.37321,326.34193
MGDG(19:0_22:2)+NH4-CO,842.70797,544.42097,506.40533,297.27863,335.29427,364.35758,326.34194
MGDG(19:0_22:4)+NH4-CO,838.67666,540.38966,506.4053,297.27863,331.26299,360.32627,326.34191
MGDG(19:0_22:5)+NH4-CO,836.661,538.374,506.40528,297.27863,329.24735,358.31061,326.34189
MGDG(19:0_22:6)+NH4-CO,834.64535,536.35835,506.40527,297.27863,327.23171,356.29496,326.34188
MGDG(19:0_23:0)+NH4-CO,860.7549,562.4679,506.40534,297.27863,353.34119,382.40451,326.34195
MGDG(19:0_24:0)+NH4-CO,874.7705,576.4835,506.4053,297.27863,367.35683,396.42011,326.34191
MGDG(19:0_24:1)+NH4-CO,872.7549,574.4679,506.40534,297.27863,365.34119,394.40451,326.34195
MGDG(19:0_24:4)+NH4-CO,866.70797,568.42097,506.40533,297.27863,359.29427,388.35758,326.34194
MGDG(19:0_25:0)+NH4-CO,888.7862,590.4992,506.40536,297.27863,381.37247,410.43581,326.34197
MGDG(19:0_26:0)+NH4-CO,902.80184,604.51484,506.40536,297.27863,395.38811,424.45145,326.34197
MGDG(19:0_26:1)+NH4-CO,900.7862,602.4992,506.40536,297.27863,393.37247,422.43581,326.34197
MGDG(19:0_26:2)+NH4-CO,898.7705,600.4835,506.4053,297.27863,391.35683,420.42011,326.34191
MGDG(20:0_2:0)+NH4-CO,580.4419,268.13926,520.42078,311.29427,59.01275,88.07587,340.35739
MGDG(20:0_3:0)+NH4-CO,594.45754,282.1549,520.42078,311.29427,73.02839,102.09151,340.35739
MGDG(20:0_4:0)+NH4-CO,608.4732,296.17056,520.4208,311.29427,87.04403,116.10717,340.35741
MGDG(20:0_5:0)+NH4-CO,622.48885,310.18621,520.42081,311.29427,101.05967,130.12282,340.35742
MGDG(20:0_6:0)+NH4-CO,636.5045,324.20186,520.42082,311.29427,115.07531,144.13847,340.35743
MGDG(20:0_7:0)+NH4-CO,650.52016,338.21752,520.42084,311.29427,129.09095,158.15413,340.35745
MGDG(20:0_8:0)+NH4-CO,664.5358,352.23316,520.42084,311.29427,143.10659,172.16977,340.35745
MGDG(20:0_9:0)+NH4-CO,678.5515,366.24886,520.4209,311.29427,157.12223,186.18547,340.35751
MGDG(20:0_10:0)+NH4-CO,692.5671,380.26446,520.42086,311.29427,171.13787,200.20107,340.35747
MGDG(20:0_11:0)+NH4-CO,706.5827,394.28006,520.42082,311.29427,185.15351,214.21667,340.35743
MGDG(20:0_12:0)+NH4-CO,720.5984,408.29576,520.42088,311.29427,199.16915,228.23237,340.35749
MGDG(20:0_13:0)+NH4-CO,734.61403,422.31139,520.42087,311.29427,213.18479,242.248,340.35748
MGDG(20:0_14:0)+NH4-CO,748.6297,436.32706,520.4209,311.29427,227.20043,256.26367,340.35751
MGDG(20:0_14:1)+NH4-CO,746.61403,434.31139,520.42087,311.29427,225.18479,254.248,340.35748
MGDG(20:0_15:0)+NH4-CO,762.64535,450.34271,520.42091,311.29427,241.21607,270.27932,340.35752
MGDG(20:0_15:1)+NH4-CO,760.6297,448.32706,520.4209,311.29427,239.20043,268.26367,340.35751
MGDG(20:0_16:0)+NH4-CO,776.661,464.35836,520.42092,311.29427,255.23171,284.29497,340.35753
MGDG(20:0_16:1)+NH4-CO,774.64535,462.34271,520.42091,311.29427,253.21607,282.27932,340.35752
MGDG(20:0_17:0)+NH4-CO,790.67666,478.37402,520.42094,311.29427,269.24735,298.31063,340.35755
MGDG(20:0_17:1)+NH4-CO,788.661,476.35836,520.42092,311.29427,267.23171,296.29497,340.35753
MGDG(20:0_17:2)+NH4-CO,786.64535,474.34271,520.42091,311.29427,265.21607,294.27932,340.35752
MGDG(20:0_18:0)+NH4-CO,804.6923,492.38966,520.42094,311.29427,283.26299,312.32627,340.35755
MGDG(20:0_18:1)+NH4-CO,802.67666,490.37402,520.42094,311.29427,281.24735,310.31063,340.35755
MGDG(20:0_18:2)+NH4-CO,800.661,488.35836,520.42092,311.29427,279.23171,308.29497,340.35753
MGDG(20:0_18:3)+NH4-CO,798.64535,486.34271,520.42091,311.29427,277.21607,306.27932,340.35752
MGDG(20:0_18:4)+NH4-CO,796.6297,484.32706,520.4209,311.29427,275.20043,304.26367,340.35751
MGDG(20:0_19:0)+NH4-CO,818.70797,506.40533,520.42097,311.29427,297.27863,326.34194,340.35758
MGDG(20:0_20:0)+NH4-CO,832.7236,520.42096,520.42096,311.29427,311.29427,340.35757,340.35757
MGDG(20:0_20:1)+NH4-CO,830.70797,518.40533,520.42097,311.29427,309.27863,338.34194,340.35758
MGDG(20:0_20:2)+NH4-CO,828.6923,516.38966,520.42094,311.29427,307.26299,336.32627,340.35755
MGDG(20:0_20:3)+NH4-CO,826.67666,514.37402,520.42094,311.29427,305.24735,334.31063,340.35755
MGDG(20:0_20:4)+NH4-CO,824.661,512.35836,520.42092,311.29427,303.23171,332.29497,340.35753
MGDG(20:0_20:5)+NH4-CO,822.64535,510.34271,520.42091,311.29427,301.21607,330.27932,340.35752
MGDG(20:0_21:0)+NH4-CO,846.7393,534.43666,520.42102,311.29427,325.30991,354.37327,340.35763
MGDG(20:0_22:0)+NH4-CO,860.7549,548.45226,520.42098,311.29427,339.32555,368.38887,340.35759
MGDG(20:0_22:1)+NH4-CO,858.7393,546.43666,520.42102,311.29427,337.30991,366.37327,340.35763
MGDG(20:0_22:2)+NH4-CO,856.7236,544.42096,520.42096,311.29427,335.29427,364.35757,340.35757
MGDG(20:0_22:4)+NH4-CO,852.6923,540.38966,520.42094,311.29427,331.26299,360.32627,340.35755
MGDG(20:0_22:5)+NH4-CO,850.67666,538.37402,520.42094,311.29427,329.24735,358.31063,340.35755
MGDG(20:0_22:6)+NH4-CO,848.661,536.35836,520.42092,311.29427,327.23171,356.29497,340.35753
MGDG(20:0_23:0)+NH4-CO,874.7705,562.46786,520.42094,311.29427,353.34119,382.40447,340.35755
MGDG(20:0_24:0)+NH4-CO,888.7862,576.48356,520.421,311.29427,367.35683,396.42017,340.35761
MGDG(20:0_24:1)+NH4-CO,886.7705,574.46786,520.42094,311.29427,365.34119,394.40447,340.35755
MGDG(20:0_24:4)+NH4-CO,880.7236,568.42096,520.42096,311.29427,359.29427,388.35757,340.35757
MGDG(20:0_25:0)+NH4-CO,902.80184,590.4992,520.421,311.29427,381.37247,410.43581,340.35761
MGDG(20:0_26:0)+NH4-CO,916.8175,604.51486,520.42102,311.29427,395.38811,424.45147,340.35763
MGDG(20:0_26:1)+NH4-CO,914.80184,602.4992,520.421,311.29427,393.37247,422.43581,340.35761
MGDG(20:0_26:2)+NH4-CO,912.7862,600.48356,520.421,311.29427,391.35683,420.42017,340.35761
MGDG(20:1_2:0)+NH4-CO,578.4262,268.1392,518.40508,309.27863,59.01275,88.07581,338.34169
MGDG(20:1_3:0)+NH4-CO,592.4419,282.1549,518.40514,309.27863,73.02839,102.09151,338.34175
MGDG(20:1_4:0)+NH4-CO,606.45754,296.17054,518.40514,309.27863,87.04403,116.10715,338.34175
MGDG(20:1_5:0)+NH4-CO,620.4732,310.1862,518.40516,309.27863,101.05967,130.12281,338.34177
MGDG(20:1_6:0)+NH4-CO,634.48885,324.20185,518.40517,309.27863,115.07531,144.13846,338.34178
MGDG(20:1_7:0)+NH4-CO,648.5045,338.2175,518.40518,309.27863,129.09095,158.15411,338.34179
MGDG(20:1_8:0)+NH4-CO,662.52016,352.23316,518.4052,309.27863,143.10659,172.16977,338.34181
MGDG(20:1_9:0)+NH4-CO,676.5358,366.2488,518.4052,309.27863,157.12223,186.18541,338.34181
MGDG(20:1_10:0)+NH4-CO,690.5515,380.2645,518.40526,309.27863,171.13787,200.20111,338.34187
MGDG(20:1_11:0)+NH4-CO,704.5671,394.2801,518.40522,309.27863,185.15351,214.21671,338.34183
MGDG(20:1_12:0)+NH4-CO,718.5827,408.2957,518.40518,309.27863,199.16915,228.23231,338.34179
MGDG(20:1_13:0)+NH4-CO,732.5984,422.3114,518.40524,309.27863,213.18479,242.24801,338.34185
MGDG(20:1_14:0)+NH4-CO,746.61403,436.32703,518.40523,309.27863,227.20043,256.26364,338.34184
MGDG(20:1_14:1)+NH4-CO,744.5984,434.3114,518.40524,309.27863,225.18479,254.24801,338.34185
MGDG(20:1_15:0)+NH4-CO,760.6297,450.3427,518.40526,309.27863,241.21607,270.27931,338.34187
MGDG(20:1_15:1)+NH4-CO,758.61403,448.32703,518.40523,309.27863,239.20043,268.26364,338.34184
MGDG(20:1_16:0)+NH4-CO,774.64535,464.35835,518.40527,309.27863,255.23171,284.29496,338.34188
MGDG(20:1_16:1)+NH4-CO,772.6297,462.3427,518.40526,309.27863,253.21607,282.27931,338.34187
MGDG(20:1_17:0)+NH4-CO,788.661,478.374,518.40528,309.27863,269.24735,298.31061,338.34189
MGDG(20:1_17:1)+NH4-CO,786.64535,476.35835,518.40527,309.27863,267.23171,296.29496,338.34188
MGDG(20:1_17:2)+NH4-CO,784.6297,474.3427,518.40526,309.27863,265.21607,294.27931,338.34187
MGDG(20:1_18:0)+NH4-CO,802.67666,492.38966,518.4053,309.27863,283.26299,312.32627,338.34191
MGDG(20:1_18:1)+NH4-CO,800.661,490.374,518.40528,309.27863,281.24735,310.31061,338.34189
MGDG(20:1_18:2)+NH4-CO,798.64535,488.35835,518.40527,309.27863,279.23171,308.29496,338.34188
MGDG(20:1_18:3)+NH4-CO,796.6297,486.3427,518.40526,309.27863,277.21607,306.27931,338.34187
MGDG(20:1_18:4)+NH4-CO,794.61403,484.32703,518.40523,309.27863,275.20043,304.26364,338.34184
MGDG(20:1_19:0)+NH4-CO,816.6923,506.4053,518.4053,309.27863,297.27863,326.34191,338.34191
MGDG(20:1_20:0)+NH4-CO,830.70797,520.42097,518.40533,309.27863,311.29427,340.35758,338.34194
MGDG(20:1_20:1)+NH4-CO,828.6923,518.4053,518.4053,309.27863,309.27863,338.34191,338.34191
MGDG(20:1_20:2)+NH4-CO,826.67666,516.38966,518.4053,309.27863,307.26299,336.32627,338.34191
MGDG(20:1_20:3)+NH4-CO,824.661,514.374,518.40528,309.27863,305.24735,334.31061,338.34189
MGDG(20:1_20:4)+NH4-CO,822.64535,512.35835,518.40527,309.27863,303.23171,332.29496,338.34188
MGDG(20:1_20:5)+NH4-CO,820.6297,510.3427,518.40526,309.27863,301.21607,330.27931,338.34187
MGDG(20:1_21:0)+NH4-CO,844.7236,534.4366,518.40532,309.27863,325.30991,354.37321,338.34193
MGDG(20:1_22:0)+NH4-CO,858.7393,548.4523,518.40538,309.27863,339.32555,368.38891,338.34199
MGDG(20:1_22:1)+NH4-CO,856.7236,546.4366,518.40532,309.27863,337.30991,366.37321,338.34193
MGDG(20:1_22:2)+NH4-CO,854.70797,544.42097,518.40533,309.27863,335.29427,364.35758,338.34194
MGDG(20:1_22:4)+NH4-CO,850.67666,540.38966,518.4053,309.27863,331.26299,360.32627,338.34191
MGDG(20:1_22:5)+NH4-CO,848.661,538.374,518.40528,309.27863,329.24735,358.31061,338.34189
MGDG(20:1_22:6)+NH4-CO,846.64535,536.35835,518.40527,309.27863,327.23171,356.29496,338.34188
MGDG(20:1_23:0)+NH4-CO,872.7549,562.4679,518.40534,309.27863,353.34119,382.40451,338.34195
MGDG(20:1_24:0)+NH4-CO,886.7705,576.4835,518.4053,309.27863,367.35683,396.42011,338.34191
MGDG(20:1_24:1)+NH4-CO,884.7549,574.4679,518.40534,309.27863,365.34119,394.40451,338.34195
MGDG(20:1_24:4)+NH4-CO,878.70797,568.42097,518.40533,309.27863,359.29427,388.35758,338.34194
MGDG(20:1_25:0)+NH4-CO,900.7862,590.4992,518.40536,309.27863,381.37247,410.43581,338.34197
MGDG(20:1_26:0)+NH4-CO,914.80184,604.51484,518.40536,309.27863,395.38811,424.45145,338.34197
MGDG(20:1_26:1)+NH4-CO,912.7862,602.4992,518.40536,309.27863,393.37247,422.43581,338.34197
MGDG(20:1_26:2)+NH4-CO,910.7705,600.4835,518.4053,309.27863,391.35683,420.42011,338.34191
MGDG(20:2_2:0)+NH4-CO,576.4106,268.13924,516.38948,307.26299,59.01275,88.07585,336.32609
MGDG(20:2_3:0)+NH4-CO,590.4262,282.15484,516.38944,307.26299,73.02839,102.09145,336.32605
MGDG(20:2_4:0)+NH4-CO,604.4419,296.17054,516.3895,307.26299,87.04403,116.10715,336.32611
MGDG(20:2_5:0)+NH4-CO,618.45754,310.18618,516.3895,307.26299,101.05967,130.12279,336.32611
MGDG(20:2_6:0)+NH4-CO,632.4732,324.20184,516.38952,307.26299,115.07531,144.13845,336.32613
