Cer-EODS,[M+C2H3O2]-,[M-H]-,NL of EFA,[FAA+C2H2-H]-,[EFA-H]-,[FAA-H]-,[Sph-C2H8NO]-
Cer-EODS(d20:0/32:2-O-16:2)+C2H3O2,1096.985,1036.964,802.7653,516.4786,251.2017,490.463,267.2693
Cer-EODS(d20:0/33:0-O-16:2)+C2H3O2,1115.032,1055.011,820.8122,534.5256,251.2017,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-16:2)+C2H3O2,1113.016,1052.995,818.7966,532.5099,251.2017,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-16:2)+C2H3O2,1129.047,1069.026,834.8278,548.5412,251.2017,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-16:2)+C2H3O2,1127.032,1067.011,832.8122,546.5256,251.2017,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-16:2)+C2H3O2,1125.016,1064.995,830.7966,544.5099,251.2017,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-16:2)+C2H3O2,1143.063,1083.042,848.8435,562.5569,251.2017,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-16:2)+C2H3O2,1141.047,1081.026,846.8278,560.5412,251.2017,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-16:2)+C2H3O2,1157.079,1097.057,862.8591,576.5725,251.2017,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-16:2)+C2H3O2,1155.063,1095.042,860.8435,574.5569,251.2017,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-16:2)+C2H3O2,1153.047,1093.026,858.8278,572.5412,251.2017,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-16:2)+C2H3O2,1185.11,1125.089,890.8904,604.6038,251.2017,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-16:2)+C2H3O2,1183.094,1123.073,888.8748,602.5881,251.2017,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-16:2)+C2H3O2,1181.079,1121.057,886.8591,600.5725,251.2017,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-16:2)+C2H3O2,1213.141,1153.12,918.9218,632.6351,251.2017,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-16:2)+C2H3O2,1211.126,1151.104,916.9061,630.6194,251.2017,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-16:2)+C2H3O2,1209.11,1149.089,914.8904,628.6038,251.2017,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-16:2)+C2H3O2,1241.172,1181.151,946.9531,660.6664,251.2017,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-16:2)+C2H3O2,1239.157,1179.136,944.9374,658.6508,251.2017,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-16:2)+C2H3O2,1237.141,1177.12,942.9218,656.6351,251.2017,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-17:0)+C2H3O2,838.75,778.7289,526.4835,240.1969,269.2486,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-17:0)+C2H3O2,836.7343,776.7132,524.4679,238.1813,269.2486,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-17:0)+C2H3O2,852.7656,792.7445,540.4992,254.2126,269.2486,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-17:0)+C2H3O2,850.75,790.7289,538.4835,252.1969,269.2486,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-17:0)+C2H3O2,866.7813,806.7601,554.5148,268.2282,269.2486,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-17:0)+C2H3O2,864.7656,804.7445,552.4992,266.2126,269.2486,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-17:0)+C2H3O2,880.7969,820.7758,568.5305,282.2439,269.2486,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-17:0)+C2H3O2,878.7813,818.7601,566.5148,280.2282,269.2486,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-17:0)+C2H3O2,894.8126,834.7914,582.5461,296.2595,269.2486,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-17:0)+C2H3O2,892.7969,832.7758,580.5305,294.2439,269.2486,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-17:0)+C2H3O2,890.7813,830.7601,578.5148,292.2282,269.2486,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-17:0)+C2H3O2,908.8282,848.8071,596.5618,310.2751,269.2486,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-17:0)+C2H3O2,922.8439,862.8228,610.5775,324.2908,269.2486,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-17:0)+C2H3O2,920.8282,860.8071,608.5618,322.2751,269.2486,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-17:0)+C2H3O2,918.8126,858.7914,606.5461,320.2595,269.2486,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-17:0)+C2H3O2,936.8596,876.8384,624.5931,338.3065,269.2486,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-17:0)+C2H3O2,934.8439,874.8228,622.5775,336.2908,269.2486,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-17:0)+C2H3O2,950.8752,890.8541,638.6088,352.3221,269.2486,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-17:0)+C2H3O2,948.8596,888.8384,636.5931,350.3065,269.2486,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-17:0)+C2H3O2,946.8439,886.8228,634.5775,348.2908,269.2486,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-17:0)+C2H3O2,964.8909,904.8697,652.6244,366.3378,269.2486,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-17:0)+C2H3O2,962.8752,902.8541,650.6088,364.3221,269.2486,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-17:0)+C2H3O2,978.9065,918.8854,666.64,380.3534,269.2486,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-17:0)+C2H3O2,976.8909,916.8697,664.6244,378.3378,269.2486,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-17:0)+C2H3O2,974.8752,914.8541,662.6088,376.3221,269.2486,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-17:0)+C2H3O2,992.9221,932.901,680.6557,394.369,269.2486,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-17:0)+C2H3O2,990.9065,930.8854,678.64,392.3534,269.2486,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-17:0)+C2H3O2,1006.938,946.9167,694.6713,408.3847,269.2486,382.369,267.2693
Cer-EODS(d20:0/24:1-O-17:0)+C2H3O2,1004.922,944.901,692.6557,406.369,269.2486,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-17:0)+C2H3O2,1002.906,942.8854,690.64,404.3534,269.2486,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-17:0)+C2H3O2,1020.953,960.9323,708.687,422.4004,269.2486,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-17:0)+C2H3O2,1018.938,958.9167,706.6713,420.3847,269.2486,394.369,267.2693
Cer-EODS(d20:0/26:0-O-17:0)+C2H3O2,1034.969,974.9479,722.7026,436.416,269.2486,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-17:0)+C2H3O2,1032.953,972.9323,720.687,434.4004,269.2486,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-17:0)+C2H3O2,1030.938,970.9167,718.6713,432.3847,269.2486,406.369,267.2693
Cer-EODS(d20:0/27:0-O-17:0)+C2H3O2,1048.985,988.9636,736.7183,450.4317,269.2486,424.416,267.2693
Cer-EODS(d20:0/27:1-O-17:0)+C2H3O2,1046.969,986.9479,734.7026,448.416,269.2486,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-17:0)+C2H3O2,1063,1002.979,750.7339,464.4473,269.2486,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-17:0)+C2H3O2,1060.985,1000.964,748.7183,462.4317,269.2486,436.416,267.2693
Cer-EODS(d20:0/28:2-O-17:0)+C2H3O2,1058.969,998.9479,746.7026,460.416,269.2486,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-17:0)+C2H3O2,1077.016,1016.995,764.7496,478.463,269.2486,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-17:0)+C2H3O2,1075,1014.979,762.7339,476.4473,269.2486,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-17:0)+C2H3O2,1091.032,1031.011,778.7653,492.4786,269.2486,466.463,267.2693
Cer-EODS(d20:0/30:1-O-17:0)+C2H3O2,1089.016,1028.995,776.7496,490.463,269.2486,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-17:0)+C2H3O2,1087,1026.979,774.7339,488.4473,269.2486,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-17:0)+C2H3O2,1105.047,1045.026,792.7809,506.4943,269.2486,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-17:0)+C2H3O2,1103.032,1043.011,790.7653,504.4786,269.2486,478.463,267.2693
Cer-EODS(d20:0/32:0-O-17:0)+C2H3O2,1119.063,1059.042,806.7966,520.5099,269.2486,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-17:0)+C2H3O2,1117.047,1057.026,804.7809,518.4943,269.2486,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-17:0)+C2H3O2,1115.032,1055.011,802.7653,516.4786,269.2486,490.463,267.2693
Cer-EODS(d20:0/33:0-O-17:0)+C2H3O2,1133.079,1073.057,820.8122,534.5256,269.2486,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-17:0)+C2H3O2,1131.063,1071.042,818.7966,532.5099,269.2486,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-17:0)+C2H3O2,1147.094,1087.073,834.8278,548.5412,269.2486,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-17:0)+C2H3O2,1145.079,1085.057,832.8122,546.5256,269.2486,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-17:0)+C2H3O2,1143.063,1083.042,830.7966,544.5099,269.2486,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-17:0)+C2H3O2,1161.11,1101.089,848.8435,562.5569,269.2486,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-17:0)+C2H3O2,1159.094,1099.073,846.8278,560.5412,269.2486,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-17:0)+C2H3O2,1175.126,1115.104,862.8591,576.5725,269.2486,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-17:0)+C2H3O2,1173.11,1113.089,860.8435,574.5569,269.2486,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-17:0)+C2H3O2,1171.094,1111.073,858.8278,572.5412,269.2486,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-17:0)+C2H3O2,1203.157,1143.136,890.8904,604.6038,269.2486,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-17:0)+C2H3O2,1201.141,1141.12,888.8748,602.5881,269.2486,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-17:0)+C2H3O2,1199.126,1139.104,886.8591,600.5725,269.2486,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-17:0)+C2H3O2,1231.188,1171.167,918.9218,632.6351,269.2486,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-17:0)+C2H3O2,1229.172,1169.151,916.9061,630.6194,269.2486,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-17:0)+C2H3O2,1227.157,1167.136,914.8904,628.6038,269.2486,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-17:0)+C2H3O2,1259.219,1199.198,946.9531,660.6664,269.2486,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-17:0)+C2H3O2,1257.204,1197.183,944.9374,658.6508,269.2486,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-17:0)+C2H3O2,1255.188,1195.167,942.9218,656.6351,269.2486,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-17:1)+C2H3O2,836.7343,776.7132,526.4835,240.1969,267.233,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-17:1)+C2H3O2,834.7187,774.6976,524.4679,238.1813,267.233,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-17:1)+C2H3O2,850.75,790.7289,540.4992,254.2126,267.233,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-17:1)+C2H3O2,848.7343,788.7132,538.4835,252.1969,267.233,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-17:1)+C2H3O2,864.7656,804.7445,554.5148,268.2282,267.233,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-17:1)+C2H3O2,862.75,802.7289,552.4992,266.2126,267.233,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-17:1)+C2H3O2,878.7813,818.7601,568.5305,282.2439,267.233,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-17:1)+C2H3O2,876.7656,816.7445,566.5148,280.2282,267.233,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-17:1)+C2H3O2,892.7969,832.7758,582.5461,296.2595,267.233,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-17:1)+C2H3O2,890.7813,830.7601,580.5305,294.2439,267.233,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-17:1)+C2H3O2,888.7656,828.7445,578.5148,292.2282,267.233,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-17:1)+C2H3O2,906.8126,846.7914,596.5618,310.2751,267.233,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-17:1)+C2H3O2,920.8282,860.8071,610.5775,324.2908,267.233,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-17:1)+C2H3O2,918.8126,858.7914,608.5618,322.2751,267.233,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-17:1)+C2H3O2,916.7969,856.7758,606.5461,320.2595,267.233,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-17:1)+C2H3O2,934.8439,874.8228,624.5931,338.3065,267.233,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-17:1)+C2H3O2,932.8282,872.8071,622.5775,336.2908,267.233,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-17:1)+C2H3O2,948.8596,888.8384,638.6088,352.3221,267.233,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-17:1)+C2H3O2,946.8439,886.8228,636.5931,350.3065,267.233,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-17:1)+C2H3O2,944.8282,884.8071,634.5775,348.2908,267.233,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-17:1)+C2H3O2,962.8752,902.8541,652.6244,366.3378,267.233,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-17:1)+C2H3O2,960.8596,900.8384,650.6088,364.3221,267.233,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-17:1)+C2H3O2,976.8909,916.8697,666.64,380.3534,267.233,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-17:1)+C2H3O2,974.8752,914.8541,664.6244,378.3378,267.233,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-17:1)+C2H3O2,972.8596,912.8384,662.6088,376.3221,267.233,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-17:1)+C2H3O2,990.9065,930.8854,680.6557,394.369,267.233,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-17:1)+C2H3O2,988.8909,928.8697,678.64,392.3534,267.233,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-17:1)+C2H3O2,1004.922,944.901,694.6713,408.3847,267.233,382.369,267.2693
Cer-EODS(d20:0/24:1-O-17:1)+C2H3O2,1002.906,942.8854,692.6557,406.369,267.233,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-17:1)+C2H3O2,1000.891,940.8697,690.64,404.3534,267.233,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-17:1)+C2H3O2,1018.938,958.9167,708.687,422.4004,267.233,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-17:1)+C2H3O2,1016.922,956.901,706.6713,420.3847,267.233,394.369,267.2693
Cer-EODS(d20:0/26:0-O-17:1)+C2H3O2,1032.953,972.9323,722.7026,436.416,267.233,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-17:1)+C2H3O2,1030.938,970.9167,720.687,434.4004,267.233,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-17:1)+C2H3O2,1028.922,968.901,718.6713,432.3847,267.233,406.369,267.2693
Cer-EODS(d20:0/27:0-O-17:1)+C2H3O2,1046.969,986.9479,736.7183,450.4317,267.233,424.416,267.2693
Cer-EODS(d20:0/27:1-O-17:1)+C2H3O2,1044.953,984.9323,734.7026,448.416,267.233,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-17:1)+C2H3O2,1060.985,1000.964,750.7339,464.4473,267.233,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-17:1)+C2H3O2,1058.969,998.9479,748.7183,462.4317,267.233,436.416,267.2693
Cer-EODS(d20:0/28:2-O-17:1)+C2H3O2,1056.953,996.9323,746.7026,460.416,267.233,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-17:1)+C2H3O2,1075,1014.979,764.7496,478.463,267.233,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-17:1)+C2H3O2,1072.985,1012.964,762.7339,476.4473,267.233,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-17:1)+C2H3O2,1089.016,1028.995,778.7653,492.4786,267.233,466.463,267.2693
Cer-EODS(d20:0/30:1-O-17:1)+C2H3O2,1087,1026.979,776.7496,490.463,267.233,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-17:1)+C2H3O2,1084.985,1024.964,774.7339,488.4473,267.233,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-17:1)+C2H3O2,1103.032,1043.011,792.7809,506.4943,267.233,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-17:1)+C2H3O2,1101.016,1040.995,790.7653,504.4786,267.233,478.463,267.2693
Cer-EODS(d20:0/32:0-O-17:1)+C2H3O2,1117.047,1057.026,806.7966,520.5099,267.233,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-17:1)+C2H3O2,1115.032,1055.011,804.7809,518.4943,267.233,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-17:1)+C2H3O2,1113.016,1052.995,802.7653,516.4786,267.233,490.463,267.2693
Cer-EODS(d20:0/33:0-O-17:1)+C2H3O2,1131.063,1071.042,820.8122,534.5256,267.233,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-17:1)+C2H3O2,1129.047,1069.026,818.7966,532.5099,267.233,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-17:1)+C2H3O2,1145.079,1085.057,834.8278,548.5412,267.233,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-17:1)+C2H3O2,1143.063,1083.042,832.8122,546.5256,267.233,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-17:1)+C2H3O2,1141.047,1081.026,830.7966,544.5099,267.233,518.4943,267.2693
Cer-EODS(d20:0/35:0-O-17:1)+C2H3O2,1159.094,1099.073,848.8435,562.5569,267.233,536.5412,267.2693
Cer-EODS(d20:0/35:1-O-17:1)+C2H3O2,1157.079,1097.057,846.8278,560.5412,267.233,534.5256,267.2693
Cer-EODS(d20:0/36:0-O-17:1)+C2H3O2,1173.11,1113.089,862.8591,576.5725,267.233,550.5569,267.2693
Cer-EODS(d20:0/36:1-O-17:1)+C2H3O2,1171.094,1111.073,860.8435,574.5569,267.233,548.5412,267.2693
Cer-EODS(d20:0/36:2-O-17:1)+C2H3O2,1169.079,1109.057,858.8278,572.5412,267.233,546.5256,267.2693
Cer-EODS(d20:0/38:0-O-17:1)+C2H3O2,1201.141,1141.12,890.8904,604.6038,267.233,578.5881,267.2693
Cer-EODS(d20:0/38:1-O-17:1)+C2H3O2,1199.126,1139.104,888.8748,602.5881,267.233,576.5725,267.2693
Cer-EODS(d20:0/38:2-O-17:1)+C2H3O2,1197.11,1137.089,886.8591,600.5725,267.233,574.5569,267.2693
Cer-EODS(d20:0/40:0-O-17:1)+C2H3O2,1229.172,1169.151,918.9218,632.6351,267.233,606.6194,267.2693
Cer-EODS(d20:0/40:1-O-17:1)+C2H3O2,1227.157,1167.136,916.9061,630.6194,267.233,604.6038,267.2693
Cer-EODS(d20:0/40:2-O-17:1)+C2H3O2,1225.141,1165.12,914.8904,628.6038,267.233,602.5881,267.2693
Cer-EODS(d20:0/42:0-O-17:1)+C2H3O2,1257.204,1197.183,946.9531,660.6664,267.233,634.6508,267.2693
Cer-EODS(d20:0/42:1-O-17:1)+C2H3O2,1255.188,1195.167,944.9374,658.6508,267.233,632.6351,267.2693
Cer-EODS(d20:0/42:2-O-17:1)+C2H3O2,1253.172,1193.151,942.9218,656.6351,267.233,630.6194,267.2693
Cer-EODS(d20:0/12:0-O-17:2)+C2H3O2,834.7187,774.6976,526.4835,240.1969,265.2173,214.1813,267.2693
Cer-EODS(d20:0/12:1-O-17:2)+C2H3O2,832.7031,772.6819,524.4679,238.1813,265.2173,212.1656,267.2693
Cer-EODS(d20:0/13:0-O-17:2)+C2H3O2,848.7343,788.7132,540.4992,254.2126,265.2173,228.1969,267.2693
Cer-EODS(d20:0/13:1-O-17:2)+C2H3O2,846.7187,786.6976,538.4835,252.1969,265.2173,226.1813,267.2693
Cer-EODS(d20:0/14:0-O-17:2)+C2H3O2,862.75,802.7289,554.5148,268.2282,265.2173,242.2126,267.2693
Cer-EODS(d20:0/14:1-O-17:2)+C2H3O2,860.7343,800.7132,552.4992,266.2126,265.2173,240.1969,267.2693
Cer-EODS(d20:0/15:0-O-17:2)+C2H3O2,876.7656,816.7445,568.5305,282.2439,265.2173,256.2282,267.2693
Cer-EODS(d20:0/15:1-O-17:2)+C2H3O2,874.75,814.7289,566.5148,280.2282,265.2173,254.2126,267.2693
Cer-EODS(d20:0/16:0-O-17:2)+C2H3O2,890.7813,830.7601,582.5461,296.2595,265.2173,270.2439,267.2693
Cer-EODS(d20:0/16:1-O-17:2)+C2H3O2,888.7656,828.7445,580.5305,294.2439,265.2173,268.2282,267.2693
Cer-EODS(d20:0/16:2-O-17:2)+C2H3O2,886.75,826.7289,578.5148,292.2282,265.2173,266.2126,267.2693
Cer-EODS(d20:0/17:0-O-17:2)+C2H3O2,904.7969,844.7758,596.5618,310.2751,265.2173,284.2595,267.2693
Cer-EODS(d20:0/18:0-O-17:2)+C2H3O2,918.8126,858.7914,610.5775,324.2908,265.2173,298.2751,267.2693
Cer-EODS(d20:0/18:1-O-17:2)+C2H3O2,916.7969,856.7758,608.5618,322.2751,265.2173,296.2595,267.2693
Cer-EODS(d20:0/18:2-O-17:2)+C2H3O2,914.7813,854.7601,606.5461,320.2595,265.2173,294.2439,267.2693
Cer-EODS(d20:0/19:0-O-17:2)+C2H3O2,932.8282,872.8071,624.5931,338.3065,265.2173,312.2908,267.2693
Cer-EODS(d20:0/19:1-O-17:2)+C2H3O2,930.8126,870.7914,622.5775,336.2908,265.2173,310.2751,267.2693
Cer-EODS(d20:0/20:0-O-17:2)+C2H3O2,946.8439,886.8228,638.6088,352.3221,265.2173,326.3065,267.2693
Cer-EODS(d20:0/20:1-O-17:2)+C2H3O2,944.8282,884.8071,636.5931,350.3065,265.2173,324.2908,267.2693
Cer-EODS(d20:0/20:2-O-17:2)+C2H3O2,942.8126,882.7914,634.5775,348.2908,265.2173,322.2751,267.2693
Cer-EODS(d20:0/21:0-O-17:2)+C2H3O2,960.8596,900.8384,652.6244,366.3378,265.2173,340.3221,267.2693
Cer-EODS(d20:0/21:1-O-17:2)+C2H3O2,958.8439,898.8228,650.6088,364.3221,265.2173,338.3065,267.2693
Cer-EODS(d20:0/22:0-O-17:2)+C2H3O2,974.8752,914.8541,666.64,380.3534,265.2173,354.3378,267.2693
Cer-EODS(d20:0/22:1-O-17:2)+C2H3O2,972.8596,912.8384,664.6244,378.3378,265.2173,352.3221,267.2693
Cer-EODS(d20:0/22:2-O-17:2)+C2H3O2,970.8439,910.8228,662.6088,376.3221,265.2173,350.3065,267.2693
Cer-EODS(d20:0/23:0-O-17:2)+C2H3O2,988.8909,928.8697,680.6557,394.369,265.2173,368.3534,267.2693
Cer-EODS(d20:0/23:1-O-17:2)+C2H3O2,986.8752,926.8541,678.64,392.3534,265.2173,366.3378,267.2693
Cer-EODS(d20:0/24:0-O-17:2)+C2H3O2,1002.906,942.8854,694.6713,408.3847,265.2173,382.369,267.2693
Cer-EODS(d20:0/24:1-O-17:2)+C2H3O2,1000.891,940.8697,692.6557,406.369,265.2173,380.3534,267.2693
Cer-EODS(d20:0/24:2-O-17:2)+C2H3O2,998.8752,938.8541,690.64,404.3534,265.2173,378.3378,267.2693
Cer-EODS(d20:0/25:0-O-17:2)+C2H3O2,1016.922,956.901,708.687,422.4004,265.2173,396.3847,267.2693
Cer-EODS(d20:0/25:1-O-17:2)+C2H3O2,1014.906,954.8854,706.6713,420.3847,265.2173,394.369,267.2693
Cer-EODS(d20:0/26:0-O-17:2)+C2H3O2,1030.938,970.9167,722.7026,436.416,265.2173,410.4004,267.2693
Cer-EODS(d20:0/26:1-O-17:2)+C2H3O2,1028.922,968.901,720.687,434.4004,265.2173,408.3847,267.2693
Cer-EODS(d20:0/26:2-O-17:2)+C2H3O2,1026.906,966.8854,718.6713,432.3847,265.2173,406.369,267.2693
Cer-EODS(d20:0/27:0-O-17:2)+C2H3O2,1044.953,984.9323,736.7183,450.4317,265.2173,424.416,267.2693
Cer-EODS(d20:0/27:1-O-17:2)+C2H3O2,1042.938,982.9167,734.7026,448.416,265.2173,422.4004,267.2693
Cer-EODS(d20:0/28:0-O-17:2)+C2H3O2,1058.969,998.9479,750.7339,464.4473,265.2173,438.4317,267.2693
Cer-EODS(d20:0/28:1-O-17:2)+C2H3O2,1056.953,996.9323,748.7183,462.4317,265.2173,436.416,267.2693
Cer-EODS(d20:0/28:2-O-17:2)+C2H3O2,1054.938,994.9167,746.7026,460.416,265.2173,434.4004,267.2693
Cer-EODS(d20:0/29:0-O-17:2)+C2H3O2,1072.985,1012.964,764.7496,478.463,265.2173,452.4473,267.2693
Cer-EODS(d20:0/29:1-O-17:2)+C2H3O2,1070.969,1010.948,762.7339,476.4473,265.2173,450.4317,267.2693
Cer-EODS(d20:0/30:0-O-17:2)+C2H3O2,1087,1026.979,778.7653,492.4786,265.2173,466.463,267.2693
Cer-EODS(d20:0/30:1-O-17:2)+C2H3O2,1084.985,1024.964,776.7496,490.463,265.2173,464.4473,267.2693
Cer-EODS(d20:0/30:2-O-17:2)+C2H3O2,1082.969,1022.948,774.7339,488.4473,265.2173,462.4317,267.2693
Cer-EODS(d20:0/31:0-O-17:2)+C2H3O2,1101.016,1040.995,792.7809,506.4943,265.2173,480.4786,267.2693
Cer-EODS(d20:0/31:1-O-17:2)+C2H3O2,1099,1038.979,790.7653,504.4786,265.2173,478.463,267.2693
Cer-EODS(d20:0/32:0-O-17:2)+C2H3O2,1115.032,1055.011,806.7966,520.5099,265.2173,494.4943,267.2693
Cer-EODS(d20:0/32:1-O-17:2)+C2H3O2,1113.016,1052.995,804.7809,518.4943,265.2173,492.4786,267.2693
Cer-EODS(d20:0/32:2-O-17:2)+C2H3O2,1111,1050.979,802.7653,516.4786,265.2173,490.463,267.2693
Cer-EODS(d20:0/33:0-O-17:2)+C2H3O2,1129.047,1069.026,820.8122,534.5256,265.2173,508.5099,267.2693
Cer-EODS(d20:0/33:1-O-17:2)+C2H3O2,1127.032,1067.011,818.7966,532.5099,265.2173,506.4943,267.2693
Cer-EODS(d20:0/34:0-O-17:2)+C2H3O2,1143.063,1083.042,834.8278,548.5412,265.2173,522.5256,267.2693
Cer-EODS(d20:0/34:1-O-17:2)+C2H3O2,1141.047,1081.026,832.8122,546.5256,265.2173,520.5099,267.2693
Cer-EODS(d20:0/34:2-O-17:2)+C2H3O2,1139.032,1079.011,830.7966,544.5099,265.2173,518.4943,267.2693
