TG,[M+NH4]+,NL R1COOH,NL R2COOH,NL R3COOH
TG(17:1_17:1_26:0)+NH4,988.9266504,703.6598764,703.6598764,575.5033764
TG(16:0_18:2_26:0)+NH4,988.9266504,715.6598764,691.6598764,575.5033764
TG(16:0_20:2_24:0)+NH4,988.9266504,715.6598764,663.6285764,603.5346764
TG(16:0_22:0_22:2)+NH4,988.9266504,715.6598764,631.5659764,635.5972764
TG(14:0_20:2_26:0)+NH4,988.9266504,743.6911764,663.6285764,575.5033764
TG(14:0_22:2_24:0)+NH4,988.9266504,743.6911764,635.5972764,603.5346764
TG(12:0_22:2_26:0)+NH4,988.9266504,771.7224764,635.5972764,575.5033764
TG(20:0_20:1_20:1)+NH4,988.9267504,659.5973764,661.6129764,661.6129764
TG(19:0_19:0_22:2)+NH4,988.9267504,673.6129764,673.6129764,635.5973764
TG(19:0_20:2_21:0)+NH4,988.9267504,673.6129764,663.6286764,645.5816764
TG(18:1_18:1_24:0)+NH4,988.9267504,689.6442764,689.6442764,603.5347764
TG(18:0_18:1_24:1)+NH4,988.9267504,687.6286764,689.6442764,605.5503764
TG(18:0_20:1_22:1)+NH4,988.9267504,687.6286764,661.6129764,633.5816764
TG(18:1_20:1_22:0)+NH4,988.9267504,689.6442764,661.6129764,631.5660764
TG(18:1_20:0_22:1)+NH4,988.9267504,689.6442764,659.5973764,633.5816764
TG(18:2_19:0_23:0)+NH4,988.9267504,691.6599764,673.6129764,617.5503764
TG(18:2_21:0_21:0)+NH4,988.9267504,691.6599764,645.5816764,645.5816764
TG(17:0_18:2_25:0)+NH4,988.9267504,701.6442764,691.6599764,589.5190764
TG(17:1_18:1_25:0)+NH4,988.9267504,703.6599764,689.6442764,589.5190764
TG(17:0_17:2_26:0)+NH4,988.9267504,701.6442764,705.6755764,575.5034764
TG(17:0_20:2_23:0)+NH4,988.9267504,701.6442764,663.6286764,617.5503764
TG(17:0_21:0_22:2)+NH4,988.9267504,701.6442764,645.5816764,635.5973764
TG(17:1_19:0_24:1)+NH4,988.9267504,703.6599764,673.6129764,605.5503764
TG(17:2_18:0_25:0)+NH4,988.9267504,705.6755764,687.6286764,589.5190764
TG(17:1_20:1_23:0)+NH4,988.9267504,703.6599764,661.6129764,617.5503764
TG(17:1_21:0_22:1)+NH4,988.9267504,703.6599764,645.5816764,633.5816764
TG(17:2_19:0_24:0)+NH4,988.9267504,705.6755764,673.6129764,603.5347764
TG(17:2_20:0_23:0)+NH4,988.9267504,705.6755764,659.5973764,617.5503764
TG(17:2_21:0_22:0)+NH4,988.9267504,705.6755764,645.5816764,631.5660764
TG(16:1_18:1_26:0)+NH4,988.9267504,717.6755764,689.6442764,575.5034764
TG(16:0_20:1_24:1)+NH4,988.9267504,715.6599764,661.6129764,605.5503764
TG(16:0_22:1_22:1)+NH4,988.9267504,715.6599764,633.5816764,633.5816764
TG(16:1_20:1_24:0)+NH4,988.9267504,717.6755764,661.6129764,603.5347764
TG(16:1_20:0_24:1)+NH4,988.9267504,717.6755764,659.5973764,605.5503764
TG(16:1_22:0_22:1)+NH4,988.9267504,717.6755764,631.5660764,633.5816764
TG(15:0_20:2_25:0)+NH4,988.9267504,729.6755764,663.6286764,589.5190764
TG(15:0_22:2_23:0)+NH4,988.9267504,729.6755764,635.5973764,617.5503764
TG(15:1_20:1_25:0)+NH4,988.9267504,731.6912764,661.6129764,589.5190764
TG(15:1_21:0_24:1)+NH4,988.9267504,731.6912764,645.5816764,605.5503764
TG(15:1_22:1_23:0)+NH4,988.9267504,731.6912764,633.5816764,617.5503764
TG(14:0_22:1_24:1)+NH4,988.9267504,743.6912764,633.5816764,605.5503764
TG(14:1_20:1_26:0)+NH4,988.9267504,745.7068764,661.6129764,575.5034764
TG(14:1_22:1_24:0)+NH4,988.9267504,745.7068764,633.5816764,603.5347764
TG(14:1_22:0_24:1)+NH4,988.9267504,745.7068764,631.5660764,605.5503764
TG(13:0_22:2_25:0)+NH4,988.9267504,757.7068764,635.5973764,589.5190764
TG(12:0_24:1_24:1)+NH4,988.9267504,771.7225764,605.5503764,605.5503764
TG(20:4_20:5_22:6)+NH4,990.7545504,669.4877764,671.5033764,645.4877764
TG(18:3_22:6_22:6)+NH4,990.7545504,695.5033764,645.4877764,645.4877764
TG(18:4_22:5_22:6)+NH4,990.7545504,697.5190764,643.4720764,645.4877764
TG(20:5_20:5_22:5)+NH4,990.7546504,671.5034764,671.5034764,643.4721764
TG(20:4_20:4_21:0)+NH4,990.8484504,669.5816764,669.5816764,647.5033764
TG(19:0_20:4_22:4)+NH4,990.8484504,675.5346764,669.5816764,641.5503764
TG(19:0_20:2_22:6)+NH4,990.8484504,675.5346764,665.5503764,645.5816764
TG(18:2_21:0_22:6)+NH4,990.8484504,693.5816764,647.5033764,645.5816764
TG(18:4_18:4_25:0)+NH4,990.8484504,697.6129764,697.6129764,591.4407764
TG(18:4_20:4_23:0)+NH4,990.8484504,697.6129764,669.5816764,619.4720764
TG(18:4_21:0_22:4)+NH4,990.8484504,697.6129764,647.5033764,641.5503764
TG(17:0_22:2_22:6)+NH4,990.8484504,703.5659764,637.5190764,645.5816764
TG(17:0_22:4_22:4)+NH4,990.8484504,703.5659764,641.5503764,641.5503764
TG(17:1_22:1_22:6)+NH4,990.8484504,705.5816764,635.5033764,645.5816764
TG(17:1_22:2_22:5)+NH4,990.8484504,705.5816764,637.5190764,643.5659764
TG(17:1_22:3_22:4)+NH4,990.8484504,705.5816764,639.5346764,641.5503764
TG(17:2_22:0_22:6)+NH4,990.8484504,707.5972764,633.4877764,645.5816764
TG(17:2_22:2_22:4)+NH4,990.8484504,707.5972764,637.5190764,641.5503764
TG(15:1_22:6_24:1)+NH4,990.8484504,733.6129764,645.5816764,607.4720764
TG(20:3_20:5_21:0)+NH4,990.8485504,667.5660764,671.5973764,647.5034764
TG(19:0_20:5_22:3)+NH4,990.8485504,675.5347764,671.5973764,639.5347764
TG(19:0_20:3_22:5)+NH4,990.8485504,675.5347764,667.5660764,643.5660764
TG(18:3_20:5_23:0)+NH4,990.8485504,695.5973764,671.5973764,619.4721764
TG(18:3_21:0_22:5)+NH4,990.8485504,695.5973764,647.5034764,643.5660764
TG(17:0_22:3_22:5)+NH4,990.8485504,703.5660764,639.5347764,643.5660764
TG(17:2_20:5_24:1)+NH4,990.8485504,707.5973764,671.5973764,607.4721764
TG(17:2_22:1_22:5)+NH4,990.8485504,707.5973764,635.5034764,643.5660764
TG(17:2_22:3_22:3)+NH4,990.8485504,707.5973764,639.5347764,639.5347764
TG(20:0_20:0_20:1)+NH4,990.9423504,661.6129764,661.6129764,663.6285764
TG(18:0_18:0_24:1)+NH4,990.9423504,689.6442764,689.6442764,607.5659764
TG(18:0_18:1_24:0)+NH4,990.9423504,689.6442764,691.6598764,605.5503764
TG(18:0_20:1_22:0)+NH4,990.9423504,689.6442764,663.6285764,633.5816764
TG(18:0_20:0_22:1)+NH4,990.9423504,689.6442764,661.6129764,635.5972764
TG(18:1_20:0_22:0)+NH4,990.9423504,691.6598764,661.6129764,633.5816764
TG(17:0_17:1_26:0)+NH4,990.9423504,703.6598764,705.6755764,577.5190764
TG(17:1_18:0_25:0)+NH4,990.9423504,705.6755764,689.6442764,591.5346764
TG(17:1_19:0_24:0)+NH4,990.9423504,705.6755764,675.6285764,605.5503764
TG(17:1_20:0_23:0)+NH4,990.9423504,705.6755764,661.6129764,619.5659764
TG(17:1_21:0_22:0)+NH4,990.9423504,705.6755764,647.5972764,633.5816764
TG(16:0_18:1_26:0)+NH4,990.9423504,717.6755764,691.6598764,577.5190764
TG(16:1_18:0_26:0)+NH4,990.9423504,719.6911764,689.6442764,577.5190764
TG(16:0_20:1_24:0)+NH4,990.9423504,717.6755764,663.6285764,605.5503764
TG(16:0_20:0_24:1)+NH4,990.9423504,717.6755764,661.6129764,607.5659764
TG(16:0_22:0_22:1)+NH4,990.9423504,717.6755764,633.5816764,635.5972764
TG(16:1_20:0_24:0)+NH4,990.9423504,719.6911764,661.6129764,605.5503764
TG(16:1_22:0_22:0)+NH4,990.9423504,719.6911764,633.5816764,633.5816764
TG(15:1_19:0_26:0)+NH4,990.9423504,733.7068764,675.6285764,577.5190764
TG(15:1_20:0_25:0)+NH4,990.9423504,733.7068764,661.6129764,591.5346764
TG(15:1_21:0_24:0)+NH4,990.9423504,733.7068764,647.5972764,605.5503764
TG(15:1_22:0_23:0)+NH4,990.9423504,733.7068764,633.5816764,619.5659764
TG(14:0_20:1_26:0)+NH4,990.9423504,745.7068764,663.6285764,577.5190764
TG(14:0_22:1_24:0)+NH4,990.9423504,745.7068764,635.5972764,605.5503764
TG(14:0_22:0_24:1)+NH4,990.9423504,745.7068764,633.5816764,607.5659764
TG(14:1_20:0_26:0)+NH4,990.9423504,747.7224764,661.6129764,577.5190764
TG(14:1_22:0_24:0)+NH4,990.9423504,747.7224764,633.5816764,605.5503764
TG(12:0_22:1_26:0)+NH4,990.9423504,773.7381764,635.5972764,577.5190764
TG(12:0_24:0_24:1)+NH4,990.9423504,773.7381764,605.5503764,607.5659764
TG(10:0_24:1_26:0)+NH4,990.9423504,801.7694764,607.5659764,577.5190764
TG(19:0_19:0_22:1)+NH4,990.9424504,675.6286764,675.6286764,635.5973764
TG(19:0_20:1_21:0)+NH4,990.9424504,675.6286764,663.6286764,647.5973764
TG(18:1_19:0_23:0)+NH4,990.9424504,691.6599764,675.6286764,619.5660764
TG(18:1_21:0_21:0)+NH4,990.9424504,691.6599764,647.5973764,647.5973764
TG(17:0_18:1_25:0)+NH4,990.9424504,703.6599764,691.6599764,591.5347764
TG(17:0_19:0_24:1)+NH4,990.9424504,703.6599764,675.6286764,607.5660764
TG(17:0_20:1_23:0)+NH4,990.9424504,703.6599764,663.6286764,619.5660764
TG(17:0_21:0_22:1)+NH4,990.9424504,703.6599764,647.5973764,635.5973764
TG(16:1_19:0_25:0)+NH4,990.9424504,719.6912764,675.6286764,591.5347764
TG(16:1_21:0_23:0)+NH4,990.9424504,719.6912764,647.5973764,619.5660764
TG(15:0_20:1_25:0)+NH4,990.9424504,731.6912764,663.6286764,591.5347764
TG(15:0_21:0_24:1)+NH4,990.9424504,731.6912764,647.5973764,607.5660764
TG(15:0_22:1_23:0)+NH4,990.9424504,731.6912764,635.5973764,619.5660764
TG(14:1_21:0_25:0)+NH4,990.9424504,747.7225764,647.5973764,591.5347764
TG(14:1_23:0_23:0)+NH4,990.9424504,747.7225764,619.5660764,619.5660764
TG(13:0_22:1_25:0)+NH4,990.9424504,759.7225764,635.5973764,591.5347764
TG(13:0_23:0_24:1)+NH4,990.9424504,759.7225764,619.5660764,607.5660764
TG(20:4_20:4_22:6)+NH4,992.7701504,671.5033764,671.5033764,647.5033764
TG(18:2_22:6_22:6)+NH4,992.7701504,695.5033764,647.5033764,647.5033764
TG(18:4_22:4_22:6)+NH4,992.7701504,699.5346764,643.4720764,647.5033764
TG(20:5_20:5_22:4)+NH4,992.7702504,673.5190764,673.5190764,643.4721764
TG(20:4_20:5_22:5)+NH4,992.7702504,671.5034764,673.5190764,645.4877764
TG(20:3_20:5_22:6)+NH4,992.7702504,669.4877764,673.5190764,647.5034764
TG(18:3_22:5_22:6)+NH4,992.7702504,697.5190764,645.4877764,647.5034764
TG(18:4_22:5_22:5)+NH4,992.7702504,699.5347764,645.4877764,645.4877764
TG(17:1_22:0_22:6)+NH4,992.8640504,707.5972764,635.5033764,647.5972764
TG(17:1_22:2_22:4)+NH4,992.8640504,707.5972764,639.5346764,643.5659764
TG(15:1_22:6_24:0)+NH4,992.8640504,735.6285764,647.5972764,607.4720764
TG(20:3_20:4_21:0)+NH4,992.8641504,669.5816764,671.5973764,649.5190764
TG(20:2_20:5_21:0)+NH4,992.8641504,667.5660764,673.6129764,649.5190764
TG(19:0_20:5_22:2)+NH4,992.8641504,677.5503764,673.6129764,639.5347764
TG(19:0_20:4_22:3)+NH4,992.8641504,677.5503764,671.5973764,641.5503764
TG(19:0_20:3_22:4)+NH4,992.8641504,677.5503764,669.5816764,643.5660764
TG(19:0_20:2_22:5)+NH4,992.8641504,677.5503764,667.5660764,645.5816764
TG(19:0_20:1_22:6)+NH4,992.8641504,677.5503764,665.5503764,647.5973764
TG(18:1_21:0_22:6)+NH4,992.8641504,693.5816764,649.5190764,647.5973764
TG(18:2_20:5_23:0)+NH4,992.8641504,695.5973764,673.6129764,621.4877764
TG(18:2_21:0_22:5)+NH4,992.8641504,695.5973764,649.5190764,645.5816764
TG(18:3_18:4_25:0)+NH4,992.8641504,697.6129764,699.6286764,593.4564764
TG(18:3_20:4_23:0)+NH4,992.8641504,697.6129764,671.5973764,621.4877764
TG(18:3_21:0_22:4)+NH4,992.8641504,697.6129764,649.5190764,643.5660764
TG(18:4_20:3_23:0)+NH4,992.8641504,699.6286764,669.5816764,621.4877764
TG(18:4_21:0_22:3)+NH4,992.8641504,699.6286764,649.5190764,641.5503764
TG(17:0_22:1_22:6)+NH4,992.8641504,705.5816764,637.5190764,647.5973764
TG(17:0_22:2_22:5)+NH4,992.8641504,705.5816764,639.5347764,645.5816764
TG(17:0_22:3_22:4)+NH4,992.8641504,705.5816764,641.5503764,643.5660764
TG(17:1_20:5_24:1)+NH4,992.8641504,707.5973764,673.6129764,609.4877764
TG(17:1_22:1_22:5)+NH4,992.8641504,707.5973764,637.5190764,645.5816764
TG(17:1_22:3_22:3)+NH4,992.8641504,707.5973764,641.5503764,641.5503764
TG(17:2_20:5_24:0)+NH4,992.8641504,709.6129764,673.6129764,607.4721764
TG(17:2_20:4_24:1)+NH4,992.8641504,709.6129764,671.5973764,609.4877764
TG(17:2_22:0_22:5)+NH4,992.8641504,709.6129764,635.5034764,645.5816764
TG(17:2_22:1_22:4)+NH4,992.8641504,709.6129764,637.5190764,643.5660764
TG(17:2_22:2_22:3)+NH4,992.8641504,709.6129764,639.5347764,641.5503764
TG(16:1_22:6_23:0)+NH4,992.8641504,721.6129764,647.5973764,621.4877764
TG(15:0_22:6_24:1)+NH4,992.8641504,733.6129764,647.5973764,609.4877764
TG(15:1_22:5_24:1)+NH4,992.8641504,735.6286764,645.5816764,609.4877764
TG(14:1_22:6_25:0)+NH4,992.8641504,749.6442764,647.5973764,593.4564764
TG(20:0_20:0_20:0)+NH4,992.9579504,663.6285764,663.6285764,663.6285764
TG(18:0_18:0_24:0)+NH4,992.9579504,691.6598764,691.6598764,607.5659764
TG(18:0_20:0_22:0)+NH4,992.9579504,691.6598764,663.6285764,635.5972764
TG(16:0_18:0_26:0)+NH4,992.9579504,719.6911764,691.6598764,579.5346764
TG(16:0_20:0_24:0)+NH4,992.9579504,719.6911764,663.6285764,607.5659764
TG(16:0_22:0_22:0)+NH4,992.9579504,719.6911764,635.5972764,635.5972764
TG(14:0_20:0_26:0)+NH4,992.9579504,747.7224764,663.6285764,579.5346764
TG(14:0_22:0_24:0)+NH4,992.9579504,747.7224764,635.5972764,607.5659764
TG(12:0_22:0_26:0)+NH4,992.9579504,775.7537764,635.5972764,579.5346764
TG(12:0_24:0_24:0)+NH4,992.9579504,775.7537764,607.5659764,607.5659764
TG(10:0_24:0_26:0)+NH4,992.9579504,803.7850764,607.5659764,579.5346764
TG(26:0_26:0_8:0)+NH4,992.9579504,579.5346764,579.5346764,831.8163764
TG(19:0_19:0_22:0)+NH4,992.9580504,677.6442764,677.6442764,635.5973764
TG(19:0_20:0_21:0)+NH4,992.9580504,677.6442764,663.6286764,649.6129764
TG(18:0_19:0_23:0)+NH4,992.9580504,691.6599764,677.6442764,621.5816764
TG(18:0_21:0_21:0)+NH4,992.9580504,691.6599764,649.6129764,649.6129764
TG(17:0_17:0_26:0)+NH4,992.9580504,705.6755764,705.6755764,579.5347764
TG(17:0_18:0_25:0)+NH4,992.9580504,705.6755764,691.6599764,593.5503764
TG(17:0_19:0_24:0)+NH4,992.9580504,705.6755764,677.6442764,607.5660764
TG(17:0_20:0_23:0)+NH4,992.9580504,705.6755764,663.6286764,621.5816764
TG(17:0_21:0_22:0)+NH4,992.9580504,705.6755764,649.6129764,635.5973764
TG(16:0_19:0_25:0)+NH4,992.9580504,719.6912764,677.6442764,593.5503764
TG(16:0_21:0_23:0)+NH4,992.9580504,719.6912764,649.6129764,621.5816764
TG(15:0_19:0_26:0)+NH4,992.9580504,733.7068764,677.6442764,579.5347764
TG(15:0_20:0_25:0)+NH4,992.9580504,733.7068764,663.6286764,593.5503764
TG(15:0_21:0_24:0)+NH4,992.9580504,733.7068764,649.6129764,607.5660764
TG(15:0_22:0_23:0)+NH4,992.9580504,733.7068764,635.5973764,621.5816764
TG(14:0_21:0_25:0)+NH4,992.9580504,747.7225764,649.6129764,593.5503764
TG(14:0_23:0_23:0)+NH4,992.9580504,747.7225764,621.5816764,621.5816764
TG(13:0_21:0_26:0)+NH4,992.9580504,761.7381764,649.6129764,579.5347764
TG(13:0_22:0_25:0)+NH4,992.9580504,761.7381764,635.5973764,593.5503764
TG(13:0_23:0_24:0)+NH4,992.9580504,761.7381764,621.5816764,607.5660764
TG(12:0_23:0_25:0)+NH4,992.9580504,775.7538764,621.5816764,593.5503764
TG(10:0_25:0_25:0)+NH4,992.9580504,803.7851764,593.5503764,593.5503764
TG(20:4_20:4_22:5)+NH4,994.7858504,673.5190764,673.5190764,647.5033764
TG(20:3_20:4_22:6)+NH4,994.7858504,671.5033764,673.5190764,649.5190764
TG(20:4_20:5_22:4)+NH4,994.7858504,673.5190764,675.5346764,645.4877764
TG(20:2_20:5_22:6)+NH4,994.7858504,669.4877764,675.5346764,649.5190764
TG(18:1_22:6_22:6)+NH4,994.7858504,695.5033764,649.5190764,649.5190764
TG(18:2_22:5_22:6)+NH4,994.7858504,697.5190764,647.5033764,649.5190764
TG(18:3_22:4_22:6)+NH4,994.7858504,699.5346764,645.4877764,649.5190764
TG(18:4_22:3_22:6)+NH4,994.7858504,701.5503764,643.4720764,649.5190764
TG(18:4_22:4_22:5)+NH4,994.7858504,701.5503764,645.4877764,647.5033764
TG(20:5_20:5_22:3)+NH4,994.7859504,675.5347764,675.5347764,643.4721764
TG(20:3_20:5_22:5)+NH4,994.7859504,671.5034764,675.5347764,647.5034764
TG(18:3_22:5_22:5)+NH4,994.7859504,699.5347764,647.5034764,647.5034764
TG(20:2_20:4_21:0)+NH4,994.8797504,669.5816764,673.6129764,651.5346764
TG(19:0_20:4_22:2)+NH4,994.8797504,679.5659764,673.6129764,641.5503764
TG(19:0_20:2_22:4)+NH4,994.8797504,679.5659764,669.5816764,645.5816764
TG(19:0_20:0_22:6)+NH4,994.8797504,679.5659764,665.5503764,649.6129764
TG(18:0_21:0_22:6)+NH4,994.8797504,693.5816764,651.5346764,649.6129764
TG(18:2_20:4_23:0)+NH4,994.8797504,697.6129764,673.6129764,623.5033764
TG(18:2_21:0_22:4)+NH4,994.8797504,697.6129764,651.5346764,645.5816764
TG(18:2_18:4_25:0)+NH4,994.8797504,697.6129764,701.6442764,595.4720764
TG(18:4_20:2_23:0)+NH4,994.8797504,701.6442764,669.5816764,623.5033764
TG(18:4_21:0_22:2)+NH4,994.8797504,701.6442764,651.5346764,641.5503764
TG(17:2_18:4_26:0)+NH4,994.8797504,711.6285764,701.6442764,581.4564764
TG(17:0_22:0_22:6)+NH4,994.8797504,707.5972764,637.5190764,649.6129764
TG(17:0_22:2_22:4)+NH4,994.8797504,707.5972764,641.5503764,645.5816764
TG(17:1_20:5_24:0)+NH4,994.8797504,709.6129764,675.6285764,609.4877764
TG(17:1_20:4_24:1)+NH4,994.8797504,709.6129764,673.6129764,611.5033764
TG(17:1_22:0_22:5)+NH4,994.8797504,709.6129764,637.5190764,647.5972764
TG(17:1_22:1_22:4)+NH4,994.8797504,709.6129764,639.5346764,645.5816764
TG(17:1_22:2_22:3)+NH4,994.8797504,709.6129764,641.5503764,643.5659764
TG(17:2_20:4_24:0)+NH4,994.8797504,711.6285764,673.6129764,609.4877764
TG(17:2_22:0_22:4)+NH4,994.8797504,711.6285764,637.5190764,645.5816764
TG(17:2_22:2_22:2)+NH4,994.8797504,711.6285764,641.5503764,641.5503764
TG(16:0_22:6_23:0)+NH4,994.8797504,721.6129764,649.6129764,623.5033764
TG(15:1_20:5_26:0)+NH4,994.8797504,737.6442764,675.6285764,581.4564764
TG(15:0_22:6_24:0)+NH4,994.8797504,735.6285764,649.6129764,609.4877764
TG(15:1_22:5_24:0)+NH4,994.8797504,737.6442764,647.5972764,609.4877764
TG(15:1_22:4_24:1)+NH4,994.8797504,737.6442764,645.5816764,611.5033764
TG(14:0_22:6_25:0)+NH4,994.8797504,749.6442764,649.6129764,595.4720764
TG(13:0_22:6_26:0)+NH4,994.8797504,763.6598764,649.6129764,581.4564764
TG(20:3_20:3_21:0)+NH4,994.8798504,671.5973764,671.5973764,651.5347764
TG(20:1_20:5_21:0)+NH4,994.8798504,667.5660764,675.6286764,651.5347764
TG(19:0_20:5_22:1)+NH4,994.8798504,679.5660764,675.6286764,639.5347764
TG(19:0_20:3_22:3)+NH4,994.8798504,679.5660764,671.5973764,643.5660764
TG(19:0_20:1_22:5)+NH4,994.8798504,679.5660764,667.5660764,647.5973764
TG(18:1_20:5_23:0)+NH4,994.8798504,695.5973764,675.6286764,623.5034764
TG(18:1_21:0_22:5)+NH4,994.8798504,695.5973764,651.5347764,647.5973764
TG(18:3_18:3_25:0)+NH4,994.8798504,699.6286764,699.6286764,595.4721764
TG(18:3_20:3_23:0)+NH4,994.8798504,699.6286764,671.5973764,623.5034764
TG(18:3_21:0_22:3)+NH4,994.8798504,699.6286764,651.5347764,643.5660764
TG(17:0_20:5_24:1)+NH4,994.8798504,707.5973764,675.6286764,611.5034764
TG(17:0_22:1_22:5)+NH4,994.8798504,707.5973764,639.5347764,647.5973764
TG(17:0_22:3_22:3)+NH4,994.8798504,707.5973764,643.5660764,643.5660764
TG(17:2_20:3_24:1)+NH4,994.8798504,711.6286764,671.5973764,611.5034764
TG(17:2_22:1_22:3)+NH4,994.8798504,711.6286764,639.5347764,643.5660764
TG(16:1_20:5_25:0)+NH4,994.8798504,723.6286764,675.6286764,595.4721764
TG(16:1_22:5_23:0)+NH4,994.8798504,723.6286764,647.5973764,623.5034764
TG(15:0_22:5_24:1)+NH4,994.8798504,735.6286764,647.5973764,611.5034764
TG(14:1_22:5_25:0)+NH4,994.8798504,751.6599764,647.5973764,595.4721764
TG(20:4_20:4_22:4)+NH4,996.8014504,675.5346764,675.5346764,647.5033764
TG(20:2_20:4_22:6)+NH4,996.8014504,671.5033764,675.5346764,651.5346764
TG(18:0_22:6_22:6)+NH4,996.8014504,695.5033764,651.5346764,651.5346764
TG(18:2_22:4_22:6)+NH4,996.8014504,699.5346764,647.5033764,651.5346764
TG(18:4_22:2_22:6)+NH4,996.8014504,703.5659764,643.4720764,651.5346764
TG(18:4_22:4_22:4)+NH4,996.8014504,703.5659764,647.5033764,647.5033764
TG(20:3_20:3_22:6)+NH4,996.8015504,673.5190764,673.5190764,651.5347764
TG(20:3_20:4_22:5)+NH4,996.8015504,673.5190764,675.5347764,649.5190764
TG(20:5_20:5_22:2)+NH4,996.8015504,677.5503764,677.5503764,643.4721764
TG(20:4_20:5_22:3)+NH4,996.8015504,675.5347764,677.5503764,645.4877764
TG(20:3_20:5_22:4)+NH4,996.8015504,673.5190764,677.5503764,647.5034764
TG(20:2_20:5_22:5)+NH4,996.8015504,671.5034764,677.5503764,649.5190764
TG(20:1_20:5_22:6)+NH4,996.8015504,669.4877764,677.5503764,651.5347764
TG(18:1_22:5_22:6)+NH4,996.8015504,697.5190764,649.5190764,651.5347764
TG(18:2_22:5_22:5)+NH4,996.8015504,699.5347764,649.5190764,649.5190764
TG(18:3_22:3_22:6)+NH4,996.8015504,701.5503764,645.4877764,651.5347764
TG(18:3_22:4_22:5)+NH4,996.8015504,701.5503764,647.5034764,649.5190764
TG(18:4_22:3_22:5)+NH4,996.8015504,703.5660764,645.4877764,649.5190764
TG(17:1_18:4_26:0)+NH4,996.8953504,711.6285764,703.6598764,583.4720764
TG(17:1_20:4_24:0)+NH4,996.8953504,711.6285764,675.6285764,611.5033764
TG(17:1_22:0_22:4)+NH4,996.8953504,711.6285764,639.5346764,647.5972764
TG(17:1_22:2_22:2)+NH4,996.8953504,711.6285764,643.5659764,643.5659764
TG(15:1_20:4_26:0)+NH4,996.8953504,739.6598764,675.6285764,583.4720764
TG(15:1_22:4_24:0)+NH4,996.8953504,739.6598764,647.5972764,611.5033764
TG(20:2_20:3_21:0)+NH4,996.8954504,671.5973764,673.6129764,653.5503764
TG(20:1_20:4_21:0)+NH4,996.8954504,669.5816764,675.6286764,653.5503764
TG(20:0_20:5_21:0)+NH4,996.8954504,667.5660764,677.6442764,653.5503764
TG(19:0_20:5_22:0)+NH4,996.8954504,681.5816764,677.6442764,639.5347764
TG(19:0_20:4_22:1)+NH4,996.8954504,681.5816764,675.6286764,641.5503764
TG(19:0_20:3_22:2)+NH4,996.8954504,681.5816764,673.6129764,643.5660764
TG(19:0_20:2_22:3)+NH4,996.8954504,681.5816764,671.5973764,645.5816764
TG(19:0_20:1_22:4)+NH4,996.8954504,681.5816764,669.5816764,647.5973764
TG(19:0_20:0_22:5)+NH4,996.8954504,681.5816764,667.5660764,649.6129764
TG(18:0_20:5_23:0)+NH4,996.8954504,695.5973764,677.6442764,625.5190764
TG(18:0_21:0_22:5)+NH4,996.8954504,695.5973764,653.5503764,649.6129764
TG(18:1_20:4_23:0)+NH4,996.8954504,697.6129764,675.6286764,625.5190764
TG(18:1_21:0_22:4)+NH4,996.8954504,697.6129764,653.5503764,647.5973764
TG(18:2_18:3_25:0)+NH4,996.8954504,699.6286764,701.6442764,597.4877764
TG(18:2_20:3_23:0)+NH4,996.8954504,699.6286764,673.6129764,625.5190764
TG(18:2_21:0_22:3)+NH4,996.8954504,699.6286764,653.5503764,645.5816764
TG(18:1_18:4_25:0)+NH4,996.8954504,697.6129764,703.6599764,597.4877764
TG(18:3_20:2_23:0)+NH4,996.8954504,701.6442764,671.5973764,625.5190764
TG(18:3_21:0_22:2)+NH4,996.8954504,701.6442764,653.5503764,643.5660764
TG(18:4_19:0_24:1)+NH4,996.8954504,703.6599764,681.5816764,613.5190764
TG(18:4_20:1_23:0)+NH4,996.8954504,703.6599764,669.5816764,625.5190764
TG(18:4_21:0_22:1)+NH4,996.8954504,703.6599764,653.5503764,641.5503764
TG(17:0_20:5_24:0)+NH4,996.8954504,709.6129764,677.6442764,611.5034764
TG(17:0_20:4_24:1)+NH4,996.8954504,709.6129764,675.6286764,613.5190764
TG(17:2_18:3_26:0)+NH4,996.8954504,713.6442764,701.6442764,583.4721764
TG(17:0_22:0_22:5)+NH4,996.8954504,709.6129764,639.5347764,649.6129764
TG(17:0_22:1_22:4)+NH4,996.8954504,709.6129764,641.5503764,647.5973764
TG(17:0_22:2_22:3)+NH4,996.8954504,709.6129764,643.5660764,645.5816764
TG(17:1_20:3_24:1)+NH4,996.8954504,711.6286764,673.6129764,613.5190764
TG(17:1_22:1_22:3)+NH4,996.8954504,711.6286764,641.5503764,645.5816764
TG(17:2_20:3_24:0)+NH4,996.8954504,713.6442764,673.6129764,611.5034764
TG(17:2_20:2_24:1)+NH4,996.8954504,713.6442764,671.5973764,613.5190764
TG(17:2_22:0_22:3)+NH4,996.8954504,713.6442764,639.5347764,645.5816764
TG(17:2_22:1_22:2)+NH4,996.8954504,713.6442764,641.5503764,643.5660764
TG(16:0_20:5_25:0)+NH4,996.8954504,723.6286764,677.6442764,597.4877764
TG(16:0_22:5_23:0)+NH4,996.8954504,723.6286764,649.6129764,625.5190764
TG(16:1_20:4_25:0)+NH4,996.8954504,725.6442764,675.6286764,597.4877764
TG(16:1_22:4_23:0)+NH4,996.8954504,725.6442764,647.5973764,625.5190764
