MGDG,[M+H]+,SN1_acyl_loss,SN1-H2O,SN2_acyl_loss,SN2-H2O
MGDG(26:0_20:5)+H,917.70767,538.31393,520.30337,632.48597,614.47541
MGDG(26:0_21:0)+H,941.80152,562.40778,544.39722,632.48598,614.47542
MGDG(26:0_22:0)+H,955.81717,576.42343,558.41287,632.48599,614.47543
MGDG(26:0_22:1)+H,953.80152,574.40778,556.39722,632.48598,614.47542
MGDG(26:0_22:2)+H,951.78587,572.39213,554.38157,632.48597,614.47541
MGDG(26:0_22:4)+H,947.75457,568.36083,550.35027,632.48595,614.47539
MGDG(26:0_22:5)+H,945.73887,566.34513,548.33457,632.48589,614.47533
MGDG(26:0_22:6)+H,943.72327,564.32953,546.31897,632.48593,614.47537
MGDG(26:0_23:0)+H,969.83283,590.43909,572.42853,632.48601,614.47545
MGDG(26:0_24:0)+H,983.84847,604.45473,586.44417,632.48601,614.47545
MGDG(26:0_24:1)+H,981.83283,602.43909,584.42853,632.48601,614.47545
MGDG(26:0_24:4)+H,975.78587,596.39213,578.38157,632.48597,614.47541
MGDG(26:0_25:0)+H,997.86417,618.47043,600.45987,632.48607,614.47551
MGDG(26:0_26:0)+H,1011.87977,632.48603,614.47547,632.48603,614.47547
MGDG(26:0_26:1)+H,1009.86417,630.47043,612.45987,632.48607,614.47551
MGDG(26:0_26:2)+H,1007.84847,628.45473,610.44417,632.48601,614.47545
MGDG(26:1_2:0)+H,673.48853,296.11043,278.09987,630.47015,612.45959
MGDG(26:1_3:0)+H,687.50417,310.12607,292.11551,630.47015,612.45959
MGDG(26:1_4:0)+H,701.51987,324.14177,306.13121,630.47021,612.45965
MGDG(26:1_5:0)+H,715.53547,338.15737,320.14681,630.47017,612.45961
MGDG(26:1_6:0)+H,729.55107,352.17297,334.16241,630.47013,612.45957
MGDG(26:1_7:0)+H,743.56677,366.18867,348.17811,630.47019,612.45963
MGDG(26:1_8:0)+H,757.5824,380.2043,362.19374,630.47018,612.45962
MGDG(26:1_9:0)+H,771.59807,394.21997,376.20941,630.47021,612.45965
MGDG(26:1_10:0)+H,785.61372,408.23562,390.22506,630.47022,612.45966
MGDG(26:1_11:0)+H,799.62937,422.25127,404.24071,630.47023,612.45967
MGDG(26:1_12:0)+H,813.64503,436.26693,418.25637,630.47025,612.45969
MGDG(26:1_13:0)+H,827.66067,450.28257,432.27201,630.47025,612.45969
MGDG(26:1_14:0)+H,841.67634,464.29824,446.28768,630.47028,612.45972
MGDG(26:1_14:1)+H,839.66067,462.28257,444.27201,630.47025,612.45969
MGDG(26:1_15:0)+H,855.69197,478.31387,460.30331,630.47027,612.45971
MGDG(26:1_15:1)+H,853.67634,476.29824,458.28768,630.47028,612.45972
MGDG(26:1_16:0)+H,869.70767,492.32957,474.31901,630.47033,612.45977
MGDG(26:1_16:1)+H,867.69197,490.31387,472.30331,630.47027,612.45971
MGDG(26:1_17:0)+H,883.72327,506.34517,488.33461,630.47029,612.45973
MGDG(26:1_17:1)+H,881.70767,504.32957,486.31901,630.47033,612.45977
MGDG(26:1_17:2)+H,879.69197,502.31387,484.30331,630.47027,612.45971
MGDG(26:1_18:0)+H,897.73887,520.36077,502.35021,630.47025,612.45969
MGDG(26:1_18:1)+H,895.72327,518.34517,500.33461,630.47029,612.45973
MGDG(26:1_18:2)+H,893.70767,516.32957,498.31901,630.47033,612.45977
MGDG(26:1_18:3)+H,891.69197,514.31387,496.30331,630.47027,612.45971
MGDG(26:1_18:4)+H,889.67634,512.29824,494.28768,630.47028,612.45972
MGDG(26:1_19:0)+H,911.75457,534.37647,516.36591,630.47031,612.45975
MGDG(26:1_20:0)+H,925.77021,548.39211,530.38155,630.47031,612.45975
MGDG(26:1_20:1)+H,923.75457,546.37647,528.36591,630.47031,612.45975
MGDG(26:1_20:2)+H,921.73887,544.36077,526.35021,630.47025,612.45969
MGDG(26:1_20:3)+H,919.72327,542.34517,524.33461,630.47029,612.45973
MGDG(26:1_20:4)+H,917.70767,540.32957,522.31901,630.47033,612.45977
MGDG(26:1_20:5)+H,915.69197,538.31387,520.30331,630.47027,612.45971
MGDG(26:1_21:0)+H,939.78587,562.40777,544.39721,630.47033,612.45977
MGDG(26:1_22:0)+H,953.80152,576.42342,558.41286,630.47034,612.45978
MGDG(26:1_22:1)+H,951.78587,574.40777,556.39721,630.47033,612.45977
MGDG(26:1_22:2)+H,949.77021,572.39211,554.38155,630.47031,612.45975
MGDG(26:1_22:4)+H,945.73887,568.36077,550.35021,630.47025,612.45969
MGDG(26:1_22:5)+H,943.72327,566.34517,548.33461,630.47029,612.45973
MGDG(26:1_22:6)+H,941.70767,564.32957,546.31901,630.47033,612.45977
MGDG(26:1_23:0)+H,967.81717,590.43907,572.42851,630.47035,612.45979
MGDG(26:1_24:0)+H,981.83283,604.45473,586.44417,630.47037,612.45981
MGDG(26:1_24:1)+H,979.81717,602.43907,584.42851,630.47035,612.45979
MGDG(26:1_24:4)+H,973.77021,596.39211,578.38155,630.47031,612.45975
MGDG(26:1_25:0)+H,995.84847,618.47037,600.45981,630.47037,612.45981
MGDG(26:1_26:0)+H,1009.86417,632.48607,614.47551,630.47043,612.45987
MGDG(26:1_26:1)+H,1007.84847,630.47037,612.45981,630.47037,612.45981
MGDG(26:1_26:2)+H,1005.83283,628.45473,610.44417,630.47037,612.45981
MGDG(26:2_2:0)+H,671.47287,296.11041,278.09985,628.45449,610.44393
MGDG(26:2_3:0)+H,685.48853,310.12607,292.11551,628.45451,610.44395
MGDG(26:2_4:0)+H,699.50417,324.14171,306.13115,628.45451,610.44395
MGDG(26:2_5:0)+H,713.51987,338.15741,320.14685,628.45457,610.44401
MGDG(26:2_6:0)+H,727.53547,352.17301,334.16245,628.45453,610.44397
MGDG(26:2_7:0)+H,741.55107,366.18861,348.17805,628.45449,610.44393
MGDG(26:2_8:0)+H,755.56677,380.20431,362.19375,628.45455,610.44399
MGDG(26:2_9:0)+H,769.5824,394.21994,376.20938,628.45454,610.44398
MGDG(26:2_10:0)+H,783.59807,408.23561,390.22505,628.45457,610.44401
MGDG(26:2_11:0)+H,797.61372,422.25126,404.2407,628.45458,610.44402
MGDG(26:2_12:0)+H,811.62937,436.26691,418.25635,628.45459,610.44403
MGDG(26:2_13:0)+H,825.64503,450.28257,432.27201,628.45461,610.44405
MGDG(26:2_14:0)+H,839.66067,464.29821,446.28765,628.45461,610.44405
MGDG(26:2_14:1)+H,837.64503,462.28257,444.27201,628.45461,610.44405
MGDG(26:2_15:0)+H,853.67634,478.31388,460.30332,628.45464,610.44408
MGDG(26:2_15:1)+H,851.66067,476.29821,458.28765,628.45461,610.44405
MGDG(26:2_16:0)+H,867.69197,492.32951,474.31895,628.45463,610.44407
MGDG(26:2_16:1)+H,865.67634,490.31388,472.30332,628.45464,610.44408
MGDG(26:2_17:0)+H,881.70767,506.34521,488.33465,628.45469,610.44413
MGDG(26:2_17:1)+H,879.69197,504.32951,486.31895,628.45463,610.44407
MGDG(26:2_17:2)+H,877.67634,502.31388,484.30332,628.45464,610.44408
MGDG(26:2_18:0)+H,895.72327,520.36081,502.35025,628.45465,610.44409
MGDG(26:2_18:1)+H,893.70767,518.34521,500.33465,628.45469,610.44413
MGDG(26:2_18:2)+H,891.69197,516.32951,498.31895,628.45463,610.44407
MGDG(26:2_18:3)+H,889.67634,514.31388,496.30332,628.45464,610.44408
MGDG(26:2_18:4)+H,887.66067,512.29821,494.28765,628.45461,610.44405
MGDG(26:2_19:0)+H,909.73887,534.37641,516.36585,628.45461,610.44405
MGDG(26:2_20:0)+H,923.75457,548.39211,530.38155,628.45467,610.44411
MGDG(26:2_20:1)+H,921.73887,546.37641,528.36585,628.45461,610.44405
MGDG(26:2_20:2)+H,919.72327,544.36081,526.35025,628.45465,610.44409
MGDG(26:2_20:3)+H,917.70767,542.34521,524.33465,628.45469,610.44413
MGDG(26:2_20:4)+H,915.69197,540.32951,522.31895,628.45463,610.44407
MGDG(26:2_20:5)+H,913.67634,538.31388,520.30332,628.45464,610.44408
MGDG(26:2_21:0)+H,937.77021,562.40775,544.39719,628.45467,610.44411
MGDG(26:2_22:0)+H,951.78587,576.42341,558.41285,628.45469,610.44413
MGDG(26:2_22:1)+H,949.77021,574.40775,556.39719,628.45467,610.44411
MGDG(26:2_22:2)+H,947.75457,572.39211,554.38155,628.45467,610.44411
MGDG(26:2_22:4)+H,943.72327,568.36081,550.35025,628.45465,610.44409
MGDG(26:2_22:5)+H,941.70767,566.34521,548.33465,628.45469,610.44413
MGDG(26:2_22:6)+H,939.69197,564.32951,546.31895,628.45463,610.44407
MGDG(26:2_23:0)+H,965.80152,590.43906,572.4285,628.4547,610.44414
MGDG(26:2_24:0)+H,979.81717,604.45471,586.44415,628.45471,610.44415
MGDG(26:2_24:1)+H,977.80152,602.43906,584.4285,628.4547,610.44414
MGDG(26:2_24:4)+H,971.75457,596.39211,578.38155,628.45467,610.44411
MGDG(26:2_25:0)+H,993.83283,618.47037,600.45981,628.45473,610.44417
MGDG(26:2_26:0)+H,1007.84847,632.48601,614.47545,628.45473,610.44417
MGDG(26:2_26:1)+H,1005.83283,630.47037,612.45981,628.45473,610.44417
MGDG(26:2_26:2)+H,1003.81717,628.45471,610.44415,628.45471,610.44415
