MGDG,[M+H]+,SN1_acyl_loss,SN1-H2O,SN2_acyl_loss,SN2-H2O
MGDG(18:3_17:2)+H,763.53547,502.31377,484.30321,514.31377,496.30321
MGDG(18:3_18:0)+H,781.5824,520.3607,502.35014,514.31378,496.30322
MGDG(18:3_18:1)+H,779.56677,518.34507,500.33451,514.31379,496.30323
MGDG(18:3_18:2)+H,777.55107,516.32937,498.31881,514.31373,496.30317
MGDG(18:3_18:3)+H,775.53547,514.31377,496.30321,514.31377,496.30321
MGDG(18:3_18:4)+H,773.51987,512.29817,494.28761,514.31381,496.30325
MGDG(18:3_19:0)+H,795.59807,534.37637,516.36581,514.31381,496.30325
MGDG(18:3_20:0)+H,809.61372,548.39202,530.38146,514.31382,496.30326
MGDG(18:3_20:1)+H,807.59807,546.37637,528.36581,514.31381,496.30325
MGDG(18:3_20:2)+H,805.5824,544.3607,526.35014,514.31378,496.30322
MGDG(18:3_20:3)+H,803.56677,542.34507,524.33451,514.31379,496.30323
MGDG(18:3_20:4)+H,801.55107,540.32937,522.31881,514.31373,496.30317
MGDG(18:3_20:5)+H,799.53547,538.31377,520.30321,514.31377,496.30321
MGDG(18:3_21:0)+H,823.62937,562.40767,544.39711,514.31383,496.30327
MGDG(18:3_22:0)+H,837.64503,576.42333,558.41277,514.31385,496.30329
MGDG(18:3_22:1)+H,835.62937,574.40767,556.39711,514.31383,496.30327
MGDG(18:3_22:2)+H,833.61372,572.39202,554.38146,514.31382,496.30326
MGDG(18:3_22:4)+H,829.5824,568.3607,550.35014,514.31378,496.30322
MGDG(18:3_22:5)+H,827.56677,566.34507,548.33451,514.31379,496.30323
MGDG(18:3_22:6)+H,825.55107,564.32937,546.31881,514.31373,496.30317
MGDG(18:3_23:0)+H,851.66067,590.43897,572.42841,514.31385,496.30329
MGDG(18:3_24:0)+H,865.67634,604.45464,586.44408,514.31388,496.30332
MGDG(18:3_24:1)+H,863.66067,602.43897,584.42841,514.31385,496.30329
MGDG(18:3_24:4)+H,857.61372,596.39202,578.38146,514.31382,496.30326
MGDG(18:3_25:0)+H,879.69197,618.47027,600.45971,514.31387,496.30331
MGDG(18:3_26:0)+H,893.70767,632.48597,614.47541,514.31393,496.30337
MGDG(18:3_26:1)+H,891.69197,630.47027,612.45971,514.31387,496.30331
MGDG(18:3_26:2)+H,889.67634,628.45464,610.44408,514.31388,496.30332
MGDG(18:4_2:0)+H,555.31637,296.11031,278.09975,512.29799,494.28743
MGDG(18:4_3:0)+H,569.33204,310.12598,292.11542,512.29802,494.28746
MGDG(18:4_4:0)+H,583.34767,324.14161,306.13105,512.29801,494.28745
MGDG(18:4_5:0)+H,597.36327,338.15721,320.14665,512.29797,494.28741
MGDG(18:4_6:0)+H,611.37897,352.17291,334.16235,512.29803,494.28747
MGDG(18:4_7:0)+H,625.39457,366.18851,348.17795,512.29799,494.28743
MGDG(18:4_8:0)+H,639.41027,380.20421,362.19365,512.29805,494.28749
MGDG(18:4_9:0)+H,653.42591,394.21985,376.20929,512.29805,494.28749
MGDG(18:4_10:0)+H,667.44157,408.23551,390.22495,512.29807,494.28751
MGDG(18:4_11:0)+H,681.45722,422.25116,404.2406,512.29808,494.28752
MGDG(18:4_12:0)+H,695.47287,436.26681,418.25625,512.29809,494.28753
MGDG(18:4_13:0)+H,709.48853,450.28247,432.27191,512.29811,494.28755
MGDG(18:4_14:0)+H,723.50417,464.29811,446.28755,512.29811,494.28755
MGDG(18:4_14:1)+H,721.48853,462.28247,444.27191,512.29811,494.28755
MGDG(18:4_15:0)+H,737.51987,478.31381,460.30325,512.29817,494.28761
MGDG(18:4_15:1)+H,735.50417,476.29811,458.28755,512.29811,494.28755
MGDG(18:4_16:0)+H,751.53547,492.32941,474.31885,512.29813,494.28757
MGDG(18:4_16:1)+H,749.51987,490.31381,472.30325,512.29817,494.28761
MGDG(18:4_17:0)+H,765.55107,506.34501,488.33445,512.29809,494.28753
MGDG(18:4_17:1)+H,763.53547,504.32941,486.31885,512.29813,494.28757
MGDG(18:4_17:2)+H,761.51987,502.31381,484.30325,512.29817,494.28761
MGDG(18:4_18:0)+H,779.56677,520.36071,502.35015,512.29815,494.28759
MGDG(18:4_18:1)+H,777.55107,518.34501,500.33445,512.29809,494.28753
MGDG(18:4_18:2)+H,775.53547,516.32941,498.31885,512.29813,494.28757
MGDG(18:4_18:3)+H,773.51987,514.31381,496.30325,512.29817,494.28761
MGDG(18:4_18:4)+H,771.50417,512.29811,494.28755,512.29811,494.28755
MGDG(18:4_19:0)+H,793.5824,534.37634,516.36578,512.29814,494.28758
MGDG(18:4_20:0)+H,807.59807,548.39201,530.38145,512.29817,494.28761
MGDG(18:4_20:1)+H,805.5824,546.37634,528.36578,512.29814,494.28758
MGDG(18:4_20:2)+H,803.56677,544.36071,526.35015,512.29815,494.28759
MGDG(18:4_20:3)+H,801.55107,542.34501,524.33445,512.29809,494.28753
MGDG(18:4_20:4)+H,799.53547,540.32941,522.31885,512.29813,494.28757
MGDG(18:4_20:5)+H,797.51987,538.31381,520.30325,512.29817,494.28761
MGDG(18:4_21:0)+H,821.61372,562.40766,544.3971,512.29818,494.28762
MGDG(18:4_22:0)+H,835.62937,576.42331,558.41275,512.29819,494.28763
MGDG(18:4_22:1)+H,833.61372,574.40766,556.3971,512.29818,494.28762
MGDG(18:4_22:2)+H,831.59807,572.39201,554.38145,512.29817,494.28761
MGDG(18:4_22:4)+H,827.56677,568.36071,550.35015,512.29815,494.28759
MGDG(18:4_22:5)+H,825.55107,566.34501,548.33445,512.29809,494.28753
MGDG(18:4_22:6)+H,823.53547,564.32941,546.31885,512.29813,494.28757
MGDG(18:4_23:0)+H,849.64503,590.43897,572.42841,512.29821,494.28765
MGDG(18:4_24:0)+H,863.66067,604.45461,586.44405,512.29821,494.28765
MGDG(18:4_24:1)+H,861.64503,602.43897,584.42841,512.29821,494.28765
MGDG(18:4_24:4)+H,855.59807,596.39201,578.38145,512.29817,494.28761
MGDG(18:4_25:0)+H,877.67634,618.47028,600.45972,512.29824,494.28768
MGDG(18:4_26:0)+H,891.69197,632.48591,614.47535,512.29823,494.28767
MGDG(18:4_26:1)+H,889.67634,630.47028,612.45972,512.29824,494.28768
MGDG(18:4_26:2)+H,887.66067,628.45461,610.44405,512.29821,494.28765
MGDG(19:0_2:0)+H,577.39457,296.11031,278.09975,534.37619,516.36563
MGDG(19:0_3:0)+H,591.41027,310.12601,292.11545,534.37625,516.36569
MGDG(19:0_4:0)+H,605.42591,324.14165,306.13109,534.37625,516.36569
MGDG(19:0_5:0)+H,619.44157,338.15731,320.14675,534.37627,516.36571
MGDG(19:0_6:0)+H,633.45722,352.17296,334.1624,534.37628,516.36572
MGDG(19:0_7:0)+H,647.47287,366.18861,348.17805,534.37629,516.36573
MGDG(19:0_8:0)+H,661.48853,380.20427,362.19371,534.37631,516.36575
MGDG(19:0_9:0)+H,675.50417,394.21991,376.20935,534.37631,516.36575
MGDG(19:0_10:0)+H,689.51987,408.23561,390.22505,534.37637,516.36581
MGDG(19:0_11:0)+H,703.53547,422.25121,404.24065,534.37633,516.36577
MGDG(19:0_12:0)+H,717.55107,436.26681,418.25625,534.37629,516.36573
MGDG(19:0_13:0)+H,731.56677,450.28251,432.27195,534.37635,516.36579
MGDG(19:0_14:0)+H,745.5824,464.29814,446.28758,534.37634,516.36578
MGDG(19:0_14:1)+H,743.56677,462.28251,444.27195,534.37635,516.36579
MGDG(19:0_15:0)+H,759.59807,478.31381,460.30325,534.37637,516.36581
MGDG(19:0_15:1)+H,757.5824,476.29814,458.28758,534.37634,516.36578
MGDG(19:0_16:0)+H,773.61372,492.32946,474.3189,534.37638,516.36582
MGDG(19:0_16:1)+H,771.59807,490.31381,472.30325,534.37637,516.36581
MGDG(19:0_17:0)+H,787.62937,506.34511,488.33455,534.37639,516.36583
MGDG(19:0_17:1)+H,785.61372,504.32946,486.3189,534.37638,516.36582
MGDG(19:0_17:2)+H,783.59807,502.31381,484.30325,534.37637,516.36581
MGDG(19:0_18:0)+H,801.64503,520.36077,502.35021,534.37641,516.36585
MGDG(19:0_18:1)+H,799.62937,518.34511,500.33455,534.37639,516.36583
MGDG(19:0_18:2)+H,797.61372,516.32946,498.3189,534.37638,516.36582
MGDG(19:0_18:3)+H,795.59807,514.31381,496.30325,534.37637,516.36581
MGDG(19:0_18:4)+H,793.5824,512.29814,494.28758,534.37634,516.36578
MGDG(19:0_19:0)+H,815.66067,534.37641,516.36585,534.37641,516.36585
MGDG(19:0_20:0)+H,829.67634,548.39208,530.38152,534.37644,516.36588
MGDG(19:0_20:1)+H,827.66067,546.37641,528.36585,534.37641,516.36585
MGDG(19:0_20:2)+H,825.64503,544.36077,526.35021,534.37641,516.36585
MGDG(19:0_20:3)+H,823.62937,542.34511,524.33455,534.37639,516.36583
MGDG(19:0_20:4)+H,821.61372,540.32946,522.3189,534.37638,516.36582
MGDG(19:0_20:5)+H,819.59807,538.31381,520.30325,534.37637,516.36581
MGDG(19:0_21:0)+H,843.69197,562.40771,544.39715,534.37643,516.36587
MGDG(19:0_22:0)+H,857.70767,576.42341,558.41285,534.37649,516.36593
MGDG(19:0_22:1)+H,855.69197,574.40771,556.39715,534.37643,516.36587
MGDG(19:0_22:2)+H,853.67634,572.39208,554.38152,534.37644,516.36588
MGDG(19:0_22:4)+H,849.64503,568.36077,550.35021,534.37641,516.36585
MGDG(19:0_22:5)+H,847.62937,566.34511,548.33455,534.37639,516.36583
MGDG(19:0_22:6)+H,845.61372,564.32946,546.3189,534.37638,516.36582
MGDG(19:0_23:0)+H,871.72327,590.43901,572.42845,534.37645,516.36589
MGDG(19:0_24:0)+H,885.73887,604.45461,586.44405,534.37641,516.36585
MGDG(19:0_24:1)+H,883.72327,602.43901,584.42845,534.37645,516.36589
MGDG(19:0_24:4)+H,877.67634,596.39208,578.38152,534.37644,516.36588
MGDG(19:0_25:0)+H,899.75457,618.47031,600.45975,534.37647,516.36591
MGDG(19:0_26:0)+H,913.77021,632.48595,614.47539,534.37647,516.36591
MGDG(19:0_26:1)+H,911.75457,630.47031,612.45975,534.37647,516.36591
MGDG(19:0_26:2)+H,909.73887,628.45461,610.44405,534.37641,516.36585
MGDG(20:0_2:0)+H,591.41027,296.11037,278.09981,548.39189,530.38133
MGDG(20:0_3:0)+H,605.42591,310.12601,292.11545,548.39189,530.38133
MGDG(20:0_4:0)+H,619.44157,324.14167,306.13111,548.39191,530.38135
MGDG(20:0_5:0)+H,633.45722,338.15732,320.14676,548.39192,530.38136
MGDG(20:0_6:0)+H,647.47287,352.17297,334.16241,548.39193,530.38137
MGDG(20:0_7:0)+H,661.48853,366.18863,348.17807,548.39195,530.38139
MGDG(20:0_8:0)+H,675.50417,380.20427,362.19371,548.39195,530.38139
MGDG(20:0_9:0)+H,689.51987,394.21997,376.20941,548.39201,530.38145
MGDG(20:0_10:0)+H,703.53547,408.23557,390.22501,548.39197,530.38141
MGDG(20:0_11:0)+H,717.55107,422.25117,404.24061,548.39193,530.38137
MGDG(20:0_12:0)+H,731.56677,436.26687,418.25631,548.39199,530.38143
MGDG(20:0_13:0)+H,745.5824,450.2825,432.27194,548.39198,530.38142
MGDG(20:0_14:0)+H,759.59807,464.29817,446.28761,548.39201,530.38145
MGDG(20:0_14:1)+H,757.5824,462.2825,444.27194,548.39198,530.38142
MGDG(20:0_15:0)+H,773.61372,478.31382,460.30326,548.39202,530.38146
MGDG(20:0_15:1)+H,771.59807,476.29817,458.28761,548.39201,530.38145
MGDG(20:0_16:0)+H,787.62937,492.32947,474.31891,548.39203,530.38147
MGDG(20:0_16:1)+H,785.61372,490.31382,472.30326,548.39202,530.38146
MGDG(20:0_17:0)+H,801.64503,506.34513,488.33457,548.39205,530.38149
MGDG(20:0_17:1)+H,799.62937,504.32947,486.31891,548.39203,530.38147
MGDG(20:0_17:2)+H,797.61372,502.31382,484.30326,548.39202,530.38146
MGDG(20:0_18:0)+H,815.66067,520.36077,502.35021,548.39205,530.38149
MGDG(20:0_18:1)+H,813.64503,518.34513,500.33457,548.39205,530.38149
MGDG(20:0_18:2)+H,811.62937,516.32947,498.31891,548.39203,530.38147
MGDG(20:0_18:3)+H,809.61372,514.31382,496.30326,548.39202,530.38146
MGDG(20:0_18:4)+H,807.59807,512.29817,494.28761,548.39201,530.38145
MGDG(20:0_19:0)+H,829.67634,534.37644,516.36588,548.39208,530.38152
MGDG(20:0_20:0)+H,843.69197,548.39207,530.38151,548.39207,530.38151
MGDG(20:0_20:1)+H,841.67634,546.37644,528.36588,548.39208,530.38152
MGDG(20:0_20:2)+H,839.66067,544.36077,526.35021,548.39205,530.38149
MGDG(20:0_20:3)+H,837.64503,542.34513,524.33457,548.39205,530.38149
MGDG(20:0_20:4)+H,835.62937,540.32947,522.31891,548.39203,530.38147
MGDG(20:0_20:5)+H,833.61372,538.31382,520.30326,548.39202,530.38146
MGDG(20:0_21:0)+H,857.70767,562.40777,544.39721,548.39213,530.38157
MGDG(20:0_22:0)+H,871.72327,576.42337,558.41281,548.39209,530.38153
MGDG(20:0_22:1)+H,869.70767,574.40777,556.39721,548.39213,530.38157
MGDG(20:0_22:2)+H,867.69197,572.39207,554.38151,548.39207,530.38151
MGDG(20:0_22:4)+H,863.66067,568.36077,550.35021,548.39205,530.38149
MGDG(20:0_22:5)+H,861.64503,566.34513,548.33457,548.39205,530.38149
MGDG(20:0_22:6)+H,859.62937,564.32947,546.31891,548.39203,530.38147
MGDG(20:0_23:0)+H,885.73887,590.43897,572.42841,548.39205,530.38149
MGDG(20:0_24:0)+H,899.75457,604.45467,586.44411,548.39211,530.38155
MGDG(20:0_24:1)+H,897.73887,602.43897,584.42841,548.39205,530.38149
MGDG(20:0_24:4)+H,891.69197,596.39207,578.38151,548.39207,530.38151
MGDG(20:0_25:0)+H,913.77021,618.47031,600.45975,548.39211,530.38155
MGDG(20:0_26:0)+H,927.78587,632.48597,614.47541,548.39213,530.38157
MGDG(20:0_26:1)+H,925.77021,630.47031,612.45975,548.39211,530.38155
MGDG(20:0_26:2)+H,923.75457,628.45467,610.44411,548.39211,530.38155
MGDG(20:1_2:0)+H,589.39457,296.11031,278.09975,546.37619,528.36563
MGDG(20:1_3:0)+H,603.41027,310.12601,292.11545,546.37625,528.36569
MGDG(20:1_4:0)+H,617.42591,324.14165,306.13109,546.37625,528.36569
MGDG(20:1_5:0)+H,631.44157,338.15731,320.14675,546.37627,528.36571
MGDG(20:1_6:0)+H,645.45722,352.17296,334.1624,546.37628,528.36572
MGDG(20:1_7:0)+H,659.47287,366.18861,348.17805,546.37629,528.36573
MGDG(20:1_8:0)+H,673.48853,380.20427,362.19371,546.37631,528.36575
MGDG(20:1_9:0)+H,687.50417,394.21991,376.20935,546.37631,528.36575
MGDG(20:1_10:0)+H,701.51987,408.23561,390.22505,546.37637,528.36581
MGDG(20:1_11:0)+H,715.53547,422.25121,404.24065,546.37633,528.36577
MGDG(20:1_12:0)+H,729.55107,436.26681,418.25625,546.37629,528.36573
MGDG(20:1_13:0)+H,743.56677,450.28251,432.27195,546.37635,528.36579
MGDG(20:1_14:0)+H,757.5824,464.29814,446.28758,546.37634,528.36578
MGDG(20:1_14:1)+H,755.56677,462.28251,444.27195,546.37635,528.36579
MGDG(20:1_15:0)+H,771.59807,478.31381,460.30325,546.37637,528.36581
MGDG(20:1_15:1)+H,769.5824,476.29814,458.28758,546.37634,528.36578
MGDG(20:1_16:0)+H,785.61372,492.32946,474.3189,546.37638,528.36582
MGDG(20:1_16:1)+H,783.59807,490.31381,472.30325,546.37637,528.36581
MGDG(20:1_17:0)+H,799.62937,506.34511,488.33455,546.37639,528.36583
MGDG(20:1_17:1)+H,797.61372,504.32946,486.3189,546.37638,528.36582
MGDG(20:1_17:2)+H,795.59807,502.31381,484.30325,546.37637,528.36581
MGDG(20:1_18:0)+H,813.64503,520.36077,502.35021,546.37641,528.36585
MGDG(20:1_18:1)+H,811.62937,518.34511,500.33455,546.37639,528.36583
MGDG(20:1_18:2)+H,809.61372,516.32946,498.3189,546.37638,528.36582
MGDG(20:1_18:3)+H,807.59807,514.31381,496.30325,546.37637,528.36581
MGDG(20:1_18:4)+H,805.5824,512.29814,494.28758,546.37634,528.36578
MGDG(20:1_19:0)+H,827.66067,534.37641,516.36585,546.37641,528.36585
MGDG(20:1_20:0)+H,841.67634,548.39208,530.38152,546.37644,528.36588
MGDG(20:1_20:1)+H,839.66067,546.37641,528.36585,546.37641,528.36585
MGDG(20:1_20:2)+H,837.64503,544.36077,526.35021,546.37641,528.36585
MGDG(20:1_20:3)+H,835.62937,542.34511,524.33455,546.37639,528.36583
MGDG(20:1_20:4)+H,833.61372,540.32946,522.3189,546.37638,528.36582
MGDG(20:1_20:5)+H,831.59807,538.31381,520.30325,546.37637,528.36581
MGDG(20:1_21:0)+H,855.69197,562.40771,544.39715,546.37643,528.36587
MGDG(20:1_22:0)+H,869.70767,576.42341,558.41285,546.37649,528.36593
MGDG(20:1_22:1)+H,867.69197,574.40771,556.39715,546.37643,528.36587
MGDG(20:1_22:2)+H,865.67634,572.39208,554.38152,546.37644,528.36588
MGDG(20:1_22:4)+H,861.64503,568.36077,550.35021,546.37641,528.36585
MGDG(20:1_22:5)+H,859.62937,566.34511,548.33455,546.37639,528.36583
MGDG(20:1_22:6)+H,857.61372,564.32946,546.3189,546.37638,528.36582
MGDG(20:1_23:0)+H,883.72327,590.43901,572.42845,546.37645,528.36589
MGDG(20:1_24:0)+H,897.73887,604.45461,586.44405,546.37641,528.36585
MGDG(20:1_24:1)+H,895.72327,602.43901,584.42845,546.37645,528.36589
MGDG(20:1_24:4)+H,889.67634,596.39208,578.38152,546.37644,528.36588
MGDG(20:1_25:0)+H,911.75457,618.47031,600.45975,546.37647,528.36591
MGDG(20:1_26:0)+H,925.77021,632.48595,614.47539,546.37647,528.36591
MGDG(20:1_26:1)+H,923.75457,630.47031,612.45975,546.37647,528.36591
MGDG(20:1_26:2)+H,921.73887,628.45461,610.44405,546.37641,528.36585
MGDG(20:2_2:0)+H,587.37897,296.11035,278.09979,544.36059,526.35003
MGDG(20:2_3:0)+H,601.39457,310.12595,292.11539,544.36055,526.34999
MGDG(20:2_4:0)+H,615.41027,324.14165,306.13109,544.36061,526.35005
MGDG(20:2_5:0)+H,629.42591,338.15729,320.14673,544.36061,526.35005
MGDG(20:2_6:0)+H,643.44157,352.17295,334.16239,544.36063,526.35007
MGDG(20:2_7:0)+H,657.45722,366.1886,348.17804,544.36064,526.35008
MGDG(20:2_8:0)+H,671.47287,380.20425,362.19369,544.36065,526.35009
MGDG(20:2_9:0)+H,685.48853,394.21991,376.20935,544.36067,526.35011
MGDG(20:2_10:0)+H,699.50417,408.23555,390.22499,544.36067,526.35011
MGDG(20:2_11:0)+H,713.51987,422.25125,404.24069,544.36073,526.35017
MGDG(20:2_12:0)+H,727.53547,436.26685,418.25629,544.36069,526.35013
MGDG(20:2_13:0)+H,741.55107,450.28245,432.27189,544.36065,526.35009
MGDG(20:2_14:0)+H,755.56677,464.29815,446.28759,544.36071,526.35015
MGDG(20:2_14:1)+H,753.55107,462.28245,444.27189,544.36065,526.35009
MGDG(20:2_15:0)+H,769.5824,478.31378,460.30322,544.3607,526.35014
MGDG(20:2_15:1)+H,767.56677,476.29815,458.28759,544.36071,526.35015
MGDG(20:2_16:0)+H,783.59807,492.32945,474.31889,544.36073,526.35017
MGDG(20:2_16:1)+H,781.5824,490.31378,472.30322,544.3607,526.35014
MGDG(20:2_17:0)+H,797.61372,506.3451,488.33454,544.36074,526.35018
MGDG(20:2_17:1)+H,795.59807,504.32945,486.31889,544.36073,526.35017
MGDG(20:2_17:2)+H,793.5824,502.31378,484.30322,544.3607,526.35014
MGDG(20:2_18:0)+H,811.62937,520.36075,502.35019,544.36075,526.35019
MGDG(20:2_18:1)+H,809.61372,518.3451,500.33454,544.36074,526.35018
MGDG(20:2_18:2)+H,807.59807,516.32945,498.31889,544.36073,526.35017
MGDG(20:2_18:3)+H,805.5824,514.31378,496.30322,544.3607,526.35014
MGDG(20:2_18:4)+H,803.56677,512.29815,494.28759,544.36071,526.35015
MGDG(20:2_19:0)+H,825.64503,534.37641,516.36585,544.36077,526.35021
MGDG(20:2_20:0)+H,839.66067,548.39205,530.38149,544.36077,526.35021
MGDG(20:2_20:1)+H,837.64503,546.37641,528.36585,544.36077,526.35021
MGDG(20:2_20:2)+H,835.62937,544.36075,526.35019,544.36075,526.35019
MGDG(20:2_20:3)+H,833.61372,542.3451,524.33454,544.36074,526.35018
MGDG(20:2_20:4)+H,831.59807,540.32945,522.31889,544.36073,526.35017
MGDG(20:2_20:5)+H,829.5824,538.31378,520.30322,544.3607,526.35014
MGDG(20:2_21:0)+H,853.67634,562.40772,544.39716,544.3608,526.35024
MGDG(20:2_22:0)+H,867.69197,576.42335,558.41279,544.36079,526.35023
MGDG(20:2_22:1)+H,865.67634,574.40772,556.39716,544.3608,526.35024
MGDG(20:2_22:2)+H,863.66067,572.39205,554.38149,544.36077,526.35021
MGDG(20:2_22:4)+H,859.62937,568.36075,550.35019,544.36075,526.35019
MGDG(20:2_22:5)+H,857.61372,566.3451,548.33454,544.36074,526.35018
MGDG(20:2_22:6)+H,855.59807,564.32945,546.31889,544.36073,526.35017
MGDG(20:2_23:0)+H,881.70767,590.43905,572.42849,544.36085,526.35029
MGDG(20:2_24:0)+H,895.72327,604.45465,586.44409,544.36081,526.35025
MGDG(20:2_24:1)+H,893.70767,602.43905,584.42849,544.36085,526.35029
MGDG(20:2_24:4)+H,887.66067,596.39205,578.38149,544.36077,526.35021
MGDG(20:2_25:0)+H,909.73887,618.47025,600.45969,544.36077,526.35021
MGDG(20:2_26:0)+H,923.75457,632.48595,614.47539,544.36083,526.35027
MGDG(20:2_26:1)+H,921.73887,630.47025,612.45969,544.36077,526.35021
MGDG(20:2_26:2)+H,919.72327,628.45465,610.44409,544.36081,526.35025
MGDG(20:3_2:0)+H,585.36327,296.11029,278.09973,542.34489,524.33433
MGDG(20:3_3:0)+H,599.37897,310.12599,292.11543,542.34495,524.33439
MGDG(20:3_4:0)+H,613.39457,324.14159,306.13103,542.34491,524.33435
MGDG(20:3_5:0)+H,627.41027,338.15729,320.14673,542.34497,524.33441
MGDG(20:3_6:0)+H,641.42591,352.17293,334.16237,542.34497,524.33441
MGDG(20:3_7:0)+H,655.44157,366.18859,348.17803,542.34499,524.33443
MGDG(20:3_8:0)+H,669.45722,380.20424,362.19368,542.345,524.33444
MGDG(20:3_9:0)+H,683.47287,394.21989,376.20933,542.34501,524.33445
MGDG(20:3_10:0)+H,697.48853,408.23555,390.22499,542.34503,524.33447
MGDG(20:3_11:0)+H,711.50417,422.25119,404.24063,542.34503,524.33447
MGDG(20:3_12:0)+H,725.51987,436.26689,418.25633,542.34509,524.33453
MGDG(20:3_13:0)+H,739.53547,450.28249,432.27193,542.34505,524.33449
MGDG(20:3_14:0)+H,753.55107,464.29809,446.28753,542.34501,524.33445
MGDG(20:3_14:1)+H,751.53547,462.28249,444.27193,542.34505,524.33449
MGDG(20:3_15:0)+H,767.56677,478.31379,460.30323,542.34507,524.33451
MGDG(20:3_15:1)+H,765.55107,476.29809,458.28753,542.34501,524.33445
MGDG(20:3_16:0)+H,781.5824,492.32942,474.31886,542.34506,524.3345
MGDG(20:3_16:1)+H,779.56677,490.31379,472.30323,542.34507,524.33451
MGDG(20:3_17:0)+H,795.59807,506.34509,488.33453,542.34509,524.33453
MGDG(20:3_17:1)+H,793.5824,504.32942,486.31886,542.34506,524.3345
MGDG(20:3_17:2)+H,791.56677,502.31379,484.30323,542.34507,524.33451
MGDG(20:3_18:0)+H,809.61372,520.36074,502.35018,542.3451,524.33454
MGDG(20:3_18:1)+H,807.59807,518.34509,500.33453,542.34509,524.33453
MGDG(20:3_18:2)+H,805.5824,516.32942,498.31886,542.34506,524.3345
MGDG(20:3_18:3)+H,803.56677,514.31379,496.30323,542.34507,524.33451
MGDG(20:3_18:4)+H,801.55107,512.29809,494.28753,542.34501,524.33445
MGDG(20:3_19:0)+H,823.62937,534.37639,516.36583,542.34511,524.33455
MGDG(20:3_20:0)+H,837.64503,548.39205,530.38149,542.34513,524.33457
MGDG(20:3_20:1)+H,835.62937,546.37639,528.36583,542.34511,524.33455
MGDG(20:3_20:2)+H,833.61372,544.36074,526.35018,542.3451,524.33454
MGDG(20:3_20:3)+H,831.59807,542.34509,524.33453,542.34509,524.33453
MGDG(20:3_20:4)+H,829.5824,540.32942,522.31886,542.34506,524.3345
MGDG(20:3_20:5)+H,827.56677,538.31379,520.30323,542.34507,524.33451
MGDG(20:3_21:0)+H,851.66067,562.40769,544.39713,542.34513,524.33457
MGDG(20:3_22:0)+H,865.67634,576.42336,558.4128,542.34516,524.3346
MGDG(20:3_22:1)+H,863.66067,574.40769,556.39713,542.34513,524.33457
MGDG(20:3_22:2)+H,861.64503,572.39205,554.38149,542.34513,524.33457
MGDG(20:3_22:4)+H,857.61372,568.36074,550.35018,542.3451,524.33454
MGDG(20:3_22:5)+H,855.59807,566.34509,548.33453,542.34509,524.33453
MGDG(20:3_22:6)+H,853.5824,564.32942,546.31886,542.34506,524.3345
MGDG(20:3_23:0)+H,879.69197,590.43899,572.42843,542.34515,524.33459
MGDG(20:3_24:0)+H,893.70767,604.45469,586.44413,542.34521,524.33465
MGDG(20:3_24:1)+H,891.69197,602.43899,584.42843,542.34515,524.33459
MGDG(20:3_24:4)+H,885.64503,596.39205,578.38149,542.34513,524.33457
MGDG(20:3_25:0)+H,907.72327,618.47029,600.45973,542.34517,524.33461
MGDG(20:3_26:0)+H,921.73887,632.48589,614.47533,542.34513,524.33457
MGDG(20:3_26:1)+H,919.72327,630.47029,612.45973,542.34517,524.33461
MGDG(20:3_26:2)+H,917.70767,628.45469,610.44413,542.34521,524.33465
MGDG(20:4_2:0)+H,583.34767,296.11033,278.09977,540.32929,522.31873
MGDG(20:4_3:0)+H,597.36327,310.12593,292.11537,540.32925,522.31869
MGDG(20:4_4:0)+H,611.37897,324.14163,306.13107,540.32931,522.31875
MGDG(20:4_5:0)+H,625.39457,338.15723,320.14667,540.32927,522.31871
MGDG(20:4_6:0)+H,639.41027,352.17293,334.16237,540.32933,522.31877
MGDG(20:4_7:0)+H,653.42591,366.18857,348.17801,540.32933,522.31877
MGDG(20:4_8:0)+H,667.44157,380.20423,362.19367,540.32935,522.31879
MGDG(20:4_9:0)+H,681.45722,394.21988,376.20932,540.32936,522.3188
MGDG(20:4_10:0)+H,695.47287,408.23553,390.22497,540.32937,522.31881
MGDG(20:4_11:0)+H,709.48853,422.25119,404.24063,540.32939,522.31883
MGDG(20:4_12:0)+H,723.50417,436.26683,418.25627,540.32939,522.31883
MGDG(20:4_13:0)+H,737.51987,450.28253,432.27197,540.32945,522.31889
MGDG(20:4_14:0)+H,751.53547,464.29813,446.28757,540.32941,522.31885
MGDG(20:4_14:1)+H,749.51987,462.28253,444.27197,540.32945,522.31889
MGDG(20:4_15:0)+H,765.55107,478.31373,460.30317,540.32937,522.31881
MGDG(20:4_15:1)+H,763.53547,476.29813,458.28757,540.32941,522.31885
MGDG(20:4_16:0)+H,779.56677,492.32943,474.31887,540.32943,522.31887
MGDG(20:4_16:1)+H,777.55107,490.31373,472.30317,540.32937,522.31881
MGDG(20:4_17:0)+H,793.5824,506.34506,488.3345,540.32942,522.31886
MGDG(20:4_17:1)+H,791.56677,504.32943,486.31887,540.32943,522.31887
MGDG(20:4_17:2)+H,789.55107,502.31373,484.30317,540.32937,522.31881
MGDG(20:4_18:0)+H,807.59807,520.36073,502.35017,540.32945,522.31889
MGDG(20:4_18:1)+H,805.5824,518.34506,500.3345,540.32942,522.31886
MGDG(20:4_18:2)+H,803.56677,516.32943,498.31887,540.32943,522.31887
