Cer-BS,[M-H]-,[M-H2O-H]-,[Sph+C2H2O-H]-,[Sph+C-H]-,[Sph-H5NO-H]-,[Sph-C2H7NO-H]-
Cer-BS(d27:3/33:1)-H,910.8591,892.8486,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/34:0)-H,926.8904,908.8799,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/34:1)-H,924.8748,906.8642,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/34:2)-H,922.8591,904.8486,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/35:0)-H,940.9061,922.8955,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/35:1)-H,938.8904,920.8799,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/36:0)-H,954.9218,936.9112,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/36:1)-H,952.9061,934.8955,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/36:2)-H,950.8904,932.8799,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/38:0)-H,982.9531,964.9424,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/38:1)-H,980.9374,962.9268,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/38:2)-H,978.9218,960.9112,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/40:0)-H,1010.984,992.9738,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/40:1)-H,1008.969,990.9581,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/40:2)-H,1006.953,988.9424,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/42:0)-H,1039.016,1021.005,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/42:1)-H,1037,1018.989,462.3953,432.3847,385.3476,359.3319
Cer-BS(d27:3/42:2)-H,1034.984,1016.974,462.3953,432.3847,385.3476,359.3319
Cer-BS(d28:1/12:0)-H,636.5931,618.5825,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/12:1)-H,634.5775,616.5669,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/13:0)-H,650.6088,632.5981,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/13:1)-H,648.5931,630.5825,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/14:0)-H,664.6244,646.6138,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/14:1)-H,662.6088,644.5981,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/15:0)-H,678.64,660.6295,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/15:1)-H,676.6244,658.6138,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/16:0)-H,692.6557,674.6451,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/16:1)-H,690.64,672.6295,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/16:2)-H,688.6244,670.6138,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/17:0)-H,706.6713,688.6608,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/18:0)-H,720.687,702.6764,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/18:1)-H,718.6713,700.6608,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/18:2)-H,716.6557,698.6451,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/19:0)-H,734.7026,716.6921,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/19:1)-H,732.687,714.6764,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/20:0)-H,748.7183,730.7077,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/20:1)-H,746.7026,728.6921,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/20:2)-H,744.687,726.6764,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/21:0)-H,762.7339,744.7234,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/21:1)-H,760.7183,742.7077,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/22:0)-H,776.7496,758.739,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/22:1)-H,774.7339,756.7234,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/22:2)-H,772.7183,754.7077,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/23:0)-H,790.7653,772.7547,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/23:1)-H,788.7496,770.739,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/24:0)-H,804.7809,786.7703,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/24:1)-H,802.7653,784.7547,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/24:2)-H,800.7496,782.739,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/25:0)-H,818.7966,800.7859,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/25:1)-H,816.7809,798.7703,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/26:0)-H,832.8122,814.8016,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/26:1)-H,830.7966,812.7859,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/26:2)-H,828.7809,810.7703,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/27:0)-H,846.8278,828.8173,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/27:1)-H,844.8122,826.8016,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/28:0)-H,860.8435,842.8329,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/28:1)-H,858.8278,840.8173,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/28:2)-H,856.8122,838.8016,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/29:0)-H,874.8591,856.8486,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/29:1)-H,872.8435,854.8329,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/30:0)-H,888.8748,870.8642,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/30:1)-H,886.8591,868.8486,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/30:2)-H,884.8435,866.8329,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/31:0)-H,902.8904,884.8799,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/31:1)-H,900.8748,882.8642,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/32:0)-H,916.9061,898.8955,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/32:1)-H,914.8904,896.8799,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/32:2)-H,912.8748,894.8642,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/33:0)-H,930.9218,912.9112,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/33:1)-H,928.9061,910.8955,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/34:0)-H,944.9374,926.9268,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/34:1)-H,942.9218,924.9112,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/34:2)-H,940.9061,922.8955,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/35:0)-H,958.9531,940.9424,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/35:1)-H,956.9374,938.9268,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/36:0)-H,972.9687,954.9581,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/36:1)-H,970.9531,952.9424,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/36:2)-H,968.9374,950.9268,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/38:0)-H,1001,982.9894,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/38:1)-H,998.9843,980.9738,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/38:2)-H,996.9687,978.9581,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/40:0)-H,1029.031,1011.021,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/40:1)-H,1027.016,1009.005,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/40:2)-H,1025,1006.989,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/42:0)-H,1057.063,1039.052,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/42:1)-H,1055.047,1037.036,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:1/42:2)-H,1053.031,1035.021,480.4422,450.4317,403.3945,377.3789
Cer-BS(d28:2/12:0)-H,634.5775,616.5669,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/12:1)-H,632.5618,614.5512,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/13:0)-H,648.5931,630.5825,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/13:1)-H,646.5775,628.5669,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/14:0)-H,662.6088,644.5981,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/14:1)-H,660.5931,642.5825,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/15:0)-H,676.6244,658.6138,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/15:1)-H,674.6088,656.5981,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/16:0)-H,690.64,672.6295,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/16:1)-H,688.6244,670.6138,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/16:2)-H,686.6088,668.5981,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/17:0)-H,704.6557,686.6451,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/18:0)-H,718.6713,700.6608,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/18:1)-H,716.6557,698.6451,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/18:2)-H,714.64,696.6295,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/19:0)-H,732.687,714.6764,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/19:1)-H,730.6713,712.6608,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/20:0)-H,746.7026,728.6921,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/20:1)-H,744.687,726.6764,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/20:2)-H,742.6713,724.6608,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/21:0)-H,760.7183,742.7077,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/21:1)-H,758.7026,740.6921,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/22:0)-H,774.7339,756.7234,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/22:1)-H,772.7183,754.7077,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/22:2)-H,770.7026,752.6921,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/23:0)-H,788.7496,770.739,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/23:1)-H,786.7339,768.7234,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/24:0)-H,802.7653,784.7547,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/24:1)-H,800.7496,782.739,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/24:2)-H,798.7339,780.7234,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/25:0)-H,816.7809,798.7703,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/25:1)-H,814.7653,796.7547,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/26:0)-H,830.7966,812.7859,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/26:1)-H,828.7809,810.7703,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/26:2)-H,826.7653,808.7547,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/27:0)-H,844.8122,826.8016,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/27:1)-H,842.7966,824.7859,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/28:0)-H,858.8278,840.8173,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/28:1)-H,856.8122,838.8016,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/28:2)-H,854.7966,836.7859,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/29:0)-H,872.8435,854.8329,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/29:1)-H,870.8278,852.8173,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/30:0)-H,886.8591,868.8486,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/30:1)-H,884.8435,866.8329,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/30:2)-H,882.8278,864.8173,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/31:0)-H,900.8748,882.8642,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/31:1)-H,898.8591,880.8486,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/32:0)-H,914.8904,896.8799,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/32:1)-H,912.8748,894.8642,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/32:2)-H,910.8591,892.8486,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/33:0)-H,928.9061,910.8955,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/33:1)-H,926.8904,908.8799,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/34:0)-H,942.9218,924.9112,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/34:1)-H,940.9061,922.8955,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/34:2)-H,938.8904,920.8799,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/35:0)-H,956.9374,938.9268,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/35:1)-H,954.9218,936.9112,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/36:0)-H,970.9531,952.9424,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/36:1)-H,968.9374,950.9268,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/36:2)-H,966.9218,948.9112,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/38:0)-H,998.9843,980.9738,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/38:1)-H,996.9687,978.9581,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/38:2)-H,994.9531,976.9424,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/40:0)-H,1027.016,1009.005,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/40:1)-H,1025,1006.989,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/40:2)-H,1022.984,1004.974,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/42:0)-H,1055.047,1037.036,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/42:1)-H,1053.031,1035.021,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:2/42:2)-H,1051.016,1033.005,478.4266,448.416,401.3789,375.3633
Cer-BS(d28:3/12:0)-H,632.5618,614.5512,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/12:1)-H,630.5461,612.5356,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/13:0)-H,646.5775,628.5669,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/13:1)-H,644.5618,626.5512,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/14:0)-H,660.5931,642.5825,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/14:1)-H,658.5775,640.5669,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/15:0)-H,674.6088,656.5981,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/15:1)-H,672.5931,654.5825,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/16:0)-H,688.6244,670.6138,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/16:1)-H,686.6088,668.5981,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/16:2)-H,684.5931,666.5825,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/17:0)-H,702.64,684.6295,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/18:0)-H,716.6557,698.6451,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/18:1)-H,714.64,696.6295,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/18:2)-H,712.6244,694.6138,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/19:0)-H,730.6713,712.6608,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/19:1)-H,728.6557,710.6451,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/20:0)-H,744.687,726.6764,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/20:1)-H,742.6713,724.6608,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/20:2)-H,740.6557,722.6451,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/21:0)-H,758.7026,740.6921,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/21:1)-H,756.687,738.6764,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/22:0)-H,772.7183,754.7077,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/22:1)-H,770.7026,752.6921,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/22:2)-H,768.687,750.6764,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/23:0)-H,786.7339,768.7234,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/23:1)-H,784.7183,766.7077,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/24:0)-H,800.7496,782.739,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/24:1)-H,798.7339,780.7234,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/24:2)-H,796.7183,778.7077,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/25:0)-H,814.7653,796.7547,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/25:1)-H,812.7496,794.739,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/26:0)-H,828.7809,810.7703,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/26:1)-H,826.7653,808.7547,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/26:2)-H,824.7496,806.739,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/27:0)-H,842.7966,824.7859,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/27:1)-H,840.7809,822.7703,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/28:0)-H,856.8122,838.8016,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/28:1)-H,854.7966,836.7859,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/28:2)-H,852.7809,834.7703,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/29:0)-H,870.8278,852.8173,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/29:1)-H,868.8122,850.8016,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/30:0)-H,884.8435,866.8329,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/30:1)-H,882.8278,864.8173,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/30:2)-H,880.8122,862.8016,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/31:0)-H,898.8591,880.8486,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/31:1)-H,896.8435,878.8329,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/32:0)-H,912.8748,894.8642,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/32:1)-H,910.8591,892.8486,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/32:2)-H,908.8435,890.8329,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/33:0)-H,926.8904,908.8799,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/33:1)-H,924.8748,906.8642,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/34:0)-H,940.9061,922.8955,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/34:1)-H,938.8904,920.8799,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/34:2)-H,936.8748,918.8642,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/35:0)-H,954.9218,936.9112,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/35:1)-H,952.9061,934.8955,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/36:0)-H,968.9374,950.9268,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/36:1)-H,966.9218,948.9112,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/36:2)-H,964.9061,946.8955,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/38:0)-H,996.9687,978.9581,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/38:1)-H,994.9531,976.9424,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/38:2)-H,992.9374,974.9268,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/40:0)-H,1025,1006.989,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/40:1)-H,1022.984,1004.974,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/40:2)-H,1020.969,1002.958,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/42:0)-H,1053.031,1035.021,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/42:1)-H,1051.016,1033.005,476.4109,446.4004,399.3633,373.3476
Cer-BS(d28:3/42:2)-H,1049,1030.989,476.4109,446.4004,399.3633,373.3476
Cer-BS(d29:1/12:0)-H,650.6088,632.5981,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/12:1)-H,648.5931,630.5825,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/13:0)-H,664.6244,646.6138,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/13:1)-H,662.6088,644.5981,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/14:0)-H,678.64,660.6295,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/14:1)-H,676.6244,658.6138,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/15:0)-H,692.6557,674.6451,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/15:1)-H,690.64,672.6295,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/16:0)-H,706.6713,688.6608,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/16:1)-H,704.6557,686.6451,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/16:2)-H,702.64,684.6295,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/17:0)-H,720.687,702.6764,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/18:0)-H,734.7026,716.6921,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/18:1)-H,732.687,714.6764,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/18:2)-H,730.6713,712.6608,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/19:0)-H,748.7183,730.7077,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/19:1)-H,746.7026,728.6921,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/20:0)-H,762.7339,744.7234,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/20:1)-H,760.7183,742.7077,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/20:2)-H,758.7026,740.6921,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/21:0)-H,776.7496,758.739,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/21:1)-H,774.7339,756.7234,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/22:0)-H,790.7653,772.7547,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/22:1)-H,788.7496,770.739,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/22:2)-H,786.7339,768.7234,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/23:0)-H,804.7809,786.7703,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/23:1)-H,802.7653,784.7547,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/24:0)-H,818.7966,800.7859,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/24:1)-H,816.7809,798.7703,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/24:2)-H,814.7653,796.7547,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/25:0)-H,832.8122,814.8016,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/25:1)-H,830.7966,812.7859,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/26:0)-H,846.8278,828.8173,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/26:1)-H,844.8122,826.8016,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/26:2)-H,842.7966,824.7859,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/27:0)-H,860.8435,842.8329,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/27:1)-H,858.8278,840.8173,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/28:0)-H,874.8591,856.8486,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/28:1)-H,872.8435,854.8329,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/28:2)-H,870.8278,852.8173,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/29:0)-H,888.8748,870.8642,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/29:1)-H,886.8591,868.8486,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/30:0)-H,902.8904,884.8799,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/30:1)-H,900.8748,882.8642,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/30:2)-H,898.8591,880.8486,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/31:0)-H,916.9061,898.8955,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/31:1)-H,914.8904,896.8799,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/32:0)-H,930.9218,912.9112,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/32:1)-H,928.9061,910.8955,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/32:2)-H,926.8904,908.8799,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/33:0)-H,944.9374,926.9268,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/33:1)-H,942.9218,924.9112,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/34:0)-H,958.9531,940.9424,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/34:1)-H,956.9374,938.9268,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/34:2)-H,954.9218,936.9112,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/35:0)-H,972.9687,954.9581,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/35:1)-H,970.9531,952.9424,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/36:0)-H,986.9843,968.9738,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/36:1)-H,984.9687,966.9581,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/36:2)-H,982.9531,964.9424,494.4579,464.4473,417.4102,391.3945
Cer-BS(d29:1/38:0)-H,1015.016,997.0051,494.4579,464.4473,417.4102,391.3945
