PEtOH,[M+NH4]+,[M-C2H7O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-126+H]+,[M-SN2-126+H]+,SN2-H2O,SN1-H2O,[C5H11O5P+H]+
PEtOH(18:0_16:2)+NH4,718.53817,575.5034,417.2402,449.3028,309.2426,341.3051,235.2055,267.2681,183.0417
PEtOH(18:1_16:2)+NH4,716.52247,573.4877,417.2401,447.2871,309.2425,339.2894,235.2055,265.2524,183.0417
PEtOH(16:2_18:2)+NH4,714.50687,571.4721,445.2715,417.2402,337.2738,309.2426,263.2368,235.2055,183.0417
PEtOH(16:2_18:3)+NH4,712.49117,569.4564,443.2558,417.2401,335.2581,309.2425,261.2212,235.2055,183.0417
PEtOH(16:2_18:4)+NH4,710.47557,567.4408,441.2402,417.2402,333.2426,309.2426,259.2055,235.2055,183.0417
PEtOH(16:2_18:5)+NH4,708.45997,565.4252,439.2246,417.2402,331.2269,309.2426,257.1899,235.2055,183.0417
PEtOH(19:0_16:2)+NH4,732.55387,589.5191,417.2403,463.3185,309.2426,355.3208,235.2055,281.2837,183.0417
PEtOH(19:1_16:2)+NH4,730.53817,587.5034,417.2402,461.3028,309.2426,353.3051,235.2055,279.2681,183.0417
PEtOH(16:2_19:2)+NH4,728.52247,585.4877,459.2871,417.2401,351.2894,309.2425,277.2524,235.2055,183.0417
PEtOH(20:0_16:2)+NH4,746.56947,603.5347,417.2402,477.3341,309.2426,369.3364,235.2055,295.2993,183.0417
PEtOH(20:1_16:2)+NH4,744.55387,601.5191,417.2403,475.3185,309.2426,367.3208,235.2055,293.2837,183.0417
PEtOH(16:2_20:2)+NH4,742.53817,599.5034,473.3028,417.2402,365.3051,309.2426,291.2681,235.2055,183.0417
PEtOH(16:2_20:3)+NH4,740.52247,597.4877,471.2871,417.2401,363.2894,309.2425,289.2524,235.2055,183.0417
PEtOH(16:2_20:4)+NH4,738.50687,595.4721,469.2715,417.2402,361.2738,309.2426,287.2368,235.2055,183.0417
PEtOH(16:2_20:5)+NH4,736.49117,593.4564,467.2558,417.2401,359.2581,309.2425,285.2212,235.2055,183.0417
PEtOH(21:0_16:2)+NH4,760.58517,617.5504,417.2403,491.3498,309.2426,383.3521,235.2055,309.315,183.0417
PEtOH(21:1_16:2)+NH4,758.56947,615.5347,417.2402,489.3341,309.2426,381.3364,235.2055,307.2993,183.0417
PEtOH(16:2_21:2)+NH4,756.55387,613.5191,487.3185,417.2403,379.3208,309.2426,305.2837,235.2055,183.0417
PEtOH(22:0_16:2)+NH4,774.60077,631.566,417.2403,505.3654,309.2426,397.3677,235.2055,323.3306,183.0417
PEtOH(22:1_16:2)+NH4,772.58517,629.5504,417.2403,503.3498,309.2426,395.3521,235.2055,321.315,183.0417
PEtOH(16:2_22:2)+NH4,770.56947,627.5347,501.3341,417.2402,393.3364,309.2426,319.2993,235.2055,183.0417
PEtOH(16:2_22:3)+NH4,768.55387,625.5191,499.3185,417.2403,391.3208,309.2426,317.2837,235.2055,183.0417
PEtOH(16:2_22:4)+NH4,766.53817,623.5034,497.3028,417.2402,389.3051,309.2426,315.2681,235.2055,183.0417
PEtOH(16:2_22:5)+NH4,764.52247,621.4877,495.2871,417.2401,387.2894,309.2425,313.2524,235.2055,183.0417
PEtOH(16:2_22:6)+NH4,762.50687,619.4721,493.2715,417.2402,385.2738,309.2426,311.2368,235.2055,183.0417
PEtOH(23:0_16:2)+NH4,788.61647,645.5817,417.2403,519.381,309.2427,411.3835,235.2055,337.3463,183.0417
PEtOH(24:0_16:2)+NH4,802.63207,659.5973,417.2403,533.3967,309.2426,425.399,235.2055,351.3619,183.0417
PEtOH(24:1_16:2)+NH4,800.61647,657.5817,417.2403,531.381,309.2427,423.3835,235.2055,349.3463,183.0417
PEtOH(16:2_24:2)+NH4,798.60077,655.566,529.3654,417.2403,421.3677,309.2426,347.3306,235.2055,183.0417
PEtOH(16:2_24:4)+NH4,794.56947,651.5347,525.334,417.2402,417.3364,309.2426,343.2993,235.2055,183.0417
PEtOH(25:0_16:2)+NH4,816.64767,673.6129,417.2402,547.4123,309.2426,439.4146,235.2055,365.3776,183.0417
PEtOH(26:0_16:2)+NH4,830.66337,687.6286,417.2403,561.428,309.2426,453.4303,235.2055,379.3932,183.0417
PEtOH(26:1_16:2)+NH4,828.64767,685.6129,417.2402,559.4123,309.2426,451.4146,235.2055,377.3776,183.0417
PEtOH(16:2_26:2)+NH4,826.63207,683.5973,557.3967,417.2403,449.399,309.2426,375.3619,235.2055,183.0417
PEtOH(16:2_26:4)+NH4,822.60077,679.566,553.3654,417.2403,445.3677,309.2426,371.3306,235.2055,183.0417
PEtOH(27:0_16:2)+NH4,844.67897,701.6442,417.2403,575.4435,309.2426,467.446,235.2055,393.4088,183.0417
PEtOH(16:3_16:3)+NH4,682.44427,539.4095,415.2245,415.2245,307.2269,307.2269,233.1899,233.1899,183.0417
PEtOH(16:3_16:4)+NH4,680.42867,537.3939,413.2089,415.2245,305.2113,307.2269,231.1742,233.1899,183.0417
PEtOH(17:0_16:3)+NH4,702.50687,559.4721,415.2245,435.2871,307.2269,327.2895,233.1899,253.2524,183.0417
PEtOH(17:1_16:3)+NH4,700.49117,557.4564,415.2245,433.2714,307.2269,325.2738,233.1899,251.2368,183.0417
PEtOH(17:2_16:3)+NH4,698.47557,555.4408,415.2245,431.2558,307.2269,323.2582,233.1899,249.2211,183.0417
PEtOH(18:0_16:3)+NH4,716.52247,573.4877,415.2245,449.3027,307.2269,341.3051,233.1899,267.2681,183.0417
PEtOH(18:1_16:3)+NH4,714.50687,571.4721,415.2245,447.2871,307.2269,339.2895,233.1899,265.2524,183.0417
PEtOH(18:2_16:3)+NH4,712.49117,569.4564,415.2245,445.2714,307.2269,337.2738,233.1899,263.2368,183.0417
PEtOH(16:3_18:3)+NH4,710.47557,567.4408,443.2558,415.2245,335.2582,307.2269,261.2212,233.1899,183.0417
PEtOH(16:3_18:4)+NH4,708.45997,565.4252,441.2402,415.2246,333.2426,307.2269,259.2055,233.1899,183.0417
PEtOH(16:3_18:5)+NH4,706.44427,563.4095,439.2245,415.2245,331.2269,307.2269,257.1899,233.1899,183.0417
PEtOH(19:0_16:3)+NH4,730.53817,587.5034,415.2246,463.3184,307.2269,355.3208,233.1899,281.2837,183.0417
PEtOH(19:1_16:3)+NH4,728.52247,585.4877,415.2245,461.3027,307.2269,353.3051,233.1899,279.2681,183.0417
PEtOH(19:2_16:3)+NH4,726.50687,583.4721,415.2245,459.2871,307.2269,351.2895,233.1899,277.2524,183.0417
PEtOH(20:0_16:3)+NH4,744.55387,601.5191,415.2246,477.3341,307.227,369.3365,233.1899,295.2993,183.0417
PEtOH(20:1_16:3)+NH4,742.53817,599.5034,415.2246,475.3184,307.2269,367.3208,233.1899,293.2837,183.0417
PEtOH(20:2_16:3)+NH4,740.52247,597.4877,415.2245,473.3027,307.2269,365.3051,233.1899,291.2681,183.0417
PEtOH(16:3_20:3)+NH4,738.50687,595.4721,471.2871,415.2245,363.2895,307.2269,289.2524,233.1899,183.0417
PEtOH(16:3_20:4)+NH4,736.49117,593.4564,469.2714,415.2245,361.2738,307.2269,287.2368,233.1899,183.0417
PEtOH(16:3_20:5)+NH4,734.47557,591.4408,467.2558,415.2245,359.2582,307.2269,285.2212,233.1899,183.0417
PEtOH(21:0_16:3)+NH4,758.56947,615.5347,415.2246,491.3497,307.227,383.3521,233.1899,309.315,183.0417
PEtOH(21:1_16:3)+NH4,756.55387,613.5191,415.2246,489.3341,307.227,381.3365,233.1899,307.2993,183.0417
PEtOH(21:2_16:3)+NH4,754.53817,611.5034,415.2246,487.3184,307.2269,379.3208,233.1899,305.2837,183.0417
PEtOH(22:0_16:3)+NH4,772.58517,629.5504,415.2246,505.3654,307.227,397.3678,233.1899,323.3306,183.0417
PEtOH(22:1_16:3)+NH4,770.56947,627.5347,415.2246,503.3497,307.227,395.3521,233.1899,321.315,183.0417
PEtOH(22:2_16:3)+NH4,768.55387,625.5191,415.2246,501.3341,307.227,393.3365,233.1899,319.2993,183.0417
PEtOH(16:3_22:3)+NH4,766.53817,623.5034,499.3184,415.2246,391.3208,307.2269,317.2837,233.1899,183.0417
PEtOH(16:3_22:4)+NH4,764.52247,621.4877,497.3027,415.2245,389.3051,307.2269,315.2681,233.1899,183.0417
PEtOH(16:3_22:5)+NH4,762.50687,619.4721,495.2871,415.2245,387.2895,307.2269,313.2524,233.1899,183.0417
PEtOH(16:3_22:6)+NH4,760.49117,617.4564,493.2714,415.2245,385.2738,307.2269,311.2368,233.1899,183.0417
PEtOH(23:0_16:3)+NH4,786.60077,643.566,415.2246,519.381,307.227,411.3834,233.1899,337.3463,183.0417
PEtOH(24:0_16:3)+NH4,800.61647,657.5817,415.2247,533.3967,307.2271,425.3991,233.1899,351.3619,183.0417
PEtOH(24:1_16:3)+NH4,798.60077,655.566,415.2246,531.381,307.227,423.3834,233.1899,349.3463,183.0417
PEtOH(24:2_16:3)+NH4,796.58517,653.5504,415.2246,529.3654,307.227,421.3678,233.1899,347.3306,183.0417
PEtOH(16:3_24:4)+NH4,792.55387,649.5191,525.3341,415.2246,417.3365,307.227,343.2993,233.1899,183.0417
PEtOH(25:0_16:3)+NH4,814.63207,671.5973,415.2246,547.4123,307.227,439.4147,233.1899,365.3776,183.0417
PEtOH(26:0_16:3)+NH4,828.64767,685.6129,415.2246,561.4279,307.227,453.4303,233.1899,379.3932,183.0417
PEtOH(26:1_16:3)+NH4,826.63207,683.5973,415.2246,559.4123,307.227,451.4147,233.1899,377.3776,183.0417
PEtOH(26:2_16:3)+NH4,824.61647,681.5817,415.2247,557.3967,307.2271,449.3991,233.1899,375.3619,183.0417
PEtOH(16:3_26:4)+NH4,820.58517,677.5504,553.3654,415.2246,445.3678,307.227,371.3306,233.1899,183.0417
PEtOH(27:0_16:3)+NH4,842.66337,699.6286,415.2246,575.4436,307.227,467.446,233.1899,393.4088,183.0417
PEtOH(16:4_16:4)+NH4,678.41297,535.3782,413.2089,413.2089,305.2112,305.2112,231.1742,231.1742,183.0417
PEtOH(17:0_16:4)+NH4,700.49117,557.4564,413.2089,435.287,305.2112,327.2894,231.1742,253.2524,183.0417
PEtOH(17:1_16:4)+NH4,698.47557,555.4408,413.2089,433.2715,305.2113,325.2738,231.1742,251.2368,183.0417
PEtOH(17:2_16:4)+NH4,696.45997,553.4252,413.2089,431.2559,305.2113,323.2582,231.1742,249.2211,183.0417
PEtOH(18:0_16:4)+NH4,714.50687,571.4721,413.2089,449.3028,305.2113,341.3051,231.1742,267.2681,183.0417
PEtOH(18:1_16:4)+NH4,712.49117,569.4564,413.2089,447.287,305.2112,339.2894,231.1742,265.2524,183.0417
PEtOH(18:2_16:4)+NH4,710.47557,567.4408,413.2089,445.2715,305.2113,337.2738,231.1742,263.2368,183.0417
PEtOH(18:3_16:4)+NH4,708.45997,565.4252,413.2089,443.2559,305.2113,335.2582,231.1742,261.2212,183.0417
PEtOH(16:4_18:4)+NH4,706.44427,563.4095,441.2401,413.2089,333.2425,305.2112,259.2055,231.1742,183.0417
PEtOH(16:4_18:5)+NH4,704.42867,561.3939,439.2245,413.2089,331.2269,305.2113,257.1899,231.1742,183.0417
PEtOH(19:0_16:4)+NH4,728.52247,585.4877,413.2089,463.3184,305.2112,355.3207,231.1742,281.2837,183.0417
PEtOH(19:1_16:4)+NH4,726.50687,583.4721,413.2089,461.3028,305.2113,353.3051,231.1742,279.2681,183.0417
PEtOH(19:2_16:4)+NH4,724.49117,581.4564,413.2089,459.287,305.2112,351.2894,231.1742,277.2524,183.0417
PEtOH(20:0_16:4)+NH4,742.53817,599.5034,413.2089,477.334,305.2113,369.3364,231.1742,295.2993,183.0417
PEtOH(20:1_16:4)+NH4,740.52247,597.4877,413.2089,475.3184,305.2112,367.3207,231.1742,293.2837,183.0417
PEtOH(20:2_16:4)+NH4,738.50687,595.4721,413.2089,473.3028,305.2113,365.3051,231.1742,291.2681,183.0417
PEtOH(20:3_16:4)+NH4,736.49117,593.4564,413.2089,471.287,305.2112,363.2894,231.1742,289.2524,183.0417
PEtOH(16:4_20:4)+NH4,734.47557,591.4408,469.2715,413.2089,361.2738,305.2113,287.2368,231.1742,183.0417
PEtOH(16:4_20:5)+NH4,732.45997,589.4252,467.2559,413.2089,359.2582,305.2113,285.2212,231.1742,183.0417
PEtOH(21:0_16:4)+NH4,756.55387,613.5191,413.209,491.3498,305.2114,383.3521,231.1742,309.315,183.0417
PEtOH(21:1_16:4)+NH4,754.53817,611.5034,413.2089,489.334,305.2113,381.3364,231.1742,307.2993,183.0417
PEtOH(21:2_16:4)+NH4,752.52247,609.4877,413.2089,487.3184,305.2112,379.3207,231.1742,305.2837,183.0417
PEtOH(22:0_16:4)+NH4,770.56947,627.5347,413.209,505.3654,305.2113,397.3677,231.1742,323.3306,183.0417
PEtOH(22:1_16:4)+NH4,768.55387,625.5191,413.209,503.3498,305.2114,395.3521,231.1742,321.315,183.0417
PEtOH(22:2_16:4)+NH4,766.53817,623.5034,413.2089,501.334,305.2113,393.3364,231.1742,319.2993,183.0417
PEtOH(22:3_16:4)+NH4,764.52247,621.4877,413.2089,499.3184,305.2112,391.3207,231.1742,317.2837,183.0417
PEtOH(16:4_22:4)+NH4,762.50687,619.4721,497.3028,413.2089,389.3051,305.2113,315.2681,231.1742,183.0417
PEtOH(16:4_22:5)+NH4,760.49117,617.4564,495.287,413.2089,387.2894,305.2112,313.2524,231.1742,183.0417
PEtOH(16:4_22:6)+NH4,758.47557,615.4408,493.2715,413.2089,385.2738,305.2113,311.2368,231.1742,183.0417
PEtOH(23:0_16:4)+NH4,784.58517,641.5504,413.209,519.381,305.2114,411.3834,231.1742,337.3463,183.0417
PEtOH(24:0_16:4)+NH4,798.60077,655.566,413.209,533.3967,305.2113,425.399,231.1742,351.3619,183.0417
PEtOH(24:1_16:4)+NH4,796.58517,653.5504,413.209,531.381,305.2114,423.3834,231.1742,349.3463,183.0417
PEtOH(24:2_16:4)+NH4,794.56947,651.5347,413.209,529.3654,305.2113,421.3677,231.1742,347.3306,183.0417
PEtOH(16:4_24:4)+NH4,790.53817,647.5034,525.334,413.2089,417.3364,305.2113,343.2993,231.1742,183.0417
PEtOH(25:0_16:4)+NH4,812.61647,669.5817,413.209,547.4124,305.2114,439.4147,231.1742,365.3776,183.0417
PEtOH(26:0_16:4)+NH4,826.63207,683.5973,413.209,561.428,305.2114,453.4303,231.1742,379.3932,183.0417
PEtOH(26:1_16:4)+NH4,824.61647,681.5817,413.209,559.4124,305.2114,451.4147,231.1742,377.3776,183.0417
PEtOH(26:2_16:4)+NH4,822.60077,679.566,413.209,557.3967,305.2113,449.399,231.1742,375.3619,183.0417
PEtOH(16:4_26:4)+NH4,818.56947,675.5347,553.3654,413.209,445.3677,305.2113,371.3306,231.1742,183.0417
PEtOH(27:0_16:4)+NH4,840.64767,697.6129,413.209,575.4435,305.2113,467.4459,231.1742,393.4088,183.0417
PEtOH(17:0_17:0)+NH4,722.56947,579.5347,435.2871,435.2871,327.2895,327.2895,253.2524,253.2524,183.0417
PEtOH(17:0_17:1)+NH4,720.55387,577.5191,433.2715,435.2872,325.2739,327.2896,251.2368,253.2524,183.0417
PEtOH(17:0_17:2)+NH4,718.53817,575.5034,431.2559,435.2871,323.2582,327.2895,249.2211,253.2524,183.0417
PEtOH(17:0_18:0)+NH4,736.58517,593.5504,449.3029,435.2872,341.3052,327.2896,267.2681,253.2524,183.0417
PEtOH(17:0_18:1)+NH4,734.56947,591.5347,447.2871,435.2871,339.2895,327.2895,265.2524,253.2524,183.0417
PEtOH(17:0_18:2)+NH4,732.55387,589.5191,445.2715,435.2872,337.2739,327.2896,263.2368,253.2524,183.0417
PEtOH(17:0_18:3)+NH4,730.53817,587.5034,443.2559,435.2871,335.2582,327.2895,261.2212,253.2524,183.0417
PEtOH(17:0_18:4)+NH4,728.52247,585.4877,441.2401,435.2871,333.2425,327.2894,259.2055,253.2524,183.0417
PEtOH(17:0_18:5)+NH4,726.50687,583.4721,439.2245,435.2871,331.2269,327.2895,257.1899,253.2524,183.0417
PEtOH(17:0_19:0)+NH4,750.60077,607.566,463.3185,435.2872,355.3208,327.2896,281.2837,253.2524,183.0417
PEtOH(17:0_19:1)+NH4,748.58517,605.5504,461.3029,435.2872,353.3052,327.2896,279.2681,253.2524,183.0417
PEtOH(17:0_19:2)+NH4,746.56947,603.5347,459.2871,435.2871,351.2895,327.2895,277.2524,253.2524,183.0417
PEtOH(17:0_20:0)+NH4,764.61647,621.5817,477.3341,435.2872,369.3365,327.2896,295.2993,253.2524,183.0417
PEtOH(17:0_20:1)+NH4,762.60077,619.566,475.3185,435.2872,367.3208,327.2896,293.2837,253.2524,183.0417
PEtOH(17:0_20:2)+NH4,760.58517,617.5504,473.3029,435.2872,365.3052,327.2896,291.2681,253.2524,183.0417
PEtOH(17:0_20:3)+NH4,758.56947,615.5347,471.2871,435.2871,363.2895,327.2895,289.2524,253.2524,183.0417
PEtOH(17:0_20:4)+NH4,756.55387,613.5191,469.2715,435.2872,361.2739,327.2896,287.2368,253.2524,183.0417
PEtOH(17:0_20:5)+NH4,754.53817,611.5034,467.2559,435.2871,359.2582,327.2895,285.2212,253.2524,183.0417
PEtOH(17:0_21:0)+NH4,778.63207,635.5973,491.3498,435.2872,383.3521,327.2896,309.315,253.2524,183.0417
PEtOH(17:0_21:1)+NH4,776.61647,633.5817,489.3341,435.2872,381.3365,327.2896,307.2993,253.2524,183.0417
PEtOH(17:0_21:2)+NH4,774.60077,631.566,487.3185,435.2872,379.3208,327.2896,305.2837,253.2524,183.0417
PEtOH(17:0_22:0)+NH4,792.64767,649.6129,505.3654,435.2871,397.3677,327.2895,323.3306,253.2524,183.0417
PEtOH(17:0_22:1)+NH4,790.63207,647.5973,503.3498,435.2872,395.3521,327.2896,321.315,253.2524,183.0417
PEtOH(17:0_22:2)+NH4,788.61647,645.5817,501.3341,435.2872,393.3365,327.2896,319.2993,253.2524,183.0417
PEtOH(17:0_22:3)+NH4,786.60077,643.566,499.3185,435.2872,391.3208,327.2896,317.2837,253.2524,183.0417
PEtOH(17:0_22:4)+NH4,784.58517,641.5504,497.3029,435.2872,389.3052,327.2896,315.2681,253.2524,183.0417
PEtOH(17:0_22:5)+NH4,782.56947,639.5347,495.2871,435.2871,387.2895,327.2895,313.2524,253.2524,183.0417
PEtOH(17:0_22:6)+NH4,780.55387,637.5191,493.2715,435.2872,385.2739,327.2896,311.2368,253.2524,183.0417
PEtOH(17:0_23:0)+NH4,806.66337,663.6286,519.381,435.2872,411.3834,327.2896,337.3463,253.2524,183.0417
PEtOH(17:0_24:0)+NH4,820.67897,677.6442,533.3967,435.2872,425.399,327.2896,351.3619,253.2524,183.0417
PEtOH(17:0_24:1)+NH4,818.66337,675.6286,531.381,435.2872,423.3834,327.2896,349.3463,253.2524,183.0417
PEtOH(17:0_24:2)+NH4,816.64767,673.6129,529.3654,435.2871,421.3677,327.2895,347.3306,253.2524,183.0417
PEtOH(17:0_24:4)+NH4,812.61647,669.5817,525.3342,435.2872,417.3365,327.2896,343.2993,253.2524,183.0417
PEtOH(17:0_25:0)+NH4,834.69467,691.6599,547.4124,435.2872,439.4147,327.2896,365.3776,253.2524,183.0417
PEtOH(17:0_26:0)+NH4,848.71037,705.6756,561.428,435.2873,453.4304,327.2897,379.3932,253.2524,183.0417
PEtOH(17:0_26:1)+NH4,846.69467,703.6599,559.4124,435.2872,451.4147,327.2896,377.3776,253.2524,183.0417
PEtOH(17:0_26:2)+NH4,844.67897,701.6442,557.3967,435.2872,449.399,327.2896,375.3619,253.2524,183.0417
PEtOH(17:0_26:4)+NH4,840.64767,697.6129,553.3654,435.2871,445.3677,327.2895,371.3306,253.2524,183.0417
PEtOH(17:0_27:0)+NH4,862.72597,719.6912,575.4437,435.2873,467.446,327.2896,393.4088,253.2524,183.0417
PEtOH(17:1_17:1)+NH4,718.53817,575.5034,433.2715,433.2715,325.2739,325.2739,251.2368,251.2368,183.0417
PEtOH(17:1_17:2)+NH4,716.52247,573.4877,431.2558,433.2714,323.2581,325.2738,249.2211,251.2368,183.0417
PEtOH(18:0_17:1)+NH4,734.56947,591.5347,433.2715,449.3028,325.2739,341.3051,251.2368,267.2681,183.0417
PEtOH(17:1_18:1)+NH4,732.55387,589.5191,447.2872,433.2715,339.2896,325.2739,265.2524,251.2368,183.0417
PEtOH(17:1_18:2)+NH4,730.53817,587.5034,445.2715,433.2715,337.2739,325.2739,263.2368,251.2368,183.0417
PEtOH(17:1_18:3)+NH4,728.52247,585.4877,443.2558,433.2714,335.2581,325.2738,261.2212,251.2368,183.0417
PEtOH(17:1_18:4)+NH4,726.50687,583.4721,441.2402,433.2715,333.2426,325.2738,259.2055,251.2368,183.0417
PEtOH(17:1_18:5)+NH4,724.49117,581.4564,439.2245,433.2714,331.2269,325.2738,257.1899,251.2368,183.0417
PEtOH(19:0_17:1)+NH4,748.58517,605.5504,433.2716,463.3185,325.2739,355.3209,251.2368,281.2837,183.0417
PEtOH(17:1_19:1)+NH4,746.56947,603.5347,461.3028,433.2715,353.3051,325.2739,279.2681,251.2368,183.0417
PEtOH(17:1_19:2)+NH4,744.55387,601.5191,459.2872,433.2715,351.2896,325.2739,277.2524,251.2368,183.0417
PEtOH(20:0_17:1)+NH4,762.60077,619.566,433.2715,477.3341,325.2739,369.3365,251.2368,295.2993,183.0417
PEtOH(17:1_20:1)+NH4,760.58517,617.5504,475.3185,433.2716,367.3209,325.2739,293.2837,251.2368,183.0417
PEtOH(17:1_20:2)+NH4,758.56947,615.5347,473.3028,433.2715,365.3051,325.2739,291.2681,251.2368,183.0417
PEtOH(17:1_20:3)+NH4,756.55387,613.5191,471.2872,433.2715,363.2896,325.2739,289.2524,251.2368,183.0417
PEtOH(17:1_20:4)+NH4,754.53817,611.5034,469.2715,433.2715,361.2739,325.2739,287.2368,251.2368,183.0417
PEtOH(17:1_20:5)+NH4,752.52247,609.4877,467.2558,433.2714,359.2581,325.2738,285.2212,251.2368,183.0417
PEtOH(21:0_17:1)+NH4,776.61647,633.5817,433.2716,491.3498,325.274,383.3522,251.2368,309.315,183.0417
PEtOH(17:1_21:1)+NH4,774.60077,631.566,489.3341,433.2715,381.3365,325.2739,307.2993,251.2368,183.0417
PEtOH(17:1_21:2)+NH4,772.58517,629.5504,487.3185,433.2716,379.3209,325.2739,305.2837,251.2368,183.0417
PEtOH(22:0_17:1)+NH4,790.63207,647.5973,433.2715,505.3654,325.2739,397.3678,251.2368,323.3306,183.0417
PEtOH(17:1_22:1)+NH4,788.61647,645.5817,503.3498,433.2716,395.3522,325.274,321.315,251.2368,183.0417
PEtOH(17:1_22:2)+NH4,786.60077,643.566,501.3341,433.2715,393.3365,325.2739,319.2993,251.2368,183.0417
PEtOH(17:1_22:3)+NH4,784.58517,641.5504,499.3185,433.2716,391.3209,325.2739,317.2837,251.2368,183.0417
PEtOH(17:1_22:4)+NH4,782.56947,639.5347,497.3028,433.2715,389.3051,325.2739,315.2681,251.2368,183.0417
PEtOH(17:1_22:5)+NH4,780.55387,637.5191,495.2872,433.2715,387.2896,325.2739,313.2524,251.2368,183.0417
PEtOH(17:1_22:6)+NH4,778.53817,635.5034,493.2715,433.2715,385.2739,325.2739,311.2368,251.2368,183.0417
PEtOH(23:0_17:1)+NH4,804.64767,661.6129,433.2715,519.381,325.2739,411.3834,251.2368,337.3463,183.0417
PEtOH(24:0_17:1)+NH4,818.66337,675.6286,433.2716,533.3967,325.2739,425.399,251.2368,351.3619,183.0417
PEtOH(17:1_24:1)+NH4,816.64767,673.6129,531.381,433.2715,423.3834,325.2739,349.3463,251.2368,183.0417
PEtOH(17:1_24:2)+NH4,814.63207,671.5973,529.3654,433.2715,421.3678,325.2739,347.3306,251.2368,183.0417
PEtOH(17:1_24:4)+NH4,810.60077,667.566,525.3341,433.2715,417.3365,325.2739,343.2993,251.2368,183.0417
PEtOH(25:0_17:1)+NH4,832.67897,689.6442,433.2715,547.4123,325.2739,439.4147,251.2368,365.3776,183.0417
PEtOH(26:0_17:1)+NH4,846.69467,703.6599,433.2716,561.428,325.274,453.4304,251.2368,379.3932,183.0417
PEtOH(17:1_26:1)+NH4,844.67897,701.6442,559.4123,433.2715,451.4147,325.2739,377.3776,251.2368,183.0417
PEtOH(17:1_26:2)+NH4,842.66337,699.6286,557.3967,433.2716,449.399,325.2739,375.3619,251.2368,183.0417
PEtOH(17:1_26:4)+NH4,838.63207,695.5973,553.3654,433.2715,445.3678,325.2739,371.3306,251.2368,183.0417
PEtOH(27:0_17:1)+NH4,860.71037,717.6756,433.2716,575.4437,325.274,467.446,251.2368,393.4088,183.0417
PEtOH(17:2_17:2)+NH4,714.50687,571.4721,431.2558,431.2558,323.2582,323.2582,249.2211,249.2211,183.0417
PEtOH(18:0_17:2)+NH4,732.55387,589.5191,431.2559,449.3028,323.2583,341.3052,249.2211,267.2681,183.0417
PEtOH(18:1_17:2)+NH4,730.53817,587.5034,431.2559,447.2871,323.2582,339.2895,249.2211,265.2524,183.0417
PEtOH(17:2_18:2)+NH4,728.52247,585.4877,445.2714,431.2558,337.2738,323.2581,263.2368,249.2211,183.0417
PEtOH(17:2_18:3)+NH4,726.50687,583.4721,443.2558,431.2558,335.2582,323.2582,261.2212,249.2211,183.0417
PEtOH(17:2_18:4)+NH4,724.49117,581.4564,441.2401,431.2558,333.2425,323.2581,259.2055,249.2211,183.0417
PEtOH(17:2_18:5)+NH4,722.47557,579.4408,439.2245,431.2558,331.2269,323.2582,257.1899,249.2211,183.0417
PEtOH(19:0_17:2)+NH4,746.56947,603.5347,431.2559,463.3184,323.2582,355.3208,249.2211,281.2837,183.0417
PEtOH(19:1_17:2)+NH4,744.55387,601.5191,431.2559,461.3028,323.2583,353.3052,249.2211,279.2681,183.0417
PEtOH(17:2_19:2)+NH4,742.53817,599.5034,459.2871,431.2559,351.2895,323.2582,277.2524,249.2211,183.0417
PEtOH(20:0_17:2)+NH4,760.58517,617.5504,431.2559,477.3341,323.2583,369.3365,249.2211,295.2993,183.0417
PEtOH(20:1_17:2)+NH4,758.56947,615.5347,431.2559,475.3184,323.2582,367.3208,249.2211,293.2837,183.0417
PEtOH(17:2_20:2)+NH4,756.55387,613.5191,473.3028,431.2559,365.3052,323.2583,291.2681,249.2211,183.0417
PEtOH(17:2_20:3)+NH4,754.53817,611.5034,471.2871,431.2559,363.2895,323.2582,289.2524,249.2211,183.0417
PEtOH(17:2_20:4)+NH4,752.52247,609.4877,469.2714,431.2558,361.2738,323.2581,287.2368,249.2211,183.0417
PEtOH(17:2_20:5)+NH4,750.50687,607.4721,467.2558,431.2558,359.2582,323.2582,285.2212,249.2211,183.0417
PEtOH(21:0_17:2)+NH4,774.60077,631.566,431.2559,491.3497,323.2583,383.3521,249.2211,309.315,183.0417
PEtOH(21:1_17:2)+NH4,772.58517,629.5504,431.2559,489.3341,323.2583,381.3365,249.2211,307.2993,183.0417
PEtOH(17:2_21:2)+NH4,770.56947,627.5347,487.3184,431.2559,379.3208,323.2582,305.2837,249.2211,183.0417
PEtOH(22:0_17:2)+NH4,788.61647,645.5817,431.256,505.3654,323.2583,397.3678,249.2211,323.3306,183.0417
PEtOH(22:1_17:2)+NH4,786.60077,643.566,431.2559,503.3497,323.2583,395.3521,249.2211,321.315,183.0417
PEtOH(17:2_22:2)+NH4,784.58517,641.5504,501.3341,431.2559,393.3365,323.2583,319.2993,249.2211,183.0417
PEtOH(17:2_22:3)+NH4,782.56947,639.5347,499.3184,431.2559,391.3208,323.2582,317.2837,249.2211,183.0417
PEtOH(17:2_22:4)+NH4,780.55387,637.5191,497.3028,431.2559,389.3052,323.2583,315.2681,249.2211,183.0417
