PEtOH,[M+NH4]+,[M-C2H7O4P+H]+,NL of SN1+H2O,NL of SN2+H2O,[M-SN1-126+H]+,[M-SN2-126+H]+,SN2-H2O,SN1-H2O,[C5H11O5P+H]+
PEtOH(26:1_24:4)+NH4,936.74167,793.7069,525.3342,559.4124,417.3366,451.4148,343.2993,377.3776,183.0417
PEtOH(26:2_24:4)+NH4,934.72597,791.6912,525.3342,557.3967,417.3365,449.3991,343.2993,375.3619,183.0417
PEtOH(24:4_26:4)+NH4,930.69467,787.6599,553.3654,525.3342,445.3678,417.3365,371.3306,343.2993,183.0417
PEtOH(27:0_24:4)+NH4,952.77297,809.7382,525.3342,575.4437,417.3366,467.4461,343.2993,393.4088,183.0417
PEtOH(25:0_25:0)+NH4,946.81987,803.7851,547.4124,547.4124,439.4148,439.4148,365.3776,365.3776,183.0417
PEtOH(25:0_26:0)+NH4,960.83547,817.8007,561.428,547.4124,453.4304,439.4148,379.3932,365.3776,183.0417
PEtOH(25:0_26:1)+NH4,958.81987,815.7851,559.4124,547.4124,451.4148,439.4148,377.3776,365.3776,183.0417
PEtOH(25:0_26:2)+NH4,956.80427,813.7695,557.3969,547.4125,449.3992,439.4148,375.3619,365.3776,183.0417
PEtOH(25:0_26:4)+NH4,952.77297,809.7382,553.3655,547.4125,445.3679,439.4148,371.3306,365.3776,183.0417
PEtOH(25:0_27:0)+NH4,974.85117,831.8164,575.4437,547.4125,467.4461,439.4148,393.4088,365.3776,183.0417
PEtOH(26:0_26:0)+NH4,974.85117,831.8164,561.4281,561.4281,453.4305,453.4305,379.3932,379.3932,183.0417
PEtOH(26:0_26:1)+NH4,972.83547,829.8007,559.4124,561.428,451.4148,453.4304,377.3776,379.3932,183.0417
PEtOH(26:0_26:2)+NH4,970.81987,827.7851,557.3968,561.428,449.3992,453.4305,375.3619,379.3932,183.0417
PEtOH(26:0_26:4)+NH4,966.78857,823.7538,553.3655,561.428,445.3679,453.4304,371.3306,379.3932,183.0417
PEtOH(26:0_27:0)+NH4,988.86677,845.832,575.4437,561.428,467.446,453.4304,393.4088,379.3932,183.0417
PEtOH(26:1_26:1)+NH4,970.81987,827.7851,559.4124,559.4124,451.4148,451.4148,377.3776,377.3776,183.0417
PEtOH(26:1_26:2)+NH4,968.80427,825.7695,557.3969,559.4125,449.3992,451.4148,375.3619,377.3776,183.0417
PEtOH(26:1_26:4)+NH4,964.77297,821.7382,553.3655,559.4125,445.3679,451.4148,371.3306,377.3776,183.0417
PEtOH(27:0_26:1)+NH4,986.85117,843.8164,559.4125,575.4437,451.4148,467.4461,377.3776,393.4088,183.0417
PEtOH(26:2_26:2)+NH4,966.78857,823.7538,557.3968,557.3968,449.3991,449.3991,375.3619,375.3619,183.0417
PEtOH(26:2_26:4)+NH4,962.75727,819.7225,553.3655,557.3967,445.3678,449.3991,371.3306,375.3619,183.0417
PEtOH(27:0_26:2)+NH4,984.83547,841.8007,557.3967,575.4437,449.3991,467.446,375.3619,393.4088,183.0417
PEtOH(26:4_26:4)+NH4,958.72597,815.6912,553.3655,553.3655,445.3678,445.3678,371.3306,371.3306,183.0417
PEtOH(27:0_26:4)+NH4,980.80427,837.7695,553.3655,575.4437,445.3679,467.4461,371.3306,393.4088,183.0417
PEtOH(27:0_27:0)+NH4,1002.88247,859.8477,575.4437,575.4437,467.4461,467.4461,393.4088,393.4088,183.0417
