Cer-AP,[M+HCO2]-,[M-H]-,[FA+NC(C)CO-H]-,[FA+O-H]-,[FA-CO-3H]-,[Sph-NC(CO)CO-H]-
Cer-AP(t22:0/14:0)+HCO2,644.5465,598.5411,298.2377,243.1966,197.1911,281.2839
Cer-AP(t22:0/14:1)+HCO2,642.5309,596.5254,296.222,241.1809,195.1754,281.2839
Cer-AP(t22:0/15:0)+HCO2,658.5622,612.5567,312.2533,257.2122,211.2067,281.2839
Cer-AP(t22:0/15:1)+HCO2,656.5465,610.5411,310.2377,255.1966,209.1911,281.2839
Cer-AP(t22:0/16:0)+HCO2,672.5778,626.5723,326.269,271.2279,225.2224,281.2839
Cer-AP(t22:0/16:1)+HCO2,670.5622,624.5567,324.2533,269.2122,223.2067,281.2839
Cer-AP(t22:0/16:2)+HCO2,668.5465,622.5411,322.2377,267.1966,221.1911,281.2839
Cer-AP(t22:0/17:0)+HCO2,686.5935,640.588,340.2846,285.2435,239.238,281.2839
Cer-AP(t22:0/18:0)+HCO2,700.6091,654.6036,354.3003,299.2592,253.2537,281.2839
Cer-AP(t22:0/18:1)+HCO2,698.5935,652.588,352.2846,297.2435,251.238,281.2839
Cer-AP(t22:0/18:2)+HCO2,696.5778,650.5723,350.269,295.2279,249.2224,281.2839
Cer-AP(t22:0/19:0)+HCO2,714.6248,668.6193,368.3159,313.2748,267.2693,281.2839
Cer-AP(t22:0/19:1)+HCO2,712.6091,666.6036,366.3003,311.2592,265.2537,281.2839
Cer-AP(t22:0/20:0)+HCO2,728.6404,682.6349,382.3316,327.2905,281.285,281.2839
Cer-AP(t22:0/20:1)+HCO2,726.6248,680.6193,380.3159,325.2748,279.2693,281.2839
Cer-AP(t22:0/20:2)+HCO2,724.6091,678.6036,378.3003,323.2592,277.2537,281.2839
Cer-AP(t22:0/21:0)+HCO2,742.6561,696.6506,396.3472,341.3061,295.3006,281.2839
Cer-AP(t22:0/21:1)+HCO2,740.6404,694.6349,394.3316,339.2905,293.285,281.2839
Cer-AP(t22:0/22:0)+HCO2,756.6718,710.6663,410.3629,355.3218,309.3163,281.2839
Cer-AP(t22:0/22:1)+HCO2,754.6561,708.6506,408.3472,353.3061,307.3006,281.2839
Cer-AP(t22:0/22:2)+HCO2,752.6404,706.6349,406.3316,351.2905,305.285,281.2839
Cer-AP(t22:0/23:0)+HCO2,770.6874,724.6819,424.3785,369.3374,323.3319,281.2839
Cer-AP(t22:0/23:1)+HCO2,768.6718,722.6663,422.3629,367.3218,321.3163,281.2839
Cer-AP(t22:0/24:0)+HCO2,784.703,738.6976,438.3942,383.3531,337.3476,281.2839
Cer-AP(t22:0/24:1)+HCO2,782.6874,736.6819,436.3785,381.3374,335.3319,281.2839
Cer-AP(t22:0/24:2)+HCO2,780.6718,734.6663,434.3629,379.3218,333.3163,281.2839
Cer-AP(t22:0/25:0)+HCO2,798.7187,752.7132,452.4099,397.3687,351.3633,281.2839
Cer-AP(t22:0/25:1)+HCO2,796.703,750.6976,450.3942,395.3531,349.3476,281.2839
Cer-AP(t22:0/26:0)+HCO2,812.7343,766.7289,466.4255,411.3844,365.3789,281.2839
Cer-AP(t22:0/26:1)+HCO2,810.7187,764.7132,464.4099,409.3687,363.3633,281.2839
Cer-AP(t22:0/26:2)+HCO2,808.703,762.6976,462.3942,407.3531,361.3476,281.2839
Cer-AP(t22:0/27:0)+HCO2,826.75,780.7445,480.4411,425.4,379.3945,281.2839
Cer-AP(t22:0/27:1)+HCO2,824.7343,778.7289,478.4255,423.3844,377.3789,281.2839
Cer-AP(t22:0/28:0)+HCO2,840.7656,794.7601,494.4568,439.4157,393.4102,281.2839
Cer-AP(t22:0/28:1)+HCO2,838.75,792.7445,492.4411,437.4,391.3945,281.2839
Cer-AP(t22:0/28:2)+HCO2,836.7343,790.7289,490.4255,435.3844,389.3789,281.2839
Cer-AP(t22:0/29:0)+HCO2,854.7813,808.7758,508.4724,453.4313,407.4258,281.2839
Cer-AP(t22:0/29:1)+HCO2,852.7656,806.7601,506.4568,451.4157,405.4102,281.2839
Cer-AP(t22:0/30:0)+HCO2,868.7969,822.7914,522.4881,467.447,421.4415,281.2839
Cer-AP(t22:0/30:1)+HCO2,866.7813,820.7758,520.4724,465.4313,419.4258,281.2839
Cer-AP(t22:0/30:2)+HCO2,864.7656,818.7601,518.4568,463.4157,417.4102,281.2839
Cer-AP(t22:0/31:0)+HCO2,882.8126,836.8071,536.5037,481.4626,435.4572,281.2839
Cer-AP(t22:0/31:1)+HCO2,880.7969,834.7914,534.4881,479.447,433.4415,281.2839
Cer-AP(t22:0/32:0)+HCO2,896.8282,850.8228,550.5194,495.4783,449.4728,281.2839
Cer-AP(t22:0/32:1)+HCO2,894.8126,848.8071,548.5037,493.4626,447.4572,281.2839
Cer-AP(t22:0/32:2)+HCO2,892.7969,846.7914,546.4881,491.447,445.4415,281.2839
Cer-AP(t22:0/33:0)+HCO2,910.8439,864.8384,564.535,509.4939,463.4884,281.2839
Cer-AP(t22:0/33:1)+HCO2,908.8282,862.8228,562.5194,507.4783,461.4728,281.2839
Cer-AP(t22:0/34:0)+HCO2,924.8596,878.8541,578.5507,523.5096,477.5041,281.2839
Cer-AP(t22:0/34:1)+HCO2,922.8439,876.8384,576.535,521.494,475.4884,281.2839
Cer-AP(t22:0/34:2)+HCO2,920.8282,874.8228,574.5194,519.4783,473.4728,281.2839
Cer-AP(t22:0/35:0)+HCO2,938.8752,892.8697,592.5663,537.5252,491.5197,281.2839
Cer-AP(t22:0/35:1)+HCO2,936.8596,890.8541,590.5507,535.5096,489.5041,281.2839
Cer-AP(t22:0/36:0)+HCO2,952.8908,906.8854,606.582,551.5409,505.5354,281.2839
Cer-AP(t22:0/36:1)+HCO2,950.8752,904.8697,604.5663,549.5252,503.5197,281.2839
Cer-AP(t22:0/36:2)+HCO2,948.8596,902.8541,602.5507,547.5096,501.5041,281.2839
Cer-AP(t22:0/38:0)+HCO2,980.9221,934.9167,634.6133,579.5722,533.5667,281.2839
Cer-AP(t22:0/38:1)+HCO2,978.9065,932.901,632.5977,577.5565,531.551,281.2839
Cer-AP(t22:0/38:2)+HCO2,976.8908,930.8854,630.582,575.5409,529.5354,281.2839
Cer-AP(t22:0/40:0)+HCO2,1008.953,962.9479,662.6446,607.6035,561.598,281.2839
Cer-AP(t22:0/40:1)+HCO2,1006.938,960.9323,660.629,605.5878,559.5823,281.2839
Cer-AP(t22:0/40:2)+HCO2,1004.922,958.9167,658.6133,603.5722,557.5667,281.2839
Cer-AP(t22:0/42:0)+HCO2,1036.985,990.9792,690.6759,635.6348,589.6293,281.2839
Cer-AP(t22:0/42:1)+HCO2,1034.969,988.9636,688.6602,633.6191,587.6136,281.2839
Cer-AP(t22:0/42:2)+HCO2,1032.953,986.9479,686.6446,631.6035,585.598,281.2839
Cer-AP(t22:1/12:0)+HCO2,614.4996,568.4941,270.2064,215.1653,169.1598,279.2682
Cer-AP(t22:1/12:1)+HCO2,612.4839,566.4785,268.1907,213.1496,167.1441,279.2682
Cer-AP(t22:1/13:0)+HCO2,628.5153,582.5098,284.222,229.1809,183.1754,279.2682
Cer-AP(t22:1/13:1)+HCO2,626.4996,580.4941,282.2064,227.1653,181.1598,279.2682
Cer-AP(t22:1/14:0)+HCO2,642.5309,596.5254,298.2377,243.1966,197.1911,279.2682
Cer-AP(t22:1/14:1)+HCO2,640.5153,594.5098,296.222,241.1809,195.1754,279.2682
Cer-AP(t22:1/15:0)+HCO2,656.5465,610.5411,312.2533,257.2122,211.2067,279.2682
Cer-AP(t22:1/15:1)+HCO2,654.5309,608.5254,310.2377,255.1966,209.1911,279.2682
Cer-AP(t22:1/16:0)+HCO2,670.5622,624.5567,326.269,271.2279,225.2224,279.2682
Cer-AP(t22:1/16:1)+HCO2,668.5465,622.5411,324.2533,269.2122,223.2067,279.2682
Cer-AP(t22:1/16:2)+HCO2,666.5309,620.5254,322.2377,267.1966,221.1911,279.2682
Cer-AP(t22:1/17:0)+HCO2,684.5778,638.5723,340.2846,285.2435,239.238,279.2682
Cer-AP(t22:1/18:0)+HCO2,698.5935,652.588,354.3003,299.2592,253.2537,279.2682
Cer-AP(t22:1/18:1)+HCO2,696.5778,650.5723,352.2846,297.2435,251.238,279.2682
Cer-AP(t22:1/18:2)+HCO2,694.5622,648.5567,350.269,295.2279,249.2224,279.2682
Cer-AP(t22:1/19:0)+HCO2,712.6091,666.6036,368.3159,313.2748,267.2693,279.2682
Cer-AP(t22:1/19:1)+HCO2,710.5935,664.588,366.3003,311.2592,265.2537,279.2682
Cer-AP(t22:1/20:0)+HCO2,726.6248,680.6193,382.3316,327.2905,281.285,279.2682
Cer-AP(t22:1/20:1)+HCO2,724.6091,678.6036,380.3159,325.2748,279.2693,279.2682
Cer-AP(t22:1/20:2)+HCO2,722.5935,676.588,378.3003,323.2592,277.2537,279.2682
Cer-AP(t22:1/21:0)+HCO2,740.6404,694.6349,396.3472,341.3061,295.3006,279.2682
Cer-AP(t22:1/21:1)+HCO2,738.6248,692.6193,394.3316,339.2905,293.285,279.2682
Cer-AP(t22:1/22:0)+HCO2,754.6561,708.6506,410.3629,355.3218,309.3163,279.2682
Cer-AP(t22:1/22:1)+HCO2,752.6404,706.6349,408.3472,353.3061,307.3006,279.2682
Cer-AP(t22:1/22:2)+HCO2,750.6248,704.6193,406.3316,351.2905,305.285,279.2682
Cer-AP(t22:1/23:0)+HCO2,768.6718,722.6663,424.3785,369.3374,323.3319,279.2682
Cer-AP(t22:1/23:1)+HCO2,766.6561,720.6506,422.3629,367.3218,321.3163,279.2682
Cer-AP(t22:1/24:0)+HCO2,782.6874,736.6819,438.3942,383.3531,337.3476,279.2682
Cer-AP(t22:1/24:1)+HCO2,780.6718,734.6663,436.3785,381.3374,335.3319,279.2682
Cer-AP(t22:1/24:2)+HCO2,778.6561,732.6506,434.3629,379.3218,333.3163,279.2682
Cer-AP(t22:1/25:0)+HCO2,796.703,750.6976,452.4099,397.3687,351.3633,279.2682
Cer-AP(t22:1/25:1)+HCO2,794.6874,748.6819,450.3942,395.3531,349.3476,279.2682
Cer-AP(t22:1/26:0)+HCO2,810.7187,764.7132,466.4255,411.3844,365.3789,279.2682
Cer-AP(t22:1/26:1)+HCO2,808.703,762.6976,464.4099,409.3687,363.3633,279.2682
Cer-AP(t22:1/26:2)+HCO2,806.6874,760.6819,462.3942,407.3531,361.3476,279.2682
Cer-AP(t22:1/27:0)+HCO2,824.7343,778.7289,480.4411,425.4,379.3945,279.2682
Cer-AP(t22:1/27:1)+HCO2,822.7187,776.7132,478.4255,423.3844,377.3789,279.2682
Cer-AP(t22:1/28:0)+HCO2,838.75,792.7445,494.4568,439.4157,393.4102,279.2682
Cer-AP(t22:1/28:1)+HCO2,836.7343,790.7289,492.4411,437.4,391.3945,279.2682
Cer-AP(t22:1/28:2)+HCO2,834.7187,788.7132,490.4255,435.3844,389.3789,279.2682
Cer-AP(t22:1/29:0)+HCO2,852.7656,806.7601,508.4724,453.4313,407.4258,279.2682
Cer-AP(t22:1/29:1)+HCO2,850.75,804.7445,506.4568,451.4157,405.4102,279.2682
Cer-AP(t22:1/30:0)+HCO2,866.7813,820.7758,522.4881,467.447,421.4415,279.2682
Cer-AP(t22:1/30:1)+HCO2,864.7656,818.7601,520.4724,465.4313,419.4258,279.2682
Cer-AP(t22:1/30:2)+HCO2,862.75,816.7445,518.4568,463.4157,417.4102,279.2682
Cer-AP(t22:1/31:0)+HCO2,880.7969,834.7914,536.5037,481.4626,435.4572,279.2682
Cer-AP(t22:1/31:1)+HCO2,878.7813,832.7758,534.4881,479.447,433.4415,279.2682
Cer-AP(t22:1/32:0)+HCO2,894.8126,848.8071,550.5194,495.4783,449.4728,279.2682
Cer-AP(t22:1/32:1)+HCO2,892.7969,846.7914,548.5037,493.4626,447.4572,279.2682
Cer-AP(t22:1/32:2)+HCO2,890.7813,844.7758,546.4881,491.447,445.4415,279.2682
Cer-AP(t22:1/33:0)+HCO2,908.8282,862.8228,564.535,509.4939,463.4884,279.2682
Cer-AP(t22:1/33:1)+HCO2,906.8126,860.8071,562.5194,507.4783,461.4728,279.2682
Cer-AP(t22:1/34:0)+HCO2,922.8439,876.8384,578.5507,523.5096,477.5041,279.2682
Cer-AP(t22:1/34:1)+HCO2,920.8282,874.8228,576.535,521.494,475.4884,279.2682
Cer-AP(t22:1/34:2)+HCO2,918.8126,872.8071,574.5194,519.4783,473.4728,279.2682
Cer-AP(t22:1/35:0)+HCO2,936.8596,890.8541,592.5663,537.5252,491.5197,279.2682
Cer-AP(t22:1/35:1)+HCO2,934.8439,888.8384,590.5507,535.5096,489.5041,279.2682
Cer-AP(t22:1/36:0)+HCO2,950.8752,904.8697,606.582,551.5409,505.5354,279.2682
Cer-AP(t22:1/36:1)+HCO2,948.8596,902.8541,604.5663,549.5252,503.5197,279.2682
Cer-AP(t22:1/36:2)+HCO2,946.8439,900.8384,602.5507,547.5096,501.5041,279.2682
Cer-AP(t22:1/38:0)+HCO2,978.9065,932.901,634.6133,579.5722,533.5667,279.2682
Cer-AP(t22:1/38:1)+HCO2,976.8908,930.8854,632.5977,577.5565,531.551,279.2682
Cer-AP(t22:1/38:2)+HCO2,974.8752,928.8697,630.582,575.5409,529.5354,279.2682
Cer-AP(t22:1/40:0)+HCO2,1006.938,960.9323,662.6446,607.6035,561.598,279.2682
Cer-AP(t22:1/40:1)+HCO2,1004.922,958.9167,660.629,605.5878,559.5823,279.2682
Cer-AP(t22:1/40:2)+HCO2,1002.906,956.901,658.6133,603.5722,557.5667,279.2682
Cer-AP(t22:1/42:0)+HCO2,1034.969,988.9636,690.6759,635.6348,589.6293,279.2682
Cer-AP(t22:1/42:1)+HCO2,1032.953,986.9479,688.6602,633.6191,587.6136,279.2682
Cer-AP(t22:1/42:2)+HCO2,1030.938,984.9323,686.6446,631.6035,585.598,279.2682
Cer-AP(t22:2/12:0)+HCO2,612.4839,566.4785,270.2064,215.1653,169.1598,277.2526
Cer-AP(t22:2/12:1)+HCO2,610.4683,564.4628,268.1907,213.1496,167.1441,277.2526
Cer-AP(t22:2/13:0)+HCO2,626.4996,580.4941,284.222,229.1809,183.1754,277.2526
Cer-AP(t22:2/13:1)+HCO2,624.4839,578.4785,282.2064,227.1653,181.1598,277.2526
Cer-AP(t22:2/14:0)+HCO2,640.5153,594.5098,298.2377,243.1966,197.1911,277.2526
Cer-AP(t22:2/14:1)+HCO2,638.4996,592.4941,296.222,241.1809,195.1754,277.2526
Cer-AP(t22:2/15:0)+HCO2,654.5309,608.5254,312.2533,257.2122,211.2067,277.2526
Cer-AP(t22:2/15:1)+HCO2,652.5153,606.5098,310.2377,255.1966,209.1911,277.2526
Cer-AP(t22:2/16:0)+HCO2,668.5465,622.5411,326.269,271.2279,225.2224,277.2526
Cer-AP(t22:2/16:1)+HCO2,666.5309,620.5254,324.2533,269.2122,223.2067,277.2526
Cer-AP(t22:2/16:2)+HCO2,664.5153,618.5098,322.2377,267.1966,221.1911,277.2526
Cer-AP(t22:2/17:0)+HCO2,682.5622,636.5567,340.2846,285.2435,239.238,277.2526
Cer-AP(t22:2/18:0)+HCO2,696.5778,650.5723,354.3003,299.2592,253.2537,277.2526
Cer-AP(t22:2/18:1)+HCO2,694.5622,648.5567,352.2846,297.2435,251.238,277.2526
Cer-AP(t22:2/18:2)+HCO2,692.5465,646.5411,350.269,295.2279,249.2224,277.2526
Cer-AP(t22:2/19:0)+HCO2,710.5935,664.588,368.3159,313.2748,267.2693,277.2526
Cer-AP(t22:2/19:1)+HCO2,708.5778,662.5723,366.3003,311.2592,265.2537,277.2526
Cer-AP(t22:2/20:0)+HCO2,724.6091,678.6036,382.3316,327.2905,281.285,277.2526
Cer-AP(t22:2/20:1)+HCO2,722.5935,676.588,380.3159,325.2748,279.2693,277.2526
Cer-AP(t22:2/20:2)+HCO2,720.5778,674.5723,378.3003,323.2592,277.2537,277.2526
Cer-AP(t22:2/21:0)+HCO2,738.6248,692.6193,396.3472,341.3061,295.3006,277.2526
Cer-AP(t22:2/21:1)+HCO2,736.6091,690.6036,394.3316,339.2905,293.285,277.2526
Cer-AP(t22:2/22:0)+HCO2,752.6404,706.6349,410.3629,355.3218,309.3163,277.2526
Cer-AP(t22:2/22:1)+HCO2,750.6248,704.6193,408.3472,353.3061,307.3006,277.2526
Cer-AP(t22:2/22:2)+HCO2,748.6091,702.6036,406.3316,351.2905,305.285,277.2526
Cer-AP(t22:2/23:0)+HCO2,766.6561,720.6506,424.3785,369.3374,323.3319,277.2526
Cer-AP(t22:2/23:1)+HCO2,764.6404,718.6349,422.3629,367.3218,321.3163,277.2526
Cer-AP(t22:2/24:0)+HCO2,780.6718,734.6663,438.3942,383.3531,337.3476,277.2526
Cer-AP(t22:2/24:1)+HCO2,778.6561,732.6506,436.3785,381.3374,335.3319,277.2526
Cer-AP(t22:2/24:2)+HCO2,776.6404,730.6349,434.3629,379.3218,333.3163,277.2526
Cer-AP(t22:2/25:0)+HCO2,794.6874,748.6819,452.4099,397.3687,351.3633,277.2526
Cer-AP(t22:2/25:1)+HCO2,792.6718,746.6663,450.3942,395.3531,349.3476,277.2526
Cer-AP(t22:2/26:0)+HCO2,808.703,762.6976,466.4255,411.3844,365.3789,277.2526
Cer-AP(t22:2/26:1)+HCO2,806.6874,760.6819,464.4099,409.3687,363.3633,277.2526
Cer-AP(t22:2/26:2)+HCO2,804.6718,758.6663,462.3942,407.3531,361.3476,277.2526
Cer-AP(t22:2/27:0)+HCO2,822.7187,776.7132,480.4411,425.4,379.3945,277.2526
Cer-AP(t22:2/27:1)+HCO2,820.703,774.6976,478.4255,423.3844,377.3789,277.2526
Cer-AP(t22:2/28:0)+HCO2,836.7343,790.7289,494.4568,439.4157,393.4102,277.2526
Cer-AP(t22:2/28:1)+HCO2,834.7187,788.7132,492.4411,437.4,391.3945,277.2526
Cer-AP(t22:2/28:2)+HCO2,832.703,786.6976,490.4255,435.3844,389.3789,277.2526
Cer-AP(t22:2/29:0)+HCO2,850.75,804.7445,508.4724,453.4313,407.4258,277.2526
Cer-AP(t22:2/29:1)+HCO2,848.7343,802.7289,506.4568,451.4157,405.4102,277.2526
Cer-AP(t22:2/30:0)+HCO2,864.7656,818.7601,522.4881,467.447,421.4415,277.2526
Cer-AP(t22:2/30:1)+HCO2,862.75,816.7445,520.4724,465.4313,419.4258,277.2526
Cer-AP(t22:2/30:2)+HCO2,860.7343,814.7289,518.4568,463.4157,417.4102,277.2526
Cer-AP(t22:2/31:0)+HCO2,878.7813,832.7758,536.5037,481.4626,435.4572,277.2526
Cer-AP(t22:2/31:1)+HCO2,876.7656,830.7601,534.4881,479.447,433.4415,277.2526
Cer-AP(t22:2/32:0)+HCO2,892.7969,846.7914,550.5194,495.4783,449.4728,277.2526
Cer-AP(t22:2/32:1)+HCO2,890.7813,844.7758,548.5037,493.4626,447.4572,277.2526
Cer-AP(t22:2/32:2)+HCO2,888.7656,842.7601,546.4881,491.447,445.4415,277.2526
Cer-AP(t22:2/33:0)+HCO2,906.8126,860.8071,564.535,509.4939,463.4884,277.2526
Cer-AP(t22:2/33:1)+HCO2,904.7969,858.7914,562.5194,507.4783,461.4728,277.2526
Cer-AP(t22:2/34:0)+HCO2,920.8282,874.8228,578.5507,523.5096,477.5041,277.2526
Cer-AP(t22:2/34:1)+HCO2,918.8126,872.8071,576.535,521.494,475.4884,277.2526
Cer-AP(t22:2/34:2)+HCO2,916.7969,870.7914,574.5194,519.4783,473.4728,277.2526
Cer-AP(t22:2/35:0)+HCO2,934.8439,888.8384,592.5663,537.5252,491.5197,277.2526
Cer-AP(t22:2/35:1)+HCO2,932.8282,886.8228,590.5507,535.5096,489.5041,277.2526
Cer-AP(t22:2/36:0)+HCO2,948.8596,902.8541,606.582,551.5409,505.5354,277.2526
Cer-AP(t22:2/36:1)+HCO2,946.8439,900.8384,604.5663,549.5252,503.5197,277.2526
Cer-AP(t22:2/36:2)+HCO2,944.8282,898.8228,602.5507,547.5096,501.5041,277.2526
Cer-AP(t22:2/38:0)+HCO2,976.8908,930.8854,634.6133,579.5722,533.5667,277.2526
Cer-AP(t22:2/38:1)+HCO2,974.8752,928.8697,632.5977,577.5565,531.551,277.2526
Cer-AP(t22:2/38:2)+HCO2,972.8596,926.8541,630.582,575.5409,529.5354,277.2526
Cer-AP(t22:2/40:0)+HCO2,1004.922,958.9167,662.6446,607.6035,561.598,277.2526
Cer-AP(t22:2/40:1)+HCO2,1002.906,956.901,660.629,605.5878,559.5823,277.2526
Cer-AP(t22:2/40:2)+HCO2,1000.891,954.8854,658.6133,603.5722,557.5667,277.2526
Cer-AP(t22:2/42:0)+HCO2,1032.953,986.9479,690.6759,635.6348,589.6293,277.2526
Cer-AP(t22:2/42:1)+HCO2,1030.938,984.9323,688.6602,633.6191,587.6136,277.2526
Cer-AP(t22:2/42:2)+HCO2,1028.922,982.9167,686.6446,631.6035,585.598,277.2526
Cer-AP(t23:0/12:0)+HCO2,630.5309,584.5254,270.2064,215.1653,169.1598,295.2996
Cer-AP(t23:0/12:1)+HCO2,628.5153,582.5098,268.1907,213.1496,167.1441,295.2996
Cer-AP(t23:0/13:0)+HCO2,644.5465,598.5411,284.222,229.1809,183.1754,295.2996
Cer-AP(t23:0/13:1)+HCO2,642.5309,596.5254,282.2064,227.1653,181.1598,295.2996
Cer-AP(t23:0/14:0)+HCO2,658.5622,612.5567,298.2377,243.1966,197.1911,295.2996
Cer-AP(t23:0/14:1)+HCO2,656.5465,610.5411,296.222,241.1809,195.1754,295.2996
Cer-AP(t23:0/15:0)+HCO2,672.5778,626.5723,312.2533,257.2122,211.2067,295.2996
Cer-AP(t23:0/15:1)+HCO2,670.5622,624.5567,310.2377,255.1966,209.1911,295.2996
Cer-AP(t23:0/16:0)+HCO2,686.5935,640.588,326.269,271.2279,225.2224,295.2996
Cer-AP(t23:0/16:1)+HCO2,684.5778,638.5723,324.2533,269.2122,223.2067,295.2996
Cer-AP(t23:0/16:2)+HCO2,682.5622,636.5567,322.2377,267.1966,221.1911,295.2996
Cer-AP(t23:0/17:0)+HCO2,700.6091,654.6036,340.2846,285.2435,239.238,295.2996
Cer-AP(t23:0/18:0)+HCO2,714.6248,668.6193,354.3003,299.2592,253.2537,295.2996
Cer-AP(t23:0/18:1)+HCO2,712.6091,666.6036,352.2846,297.2435,251.238,295.2996
Cer-AP(t23:0/18:2)+HCO2,710.5935,664.588,350.269,295.2279,249.2224,295.2996
Cer-AP(t23:0/19:0)+HCO2,728.6404,682.6349,368.3159,313.2748,267.2693,295.2996
Cer-AP(t23:0/19:1)+HCO2,726.6248,680.6193,366.3003,311.2592,265.2537,295.2996
Cer-AP(t23:0/20:0)+HCO2,742.6561,696.6506,382.3316,327.2905,281.285,295.2996
Cer-AP(t23:0/20:1)+HCO2,740.6404,694.6349,380.3159,325.2748,279.2693,295.2996
Cer-AP(t23:0/20:2)+HCO2,738.6248,692.6193,378.3003,323.2592,277.2537,295.2996
Cer-AP(t23:0/21:0)+HCO2,756.6718,710.6663,396.3472,341.3061,295.3006,295.2996
Cer-AP(t23:0/21:1)+HCO2,754.6561,708.6506,394.3316,339.2905,293.285,295.2996
Cer-AP(t23:0/22:0)+HCO2,770.6874,724.6819,410.3629,355.3218,309.3163,295.2996
Cer-AP(t23:0/22:1)+HCO2,768.6718,722.6663,408.3472,353.3061,307.3006,295.2996
Cer-AP(t23:0/22:2)+HCO2,766.6561,720.6506,406.3316,351.2905,305.285,295.2996
Cer-AP(t23:0/23:0)+HCO2,784.703,738.6976,424.3785,369.3374,323.3319,295.2996
Cer-AP(t23:0/23:1)+HCO2,782.6874,736.6819,422.3629,367.3218,321.3163,295.2996
Cer-AP(t23:0/24:0)+HCO2,798.7187,752.7132,438.3942,383.3531,337.3476,295.2996
Cer-AP(t23:0/24:1)+HCO2,796.703,750.6976,436.3785,381.3374,335.3319,295.2996
Cer-AP(t23:0/24:2)+HCO2,794.6874,748.6819,434.3629,379.3218,333.3163,295.2996
Cer-AP(t23:0/25:0)+HCO2,812.7343,766.7289,452.4099,397.3687,351.3633,295.2996
Cer-AP(t23:0/25:1)+HCO2,810.7187,764.7132,450.3942,395.3531,349.3476,295.2996
Cer-AP(t23:0/26:0)+HCO2,826.75,780.7445,466.4255,411.3844,365.3789,295.2996
Cer-AP(t23:0/26:1)+HCO2,824.7343,778.7289,464.4099,409.3687,363.3633,295.2996
Cer-AP(t23:0/26:2)+HCO2,822.7187,776.7132,462.3942,407.3531,361.3476,295.2996
Cer-AP(t23:0/27:0)+HCO2,840.7656,794.7601,480.4411,425.4,379.3945,295.2996
Cer-AP(t23:0/27:1)+HCO2,838.75,792.7445,478.4255,423.3844,377.3789,295.2996
Cer-AP(t23:0/28:0)+HCO2,854.7813,808.7758,494.4568,439.4157,393.4102,295.2996
Cer-AP(t23:0/28:1)+HCO2,852.7656,806.7601,492.4411,437.4,391.3945,295.2996
Cer-AP(t23:0/28:2)+HCO2,850.75,804.7445,490.4255,435.3844,389.3789,295.2996
Cer-AP(t23:0/29:0)+HCO2,868.7969,822.7914,508.4724,453.4313,407.4258,295.2996
Cer-AP(t23:0/29:1)+HCO2,866.7813,820.7758,506.4568,451.4157,405.4102,295.2996
Cer-AP(t23:0/30:0)+HCO2,882.8126,836.8071,522.4881,467.447,421.4415,295.2996
Cer-AP(t23:0/30:1)+HCO2,880.7969,834.7914,520.4724,465.4313,419.4258,295.2996
Cer-AP(t23:0/30:2)+HCO2,878.7813,832.7758,518.4568,463.4157,417.4102,295.2996
Cer-AP(t23:0/31:0)+HCO2,896.8282,850.8228,536.5037,481.4626,435.4572,295.2996
Cer-AP(t23:0/31:1)+HCO2,894.8126,848.8071,534.4881,479.447,433.4415,295.2996
Cer-AP(t23:0/32:0)+HCO2,910.8439,864.8384,550.5194,495.4783,449.4728,295.2996
Cer-AP(t23:0/32:1)+HCO2,908.8282,862.8228,548.5037,493.4626,447.4572,295.2996
Cer-AP(t23:0/32:2)+HCO2,906.8126,860.8071,546.4881,491.447,445.4415,295.2996
Cer-AP(t23:0/33:0)+HCO2,924.8596,878.8541,564.535,509.4939,463.4884,295.2996
Cer-AP(t23:0/33:1)+HCO2,922.8439,876.8384,562.5194,507.4783,461.4728,295.2996
Cer-AP(t23:0/34:0)+HCO2,938.8752,892.8697,578.5507,523.5096,477.5041,295.2996
Cer-AP(t23:0/34:1)+HCO2,936.8596,890.8541,576.535,521.494,475.4884,295.2996
Cer-AP(t23:0/34:2)+HCO2,934.8439,888.8384,574.5194,519.4783,473.4728,295.2996
Cer-AP(t23:0/35:0)+HCO2,952.8908,906.8854,592.5663,537.5252,491.5197,295.2996
Cer-AP(t23:0/35:1)+HCO2,950.8752,904.8697,590.5507,535.5096,489.5041,295.2996
Cer-AP(t23:0/36:0)+HCO2,966.9065,920.901,606.582,551.5409,505.5354,295.2996
Cer-AP(t23:0/36:1)+HCO2,964.8908,918.8854,604.5663,549.5252,503.5197,295.2996
Cer-AP(t23:0/36:2)+HCO2,962.8752,916.8697,602.5507,547.5096,501.5041,295.2996
Cer-AP(t23:0/38:0)+HCO2,994.9378,948.9323,634.6133,579.5722,533.5667,295.2996
Cer-AP(t23:0/38:1)+HCO2,992.9221,946.9167,632.5977,577.5565,531.551,295.2996
Cer-AP(t23:0/38:2)+HCO2,990.9065,944.901,630.582,575.5409,529.5354,295.2996
Cer-AP(t23:0/40:0)+HCO2,1022.969,976.9636,662.6446,607.6035,561.598,295.2996
Cer-AP(t23:0/40:1)+HCO2,1020.953,974.9479,660.629,605.5878,559.5823,295.2996
Cer-AP(t23:0/40:2)+HCO2,1018.938,972.9323,658.6133,603.5722,557.5667,295.2996
Cer-AP(t23:0/42:0)+HCO2,1051,1004.995,690.6759,635.6348,589.6293,295.2996
