DGTS,[M+H]+,[M-H20]+,[M-(C3H9N-CHCOOH-CH2)]+,[M-(C3H9N-CHCOOH)]+,SN1 acyl loss,SN2 acyl loss,M-H2O SN1 loss ,M-H2O SN2 loss ,C10H21NO5H (236.14),C3H9N-CHCOOH-CH2-CH (144.1),C3H9N+ (59)
DGTS(17:1_18:0)+H,752.63987,734.62931,621.54525,635.5609,502.41027,486.37897,484.39971,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_18:1)+H,750.62427,732.61371,619.52965,633.5453,500.39467,486.37897,482.38411,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_18:2)+H,748.60857,730.59801,617.51395,631.5296,498.37897,486.37897,480.36841,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_18:3)+H,746.59297,728.58241,615.49835,629.514,496.36337,486.37897,478.35281,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_18:4)+H,744.57727,726.56671,613.48265,627.4983,494.34767,486.37897,476.33711,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_19:0)+H,766.65557,748.64501,635.56095,649.5766,516.42597,486.37897,498.41541,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:0)+H,780.67117,762.66061,649.57655,663.5922,530.44157,486.37897,512.43101,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:1)+H,778.65557,760.64501,647.56095,661.5766,528.42597,486.37897,510.41541,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:2)+H,776.63987,758.62931,645.54525,659.5609,526.41027,486.37897,508.39971,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:3)+H,774.62427,756.61371,643.52965,657.5453,524.39467,486.37897,506.38411,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:4)+H,772.60857,754.59801,641.51395,655.5296,522.37897,486.37897,504.36841,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_20:5)+H,770.59297,752.58241,639.49835,653.514,520.36337,486.37897,502.35281,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_21:0)+H,794.68687,776.67631,663.59225,677.6079,544.45727,486.37897,526.44671,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:0)+H,808.70247,790.69191,677.60785,691.6235,558.47287,486.37897,540.46231,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:1)+H,806.68687,788.67631,675.59225,689.6079,556.45727,486.37897,538.44671,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:2)+H,804.67117,786.66061,673.57655,687.5922,554.44157,486.37897,536.43101,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:3)+H,802.65557,784.64501,671.56095,685.5766,552.42597,486.37897,534.41541,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:4)+H,800.63987,782.62931,669.54525,683.5609,550.41027,486.37897,532.39971,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:5)+H,798.62427,780.61371,667.52965,681.5453,548.39467,486.37897,530.38411,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_22:6)+H,796.60857,778.59801,665.51395,679.5296,546.37897,486.37897,528.36841,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_23:0)+H,822.71817,804.70761,691.62355,705.6392,572.48857,486.37897,554.47801,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_24:0)+H,836.73377,818.72321,705.63915,719.6548,586.50417,486.37897,568.49361,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_24:1)+H,834.71817,816.70761,703.62355,717.6392,584.48857,486.37897,566.47801,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_25:0)+H,850.74947,832.73891,719.65485,733.6705,600.51987,486.37897,582.50931,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:1_26:0)+H,864.76507,846.75451,733.67045,747.6861,614.53547,486.37897,596.52491,468.36841,236.1492402,144.1018984,59.0729454
DGTS(17:2_17:2)+H,732.57737,714.56681,601.48275,615.4984,484.36337,484.36337,466.35281,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_18:0)+H,750.62427,732.61371,619.52965,633.5453,502.41027,484.36337,484.39971,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_18:1)+H,748.60867,730.59811,617.51405,631.5297,500.39467,484.36337,482.38411,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_18:2)+H,746.59297,728.58241,615.49835,629.514,498.37897,484.36337,480.36841,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_18:3)+H,744.57737,726.56681,613.48275,627.4984,496.36337,484.36337,478.35281,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_18:4)+H,742.56167,724.55111,611.46705,625.4827,494.34767,484.36337,476.33711,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_19:0)+H,764.63997,746.62941,633.54535,647.561,516.42597,484.36337,498.41541,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:0)+H,778.65557,760.64501,647.56095,661.5766,530.44157,484.36337,512.43101,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:1)+H,776.63997,758.62941,645.54535,659.561,528.42597,484.36337,510.41541,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:2)+H,774.62427,756.61371,643.52965,657.5453,526.41027,484.36337,508.39971,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:3)+H,772.60867,754.59811,641.51405,655.5297,524.39467,484.36337,506.38411,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:4)+H,770.59297,752.58241,639.49835,653.514,522.37897,484.36337,504.36841,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_20:5)+H,768.57737,750.56681,637.48275,651.4984,520.36337,484.36337,502.35281,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_21:0)+H,792.67127,774.66071,661.57665,675.5923,544.45727,484.36337,526.44671,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:0)+H,806.68687,788.67631,675.59225,689.6079,558.47287,484.36337,540.46231,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:1)+H,804.67127,786.66071,673.57665,687.5923,556.45727,484.36337,538.44671,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:2)+H,802.65557,784.64501,671.56095,685.5766,554.44157,484.36337,536.43101,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:3)+H,800.63997,782.62941,669.54535,683.561,552.42597,484.36337,534.41541,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:4)+H,798.62427,780.61371,667.52965,681.5453,550.41027,484.36337,532.39971,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:5)+H,796.60867,778.59811,665.51405,679.5297,548.39467,484.36337,530.38411,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_22:6)+H,794.59297,776.58241,663.49835,677.514,546.37897,484.36337,528.36841,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_23:0)+H,820.70257,802.69201,689.60795,703.6236,572.48857,484.36337,554.47801,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_24:0)+H,834.71817,816.70761,703.62355,717.6392,586.50417,484.36337,568.49361,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_24:1)+H,832.70257,814.69201,701.60795,715.6236,584.48857,484.36337,566.47801,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_25:0)+H,848.73387,830.72331,717.63925,731.6549,600.51987,484.36337,582.50931,466.35281,236.1492402,144.1018984,59.0729454
DGTS(17:2_26:0)+H,862.74947,844.73891,731.65485,745.6705,614.53547,484.36337,596.52491,466.35281,236.1492402,144.1018984,59.0729454
DGTS(18:0_18:0)+H,768.67117,750.66061,637.57655,651.5922,502.41027,502.41027,484.39971,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_18:1)+H,766.65557,748.64501,635.56095,649.5766,500.39467,502.41027,482.38411,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_18:2)+H,764.63987,746.62931,633.54525,647.5609,498.37897,502.41027,480.36841,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_18:3)+H,762.62427,744.61371,631.52965,645.5453,496.36337,502.41027,478.35281,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_18:4)+H,760.60857,742.59801,629.51395,643.5296,494.34767,502.41027,476.33711,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_19:0)+H,782.68687,764.67631,651.59225,665.6079,516.42597,502.41027,498.41541,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:0)+H,796.70247,778.69191,665.60785,679.6235,530.44157,502.41027,512.43101,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:1)+H,794.68687,776.67631,663.59225,677.6079,528.42597,502.41027,510.41541,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:2)+H,792.67117,774.66061,661.57655,675.5922,526.41027,502.41027,508.39971,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:3)+H,790.65557,772.64501,659.56095,673.5766,524.39467,502.41027,506.38411,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:4)+H,788.63987,770.62931,657.54525,671.5609,522.37897,502.41027,504.36841,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_20:5)+H,786.62427,768.61371,655.52965,669.5453,520.36337,502.41027,502.35281,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_21:0)+H,810.71817,792.70761,679.62355,693.6392,544.45727,502.41027,526.44671,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:0)+H,824.73377,806.72321,693.63915,707.6548,558.47287,502.41027,540.46231,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:1)+H,822.71817,804.70761,691.62355,705.6392,556.45727,502.41027,538.44671,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:2)+H,820.70247,802.69191,689.60785,703.6235,554.44157,502.41027,536.43101,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:3)+H,818.68687,800.67631,687.59225,701.6079,552.42597,502.41027,534.41541,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:4)+H,816.67117,798.66061,685.57655,699.5922,550.41027,502.41027,532.39971,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:5)+H,814.65557,796.64501,683.56095,697.5766,548.39467,502.41027,530.38411,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_22:6)+H,812.63987,794.62931,681.54525,695.5609,546.37897,502.41027,528.36841,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_23:0)+H,838.74947,820.73891,707.65485,721.6705,572.48857,502.41027,554.47801,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_24:0)+H,852.76507,834.75451,721.67045,735.6861,586.50417,502.41027,568.49361,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_24:1)+H,850.74947,832.73891,719.65485,733.6705,584.48857,502.41027,566.47801,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_25:0)+H,866.78077,848.77021,735.68615,749.7018,600.51987,502.41027,582.50931,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:0_26:0)+H,880.79637,862.78581,749.70175,763.7174,614.53547,502.41027,596.52491,484.39971,236.1492402,144.1018984,59.0729454
DGTS(18:1_18:1)+H,764.63997,746.62941,633.54535,647.561,500.39467,500.39467,482.38411,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_18:2)+H,762.62427,744.61371,631.52965,645.5453,498.37897,500.39467,480.36841,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_18:3)+H,760.60867,742.59811,629.51405,643.5297,496.36337,500.39467,478.35281,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_18:4)+H,758.59297,740.58241,627.49835,641.514,494.34767,500.39467,476.33711,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_19:0)+H,780.67127,762.66071,649.57665,663.5923,516.42597,500.39467,498.41541,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:0)+H,794.68687,776.67631,663.59225,677.6079,530.44157,500.39467,512.43101,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:1)+H,792.67127,774.66071,661.57665,675.5923,528.42597,500.39467,510.41541,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:2)+H,790.65557,772.64501,659.56095,673.5766,526.41027,500.39467,508.39971,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:3)+H,788.63997,770.62941,657.54535,671.561,524.39467,500.39467,506.38411,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:4)+H,786.62427,768.61371,655.52965,669.5453,522.37897,500.39467,504.36841,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_20:5)+H,784.60867,766.59811,653.51405,667.5297,520.36337,500.39467,502.35281,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_21:0)+H,808.70257,790.69201,677.60795,691.6236,544.45727,500.39467,526.44671,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:0)+H,822.71817,804.70761,691.62355,705.6392,558.47287,500.39467,540.46231,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:1)+H,820.70257,802.69201,689.60795,703.6236,556.45727,500.39467,538.44671,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:2)+H,818.68687,800.67631,687.59225,701.6079,554.44157,500.39467,536.43101,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:3)+H,816.67127,798.66071,685.57665,699.5923,552.42597,500.39467,534.41541,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:4)+H,814.65557,796.64501,683.56095,697.5766,550.41027,500.39467,532.39971,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:5)+H,812.63997,794.62941,681.54535,695.561,548.39467,500.39467,530.38411,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_22:6)+H,810.62427,792.61371,679.52965,693.5453,546.37897,500.39467,528.36841,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_23:0)+H,836.73387,818.72331,705.63925,719.6549,572.48857,500.39467,554.47801,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_24:0)+H,850.74947,832.73891,719.65485,733.6705,586.50417,500.39467,568.49361,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_24:1)+H,848.73387,830.72331,717.63925,731.6549,584.48857,500.39467,566.47801,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_25:0)+H,864.76517,846.75461,733.67055,747.6862,600.51987,500.39467,582.50931,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:1_26:0)+H,878.78077,860.77021,747.68615,761.7018,614.53547,500.39467,596.52491,482.38411,236.1492402,144.1018984,59.0729454
DGTS(18:2_18:2)+H,760.60857,742.59801,629.51395,643.5296,498.37897,498.37897,480.36841,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_18:3)+H,758.59297,740.58241,627.49835,641.514,496.36337,498.37897,478.35281,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_18:4)+H,756.57727,738.56671,625.48265,639.4983,494.34767,498.37897,476.33711,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_19:0)+H,778.65557,760.64501,647.56095,661.5766,516.42597,498.37897,498.41541,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:0)+H,792.67117,774.66061,661.57655,675.5922,530.44157,498.37897,512.43101,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:1)+H,790.65557,772.64501,659.56095,673.5766,528.42597,498.37897,510.41541,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:2)+H,788.63987,770.62931,657.54525,671.5609,526.41027,498.37897,508.39971,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:3)+H,786.62427,768.61371,655.52965,669.5453,524.39467,498.37897,506.38411,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:4)+H,784.60857,766.59801,653.51395,667.5296,522.37897,498.37897,504.36841,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_20:5)+H,782.59297,764.58241,651.49835,665.514,520.36337,498.37897,502.35281,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_21:0)+H,806.68687,788.67631,675.59225,689.6079,544.45727,498.37897,526.44671,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:0)+H,820.70247,802.69191,689.60785,703.6235,558.47287,498.37897,540.46231,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:1)+H,818.68687,800.67631,687.59225,701.6079,556.45727,498.37897,538.44671,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:2)+H,816.67117,798.66061,685.57655,699.5922,554.44157,498.37897,536.43101,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:3)+H,814.65557,796.64501,683.56095,697.5766,552.42597,498.37897,534.41541,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:4)+H,812.63987,794.62931,681.54525,695.5609,550.41027,498.37897,532.39971,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:5)+H,810.62427,792.61371,679.52965,693.5453,548.39467,498.37897,530.38411,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_22:6)+H,808.60857,790.59801,677.51395,691.5296,546.37897,498.37897,528.36841,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_23:0)+H,834.71817,816.70761,703.62355,717.6392,572.48857,498.37897,554.47801,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_24:0)+H,848.73377,830.72321,717.63915,731.6548,586.50417,498.37897,568.49361,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_24:1)+H,846.71817,828.70761,715.62355,729.6392,584.48857,498.37897,566.47801,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_25:0)+H,862.74947,844.73891,731.65485,745.6705,600.51987,498.37897,582.50931,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:2_26:0)+H,876.76507,858.75451,745.67045,759.6861,614.53547,498.37897,596.52491,480.36841,236.1492402,144.1018984,59.0729454
DGTS(18:3_18:3)+H,756.57737,738.56681,625.48275,639.4984,496.36337,496.36337,478.35281,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_18:4)+H,754.56167,736.55111,623.46705,637.4827,494.34767,496.36337,476.33711,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_19:0)+H,776.63997,758.62941,645.54535,659.561,516.42597,496.36337,498.41541,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:0)+H,790.65557,772.64501,659.56095,673.5766,530.44157,496.36337,512.43101,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:1)+H,788.63997,770.62941,657.54535,671.561,528.42597,496.36337,510.41541,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:2)+H,786.62427,768.61371,655.52965,669.5453,526.41027,496.36337,508.39971,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:3)+H,784.60867,766.59811,653.51405,667.5297,524.39467,496.36337,506.38411,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:4)+H,782.59297,764.58241,651.49835,665.514,522.37897,496.36337,504.36841,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_20:5)+H,780.57737,762.56681,649.48275,663.4984,520.36337,496.36337,502.35281,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_21:0)+H,804.67127,786.66071,673.57665,687.5923,544.45727,496.36337,526.44671,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:0)+H,818.68687,800.67631,687.59225,701.6079,558.47287,496.36337,540.46231,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:1)+H,816.67127,798.66071,685.57665,699.5923,556.45727,496.36337,538.44671,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:2)+H,814.65557,796.64501,683.56095,697.5766,554.44157,496.36337,536.43101,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:3)+H,812.63997,794.62941,681.54535,695.561,552.42597,496.36337,534.41541,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:4)+H,810.62427,792.61371,679.52965,693.5453,550.41027,496.36337,532.39971,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:5)+H,808.60867,790.59811,677.51405,691.5297,548.39467,496.36337,530.38411,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_22:6)+H,806.59297,788.58241,675.49835,689.514,546.37897,496.36337,528.36841,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_23:0)+H,832.70257,814.69201,701.60795,715.6236,572.48857,496.36337,554.47801,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_24:0)+H,846.71817,828.70761,715.62355,729.6392,586.50417,496.36337,568.49361,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_24:1)+H,844.70257,826.69201,713.60795,727.6236,584.48857,496.36337,566.47801,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_25:0)+H,860.73387,842.72331,729.63925,743.6549,600.51987,496.36337,582.50931,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:3_26:0)+H,874.74947,856.73891,743.65485,757.6705,614.53547,496.36337,596.52491,478.35281,236.1492402,144.1018984,59.0729454
DGTS(18:4_18:4)+H,752.54597,734.53541,621.45135,635.467,494.34767,494.34767,476.33711,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_19:0)+H,774.62427,756.61371,643.52965,657.5453,516.42597,494.34767,498.41541,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:0)+H,788.63987,770.62931,657.54525,671.5609,530.44157,494.34767,512.43101,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:1)+H,786.62427,768.61371,655.52965,669.5453,528.42597,494.34767,510.41541,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:2)+H,784.60857,766.59801,653.51395,667.5296,526.41027,494.34767,508.39971,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:3)+H,782.59297,764.58241,651.49835,665.514,524.39467,494.34767,506.38411,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:4)+H,780.57727,762.56671,649.48265,663.4983,522.37897,494.34767,504.36841,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_20:5)+H,778.56167,760.55111,647.46705,661.4827,520.36337,494.34767,502.35281,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_21:0)+H,802.65557,784.64501,671.56095,685.5766,544.45727,494.34767,526.44671,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:0)+H,816.67117,798.66061,685.57655,699.5922,558.47287,494.34767,540.46231,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:1)+H,814.65557,796.64501,683.56095,697.5766,556.45727,494.34767,538.44671,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:2)+H,812.63987,794.62931,681.54525,695.5609,554.44157,494.34767,536.43101,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:3)+H,810.62427,792.61371,679.52965,693.5453,552.42597,494.34767,534.41541,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:4)+H,808.60857,790.59801,677.51395,691.5296,550.41027,494.34767,532.39971,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:5)+H,806.59297,788.58241,675.49835,689.514,548.39467,494.34767,530.38411,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_22:6)+H,804.57727,786.56671,673.48265,687.4983,546.37897,494.34767,528.36841,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_23:0)+H,830.68687,812.67631,699.59225,713.6079,572.48857,494.34767,554.47801,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_24:0)+H,844.70247,826.69191,713.60785,727.6235,586.50417,494.34767,568.49361,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_24:1)+H,842.68687,824.67631,711.59225,725.6079,584.48857,494.34767,566.47801,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_25:0)+H,858.71817,840.70761,727.62355,741.6392,600.51987,494.34767,582.50931,476.33711,236.1492402,144.1018984,59.0729454
DGTS(18:4_26:0)+H,872.73377,854.72321,741.63915,755.6548,614.53547,494.34767,596.52491,476.33711,236.1492402,144.1018984,59.0729454
DGTS(19:0_19:0)+H,796.70257,778.69201,665.60795,679.6236,516.42597,516.42597,498.41541,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:0)+H,810.71817,792.70761,679.62355,693.6392,530.44157,516.42597,512.43101,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:1)+H,808.70257,790.69201,677.60795,691.6236,528.42597,516.42597,510.41541,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:2)+H,806.68687,788.67631,675.59225,689.6079,526.41027,516.42597,508.39971,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:3)+H,804.67127,786.66071,673.57665,687.5923,524.39467,516.42597,506.38411,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:4)+H,802.65557,784.64501,671.56095,685.5766,522.37897,516.42597,504.36841,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_20:5)+H,800.63997,782.62941,669.54535,683.561,520.36337,516.42597,502.35281,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_21:0)+H,824.73387,806.72331,693.63925,707.6549,544.45727,516.42597,526.44671,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:0)+H,838.74947,820.73891,707.65485,721.6705,558.47287,516.42597,540.46231,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:1)+H,836.73387,818.72331,705.63925,719.6549,556.45727,516.42597,538.44671,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:2)+H,834.71817,816.70761,703.62355,717.6392,554.44157,516.42597,536.43101,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:3)+H,832.70257,814.69201,701.60795,715.6236,552.42597,516.42597,534.41541,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:4)+H,830.68687,812.67631,699.59225,713.6079,550.41027,516.42597,532.39971,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:5)+H,828.67127,810.66071,697.57665,711.5923,548.39467,516.42597,530.38411,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_22:6)+H,826.65557,808.64501,695.56095,709.5766,546.37897,516.42597,528.36841,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_23:0)+H,852.76517,834.75461,721.67055,735.6862,572.48857,516.42597,554.47801,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_24:0)+H,866.78077,848.77021,735.68615,749.7018,586.50417,516.42597,568.49361,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_24:1)+H,864.76517,846.75461,733.67055,747.6862,584.48857,516.42597,566.47801,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_25:0)+H,880.79647,862.78591,749.70185,763.7175,600.51987,516.42597,582.50931,498.41541,236.1492402,144.1018984,59.0729454
DGTS(19:0_26:0)+H,894.81207,876.80151,763.71745,777.7331,614.53547,516.42597,596.52491,498.41541,236.1492402,144.1018984,59.0729454
DGTS(20:0_20:0)+H,824.73377,806.72321,693.63915,707.6548,530.44157,530.44157,512.43101,512.43101,236.1492402,144.1018984,59.0729454
