MGDG,[M+NH4]+,DG [M+H]+,DG [M+H-H2O]+ ,sn1_NL,sn2_NL,sn1_acylChain([RC=O]+),sn2_acylChain([RC=O]+)
MGDG(18:2_23:0)+NH4,870.70289,691.62359,673.61302,411.38351,337.27403,263.23694,337.34642
MGDG(18:2_24:0)+NH4,884.71852,705.63922,687.62865,425.39914,337.27402,263.23694,351.36206
MGDG(18:2_24:1)+NH4,882.70289,703.62359,685.61302,423.38351,337.27403,263.23694,349.34642
MGDG(18:2_24:4)+NH4,876.65592,697.57662,679.56605,417.33654,337.27398,263.23694,343.2995
MGDG(18:2_25:0)+NH4,898.73422,719.65492,701.64435,439.41484,337.27408,263.23694,365.3777
MGDG(18:2_26:0)+NH4,912.74982,733.67052,715.65995,453.43044,337.27404,263.23694,379.39334
MGDG(18:2_26:1)+NH4,910.73422,731.65492,713.64435,451.41484,337.27408,263.23694,377.3777
MGDG(18:2_26:2)+NH4,908.71852,729.63922,711.62865,449.39914,337.27402,263.23694,375.36206
MGDG(18:3_18:3)+NH4,792.56202,613.48272,595.47215,335.25828,335.25828,261.2213,261.2213
MGDG(18:3_18:4)+NH4,790.54642,611.46712,593.45655,333.24268,335.25832,261.2213,259.20566
MGDG(18:3_19:0)+NH4,812.62462,633.54532,615.53475,355.32088,335.25832,261.2213,281.28386
MGDG(18:3_20:0)+NH4,826.64027,647.56097,629.5504,369.33653,335.25833,261.2213,295.2995
MGDG(18:3_20:1)+NH4,824.62462,645.54532,627.53475,367.32088,335.25832,261.2213,293.28386
MGDG(18:3_20:2)+NH4,822.60895,643.52965,625.51908,365.30521,335.25829,261.2213,291.26822
MGDG(18:3_20:3)+NH4,820.59332,641.51402,623.50345,363.28958,335.2583,261.2213,289.25258
MGDG(18:3_20:4)+NH4,818.57762,639.49832,621.48775,361.27388,335.25824,261.2213,287.23694
MGDG(18:3_20:5)+NH4,816.56202,637.48272,619.47215,359.25828,335.25828,261.2213,285.2213
MGDG(18:3_21:0)+NH4,840.65592,661.57662,643.56605,383.35218,335.25834,261.2213,309.31514
MGDG(18:3_22:0)+NH4,854.67158,675.59228,657.58171,397.36784,335.25836,261.2213,323.33078
MGDG(18:3_22:1)+NH4,852.65592,673.57662,655.56605,395.35218,335.25834,261.2213,321.31514
MGDG(18:3_22:2)+NH4,850.64027,671.56097,653.5504,393.33653,335.25833,261.2213,319.2995
MGDG(18:3_22:4)+NH4,846.60895,667.52965,649.51908,389.30521,335.25829,261.2213,315.26822
MGDG(18:3_22:5)+NH4,844.59332,665.51402,647.50345,387.28958,335.2583,261.2213,313.25258
MGDG(18:3_22:6)+NH4,842.57762,663.49832,645.48775,385.27388,335.25824,261.2213,311.23694
MGDG(18:3_23:0)+NH4,868.68722,689.60792,671.59735,411.38348,335.25836,261.2213,337.34642
MGDG(18:3_24:0)+NH4,882.70289,703.62359,685.61302,425.39915,335.25839,261.2213,351.36206
MGDG(18:3_24:1)+NH4,880.68722,701.60792,683.59735,423.38348,335.25836,261.2213,349.34642
MGDG(18:3_24:4)+NH4,874.64027,695.56097,677.5504,417.33653,335.25833,261.2213,343.2995
MGDG(18:3_25:0)+NH4,896.71852,717.63922,699.62865,439.41478,335.25838,261.2213,365.3777
MGDG(18:3_26:0)+NH4,910.73422,731.65492,713.64435,453.43048,335.25844,261.2213,379.39334
MGDG(18:3_26:1)+NH4,908.71852,729.63922,711.62865,451.41478,335.25838,261.2213,377.3777
MGDG(18:3_26:2)+NH4,906.70289,727.62359,709.61302,449.39915,335.25839,261.2213,375.36206
MGDG(18:4_18:4)+NH4,788.53072,609.45142,591.44085,333.24262,333.24262,259.20566,259.20566
MGDG(18:4_19:0)+NH4,810.60895,631.52965,613.51908,355.32085,333.24265,259.20566,281.28386
MGDG(18:4_20:0)+NH4,824.62462,645.54532,627.53475,369.33652,333.24268,259.20566,295.2995
MGDG(18:4_20:1)+NH4,822.60895,643.52965,625.51908,367.32085,333.24265,259.20566,293.28386
MGDG(18:4_20:2)+NH4,820.59332,641.51402,623.50345,365.30522,333.24266,259.20566,291.26822
MGDG(18:4_20:3)+NH4,818.57762,639.49832,621.48775,363.28952,333.2426,259.20566,289.25258
MGDG(18:4_20:4)+NH4,816.56202,637.48272,619.47215,361.27392,333.24264,259.20566,287.23694
MGDG(18:4_20:5)+NH4,814.54642,635.46712,617.45655,359.25832,333.24268,259.20566,285.2213
MGDG(18:4_21:0)+NH4,838.64027,659.56097,641.5504,383.35217,333.24269,259.20566,309.31514
MGDG(18:4_22:0)+NH4,852.65592,673.57662,655.56605,397.36782,333.2427,259.20566,323.33078
MGDG(18:4_22:1)+NH4,850.64027,671.56097,653.5504,395.35217,333.24269,259.20566,321.31514
MGDG(18:4_22:2)+NH4,848.62462,669.54532,651.53475,393.33652,333.24268,259.20566,319.2995
MGDG(18:4_22:4)+NH4,844.59332,665.51402,647.50345,389.30522,333.24266,259.20566,315.26822
MGDG(18:4_22:5)+NH4,842.57762,663.49832,645.48775,387.28952,333.2426,259.20566,313.25258
MGDG(18:4_22:6)+NH4,840.56202,661.48272,643.47215,385.27392,333.24264,259.20566,311.23694
MGDG(18:4_23:0)+NH4,866.67158,687.59228,669.58171,411.38348,333.24272,259.20566,337.34642
MGDG(18:4_24:0)+NH4,880.68722,701.60792,683.59735,425.39912,333.24272,259.20566,351.36206
MGDG(18:4_24:1)+NH4,878.67158,699.59228,681.58171,423.38348,333.24272,259.20566,349.34642
MGDG(18:4_24:4)+NH4,872.62462,693.54532,675.53475,417.33652,333.24268,259.20566,343.2995
MGDG(18:4_25:0)+NH4,894.70289,715.62359,697.61302,439.41479,333.24275,259.20566,365.3777
MGDG(18:4_26:0)+NH4,908.71852,729.63922,711.62865,453.43042,333.24274,259.20566,379.39334
MGDG(18:4_26:1)+NH4,906.70289,727.62359,709.61302,451.41479,333.24275,259.20566,377.3777
MGDG(18:4_26:2)+NH4,904.68722,725.60792,707.59735,449.39912,333.24272,259.20566,375.36206
MGDG(19:0_19:0)+NH4,832.68722,653.60792,635.59735,355.32092,355.32092,281.28386,281.28386
MGDG(19:0_20:0)+NH4,846.70289,667.62359,649.61302,369.33659,355.32095,281.28386,295.2995
MGDG(19:0_20:1)+NH4,844.68722,665.60792,647.59735,367.32092,355.32092,281.28386,293.28386
MGDG(19:0_20:2)+NH4,842.67158,663.59228,645.58171,365.30528,355.32092,281.28386,291.26822
MGDG(19:0_20:3)+NH4,840.65592,661.57662,643.56605,363.28962,355.3209,281.28386,289.25258
MGDG(19:0_20:4)+NH4,838.64027,659.56097,641.5504,361.27397,355.32089,281.28386,287.23694
MGDG(19:0_20:5)+NH4,836.62462,657.54532,639.53475,359.25832,355.32088,281.28386,285.2213
MGDG(19:0_21:0)+NH4,860.71852,681.63922,663.62865,383.35222,355.32094,281.28386,309.31514
MGDG(19:0_22:0)+NH4,874.73422,695.65492,677.64435,397.36792,355.321,281.28386,323.33078
MGDG(19:0_22:1)+NH4,872.71852,693.63922,675.62865,395.35222,355.32094,281.28386,321.31514
MGDG(19:0_22:2)+NH4,870.70289,691.62359,673.61302,393.33659,355.32095,281.28386,319.2995
MGDG(19:0_22:4)+NH4,866.67158,687.59228,669.58171,389.30528,355.32092,281.28386,315.26822
MGDG(19:0_22:5)+NH4,864.65592,685.57662,667.56605,387.28962,355.3209,281.28386,313.25258
MGDG(19:0_22:6)+NH4,862.64027,683.56097,665.5504,385.27397,355.32089,281.28386,311.23694
MGDG(19:0_23:0)+NH4,888.74982,709.67052,691.65995,411.38352,355.32096,281.28386,337.34642
MGDG(19:0_24:0)+NH4,902.76542,723.68612,705.67555,425.39912,355.32092,281.28386,351.36206
MGDG(19:0_24:1)+NH4,900.74982,721.67052,703.65995,423.38352,355.32096,281.28386,349.34642
MGDG(19:0_24:4)+NH4,894.70289,715.62359,697.61302,417.33659,355.32095,281.28386,343.2995
MGDG(19:0_25:0)+NH4,916.78112,737.70182,719.69125,439.41482,355.32098,281.28386,365.3777
MGDG(19:0_26:0)+NH4,930.79676,751.71746,733.70689,453.43046,355.32098,281.28386,379.39334
MGDG(19:0_26:1)+NH4,928.78112,749.70182,731.69125,451.41482,355.32098,281.28386,377.3777
MGDG(19:0_26:2)+NH4,926.76542,747.68612,729.67555,449.39912,355.32092,281.28386,375.36206
MGDG(2:0_10:0)+NH4,468.28032,289.20102,271.19045,229.1799,117.05478,43.01798,155.1431
MGDG(2:0_11:0)+NH4,482.29597,303.21667,285.2061,243.19555,117.05479,43.01798,169.15874
MGDG(2:0_12:0)+NH4,496.31162,317.23232,299.22175,257.2112,117.0548,43.01798,183.17438
MGDG(2:0_13:0)+NH4,510.32728,331.24798,313.23741,271.22686,117.05482,43.01798,197.19002
MGDG(2:0_14:0)+NH4,524.34292,345.26362,327.25305,285.2425,117.05482,43.01798,211.20566
MGDG(2:0_14:1)+NH4,522.32728,343.24798,325.23741,283.22686,117.05482,43.01798,209.19002
MGDG(2:0_15:0)+NH4,538.35859,359.27929,341.26872,299.25817,117.05485,43.01798,225.2213
MGDG(2:0_15:1)+NH4,536.34292,357.26362,339.25305,297.2425,117.05482,43.01798,223.20566
MGDG(2:0_16:0)+NH4,552.37422,373.29492,355.28435,313.2738,117.05484,43.01798,239.23694
MGDG(2:0_16:1)+NH4,550.35859,371.27929,353.26872,311.25817,117.05485,43.01798,237.2213
MGDG(2:0_17:0)+NH4,566.38982,387.31052,369.29995,327.2894,117.0548,43.01798,253.25258
MGDG(2:0_17:1)+NH4,564.37422,385.29492,367.28435,325.2738,117.05484,43.01798,251.23694
MGDG(2:0_17:2)+NH4,562.35859,383.27929,365.26872,323.25817,117.05485,43.01798,249.2213
MGDG(2:0_18:0)+NH4,580.40552,401.32622,383.31565,341.3051,117.05486,43.01798,267.26822
MGDG(2:0_18:1)+NH4,578.38982,399.31052,381.29995,339.2894,117.0548,43.01798,265.25258
MGDG(2:0_18:2)+NH4,576.37422,397.29492,379.28435,337.2738,117.05484,43.01798,263.23694
MGDG(2:0_18:3)+NH4,574.35859,395.27929,377.26872,335.25817,117.05485,43.01798,261.2213
MGDG(2:0_18:4)+NH4,572.34292,393.26362,375.25305,333.2425,117.05482,43.01798,259.20566
MGDG(2:0_19:0)+NH4,594.42112,415.34182,397.33125,355.3207,117.05482,43.01798,281.28386
MGDG(2:0_2:0)+NH4,356.15512,177.07582,159.06525,117.0547,117.0547,43.01798,43.01798
MGDG(2:0_20:0)+NH4,608.43682,429.35752,411.34695,369.3364,117.05488,43.01798,295.2995
MGDG(2:0_20:1)+NH4,606.42112,427.34182,409.33125,367.3207,117.05482,43.01798,293.28386
MGDG(2:0_20:2)+NH4,604.40552,425.32622,407.31565,365.3051,117.05486,43.01798,291.26822
MGDG(2:0_20:3)+NH4,602.38982,423.31052,405.29995,363.2894,117.0548,43.01798,289.25258
MGDG(2:0_20:4)+NH4,600.37422,421.29492,403.28435,361.2738,117.05484,43.01798,287.23694
MGDG(2:0_20:5)+NH4,598.35859,419.27929,401.26872,359.25817,117.05485,43.01798,285.2213
MGDG(2:0_21:0)+NH4,622.45246,443.37316,425.36259,383.35204,117.05488,43.01798,309.31514
MGDG(2:0_22:0)+NH4,636.46812,457.38882,439.37825,397.3677,117.0549,43.01798,323.33078
MGDG(2:0_22:1)+NH4,634.45246,455.37316,437.36259,395.35204,117.05488,43.01798,321.31514
MGDG(2:0_22:2)+NH4,632.43682,453.35752,435.34695,393.3364,117.05488,43.01798,319.2995
MGDG(2:0_22:4)+NH4,628.40552,449.32622,431.31565,389.3051,117.05486,43.01798,315.26822
MGDG(2:0_22:5)+NH4,626.38982,447.31052,429.29995,387.2894,117.0548,43.01798,313.25258
MGDG(2:0_22:6)+NH4,624.37422,445.29492,427.28435,385.2738,117.05484,43.01798,311.23694
MGDG(2:0_23:0)+NH4,650.48377,471.40447,453.3939,411.38335,117.05491,43.01798,337.34642
MGDG(2:0_24:0)+NH4,664.49942,485.42012,467.40955,425.399,117.05492,43.01798,351.36206
MGDG(2:0_24:1)+NH4,662.48377,483.40447,465.3939,423.38335,117.05491,43.01798,349.34642
MGDG(2:0_24:4)+NH4,656.43682,477.35752,459.34695,417.3364,117.05488,43.01798,343.2995
MGDG(2:0_25:0)+NH4,678.51508,499.43578,481.42521,439.41466,117.05494,43.01798,365.3777
MGDG(2:0_26:0)+NH4,692.53072,513.45142,495.44085,453.4303,117.05494,43.01798,379.39334
MGDG(2:0_26:1)+NH4,690.51508,511.43578,493.42521,451.41466,117.05494,43.01798,377.3777
MGDG(2:0_26:2)+NH4,688.49942,509.42012,491.40955,449.399,117.05492,43.01798,375.36206
MGDG(2:0_3:0)+NH4,370.17075,191.09145,173.08088,131.07033,117.05469,43.01798,57.03362
MGDG(2:0_4:0)+NH4,384.18642,205.10712,187.09655,145.086,117.05472,43.01798,71.04926
MGDG(2:0_5:0)+NH4,398.20206,219.12276,201.11219,159.10164,117.05472,43.01798,85.0649
MGDG(2:0_6:0)+NH4,412.21772,233.13842,215.12785,173.1173,117.05474,43.01798,99.08054
MGDG(2:0_7:0)+NH4,426.23337,247.15407,229.1435,187.13295,117.05475,43.01798,113.09618
MGDG(2:0_8:0)+NH4,440.24902,261.16972,243.15915,201.1486,117.05476,43.01798,127.11182
MGDG(2:0_9:0)+NH4,454.26465,275.18535,257.17478,215.16423,117.05475,43.01798,141.12746
MGDG(20:0_20:0)+NH4,860.71852,681.63922,663.62865,369.33658,369.33658,295.2995,295.2995
MGDG(20:0_20:1)+NH4,858.70289,679.62359,661.61302,367.32095,369.33659,295.2995,293.28386
MGDG(20:0_20:2)+NH4,856.68722,677.60792,659.59735,365.30528,369.33656,295.2995,291.26822
MGDG(20:0_20:3)+NH4,854.67158,675.59228,657.58171,363.28964,369.33656,295.2995,289.25258
MGDG(20:0_20:4)+NH4,852.65592,673.57662,655.56605,361.27398,369.33654,295.2995,287.23694
MGDG(20:0_20:5)+NH4,850.64027,671.56097,653.5504,359.25833,369.33653,295.2995,285.2213
MGDG(20:0_21:0)+NH4,874.73422,695.65492,677.64435,383.35228,369.33664,295.2995,309.31514
MGDG(20:0_22:0)+NH4,888.74982,709.67052,691.65995,397.36788,369.3366,295.2995,323.33078
MGDG(20:0_22:1)+NH4,886.73422,707.65492,689.64435,395.35228,369.33664,295.2995,321.31514
MGDG(20:0_22:2)+NH4,884.71852,705.63922,687.62865,393.33658,369.33658,295.2995,319.2995
MGDG(20:0_22:4)+NH4,880.68722,701.60792,683.59735,389.30528,369.33656,295.2995,315.26822
MGDG(20:0_22:5)+NH4,878.67158,699.59228,681.58171,387.28964,369.33656,295.2995,313.25258
MGDG(20:0_22:6)+NH4,876.65592,697.57662,679.56605,385.27398,369.33654,295.2995,311.23694
MGDG(20:0_23:0)+NH4,902.76542,723.68612,705.67555,411.38348,369.33656,295.2995,337.34642
MGDG(20:0_24:0)+NH4,916.78112,737.70182,719.69125,425.39918,369.33662,295.2995,351.36206
MGDG(20:0_24:1)+NH4,914.76542,735.68612,717.67555,423.38348,369.33656,295.2995,349.34642
MGDG(20:0_24:4)+NH4,908.71852,729.63922,711.62865,417.33658,369.33658,295.2995,343.2995
MGDG(20:0_25:0)+NH4,930.79676,751.71746,733.70689,439.41482,369.33662,295.2995,365.3777
MGDG(20:0_26:0)+NH4,944.81242,765.73312,747.72255,453.43048,369.33664,295.2995,379.39334
MGDG(20:0_26:1)+NH4,942.79676,763.71746,745.70689,451.41482,369.33662,295.2995,377.3777
MGDG(20:0_26:2)+NH4,940.78112,761.70182,743.69125,449.39918,369.33662,295.2995,375.36206
MGDG(20:1_20:1)+NH4,856.68722,677.60792,659.59735,367.32092,367.32092,293.28386,293.28386
MGDG(20:1_20:2)+NH4,854.67158,675.59228,657.58171,365.30528,367.32092,293.28386,291.26822
MGDG(20:1_20:3)+NH4,852.65592,673.57662,655.56605,363.28962,367.3209,293.28386,289.25258
MGDG(20:1_20:4)+NH4,850.64027,671.56097,653.5504,361.27397,367.32089,293.28386,287.23694
MGDG(20:1_20:5)+NH4,848.62462,669.54532,651.53475,359.25832,367.32088,293.28386,285.2213
MGDG(20:1_21:0)+NH4,872.71852,693.63922,675.62865,383.35222,367.32094,293.28386,309.31514
MGDG(20:1_22:0)+NH4,886.73422,707.65492,689.64435,397.36792,367.321,293.28386,323.33078
MGDG(20:1_22:1)+NH4,884.71852,705.63922,687.62865,395.35222,367.32094,293.28386,321.31514
MGDG(20:1_22:2)+NH4,882.70289,703.62359,685.61302,393.33659,367.32095,293.28386,319.2995
MGDG(20:1_22:4)+NH4,878.67158,699.59228,681.58171,389.30528,367.32092,293.28386,315.26822
MGDG(20:1_22:5)+NH4,876.65592,697.57662,679.56605,387.28962,367.3209,293.28386,313.25258
MGDG(20:1_22:6)+NH4,874.64027,695.56097,677.5504,385.27397,367.32089,293.28386,311.23694
MGDG(20:1_23:0)+NH4,900.74982,721.67052,703.65995,411.38352,367.32096,293.28386,337.34642
MGDG(20:1_24:0)+NH4,914.76542,735.68612,717.67555,425.39912,367.32092,293.28386,351.36206
MGDG(20:1_24:1)+NH4,912.74982,733.67052,715.65995,423.38352,367.32096,293.28386,349.34642
MGDG(20:1_24:4)+NH4,906.70289,727.62359,709.61302,417.33659,367.32095,293.28386,343.2995
MGDG(20:1_25:0)+NH4,928.78112,749.70182,731.69125,439.41482,367.32098,293.28386,365.3777
MGDG(20:1_26:0)+NH4,942.79676,763.71746,745.70689,453.43046,367.32098,293.28386,379.39334
MGDG(20:1_26:1)+NH4,940.78112,761.70182,743.69125,451.41482,367.32098,293.28386,377.3777
MGDG(20:1_26:2)+NH4,938.76542,759.68612,741.67555,449.39912,367.32092,293.28386,375.36206
MGDG(20:2_20:2)+NH4,852.65592,673.57662,655.56605,365.30526,365.30526,291.26822,291.26822
MGDG(20:2_20:3)+NH4,850.64027,671.56097,653.5504,363.28961,365.30525,291.26822,289.25258
MGDG(20:2_20:4)+NH4,848.62462,669.54532,651.53475,361.27396,365.30524,291.26822,287.23694
MGDG(20:2_20:5)+NH4,846.60895,667.52965,649.51908,359.25829,365.30521,291.26822,285.2213
MGDG(20:2_21:0)+NH4,870.70289,691.62359,673.61302,383.35223,365.30531,291.26822,309.31514
MGDG(20:2_22:0)+NH4,884.71852,705.63922,687.62865,397.36786,365.3053,291.26822,323.33078
MGDG(20:2_22:1)+NH4,882.70289,703.62359,685.61302,395.35223,365.30531,291.26822,321.31514
MGDG(20:2_22:2)+NH4,880.68722,701.60792,683.59735,393.33656,365.30528,291.26822,319.2995
MGDG(20:2_22:4)+NH4,876.65592,697.57662,679.56605,389.30526,365.30526,291.26822,315.26822
MGDG(20:2_22:5)+NH4,874.64027,695.56097,677.5504,387.28961,365.30525,291.26822,313.25258
MGDG(20:2_22:6)+NH4,872.62462,693.54532,675.53475,385.27396,365.30524,291.26822,311.23694
MGDG(20:2_23:0)+NH4,898.73422,719.65492,701.64435,411.38356,365.30536,291.26822,337.34642
MGDG(20:2_24:0)+NH4,912.74982,733.67052,715.65995,425.39916,365.30532,291.26822,351.36206
MGDG(20:2_24:1)+NH4,910.73422,731.65492,713.64435,423.38356,365.30536,291.26822,349.34642
MGDG(20:2_24:4)+NH4,904.68722,725.60792,707.59735,417.33656,365.30528,291.26822,343.2995
MGDG(20:2_25:0)+NH4,926.76542,747.68612,729.67555,439.41476,365.30528,291.26822,365.3777
MGDG(20:2_26:0)+NH4,940.78112,761.70182,743.69125,453.43046,365.30534,291.26822,379.39334
MGDG(20:2_26:1)+NH4,938.76542,759.68612,741.67555,451.41476,365.30528,291.26822,377.3777
MGDG(20:2_26:2)+NH4,936.74982,757.67052,739.65995,449.39916,365.30532,291.26822,375.36206
MGDG(20:3_20:3)+NH4,848.62462,669.54532,651.53475,363.2896,363.2896,289.25258,289.25258
MGDG(20:3_20:4)+NH4,846.60895,667.52965,649.51908,361.27393,363.28957,289.25258,287.23694
MGDG(20:3_20:5)+NH4,844.59332,665.51402,647.50345,359.2583,363.28958,289.25258,285.2213
MGDG(20:3_21:0)+NH4,868.68722,689.60792,671.59735,383.3522,363.28964,289.25258,309.31514
MGDG(20:3_22:0)+NH4,882.70289,703.62359,685.61302,397.36787,363.28967,289.25258,323.33078
MGDG(20:3_22:1)+NH4,880.68722,701.60792,683.59735,395.3522,363.28964,289.25258,321.31514
MGDG(20:3_22:2)+NH4,878.67158,699.59228,681.58171,393.33656,363.28964,289.25258,319.2995
MGDG(20:3_22:4)+NH4,874.64027,695.56097,677.5504,389.30525,363.28961,289.25258,315.26822
MGDG(20:3_22:5)+NH4,872.62462,693.54532,675.53475,387.2896,363.2896,289.25258,313.25258
MGDG(20:3_22:6)+NH4,870.60895,691.52965,673.51908,385.27393,363.28957,289.25258,311.23694
MGDG(20:3_23:0)+NH4,896.71852,717.63922,699.62865,411.3835,363.28966,289.25258,337.34642
MGDG(20:3_24:0)+NH4,910.73422,731.65492,713.64435,425.3992,363.28972,289.25258,351.36206
MGDG(20:3_24:1)+NH4,908.71852,729.63922,711.62865,423.3835,363.28966,289.25258,349.34642
MGDG(20:3_24:4)+NH4,902.67158,723.59228,705.58171,417.33656,363.28964,289.25258,343.2995
MGDG(20:3_25:0)+NH4,924.74982,745.67052,727.65995,439.4148,363.28968,289.25258,365.3777
MGDG(20:3_26:0)+NH4,938.76542,759.68612,741.67555,453.4304,363.28964,289.25258,379.39334
MGDG(20:3_26:1)+NH4,936.74982,757.67052,739.65995,451.4148,363.28968,289.25258,377.3777
MGDG(20:3_26:2)+NH4,934.73422,755.65492,737.64435,449.3992,363.28972,289.25258,375.36206
MGDG(20:4_20:4)+NH4,844.59332,665.51402,647.50345,361.27394,361.27394,287.23694,287.23694
MGDG(20:4_20:5)+NH4,842.57762,663.49832,645.48775,359.25824,361.27388,287.23694,285.2213
MGDG(20:4_21:0)+NH4,866.67158,687.59228,669.58171,383.3522,361.274,287.23694,309.31514
MGDG(20:4_22:0)+NH4,880.68722,701.60792,683.59735,397.36784,361.274,287.23694,323.33078
MGDG(20:4_22:1)+NH4,878.67158,699.59228,681.58171,395.3522,361.274,287.23694,321.31514
MGDG(20:4_22:2)+NH4,876.65592,697.57662,679.56605,393.33654,361.27398,287.23694,319.2995
MGDG(20:4_22:4)+NH4,872.62462,693.54532,675.53475,389.30524,361.27396,287.23694,315.26822
MGDG(20:4_22:5)+NH4,870.60895,691.52965,673.51908,387.28957,361.27393,287.23694,313.25258
MGDG(20:4_22:6)+NH4,868.59332,689.51402,671.50345,385.27394,361.27394,287.23694,311.23694
MGDG(20:4_23:0)+NH4,894.70289,715.62359,697.61302,411.38351,361.27403,287.23694,337.34642
MGDG(20:4_24:0)+NH4,908.71852,729.63922,711.62865,425.39914,361.27402,287.23694,351.36206
MGDG(20:4_24:1)+NH4,906.70289,727.62359,709.61302,423.38351,361.27403,287.23694,349.34642
MGDG(20:4_24:4)+NH4,900.65592,721.57662,703.56605,417.33654,361.27398,287.23694,343.2995
MGDG(20:4_25:0)+NH4,922.73422,743.65492,725.64435,439.41484,361.27408,287.23694,365.3777
MGDG(20:4_26:0)+NH4,936.74982,757.67052,739.65995,453.43044,361.27404,287.23694,379.39334
MGDG(20:4_26:1)+NH4,934.73422,755.65492,737.64435,451.41484,361.27408,287.23694,377.3777
MGDG(20:4_26:2)+NH4,932.71852,753.63922,735.62865,449.39914,361.27402,287.23694,375.36206
MGDG(20:5_20:5)+NH4,840.56202,661.48272,643.47215,359.25828,359.25828,285.2213,285.2213
MGDG(20:5_21:0)+NH4,864.65592,685.57662,667.56605,383.35218,359.25834,285.2213,309.31514
MGDG(20:5_22:0)+NH4,878.67158,699.59228,681.58171,397.36784,359.25836,285.2213,323.33078
MGDG(20:5_22:1)+NH4,876.65592,697.57662,679.56605,395.35218,359.25834,285.2213,321.31514
MGDG(20:5_22:2)+NH4,874.64027,695.56097,677.5504,393.33653,359.25833,285.2213,319.2995
MGDG(20:5_22:4)+NH4,870.60895,691.52965,673.51908,389.30521,359.25829,285.2213,315.26822
MGDG(20:5_22:5)+NH4,868.59332,689.51402,671.50345,387.28958,359.2583,285.2213,313.25258
MGDG(20:5_22:6)+NH4,866.57762,687.49832,669.48775,385.27388,359.25824,285.2213,311.23694
MGDG(20:5_23:0)+NH4,892.68722,713.60792,695.59735,411.38348,359.25836,285.2213,337.34642
MGDG(20:5_24:0)+NH4,906.70289,727.62359,709.61302,425.39915,359.25839,285.2213,351.36206
MGDG(20:5_24:1)+NH4,904.68722,725.60792,707.59735,423.38348,359.25836,285.2213,349.34642
MGDG(20:5_24:4)+NH4,898.64027,719.56097,701.5504,417.33653,359.25833,285.2213,343.2995
MGDG(20:5_25:0)+NH4,920.71852,741.63922,723.62865,439.41478,359.25838,285.2213,365.3777
MGDG(20:5_26:0)+NH4,934.73422,755.65492,737.64435,453.43048,359.25844,285.2213,379.39334
MGDG(20:5_26:1)+NH4,932.71852,753.63922,735.62865,451.41478,359.25838,285.2213,377.3777
MGDG(20:5_26:2)+NH4,930.70289,751.62359,733.61302,449.39915,359.25839,285.2213,375.36206
MGDG(21:0_21:0)+NH4,888.74982,709.67052,691.65995,383.35224,383.35224,309.31514,309.31514
MGDG(21:0_22:0)+NH4,902.76542,723.68612,705.67555,397.36784,383.3522,309.31514,323.33078
MGDG(21:0_22:1)+NH4,900.74982,721.67052,703.65995,395.35224,383.35224,309.31514,321.31514
MGDG(21:0_22:2)+NH4,898.73422,719.65492,701.64435,393.33664,383.35228,309.31514,319.2995
MGDG(21:0_22:4)+NH4,894.70289,715.62359,697.61302,389.30531,383.35223,309.31514,315.26822
MGDG(21:0_22:5)+NH4,892.68722,713.60792,695.59735,387.28964,383.3522,309.31514,313.25258
MGDG(21:0_22:6)+NH4,890.67158,711.59228,693.58171,385.274,383.3522,309.31514,311.23694
MGDG(21:0_23:0)+NH4,916.78112,737.70182,719.69125,411.38354,383.35226,309.31514,337.34642
MGDG(21:0_24:0)+NH4,930.79676,751.71746,733.70689,425.39918,383.35226,309.31514,351.36206
MGDG(21:0_24:1)+NH4,928.78112,749.70182,731.69125,423.38354,383.35226,309.31514,349.34642
MGDG(21:0_24:4)+NH4,922.73422,743.65492,725.64435,417.33664,383.35228,309.31514,343.2995
MGDG(21:0_25:0)+NH4,944.81242,765.73312,747.72255,439.41484,383.35228,309.31514,365.3777
MGDG(21:0_26:0)+NH4,958.82807,779.74877,761.7382,453.43049,383.35229,309.31514,379.39334
MGDG(21:0_26:1)+NH4,956.81242,777.73312,759.72255,451.41484,383.35228,309.31514,377.3777
MGDG(21:0_26:2)+NH4,954.79676,775.71746,757.70689,449.39918,383.35226,309.31514,375.36206
MGDG(22:0_22:0)+NH4,916.78112,737.70182,719.69125,397.3679,397.3679,323.33078,323.33078
MGDG(22:0_22:1)+NH4,914.76542,735.68612,717.67555,395.3522,397.36784,323.33078,321.31514
MGDG(22:0_22:2)+NH4,912.74982,733.67052,715.65995,393.3366,397.36788,323.33078,319.2995
MGDG(22:0_22:4)+NH4,908.71852,729.63922,711.62865,389.3053,397.36786,323.33078,315.26822
MGDG(22:0_22:5)+NH4,906.70289,727.62359,709.61302,387.28967,397.36787,323.33078,313.25258
MGDG(22:0_22:6)+NH4,904.68722,725.60792,707.59735,385.274,397.36784,323.33078,311.23694
MGDG(22:0_23:0)+NH4,930.79676,751.71746,733.70689,411.38354,397.3679,323.33078,337.34642
MGDG(22:0_24:0)+NH4,944.81242,765.73312,747.72255,425.3992,397.36792,323.33078,351.36206
MGDG(22:0_24:1)+NH4,942.79676,763.71746,745.70689,423.38354,397.3679,323.33078,349.34642
MGDG(22:0_24:4)+NH4,936.74982,757.67052,739.65995,417.3366,397.36788,323.33078,343.2995
MGDG(22:0_25:0)+NH4,958.82807,779.74877,761.7382,439.41485,397.36793,323.33078,365.3777
