PG,[M+H]+,NL Head,FA1_NL_OH,FA2_NL_OH,exp_1,exp_2,exp_3
PG(20:0_24:0)+H,891.70491,720.69901,369.3363,425.3989,71.0856,95.0855,123.1168
PG(20:0_24:1)+H,889.68931,718.68341,369.3363,423.3833,71.0856,95.0855,123.1168
PG(20:0_25:0)+H,905.72061,734.71471,369.3363,439.4146,71.0856,95.0855,123.1168
PG(20:0_26:0)+H,919.73621,748.73031,369.3363,453.4302,71.0856,95.0855,123.1168
PG(20:1_20:1)+H,831.61111,660.60521,367.3207,367.3207,71.0856,95.0855,123.1168
PG(20:1_20:2)+H,829.59541,658.58951,367.3207,365.305,71.0856,95.0855,123.1168
PG(20:1_20:3)+H,827.57981,656.57391,367.3207,363.2894,71.0856,95.0855,123.1168
PG(20:1_20:4)+H,825.56411,654.55821,367.3207,361.2737,71.0856,95.0855,123.1168
PG(20:1_20:5)+H,823.54851,652.54261,367.3207,359.2581,71.0856,95.0855,123.1168
PG(20:1_21:0)+H,847.64241,676.63651,367.3207,383.352,71.0856,95.0855,123.1168
PG(20:1_22:0)+H,861.65801,690.65211,367.3207,397.3676,71.0856,95.0855,123.1168
PG(20:1_22:1)+H,859.64241,688.63651,367.3207,395.352,71.0856,95.0855,123.1168
PG(20:1_22:2)+H,857.62671,686.62081,367.3207,393.3363,71.0856,95.0855,123.1168
PG(20:1_22:3)+H,855.61111,684.60521,367.3207,391.3207,71.0856,95.0855,123.1168
PG(20:1_22:4)+H,853.59541,682.58951,367.3207,389.305,71.0856,95.0855,123.1168
PG(20:1_22:5)+H,851.57981,680.57391,367.3207,387.2894,71.0856,95.0855,123.1168
PG(20:1_22:6)+H,849.56411,678.55821,367.3207,385.2737,71.0856,95.0855,123.1168
PG(20:1_23:0)+H,875.67371,704.66781,367.3207,411.3833,71.0856,95.0855,123.1168
PG(20:1_24:0)+H,889.68931,718.68341,367.3207,425.3989,71.0856,95.0855,123.1168
PG(20:1_24:1)+H,887.67371,716.66781,367.3207,423.3833,71.0856,95.0855,123.1168
PG(20:1_25:0)+H,903.70501,732.69911,367.3207,439.4146,71.0856,95.0855,123.1168
PG(20:1_26:0)+H,917.72061,746.71471,367.3207,453.4302,71.0856,95.0855,123.1168
PG(20:2_20:2)+H,827.57971,656.57381,365.305,365.305,71.0856,95.0855,123.1168
PG(20:2_20:3)+H,825.56411,654.55821,365.305,363.2894,71.0856,95.0855,123.1168
PG(20:2_20:4)+H,823.54841,652.54251,365.305,361.2737,71.0856,95.0855,123.1168
PG(20:2_20:5)+H,821.53281,650.52691,365.305,359.2581,71.0856,95.0855,123.1168
PG(20:2_21:0)+H,845.62671,674.62081,365.305,383.352,71.0856,95.0855,123.1168
PG(20:2_22:0)+H,859.64231,688.63641,365.305,397.3676,71.0856,95.0855,123.1168
PG(20:2_22:1)+H,857.62671,686.62081,365.305,395.352,71.0856,95.0855,123.1168
PG(20:2_22:2)+H,855.61101,684.60511,365.305,393.3363,71.0856,95.0855,123.1168
PG(20:2_22:3)+H,853.59541,682.58951,365.305,391.3207,71.0856,95.0855,123.1168
PG(20:2_22:4)+H,851.57971,680.57381,365.305,389.305,71.0856,95.0855,123.1168
PG(20:2_22:5)+H,849.56411,678.55821,365.305,387.2894,71.0856,95.0855,123.1168
PG(20:2_22:6)+H,847.54841,676.54251,365.305,385.2737,71.0856,95.0855,123.1168
PG(20:2_23:0)+H,873.65801,702.65211,365.305,411.3833,71.0856,95.0855,123.1168
PG(20:2_24:0)+H,887.67361,716.66771,365.305,425.3989,71.0856,95.0855,123.1168
PG(20:2_24:1)+H,885.65801,714.65211,365.305,423.3833,71.0856,95.0855,123.1168
PG(20:2_25:0)+H,901.68931,730.68341,365.305,439.4146,71.0856,95.0855,123.1168
PG(20:2_26:0)+H,915.70491,744.69901,365.305,453.4302,71.0856,95.0855,123.1168
PG(20:3_20:3)+H,823.54851,652.54261,363.2894,363.2894,71.0856,95.0855,123.1168
PG(20:3_20:4)+H,821.53281,650.52691,363.2894,361.2737,71.0856,95.0855,123.1168
PG(20:3_20:5)+H,819.51721,648.51131,363.2894,359.2581,71.0856,95.0855,123.1168
PG(20:3_21:0)+H,843.61111,672.60521,363.2894,383.352,71.0856,95.0855,123.1168
PG(20:3_22:0)+H,857.62671,686.62081,363.2894,397.3676,71.0856,95.0855,123.1168
PG(20:3_22:1)+H,855.61111,684.60521,363.2894,395.352,71.0856,95.0855,123.1168
PG(20:3_22:2)+H,853.59541,682.58951,363.2894,393.3363,71.0856,95.0855,123.1168
PG(20:3_22:3)+H,851.57981,680.57391,363.2894,391.3207,71.0856,95.0855,123.1168
PG(20:3_22:4)+H,849.56411,678.55821,363.2894,389.305,71.0856,95.0855,123.1168
PG(20:3_22:5)+H,847.54851,676.54261,363.2894,387.2894,71.0856,95.0855,123.1168
PG(20:3_22:6)+H,845.53281,674.52691,363.2894,385.2737,71.0856,95.0855,123.1168
PG(20:3_23:0)+H,871.64241,700.63651,363.2894,411.3833,71.0856,95.0855,123.1168
PG(20:3_24:0)+H,885.65801,714.65211,363.2894,425.3989,71.0856,95.0855,123.1168
PG(20:3_24:1)+H,883.64241,712.63651,363.2894,423.3833,71.0856,95.0855,123.1168
PG(20:3_25:0)+H,899.67371,728.66781,363.2894,439.4146,71.0856,95.0855,123.1168
PG(20:3_26:0)+H,913.68931,742.68341,363.2894,453.4302,71.0856,95.0855,123.1168
PG(20:4_20:4)+H,819.51711,648.51121,361.2737,361.2737,71.0856,95.0855,123.1168
PG(20:4_20:5)+H,817.50151,646.49561,361.2737,359.2581,71.0856,95.0855,123.1168
PG(20:4_21:0)+H,841.59541,670.58951,361.2737,383.352,71.0856,95.0855,123.1168
PG(20:4_22:0)+H,855.61101,684.60511,361.2737,397.3676,71.0856,95.0855,123.1168
PG(20:4_22:1)+H,853.59541,682.58951,361.2737,395.352,71.0856,95.0855,123.1168
PG(20:4_22:2)+H,851.57971,680.57381,361.2737,393.3363,71.0856,95.0855,123.1168
PG(20:4_22:3)+H,849.56411,678.55821,361.2737,391.3207,71.0856,95.0855,123.1168
PG(20:4_22:4)+H,847.54841,676.54251,361.2737,389.305,71.0856,95.0855,123.1168
PG(20:4_22:5)+H,845.53281,674.52691,361.2737,387.2894,71.0856,95.0855,123.1168
PG(20:4_22:6)+H,843.51711,672.51121,361.2737,385.2737,71.0856,95.0855,123.1168
PG(20:4_23:0)+H,869.62671,698.62081,361.2737,411.3833,71.0856,95.0855,123.1168
PG(20:4_24:0)+H,883.64231,712.63641,361.2737,425.3989,71.0856,95.0855,123.1168
PG(20:4_24:1)+H,881.62671,710.62081,361.2737,423.3833,71.0856,95.0855,123.1168
PG(20:4_25:0)+H,897.65801,726.65211,361.2737,439.4146,71.0856,95.0855,123.1168
PG(20:4_26:0)+H,911.67361,740.66771,361.2737,453.4302,71.0856,95.0855,123.1168
PG(20:5_20:5)+H,815.48591,644.48001,359.2581,359.2581,71.0856,95.0855,123.1168
PG(20:5_21:0)+H,839.57981,668.57391,359.2581,383.352,71.0856,95.0855,123.1168
PG(20:5_22:0)+H,853.59541,682.58951,359.2581,397.3676,71.0856,95.0855,123.1168
PG(20:5_22:1)+H,851.57981,680.57391,359.2581,395.352,71.0856,95.0855,123.1168
PG(20:5_22:2)+H,849.56411,678.55821,359.2581,393.3363,71.0856,95.0855,123.1168
PG(20:5_22:3)+H,847.54851,676.54261,359.2581,391.3207,71.0856,95.0855,123.1168
PG(20:5_22:4)+H,845.53281,674.52691,359.2581,389.305,71.0856,95.0855,123.1168
PG(20:5_22:5)+H,843.51721,672.51131,359.2581,387.2894,71.0856,95.0855,123.1168
PG(20:5_22:6)+H,841.50151,670.49561,359.2581,385.2737,71.0856,95.0855,123.1168
PG(20:5_23:0)+H,867.61111,696.60521,359.2581,411.3833,71.0856,95.0855,123.1168
PG(20:5_24:0)+H,881.62671,710.62081,359.2581,425.3989,71.0856,95.0855,123.1168
PG(20:5_24:1)+H,879.61111,708.60521,359.2581,423.3833,71.0856,95.0855,123.1168
PG(20:5_25:0)+H,895.64241,724.63651,359.2581,439.4146,71.0856,95.0855,123.1168
PG(20:5_26:0)+H,909.65801,738.65211,359.2581,453.4302,71.0856,95.0855,123.1168
PG(21:0_21:0)+H,863.67371,692.66781,383.352,383.352,71.0856,95.0855,123.1168
PG(21:0_22:0)+H,877.68931,706.68341,383.352,397.3676,71.0856,95.0855,123.1168
PG(21:0_22:1)+H,875.67371,704.66781,383.352,395.352,71.0856,95.0855,123.1168
PG(21:0_22:2)+H,873.65801,702.65211,383.352,393.3363,71.0856,95.0855,123.1168
PG(21:0_22:3)+H,871.64241,700.63651,383.352,391.3207,71.0856,95.0855,123.1168
PG(21:0_22:4)+H,869.62671,698.62081,383.352,389.305,71.0856,95.0855,123.1168
PG(21:0_22:5)+H,867.61111,696.60521,383.352,387.2894,71.0856,95.0855,123.1168
PG(21:0_22:6)+H,865.59541,694.58951,383.352,385.2737,71.0856,95.0855,123.1168
PG(21:0_23:0)+H,891.70501,720.69911,383.352,411.3833,71.0856,95.0855,123.1168
PG(21:0_24:0)+H,905.72061,734.71471,383.352,425.3989,71.0856,95.0855,123.1168
PG(21:0_24:1)+H,903.70501,732.69911,383.352,423.3833,71.0856,95.0855,123.1168
PG(21:0_25:0)+H,919.73631,748.73041,383.352,439.4146,71.0856,95.0855,123.1168
PG(21:0_26:0)+H,933.75191,762.74601,383.352,453.4302,71.0856,95.0855,123.1168
PG(22:0_22:0)+H,891.70491,720.69901,397.3676,397.3676,71.0856,95.0855,123.1168
PG(22:0_22:1)+H,889.68931,718.68341,397.3676,395.352,71.0856,95.0855,123.1168
PG(22:0_22:2)+H,887.67361,716.66771,397.3676,393.3363,71.0856,95.0855,123.1168
PG(22:0_22:3)+H,885.65801,714.65211,397.3676,391.3207,71.0856,95.0855,123.1168
PG(22:0_22:4)+H,883.64231,712.63641,397.3676,389.305,71.0856,95.0855,123.1168
PG(22:0_22:5)+H,881.62671,710.62081,397.3676,387.2894,71.0856,95.0855,123.1168
PG(22:0_22:6)+H,879.61101,708.60511,397.3676,385.2737,71.0856,95.0855,123.1168
PG(22:0_23:0)+H,905.72061,734.71471,397.3676,411.3833,71.0856,95.0855,123.1168
PG(22:0_24:0)+H,919.73621,748.73031,397.3676,425.3989,71.0856,95.0855,123.1168
PG(22:0_24:1)+H,917.72061,746.71471,397.3676,423.3833,71.0856,95.0855,123.1168
PG(22:0_25:0)+H,933.75191,762.74601,397.3676,439.4146,71.0856,95.0855,123.1168
PG(22:0_26:0)+H,947.76751,776.76161,397.3676,453.4302,71.0856,95.0855,123.1168
PG(22:1_22:1)+H,887.67371,716.66781,395.352,395.352,71.0856,95.0855,123.1168
PG(22:1_22:2)+H,885.65801,714.65211,395.352,393.3363,71.0856,95.0855,123.1168
PG(22:1_22:3)+H,883.64241,712.63651,395.352,391.3207,71.0856,95.0855,123.1168
PG(22:1_22:4)+H,881.62671,710.62081,395.352,389.305,71.0856,95.0855,123.1168
PG(22:1_22:5)+H,879.61111,708.60521,395.352,387.2894,71.0856,95.0855,123.1168
PG(22:1_22:6)+H,877.59541,706.58951,395.352,385.2737,71.0856,95.0855,123.1168
PG(22:1_23:0)+H,903.70501,732.69911,395.352,411.3833,71.0856,95.0855,123.1168
PG(22:1_24:0)+H,917.72061,746.71471,395.352,425.3989,71.0856,95.0855,123.1168
PG(22:1_24:1)+H,915.70501,744.69911,395.352,423.3833,71.0856,95.0855,123.1168
PG(22:1_25:0)+H,931.73631,760.73041,395.352,439.4146,71.0856,95.0855,123.1168
PG(22:1_26:0)+H,945.75191,774.74601,395.352,453.4302,71.0856,95.0855,123.1168
PG(22:2_22:2)+H,883.64231,712.63641,393.3363,393.3363,71.0856,95.0855,123.1168
PG(22:2_22:3)+H,881.62671,710.62081,393.3363,391.3207,71.0856,95.0855,123.1168
PG(22:2_22:4)+H,879.61101,708.60511,393.3363,389.305,71.0856,95.0855,123.1168
PG(22:2_22:5)+H,877.59541,706.58951,393.3363,387.2894,71.0856,95.0855,123.1168
PG(22:2_22:6)+H,875.57971,704.57381,393.3363,385.2737,71.0856,95.0855,123.1168
PG(22:2_23:0)+H,901.68931,730.68341,393.3363,411.3833,71.0856,95.0855,123.1168
PG(22:2_24:0)+H,915.70491,744.69901,393.3363,425.3989,71.0856,95.0855,123.1168
PG(22:2_24:1)+H,913.68931,742.68341,393.3363,423.3833,71.0856,95.0855,123.1168
PG(22:2_25:0)+H,929.72061,758.71471,393.3363,439.4146,71.0856,95.0855,123.1168
PG(22:2_26:0)+H,943.73621,772.73031,393.3363,453.4302,71.0856,95.0855,123.1168
PG(22:3_22:3)+H,879.61111,708.60521,391.3207,391.3207,71.0856,95.0855,123.1168
PG(22:3_22:4)+H,877.59541,706.58951,391.3207,389.305,71.0856,95.0855,123.1168
PG(22:3_22:5)+H,875.57981,704.57391,391.3207,387.2894,71.0856,95.0855,123.1168
PG(22:3_22:6)+H,873.56411,702.55821,391.3207,385.2737,71.0856,95.0855,123.1168
PG(22:3_23:0)+H,899.67371,728.66781,391.3207,411.3833,71.0856,95.0855,123.1168
PG(22:3_24:0)+H,913.68931,742.68341,391.3207,425.3989,71.0856,95.0855,123.1168
PG(22:3_24:1)+H,911.67371,740.66781,391.3207,423.3833,71.0856,95.0855,123.1168
PG(22:3_25:0)+H,927.70501,756.69911,391.3207,439.4146,71.0856,95.0855,123.1168
PG(22:3_26:0)+H,941.72061,770.71471,391.3207,453.4302,71.0856,95.0855,123.1168
PG(22:4_22:4)+H,875.57971,704.57381,389.305,389.305,71.0856,95.0855,123.1168
PG(22:4_22:5)+H,873.56411,702.55821,389.305,387.2894,71.0856,95.0855,123.1168
PG(22:4_22:6)+H,871.54841,700.54251,389.305,385.2737,71.0856,95.0855,123.1168
PG(22:4_23:0)+H,897.65801,726.65211,389.305,411.3833,71.0856,95.0855,123.1168
PG(22:4_24:0)+H,911.67361,740.66771,389.305,425.3989,71.0856,95.0855,123.1168
PG(22:4_24:1)+H,909.65801,738.65211,389.305,423.3833,71.0856,95.0855,123.1168
PG(22:4_25:0)+H,925.68931,754.68341,389.305,439.4146,71.0856,95.0855,123.1168
PG(22:4_26:0)+H,939.70491,768.69901,389.305,453.4302,71.0856,95.0855,123.1168
PG(22:5_22:5)+H,871.54851,700.54261,387.2894,387.2894,71.0856,95.0855,123.1168
PG(22:5_22:6)+H,869.53281,698.52691,387.2894,385.2737,71.0856,95.0855,123.1168
PG(22:5_23:0)+H,895.64241,724.63651,387.2894,411.3833,71.0856,95.0855,123.1168
PG(22:5_24:0)+H,909.65801,738.65211,387.2894,425.3989,71.0856,95.0855,123.1168
PG(22:5_24:1)+H,907.64241,736.63651,387.2894,423.3833,71.0856,95.0855,123.1168
PG(22:5_25:0)+H,923.67371,752.66781,387.2894,439.4146,71.0856,95.0855,123.1168
PG(22:5_26:0)+H,937.68931,766.68341,387.2894,453.4302,71.0856,95.0855,123.1168
PG(22:6_22:6)+H,867.51711,696.51121,385.2737,385.2737,71.0856,95.0855,123.1168
PG(22:6_23:0)+H,893.62671,722.62081,385.2737,411.3833,71.0856,95.0855,123.1168
PG(22:6_24:0)+H,907.64231,736.63641,385.2737,425.3989,71.0856,95.0855,123.1168
PG(22:6_24:1)+H,905.62671,734.62081,385.2737,423.3833,71.0856,95.0855,123.1168
PG(22:6_25:0)+H,921.65801,750.65211,385.2737,439.4146,71.0856,95.0855,123.1168
PG(22:6_26:0)+H,935.67361,764.66771,385.2737,453.4302,71.0856,95.0855,123.1168
PG(23:0_23:0)+H,919.73631,748.73041,411.3833,411.3833,71.0856,95.0855,123.1168
PG(23:0_24:0)+H,933.75191,762.74601,411.3833,425.3989,71.0856,95.0855,123.1168
PG(23:0_24:1)+H,931.73631,760.73041,411.3833,423.3833,71.0856,95.0855,123.1168
PG(23:0_25:0)+H,947.76761,776.76171,411.3833,439.4146,71.0856,95.0855,123.1168
PG(23:0_26:0)+H,961.78321,790.77731,411.3833,453.4302,71.0856,95.0855,123.1168
PG(24:0_24:0)+H,947.76751,776.76161,425.3989,425.3989,71.0856,95.0855,123.1168
PG(24:0_24:1)+H,945.75191,774.74601,425.3989,423.3833,71.0856,95.0855,123.1168
PG(24:0_25:0)+H,961.78321,790.77731,425.3989,439.4146,71.0856,95.0855,123.1168
PG(24:0_26:0)+H,975.79881,804.79291,425.3989,453.4302,71.0856,95.0855,123.1168
PG(24:1_24:1)+H,943.73631,772.73041,423.3833,423.3833,71.0856,95.0855,123.1168
PG(24:1_25:0)+H,959.76761,788.76171,423.3833,439.4146,71.0856,95.0855,123.1168
PG(24:1_26:0)+H,973.78321,802.77731,423.3833,453.4302,71.0856,95.0855,123.1168
PG(25:0_25:0)+H,975.79891,804.79301,439.4146,439.4146,71.0856,95.0855,123.1168
PG(25:0_26:0)+H,989.81451,818.80861,439.4146,453.4302,71.0856,95.0855,123.1168
PG(26:0_26:0)+H,1003.83011,832.82421,453.4302,453.4302,71.0856,95.0855,123.1168
SPLASH_PG(15:0_18:1(d7))+H,742.5611,571.5552,299.2581,346.33329,71.0856,95.0855,123.1168
