CL,[M-H]-,SN1+SN2+C6H10O5P,SN3+SN4+C6H10O5P,SN1+SN2+C3H6PO4,SN3+SN4+C3H6PO4,SN1+SN2+C6H11P2O8,SN3+SN4+C6H11P2O8,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(16:0_20:4_20:4_22:6)-H,1519.96487,751.49165,823.49165,695.46544,767.46544,831.45799,903.45799,391.22536,439.22536,439.22536,463.22536,255.23281,303.23281,303.23281,327.23281
CL(16:0_20:4_22:0_22:0)-H,1568.15255,751.49165,871.67933,695.46544,815.65312,831.45799,951.64567,391.22536,439.22536,475.3192,475.3192,255.23281,303.23281,339.32665,339.32665
CL(16:0_20:4_22:0_22:5)-H,1558.07435,751.49165,861.60113,695.46544,805.57492,831.45799,941.56747,391.22536,439.22536,475.3192,465.241,255.23281,303.23281,339.32665,329.24845
CL(16:0_20:4_22:0_22:6)-H,1556.05871,751.49165,859.58549,695.46544,803.55928,831.45799,939.55183,391.22536,439.22536,475.3192,463.22536,255.23281,303.23281,339.32665,327.23281
CL(16:0_20:4_22:5_22:5)-H,1547.99615,751.49165,851.52293,695.46544,795.49672,831.45799,931.48927,391.22536,439.22536,465.241,465.241,255.23281,303.23281,329.24845,329.24845
CL(16:0_20:4_22:5_22:6)-H,1545.98051,751.49165,849.50729,695.46544,793.48108,831.45799,929.47363,391.22536,439.22536,465.241,463.22536,255.23281,303.23281,329.24845,327.23281
CL(16:0_20:4_22:6_22:6)-H,1543.96487,751.49165,847.49165,695.46544,791.46544,831.45799,927.45799,391.22536,439.22536,463.22536,463.22536,255.23281,303.23281,327.23281,327.23281
CL(16:0_22:0_22:0_22:0)-H,1604.24639,787.58549,871.67933,731.55928,815.65312,867.55183,951.64567,391.22536,475.3192,475.3192,475.3192,255.23281,339.32665,339.32665,339.32665
CL(16:0_22:0_22:0_22:5)-H,1594.16819,787.58549,861.60113,731.55928,805.57492,867.55183,941.56747,391.22536,475.3192,475.3192,465.241,255.23281,339.32665,339.32665,329.24845
CL(16:0_22:0_22:0_22:6)-H,1592.15255,787.58549,859.58549,731.55928,803.55928,867.55183,939.55183,391.22536,475.3192,475.3192,463.22536,255.23281,339.32665,339.32665,327.23281
CL(16:0_22:0_22:5_22:5)-H,1584.08999,787.58549,851.52293,731.55928,795.49672,867.55183,931.48927,391.22536,475.3192,465.241,465.241,255.23281,339.32665,329.24845,329.24845
CL(16:0_22:0_22:5_22:6)-H,1582.07435,787.58549,849.50729,731.55928,793.48108,867.55183,929.47363,391.22536,475.3192,465.241,463.22536,255.23281,339.32665,329.24845,327.23281
CL(16:0_22:0_22:6_22:6)-H,1580.05871,787.58549,847.49165,731.55928,791.46544,867.55183,927.45799,391.22536,475.3192,463.22536,463.22536,255.23281,339.32665,327.23281,327.23281
CL(16:0_22:5_22:5_22:5)-H,1574.01179,777.50729,851.52293,721.48108,795.49672,857.47363,931.48927,391.22536,465.241,465.241,465.241,255.23281,329.24845,329.24845,329.24845
CL(16:0_22:5_22:5_22:6)-H,1571.99615,777.50729,849.50729,721.48108,793.48108,857.47363,929.47363,391.22536,465.241,465.241,463.22536,255.23281,329.24845,329.24845,327.23281
CL(16:0_22:5_22:6_22:6)-H,1569.98051,777.50729,847.49165,721.48108,791.46544,857.47363,927.45799,391.22536,465.241,463.22536,463.22536,255.23281,329.24845,327.23281,327.23281
CL(16:0_22:6_22:6_22:6)-H,1567.96487,775.49165,847.49165,719.46544,791.46544,855.45799,927.45799,391.22536,463.22536,463.22536,463.22536,255.23281,327.23281,327.23281,327.23281
CL(16:1_16:1_16:1_16:1)-H,1343.90231,699.46037,699.46037,643.43416,643.43416,779.42671,779.42671,389.20972,389.20972,389.20972,389.20972,253.21717,253.21717,253.21717,253.21717
CL(16:1_16:1_16:1_18:1)-H,1371.93359,699.46037,727.49165,643.43416,671.46544,779.42671,807.45799,389.20972,389.20972,389.20972,417.241,253.21717,253.21717,253.21717,281.24845
CL(16:1_16:1_16:1_18:2)-H,1369.91795,699.46037,725.47601,643.43416,669.4498,779.42671,805.44235,389.20972,389.20972,389.20972,415.22536,253.21717,253.21717,253.21717,279.23281
CL(16:1_16:1_16:1_18:3)-H,1367.90231,699.46037,723.46037,643.43416,667.43416,779.42671,803.42671,389.20972,389.20972,389.20972,413.20972,253.21717,253.21717,253.21717,277.21717
CL(16:1_16:1_16:1_20:1)-H,1399.96487,699.46037,755.52293,643.43416,699.49672,779.42671,835.48927,389.20972,389.20972,389.20972,445.27228,253.21717,253.21717,253.21717,309.27973
CL(16:1_16:1_16:1_20:2)-H,1397.94923,699.46037,753.50729,643.43416,697.48108,779.42671,833.47363,389.20972,389.20972,389.20972,443.25664,253.21717,253.21717,253.21717,307.26409
CL(16:1_16:1_16:1_20:3)-H,1395.93359,699.46037,751.49165,643.43416,695.46544,779.42671,831.45799,389.20972,389.20972,389.20972,441.241,253.21717,253.21717,253.21717,305.24845
CL(16:1_16:1_16:1_20:4)-H,1393.91795,699.46037,749.47601,643.43416,693.4498,779.42671,829.44235,389.20972,389.20972,389.20972,439.22536,253.21717,253.21717,253.21717,303.23281
CL(16:1_16:1_16:1_22:5)-H,1419.93359,699.46037,775.49165,643.43416,719.46544,779.42671,855.45799,389.20972,389.20972,389.20972,465.241,253.21717,253.21717,253.21717,329.24845
CL(16:1_16:1_16:1_22:6)-H,1417.91795,699.46037,773.47601,643.43416,717.4498,779.42671,853.44235,389.20972,389.20972,389.20972,463.22536,253.21717,253.21717,253.21717,327.23281
CL(16:1_16:1_18:1_18:0)-H,1401.98051,699.46037,757.53857,643.43416,701.51236,779.42671,837.50491,389.20972,389.20972,417.241,419.25664,253.21717,253.21717,281.24845,283.26409
CL(16:1_16:1_18:1_18:1)-H,1399.96487,699.46037,755.52293,643.43416,699.49672,779.42671,835.48927,389.20972,389.20972,417.241,417.241,253.21717,253.21717,281.24845,281.24845
CL(16:1_16:1_18:1_18:2)-H,1397.94923,699.46037,753.50729,643.43416,697.48108,779.42671,833.47363,389.20972,389.20972,417.241,415.22536,253.21717,253.21717,281.24845,279.23281
CL(16:1_16:1_18:1_18:3)-H,1395.93359,699.46037,751.49165,643.43416,695.46544,779.42671,831.45799,389.20972,389.20972,417.241,413.20972,253.21717,253.21717,281.24845,277.21717
CL(16:1_16:1_18:1_20:0)-H,1430.01179,699.46037,785.56985,643.43416,729.54364,779.42671,865.53619,389.20972,389.20972,417.241,447.28792,253.21717,253.21717,281.24845,311.29537
CL(16:1_16:1_18:1_20:1)-H,1427.99615,699.46037,783.55421,643.43416,727.528,779.42671,863.52055,389.20972,389.20972,417.241,445.27228,253.21717,253.21717,281.24845,309.27973
CL(16:1_16:1_18:1_20:2)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,389.20972,389.20972,417.241,443.25664,253.21717,253.21717,281.24845,307.26409
CL(16:1_16:1_18:1_20:3)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,389.20972,389.20972,417.241,441.241,253.21717,253.21717,281.24845,305.24845
CL(16:1_16:1_18:1_20:4)-H,1421.94923,699.46037,777.50729,643.43416,721.48108,779.42671,857.47363,389.20972,389.20972,417.241,439.22536,253.21717,253.21717,281.24845,303.23281
CL(16:1_16:1_18:1_22:0)-H,1458.04307,699.46037,813.60113,643.43416,757.57492,779.42671,893.56747,389.20972,389.20972,417.241,475.3192,253.21717,253.21717,281.24845,339.32665
CL(16:1_16:1_18:1_22:5)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,389.20972,389.20972,417.241,465.241,253.21717,253.21717,281.24845,329.24845
CL(16:1_16:1_18:1_22:6)-H,1445.94923,699.46037,801.50729,643.43416,745.48108,779.42671,881.47363,389.20972,389.20972,417.241,463.22536,253.21717,253.21717,281.24845,327.23281
CL(16:1_16:1_18:2_18:0)-H,1399.96487,699.46037,755.52293,643.43416,699.49672,779.42671,835.48927,389.20972,389.20972,415.22536,419.25664,253.21717,253.21717,279.23281,283.26409
CL(16:1_16:1_18:2_18:2)-H,1395.93359,699.46037,751.49165,643.43416,695.46544,779.42671,831.45799,389.20972,389.20972,415.22536,415.22536,253.21717,253.21717,279.23281,279.23281
CL(16:1_16:1_18:2_18:3)-H,1393.91795,699.46037,749.47601,643.43416,693.4498,779.42671,829.44235,389.20972,389.20972,415.22536,413.20972,253.21717,253.21717,279.23281,277.21717
CL(16:1_16:1_18:2_20:0)-H,1427.99615,699.46037,783.55421,643.43416,727.528,779.42671,863.52055,389.20972,389.20972,415.22536,447.28792,253.21717,253.21717,279.23281,311.29537
CL(16:1_16:1_18:2_20:1)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,389.20972,389.20972,415.22536,445.27228,253.21717,253.21717,279.23281,309.27973
CL(16:1_16:1_18:2_20:2)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,389.20972,389.20972,415.22536,443.25664,253.21717,253.21717,279.23281,307.26409
CL(16:1_16:1_18:2_20:3)-H,1421.94923,699.46037,777.50729,643.43416,721.48108,779.42671,857.47363,389.20972,389.20972,415.22536,441.241,253.21717,253.21717,279.23281,305.24845
CL(16:1_16:1_18:2_20:4)-H,1419.93359,699.46037,775.49165,643.43416,719.46544,779.42671,855.45799,389.20972,389.20972,415.22536,439.22536,253.21717,253.21717,279.23281,303.23281
CL(16:1_16:1_18:2_22:0)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,389.20972,389.20972,415.22536,475.3192,253.21717,253.21717,279.23281,339.32665
CL(16:1_16:1_18:2_22:5)-H,1445.94923,699.46037,801.50729,643.43416,745.48108,779.42671,881.47363,389.20972,389.20972,415.22536,465.241,253.21717,253.21717,279.23281,329.24845
CL(16:1_16:1_18:2_22:6)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,389.20972,389.20972,415.22536,463.22536,253.21717,253.21717,279.23281,327.23281
CL(16:1_16:1_18:3_18:0)-H,1397.94923,699.46037,753.50729,643.43416,697.48108,779.42671,833.47363,389.20972,389.20972,413.20972,419.25664,253.21717,253.21717,277.21717,283.26409
CL(16:1_16:1_18:3_18:3)-H,1391.90231,699.46037,747.46037,643.43416,691.43416,779.42671,827.42671,389.20972,389.20972,413.20972,413.20972,253.21717,253.21717,277.21717,277.21717
CL(16:1_16:1_18:3_20:0)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,389.20972,389.20972,413.20972,447.28792,253.21717,253.21717,277.21717,311.29537
CL(16:1_16:1_18:3_20:1)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,389.20972,389.20972,413.20972,445.27228,253.21717,253.21717,277.21717,309.27973
CL(16:1_16:1_18:3_20:2)-H,1421.94923,699.46037,777.50729,643.43416,721.48108,779.42671,857.47363,389.20972,389.20972,413.20972,443.25664,253.21717,253.21717,277.21717,307.26409
CL(16:1_16:1_18:3_20:3)-H,1419.93359,699.46037,775.49165,643.43416,719.46544,779.42671,855.45799,389.20972,389.20972,413.20972,441.241,253.21717,253.21717,277.21717,305.24845
CL(16:1_16:1_18:3_20:4)-H,1417.91795,699.46037,773.47601,643.43416,717.4498,779.42671,853.44235,389.20972,389.20972,413.20972,439.22536,253.21717,253.21717,277.21717,303.23281
CL(16:1_16:1_18:3_22:0)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,389.20972,389.20972,413.20972,475.3192,253.21717,253.21717,277.21717,339.32665
CL(16:1_16:1_18:3_22:5)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,389.20972,389.20972,413.20972,465.241,253.21717,253.21717,277.21717,329.24845
CL(16:1_16:1_18:3_22:6)-H,1441.91795,699.46037,797.47601,643.43416,741.4498,779.42671,877.44235,389.20972,389.20972,413.20972,463.22536,253.21717,253.21717,277.21717,327.23281
CL(16:1_16:1_20:1_18:0)-H,1430.01179,699.46037,785.56985,643.43416,729.54364,779.42671,865.53619,389.20972,389.20972,445.27228,419.25664,253.21717,253.21717,309.27973,283.26409
CL(16:1_16:1_20:1_20:0)-H,1458.04307,699.46037,813.60113,643.43416,757.57492,779.42671,893.56747,389.20972,389.20972,445.27228,447.28792,253.21717,253.21717,309.27973,311.29537
CL(16:1_16:1_20:1_20:1)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,389.20972,389.20972,445.27228,445.27228,253.21717,253.21717,309.27973,309.27973
CL(16:1_16:1_20:1_20:2)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,389.20972,389.20972,445.27228,443.25664,253.21717,253.21717,309.27973,307.26409
CL(16:1_16:1_20:1_20:3)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,389.20972,389.20972,445.27228,441.241,253.21717,253.21717,309.27973,305.24845
CL(16:1_16:1_20:1_20:4)-H,1449.98051,699.46037,805.53857,643.43416,749.51236,779.42671,885.50491,389.20972,389.20972,445.27228,439.22536,253.21717,253.21717,309.27973,303.23281
CL(16:1_16:1_20:1_22:0)-H,1486.07435,699.46037,841.63241,643.43416,785.6062,779.42671,921.59875,389.20972,389.20972,445.27228,475.3192,253.21717,253.21717,309.27973,339.32665
CL(16:1_16:1_20:1_22:5)-H,1475.99615,699.46037,831.55421,643.43416,775.528,779.42671,911.52055,389.20972,389.20972,445.27228,465.241,253.21717,253.21717,309.27973,329.24845
CL(16:1_16:1_20:1_22:6)-H,1473.98051,699.46037,829.53857,643.43416,773.51236,779.42671,909.50491,389.20972,389.20972,445.27228,463.22536,253.21717,253.21717,309.27973,327.23281
CL(16:1_16:1_20:2_18:0)-H,1427.99615,699.46037,783.55421,643.43416,727.528,779.42671,863.52055,389.20972,389.20972,443.25664,419.25664,253.21717,253.21717,307.26409,283.26409
CL(16:1_16:1_20:2_20:0)-H,1456.02743,699.46037,811.58549,643.43416,755.55928,779.42671,891.55183,389.20972,389.20972,443.25664,447.28792,253.21717,253.21717,307.26409,311.29537
CL(16:1_16:1_20:2_20:2)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,389.20972,389.20972,443.25664,443.25664,253.21717,253.21717,307.26409,307.26409
CL(16:1_16:1_20:2_20:3)-H,1449.98051,699.46037,805.53857,643.43416,749.51236,779.42671,885.50491,389.20972,389.20972,443.25664,441.241,253.21717,253.21717,307.26409,305.24845
CL(16:1_16:1_20:2_20:4)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,389.20972,389.20972,443.25664,439.22536,253.21717,253.21717,307.26409,303.23281
CL(16:1_16:1_20:2_22:0)-H,1484.05871,699.46037,839.61677,643.43416,783.59056,779.42671,919.58311,389.20972,389.20972,443.25664,475.3192,253.21717,253.21717,307.26409,339.32665
CL(16:1_16:1_20:2_22:5)-H,1473.98051,699.46037,829.53857,643.43416,773.51236,779.42671,909.50491,389.20972,389.20972,443.25664,465.241,253.21717,253.21717,307.26409,329.24845
CL(16:1_16:1_20:2_22:6)-H,1471.96487,699.46037,827.52293,643.43416,771.49672,779.42671,907.48927,389.20972,389.20972,443.25664,463.22536,253.21717,253.21717,307.26409,327.23281
CL(16:1_16:1_20:3_18:0)-H,1425.98051,699.46037,781.53857,643.43416,725.51236,779.42671,861.50491,389.20972,389.20972,441.241,419.25664,253.21717,253.21717,305.24845,283.26409
CL(16:1_16:1_20:3_20:0)-H,1454.01179,699.46037,809.56985,643.43416,753.54364,779.42671,889.53619,389.20972,389.20972,441.241,447.28792,253.21717,253.21717,305.24845,311.29537
CL(16:1_16:1_20:3_20:3)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,389.20972,389.20972,441.241,441.241,253.21717,253.21717,305.24845,305.24845
CL(16:1_16:1_20:3_20:4)-H,1445.94923,699.46037,801.50729,643.43416,745.48108,779.42671,881.47363,389.20972,389.20972,441.241,439.22536,253.21717,253.21717,305.24845,303.23281
CL(16:1_16:1_20:3_22:0)-H,1482.04307,699.46037,837.60113,643.43416,781.57492,779.42671,917.56747,389.20972,389.20972,441.241,475.3192,253.21717,253.21717,305.24845,339.32665
CL(16:1_16:1_20:3_22:5)-H,1471.96487,699.46037,827.52293,643.43416,771.49672,779.42671,907.48927,389.20972,389.20972,441.241,465.241,253.21717,253.21717,305.24845,329.24845
CL(16:1_16:1_20:3_22:6)-H,1469.94923,699.46037,825.50729,643.43416,769.48108,779.42671,905.47363,389.20972,389.20972,441.241,463.22536,253.21717,253.21717,305.24845,327.23281
CL(16:1_16:1_20:4_18:0)-H,1423.96487,699.46037,779.52293,643.43416,723.49672,779.42671,859.48927,389.20972,389.20972,439.22536,419.25664,253.21717,253.21717,303.23281,283.26409
CL(16:1_16:1_20:4_20:0)-H,1451.99615,699.46037,807.55421,643.43416,751.528,779.42671,887.52055,389.20972,389.20972,439.22536,447.28792,253.21717,253.21717,303.23281,311.29537
CL(16:1_16:1_20:4_20:4)-H,1443.93359,699.46037,799.49165,643.43416,743.46544,779.42671,879.45799,389.20972,389.20972,439.22536,439.22536,253.21717,253.21717,303.23281,303.23281
CL(16:1_16:1_20:4_22:0)-H,1480.02743,699.46037,835.58549,643.43416,779.55928,779.42671,915.55183,389.20972,389.20972,439.22536,475.3192,253.21717,253.21717,303.23281,339.32665
CL(16:1_16:1_20:4_22:5)-H,1469.94923,699.46037,825.50729,643.43416,769.48108,779.42671,905.47363,389.20972,389.20972,439.22536,465.241,253.21717,253.21717,303.23281,329.24845
CL(16:1_16:1_20:4_22:6)-H,1467.93359,699.46037,823.49165,643.43416,767.46544,779.42671,903.45799,389.20972,389.20972,439.22536,463.22536,253.21717,253.21717,303.23281,327.23281
CL(16:1_16:1_22:5_18:0)-H,1449.98051,699.46037,805.53857,643.43416,749.51236,779.42671,885.50491,389.20972,389.20972,465.241,419.25664,253.21717,253.21717,329.24845,283.26409
CL(16:1_16:1_22:5_20:0)-H,1478.01179,699.46037,833.56985,643.43416,777.54364,779.42671,913.53619,389.20972,389.20972,465.241,447.28792,253.21717,253.21717,329.24845,311.29537
CL(16:1_16:1_22:5_22:0)-H,1506.04307,699.46037,861.60113,643.43416,805.57492,779.42671,941.56747,389.20972,389.20972,465.241,475.3192,253.21717,253.21717,329.24845,339.32665
CL(16:1_16:1_22:5_22:5)-H,1495.96487,699.46037,851.52293,643.43416,795.49672,779.42671,931.48927,389.20972,389.20972,465.241,465.241,253.21717,253.21717,329.24845,329.24845
CL(16:1_16:1_22:5_22:6)-H,1493.94923,699.46037,849.50729,643.43416,793.48108,779.42671,929.47363,389.20972,389.20972,465.241,463.22536,253.21717,253.21717,329.24845,327.23281
CL(16:1_16:1_22:6_18:0)-H,1447.96487,699.46037,803.52293,643.43416,747.49672,779.42671,883.48927,389.20972,389.20972,463.22536,419.25664,253.21717,253.21717,327.23281,283.26409
CL(16:1_16:1_22:6_20:0)-H,1475.99615,699.46037,831.55421,643.43416,775.528,779.42671,911.52055,389.20972,389.20972,463.22536,447.28792,253.21717,253.21717,327.23281,311.29537
CL(16:1_16:1_22:6_22:0)-H,1504.02743,699.46037,859.58549,643.43416,803.55928,779.42671,939.55183,389.20972,389.20972,463.22536,475.3192,253.21717,253.21717,327.23281,339.32665
CL(16:1_16:1_22:6_22:6)-H,1491.93359,699.46037,847.49165,643.43416,791.46544,779.42671,927.45799,389.20972,389.20972,463.22536,463.22536,253.21717,253.21717,327.23281,327.23281
CL(16:1_18:0_16:1_16:1)-H,1373.94923,729.50729,699.46037,673.48108,643.43416,809.47363,779.42671,389.20972,419.25664,389.20972,389.20972,253.21717,283.26409,253.21717,253.21717
CL(16:1_18:0_16:1_18:0)-H,1403.99615,729.50729,729.50729,673.48108,673.48108,809.47363,809.47363,389.20972,419.25664,389.20972,419.25664,253.21717,283.26409,253.21717,283.26409
CL(16:1_18:0_16:1_20:0)-H,1432.02743,729.50729,757.53857,673.48108,701.51236,809.47363,837.50491,389.20972,419.25664,389.20972,447.28792,253.21717,283.26409,253.21717,311.29537
CL(16:1_18:0_16:1_22:0)-H,1460.05871,729.50729,785.56985,673.48108,729.54364,809.47363,865.53619,389.20972,419.25664,389.20972,475.3192,253.21717,283.26409,253.21717,339.32665
CL(16:1_18:0_18:1_18:0)-H,1432.02743,729.50729,757.53857,673.48108,701.51236,809.47363,837.50491,389.20972,419.25664,417.241,419.25664,253.21717,283.26409,281.24845,283.26409
CL(16:1_18:0_18:1_18:1)-H,1430.01179,729.50729,755.52293,673.48108,699.49672,809.47363,835.48927,389.20972,419.25664,417.241,417.241,253.21717,283.26409,281.24845,281.24845
CL(16:1_18:0_18:1_18:2)-H,1427.99615,729.50729,753.50729,673.48108,697.48108,809.47363,833.47363,389.20972,419.25664,417.241,415.22536,253.21717,283.26409,281.24845,279.23281
CL(16:1_18:0_18:1_18:3)-H,1425.98051,729.50729,751.49165,673.48108,695.46544,809.47363,831.45799,389.20972,419.25664,417.241,413.20972,253.21717,283.26409,281.24845,277.21717
CL(16:1_18:0_18:1_20:0)-H,1460.05871,729.50729,785.56985,673.48108,729.54364,809.47363,865.53619,389.20972,419.25664,417.241,447.28792,253.21717,283.26409,281.24845,311.29537
CL(16:1_18:0_18:1_20:1)-H,1458.04307,729.50729,783.55421,673.48108,727.528,809.47363,863.52055,389.20972,419.25664,417.241,445.27228,253.21717,283.26409,281.24845,309.27973
CL(16:1_18:0_18:1_20:2)-H,1456.02743,729.50729,781.53857,673.48108,725.51236,809.47363,861.50491,389.20972,419.25664,417.241,443.25664,253.21717,283.26409,281.24845,307.26409
CL(16:1_18:0_18:1_20:3)-H,1454.01179,729.50729,779.52293,673.48108,723.49672,809.47363,859.48927,389.20972,419.25664,417.241,441.241,253.21717,283.26409,281.24845,305.24845
CL(16:1_18:0_18:1_20:4)-H,1451.99615,729.50729,777.50729,673.48108,721.48108,809.47363,857.47363,389.20972,419.25664,417.241,439.22536,253.21717,283.26409,281.24845,303.23281
CL(16:1_18:0_18:1_22:0)-H,1488.08999,729.50729,813.60113,673.48108,757.57492,809.47363,893.56747,389.20972,419.25664,417.241,475.3192,253.21717,283.26409,281.24845,339.32665
CL(16:1_18:0_18:1_22:5)-H,1478.01179,729.50729,803.52293,673.48108,747.49672,809.47363,883.48927,389.20972,419.25664,417.241,465.241,253.21717,283.26409,281.24845,329.24845
CL(16:1_18:0_18:1_22:6)-H,1475.99615,729.50729,801.50729,673.48108,745.48108,809.47363,881.47363,389.20972,419.25664,417.241,463.22536,253.21717,283.26409,281.24845,327.23281
CL(16:1_18:0_18:2_18:0)-H,1430.01179,729.50729,755.52293,673.48108,699.49672,809.47363,835.48927,389.20972,419.25664,415.22536,419.25664,253.21717,283.26409,279.23281,283.26409
CL(16:1_18:0_18:2_18:2)-H,1425.98051,729.50729,751.49165,673.48108,695.46544,809.47363,831.45799,389.20972,419.25664,415.22536,415.22536,253.21717,283.26409,279.23281,279.23281
CL(16:1_18:0_18:2_18:3)-H,1423.96487,729.50729,749.47601,673.48108,693.4498,809.47363,829.44235,389.20972,419.25664,415.22536,413.20972,253.21717,283.26409,279.23281,277.21717
CL(16:1_18:0_18:2_20:0)-H,1458.04307,729.50729,783.55421,673.48108,727.528,809.47363,863.52055,389.20972,419.25664,415.22536,447.28792,253.21717,283.26409,279.23281,311.29537
CL(16:1_18:0_18:2_20:1)-H,1456.02743,729.50729,781.53857,673.48108,725.51236,809.47363,861.50491,389.20972,419.25664,415.22536,445.27228,253.21717,283.26409,279.23281,309.27973
CL(16:1_18:0_18:2_20:2)-H,1454.01179,729.50729,779.52293,673.48108,723.49672,809.47363,859.48927,389.20972,419.25664,415.22536,443.25664,253.21717,283.26409,279.23281,307.26409
CL(16:1_18:0_18:2_20:3)-H,1451.99615,729.50729,777.50729,673.48108,721.48108,809.47363,857.47363,389.20972,419.25664,415.22536,441.241,253.21717,283.26409,279.23281,305.24845
CL(16:1_18:0_18:2_20:4)-H,1449.98051,729.50729,775.49165,673.48108,719.46544,809.47363,855.45799,389.20972,419.25664,415.22536,439.22536,253.21717,283.26409,279.23281,303.23281
CL(16:1_18:0_18:2_22:0)-H,1486.07435,729.50729,811.58549,673.48108,755.55928,809.47363,891.55183,389.20972,419.25664,415.22536,475.3192,253.21717,283.26409,279.23281,339.32665
CL(16:1_18:0_18:2_22:5)-H,1475.99615,729.50729,801.50729,673.48108,745.48108,809.47363,881.47363,389.20972,419.25664,415.22536,465.241,253.21717,283.26409,279.23281,329.24845
CL(16:1_18:0_18:2_22:6)-H,1473.98051,729.50729,799.49165,673.48108,743.46544,809.47363,879.45799,389.20972,419.25664,415.22536,463.22536,253.21717,283.26409,279.23281,327.23281
CL(16:1_18:0_18:3_18:0)-H,1427.99615,729.50729,753.50729,673.48108,697.48108,809.47363,833.47363,389.20972,419.25664,413.20972,419.25664,253.21717,283.26409,277.21717,283.26409
CL(16:1_18:0_18:3_18:3)-H,1421.94923,729.50729,747.46037,673.48108,691.43416,809.47363,827.42671,389.20972,419.25664,413.20972,413.20972,253.21717,283.26409,277.21717,277.21717
CL(16:1_18:0_18:3_20:0)-H,1456.02743,729.50729,781.53857,673.48108,725.51236,809.47363,861.50491,389.20972,419.25664,413.20972,447.28792,253.21717,283.26409,277.21717,311.29537
CL(16:1_18:0_18:3_20:1)-H,1454.01179,729.50729,779.52293,673.48108,723.49672,809.47363,859.48927,389.20972,419.25664,413.20972,445.27228,253.21717,283.26409,277.21717,309.27973
CL(16:1_18:0_18:3_20:2)-H,1451.99615,729.50729,777.50729,673.48108,721.48108,809.47363,857.47363,389.20972,419.25664,413.20972,443.25664,253.21717,283.26409,277.21717,307.26409
CL(16:1_18:0_18:3_20:3)-H,1449.98051,729.50729,775.49165,673.48108,719.46544,809.47363,855.45799,389.20972,419.25664,413.20972,441.241,253.21717,283.26409,277.21717,305.24845
CL(16:1_18:0_18:3_20:4)-H,1447.96487,729.50729,773.47601,673.48108,717.4498,809.47363,853.44235,389.20972,419.25664,413.20972,439.22536,253.21717,283.26409,277.21717,303.23281
CL(16:1_18:0_18:3_22:0)-H,1484.05871,729.50729,809.56985,673.48108,753.54364,809.47363,889.53619,389.20972,419.25664,413.20972,475.3192,253.21717,283.26409,277.21717,339.32665
CL(16:1_18:0_18:3_22:5)-H,1473.98051,729.50729,799.49165,673.48108,743.46544,809.47363,879.45799,389.20972,419.25664,413.20972,465.241,253.21717,283.26409,277.21717,329.24845
CL(16:1_18:0_18:3_22:6)-H,1471.96487,729.50729,797.47601,673.48108,741.4498,809.47363,877.44235,389.20972,419.25664,413.20972,463.22536,253.21717,283.26409,277.21717,327.23281
CL(16:1_18:0_20:1_18:0)-H,1460.05871,729.50729,785.56985,673.48108,729.54364,809.47363,865.53619,389.20972,419.25664,445.27228,419.25664,253.21717,283.26409,309.27973,283.26409
CL(16:1_18:0_20:1_20:0)-H,1488.08999,729.50729,813.60113,673.48108,757.57492,809.47363,893.56747,389.20972,419.25664,445.27228,447.28792,253.21717,283.26409,309.27973,311.29537
CL(16:1_18:0_20:1_20:1)-H,1486.07435,729.50729,811.58549,673.48108,755.55928,809.47363,891.55183,389.20972,419.25664,445.27228,445.27228,253.21717,283.26409,309.27973,309.27973
CL(16:1_18:0_20:1_20:2)-H,1484.05871,729.50729,809.56985,673.48108,753.54364,809.47363,889.53619,389.20972,419.25664,445.27228,443.25664,253.21717,283.26409,309.27973,307.26409
CL(16:1_18:0_20:1_20:3)-H,1482.04307,729.50729,807.55421,673.48108,751.528,809.47363,887.52055,389.20972,419.25664,445.27228,441.241,253.21717,283.26409,309.27973,305.24845
