CL,[M-H]-,SN1+SN2+C6H10O5P,SN3+SN4+C6H10O5P,SN1+SN2+C3H6PO4,SN3+SN4+C3H6PO4,SN1+SN2+C6H11P2O8,SN3+SN4+C6H11P2O8,SN1+C3H6PO4,SN2+C3H6PO4,SN3+C3H6PO4,SN4+C3H6PO4,SN1_FA,SN2_FA,SN3_FA,SN4_FA
CL(14:0_16:0_16:1_18:2)-H,1345.91795,675.46037,725.47601,619.43416,669.4498,755.42671,805.44235,363.19408,391.22536,389.20972,415.22536,227.20153,255.23281,253.21717,279.23281
CL(14:0_16:0_16:1_18:3)-H,1343.90231,675.46037,723.46037,619.43416,667.43416,755.42671,803.42671,363.19408,391.22536,389.20972,413.20972,227.20153,255.23281,253.21717,277.21717
CL(14:0_16:0_16:1_20:0)-H,1377.98051,675.46037,757.53857,619.43416,701.51236,755.42671,837.50491,363.19408,391.22536,389.20972,447.28792,227.20153,255.23281,253.21717,311.29537
CL(14:0_16:0_16:1_20:1)-H,1375.96487,675.46037,755.52293,619.43416,699.49672,755.42671,835.48927,363.19408,391.22536,389.20972,445.27228,227.20153,255.23281,253.21717,309.27973
CL(14:0_16:0_16:1_20:2)-H,1373.94923,675.46037,753.50729,619.43416,697.48108,755.42671,833.47363,363.19408,391.22536,389.20972,443.25664,227.20153,255.23281,253.21717,307.26409
CL(14:0_16:0_16:1_20:3)-H,1371.93359,675.46037,751.49165,619.43416,695.46544,755.42671,831.45799,363.19408,391.22536,389.20972,441.241,227.20153,255.23281,253.21717,305.24845
CL(14:0_16:0_16:1_20:4)-H,1369.91795,675.46037,749.47601,619.43416,693.4498,755.42671,829.44235,363.19408,391.22536,389.20972,439.22536,227.20153,255.23281,253.21717,303.23281
CL(14:0_16:0_16:1_22:0)-H,1406.01179,675.46037,785.56985,619.43416,729.54364,755.42671,865.53619,363.19408,391.22536,389.20972,475.3192,227.20153,255.23281,253.21717,339.32665
CL(14:0_16:0_16:1_22:5)-H,1395.93359,675.46037,775.49165,619.43416,719.46544,755.42671,855.45799,363.19408,391.22536,389.20972,465.241,227.20153,255.23281,253.21717,329.24845
CL(14:0_16:0_16:1_22:6)-H,1393.91795,675.46037,773.47601,619.43416,717.4498,755.42671,853.44235,363.19408,391.22536,389.20972,463.22536,227.20153,255.23281,253.21717,327.23281
CL(14:0_16:0_18:0_18:0)-H,1379.99615,675.46037,759.55421,619.43416,703.528,755.42671,839.52055,363.19408,391.22536,419.25664,419.25664,227.20153,255.23281,283.26409,283.26409
CL(14:0_16:0_18:0_18:1)-H,1377.98051,675.46037,757.53857,619.43416,701.51236,755.42671,837.50491,363.19408,391.22536,419.25664,417.241,227.20153,255.23281,283.26409,281.24845
CL(14:0_16:0_18:0_18:2)-H,1375.96487,675.46037,755.52293,619.43416,699.49672,755.42671,835.48927,363.19408,391.22536,419.25664,415.22536,227.20153,255.23281,283.26409,279.23281
CL(14:0_16:0_18:0_18:3)-H,1373.94923,675.46037,753.50729,619.43416,697.48108,755.42671,833.47363,363.19408,391.22536,419.25664,413.20972,227.20153,255.23281,283.26409,277.21717
CL(14:0_16:0_18:0_20:0)-H,1408.02743,675.46037,787.58549,619.43416,731.55928,755.42671,867.55183,363.19408,391.22536,419.25664,447.28792,227.20153,255.23281,283.26409,311.29537
CL(14:0_16:0_18:0_20:1)-H,1406.01179,675.46037,785.56985,619.43416,729.54364,755.42671,865.53619,363.19408,391.22536,419.25664,445.27228,227.20153,255.23281,283.26409,309.27973
CL(14:0_16:0_18:0_20:2)-H,1403.99615,675.46037,783.55421,619.43416,727.528,755.42671,863.52055,363.19408,391.22536,419.25664,443.25664,227.20153,255.23281,283.26409,307.26409
CL(14:0_16:0_18:0_20:3)-H,1401.98051,675.46037,781.53857,619.43416,725.51236,755.42671,861.50491,363.19408,391.22536,419.25664,441.241,227.20153,255.23281,283.26409,305.24845
CL(14:0_16:0_18:0_20:4)-H,1399.96487,675.46037,779.52293,619.43416,723.49672,755.42671,859.48927,363.19408,391.22536,419.25664,439.22536,227.20153,255.23281,283.26409,303.23281
CL(14:0_16:0_18:0_22:0)-H,1436.05871,675.46037,815.61677,619.43416,759.59056,755.42671,895.58311,363.19408,391.22536,419.25664,475.3192,227.20153,255.23281,283.26409,339.32665
CL(14:0_16:0_18:0_22:5)-H,1425.98051,675.46037,805.53857,619.43416,749.51236,755.42671,885.50491,363.19408,391.22536,419.25664,465.241,227.20153,255.23281,283.26409,329.24845
CL(14:0_16:0_18:0_22:6)-H,1423.96487,675.46037,803.52293,619.43416,747.49672,755.42671,883.48927,363.19408,391.22536,419.25664,463.22536,227.20153,255.23281,283.26409,327.23281
CL(14:0_16:0_18:1_18:1)-H,1375.96487,675.46037,755.52293,619.43416,699.49672,755.42671,835.48927,363.19408,391.22536,417.241,417.241,227.20153,255.23281,281.24845,281.24845
CL(14:0_16:0_18:1_18:2)-H,1373.94923,675.46037,753.50729,619.43416,697.48108,755.42671,833.47363,363.19408,391.22536,417.241,415.22536,227.20153,255.23281,281.24845,279.23281
CL(14:0_16:0_18:1_18:3)-H,1371.93359,675.46037,751.49165,619.43416,695.46544,755.42671,831.45799,363.19408,391.22536,417.241,413.20972,227.20153,255.23281,281.24845,277.21717
CL(14:0_16:0_18:1_20:0)-H,1406.01179,675.46037,785.56985,619.43416,729.54364,755.42671,865.53619,363.19408,391.22536,417.241,447.28792,227.20153,255.23281,281.24845,311.29537
CL(14:0_16:0_18:1_20:1)-H,1403.99615,675.46037,783.55421,619.43416,727.528,755.42671,863.52055,363.19408,391.22536,417.241,445.27228,227.20153,255.23281,281.24845,309.27973
CL(14:0_16:0_18:1_20:2)-H,1401.98051,675.46037,781.53857,619.43416,725.51236,755.42671,861.50491,363.19408,391.22536,417.241,443.25664,227.20153,255.23281,281.24845,307.26409
CL(14:0_16:0_18:1_20:3)-H,1399.96487,675.46037,779.52293,619.43416,723.49672,755.42671,859.48927,363.19408,391.22536,417.241,441.241,227.20153,255.23281,281.24845,305.24845
CL(14:0_16:0_18:1_20:4)-H,1397.94923,675.46037,777.50729,619.43416,721.48108,755.42671,857.47363,363.19408,391.22536,417.241,439.22536,227.20153,255.23281,281.24845,303.23281
CL(14:0_16:0_18:1_22:0)-H,1434.04307,675.46037,813.60113,619.43416,757.57492,755.42671,893.56747,363.19408,391.22536,417.241,475.3192,227.20153,255.23281,281.24845,339.32665
CL(14:0_16:0_18:1_22:5)-H,1423.96487,675.46037,803.52293,619.43416,747.49672,755.42671,883.48927,363.19408,391.22536,417.241,465.241,227.20153,255.23281,281.24845,329.24845
CL(14:0_16:0_18:1_22:6)-H,1421.94923,675.46037,801.50729,619.43416,745.48108,755.42671,881.47363,363.19408,391.22536,417.241,463.22536,227.20153,255.23281,281.24845,327.23281
CL(14:0_16:0_18:2_18:2)-H,1371.93359,675.46037,751.49165,619.43416,695.46544,755.42671,831.45799,363.19408,391.22536,415.22536,415.22536,227.20153,255.23281,279.23281,279.23281
CL(14:0_16:0_18:2_18:3)-H,1369.91795,675.46037,749.47601,619.43416,693.4498,755.42671,829.44235,363.19408,391.22536,415.22536,413.20972,227.20153,255.23281,279.23281,277.21717
CL(14:0_16:0_18:2_20:0)-H,1403.99615,675.46037,783.55421,619.43416,727.528,755.42671,863.52055,363.19408,391.22536,415.22536,447.28792,227.20153,255.23281,279.23281,311.29537
CL(14:0_16:0_18:2_20:1)-H,1401.98051,675.46037,781.53857,619.43416,725.51236,755.42671,861.50491,363.19408,391.22536,415.22536,445.27228,227.20153,255.23281,279.23281,309.27973
CL(14:0_16:0_18:2_20:2)-H,1399.96487,675.46037,779.52293,619.43416,723.49672,755.42671,859.48927,363.19408,391.22536,415.22536,443.25664,227.20153,255.23281,279.23281,307.26409
CL(14:0_16:0_18:2_20:3)-H,1397.94923,675.46037,777.50729,619.43416,721.48108,755.42671,857.47363,363.19408,391.22536,415.22536,441.241,227.20153,255.23281,279.23281,305.24845
CL(14:0_16:0_18:2_20:4)-H,1395.93359,675.46037,775.49165,619.43416,719.46544,755.42671,855.45799,363.19408,391.22536,415.22536,439.22536,227.20153,255.23281,279.23281,303.23281
CL(14:0_16:0_18:2_22:0)-H,1432.02743,675.46037,811.58549,619.43416,755.55928,755.42671,891.55183,363.19408,391.22536,415.22536,475.3192,227.20153,255.23281,279.23281,339.32665
CL(14:0_16:0_18:2_22:5)-H,1421.94923,675.46037,801.50729,619.43416,745.48108,755.42671,881.47363,363.19408,391.22536,415.22536,465.241,227.20153,255.23281,279.23281,329.24845
CL(14:0_16:0_18:2_22:6)-H,1419.93359,675.46037,799.49165,619.43416,743.46544,755.42671,879.45799,363.19408,391.22536,415.22536,463.22536,227.20153,255.23281,279.23281,327.23281
CL(14:0_16:0_18:3_18:3)-H,1367.90231,675.46037,747.46037,619.43416,691.43416,755.42671,827.42671,363.19408,391.22536,413.20972,413.20972,227.20153,255.23281,277.21717,277.21717
CL(14:0_16:0_18:3_20:0)-H,1401.98051,675.46037,781.53857,619.43416,725.51236,755.42671,861.50491,363.19408,391.22536,413.20972,447.28792,227.20153,255.23281,277.21717,311.29537
CL(14:0_16:0_18:3_20:1)-H,1399.96487,675.46037,779.52293,619.43416,723.49672,755.42671,859.48927,363.19408,391.22536,413.20972,445.27228,227.20153,255.23281,277.21717,309.27973
CL(14:0_16:0_18:3_20:2)-H,1397.94923,675.46037,777.50729,619.43416,721.48108,755.42671,857.47363,363.19408,391.22536,413.20972,443.25664,227.20153,255.23281,277.21717,307.26409
CL(14:0_16:0_18:3_20:3)-H,1395.93359,675.46037,775.49165,619.43416,719.46544,755.42671,855.45799,363.19408,391.22536,413.20972,441.241,227.20153,255.23281,277.21717,305.24845
CL(14:0_16:0_18:3_20:4)-H,1393.91795,675.46037,773.47601,619.43416,717.4498,755.42671,853.44235,363.19408,391.22536,413.20972,439.22536,227.20153,255.23281,277.21717,303.23281
CL(14:0_16:0_18:3_22:0)-H,1430.01179,675.46037,809.56985,619.43416,753.54364,755.42671,889.53619,363.19408,391.22536,413.20972,475.3192,227.20153,255.23281,277.21717,339.32665
CL(14:0_16:0_18:3_22:5)-H,1419.93359,675.46037,799.49165,619.43416,743.46544,755.42671,879.45799,363.19408,391.22536,413.20972,465.241,227.20153,255.23281,277.21717,329.24845
CL(14:0_16:0_18:3_22:6)-H,1417.91795,675.46037,797.47601,619.43416,741.4498,755.42671,877.44235,363.19408,391.22536,413.20972,463.22536,227.20153,255.23281,277.21717,327.23281
CL(14:0_16:0_20:0_20:0)-H,1436.05871,675.46037,815.61677,619.43416,759.59056,755.42671,895.58311,363.19408,391.22536,447.28792,447.28792,227.20153,255.23281,311.29537,311.29537
CL(14:0_16:0_20:0_20:1)-H,1434.04307,675.46037,813.60113,619.43416,757.57492,755.42671,893.56747,363.19408,391.22536,447.28792,445.27228,227.20153,255.23281,311.29537,309.27973
CL(14:0_16:0_20:0_20:2)-H,1432.02743,675.46037,811.58549,619.43416,755.55928,755.42671,891.55183,363.19408,391.22536,447.28792,443.25664,227.20153,255.23281,311.29537,307.26409
CL(14:0_16:0_20:0_20:3)-H,1430.01179,675.46037,809.56985,619.43416,753.54364,755.42671,889.53619,363.19408,391.22536,447.28792,441.241,227.20153,255.23281,311.29537,305.24845
CL(14:0_16:0_20:0_20:4)-H,1427.99615,675.46037,807.55421,619.43416,751.528,755.42671,887.52055,363.19408,391.22536,447.28792,439.22536,227.20153,255.23281,311.29537,303.23281
CL(14:0_16:0_20:0_22:0)-H,1464.08999,675.46037,843.64805,619.43416,787.62184,755.42671,923.61439,363.19408,391.22536,447.28792,475.3192,227.20153,255.23281,311.29537,339.32665
CL(14:0_16:0_20:0_22:5)-H,1454.01179,675.46037,833.56985,619.43416,777.54364,755.42671,913.53619,363.19408,391.22536,447.28792,465.241,227.20153,255.23281,311.29537,329.24845
CL(14:0_16:0_20:0_22:6)-H,1451.99615,675.46037,831.55421,619.43416,775.528,755.42671,911.52055,363.19408,391.22536,447.28792,463.22536,227.20153,255.23281,311.29537,327.23281
CL(14:0_16:0_20:1_20:1)-H,1432.02743,675.46037,811.58549,619.43416,755.55928,755.42671,891.55183,363.19408,391.22536,445.27228,445.27228,227.20153,255.23281,309.27973,309.27973
CL(14:0_16:0_20:1_20:2)-H,1430.01179,675.46037,809.56985,619.43416,753.54364,755.42671,889.53619,363.19408,391.22536,445.27228,443.25664,227.20153,255.23281,309.27973,307.26409
CL(14:0_16:0_20:1_20:3)-H,1427.99615,675.46037,807.55421,619.43416,751.528,755.42671,887.52055,363.19408,391.22536,445.27228,441.241,227.20153,255.23281,309.27973,305.24845
CL(14:0_16:0_20:1_20:4)-H,1425.98051,675.46037,805.53857,619.43416,749.51236,755.42671,885.50491,363.19408,391.22536,445.27228,439.22536,227.20153,255.23281,309.27973,303.23281
CL(14:0_16:0_20:1_22:0)-H,1462.07435,675.46037,841.63241,619.43416,785.6062,755.42671,921.59875,363.19408,391.22536,445.27228,475.3192,227.20153,255.23281,309.27973,339.32665
CL(14:0_16:0_20:1_22:5)-H,1451.99615,675.46037,831.55421,619.43416,775.528,755.42671,911.52055,363.19408,391.22536,445.27228,465.241,227.20153,255.23281,309.27973,329.24845
CL(14:0_16:0_20:1_22:6)-H,1449.98051,675.46037,829.53857,619.43416,773.51236,755.42671,909.50491,363.19408,391.22536,445.27228,463.22536,227.20153,255.23281,309.27973,327.23281
CL(14:0_16:0_20:2_20:2)-H,1427.99615,675.46037,807.55421,619.43416,751.528,755.42671,887.52055,363.19408,391.22536,443.25664,443.25664,227.20153,255.23281,307.26409,307.26409
CL(14:0_16:0_20:2_20:3)-H,1425.98051,675.46037,805.53857,619.43416,749.51236,755.42671,885.50491,363.19408,391.22536,443.25664,441.241,227.20153,255.23281,307.26409,305.24845
CL(14:0_16:0_20:2_20:4)-H,1423.96487,675.46037,803.52293,619.43416,747.49672,755.42671,883.48927,363.19408,391.22536,443.25664,439.22536,227.20153,255.23281,307.26409,303.23281
CL(14:0_16:0_20:2_22:0)-H,1460.05871,675.46037,839.61677,619.43416,783.59056,755.42671,919.58311,363.19408,391.22536,443.25664,475.3192,227.20153,255.23281,307.26409,339.32665
CL(14:0_16:0_20:2_22:5)-H,1449.98051,675.46037,829.53857,619.43416,773.51236,755.42671,909.50491,363.19408,391.22536,443.25664,465.241,227.20153,255.23281,307.26409,329.24845
CL(14:0_16:0_20:2_22:6)-H,1447.96487,675.46037,827.52293,619.43416,771.49672,755.42671,907.48927,363.19408,391.22536,443.25664,463.22536,227.20153,255.23281,307.26409,327.23281
CL(14:0_16:0_20:3_20:3)-H,1423.96487,675.46037,803.52293,619.43416,747.49672,755.42671,883.48927,363.19408,391.22536,441.241,441.241,227.20153,255.23281,305.24845,305.24845
CL(14:0_16:0_20:3_20:4)-H,1421.94923,675.46037,801.50729,619.43416,745.48108,755.42671,881.47363,363.19408,391.22536,441.241,439.22536,227.20153,255.23281,305.24845,303.23281
CL(14:0_16:0_20:3_22:0)-H,1458.04307,675.46037,837.60113,619.43416,781.57492,755.42671,917.56747,363.19408,391.22536,441.241,475.3192,227.20153,255.23281,305.24845,339.32665
CL(14:0_16:0_20:3_22:5)-H,1447.96487,675.46037,827.52293,619.43416,771.49672,755.42671,907.48927,363.19408,391.22536,441.241,465.241,227.20153,255.23281,305.24845,329.24845
CL(14:0_16:0_20:3_22:6)-H,1445.94923,675.46037,825.50729,619.43416,769.48108,755.42671,905.47363,363.19408,391.22536,441.241,463.22536,227.20153,255.23281,305.24845,327.23281
CL(14:0_16:0_20:4_20:4)-H,1419.93359,675.46037,799.49165,619.43416,743.46544,755.42671,879.45799,363.19408,391.22536,439.22536,439.22536,227.20153,255.23281,303.23281,303.23281
CL(14:0_16:0_20:4_22:0)-H,1456.02743,675.46037,835.58549,619.43416,779.55928,755.42671,915.55183,363.19408,391.22536,439.22536,475.3192,227.20153,255.23281,303.23281,339.32665
CL(14:0_16:0_20:4_22:5)-H,1445.94923,675.46037,825.50729,619.43416,769.48108,755.42671,905.47363,363.19408,391.22536,439.22536,465.241,227.20153,255.23281,303.23281,329.24845
CL(14:0_16:0_20:4_22:6)-H,1443.93359,675.46037,823.49165,619.43416,767.46544,755.42671,903.45799,363.19408,391.22536,439.22536,463.22536,227.20153,255.23281,303.23281,327.23281
CL(14:0_16:0_22:0_22:0)-H,1492.12127,675.46037,871.67933,619.43416,815.65312,755.42671,951.64567,363.19408,391.22536,475.3192,475.3192,227.20153,255.23281,339.32665,339.32665
CL(14:0_16:0_22:0_22:5)-H,1482.04307,675.46037,861.60113,619.43416,805.57492,755.42671,941.56747,363.19408,391.22536,475.3192,465.241,227.20153,255.23281,339.32665,329.24845
CL(14:0_16:0_22:0_22:6)-H,1480.02743,675.46037,859.58549,619.43416,803.55928,755.42671,939.55183,363.19408,391.22536,475.3192,463.22536,227.20153,255.23281,339.32665,327.23281
CL(14:0_16:0_22:5_22:5)-H,1471.96487,675.46037,851.52293,619.43416,795.49672,755.42671,931.48927,363.19408,391.22536,465.241,465.241,227.20153,255.23281,329.24845,329.24845
CL(14:0_16:0_22:5_22:6)-H,1469.94923,675.46037,849.50729,619.43416,793.48108,755.42671,929.47363,363.19408,391.22536,465.241,463.22536,227.20153,255.23281,329.24845,327.23281
CL(14:0_16:0_22:6_22:6)-H,1467.93359,675.46037,847.49165,619.43416,791.46544,755.42671,927.45799,363.19408,391.22536,463.22536,463.22536,227.20153,255.23281,327.23281,327.23281
CL(14:0_16:1_16:1_16:1)-H,1317.88667,673.44473,699.46037,617.41852,643.43416,753.41107,779.42671,363.19408,389.20972,389.20972,389.20972,227.20153,253.21717,253.21717,253.21717
CL(14:0_16:1_16:1_18:0)-H,1347.93359,673.44473,729.50729,617.41852,673.48108,753.41107,809.47363,363.19408,389.20972,389.20972,419.25664,227.20153,253.21717,253.21717,283.26409
CL(14:0_16:1_16:1_18:1)-H,1345.91795,673.44473,727.49165,617.41852,671.46544,753.41107,807.45799,363.19408,389.20972,389.20972,417.241,227.20153,253.21717,253.21717,281.24845
CL(14:0_16:1_16:1_18:2)-H,1343.90231,673.44473,725.47601,617.41852,669.4498,753.41107,805.44235,363.19408,389.20972,389.20972,415.22536,227.20153,253.21717,253.21717,279.23281
CL(14:0_16:1_16:1_18:3)-H,1341.88667,673.44473,723.46037,617.41852,667.43416,753.41107,803.42671,363.19408,389.20972,389.20972,413.20972,227.20153,253.21717,253.21717,277.21717
CL(14:0_16:1_16:1_20:0)-H,1375.96487,673.44473,757.53857,617.41852,701.51236,753.41107,837.50491,363.19408,389.20972,389.20972,447.28792,227.20153,253.21717,253.21717,311.29537
CL(14:0_16:1_16:1_20:1)-H,1373.94923,673.44473,755.52293,617.41852,699.49672,753.41107,835.48927,363.19408,389.20972,389.20972,445.27228,227.20153,253.21717,253.21717,309.27973
CL(14:0_16:1_16:1_20:2)-H,1371.93359,673.44473,753.50729,617.41852,697.48108,753.41107,833.47363,363.19408,389.20972,389.20972,443.25664,227.20153,253.21717,253.21717,307.26409
CL(14:0_16:1_16:1_20:3)-H,1369.91795,673.44473,751.49165,617.41852,695.46544,753.41107,831.45799,363.19408,389.20972,389.20972,441.241,227.20153,253.21717,253.21717,305.24845
CL(14:0_16:1_16:1_20:4)-H,1367.90231,673.44473,749.47601,617.41852,693.4498,753.41107,829.44235,363.19408,389.20972,389.20972,439.22536,227.20153,253.21717,253.21717,303.23281
CL(14:0_16:1_16:1_22:0)-H,1403.99615,673.44473,785.56985,617.41852,729.54364,753.41107,865.53619,363.19408,389.20972,389.20972,475.3192,227.20153,253.21717,253.21717,339.32665
CL(14:0_16:1_16:1_22:5)-H,1393.91795,673.44473,775.49165,617.41852,719.46544,753.41107,855.45799,363.19408,389.20972,389.20972,465.241,227.20153,253.21717,253.21717,329.24845
CL(14:0_16:1_16:1_22:6)-H,1391.90231,673.44473,773.47601,617.41852,717.4498,753.41107,853.44235,363.19408,389.20972,389.20972,463.22536,227.20153,253.21717,253.21717,327.23281
CL(14:0_16:1_18:0_18:0)-H,1377.98051,673.44473,759.55421,617.41852,703.528,753.41107,839.52055,363.19408,389.20972,419.25664,419.25664,227.20153,253.21717,283.26409,283.26409
CL(14:0_16:1_18:0_18:1)-H,1375.96487,673.44473,757.53857,617.41852,701.51236,753.41107,837.50491,363.19408,389.20972,419.25664,417.241,227.20153,253.21717,283.26409,281.24845
CL(14:0_16:1_18:0_18:2)-H,1373.94923,673.44473,755.52293,617.41852,699.49672,753.41107,835.48927,363.19408,389.20972,419.25664,415.22536,227.20153,253.21717,283.26409,279.23281
CL(14:0_16:1_18:0_18:3)-H,1371.93359,673.44473,753.50729,617.41852,697.48108,753.41107,833.47363,363.19408,389.20972,419.25664,413.20972,227.20153,253.21717,283.26409,277.21717
CL(14:0_16:1_18:0_20:0)-H,1406.01179,673.44473,787.58549,617.41852,731.55928,753.41107,867.55183,363.19408,389.20972,419.25664,447.28792,227.20153,253.21717,283.26409,311.29537
CL(14:0_16:1_18:0_20:1)-H,1403.99615,673.44473,785.56985,617.41852,729.54364,753.41107,865.53619,363.19408,389.20972,419.25664,445.27228,227.20153,253.21717,283.26409,309.27973
CL(14:0_16:1_18:0_20:2)-H,1401.98051,673.44473,783.55421,617.41852,727.528,753.41107,863.52055,363.19408,389.20972,419.25664,443.25664,227.20153,253.21717,283.26409,307.26409
CL(14:0_16:1_18:0_20:3)-H,1399.96487,673.44473,781.53857,617.41852,725.51236,753.41107,861.50491,363.19408,389.20972,419.25664,441.241,227.20153,253.21717,283.26409,305.24845
CL(14:0_16:1_18:0_20:4)-H,1397.94923,673.44473,779.52293,617.41852,723.49672,753.41107,859.48927,363.19408,389.20972,419.25664,439.22536,227.20153,253.21717,283.26409,303.23281
CL(14:0_16:1_18:0_22:0)-H,1434.04307,673.44473,815.61677,617.41852,759.59056,753.41107,895.58311,363.19408,389.20972,419.25664,475.3192,227.20153,253.21717,283.26409,339.32665
CL(14:0_16:1_18:0_22:5)-H,1423.96487,673.44473,805.53857,617.41852,749.51236,753.41107,885.50491,363.19408,389.20972,419.25664,465.241,227.20153,253.21717,283.26409,329.24845
CL(14:0_16:1_18:0_22:6)-H,1421.94923,673.44473,803.52293,617.41852,747.49672,753.41107,883.48927,363.19408,389.20972,419.25664,463.22536,227.20153,253.21717,283.26409,327.23281
CL(14:0_16:1_18:1_18:1)-H,1373.94923,673.44473,755.52293,617.41852,699.49672,753.41107,835.48927,363.19408,389.20972,417.241,417.241,227.20153,253.21717,281.24845,281.24845
CL(14:0_16:1_18:1_18:2)-H,1371.93359,673.44473,753.50729,617.41852,697.48108,753.41107,833.47363,363.19408,389.20972,417.241,415.22536,227.20153,253.21717,281.24845,279.23281
CL(14:0_16:1_18:1_18:3)-H,1369.91795,673.44473,751.49165,617.41852,695.46544,753.41107,831.45799,363.19408,389.20972,417.241,413.20972,227.20153,253.21717,281.24845,277.21717
CL(14:0_16:1_18:1_20:0)-H,1403.99615,673.44473,785.56985,617.41852,729.54364,753.41107,865.53619,363.19408,389.20972,417.241,447.28792,227.20153,253.21717,281.24845,311.29537
CL(14:0_16:1_18:1_20:1)-H,1401.98051,673.44473,783.55421,617.41852,727.528,753.41107,863.52055,363.19408,389.20972,417.241,445.27228,227.20153,253.21717,281.24845,309.27973
