OxPE,[M+H]+,NL_head,NL_T1RCO,NL_T2RCO,T1_RCO+,T2_RCO+,T1RCOO+58,T2RCOO+58,head
OxPE(22:3(OO)_15:4(COOH))+H,810.45528,669.43617,321.16968,423.31056,349.27379,247.13291,423.31057,321.16969,142.02639
OxPE(22:3(OO)_16:1(COOH))+H,830.51788,689.49877,341.23228,423.31056,349.27379,267.19551,423.31057,341.23229,142.02639
OxPE(22:3(OO)_16:2(COOH))+H,828.50223,687.48312,339.21663,423.31056,349.27379,265.17986,423.31057,339.21664,142.02639
OxPE(22:3(OO)_16:3(COOH))+H,826.48658,685.46747,337.20098,423.31056,349.27379,263.16421,423.31057,337.20099,142.02639
OxPE(22:3(OO)_16:4(COOH))+H,824.47093,683.45182,335.18533,423.31056,349.27379,261.14856,423.31057,335.18534,142.02639
OxPE(22:3(OO)_17:4(COOH))+H,838.48658,697.46747,349.20098,423.31056,349.27379,275.16421,423.31057,349.20099,142.02639
OxPE(22:3(OO)_18:4(COOH))+H,852.50223,711.48312,363.21663,423.31056,349.27379,289.17986,423.31057,363.21664,142.02639
OxPE(22:3(OO)_18:5(COOH))+H,850.48658,709.46747,361.20098,423.31056,349.27379,287.16421,423.31057,361.20099,142.02639
OxPE(22:3(OO)_19:4(COOH))+H,866.51788,725.49877,377.23228,423.31056,349.27379,303.19551,423.31057,377.23229,142.02639
OxPE(22:3(OO)_19:5(COOH))+H,864.50223,723.48312,375.21663,423.31056,349.27379,301.17986,423.31057,375.21664,142.02639
OxPE(22:3(OO)_3:0(CHO))+H,634.33515,493.31604,145.04955,423.31056,349.27379,71.01278,423.31057,145.04956,142.02639
OxPE(22:3(OO)_4:0(CHO))+H,648.3508,507.33169,159.0652,423.31056,349.27379,85.02843,423.31057,159.06521,142.02639
OxPE(22:4(OO)_22:4(OO))+H,908.56476,767.54565,421.29486,421.29486,347.25809,347.25809,421.29487,421.29487,142.02639
OxPE(22:4(OO)_22:5(OO))+H,906.54916,765.53005,419.27926,421.29486,347.25809,345.24249,421.29487,419.27927,142.02639
OxPE(22:4(OO)_22:6(OO))+H,904.53346,763.51435,417.26356,421.29486,347.25809,343.22679,421.29487,417.26357,142.02639
OxPE(22:4(OO)_24:1(OO))+H,942.64306,801.62395,455.37316,421.29486,347.25809,381.33639,421.29487,455.37317,142.02639
OxPE(22:4(OO)_14:1(OOO))+H,818.48148,677.46237,331.21158,421.29486,347.25809,257.17481,421.29487,331.21159,142.02639
OxPE(22:4(OO)_15:1(OOO))+H,832.49708,691.47797,345.22718,421.29486,347.25809,271.19041,421.29487,345.22719,142.02639
OxPE(22:4(OO)_16:1(OOO))+H,846.51278,705.49367,359.24288,421.29486,347.25809,285.20611,421.29487,359.24289,142.02639
OxPE(22:4(OO)_17:1(OOO))+H,860.52838,719.50927,373.25848,421.29486,347.25809,299.22171,421.29487,373.25849,142.02639
OxPE(22:4(OO)_17:2(OOO))+H,858.51278,717.49367,371.24288,421.29486,347.25809,297.20611,421.29487,371.24289,142.02639
OxPE(22:4(OO)_18:1(OOO))+H,874.54408,733.52497,387.27418,421.29486,347.25809,313.23741,421.29487,387.27419,142.02639
OxPE(22:4(OO)_18:2(OOO))+H,872.52838,731.50927,385.25848,421.29486,347.25809,311.22171,421.29487,385.25849,142.02639
OxPE(22:4(OO)_18:3(OOO))+H,870.51278,729.49367,383.24288,421.29486,347.25809,309.20611,421.29487,383.24289,142.02639
OxPE(22:4(OO)_18:4(OOO))+H,868.49708,727.47797,381.22718,421.29486,347.25809,307.19041,421.29487,381.22719,142.02639
OxPE(22:4(OO)_20:1(OOO))+H,902.57538,761.55627,415.30548,421.29486,347.25809,341.26871,421.29487,415.30549,142.02639
OxPE(22:4(OO)_20:2(OOO))+H,900.55968,759.54057,413.28978,421.29486,347.25809,339.25301,421.29487,413.28979,142.02639
OxPE(22:4(OO)_20:3(OOO))+H,898.54408,757.52497,411.27418,421.29486,347.25809,337.23741,421.29487,411.27419,142.02639
OxPE(22:4(OO)_20:4(OOO))+H,896.52838,755.50927,409.25848,421.29486,347.25809,335.22171,421.29487,409.25849,142.02639
OxPE(22:4(OO)_20:5(OOO))+H,894.51278,753.49367,407.24288,421.29486,347.25809,333.20611,421.29487,407.24289,142.02639
OxPE(22:4(OO)_22:1(OOO))+H,930.60668,789.58757,443.33678,421.29486,347.25809,369.30001,421.29487,443.33679,142.02639
OxPE(22:4(OO)_22:2(OOO))+H,928.59098,787.57187,441.32108,421.29486,347.25809,367.28431,421.29487,441.32109,142.02639
OxPE(22:4(OO)_22:3(OOO))+H,926.57538,785.55627,439.30548,421.29486,347.25809,365.26871,421.29487,439.30549,142.02639
OxPE(22:4(OO)_22:4(OOO))+H,924.55968,783.54057,437.28978,421.29486,347.25809,363.25301,421.29487,437.28979,142.02639
OxPE(22:4(OO)_22:5(OOO))+H,922.54408,781.52497,435.27418,421.29486,347.25809,361.23741,421.29487,435.27419,142.02639
OxPE(22:4(OO)_22:6(OOO))+H,920.52838,779.50927,433.25848,421.29486,347.25809,359.22171,421.29487,433.25849,142.02639
OxPE(22:4(OO)_24:1(OOO))+H,958.63798,817.61887,471.36808,421.29486,347.25809,397.33131,421.29487,471.36809,142.02639
OxPE(22:4(OO)_14:1(OOOO))+H,834.4764,693.45729,347.2065,421.29486,347.25809,273.16973,421.29487,347.20651,142.02639
OxPE(22:4(OO)_15:1(OOOO))+H,848.492,707.47289,361.2221,421.29486,347.25809,287.18533,421.29487,361.22211,142.02639
OxPE(22:4(OO)_16:1(OOOO))+H,862.5077,721.48859,375.2378,421.29486,347.25809,301.20103,421.29487,375.23781,142.02639
OxPE(22:4(OO)_17:1(OOOO))+H,876.5233,735.50419,389.2534,421.29486,347.25809,315.21663,421.29487,389.25341,142.02639
OxPE(22:4(OO)_17:2(OOOO))+H,874.5077,733.48859,387.2378,421.29486,347.25809,313.20103,421.29487,387.23781,142.02639
OxPE(22:4(OO)_18:1(OOOO))+H,890.539,749.51989,403.2691,421.29486,347.25809,329.23233,421.29487,403.26911,142.02639
OxPE(22:4(OO)_18:2(OOOO))+H,888.5233,747.50419,401.2534,421.29486,347.25809,327.21663,421.29487,401.25341,142.02639
OxPE(22:4(OO)_18:3(OOOO))+H,886.5077,745.48859,399.2378,421.29486,347.25809,325.20103,421.29487,399.23781,142.02639
OxPE(22:4(OO)_18:4(OOOO))+H,884.492,743.47289,397.2221,421.29486,347.25809,323.18533,421.29487,397.22211,142.02639
OxPE(22:4(OO)_20:1(OOOO))+H,918.5703,777.55119,431.3004,421.29486,347.25809,357.26363,421.29487,431.30041,142.02639
OxPE(22:4(OO)_20:2(OOOO))+H,916.5546,775.53549,429.2847,421.29486,347.25809,355.24793,421.29487,429.28471,142.02639
OxPE(22:4(OO)_20:3(OOOO))+H,914.539,773.51989,427.2691,421.29486,347.25809,353.23233,421.29487,427.26911,142.02639
OxPE(22:4(OO)_20:4(OOOO))+H,912.5233,771.50419,425.2534,421.29486,347.25809,351.21663,421.29487,425.25341,142.02639
OxPE(22:4(OO)_20:5(OOOO))+H,910.5077,769.48859,423.2378,421.29486,347.25809,349.20103,421.29487,423.23781,142.02639
OxPE(22:4(OO)_22:1(OOOO))+H,946.6016,805.58249,459.3317,421.29486,347.25809,385.29493,421.29487,459.33171,142.02639
OxPE(22:4(OO)_22:2(OOOO))+H,944.5859,803.56679,457.316,421.29486,347.25809,383.27923,421.29487,457.31601,142.02639
OxPE(22:4(OO)_22:3(OOOO))+H,942.5703,801.55119,455.3004,421.29486,347.25809,381.26363,421.29487,455.30041,142.02639
OxPE(22:4(OO)_22:4(OOOO))+H,940.5546,799.53549,453.2847,421.29486,347.25809,379.24793,421.29487,453.28471,142.02639
OxPE(22:4(OO)_22:5(OOOO))+H,938.539,797.51989,451.2691,421.29486,347.25809,377.23233,421.29487,451.26911,142.02639
OxPE(22:4(OO)_22:6(OOOO))+H,936.5233,795.50419,449.2534,421.29486,347.25809,375.21663,421.29487,449.25341,142.02639
OxPE(22:4(OO)_24:1(OOOO))+H,974.6329,833.61379,487.363,421.29486,347.25809,413.32623,421.29487,487.36301,142.02639
OxPE(22:4(OO)_14:1(Ke))+H,784.47598,643.45687,297.20608,421.29486,347.25809,223.16931,421.29487,297.20609,142.02639
OxPE(22:4(OO)_15:1(Ke))+H,798.49158,657.47247,311.22168,421.29486,347.25809,237.18491,421.29487,311.22169,142.02639
OxPE(22:4(OO)_16:1(Ke))+H,812.50728,671.48817,325.23738,421.29486,347.25809,251.20061,421.29487,325.23739,142.02639
OxPE(22:4(OO)_17:1(Ke))+H,826.52288,685.50377,339.25298,421.29486,347.25809,265.21621,421.29487,339.25299,142.02639
OxPE(22:4(OO)_17:2(Ke))+H,824.50728,683.48817,337.23738,421.29486,347.25809,263.20061,421.29487,337.23739,142.02639
OxPE(22:4(OO)_18:1(Ke))+H,840.53858,699.51947,353.26868,421.29486,347.25809,279.23191,421.29487,353.26869,142.02639
OxPE(22:4(OO)_18:2(Ke))+H,838.52288,697.50377,351.25298,421.29486,347.25809,277.21621,421.29487,351.25299,142.02639
OxPE(22:4(OO)_18:3(Ke))+H,836.50728,695.48817,349.23738,421.29486,347.25809,275.20061,421.29487,349.23739,142.02639
OxPE(22:4(OO)_18:4(Ke))+H,834.49158,693.47247,347.22168,421.29486,347.25809,273.18491,421.29487,347.22169,142.02639
OxPE(22:4(OO)_20:1(Ke))+H,868.56988,727.55077,381.29998,421.29486,347.25809,307.26321,421.29487,381.29999,142.02639
OxPE(22:4(OO)_20:2(Ke))+H,866.55418,725.53507,379.28428,421.29486,347.25809,305.24751,421.29487,379.28429,142.02639
OxPE(22:4(OO)_20:3(Ke))+H,864.53858,723.51947,377.26868,421.29486,347.25809,303.23191,421.29487,377.26869,142.02639
OxPE(22:4(OO)_20:5(Ke))+H,860.50728,719.48817,373.23738,421.29486,347.25809,299.20061,421.29487,373.23739,142.02639
OxPE(22:4(OO)_22:1(Ke))+H,896.60118,755.58207,409.33128,421.29486,347.25809,335.29451,421.29487,409.33129,142.02639
OxPE(22:4(OO)_22:2(Ke))+H,894.58548,753.56637,407.31558,421.29486,347.25809,333.27881,421.29487,407.31559,142.02639
OxPE(22:4(OO)_22:3(Ke))+H,892.56988,751.55077,405.29998,421.29486,347.25809,331.26321,421.29487,405.29999,142.02639
OxPE(22:4(OO)_22:4(Ke))+H,890.55418,749.53507,403.28428,421.29486,347.25809,329.24751,421.29487,403.28429,142.02639
OxPE(22:4(OO)_22:5(Ke))+H,888.53858,747.51947,401.26868,421.29486,347.25809,327.23191,421.29487,401.26869,142.02639
OxPE(22:4(OO)_22:6(Ke))+H,886.52288,745.50377,399.25298,421.29486,347.25809,325.21621,421.29487,399.25299,142.02639
OxPE(22:4(OO)_24:1(Ke))+H,924.63248,783.61337,437.36258,421.29486,347.25809,363.32581,421.29487,437.36259,142.02639
"OxPE(22:4(OO)_14:1(Ke,OH))+H",800.4709,659.45179,313.201,421.29486,347.25809,239.16423,421.29487,313.20101,142.02639
"OxPE(22:4(OO)_15:1(Ke,OH))+H",814.4865,673.46739,327.2166,421.29486,347.25809,253.17983,421.29487,327.21661,142.02639
"OxPE(22:4(OO)_16:1(Ke,OH))+H",828.5022,687.48309,341.2323,421.29486,347.25809,267.19553,421.29487,341.23231,142.02639
"OxPE(22:4(OO)_17:1(Ke,OH))+H",842.5178,701.49869,355.2479,421.29486,347.25809,281.21113,421.29487,355.24791,142.02639
"OxPE(22:4(OO)_17:2(Ke,OH))+H",840.5022,699.48309,353.2323,421.29486,347.25809,279.19553,421.29487,353.23231,142.02639
"OxPE(22:4(OO)_18:1(Ke,OH))+H",856.5335,715.51439,369.2636,421.29486,347.25809,295.22683,421.29487,369.26361,142.02639
"OxPE(22:4(OO)_18:2(Ke,OH))+H",854.5178,713.49869,367.2479,421.29486,347.25809,293.21113,421.29487,367.24791,142.02639
"OxPE(22:4(OO)_18:3(Ke,OH))+H",852.5022,711.48309,365.2323,421.29486,347.25809,291.19553,421.29487,365.23231,142.02639
"OxPE(22:4(OO)_18:4(Ke,OH))+H",850.4865,709.46739,363.2166,421.29486,347.25809,289.17983,421.29487,363.21661,142.02639
"OxPE(22:4(OO)_20:1(Ke,OH))+H",884.5648,743.54569,397.2949,421.29486,347.25809,323.25813,421.29487,397.29491,142.02639
"OxPE(22:4(OO)_20:2(Ke,OH))+H",882.5491,741.52999,395.2792,421.29486,347.25809,321.24243,421.29487,395.27921,142.02639
"OxPE(22:4(OO)_20:3(Ke,OH))+H",880.5335,739.51439,393.2636,421.29486,347.25809,319.22683,421.29487,393.26361,142.02639
"OxPE(22:4(OO)_20:4(Ke,OH))+H",878.5178,737.49869,391.2479,421.29486,347.25809,317.21113,421.29487,391.24791,142.02639
"OxPE(22:4(OO)_20:5(Ke,OH))+H",876.5022,735.48309,389.2323,421.29486,347.25809,315.19553,421.29487,389.23231,142.02639
"OxPE(22:4(OO)_22:1(Ke,OH))+H",912.5961,771.57699,425.3262,421.29486,347.25809,351.28943,421.29487,425.32621,142.02639
"OxPE(22:4(OO)_22:2(Ke,OH))+H",910.5804,769.56129,423.3105,421.29486,347.25809,349.27373,421.29487,423.31051,142.02639
"OxPE(22:4(OO)_22:3(Ke,OH))+H",908.5648,767.54569,421.2949,421.29486,347.25809,347.25813,421.29487,421.29491,142.02639
"OxPE(22:4(OO)_22:4(Ke,OH))+H",906.5491,765.52999,419.2792,421.29486,347.25809,345.24243,421.29487,419.27921,142.02639
"OxPE(22:4(OO)_22:5(Ke,OH))+H",904.5335,763.51439,417.2636,421.29486,347.25809,343.22683,421.29487,417.26361,142.02639
"OxPE(22:4(OO)_22:6(Ke,OH))+H",902.5178,761.49869,415.2479,421.29486,347.25809,341.21113,421.29487,415.24791,142.02639
"OxPE(22:4(OO)_24:1(Ke,OH))+H",940.6274,799.60829,453.3575,421.29486,347.25809,379.32073,421.29487,453.35751,142.02639
OxPE(22:4(OO)_5:0(CHO))+H,660.35075,519.33164,173.08085,421.29486,347.25809,99.04408,421.29487,173.08086,142.02639
OxPE(22:4(OO)_6:0(CHO))+H,674.3664,533.34729,187.0965,421.29486,347.25809,113.05973,421.29487,187.09651,142.02639
OxPE(22:4(OO)_7:0(CHO))+H,688.38205,547.36294,201.11215,421.29486,347.25809,127.07538,421.29487,201.11216,142.02639
OxPE(22:4(OO)_8:0(CHO))+H,702.3977,561.37859,215.1278,421.29486,347.25809,141.09103,421.29487,215.12781,142.02639
OxPE(22:4(OO)_9:0(CHO))+H,716.41335,575.39424,229.14345,421.29486,347.25809,155.10668,421.29487,229.14346,142.02639
OxPE(22:4(OO)_10:0(CHO))+H,730.429,589.40989,243.1591,421.29486,347.25809,169.12233,421.29487,243.15911,142.02639
OxPE(22:4(OO)_11:0(CHO))+H,744.44465,603.42554,257.17475,421.29486,347.25809,183.13798,421.29487,257.17476,142.02639
OxPE(22:4(OO)_12:0(CHO))+H,758.4603,617.44119,271.1904,421.29486,347.25809,197.15363,421.29487,271.19041,142.02639
OxPE(22:4(OO)_13:0(CHO))+H,772.47595,631.45684,285.20605,421.29486,347.25809,211.16928,421.29487,285.20606,142.02639
OxPE(22:4(OO)_14:0(CHO))+H,786.4916,645.47249,299.2217,421.29486,347.25809,225.18493,421.29487,299.22171,142.02639
OxPE(22:4(OO)_15:0(CHO))+H,800.50725,659.48814,313.23735,421.29486,347.25809,239.20058,421.29487,313.23736,142.02639
OxPE(22:4(OO)_6:1(CHO))+H,672.35076,531.33165,185.08086,421.29486,347.25809,111.04409,421.29487,185.08087,142.02639
OxPE(22:4(OO)_7:1(CHO))+H,686.36641,545.3473,199.09651,421.29486,347.25809,125.05974,421.29487,199.09652,142.02639
OxPE(22:4(OO)_8:1(CHO))+H,700.38206,559.36295,213.11216,421.29486,347.25809,139.07539,421.29487,213.11217,142.02639
OxPE(22:4(OO)_9:1(CHO))+H,714.39771,573.3786,227.12781,421.29486,347.25809,153.09104,421.29487,227.12782,142.02639
OxPE(22:4(OO)_9:2(CHO))+H,712.38206,571.36295,225.11216,421.29486,347.25809,151.07539,421.29487,225.11217,142.02639
OxPE(22:4(OO)_10:1(CHO))+H,728.41336,587.39425,241.14346,421.29486,347.25809,167.10669,421.29487,241.14347,142.02639
OxPE(22:4(OO)_10:2(CHO))+H,726.39771,585.3786,239.12781,421.29486,347.25809,165.09104,421.29487,239.12782,142.02639
OxPE(22:4(OO)_11:1(CHO))+H,742.42901,601.4099,255.15911,421.29486,347.25809,181.12234,421.29487,255.15912,142.02639
OxPE(22:4(OO)_11:2(CHO))+H,740.41336,599.39425,253.14346,421.29486,347.25809,179.10669,421.29487,253.14347,142.02639
OxPE(22:4(OO)_12:1(CHO))+H,756.44466,615.42555,269.17476,421.29486,347.25809,195.13799,421.29487,269.17477,142.02639
OxPE(22:4(OO)_12:2(CHO))+H,754.42901,613.4099,267.15911,421.29486,347.25809,193.12234,421.29487,267.15912,142.02639
OxPE(22:4(OO)_12:3(CHO))+H,752.41336,611.39425,265.14346,421.29486,347.25809,191.10669,421.29487,265.14347,142.02639
OxPE(22:4(OO)_13:1(CHO))+H,770.46031,629.4412,283.19041,421.29486,347.25809,209.15364,421.29487,283.19042,142.02639
OxPE(22:4(OO)_13:2(CHO))+H,768.44466,627.42555,281.17476,421.29486,347.25809,207.13799,421.29487,281.17477,142.02639
OxPE(22:4(OO)_13:3(CHO))+H,766.42901,625.4099,279.15911,421.29486,347.25809,205.12234,421.29487,279.15912,142.02639
OxPE(22:4(OO)_14:1(CHO))+H,784.47596,643.45685,297.20606,421.29486,347.25809,223.16929,421.29487,297.20607,142.02639
OxPE(22:4(OO)_14:2(CHO))+H,782.46031,641.4412,295.19041,421.29486,347.25809,221.15364,421.29487,295.19042,142.02639
OxPE(22:4(OO)_14:3(CHO))+H,780.44466,639.42555,293.17476,421.29486,347.25809,219.13799,421.29487,293.17477,142.02639
OxPE(22:4(OO)_15:1(CHO))+H,798.49161,657.4725,311.22171,421.29486,347.25809,237.18494,421.29487,311.22172,142.02639
OxPE(22:4(OO)_15:2(CHO))+H,796.47596,655.45685,309.20606,421.29486,347.25809,235.16929,421.29487,309.20607,142.02639
OxPE(22:4(OO)_15:3(CHO))+H,794.46031,653.4412,307.19041,421.29486,347.25809,233.15364,421.29487,307.19042,142.02639
OxPE(22:4(OO)_15:4(CHO))+H,792.44466,651.42555,305.17476,421.29486,347.25809,231.13799,421.29487,305.17477,142.02639
OxPE(22:4(OO)_16:1(CHO))+H,812.50726,671.48815,325.23736,421.29486,347.25809,251.20059,421.29487,325.23737,142.02639
OxPE(22:4(OO)_16:2(CHO))+H,810.49161,669.4725,323.22171,421.29486,347.25809,249.18494,421.29487,323.22172,142.02639
OxPE(22:4(OO)_16:3(CHO))+H,808.47596,667.45685,321.20606,421.29486,347.25809,247.16929,421.29487,321.20607,142.02639
OxPE(22:4(OO)_16:4(CHO))+H,806.46031,665.4412,319.19041,421.29486,347.25809,245.15364,421.29487,319.19042,142.02639
OxPE(22:4(OO)_17:4(CHO))+H,820.47596,679.45685,333.20606,421.29486,347.25809,259.16929,421.29487,333.20607,142.02639
OxPE(22:4(OO)_18:4(CHO))+H,834.49161,693.4725,347.22171,421.29486,347.25809,273.18494,421.29487,347.22172,142.02639
OxPE(22:4(OO)_18:5(CHO))+H,832.47596,691.45685,345.20606,421.29486,347.25809,271.16929,421.29487,345.20607,142.02639
OxPE(22:4(OO)_19:4(CHO))+H,848.50726,707.48815,361.23736,421.29486,347.25809,287.20059,421.29487,361.23737,142.02639
OxPE(22:4(OO)_19:5(CHO))+H,846.49161,705.4725,359.22171,421.29486,347.25809,285.18494,421.29487,359.22172,142.02639
OxPE(22:4(OO)_3:0(COOH))+H,648.31437,507.29526,161.04447,421.29486,347.25809,87.0077,421.29487,161.04448,142.02639
OxPE(22:4(OO)_4:0(COOH))+H,662.33002,521.31091,175.06012,421.29486,347.25809,101.02335,421.29487,175.06013,142.02639
OxPE(22:4(OO)_5:0(COOH))+H,676.34567,535.32656,189.07577,421.29486,347.25809,115.039,421.29487,189.07578,142.02639
OxPE(22:4(OO)_6:0(COOH))+H,690.36132,549.34221,203.09142,421.29486,347.25809,129.05465,421.29487,203.09143,142.02639
OxPE(22:4(OO)_7:0(COOH))+H,704.37697,563.35786,217.10707,421.29486,347.25809,143.0703,421.29487,217.10708,142.02639
OxPE(22:4(OO)_8:0(COOH))+H,718.39262,577.37351,231.12272,421.29486,347.25809,157.08595,421.29487,231.12273,142.02639
OxPE(22:4(OO)_9:0(COOH))+H,732.40827,591.38916,245.13837,421.29486,347.25809,171.1016,421.29487,245.13838,142.02639
OxPE(22:4(OO)_10:0(COOH))+H,746.42392,605.40481,259.15402,421.29486,347.25809,185.11725,421.29487,259.15403,142.02639
OxPE(22:4(OO)_11:0(COOH))+H,760.43957,619.42046,273.16967,421.29486,347.25809,199.1329,421.29487,273.16968,142.02639
OxPE(22:4(OO)_12:0(COOH))+H,774.45522,633.43611,287.18532,421.29486,347.25809,213.14855,421.29487,287.18533,142.02639
OxPE(22:4(OO)_13:0(COOH))+H,788.47087,647.45176,301.20097,421.29486,347.25809,227.1642,421.29487,301.20098,142.02639
OxPE(22:4(OO)_14:0(COOH))+H,802.48652,661.46741,315.21662,421.29486,347.25809,241.17985,421.29487,315.21663,142.02639
OxPE(22:4(OO)_15:0(COOH))+H,816.50217,675.48306,329.23227,421.29486,347.25809,255.1955,421.29487,329.23228,142.02639
OxPE(22:4(OO)_6:1(COOH))+H,688.34568,547.32657,201.07578,421.29486,347.25809,127.03901,421.29487,201.07579,142.02639
OxPE(22:4(OO)_7:1(COOH))+H,702.36133,561.34222,215.09143,421.29486,347.25809,141.05466,421.29487,215.09144,142.02639
OxPE(22:4(OO)_8:1(COOH))+H,716.37698,575.35787,229.10708,421.29486,347.25809,155.07031,421.29487,229.10709,142.02639
OxPE(22:4(OO)_9:1(COOH))+H,730.39263,589.37352,243.12273,421.29486,347.25809,169.08596,421.29487,243.12274,142.02639
OxPE(22:4(OO)_9:2(COOH))+H,728.37698,587.35787,241.10708,421.29486,347.25809,167.07031,421.29487,241.10709,142.02639
OxPE(22:4(OO)_10:1(COOH))+H,744.40828,603.38917,257.13838,421.29486,347.25809,183.10161,421.29487,257.13839,142.02639
OxPE(22:4(OO)_10:2(COOH))+H,742.39263,601.37352,255.12273,421.29486,347.25809,181.08596,421.29487,255.12274,142.02639
OxPE(22:4(OO)_11:1(COOH))+H,758.42393,617.40482,271.15403,421.29486,347.25809,197.11726,421.29487,271.15404,142.02639
OxPE(22:4(OO)_11:2(COOH))+H,756.40828,615.38917,269.13838,421.29486,347.25809,195.10161,421.29487,269.13839,142.02639
OxPE(22:4(OO)_12:1(COOH))+H,772.43958,631.42047,285.16968,421.29486,347.25809,211.13291,421.29487,285.16969,142.02639
OxPE(22:4(OO)_12:2(COOH))+H,770.42393,629.40482,283.15403,421.29486,347.25809,209.11726,421.29487,283.15404,142.02639
OxPE(22:4(OO)_12:3(COOH))+H,768.40828,627.38917,281.13838,421.29486,347.25809,207.10161,421.29487,281.13839,142.02639
OxPE(22:4(OO)_13:1(COOH))+H,786.45523,645.43612,299.18533,421.29486,347.25809,225.14856,421.29487,299.18534,142.02639
OxPE(22:4(OO)_13:2(COOH))+H,784.43958,643.42047,297.16968,421.29486,347.25809,223.13291,421.29487,297.16969,142.02639
OxPE(22:4(OO)_13:3(COOH))+H,782.42393,641.40482,295.15403,421.29486,347.25809,221.11726,421.29487,295.15404,142.02639
OxPE(22:4(OO)_14:1(COOH))+H,800.47088,659.45177,313.20098,421.29486,347.25809,239.16421,421.29487,313.20099,142.02639
OxPE(22:4(OO)_14:2(COOH))+H,798.45523,657.43612,311.18533,421.29486,347.25809,237.14856,421.29487,311.18534,142.02639
OxPE(22:4(OO)_14:3(COOH))+H,796.43958,655.42047,309.16968,421.29486,347.25809,235.13291,421.29487,309.16969,142.02639
OxPE(22:4(OO)_15:1(COOH))+H,814.48653,673.46742,327.21663,421.29486,347.25809,253.17986,421.29487,327.21664,142.02639
OxPE(22:4(OO)_15:2(COOH))+H,812.47088,671.45177,325.20098,421.29486,347.25809,251.16421,421.29487,325.20099,142.02639
OxPE(22:4(OO)_15:3(COOH))+H,810.45523,669.43612,323.18533,421.29486,347.25809,249.14856,421.29487,323.18534,142.02639
OxPE(22:4(OO)_15:4(COOH))+H,808.43958,667.42047,321.16968,421.29486,347.25809,247.13291,421.29487,321.16969,142.02639
OxPE(22:4(OO)_16:1(COOH))+H,828.50218,687.48307,341.23228,421.29486,347.25809,267.19551,421.29487,341.23229,142.02639
OxPE(22:4(OO)_16:2(COOH))+H,826.48653,685.46742,339.21663,421.29486,347.25809,265.17986,421.29487,339.21664,142.02639
OxPE(22:4(OO)_16:3(COOH))+H,824.47088,683.45177,337.20098,421.29486,347.25809,263.16421,421.29487,337.20099,142.02639
OxPE(22:4(OO)_16:4(COOH))+H,822.45523,681.43612,335.18533,421.29486,347.25809,261.14856,421.29487,335.18534,142.02639
OxPE(22:4(OO)_17:4(COOH))+H,836.47088,695.45177,349.20098,421.29486,347.25809,275.16421,421.29487,349.20099,142.02639
OxPE(22:4(OO)_18:4(COOH))+H,850.48653,709.46742,363.21663,421.29486,347.25809,289.17986,421.29487,363.21664,142.02639
OxPE(22:4(OO)_18:5(COOH))+H,848.47088,707.45177,361.20098,421.29486,347.25809,287.16421,421.29487,361.20099,142.02639
OxPE(22:4(OO)_19:4(COOH))+H,864.50218,723.48307,377.23228,421.29486,347.25809,303.19551,421.29487,377.23229,142.02639
OxPE(22:4(OO)_19:5(COOH))+H,862.48653,721.46742,375.21663,421.29486,347.25809,301.17986,421.29487,375.21664,142.02639
OxPE(22:4(OO)_3:0(CHO))+H,632.31945,491.30034,145.04955,421.29486,347.25809,71.01278,421.29487,145.04956,142.02639
OxPE(22:4(OO)_4:0(CHO))+H,646.3351,505.31599,159.0652,421.29486,347.25809,85.02843,421.29487,159.06521,142.02639
OxPE(22:5(OO)_22:5(OO))+H,904.53356,763.51445,419.27926,419.27926,345.24249,345.24249,419.27927,419.27927,142.02639
OxPE(22:5(OO)_22:6(OO))+H,902.51786,761.49875,417.26356,419.27926,345.24249,343.22679,419.27927,417.26357,142.02639
OxPE(22:5(OO)_24:1(OO))+H,940.62746,799.60835,455.37316,419.27926,345.24249,381.33639,419.27927,455.37317,142.02639
OxPE(22:5(OO)_14:1(OOO))+H,816.46588,675.44677,331.21158,419.27926,345.24249,257.17481,419.27927,331.21159,142.02639
OxPE(22:5(OO)_15:1(OOO))+H,830.48148,689.46237,345.22718,419.27926,345.24249,271.19041,419.27927,345.22719,142.02639
OxPE(22:5(OO)_16:1(OOO))+H,844.49718,703.47807,359.24288,419.27926,345.24249,285.20611,419.27927,359.24289,142.02639
OxPE(22:5(OO)_17:1(OOO))+H,858.51278,717.49367,373.25848,419.27926,345.24249,299.22171,419.27927,373.25849,142.02639
OxPE(22:5(OO)_17:2(OOO))+H,856.49718,715.47807,371.24288,419.27926,345.24249,297.20611,419.27927,371.24289,142.02639
OxPE(22:5(OO)_18:1(OOO))+H,872.52848,731.50937,387.27418,419.27926,345.24249,313.23741,419.27927,387.27419,142.02639
OxPE(22:5(OO)_18:2(OOO))+H,870.51278,729.49367,385.25848,419.27926,345.24249,311.22171,419.27927,385.25849,142.02639
OxPE(22:5(OO)_18:3(OOO))+H,868.49718,727.47807,383.24288,419.27926,345.24249,309.20611,419.27927,383.24289,142.02639
OxPE(22:5(OO)_18:4(OOO))+H,866.48148,725.46237,381.22718,419.27926,345.24249,307.19041,419.27927,381.22719,142.02639
OxPE(22:5(OO)_20:1(OOO))+H,900.55978,759.54067,415.30548,419.27926,345.24249,341.26871,419.27927,415.30549,142.02639
