OxPE,[M+H]+,NL_head,head
OxPE(30:6(KeOKeO))+H,712.34572,571.32661,142.02639
OxPE(30:6(OOKeO))+H,714.36135,573.34224,142.02639
OxPE(30:6(OOOO))+H,716.37698,575.35787,142.02639
OxPE(30:6(OOOKeO))+H,730.3563,589.33719,142.02639
OxPE(30:6(OOOOKeO))+H,746.35122,605.33211,142.02639
OxPE(30:7(Ke))+H,664.36094,523.34183,142.02639
OxPE(30:7(KeKe))+H,678.34018,537.32107,142.02639
OxPE(30:7(OKe))+H,680.35584,539.33673,142.02639
OxPE(30:7(KeKeO))+H,694.3351,553.31599,142.02639
OxPE(30:7(OKeO))+H,696.35076,555.33165,142.02639
OxPE(30:7(KeOKeO))+H,710.33002,569.31091,142.02639
OxPE(30:7(OOKeO))+H,712.34568,571.32657,142.02639
OxPE(30:7(OOOKeO))+H,728.3406,587.32149,142.02639
OxPE(30:7(OOOOKeO))+H,744.33552,603.31641,142.02639
OxPE(30:8(KeKe))+H,676.32456,535.30545,142.02639
OxPE(30:8(KeKeO))+H,692.31948,551.30037,142.02639
OxPE(30:8(KeOKeO))+H,708.3144,567.29529,142.02639
OxPE(31:0(Ke))+H,692.48613,551.46702,142.02639
OxPE(31:0(KeO))+H,708.48105,567.46194,142.02639
OxPE(31:1(Ke))+H,690.47049,549.45138,142.02639
OxPE(31:1(O))+H,692.48617,551.46706,142.02639
OxPE(31:1(KeKe))+H,704.44977,563.43066,142.02639
OxPE(31:1(KeO))+H,706.46541,565.4463,142.02639
OxPE(31:1(OO))+H,708.48109,567.46198,142.02639
OxPE(31:1(KeKeO))+H,720.44469,579.42558,142.02639
OxPE(31:1(OKeO))+H,722.46035,581.44124,142.02639
OxPE(31:1(OOO))+H,724.47601,583.4569,142.02639
OxPE(31:1(KeOKeO))+H,736.43961,595.4205,142.02639
OxPE(31:1(OOKeO))+H,738.45527,597.43616,142.02639
OxPE(31:1(OOOO))+H,740.47093,599.45182,142.02639
OxPE(31:1(OOOKeO))+H,754.45019,613.43108,142.02639
OxPE(31:1(OOOOKeO))+H,770.44511,629.426,142.02639
OxPE(31:2(Ke))+H,688.45484,547.43573,142.02639
OxPE(31:2(O))+H,690.47049,549.45138,142.02639
OxPE(31:2(KeKe))+H,702.4341,561.41499,142.02639
OxPE(31:2(OKe))+H,704.44975,563.43064,142.02639
OxPE(31:2(OO))+H,706.46541,565.4463,142.02639
OxPE(31:2(KeOKe))+H,718.429,577.40989,142.02639
OxPE(31:2(OKeO))+H,720.44467,579.42556,142.02639
OxPE(31:2(OOO))+H,722.46031,581.4412,142.02639
OxPE(31:2(KeOKeO))+H,734.42394,593.40483,142.02639
OxPE(31:2(OOKeO))+H,736.43959,595.42048,142.02639
OxPE(31:2(OOOO))+H,738.45523,597.43612,142.02639
OxPE(31:2(OOOKeO))+H,752.43452,611.41541,142.02639
OxPE(31:2(OOOOO))+H,754.45018,613.43107,142.02639
OxPE(31:2(OOOOKeO))+H,768.42944,627.41033,142.02639
OxPE(31:2(OOOOOO))+H,770.4451,629.42599,142.02639
OxPE(31:2(OOOOOOO))+H,786.44002,645.42091,142.02639
OxPE(31:2(OOOOOOOO))+H,802.43494,661.41583,142.02639
OxPE(31:3(Ke))+H,686.43919,545.42008,142.02639
OxPE(31:3(O))+H,688.45487,547.43576,142.02639
OxPE(31:3(KeKe))+H,700.4185,559.39939,142.02639
OxPE(31:3(KeO))+H,702.43411,561.415,142.02639
OxPE(31:3(OO))+H,704.44979,563.43068,142.02639
OxPE(31:3(KeOKe))+H,716.41335,575.39424,142.02639
OxPE(31:3(OKeO))+H,718.42903,577.40992,142.02639
OxPE(31:3(OOO))+H,720.44471,579.4256,142.02639
OxPE(31:3(KeOKeO))+H,732.40834,591.38923,142.02639
OxPE(31:3(OOKeO))+H,734.42395,593.40484,142.02639
OxPE(31:3(OOOO))+H,736.43963,595.42052,142.02639
OxPE(31:3(OOOKeO))+H,750.41892,609.39981,142.02639
OxPE(31:3(OOOOO))+H,752.43458,611.41547,142.02639
OxPE(31:3(OOOOKeO))+H,766.41384,625.39473,142.02639
OxPE(31:3(OOOOOO))+H,768.4295,627.41039,142.02639
OxPE(31:3(OOOOOOO))+H,784.42442,643.40531,142.02639
OxPE(31:3(OOOOOOOO))+H,800.41934,659.40023,142.02639
OxPE(31:4(Ke))+H,684.42354,543.40443,142.02639
OxPE(31:4(O))+H,686.43917,545.42006,142.02639
OxPE(31:4(KeKe))+H,698.40279,557.38368,142.02639
OxPE(31:4(OKe))+H,700.41845,559.39934,142.02639
OxPE(31:4(OO))+H,702.43409,561.41498,142.02639
OxPE(31:4(KeOKe))+H,714.3977,573.37859,142.02639
OxPE(31:4(OOKe))+H,716.41337,575.39426,142.02639
OxPE(31:4(OOO))+H,718.42901,577.4099,142.02639
OxPE(31:4(KeOKeO))+H,730.39262,589.37351,142.02639
OxPE(31:4(OOOKe))+H,732.40828,591.38917,142.02639
OxPE(31:4(OOOO))+H,734.42393,593.40482,142.02639
OxPE(31:4(OOOKeO))+H,748.4032,607.38409,142.02639
OxPE(31:4(OOOOKeO))+H,764.39812,623.37901,142.02639
OxPE(31:5(Ke))+H,682.40789,541.38878,142.02639
OxPE(31:5(KeKe))+H,696.38715,555.36804,142.02639
OxPE(31:5(KeO))+H,698.40281,557.3837,142.02639
OxPE(31:5(KeKeO))+H,712.38207,571.36296,142.02639
OxPE(31:5(OKeO))+H,714.39773,573.37862,142.02639
OxPE(31:5(KeOKeO))+H,728.37702,587.35791,142.02639
OxPE(31:5(OOKeO))+H,730.39265,589.37354,142.02639
OxPE(31:5(OOOKeO))+H,746.3876,605.36849,142.02639
OxPE(31:5(OOOOKeO))+H,762.38252,621.36341,142.02639
OxPE(31:6(Ke))+H,680.39224,539.37313,142.02639
OxPE(31:6(KeKe))+H,694.3715,553.35239,142.02639
OxPE(31:6(KeO))+H,696.38716,555.36805,142.02639
OxPE(31:6(KeKeO))+H,710.36642,569.34731,142.02639
OxPE(31:6(OKeO))+H,712.38208,571.36297,142.02639
OxPE(31:6(KeOKeO))+H,726.36137,585.34226,142.02639
OxPE(31:6(OOKeO))+H,728.377,587.35789,142.02639
OxPE(31:6(OOOKeO))+H,744.37195,603.35284,142.02639
OxPE(31:6(OOOOKeO))+H,760.36687,619.34776,142.02639
OxPE(31:7(Ke))+H,678.37659,537.35748,142.02639
OxPE(31:7(KeKe))+H,692.35583,551.33672,142.02639
OxPE(31:7(OKe))+H,694.37149,553.35238,142.02639
OxPE(31:7(KeKeO))+H,708.35075,567.33164,142.02639
OxPE(31:7(OKeO))+H,710.36641,569.3473,142.02639
OxPE(31:7(KeOKeO))+H,724.34567,583.32656,142.02639
OxPE(31:7(OOKeO))+H,726.36133,585.34222,142.02639
OxPE(31:7(OOOKeO))+H,742.35625,601.33714,142.02639
OxPE(31:7(OOOOKeO))+H,758.35117,617.33206,142.02639
OxPE(31:8(Ke))+H,676.36094,535.34183,142.02639
OxPE(31:8(KeKe))+H,690.34018,549.32107,142.02639
OxPE(31:8(OKe))+H,692.35584,551.33673,142.02639
OxPE(31:8(KeKeO))+H,706.3351,565.31599,142.02639
OxPE(31:8(OKeO))+H,708.35076,567.33165,142.02639
OxPE(31:8(KeOKeO))+H,722.33002,581.31091,142.02639
OxPE(31:8(OOKeO))+H,724.34568,583.32657,142.02639
OxPE(31:8(OOOKeO))+H,740.3406,599.32149,142.02639
OxPE(31:8(OOOOKeO))+H,756.33552,615.31641,142.02639
OxPE(32:0(Ke))+H,706.50178,565.48267,142.02639
OxPE(32:0(KeO))+H,722.4967,581.47759,142.02639
OxPE(32:1(Ke))+H,704.48614,563.46703,142.02639
OxPE(32:1(O))+H,706.50182,565.48271,142.02639
OxPE(32:1(KeKe))+H,718.46537,577.44626,142.02639
OxPE(32:1(OKe))+H,720.48103,579.46192,142.02639
OxPE(32:1(OO))+H,722.49674,581.47763,142.02639
OxPE(32:1(KeKeO))+H,734.46029,593.44118,142.02639
OxPE(32:1(OKeO))+H,736.47595,595.45684,142.02639
OxPE(32:1(OOO))+H,738.49166,597.47255,142.02639
OxPE(32:1(KeOKeO))+H,750.45521,609.4361,142.02639
OxPE(32:1(OOKeO))+H,752.47087,611.45176,142.02639
OxPE(32:1(OOOO))+H,754.48658,613.46747,142.02639
OxPE(32:1(OOOKeO))+H,768.46579,627.44668,142.02639
OxPE(32:1(OOOOKeO))+H,784.46071,643.4416,142.02639
OxPE(32:2(Ke))+H,702.47049,561.45138,142.02639
OxPE(32:2(O))+H,704.48614,563.46703,142.02639
OxPE(32:2(KeKe))+H,716.4498,575.43069,142.02639
OxPE(32:2(OKe))+H,718.4654,577.44629,142.02639
OxPE(32:2(OO))+H,720.48106,579.46195,142.02639
OxPE(32:2(KeOKe))+H,732.4447,591.42559,142.02639
OxPE(32:2(OKeO))+H,734.46032,593.44121,142.02639
OxPE(32:2(OOO))+H,736.47596,595.45685,142.02639
OxPE(32:2(KeOKeO))+H,748.43964,607.42053,142.02639
OxPE(32:2(OOKeO))+H,750.45524,609.43613,142.02639
OxPE(32:2(OOOO))+H,752.47088,611.45177,142.02639
OxPE(32:2(OOOKeO))+H,766.45022,625.43111,142.02639
OxPE(32:2(OOOOO))+H,768.46588,627.44677,142.02639
OxPE(32:2(OOOOKeO))+H,782.44514,641.42603,142.02639
OxPE(32:2(OOOOOO))+H,784.4608,643.44169,142.02639
OxPE(32:2(OOOOOOO))+H,800.45572,659.43661,142.02639
OxPE(32:2(OOOOOOOO))+H,816.45064,675.43153,142.02639
OxPE(32:3(Ke))+H,700.45484,559.43573,142.02639
OxPE(32:3(O))+H,702.47049,561.45138,142.02639
OxPE(32:3(KeKe))+H,714.4341,573.41499,142.02639
OxPE(32:3(KeO))+H,716.44976,575.43065,142.02639
OxPE(32:3(OO))+H,718.46541,577.4463,142.02639
OxPE(32:3(KeKeO))+H,730.42902,589.40991,142.02639
OxPE(32:3(OKeO))+H,732.4447,591.42559,142.02639
OxPE(32:3(OOO))+H,734.46036,593.44125,142.02639
OxPE(32:3(KeOKeO))+H,746.42394,605.40483,142.02639
OxPE(32:3(OOOKe))+H,748.4396,607.42049,142.02639
OxPE(32:3(OOOO))+H,750.45528,609.43617,142.02639
OxPE(32:3(OOOKeO))+H,764.43452,623.41541,142.02639
OxPE(32:3(OOOOO))+H,766.4502,625.43109,142.02639
OxPE(32:3(OOOOKeO))+H,780.42944,639.41033,142.02639
OxPE(32:3(OOOOOO))+H,782.44512,641.42601,142.02639
OxPE(32:3(OOOOOOO))+H,798.44002,657.42091,142.02639
OxPE(32:3(OOOOOOOO))+H,814.43494,673.41583,142.02639
OxPE(32:4(Ke))+H,698.43919,557.42008,142.02639
OxPE(32:4(O))+H,700.45484,559.43573,142.02639
OxPE(32:4(KeKe))+H,712.41844,571.39933,142.02639
OxPE(32:4(OKe))+H,714.4341,573.41499,142.02639
OxPE(32:4(OO))+H,716.44976,575.43065,142.02639
OxPE(32:4(KeKeO))+H,728.41336,587.39425,142.02639
OxPE(32:4(OKeO))+H,730.42902,589.40991,142.02639
OxPE(32:4(OOO))+H,732.44466,591.42555,142.02639
OxPE(32:4(KeOKeO))+H,744.40834,603.38923,142.02639
OxPE(32:4(OOKeO))+H,746.42394,605.40483,142.02639
OxPE(32:4(OOOO))+H,748.43958,607.42047,142.02639
OxPE(32:4(OOOKeO))+H,762.41892,621.39981,142.02639
OxPE(32:4(OOOOO))+H,764.43458,623.41547,142.02639
OxPE(32:4(OOOOKeO))+H,778.41384,637.39473,142.02639
OxPE(32:4(OOOOOO))+H,780.4295,639.41039,142.02639
OxPE(32:4(OOOOOOO))+H,796.42442,655.40531,142.02639
OxPE(32:4(OOOOOOOO))+H,812.41934,671.40023,142.02639
OxPE(32:5(Ke))+H,696.42354,555.40443,142.02639
OxPE(32:5(O))+H,698.43922,557.42011,142.02639
OxPE(32:5(KeKe))+H,710.4028,569.38369,142.02639
OxPE(32:5(KeO))+H,712.41846,571.39935,142.02639
OxPE(32:5(OO))+H,714.43414,573.41503,142.02639
OxPE(32:5(KeKeO))+H,726.39772,585.37861,142.02639
OxPE(32:5(OKeO))+H,728.41338,587.39427,142.02639
OxPE(32:5(OOO))+H,730.42906,589.40995,142.02639
OxPE(32:5(KeOKeO))+H,742.39264,601.37353,142.02639
OxPE(32:5(OOKeO))+H,744.4083,603.38919,142.02639
OxPE(32:5(OOOO))+H,746.42398,605.40487,142.02639
OxPE(32:5(OOOKeO))+H,760.40322,619.38411,142.02639
OxPE(32:5(OOOOO))+H,762.41888,621.39977,142.02639
OxPE(32:5(OOOOKeO))+H,776.39814,635.37903,142.02639
OxPE(32:5(OOOOOO))+H,778.4138,637.39469,142.02639
OxPE(32:5(OOOOOOO))+H,794.40872,653.38961,142.02639
OxPE(32:5(OOOOOOOO))+H,810.40364,669.38453,142.02639
OxPE(32:6(Ke))+H,694.40789,553.38878,142.02639
OxPE(32:6(O))+H,696.42352,555.40441,142.02639
OxPE(32:6(KeKe))+H,708.38715,567.36804,142.02639
OxPE(32:6(KeO))+H,710.40281,569.3837,142.02639
OxPE(32:6(OO))+H,712.41844,571.39933,142.02639
OxPE(32:6(KeKeO))+H,724.38207,583.36296,142.02639
OxPE(32:6(OKeO))+H,726.39773,585.37862,142.02639
OxPE(32:6(OOO))+H,728.41336,587.39425,142.02639
OxPE(32:6(KeOKeO))+H,740.37702,599.35791,142.02639
OxPE(32:6(OOKeO))+H,742.39265,601.37354,142.02639
OxPE(32:6(OOOO))+H,744.40828,603.38917,142.02639
OxPE(32:6(OOOKeO))+H,758.3876,617.36849,142.02639
OxPE(32:6(OOOOKeO))+H,774.38252,633.36341,142.02639
OxPE(32:7(Ke))+H,692.39224,551.37313,142.02639
OxPE(32:7(KeKe))+H,706.3715,565.35239,142.02639
OxPE(32:7(KeO))+H,708.38716,567.36805,142.02639
OxPE(32:7(KeOKe))+H,722.3664,581.34729,142.02639
OxPE(32:7(OKeO))+H,724.38208,583.36297,142.02639
OxPE(32:7(KeOKeO))+H,738.36132,597.34221,142.02639
OxPE(32:7(OOOKe))+H,740.37698,599.35787,142.02639
OxPE(32:7(OOOKeO))+H,756.3719,615.35279,142.02639
OxPE(32:7(OOOOKeO))+H,772.36682,631.34771,142.02639
OxPE(32:8(Ke))+H,690.37659,549.35748,142.02639
OxPE(32:8(KeKe))+H,704.35588,563.33677,142.02639
OxPE(32:8(KeO))+H,706.37151,565.3524,142.02639
OxPE(32:8(OKe))+H,706.37154,565.35243,142.02639
OxPE(32:8(KeKeO))+H,720.3508,579.33169,142.02639
OxPE(32:8(OOKe))+H,722.36646,581.34735,142.02639
OxPE(32:8(KeOKeO))+H,736.34572,595.32661,142.02639
OxPE(32:8(OOKeO))+H,738.36138,597.34227,142.02639
OxPE(32:8(OOOKeO))+H,754.3563,613.33719,142.02639
OxPE(32:8(OOOOKeO))+H,770.35122,629.33211,142.02639
OxPE(33:0(Ke))+H,720.51743,579.49832,142.02639
OxPE(33:0(KeO))+H,736.51235,595.49324,142.02639
OxPE(33:1(Ke))+H,718.50179,577.48268,142.02639
OxPE(33:1(O))+H,720.51747,579.49836,142.02639
OxPE(33:1(KeKe))+H,732.48107,591.46196,142.02639
OxPE(33:1(KeO))+H,734.49671,593.4776,142.02639
OxPE(33:1(OO))+H,736.51239,595.49328,142.02639
OxPE(33:1(KeKeO))+H,748.47599,607.45688,142.02639
OxPE(33:1(OKeO))+H,750.49165,609.47254,142.02639
OxPE(33:1(OOO))+H,752.50731,611.4882,142.02639
OxPE(33:1(KeOKeO))+H,764.47091,623.4518,142.02639
OxPE(33:1(OOKeO))+H,766.48657,625.46746,142.02639
OxPE(33:1(OOOO))+H,768.50223,627.48312,142.02639
OxPE(33:1(OOOKeO))+H,782.48149,641.46238,142.02639
OxPE(33:1(OOOOKeO))+H,798.47641,657.4573,142.02639
OxPE(33:2(Ke))+H,716.48614,575.46703,142.02639
OxPE(33:2(O))+H,718.50179,577.48268,142.02639
OxPE(33:2(KeKe))+H,730.4654,589.44629,142.02639
OxPE(33:2(OKe))+H,732.48105,591.46194,142.02639
OxPE(33:2(OO))+H,734.49671,593.4776,142.02639
OxPE(33:2(KeOKe))+H,746.4603,605.44119,142.02639
OxPE(33:2(OKeO))+H,748.47597,607.45686,142.02639
OxPE(33:2(OOO))+H,750.49161,609.4725,142.02639
OxPE(33:2(KeOKeO))+H,762.45524,621.43613,142.02639
OxPE(33:2(OOKeO))+H,764.47089,623.45178,142.02639
OxPE(33:2(OOOO))+H,766.48653,625.46742,142.02639
OxPE(33:2(OOOKeO))+H,780.46582,639.44671,142.02639
OxPE(33:2(OOOOO))+H,782.48148,641.46237,142.02639
OxPE(33:2(OOOOKeO))+H,796.46074,655.44163,142.02639
OxPE(33:2(OOOOOO))+H,798.4764,657.45729,142.02639
OxPE(33:2(OOOOOOO))+H,814.47132,673.45221,142.02639
OxPE(33:2(OOOOOOOO))+H,830.46624,689.44713,142.02639
OxPE(33:3(Ke))+H,714.47049,573.45138,142.02639
OxPE(33:3(O))+H,716.48614,575.46703,142.02639
OxPE(33:3(KeKe))+H,728.4497,587.43059,142.02639
OxPE(33:3(OKe))+H,730.46538,589.44627,142.02639
OxPE(33:3(OO))+H,732.48106,591.46195,142.02639
OxPE(33:3(KeKeO))+H,744.44462,603.42551,142.02639
OxPE(33:3(OKeO))+H,746.4603,605.44119,142.02639
OxPE(33:3(OOO))+H,748.47601,607.4569,142.02639
OxPE(33:3(KeOKeO))+H,760.43954,619.42043,142.02639
OxPE(33:3(OOOKe))+H,762.4552,621.43609,142.02639
OxPE(33:3(OOOO))+H,764.47093,623.45182,142.02639
OxPE(33:3(OOOKeO))+H,778.45012,637.43101,142.02639
OxPE(33:3(OOOOO))+H,780.4658,639.44669,142.02639
OxPE(33:3(OOOOKeO))+H,794.44504,653.42593,142.02639
OxPE(33:3(OOOOOO))+H,796.46072,655.44161,142.02639
OxPE(33:3(OOOOOOO))+H,812.45562,671.43651,142.02639
OxPE(33:3(OOOOOOOO))+H,828.45054,687.43143,142.02639
OxPE(33:4(Ke))+H,712.45484,571.43573,142.02639
OxPE(33:4(O))+H,714.47049,573.45138,142.02639
OxPE(33:4(KeKe))+H,726.43409,585.41498,142.02639
OxPE(33:4(OKe))+H,728.44975,587.43064,142.02639
OxPE(33:4(OO))+H,730.46541,589.4463,142.02639
OxPE(33:4(KeOKe))+H,742.429,601.40989,142.02639
OxPE(33:4(OKeO))+H,744.44467,603.42556,142.02639
OxPE(33:4(OOO))+H,746.46031,605.4412,142.02639
OxPE(33:4(KeOKeO))+H,758.42394,617.40483,142.02639
OxPE(33:4(OOKeO))+H,760.43959,619.42048,142.02639
OxPE(33:4(OOOO))+H,762.45523,621.43612,142.02639
OxPE(33:4(OOOKeO))+H,776.43452,635.41541,142.02639
OxPE(33:4(OOOOO))+H,778.45018,637.43107,142.02639
OxPE(33:4(OOOOKeO))+H,792.42944,651.41033,142.02639
OxPE(33:4(OOOOOO))+H,794.4451,653.42599,142.02639
OxPE(33:4(OOOOOOO))+H,810.44002,669.42091,142.02639
OxPE(33:4(OOOOOOOO))+H,826.43494,685.41583,142.02639
OxPE(33:5(Ke))+H,710.43919,569.42008,142.02639
OxPE(33:5(O))+H,712.45487,571.43576,142.02639
OxPE(33:5(KeKe))+H,724.41845,583.39934,142.02639
OxPE(33:5(KeO))+H,726.43411,585.415,142.02639
OxPE(33:5(OO))+H,728.44979,587.43068,142.02639
OxPE(33:5(KeKeO))+H,740.41337,599.39426,142.02639
OxPE(33:5(OKeO))+H,742.42903,601.40992,142.02639
OxPE(33:5(OOO))+H,744.44471,603.4256,142.02639
OxPE(33:5(KeOKeO))+H,756.40832,615.38921,142.02639
OxPE(33:5(OOKeO))+H,758.42395,617.40484,142.02639
OxPE(33:5(OOOO))+H,760.43963,619.42052,142.02639
OxPE(33:5(OOOKeO))+H,774.4189,633.39979,142.02639
OxPE(33:5(OOOOO))+H,776.43448,635.41537,142.02639
OxPE(33:5(OOOOKeO))+H,790.41382,649.39471,142.02639
OxPE(33:5(OOOOOO))+H,792.4294,651.41029,142.02639
OxPE(33:5(OOOOOOO))+H,808.42432,667.40521,142.02639
OxPE(33:5(OOOOOOOO))+H,824.41924,683.40013,142.02639
OxPE(33:6(Ke))+H,708.42354,567.40443,142.02639
OxPE(33:6(KeKe))+H,722.4028,581.38369,142.02639
OxPE(33:6(KeO))+H,724.41846,583.39935,142.02639
OxPE(33:6(KeKeO))+H,738.39772,597.37861,142.02639
OxPE(33:6(OKeO))+H,740.41338,599.39427,142.02639
OxPE(33:6(KeOKeO))+H,754.39267,613.37356,142.02639
OxPE(33:6(OOKeO))+H,756.4083,615.38919,142.02639
OxPE(33:6(OOOKeO))+H,772.40325,631.38414,142.02639
OxPE(33:6(OOOOKeO))+H,788.39817,647.37906,142.02639
OxPE(33:7(Ke))+H,706.40789,565.38878,142.02639
OxPE(33:7(KeKe))+H,720.38715,579.36804,142.02639
OxPE(33:7(OKe))+H,722.40281,581.3837,142.02639
OxPE(33:7(KeKeO))+H,736.38207,595.36296,142.02639
OxPE(33:7(OKeO))+H,738.39773,597.37862,142.02639
OxPE(33:7(KeOKeO))+H,752.37702,611.35791,142.02639
OxPE(33:7(OOKeO))+H,754.39265,613.37354,142.02639
OxPE(33:7(OOOKeO))+H,770.3876,629.36849,142.02639
OxPE(33:7(OOOOKeO))+H,786.38252,645.36341,142.02639
OxPE(33:8(Ke))+H,704.39224,563.37313,142.02639
OxPE(33:8(KeKe))+H,718.37148,577.35237,142.02639
OxPE(33:8(OKe))+H,720.38714,579.36803,142.02639
OxPE(33:8(KeKeO))+H,734.3664,593.34729,142.02639
OxPE(33:8(OKeO))+H,736.38206,595.36295,142.02639
OxPE(33:8(KeOKeO))+H,750.36132,609.34221,142.02639
OxPE(33:8(OOKeO))+H,752.37698,611.35787,142.02639
OxPE(33:8(OOOKeO))+H,768.3719,627.35279,142.02639
OxPE(33:8(OOOOKeO))+H,784.36682,643.34771,142.02639
OxPE(33:9(KeKe))+H,716.35586,575.33675,142.02639
OxPE(33:9(KeKeO))+H,732.35078,591.33167,142.02639
OxPE(33:9(KeOKeO))+H,748.3457,607.32659,142.02639
OxPE(34:0(Ke))+H,734.53308,593.51397,142.02639
OxPE(34:0(KeO))+H,750.528,609.50889,142.02639
OxPE(34:1(Ke))+H,732.51744,591.49833,142.02639
OxPE(34:1(O))+H,734.53312,593.51401,142.02639
OxPE(34:1(KeKe))+H,746.49672,605.47761,142.02639
OxPE(34:1(KeO))+H,748.51236,607.49325,142.02639
OxPE(34:1(OO))+H,750.52804,609.50893,142.02639
OxPE(34:1(KeKeO))+H,762.49164,621.47253,142.02639
OxPE(34:1(OKeO))+H,764.5073,623.48819,142.02639
OxPE(34:1(OOO))+H,766.52296,625.50385,142.02639
OxPE(34:1(KeOKeO))+H,778.48656,637.46745,142.02639
OxPE(34:1(OOKeO))+H,780.50222,639.48311,142.02639
OxPE(34:1(OOOO))+H,782.51788,641.49877,142.02639
OxPE(34:1(OOOKeO))+H,796.49714,655.47803,142.02639
OxPE(34:1(OOOOKeO))+H,812.49206,671.47295,142.02639
OxPE(34:2(Ke))+H,730.50179,589.48268,142.02639
OxPE(34:2(O))+H,732.51744,591.49833,142.02639
OxPE(34:2(KeKe))+H,744.4811,603.46199,142.02639
OxPE(34:2(KeO))+H,746.49671,605.4776,142.02639
OxPE(34:2(OO))+H,748.51236,607.49325,142.02639
OxPE(34:2(KeOKe))+H,760.476,619.45689,142.02639
OxPE(34:2(OKeO))+H,762.49168,621.47257,142.02639
OxPE(34:2(OOO))+H,764.50726,623.48815,142.02639
OxPE(34:2(KeOKeO))+H,776.47094,635.45183,142.02639
OxPE(34:2(OOKeO))+H,778.4866,637.46749,142.02639
OxPE(34:2(OOOO))+H,780.50218,639.48307,142.02639
OxPE(34:2(OOOKeO))+H,794.48152,653.46241,142.02639
OxPE(34:2(OOOOO))+H,796.49718,655.47807,142.02639
OxPE(34:2(OOOOKeO))+H,810.47644,669.45733,142.02639
OxPE(34:2(OOOOOO))+H,812.4921,671.47299,142.02639
OxPE(34:2(OOOOOOO))+H,828.48702,687.46791,142.02639
OxPE(34:2(OOOOOOOO))+H,844.48194,703.46283,142.02639
OxPE(34:3(Ke))+H,728.48614,587.46703,142.02639
OxPE(34:3(O))+H,730.50179,589.48268,142.02639
OxPE(34:3(KeKe))+H,742.4654,601.44629,142.02639
OxPE(34:3(KeO))+H,744.48106,603.46195,142.02639
OxPE(34:3(OO))+H,746.49671,605.4776,142.02639
OxPE(34:3(KeKeO))+H,758.46032,617.44121,142.02639
OxPE(34:3(OKeO))+H,760.476,619.45689,142.02639
OxPE(34:3(OOO))+H,762.49166,621.47255,142.02639
OxPE(34:3(KeOKeO))+H,774.45524,633.43613,142.02639
OxPE(34:3(OOOKe))+H,776.4709,635.45179,142.02639
OxPE(34:3(OOOO))+H,778.48658,637.46747,142.02639
OxPE(34:3(OOOKeO))+H,792.46582,651.44671,142.02639
OxPE(34:3(OOOOO))+H,794.4815,653.46239,142.02639
OxPE(34:3(OOOOKeO))+H,808.46074,667.44163,142.02639
OxPE(34:3(OOOOOO))+H,810.47642,669.45731,142.02639
OxPE(34:3(OOOOOOO))+H,826.47132,685.45221,142.02639
OxPE(34:3(OOOOOOOO))+H,842.46624,701.44713,142.02639
OxPE(34:4(Ke))+H,726.47049,585.45138,142.02639
OxPE(34:4(O))+H,728.48614,587.46703,142.02639
OxPE(34:4(KeKe))+H,740.44974,599.43063,142.02639
OxPE(34:4(OKe))+H,742.4654,601.44629,142.02639
OxPE(34:4(OO))+H,744.48106,603.46195,142.02639
OxPE(34:4(KeKeO))+H,756.44466,615.42555,142.02639
OxPE(34:4(OKeO))+H,758.46032,617.44121,142.02639
OxPE(34:4(OOO))+H,760.47596,619.45685,142.02639
OxPE(34:4(KeOKeO))+H,772.43964,631.42053,142.02639
OxPE(34:4(OOKeO))+H,774.45524,633.43613,142.02639
OxPE(34:4(OOOO))+H,776.47088,635.45177,142.02639
OxPE(34:4(OOOKeO))+H,790.45022,649.43111,142.02639
OxPE(34:4(OOOOO))+H,792.46588,651.44677,142.02639
OxPE(34:4(OOOOKeO))+H,806.44514,665.42603,142.02639
OxPE(34:4(OOOOOO))+H,808.4608,667.44169,142.02639
OxPE(34:4(OOOOOOO))+H,824.45572,683.43661,142.02639
OxPE(34:4(OOOOOOOO))+H,840.45064,699.43153,142.02639
OxPE(34:5(Ke))+H,724.45484,583.43573,142.02639
OxPE(34:5(O))+H,726.47049,585.45138,142.02639
OxPE(34:5(KeKe))+H,738.43412,597.41501,142.02639
OxPE(34:5(KeO))+H,740.44976,599.43065,142.02639
OxPE(34:5(OO))+H,742.46541,601.4463,142.02639
OxPE(34:5(KeOKe))+H,754.429,613.40989,142.02639
OxPE(34:5(KeOO))+H,756.4447,615.42559,142.02639
OxPE(34:5(OOO))+H,758.46036,617.44125,142.02639
OxPE(34:5(KeOKeO))+H,770.42394,629.40483,142.02639
OxPE(34:5(OOOKe))+H,772.43958,631.42047,142.02639
OxPE(34:5(OOOO))+H,774.45528,633.43617,142.02639
OxPE(34:5(OOOOKe))+H,788.4345,647.41539,142.02639
OxPE(34:5(KeOOOO))+H,788.43454,647.41543,142.02639
OxPE(34:5(OOOOO))+H,790.4502,649.43109,142.02639
OxPE(34:5(OOOOKeO))+H,804.42944,663.41033,142.02639
OxPE(34:5(OOOOOO))+H,806.44512,665.42601,142.02639
OxPE(34:5(OOOOOOO))+H,822.44002,681.42091,142.02639
OxPE(34:5(OOOOOOOO))+H,838.43494,697.41583,142.02639
OxPE(34:6(Ke))+H,722.43919,581.42008,142.02639
OxPE(34:6(O))+H,724.45482,583.43571,142.02639
