PC,[M+HCO2]-,NL_CH3&HCO2,NL_Choline&HCO2,NL_T1Ketene&CH3&HCO2,NL_T2Ketene&CH3&HCO3,NL_T1RCOOH&CH3&HCO2,NL_T2RCOOH&CH3&HCO3,GlyceroPC_NLCH3&H2O,T1_RCOO-,T2_RCOO-,PC_NLCH3, Glycerol-3-phosphate_NLH2O,H2PO4-,PO3-
PC(16:0_22:1)+HCO2,860.63868,800.61754,729.54404,562.38787,480.30957,544.37731,462.29901,224.06881,255.23295,337.31125,168.04314,152.99586,96.96964,78.95852
PC(16:0_22:2)+HCO2,858.62298,798.60184,727.52834,560.37217,480.30957,542.36161,462.29901,224.06881,255.23295,335.29555,168.04314,152.99586,96.96964,78.95852
PC(16:0_22:3)+HCO2,856.60738,796.58624,725.51274,558.35657,480.30957,540.34601,462.29901,224.06881,255.23295,333.27995,168.04314,152.99586,96.96964,78.95852
PC(16:0_22:4)+HCO2,854.59168,794.57054,723.49704,556.34087,480.30957,538.33031,462.29901,224.06881,255.23295,331.26425,168.04314,152.99586,96.96964,78.95852
PC(16:0_22:5)+HCO2,852.57608,792.55494,721.48144,554.32527,480.30957,536.31471,462.29901,224.06881,255.23295,329.24865,168.04314,152.99586,96.96964,78.95852
PC(16:0_22:6)+HCO2,850.56038,790.53924,719.46574,552.30957,480.30957,534.29901,462.29901,224.06881,255.23295,327.23295,168.04314,152.99586,96.96964,78.95852
PC(16:0_23:0)+HCO2,876.66998,816.64884,745.57534,578.41917,480.30957,560.40861,462.29901,224.06881,255.23295,353.34255,168.04314,152.99586,96.96964,78.95852
PC(16:0_24:0)+HCO2,890.68558,830.66444,759.59094,592.43477,480.30957,574.42421,462.29901,224.06881,255.23295,367.35815,168.04314,152.99586,96.96964,78.95852
PC(16:0_24:1)+HCO2,888.66998,828.64884,757.57534,590.41917,480.30957,572.40861,462.29901,224.06881,255.23295,365.34255,168.04314,152.99586,96.96964,78.95852
PC(16:0_25:0)+HCO2,904.70128,844.68014,773.60664,606.45047,480.30957,588.43991,462.29901,224.06881,255.23295,381.37385,168.04314,152.99586,96.96964,78.95852
PC(16:0_26:0)+HCO2,918.71688,858.69574,787.62224,620.46607,480.30957,602.45551,462.29901,224.06881,255.23295,395.38945,168.04314,152.99586,96.96964,78.95852
PC(16:1_16:1)+HCO2,774.52918,714.50804,643.43454,478.29397,478.29397,460.28341,460.28341,224.06881,253.21735,253.21735,168.04314,152.99586,96.96964,78.95852
PC(16:1_17:0)+HCO2,790.56048,730.53934,659.46584,494.32527,478.29397,476.31471,460.28341,224.06881,253.21735,269.24865,168.04314,152.99586,96.96964,78.95852
PC(16:1_17:1)+HCO2,788.54478,728.52364,657.45014,492.30957,478.29397,474.29901,460.28341,224.06881,253.21735,267.23295,168.04314,152.99586,96.96964,78.95852
PC(16:1_17:2)+HCO2,786.52918,726.50804,655.43454,490.29397,478.29397,472.28341,460.28341,224.06881,253.21735,265.21735,168.04314,152.99586,96.96964,78.95852
PC(16:1_18:0)+HCO2,804.57608,744.55494,673.48144,508.34087,478.29397,490.33031,460.28341,224.06881,253.21735,283.26425,168.04314,152.99586,96.96964,78.95852
PC(16:1_18:1)+HCO2,802.56048,742.53934,671.46584,506.32527,478.29397,488.31471,460.28341,224.06881,253.21735,281.24865,168.04314,152.99586,96.96964,78.95852
PC(16:1_18:2)+HCO2,800.54478,740.52364,669.45014,504.30957,478.29397,486.29901,460.28341,224.06881,253.21735,279.23295,168.04314,152.99586,96.96964,78.95852
PC(16:1_18:3)+HCO2,798.52918,738.50804,667.43454,502.29397,478.29397,484.28341,460.28341,224.06881,253.21735,277.21735,168.04314,152.99586,96.96964,78.95852
PC(16:1_18:4)+HCO2,796.51348,736.49234,665.41884,500.27827,478.29397,482.26771,460.28341,224.06881,253.21735,275.20165,168.04314,152.99586,96.96964,78.95852
PC(16:1_19:0)+HCO2,818.59178,758.57064,687.49714,522.35657,478.29397,504.34601,460.28341,224.06881,253.21735,297.27995,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:0)+HCO2,832.60738,772.58624,701.51274,536.37217,478.29397,518.36161,460.28341,224.06881,253.21735,311.29555,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:1)+HCO2,830.59178,770.57064,699.49714,534.35657,478.29397,516.34601,460.28341,224.06881,253.21735,309.27995,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:2)+HCO2,828.57608,768.55494,697.48144,532.34087,478.29397,514.33031,460.28341,224.06881,253.21735,307.26425,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:3)+HCO2,826.56048,766.53934,695.46584,530.32527,478.29397,512.31471,460.28341,224.06881,253.21735,305.24865,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:4)+HCO2,824.54478,764.52364,693.45014,528.30957,478.29397,510.29901,460.28341,224.06881,253.21735,303.23295,168.04314,152.99586,96.96964,78.95852
PC(16:1_20:5)+HCO2,822.52918,762.50804,691.43454,526.29397,478.29397,508.28341,460.28341,224.06881,253.21735,301.21735,168.04314,152.99586,96.96964,78.95852
PC(16:1_21:0)+HCO2,846.62308,786.60194,715.52844,550.38787,478.29397,532.37731,460.28341,224.06881,253.21735,325.31125,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:0)+HCO2,860.63868,800.61754,729.54404,564.40347,478.29397,546.39291,460.28341,224.06881,253.21735,339.32685,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:1)+HCO2,858.62308,798.60194,727.52844,562.38787,478.29397,544.37731,460.28341,224.06881,253.21735,337.31125,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:2)+HCO2,856.60738,796.58624,725.51274,560.37217,478.29397,542.36161,460.28341,224.06881,253.21735,335.29555,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:3)+HCO2,854.59178,794.57064,723.49714,558.35657,478.29397,540.34601,460.28341,224.06881,253.21735,333.27995,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:4)+HCO2,852.57608,792.55494,721.48144,556.34087,478.29397,538.33031,460.28341,224.06881,253.21735,331.26425,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:5)+HCO2,850.56048,790.53934,719.46584,554.32527,478.29397,536.31471,460.28341,224.06881,253.21735,329.24865,168.04314,152.99586,96.96964,78.95852
PC(16:1_22:6)+HCO2,848.54478,788.52364,717.45014,552.30957,478.29397,534.29901,460.28341,224.06881,253.21735,327.23295,168.04314,152.99586,96.96964,78.95852
PC(16:1_23:0)+HCO2,874.65438,814.63324,743.55974,578.41917,478.29397,560.40861,460.28341,224.06881,253.21735,353.34255,168.04314,152.99586,96.96964,78.95852
PC(16:1_24:0)+HCO2,888.66998,828.64884,757.57534,592.43477,478.29397,574.42421,460.28341,224.06881,253.21735,367.35815,168.04314,152.99586,96.96964,78.95852
PC(16:1_24:1)+HCO2,886.65438,826.63324,755.55974,590.41917,478.29397,572.40861,460.28341,224.06881,253.21735,365.34255,168.04314,152.99586,96.96964,78.95852
PC(16:1_25:0)+HCO2,902.68568,842.66454,771.59104,606.45047,478.29397,588.43991,460.28341,224.06881,253.21735,381.37385,168.04314,152.99586,96.96964,78.95852
PC(16:1_26:0)+HCO2,916.70128,856.68014,785.60664,620.46607,478.29397,602.45551,460.28341,224.06881,253.21735,395.38945,168.04314,152.99586,96.96964,78.95852
PC(17:0_17:0)+HCO2,806.59178,746.57064,675.49714,494.32527,494.32527,476.31471,476.31471,224.06881,269.24865,269.24865,168.04314,152.99586,96.96964,78.95852
PC(17:0_17:1)+HCO2,804.57608,744.55494,673.48144,492.30957,494.32527,474.29901,476.31471,224.06881,269.24865,267.23295,168.04314,152.99586,96.96964,78.95852
PC(17:0_17:2)+HCO2,802.56048,742.53934,671.46584,490.29397,494.32527,472.28341,476.31471,224.06881,269.24865,265.21735,168.04314,152.99586,96.96964,78.95852
PC(17:0_18:0)+HCO2,820.60738,760.58624,689.51274,508.34087,494.32527,490.33031,476.31471,224.06881,269.24865,283.26425,168.04314,152.99586,96.96964,78.95852
PC(17:0_18:1)+HCO2,818.59178,758.57064,687.49714,506.32527,494.32527,488.31471,476.31471,224.06881,269.24865,281.24865,168.04314,152.99586,96.96964,78.95852
PC(17:0_18:2)+HCO2,816.57608,756.55494,685.48144,504.30957,494.32527,486.29901,476.31471,224.06881,269.24865,279.23295,168.04314,152.99586,96.96964,78.95852
PC(17:0_18:3)+HCO2,814.56048,754.53934,683.46584,502.29397,494.32527,484.28341,476.31471,224.06881,269.24865,277.21735,168.04314,152.99586,96.96964,78.95852
PC(17:0_18:4)+HCO2,812.54478,752.52364,681.45014,500.27827,494.32527,482.26771,476.31471,224.06881,269.24865,275.20165,168.04314,152.99586,96.96964,78.95852
PC(17:0_19:0)+HCO2,834.62308,774.60194,703.52844,522.35657,494.32527,504.34601,476.31471,224.06881,269.24865,297.27995,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:0)+HCO2,848.63868,788.61754,717.54404,536.37217,494.32527,518.36161,476.31471,224.06881,269.24865,311.29555,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:1)+HCO2,846.62308,786.60194,715.52844,534.35657,494.32527,516.34601,476.31471,224.06881,269.24865,309.27995,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:2)+HCO2,844.60738,784.58624,713.51274,532.34087,494.32527,514.33031,476.31471,224.06881,269.24865,307.26425,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:3)+HCO2,842.59178,782.57064,711.49714,530.32527,494.32527,512.31471,476.31471,224.06881,269.24865,305.24865,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:4)+HCO2,840.57608,780.55494,709.48144,528.30957,494.32527,510.29901,476.31471,224.06881,269.24865,303.23295,168.04314,152.99586,96.96964,78.95852
PC(17:0_20:5)+HCO2,838.56048,778.53934,707.46584,526.29397,494.32527,508.28341,476.31471,224.06881,269.24865,301.21735,168.04314,152.99586,96.96964,78.95852
PC(17:0_21:0)+HCO2,862.65438,802.63324,731.55974,550.38787,494.32527,532.37731,476.31471,224.06881,269.24865,325.31125,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:0)+HCO2,876.66998,816.64884,745.57534,564.40347,494.32527,546.39291,476.31471,224.06881,269.24865,339.32685,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:1)+HCO2,874.65438,814.63324,743.55974,562.38787,494.32527,544.37731,476.31471,224.06881,269.24865,337.31125,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:2)+HCO2,872.63868,812.61754,741.54404,560.37217,494.32527,542.36161,476.31471,224.06881,269.24865,335.29555,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:3)+HCO2,870.62308,810.60194,739.52844,558.35657,494.32527,540.34601,476.31471,224.06881,269.24865,333.27995,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:4)+HCO2,868.60738,808.58624,737.51274,556.34087,494.32527,538.33031,476.31471,224.06881,269.24865,331.26425,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:5)+HCO2,866.59178,806.57064,735.49714,554.32527,494.32527,536.31471,476.31471,224.06881,269.24865,329.24865,168.04314,152.99586,96.96964,78.95852
PC(17:0_22:6)+HCO2,864.57608,804.55494,733.48144,552.30957,494.32527,534.29901,476.31471,224.06881,269.24865,327.23295,168.04314,152.99586,96.96964,78.95852
PC(17:0_23:0)+HCO2,890.68568,830.66454,759.59104,578.41917,494.32527,560.40861,476.31471,224.06881,269.24865,353.34255,168.04314,152.99586,96.96964,78.95852
PC(17:0_24:0)+HCO2,904.70128,844.68014,773.60664,592.43477,494.32527,574.42421,476.31471,224.06881,269.24865,367.35815,168.04314,152.99586,96.96964,78.95852
PC(17:0_24:1)+HCO2,902.68568,842.66454,771.59104,590.41917,494.32527,572.40861,476.31471,224.06881,269.24865,365.34255,168.04314,152.99586,96.96964,78.95852
PC(17:0_25:0)+HCO2,918.71698,858.69584,787.62234,606.45047,494.32527,588.43991,476.31471,224.06881,269.24865,381.37385,168.04314,152.99586,96.96964,78.95852
PC(17:0_26:0)+HCO2,932.73258,872.71144,801.63794,620.46607,494.32527,602.45551,476.31471,224.06881,269.24865,395.38945,168.04314,152.99586,96.96964,78.95852
PC(17:1_17:1)+HCO2,802.56038,742.53924,671.46574,492.30957,492.30957,474.29901,474.29901,224.06881,267.23295,267.23295,168.04314,152.99586,96.96964,78.95852
PC(17:1_17:2)+HCO2,800.54478,740.52364,669.45014,490.29397,492.30957,472.28341,474.29901,224.06881,267.23295,265.21735,168.04314,152.99586,96.96964,78.95852
PC(17:1_18:0)+HCO2,818.59168,758.57054,687.49704,508.34087,492.30957,490.33031,474.29901,224.06881,267.23295,283.26425,168.04314,152.99586,96.96964,78.95852
PC(17:1_18:1)+HCO2,816.57608,756.55494,685.48144,506.32527,492.30957,488.31471,474.29901,224.06881,267.23295,281.24865,168.04314,152.99586,96.96964,78.95852
PC(17:1_18:2)+HCO2,814.56038,754.53924,683.46574,504.30957,492.30957,486.29901,474.29901,224.06881,267.23295,279.23295,168.04314,152.99586,96.96964,78.95852
PC(17:1_18:3)+HCO2,812.54478,752.52364,681.45014,502.29397,492.30957,484.28341,474.29901,224.06881,267.23295,277.21735,168.04314,152.99586,96.96964,78.95852
PC(17:1_18:4)+HCO2,810.52908,750.50794,679.43444,500.27827,492.30957,482.26771,474.29901,224.06881,267.23295,275.20165,168.04314,152.99586,96.96964,78.95852
PC(17:1_19:0)+HCO2,832.60738,772.58624,701.51274,522.35657,492.30957,504.34601,474.29901,224.06881,267.23295,297.27995,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:0)+HCO2,846.62298,786.60184,715.52834,536.37217,492.30957,518.36161,474.29901,224.06881,267.23295,311.29555,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:1)+HCO2,844.60738,784.58624,713.51274,534.35657,492.30957,516.34601,474.29901,224.06881,267.23295,309.27995,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:2)+HCO2,842.59168,782.57054,711.49704,532.34087,492.30957,514.33031,474.29901,224.06881,267.23295,307.26425,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:3)+HCO2,840.57608,780.55494,709.48144,530.32527,492.30957,512.31471,474.29901,224.06881,267.23295,305.24865,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:4)+HCO2,838.56038,778.53924,707.46574,528.30957,492.30957,510.29901,474.29901,224.06881,267.23295,303.23295,168.04314,152.99586,96.96964,78.95852
PC(17:1_20:5)+HCO2,836.54478,776.52364,705.45014,526.29397,492.30957,508.28341,474.29901,224.06881,267.23295,301.21735,168.04314,152.99586,96.96964,78.95852
PC(17:1_21:0)+HCO2,860.63868,800.61754,729.54404,550.38787,492.30957,532.37731,474.29901,224.06881,267.23295,325.31125,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:0)+HCO2,874.65428,814.63314,743.55964,564.40347,492.30957,546.39291,474.29901,224.06881,267.23295,339.32685,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:1)+HCO2,872.63868,812.61754,741.54404,562.38787,492.30957,544.37731,474.29901,224.06881,267.23295,337.31125,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:2)+HCO2,870.62298,810.60184,739.52834,560.37217,492.30957,542.36161,474.29901,224.06881,267.23295,335.29555,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:3)+HCO2,868.60738,808.58624,737.51274,558.35657,492.30957,540.34601,474.29901,224.06881,267.23295,333.27995,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:4)+HCO2,866.59168,806.57054,735.49704,556.34087,492.30957,538.33031,474.29901,224.06881,267.23295,331.26425,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:5)+HCO2,864.57608,804.55494,733.48144,554.32527,492.30957,536.31471,474.29901,224.06881,267.23295,329.24865,168.04314,152.99586,96.96964,78.95852
PC(17:1_22:6)+HCO2,862.56038,802.53924,731.46574,552.30957,492.30957,534.29901,474.29901,224.06881,267.23295,327.23295,168.04314,152.99586,96.96964,78.95852
PC(17:1_23:0)+HCO2,888.66998,828.64884,757.57534,578.41917,492.30957,560.40861,474.29901,224.06881,267.23295,353.34255,168.04314,152.99586,96.96964,78.95852
PC(17:1_24:0)+HCO2,902.68558,842.66444,771.59094,592.43477,492.30957,574.42421,474.29901,224.06881,267.23295,367.35815,168.04314,152.99586,96.96964,78.95852
PC(17:1_24:1)+HCO2,900.66998,840.64884,769.57534,590.41917,492.30957,572.40861,474.29901,224.06881,267.23295,365.34255,168.04314,152.99586,96.96964,78.95852
PC(17:1_25:0)+HCO2,916.70128,856.68014,785.60664,606.45047,492.30957,588.43991,474.29901,224.06881,267.23295,381.37385,168.04314,152.99586,96.96964,78.95852
PC(17:1_26:0)+HCO2,930.71688,870.69574,799.62224,620.46607,492.30957,602.45551,474.29901,224.06881,267.23295,395.38945,168.04314,152.99586,96.96964,78.95852
PC(17:2_17:2)+HCO2,798.52918,738.50804,667.43454,490.29397,490.29397,472.28341,472.28341,224.06881,265.21735,265.21735,168.04314,152.99586,96.96964,78.95852
PC(17:2_18:0)+HCO2,816.57608,756.55494,685.48144,508.34087,490.29397,490.33031,472.28341,224.06881,265.21735,283.26425,168.04314,152.99586,96.96964,78.95852
PC(17:2_18:1)+HCO2,814.56048,754.53934,683.46584,506.32527,490.29397,488.31471,472.28341,224.06881,265.21735,281.24865,168.04314,152.99586,96.96964,78.95852
PC(17:2_18:2)+HCO2,812.54478,752.52364,681.45014,504.30957,490.29397,486.29901,472.28341,224.06881,265.21735,279.23295,168.04314,152.99586,96.96964,78.95852
PC(17:2_18:3)+HCO2,810.52918,750.50804,679.43454,502.29397,490.29397,484.28341,472.28341,224.06881,265.21735,277.21735,168.04314,152.99586,96.96964,78.95852
PC(17:2_18:4)+HCO2,808.51348,748.49234,677.41884,500.27827,490.29397,482.26771,472.28341,224.06881,265.21735,275.20165,168.04314,152.99586,96.96964,78.95852
PC(17:2_19:0)+HCO2,830.59178,770.57064,699.49714,522.35657,490.29397,504.34601,472.28341,224.06881,265.21735,297.27995,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:0)+HCO2,844.60738,784.58624,713.51274,536.37217,490.29397,518.36161,472.28341,224.06881,265.21735,311.29555,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:1)+HCO2,842.59178,782.57064,711.49714,534.35657,490.29397,516.34601,472.28341,224.06881,265.21735,309.27995,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:2)+HCO2,840.57608,780.55494,709.48144,532.34087,490.29397,514.33031,472.28341,224.06881,265.21735,307.26425,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:3)+HCO2,838.56048,778.53934,707.46584,530.32527,490.29397,512.31471,472.28341,224.06881,265.21735,305.24865,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:4)+HCO2,836.54478,776.52364,705.45014,528.30957,490.29397,510.29901,472.28341,224.06881,265.21735,303.23295,168.04314,152.99586,96.96964,78.95852
PC(17:2_20:5)+HCO2,834.52918,774.50804,703.43454,526.29397,490.29397,508.28341,472.28341,224.06881,265.21735,301.21735,168.04314,152.99586,96.96964,78.95852
PC(17:2_21:0)+HCO2,858.62308,798.60194,727.52844,550.38787,490.29397,532.37731,472.28341,224.06881,265.21735,325.31125,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:0)+HCO2,872.63868,812.61754,741.54404,564.40347,490.29397,546.39291,472.28341,224.06881,265.21735,339.32685,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:1)+HCO2,870.62308,810.60194,739.52844,562.38787,490.29397,544.37731,472.28341,224.06881,265.21735,337.31125,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:2)+HCO2,868.60738,808.58624,737.51274,560.37217,490.29397,542.36161,472.28341,224.06881,265.21735,335.29555,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:3)+HCO2,866.59178,806.57064,735.49714,558.35657,490.29397,540.34601,472.28341,224.06881,265.21735,333.27995,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:4)+HCO2,864.57608,804.55494,733.48144,556.34087,490.29397,538.33031,472.28341,224.06881,265.21735,331.26425,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:5)+HCO2,862.56048,802.53934,731.46584,554.32527,490.29397,536.31471,472.28341,224.06881,265.21735,329.24865,168.04314,152.99586,96.96964,78.95852
PC(17:2_22:6)+HCO2,860.54478,800.52364,729.45014,552.30957,490.29397,534.29901,472.28341,224.06881,265.21735,327.23295,168.04314,152.99586,96.96964,78.95852
PC(17:2_23:0)+HCO2,886.65438,826.63324,755.55974,578.41917,490.29397,560.40861,472.28341,224.06881,265.21735,353.34255,168.04314,152.99586,96.96964,78.95852
PC(17:2_24:0)+HCO2,900.66998,840.64884,769.57534,592.43477,490.29397,574.42421,472.28341,224.06881,265.21735,367.35815,168.04314,152.99586,96.96964,78.95852
PC(17:2_24:1)+HCO2,898.65438,838.63324,767.55974,590.41917,490.29397,572.40861,472.28341,224.06881,265.21735,365.34255,168.04314,152.99586,96.96964,78.95852
PC(17:2_25:0)+HCO2,914.68568,854.66454,783.59104,606.45047,490.29397,588.43991,472.28341,224.06881,265.21735,381.37385,168.04314,152.99586,96.96964,78.95852
PC(17:2_26:0)+HCO2,928.70128,868.68014,797.60664,620.46607,490.29397,602.45551,472.28341,224.06881,265.21735,395.38945,168.04314,152.99586,96.96964,78.95852
PC(18:0_18:0)+HCO2,834.62298,774.60184,703.52834,508.34087,508.34087,490.33031,490.33031,224.06881,283.26425,283.26425,168.04314,152.99586,96.96964,78.95852
PC(18:0_18:1)+HCO2,832.60738,772.58624,701.51274,506.32527,508.34087,488.31471,490.33031,224.06881,283.26425,281.24865,168.04314,152.99586,96.96964,78.95852
PC(18:0_18:2)+HCO2,830.59168,770.57054,699.49704,504.30957,508.34087,486.29901,490.33031,224.06881,283.26425,279.23295,168.04314,152.99586,96.96964,78.95852
PC(18:0_18:3)+HCO2,828.57608,768.55494,697.48144,502.29397,508.34087,484.28341,490.33031,224.06881,283.26425,277.21735,168.04314,152.99586,96.96964,78.95852
PC(18:0_18:4)+HCO2,826.56038,766.53924,695.46574,500.27827,508.34087,482.26771,490.33031,224.06881,283.26425,275.20165,168.04314,152.99586,96.96964,78.95852
PC(18:0_19:0)+HCO2,848.63868,788.61754,717.54404,522.35657,508.34087,504.34601,490.33031,224.06881,283.26425,297.27995,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:0)+HCO2,862.65428,802.63314,731.55964,536.37217,508.34087,518.36161,490.33031,224.06881,283.26425,311.29555,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:1)+HCO2,860.63868,800.61754,729.54404,534.35657,508.34087,516.34601,490.33031,224.06881,283.26425,309.27995,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:2)+HCO2,858.62298,798.60184,727.52834,532.34087,508.34087,514.33031,490.33031,224.06881,283.26425,307.26425,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:3)+HCO2,856.60738,796.58624,725.51274,530.32527,508.34087,512.31471,490.33031,224.06881,283.26425,305.24865,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:4)+HCO2,854.59168,794.57054,723.49704,528.30957,508.34087,510.29901,490.33031,224.06881,283.26425,303.23295,168.04314,152.99586,96.96964,78.95852
PC(18:0_20:5)+HCO2,852.57608,792.55494,721.48144,526.29397,508.34087,508.28341,490.33031,224.06881,283.26425,301.21735,168.04314,152.99586,96.96964,78.95852
PC(18:0_21:0)+HCO2,876.66998,816.64884,745.57534,550.38787,508.34087,532.37731,490.33031,224.06881,283.26425,325.31125,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:0)+HCO2,890.68558,830.66444,759.59094,564.40347,508.34087,546.39291,490.33031,224.06881,283.26425,339.32685,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:1)+HCO2,888.66998,828.64884,757.57534,562.38787,508.34087,544.37731,490.33031,224.06881,283.26425,337.31125,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:2)+HCO2,886.65428,826.63314,755.55964,560.37217,508.34087,542.36161,490.33031,224.06881,283.26425,335.29555,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:3)+HCO2,884.63868,824.61754,753.54404,558.35657,508.34087,540.34601,490.33031,224.06881,283.26425,333.27995,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:4)+HCO2,882.62298,822.60184,751.52834,556.34087,508.34087,538.33031,490.33031,224.06881,283.26425,331.26425,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:5)+HCO2,880.60738,820.58624,749.51274,554.32527,508.34087,536.31471,490.33031,224.06881,283.26425,329.24865,168.04314,152.99586,96.96964,78.95852
PC(18:0_22:6)+HCO2,878.59168,818.57054,747.49704,552.30957,508.34087,534.29901,490.33031,224.06881,283.26425,327.23295,168.04314,152.99586,96.96964,78.95852
PC(18:0_23:0)+HCO2,904.70128,844.68014,773.60664,578.41917,508.34087,560.40861,490.33031,224.06881,283.26425,353.34255,168.04314,152.99586,96.96964,78.95852
PC(18:0_24:0)+HCO2,918.71688,858.69574,787.62224,592.43477,508.34087,574.42421,490.33031,224.06881,283.26425,367.35815,168.04314,152.99586,96.96964,78.95852
PC(18:0_24:1)+HCO2,916.70128,856.68014,785.60664,590.41917,508.34087,572.40861,490.33031,224.06881,283.26425,365.34255,168.04314,152.99586,96.96964,78.95852
PC(18:0_25:0)+HCO2,932.73258,872.71144,801.63794,606.45047,508.34087,588.43991,490.33031,224.06881,283.26425,381.37385,168.04314,152.99586,96.96964,78.95852
PC(18:0_26:0)+HCO2,946.74818,886.72704,815.65354,620.46607,508.34087,602.45551,490.33031,224.06881,283.26425,395.38945,168.04314,152.99586,96.96964,78.95852
PC(18:1_18:1)+HCO2,830.59178,770.57064,699.49714,506.32527,506.32527,488.31471,488.31471,224.06881,281.24865,281.24865,168.04314,152.99586,96.96964,78.95852
PC(18:1_18:2)+HCO2,828.57608,768.55494,697.48144,504.30957,506.32527,486.29901,488.31471,224.06881,281.24865,279.23295,168.04314,152.99586,96.96964,78.95852
PC(18:1_18:3)+HCO2,826.56048,766.53934,695.46584,502.29397,506.32527,484.28341,488.31471,224.06881,281.24865,277.21735,168.04314,152.99586,96.96964,78.95852
PC(18:1_18:4)+HCO2,824.54478,764.52364,693.45014,500.27827,506.32527,482.26771,488.31471,224.06881,281.24865,275.20165,168.04314,152.99586,96.96964,78.95852
PC(18:1_19:0)+HCO2,846.62308,786.60194,715.52844,522.35657,506.32527,504.34601,488.31471,224.06881,281.24865,297.27995,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:0)+HCO2,860.63868,800.61754,729.54404,536.37217,506.32527,518.36161,488.31471,224.06881,281.24865,311.29555,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:1)+HCO2,858.62308,798.60194,727.52844,534.35657,506.32527,516.34601,488.31471,224.06881,281.24865,309.27995,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:2)+HCO2,856.60738,796.58624,725.51274,532.34087,506.32527,514.33031,488.31471,224.06881,281.24865,307.26425,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:3)+HCO2,854.59178,794.57064,723.49714,530.32527,506.32527,512.31471,488.31471,224.06881,281.24865,305.24865,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:4)+HCO2,852.57608,792.55494,721.48144,528.30957,506.32527,510.29901,488.31471,224.06881,281.24865,303.23295,168.04314,152.99586,96.96964,78.95852
PC(18:1_20:5)+HCO2,850.56048,790.53934,719.46584,526.29397,506.32527,508.28341,488.31471,224.06881,281.24865,301.21735,168.04314,152.99586,96.96964,78.95852
PC(18:1_21:0)+HCO2,874.65438,814.63324,743.55974,550.38787,506.32527,532.37731,488.31471,224.06881,281.24865,325.31125,168.04314,152.99586,96.96964,78.95852
