"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","RT at Max Intensity","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Number of Scans","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Max Intensity","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Average m/z","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","[M+H]+","MH-PC","MH-tail1&TrimethylAmine","MH-tail2&TrimethylAmine","MH-Tail1","MH-Tail2","LPC_T1_H","LPC_T2_H","RCOO+58_T1","RCOO+58_T2","PC Head","RT_min","RT_max","Comment"
"","PC(8:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PC(8:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PC(8:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PC(8:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PC(8:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PC(8:0_20:1)+H","676.49124","493.4252","473.302711","307.130511","532.37621","366.20401","384.21459","550.38679","201.14853","367.32073","184.07332","3.4817375","3.7817375","10871"
"","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.37767361111111","5.67767361111111","2266","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.37767361111111","5.67767361111111","2266","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.37767361111111","5.67767361111111","2266","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.37767361111111","5.67767361111111","2266","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.37767361111111","5.67767361111111","2266","","PC(8:0_21:0)+H","692.52254","509.4565","489.334011","307.130511","548.40751","366.20401","384.21459","566.41809","201.14853","383.35203","184.07332","5.37767361111111","5.67767361111111","2266"
"","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","3402","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","3402","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","3402","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","3402","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","3402","","PC(8:0_21:0)+H","692.52254","509.4565","489.334011","307.130511","548.40751","366.20401","384.21459","566.41809","201.14853","383.35203","184.07332","5.64302916666667","5.94302916666667","3402"
"","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","4596","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","4596","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","4596","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","4596","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","4596","","PC(8:0_21:0)+H","692.52254","509.4565","489.334011","307.130511","548.40751","366.20401","384.21459","566.41809","201.14853","383.35203","184.07332","5.12018472222222","5.42018472222222","4596"
"","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1199472222222","12.4199472222222","7285","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1199472222222","12.4199472222222","7285","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1199472222222","12.4199472222222","7285","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1199472222222","12.4199472222222","7285","","PC(8:0_21:0)+H",0,0,0,0,0,0,0,0,0,0,0,"12.1199472222222","12.4199472222222","7285","","PC(8:0_21:0)+H","692.52254","509.4565","489.334011","307.130511","548.40751","366.20401","384.21459","566.41809","201.14853","383.35203","184.07332","12.1199472222222","12.4199472222222","7285"
"","PC(8:0_22:0)+H",1,1,0,0,0,0,0,0,0,0,1,"6.02765","6.32765","188","","PC(8:0_22:0)+H",6.168828,6.163639,0,0,0,0,0,0,0,0,6.168828,"6.02765","6.32765","188","","PC(8:0_22:0)+H",3,3,0,0,0,0,0,0,0,0,3,"6.02765","6.32765","188","","PC(8:0_22:0)+H",1563772,8754.005,0,0,0,0,0,0,0,0,18016530,"6.02765","6.32765","188","","PC(8:0_22:0)+H",706.538766666667,523.4733,0,0,0,0,0,0,0,0,184.073433333333,"6.02765","6.32765","188","","PC(8:0_22:0)+H","706.53814","523.4721","503.349611","307.130511","562.42311","366.20401","384.21459","580.43369","201.14853","397.36763","184.07332","6.02765","6.32765","188"
"","PC(8:0_22:1)+H",1,1,0,0,0,0,0,0,0,0,1,"4.889025","5.189025","340","","PC(8:0_22:1)+H",5.068664,5.068664,0,0,0,0,0,0,0,0,5.068664,"4.889025","5.189025","340","","PC(8:0_22:1)+H",2,2,0,0,0,0,0,0,0,0,2,"4.889025","5.189025","340","","PC(8:0_22:1)+H",570787,4017.501,0,0,0,0,0,0,0,0,5020189,"4.889025","5.189025","340","","PC(8:0_22:1)+H",704.5241,521.45725,0,0,0,0,0,0,0,0,184.07375,"4.889025","5.189025","340","","PC(8:0_22:1)+H","704.52254","521.4565","501.334011","307.130511","560.40751","366.20401","384.21459","578.41809","201.14853","395.35203","184.07332","4.889025","5.189025","340"
"","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PC(8:0_22:1)+H","704.52254","521.4565","501.334011","307.130511","560.40751","366.20401","384.21459","578.41809","201.14853","395.35203","184.07332","5.52259444444444","5.82259444444444","9928"
"","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"7.02406805555556","7.32406805555556","16090","","PC(8:0_22:1)+H","704.52254","521.4565","501.334011","307.130511","560.40751","366.20401","384.21459","578.41809","201.14853","395.35203","184.07332","7.02406805555556","7.32406805555556","16090"
"","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(8:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,0,"6.90816111111111","7.20816111111111","18891","","PC(8:0_22:1)+H","704.52254","521.4565","501.334011","307.130511","560.40751","366.20401","384.21459","578.41809","201.14853","395.35203","184.07332","6.90816111111111","7.20816111111111","18891"
"","PC(8:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"3.73294305555556","4.03294305555556","4431","","PC(8:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"3.73294305555556","4.03294305555556","4431","","PC(8:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"3.73294305555556","4.03294305555556","4431","","PC(8:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"3.73294305555556","4.03294305555556","4431","","PC(8:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,0,"3.73294305555556","4.03294305555556","4431","","PC(8:0_22:2)+H","702.50684","519.4408","499.318311","307.130511","558.39181","366.20401","384.21459","576.40239","201.14853","393.33633","184.07332","3.73294305555556","4.03294305555556","4431"
"","PC(8:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(8:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(8:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(8:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(8:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,0,"4.70208611111111","5.00208611111111","6138","","PC(8:0_22:3)+H","700.49124","517.4252","497.302711","307.130511","556.37621","366.20401","384.21459","574.38679","201.14853","391.32073","184.07332","4.70208611111111","5.00208611111111","6138"
"","PC(8:0_23:0)+H",1,0,0,0,0,0,0,0,0,0,1,"8.64666527777777","8.94666527777777","95","","PC(8:0_23:0)+H",8.815608,0,0,0,0,0,0,0,0,0,8.815608,"8.64666527777777","8.94666527777777","95","","PC(8:0_23:0)+H",2,0,0,0,0,0,0,0,0,0,2,"8.64666527777777","8.94666527777777","95","","PC(8:0_23:0)+H",73318.2,0,0,0,0,0,0,0,0,0,24206.71,"8.64666527777777","8.94666527777777","95","","PC(8:0_23:0)+H",720.5545,0,0,0,0,0,0,0,0,0,184.07355,"8.64666527777777","8.94666527777777","95","","PC(8:0_23:0)+H","720.55384","537.4878","517.365311","307.130511","576.43881","366.20401","384.21459","594.44939","201.14853","411.38333","184.07332","8.64666527777777","8.94666527777777","95"
"","PC(8:0_23:0)+H",1,1,0,0,0,0,0,0,0,0,1,"6.63066666666667","6.93066666666667","518","","PC(8:0_23:0)+H",6.821414,6.821414,0,0,0,0,0,0,0,0,6.821414,"6.63066666666667","6.93066666666667","518","","PC(8:0_23:0)+H",1,1,0,0,0,0,0,0,0,0,1,"6.63066666666667","6.93066666666667","518","","PC(8:0_23:0)+H",360136.4,2813.272,0,0,0,0,0,0,0,0,2626446,"6.63066666666667","6.93066666666667","518","","PC(8:0_23:0)+H",720.5547,537.4888,0,0,0,0,0,0,0,0,184.0736,"6.63066666666667","6.93066666666667","518","","PC(8:0_23:0)+H","720.55384","537.4878","517.365311","307.130511","576.43881","366.20401","384.21459","594.44939","201.14853","411.38333","184.07332","6.63066666666667","6.93066666666667","518"
"","PC(8:0_23:0)+H",1,0,0,0,0,0,0,0,0,0,1,"6.43381527777778","6.73381527777778","1486","","PC(8:0_23:0)+H",6.58182,0,0,0,0,0,0,0,0,0,6.58182,"6.43381527777778","6.73381527777778","1486","","PC(8:0_23:0)+H",1,0,0,0,0,0,0,0,0,0,1,"6.43381527777778","6.73381527777778","1486","","PC(8:0_23:0)+H",89414.06,0,0,0,0,0,0,0,0,0,588656.8,"6.43381527777778","6.73381527777778","1486","","PC(8:0_23:0)+H",720.5549,0,0,0,0,0,0,0,0,0,184.0736,"6.43381527777778","6.73381527777778","1486","","PC(8:0_23:0)+H","720.55384","537.4878","517.365311","307.130511","576.43881","366.20401","384.21459","594.44939","201.14853","411.38333","184.07332","6.43381527777778","6.73381527777778","1486"
"","PC(8:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"7.24374583333333","7.54374583333333","75","","PC(8:0_24:0)+H",7.444524,7.444524,0,0,0,0,0,0,0,0,7.444524,"7.24374583333333","7.54374583333333","75","","PC(8:0_24:0)+H",2,2,0,0,0,0,0,0,0,0,2,"7.24374583333333","7.54374583333333","75","","PC(8:0_24:0)+H",3586960,27878.88,0,0,0,0,0,0,0,0,33554990,"7.24374583333333","7.54374583333333","75","","PC(8:0_24:0)+H",734.5693,551.5036,0,0,0,0,0,0,0,0,184.0732,"7.24374583333333","7.54374583333333","75","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","7.24374583333333","7.54374583333333","75"
"","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","5.52323484848485","5.82323484848485","5181"
"","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.16413611111111","9.46413611111111","5965","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.16413611111111","9.46413611111111","5965","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.16413611111111","9.46413611111111","5965","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.16413611111111","9.46413611111111","5965","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"9.16413611111111","9.46413611111111","5965","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","9.16413611111111","9.46413611111111","5965"
"","PC(8:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"7.05414444444444","7.35414444444444","9118","","PC(8:0_24:0)+H",7.332081,7.332081,0,0,0,0,0,0,0,0,7.332081,"7.05414444444444","7.35414444444444","9118","","PC(8:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"7.05414444444444","7.35414444444444","9118","","PC(8:0_24:0)+H",1701472,12533.14,0,0,0,0,0,0,0,0,15914400,"7.05414444444444","7.35414444444444","9118","","PC(8:0_24:0)+H",734.5693,551.5036,0,0,0,0,0,0,0,0,184.0732,"7.05414444444444","7.35414444444444","9118","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","7.05414444444444","7.35414444444444","9118"
"","PC(8:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"7.05408472222222","7.35408472222222","12681","","PC(8:0_24:0)+H",7.332081,7.332081,0,0,0,0,0,0,0,0,7.332081,"7.05408472222222","7.35408472222222","12681","","PC(8:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,1,"7.05408472222222","7.35408472222222","12681","","PC(8:0_24:0)+H",1701472,12533.14,0,0,0,0,0,0,0,0,15914400,"7.05408472222222","7.35408472222222","12681","","PC(8:0_24:0)+H",734.5693,551.5036,0,0,0,0,0,0,0,0,184.0732,"7.05408472222222","7.35408472222222","12681","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","7.05408472222222","7.35408472222222","12681"
"","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"6.77939583333333","7.07939583333333","18813","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"6.77939583333333","7.07939583333333","18813","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"6.77939583333333","7.07939583333333","18813","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"6.77939583333333","7.07939583333333","18813","","PC(8:0_24:0)+H",0,0,0,0,0,0,0,0,0,0,0,"6.77939583333333","7.07939583333333","18813","","PC(8:0_24:0)+H","734.56944","551.5034","531.380911","307.130511","590.45441","366.20401","384.21459","608.46499","201.14853","425.39893","184.07332","6.77939583333333","7.07939583333333","18813"
"","PC(8:0_24:1)+H",1,1,0,0,0,0,0,0,0,0,1,"6.12905972222222","6.42905972222222","86","","PC(8:0_24:1)+H",6.312529,6.312529,0,0,0,0,0,0,0,0,6.312529,"6.12905972222222","6.42905972222222","86","","PC(8:0_24:1)+H",2,2,0,0,0,0,0,0,0,0,2,"6.12905972222222","6.42905972222222","86","","PC(8:0_24:1)+H",3831567,17341.47,0,0,0,0,0,0,0,0,39515420,"6.12905972222222","6.42905972222222","86","","PC(8:0_24:1)+H",732.5542,549.4881,0,0,0,0,0,0,0,0,184.0734,"6.12905972222222","6.42905972222222","86","","PC(8:0_24:1)+H","732.55384","549.4878","529.365311","307.130511","588.43881","366.20401","384.21459","606.44939","201.14853","423.38333","184.07332","6.12905972222222","6.42905972222222","86"
