"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","RT at Max Intensity","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Number of Scans","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Max Intensity","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Average m/z","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","M+Na","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-tail1&TrimethylAmine","Mna-tail2&TrimethylAmine","Mna-Tail1","Mna-Tail2","C2H5O4NaP","RT_min","RT_max","Comment"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","2343","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","4.89671944444444","5.19671944444444","2343"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.13304027777778","4.43304027777778","2406","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","4.13304027777778","4.43304027777778","2406"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.25916060606061","5.55916060606061","10785","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","5.25916060606061","5.55916060606061","10785"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.37494090909091","4.67494090909091","13143","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","4.37494090909091","4.67494090909091","13143"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"4.71662407407407","5.01662407407407","13552","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","4.71662407407407","5.01662407407407","13552"
"","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(8:0_22:0)+Na",0,0,0,0,0,0,0,0,0,"5.27255757575758","5.57255757575758","14056","","PC(8:0_22:0)+Na","728.52008","545.45404","669.446581","523.4721","525.331551","329.112451","584.40505","388.18595","146.98179","5.27255757575758","5.57255757575758","14056"
"","PC(8:0_22:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(8:0_22:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(8:0_22:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(8:0_22:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(8:0_22:1)+Na",0,0,0,0,0,0,0,0,0,"4.90713472222222","5.20713472222222","2088","","PC(8:0_22:1)+Na","726.50448","543.43844","667.430981","521.4565","523.315951","329.112451","582.38945","388.18595","146.98179","4.90713472222222","5.20713472222222","2088"
"","PC(8:0_23:0)+Na",1,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(8:0_23:0)+Na",6.923258,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(8:0_23:0)+Na",1,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(8:0_23:0)+Na",17079.83,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(8:0_23:0)+Na",742.5391,0,0,0,0,0,0,0,0,"6.76129722222222","7.06129722222222","513","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","6.76129722222222","7.06129722222222","513"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","4.94340138888889","5.24340138888889","567"
"","PC(8:0_23:0)+Na",1,0,0,0,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PC(8:0_23:0)+Na",8.820799,0,0,0,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PC(8:0_23:0)+Na",1,0,0,0,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PC(8:0_23:0)+Na",232992.8,0,0,0,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PC(8:0_23:0)+Na",742.5367,0,0,0,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","8.64927361111111","8.94927361111111","1069"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","12.2701305555556","12.5701305555556","1469"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","11.6326597222222","11.9326597222222","2244"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","6.94883888888889","7.24883888888889","9128"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","4.72582222222222","5.02582222222222","10292"
"","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(8:0_23:0)+Na",0,0,0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PC(8:0_23:0)+Na","742.53578","559.46974","683.462281","537.4878","539.347251","329.112451","598.42075","388.18595","146.98179","5.97769583333333","6.27769583333333","11722"
"","PC(8:0_24:0)+Na",1,1,0,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PC(8:0_24:0)+Na",5.629702,5.629702,0,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PC(8:0_24:0)+Na",2,1,0,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PC(8:0_24:0)+Na",1925215,11772.4,0,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PC(8:0_24:0)+Na",756.5541,573.4882,0,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PC(8:0_24:0)+Na","756.55138","573.48534","697.477881","551.5034","553.362851","329.112451","612.43635","388.18595","146.98179","5.52218333333333","5.82218333333333","118"
"","PC(8:0_24:0)+Na",1,1,0,0,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PC(8:0_24:0)+Na",5.493016,5.493016,0,0,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PC(8:0_24:0)+Na",1,1,0,0,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PC(8:0_24:0)+Na",1492379,8771.995,0,0,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PC(8:0_24:0)+Na",756.5544,573.4882,0,0,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PC(8:0_24:0)+Na","756.55138","573.48534","697.477881","551.5034","553.362851","329.112451","612.43635","388.18595","146.98179","5.27282638888889","5.57282638888889","126"
"","PC(8:0_24:0)+Na",0,0,0,0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PC(8:0_24:0)+Na",0,0,0,0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PC(8:0_24:0)+Na",0,0,0,0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PC(8:0_24:0)+Na",0,0,0,0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PC(8:0_24:0)+Na",0,0,0,0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PC(8:0_24:0)+Na","756.55138","573.48534","697.477881","551.5034","553.362851","329.112451","612.43635","388.18595","146.98179","7.21744861111111","7.51744861111111","1128"
"","PC(8:0_24:1)+Na",1,1,0,0,0,0,0,0,0,"4.9153","5.2153","93","","PC(8:0_24:1)+Na",5.089102,5.089102,0,0,0,0,0,0,0,"4.9153","5.2153","93","","PC(8:0_24:1)+Na",1,1,0,0,0,0,0,0,0,"4.9153","5.2153","93","","PC(8:0_24:1)+Na",3221773,9190.457,0,0,0,0,0,0,0,"4.9153","5.2153","93","","PC(8:0_24:1)+Na",754.5391,571.4723,0,0,0,0,0,0,0,"4.9153","5.2153","93","","PC(8:0_24:1)+Na","754.53578","571.46974","695.462281","549.4878","551.347251","329.112451","610.42075","388.18595","146.98179","4.9153","5.2153","93"
"","PC(8:0_24:1)+Na",1,1,1,1,0,0,0,0,1,"6.09123194444444","6.39123194444444","1172","","PC(8:0_24:1)+Na",6.297675,6.297675,6.297675,6.297675,0,0,0,0,6.297675,"6.09123194444444","6.39123194444444","1172","","PC(8:0_24:1)+Na",1,1,1,1,0,0,0,0,1,"6.09123194444444","6.39123194444444","1172","","PC(8:0_24:1)+Na",137490.3,73174.07,73619.23,21111.78,0,0,0,0,84598.5,"6.09123194444444","6.39123194444444","1172","","PC(8:0_24:1)+Na",754.5372,571.4709,695.4637,549.4892,0,0,0,0,146.982,"6.09123194444444","6.39123194444444","1172","","PC(8:0_24:1)+Na","754.53578","571.46974","695.462281","549.4878","551.347251","329.112451","610.42075","388.18595","146.98179","6.09123194444444","6.39123194444444","1172"
"","PC(8:0_24:1)+Na",0,0,0,0,0,0,0,0,1,"5.17276666666667","5.47276666666667","17809","","PC(8:0_24:1)+Na",0,0,0,0,0,0,0,0,5.226175,"5.17276666666667","5.47276666666667","17809","","PC(8:0_24:1)+Na",0,0,0,0,0,0,0,0,1,"5.17276666666667","5.47276666666667","17809","","PC(8:0_24:1)+Na",0,0,0,0,0,0,0,0,8444.558,"5.17276666666667","5.47276666666667","17809","","PC(8:0_24:1)+Na",0,0,0,0,0,0,0,0,146.9822,"5.17276666666667","5.47276666666667","17809","","PC(8:0_24:1)+Na","754.53578","571.46974","695.462281","549.4878","551.347251","329.112451","610.42075","388.18595","146.98179","5.17276666666667","5.47276666666667","17809"
"","PC(8:0_25:0)+Na",1,1,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PC(8:0_25:0)+Na",6.256794,6.256794,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PC(8:0_25:0)+Na",2,1,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PC(8:0_25:0)+Na",685172,3923.319,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PC(8:0_25:0)+Na",770.57025,587.5026,0,0,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PC(8:0_25:0)+Na","770.56708","587.50104","711.493581","565.5191","567.378551","329.112451","626.45205","388.18595","146.98179","6.08608472222222","6.38608472222222","402"
"","PC(8:0_25:0)+Na",1,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PC(8:0_25:0)+Na",6.000633,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PC(8:0_25:0)+Na",2,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PC(8:0_25:0)+Na",397629,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PC(8:0_25:0)+Na",770.5707,0,0,0,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PC(8:0_25:0)+Na","770.56708","587.50104","711.493581","565.5191","567.378551","329.112451","626.45205","388.18595","146.98179","5.87367083333333","6.17367083333333","501"
"","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"8.126675","8.426675","963","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,8.274826,"8.126675","8.426675","963","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,1,"8.126675","8.426675","963","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,796.0215,"8.126675","8.426675","963","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,146.9817,"8.126675","8.426675","963","","PC(8:0_25:0)+Na","770.56708","587.50104","711.493581","565.5191","567.378551","329.112451","626.45205","388.18595","146.98179","8.126675","8.426675","963"
"","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PC(8:0_25:0)+Na",0,0,0,0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PC(8:0_25:0)+Na","770.56708","587.50104","711.493581","565.5191","567.378551","329.112451","626.45205","388.18595","146.98179","6.54294583333333","6.84294583333333","1641"
