"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(16:1_22:4)+NH4","814.55936","625.519127","543.308186","465.261286","237.22135","315.26825","311.25813","389.30503","3.79138333333333","4.09138333333333","8066"
"","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(16:1_22:4)+NH4","814.55936","625.519127","543.308186","465.261286","237.22135","315.26825","311.25813","389.30503","3.39136944444444","3.69136944444444","8265"
"","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(16:1_22:4)+NH4","814.55936","625.519127","543.308186","465.261286","237.22135","315.26825","311.25813","389.30503","4.89157424242424","5.19157424242424","11928"
"","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PG(16:1_22:4)+NH4","814.55936","625.519127","543.308186","465.261286","237.22135","315.26825","311.25813","389.30503","4.12585277777778","4.42585277777778","13405"
"","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(16:1_22:4)+NH4",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PG(16:1_22:4)+NH4","814.55936","625.519127","543.308186","465.261286","237.22135","315.26825","311.25813","389.30503","1.83709444444444","2.13709444444444","15859"
"","PG(16:1_22:5)+NH4",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(16:1_22:5)+NH4",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(16:1_22:5)+NH4",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(16:1_22:5)+NH4",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(16:1_22:5)+NH4",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PG(16:1_22:5)+NH4","812.54376","623.503527","541.292586","465.261286","237.22135","313.25265","311.25813","387.28943","1.86782083333333","2.16782083333333","11159"
"","PG(17:0_17:0)+NH4",0,1,1,1,1,1,1,1,"7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4",0,8.022025,8.022025,8.022025,8.022025,8.022025,8.022025,8.022025,"7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4",0,1,1,1,1,1,1,1,"7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4",0,11731470,7057.937,7057.937,419626.7,419626.7,568216.1,568216.1,"7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4",0,579.535,481.2939,481.2939,253.2527,253.2527,327.2895,327.2895,"7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","768.57506","579.534827","481.292586","481.292586","253.25265","253.25265","327.28943","327.28943","7.82195138888889","8.12195138888889","117"
"","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"4.15497083333333","4.45497083333333","7409","","PG(17:0_17:1)+NH4","766.55936","577.519127","479.276886","481.292586","253.25265","251.23695","327.28943","325.27373","4.15497083333333","4.45497083333333","7409"
"","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(17:0_17:1)+NH4",0,0,0,0,0,0,0,0,"3.94154848484848","4.24154848484848","17087","","PG(17:0_17:1)+NH4","766.55936","577.519127","479.276886","481.292586","253.25265","251.23695","327.28943","325.27373","3.94154848484848","4.24154848484848","17087"
"","PG(17:0_17:2)+NH4",1,0,0,0,1,0,1,0,"7.68959027777778","7.98959027777778","200","","PG(17:0_17:2)+NH4",7.867475,0,0,0,7.867475,0,7.867475,0,"7.68959027777778","7.98959027777778","200","","PG(17:0_17:2)+NH4",1,0,0,0,1,0,1,0,"7.68959027777778","7.98959027777778","200","","PG(17:0_17:2)+NH4",4952.251,0,0,0,338716.7,0,278877.5,0,"7.68959027777778","7.98959027777778","200","","PG(17:0_17:2)+NH4",764.5439,0,0,0,253.2527,0,327.2895,0,"7.68959027777778","7.98959027777778","200","","PG(17:0_17:2)+NH4","764.54376","575.503527","477.261286","481.292586","253.25265","249.22135","327.28943","323.25813","7.68959027777778","7.98959027777778","200"
"","PG(17:0_18:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:0_18:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:0_18:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:0_18:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:0_18:2)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:0_18:2)+NH4","778.55936","589.519127","491.276886","481.292586","253.25265","263.23695","327.28943","337.27373","8.01333333333333","8.31333333333333","14247"
"","PG(17:0_20:4)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:0_20:4)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:0_20:4)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:0_20:4)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:0_20:4)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:0_20:4)+NH4","802.55936","613.519127","515.276886","481.292586","253.25265","287.23695","327.28943","361.27373","7.225625","7.525625","9320"
"","PG(17:0_20:5)+NH4",1,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:0_20:5)+NH4",8.161917,0,0,0,8.161917,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:0_20:5)+NH4",1,0,0,0,1,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:0_20:5)+NH4",48811.2,0,0,0,595.5553,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:0_20:5)+NH4",800.5413,0,0,0,253.253,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:0_20:5)+NH4","800.54376","611.503527","513.261286","481.292586","253.25265","285.22135","327.28943","359.25813","8.01050416666666","8.31050416666666","2253"
"","PG(17:0_22:6)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:0_22:6)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:0_22:6)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:0_22:6)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:0_22:6)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:0_22:6)+NH4","826.55936","637.519127","539.276886","481.292586","253.25265","311.23695","327.28943","385.27373","7.04686805555556","7.34686805555556","2224"
"","PG(17:0_23:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(17:0_23:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(17:0_23:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(17:0_23:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(17:0_23:0)+NH4",0,0,0,0,0,0,0,0,"7.81433472222222","8.11433472222222","5309","","PG(17:0_23:0)+NH4","852.66896","663.628727","565.386486","481.292586","253.25265","337.34655","327.28943","411.38333","7.81433472222222","8.11433472222222","5309"
"","PG(17:1_17:1)+NH4",1,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(17:1_17:1)+NH4",7.867475,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(17:1_17:1)+NH4",1,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(17:1_17:1)+NH4",4952.251,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(17:1_17:1)+NH4",764.5439,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PG(17:1_17:1)+NH4","764.54366","575.503427","479.276886","479.276886","251.23695","251.23695","325.27373","325.27373","7.68959027777778","7.98959027777778","200"
"","PG(17:1_18:1)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:1_18:1)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:1_18:1)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:1_18:1)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:1_18:1)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:1_18:1)+NH4","778.55936","589.519127","493.292586","479.276886","251.23695","265.25265","325.27373","339.28943","8.01333333333333","8.31333333333333","14247"
"","PG(17:1_20:3)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:1_20:3)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:1_20:3)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:1_20:3)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:1_20:3)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:1_20:3)+NH4","802.55936","613.519127","517.292586","479.276886","251.23695","289.25265","325.27373","363.28943","7.225625","7.525625","9320"
"","PG(17:1_20:4)+NH4",1,0,0,0,0,0,1,0,"8.01050416666666","8.31050416666666","2253","","PG(17:1_20:4)+NH4",8.161917,0,0,0,0,0,8.30612,0,"8.01050416666666","8.31050416666666","2253","","PG(17:1_20:4)+NH4",1,0,0,0,0,0,1,0,"8.01050416666666","8.31050416666666","2253","","PG(17:1_20:4)+NH4",48811.2,0,0,0,0,0,1083.219,0,"8.01050416666666","8.31050416666666","2253","","PG(17:1_20:4)+NH4",800.5413,0,0,0,0,0,325.2737,0,"8.01050416666666","8.31050416666666","2253","","PG(17:1_20:4)+NH4","800.54366","611.503427","515.276886","479.276886","251.23695","287.23695","325.27373","361.27373","8.01050416666666","8.31050416666666","2253"
"","PG(17:1_21:0)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(17:1_21:0)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(17:1_21:0)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(17:1_21:0)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(17:1_21:0)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(17:1_21:0)+NH4","822.62196","633.581727","537.355186","479.276886","251.23695","309.31525","325.27373","383.35203","9.82033333333333","10.1203333333333","7206"
"","PG(17:1_22:5)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:1_22:5)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:1_22:5)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:1_22:5)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:1_22:5)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:1_22:5)+NH4","826.55936","637.519127","541.292586","479.276886","251.23695","313.25265","325.27373","387.28943","7.04686805555556","7.34686805555556","2224"
"","PG(17:2_17:2)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(17:2_17:2)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(17:2_17:2)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(17:2_17:2)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(17:2_17:2)+NH4",0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PG(17:2_17:2)+NH4","760.51246","571.472227","477.261286","477.261286","249.22135","249.22135","323.25813","323.25813","1.78840833333333","2.08840833333333","8216"
"","PG(17:2_18:0)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:2_18:0)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:2_18:0)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:2_18:0)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:2_18:0)+NH4",0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PG(17:2_18:0)+NH4","778.55936","589.519127","495.308186","477.261286","249.22135","267.26825","323.25813","341.30503","8.01333333333333","8.31333333333333","14247"
"","PG(17:2_20:2)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:2_20:2)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:2_20:2)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:2_20:2)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:2_20:2)+NH4",0,0,0,0,0,0,0,0,"7.225625","7.525625","9320","","PG(17:2_20:2)+NH4","802.55936","613.519127","519.308186","477.261286","249.22135","291.26825","323.25813","365.30503","7.225625","7.525625","9320"
"","PG(17:2_20:3)+NH4",1,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:2_20:3)+NH4",8.161917,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:2_20:3)+NH4",1,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:2_20:3)+NH4",48811.2,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:2_20:3)+NH4",800.5413,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PG(17:2_20:3)+NH4","800.54376","611.503527","517.292586","477.261286","249.22135","289.25265","323.25813","363.28943","8.01050416666666","8.31050416666666","2253"
"","PG(17:2_22:4)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:2_22:4)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:2_22:4)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:2_22:4)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:2_22:4)+NH4",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PG(17:2_22:4)+NH4","826.55936","637.519127","543.308186","477.261286","249.22135","315.26825","323.25813","389.30503","7.04686805555556","7.34686805555556","2224"
"","PG(17:2_22:6)+NH4",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PG(17:2_22:6)+NH4",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PG(17:2_22:6)+NH4",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PG(17:2_22:6)+NH4",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PG(17:2_22:6)+NH4",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PG(17:2_22:6)+NH4","822.52806","633.487827","539.276886","477.261286","249.22135","311.23695","323.25813","385.27373","4.98809583333333","5.28809583333333","13691"
"","PG(17:2_25:0)+NH4",0,0,0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PG(17:2_25:0)+NH4",0,0,0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PG(17:2_25:0)+NH4",0,0,0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PG(17:2_25:0)+NH4",0,0,0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PG(17:2_25:0)+NH4",0,0,0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PG(17:2_25:0)+NH4","876.66896","687.628727","593.417786","477.261286","249.22135","365.37785","323.25813","439.41463","4.10132638888889","4.40132638888889","3431"
"","PG(18:0_18:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(18:0_18:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(18:0_18:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(18:0_18:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(18:0_18:3)+NH4",0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PG(18:0_18:3)+NH4","790.55936","601.519127","489.261286","495.308186","267.26825","261.22135","341.30503","335.25813","3.00620416666667","3.30620416666667","4995"
"","PG(18:0_20:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(18:0_20:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(18:0_20:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(18:0_20:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(18:0_20:1)+NH4",0,0,0,0,0,0,0,0,"9.82033333333333","10.1203333333333","7206","","PG(18:0_20:1)+NH4","822.62196","633.581727","521.323886","495.308186","267.26825","293.28395","341.30503","367.32073","9.82033333333333","10.1203333333333","7206"
"","PG(18:0_20:3)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PG(18:0_20:3)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PG(18:0_20:3)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PG(18:0_20:3)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PG(18:0_20:3)+NH4",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PG(18:0_20:3)+NH4","818.59066","629.550427","517.292586","495.308186","267.26825","289.25265","341.30503","363.28943","4.10132083333333","4.40132083333333","3848"
"","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PG(18:0_20:4)+NH4","816.57496","627.534727","515.276886","495.308186","267.26825","287.23695","341.30503","361.27373","4.90198055555556","5.20198055555556","4929"
"","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:0_20:4)+NH4",0,0,0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PG(18:0_20:4)+NH4","816.57496","627.534727","515.276886","495.308186","267.26825","287.23695","341.30503","361.27373","5.10691818181818","5.40691818181818","10241"
"","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PG(18:0_20:5)+NH4","814.55936","625.519127","513.261286","495.308186","267.26825","285.22135","341.30503","359.25813","4.12318888888889","4.42318888888889","6221"
"","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PG(18:0_20:5)+NH4","814.55936","625.519127","513.261286","495.308186","267.26825","285.22135","341.30503","359.25813","3.10427638888889","3.40427638888889","8057"
"","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PG(18:0_20:5)+NH4","814.55936","625.519127","513.261286","495.308186","267.26825","285.22135","341.30503","359.25813","3.79138333333333","4.09138333333333","8066"
"","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PG(18:0_20:5)+NH4","814.55936","625.519127","513.261286","495.308186","267.26825","285.22135","341.30503","359.25813","3.39136944444444","3.69136944444444","8265"
"","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(18:0_20:5)+NH4",0,0,0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PG(18:0_20:5)+NH4","814.55936","625.519127","513.261286","495.308186","267.26825","285.22135","341.30503","359.25813","4.89157424242424","5.19157424242424","11928"
