"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","RT at Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Number of Scans","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Max Intensity","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Average m/z","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MG","[M+NH4]+","M-18+H","M-18","M-18+H-sn1","M-18-sn1","RT_min","RT_max","Comment"
"","MG(24:1)+NH4",0,0,0,0,0,"11.0425090909091","11.3425090909091","14808","","MG(24:1)+NH4",0,0,0,0,0,"11.0425090909091","11.3425090909091","14808","","MG(24:1)+NH4",0,0,0,0,0,"11.0425090909091","11.3425090909091","14808","","MG(24:1)+NH4",0,0,0,0,0,"11.0425090909091","11.3425090909091","14808","","MG(24:1)+NH4",0,0,0,0,0,"11.0425090909091","11.3425090909091","14808","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","11.0425090909091","11.3425090909091","14808"
"","MG(24:1)+NH4",0,0,0,0,0,"8.96827777777778","9.26827777777778","15647","","MG(24:1)+NH4",0,0,0,0,0,"8.96827777777778","9.26827777777778","15647","","MG(24:1)+NH4",0,0,0,0,0,"8.96827777777778","9.26827777777778","15647","","MG(24:1)+NH4",0,0,0,0,0,"8.96827777777778","9.26827777777778","15647","","MG(24:1)+NH4",0,0,0,0,0,"8.96827777777778","9.26827777777778","15647","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","8.96827777777778","9.26827777777778","15647"
"","MG(24:1)+NH4",0,0,0,0,0,"10.9819439393939","11.2819439393939","16871","","MG(24:1)+NH4",0,0,0,0,0,"10.9819439393939","11.2819439393939","16871","","MG(24:1)+NH4",0,0,0,0,0,"10.9819439393939","11.2819439393939","16871","","MG(24:1)+NH4",0,0,0,0,0,"10.9819439393939","11.2819439393939","16871","","MG(24:1)+NH4",0,0,0,0,0,"10.9819439393939","11.2819439393939","16871","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","10.9819439393939","11.2819439393939","16871"
"","MG(24:1)+NH4",0,0,0,0,0,"9.8940266666667","10.1940266666667","18127","","MG(24:1)+NH4",0,0,0,0,0,"9.8940266666667","10.1940266666667","18127","","MG(24:1)+NH4",0,0,0,0,0,"9.8940266666667","10.1940266666667","18127","","MG(24:1)+NH4",0,0,0,0,0,"9.8940266666667","10.1940266666667","18127","","MG(24:1)+NH4",0,0,0,0,0,"9.8940266666667","10.1940266666667","18127","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","9.8940266666667","10.1940266666667","18127"
"","MG(24:1)+NH4",0,0,0,0,0,"5.64387916666667","5.94387916666667","18173","","MG(24:1)+NH4",0,0,0,0,0,"5.64387916666667","5.94387916666667","18173","","MG(24:1)+NH4",0,0,0,0,0,"5.64387916666667","5.94387916666667","18173","","MG(24:1)+NH4",0,0,0,0,0,"5.64387916666667","5.94387916666667","18173","","MG(24:1)+NH4",0,0,0,0,0,"5.64387916666667","5.94387916666667","18173","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","5.64387916666667","5.94387916666667","18173"
"","MG(24:1)+NH4",0,0,0,0,0,"15.4428166666667","15.7428166666667","18432","","MG(24:1)+NH4",0,0,0,0,0,"15.4428166666667","15.7428166666667","18432","","MG(24:1)+NH4",0,0,0,0,0,"15.4428166666667","15.7428166666667","18432","","MG(24:1)+NH4",0,0,0,0,0,"15.4428166666667","15.7428166666667","18432","","MG(24:1)+NH4",0,0,0,0,0,"15.4428166666667","15.7428166666667","18432","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","15.4428166666667","15.7428166666667","18432"
"","MG(24:1)+NH4",0,0,0,0,0,"9.65950277777778","9.95950277777778","18551","","MG(24:1)+NH4",0,0,0,0,0,"9.65950277777778","9.95950277777778","18551","","MG(24:1)+NH4",0,0,0,0,0,"9.65950277777778","9.95950277777778","18551","","MG(24:1)+NH4",0,0,0,0,0,"9.65950277777778","9.95950277777778","18551","","MG(24:1)+NH4",0,0,0,0,0,"9.65950277777778","9.95950277777778","18551","","MG(24:1)+NH4","458.4203802","441.4176402","423.4070802","367.38064","349.37008","9.65950277777778","9.95950277777778","18551"
"","MG(24:4)+NH4",0,0,0,0,0,"3.12488611111111","3.42488611111111","7486","","MG(24:4)+NH4",0,0,0,0,0,"3.12488611111111","3.42488611111111","7486","","MG(24:4)+NH4",0,0,0,0,0,"3.12488611111111","3.42488611111111","7486","","MG(24:4)+NH4",0,0,0,0,0,"3.12488611111111","3.42488611111111","7486","","MG(24:4)+NH4",0,0,0,0,0,"3.12488611111111","3.42488611111111","7486","","MG(24:4)+NH4","452.37343","435.37069","417.36013","361.33372","343.32316","3.12488611111111","3.42488611111111","7486"
"","MG(24:4)+NH4",0,0,0,0,0,"0.88946805555556","1.18946805555556","9651","","MG(24:4)+NH4",0,0,0,0,0,"0.88946805555556","1.18946805555556","9651","","MG(24:4)+NH4",0,0,0,0,0,"0.88946805555556","1.18946805555556","9651","","MG(24:4)+NH4",0,0,0,0,0,"0.88946805555556","1.18946805555556","9651","","MG(24:4)+NH4",0,0,0,0,0,"0.88946805555556","1.18946805555556","9651","","MG(24:4)+NH4","452.37343","435.37069","417.36013","361.33372","343.32316","0.88946805555556","1.18946805555556","9651"
"","MG(24:4)+NH4",0,0,0,0,0,"1.16952916666667","1.46952916666667","17711","","MG(24:4)+NH4",0,0,0,0,0,"1.16952916666667","1.46952916666667","17711","","MG(24:4)+NH4",0,0,0,0,0,"1.16952916666667","1.46952916666667","17711","","MG(24:4)+NH4",0,0,0,0,0,"1.16952916666667","1.46952916666667","17711","","MG(24:4)+NH4",0,0,0,0,0,"1.16952916666667","1.46952916666667","17711","","MG(24:4)+NH4","452.37343","435.37069","417.36013","361.33372","343.32316","1.16952916666667","1.46952916666667","17711"
"","MG(26:1)+NH4",0,0,0,0,0,"1.72686805555556","2.02686805555556","8393","","MG(26:1)+NH4",0,0,0,0,0,"1.72686805555556","2.02686805555556","8393","","MG(26:1)+NH4",0,0,0,0,0,"1.72686805555556","2.02686805555556","8393","","MG(26:1)+NH4",0,0,0,0,0,"1.72686805555556","2.02686805555556","8393","","MG(26:1)+NH4",0,0,0,0,0,"1.72686805555556","2.02686805555556","8393","","MG(26:1)+NH4","486.4516803","469.4489403","451.4383803","395.41192","377.40136","1.72686805555556","2.02686805555556","8393"
"","MG(26:2)+NH4",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","MG(26:2)+NH4",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","MG(26:2)+NH4",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","MG(26:2)+NH4",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","MG(26:2)+NH4",0,0,0,0,0,"2.49815555555556","2.79815555555556","6325","","MG(26:2)+NH4","484.4360302","467.4332902","449.4227302","393.39628","375.38572","2.49815555555556","2.79815555555556","6325"
"","MG(26:2)+NH4",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","MG(26:2)+NH4",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","MG(26:2)+NH4",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","MG(26:2)+NH4",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","MG(26:2)+NH4",0,0,0,0,0,"6.88092916666667","7.18092916666667","9871","","MG(26:2)+NH4","484.4360302","467.4332902","449.4227302","393.39628","375.38572","6.88092916666667","7.18092916666667","9871"
