"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Number of Scans","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Max Intensity","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Average m/z","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+H]+","FA1_NL_OH","FA2_NL_OH","exp_1","exp_2","exp_3","RT_min","RT_max","Comment"
"","PG(14:1_24:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:1_24:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:1_24:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:1_24:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:1_24:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(14:1_24:0)+H","805.59541","283.2268","425.3989","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(14:1_25:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(14:1_25:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(14:1_25:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(14:1_25:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(14:1_25:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(14:1_25:0)+H","819.61111","283.2268","439.4146","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(15:0_16:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:0_16:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:0_16:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:0_16:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:0_16:1)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:0_16:1)+H","707.48591","299.2581","311.2581","71.0856","95.0855","123.1168","8.81582083333333","9.11582083333333","8562"
"","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(15:0_19:0)+H","751.54851","299.2581","355.3207","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(15:0_19:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(15:0_19:0)+H","751.54851","299.2581","355.3207","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(15:0_20:0)+H","765.56411","299.2581","369.3363","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(15:0_20:0)+H","765.56411","299.2581","369.3363","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(15:0_20:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(15:0_20:0)+H","765.56411","299.2581","369.3363","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(15:0_20:5)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(15:0_20:5)+H",0,0,0,4.06574,4.06574,4.06574,"3.91648472222222","4.21648472222222","1193","","PG(15:0_20:5)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(15:0_20:5)+H",0,0,0,9595.207,10475,5904.778,"3.91648472222222","4.21648472222222","1193","","PG(15:0_20:5)+H",0,0,0,71.0857,95.08569,123.117,"3.91648472222222","4.21648472222222","1193","","PG(15:0_20:5)+H","755.48591","299.2581","359.2581","71.0856","95.0855","123.1168","3.91648472222222","4.21648472222222","1193"
"","PG(15:0_21:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(15:0_21:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(15:0_21:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(15:0_21:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(15:0_21:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(15:0_21:0)+H","779.57981","299.2581","383.352","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(15:0_21:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(15:0_21:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(15:0_21:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(15:0_21:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(15:0_21:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(15:0_21:0)+H","779.57981","299.2581","383.352","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(15:0_22:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(15:0_22:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(15:0_22:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(15:0_22:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(15:0_22:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(15:0_22:0)+H","793.59541","299.2581","397.3676","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(15:0_24:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(15:0_24:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(15:0_24:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(15:0_24:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(15:0_24:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(15:0_24:0)+H","821.62671","299.2581","425.3989","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(15:0_24:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:0_24:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:0_24:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:0_24:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:0_24:1)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:0_24:1)+H","819.61111","299.2581","423.3833","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(15:0_25:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(15:0_25:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(15:0_25:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(15:0_25:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(15:0_25:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(15:0_25:0)+H","835.64241","299.2581","439.4146","71.0856","95.0855","123.1168","8.26530416666667","8.56530416666667","12556"
"","PG(15:0_26:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(15:0_26:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(15:0_26:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(15:0_26:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(15:0_26:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(15:0_26:0)+H","849.65801","299.2581","453.4302","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(15:1_16:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:1_16:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:1_16:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:1_16:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:1_16:0)+H",0,0,0,0,0,0,"8.81582083333333","9.11582083333333","8562","","PG(15:1_16:0)+H","707.48581","297.2424","313.2737","71.0856","95.0855","123.1168","8.81582083333333","9.11582083333333","8562"
"","PG(15:1_19:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(15:1_19:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(15:1_19:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(15:1_19:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(15:1_19:0)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(15:1_19:0)+H","749.53281","297.2424","355.3207","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(15:1_20:4)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(15:1_20:4)+H",0,0,0,4.06574,4.06574,4.06574,"3.91648472222222","4.21648472222222","1193","","PG(15:1_20:4)+H",0,0,0,1,1,1,"3.91648472222222","4.21648472222222","1193","","PG(15:1_20:4)+H",0,0,0,9595.207,10475,5904.778,"3.91648472222222","4.21648472222222","1193","","PG(15:1_20:4)+H",0,0,0,71.0857,95.08569,123.117,"3.91648472222222","4.21648472222222","1193","","PG(15:1_20:4)+H","755.48581","297.2424","361.2737","71.0856","95.0855","123.1168","3.91648472222222","4.21648472222222","1193"
"","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(15:1_21:0)+H","777.56411","297.2424","383.352","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(15:1_21:0)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(15:1_21:0)+H","777.56411","297.2424","383.352","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(15:1_23:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(15:1_23:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(15:1_23:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(15:1_23:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(15:1_23:0)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(15:1_23:0)+H","805.59541","297.2424","411.3833","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(15:1_24:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:1_24:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:1_24:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:1_24:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:1_24:0)+H",0,0,0,0,0,0,"6.77162083333333","7.07162083333333","1104","","PG(15:1_24:0)+H","819.61101","297.2424","425.3989","71.0856","95.0855","123.1168","6.77162083333333","7.07162083333333","1104"
"","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","9101","","PG(16:0_18:0)+H","751.54841","313.2737","341.305","71.0856","95.0855","123.1168","7.82195138888889","8.12195138888889","9101"
"","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(16:0_18:0)+H",0,0,0,0,0,0,"7.39776388888889","7.69776388888889","17810","","PG(16:0_18:0)+H","751.54841","313.2737","341.305","71.0856","95.0855","123.1168","7.39776388888889","7.69776388888889","17810"
"","PG(16:0_18:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:0_18:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:0_18:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:0_18:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:0_18:1)+H",0,0,0,0,0,0,"6.12882638888889","6.42882638888889","17858","","PG(16:0_18:1)+H","749.53281","313.2737","339.2894","71.0856","95.0855","123.1168","6.12882638888889","6.42882638888889","17858"
"","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.769355","6.069355","15222","","PG(16:0_19:0)+H","765.56411","313.2737","355.3207","71.0856","95.0855","123.1168","5.769355","6.069355","15222"
"","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.30083181818182","5.60083181818182","18052","","PG(16:0_19:0)+H","765.56411","313.2737","355.3207","71.0856","95.0855","123.1168","5.30083181818182","5.60083181818182","18052"
"","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(16:0_19:0)+H",0,0,0,0,0,0,"5.0812375","5.3812375","18081","","PG(16:0_19:0)+H","765.56411","313.2737","355.3207","71.0856","95.0855","123.1168","5.0812375","5.3812375","18081"
"","PG(16:0_20:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(16:0_20:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(16:0_20:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(16:0_20:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(16:0_20:0)+H",0,0,0,0,0,0,"8.55994305555556","8.85994305555556","17853","","PG(16:0_20:0)+H","779.57971","313.2737","369.3363","71.0856","95.0855","123.1168","8.55994305555556","8.85994305555556","17853"
"","PG(16:0_20:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(16:0_20:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(16:0_20:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(16:0_20:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(16:0_20:0)+H",0,0,0,0,0,0,"5.92046388888889","6.22046388888889","17956","","PG(16:0_20:0)+H","779.57971","313.2737","369.3363","71.0856","95.0855","123.1168","5.92046388888889","6.22046388888889","17956"
"","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.70189027777778","6.00189027777778","11085","","PG(16:0_20:1)+H","777.56411","313.2737","367.3207","71.0856","95.0855","123.1168","5.70189027777778","6.00189027777778","11085"
"","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:0_20:1)+H",0,0,0,0,0,0,"5.3728196969697","5.6728196969697","18005","","PG(16:0_20:1)+H","777.56411","313.2737","367.3207","71.0856","95.0855","123.1168","5.3728196969697","5.6728196969697","18005"
"","PG(16:0_20:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:0_20:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:0_20:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:0_20:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:0_20:2)+H",0,0,0,0,0,0,"8.15289166666667","8.45289166666667","18362","","PG(16:0_20:2)+H","775.54841","313.2737","365.305","71.0856","95.0855","123.1168","8.15289166666667","8.45289166666667","18362"
"","PG(16:0_20:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:0_20:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:0_20:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:0_20:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:0_20:3)+H",0,0,0,0,0,0,"7.81658194444445","8.11658194444445","1422","","PG(16:0_20:3)+H","773.53281","313.2737","363.2894","71.0856","95.0855","123.1168","7.81658194444445","8.11658194444445","1422"
"","PG(16:0_20:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:0_20:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:0_20:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:0_20:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:0_20:5)+H",0,0,0,0,0,0,"4.39189444444444","4.69189444444444","3722","","PG(16:0_20:5)+H","769.50151","313.2737","359.2581","71.0856","95.0855","123.1168","4.39189444444444","4.69189444444444","3722"
"","PG(16:0_20:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:0_20:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:0_20:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:0_20:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:0_20:5)+H",0,0,0,0,0,0,"5.08792083333333","5.38792083333333","11087","","PG(16:0_20:5)+H","769.50151","313.2737","359.2581","71.0856","95.0855","123.1168","5.08792083333333","5.38792083333333","11087"
"","PG(16:0_21:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(16:0_21:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(16:0_21:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(16:0_21:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(16:0_21:0)+H",0,0,0,0,0,0,"7.11634583333333","7.41634583333333","14246","","PG(16:0_21:0)+H","793.59541","313.2737","383.352","71.0856","95.0855","123.1168","7.11634583333333","7.41634583333333","14246"
"","PG(16:0_22:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:0_22:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:0_22:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:0_22:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:0_22:1)+H",0,0,0,0,0,0,"8.92285","9.22285","17290","","PG(16:0_22:1)+H","805.59541","313.2737","395.352","71.0856","95.0855","123.1168","8.92285","9.22285","17290"
"","PG(16:0_23:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(16:0_23:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(16:0_23:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(16:0_23:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(16:0_23:0)+H",0,0,0,0,0,0,"7.31404259259259","7.61404259259259","14274","","PG(16:0_23:0)+H","821.62671","313.2737","411.3833","71.0856","95.0855","123.1168","7.31404259259259","7.61404259259259","14274"
"","PG(16:0_24:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(16:0_24:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(16:0_24:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(16:0_24:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(16:0_24:0)+H",0,0,0,0,0,0,"8.26530416666667","8.56530416666667","12556","","PG(16:0_24:0)+H","835.64231","313.2737","425.3989","71.0856","95.0855","123.1168","8.26530416666667","8.56530416666667","12556"
"","PG(16:0_25:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(16:0_25:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(16:0_25:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(16:0_25:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(16:0_25:0)+H",0,0,0,0,0,0,"7.873475","8.173475","18751","","PG(16:0_25:0)+H","849.65801","313.2737","439.4146","71.0856","95.0855","123.1168","7.873475","8.173475","18751"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7076621212121","12.0076621212121","8052","","PG(16:0_26:0)+H","863.67361","313.2737","453.4302","71.0856","95.0855","123.1168","11.7076621212121","12.0076621212121","8052"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.7227763888889","12.0227763888889","10574","","PG(16:0_26:0)+H","863.67361","313.2737","453.4302","71.0856","95.0855","123.1168","11.7227763888889","12.0227763888889","10574"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H",0,0,0,0,0,0,"10.6739233333333","10.9739233333333","14210","","PG(16:0_26:0)+H","863.67361","313.2737","453.4302","71.0856","95.0855","123.1168","10.6739233333333","10.9739233333333","14210"
"","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H",0,0,0,0,0,0,"11.78905","12.08905","18971","","PG(16:0_26:0)+H","863.67361","313.2737","453.4302","71.0856","95.0855","123.1168","11.78905","12.08905","18971"
