"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmanyl-PE(O-18:0/20:2)+H","758.60585","617.58674","327.32579","291.26825","365.30503","142.02639","8.17757222222222","8.47757222222222","1725"
"","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmanyl-PE(O-18:0/20:2)+H","758.60585","617.58674","327.32579","291.26825","365.30503","142.02639","10.1578666666667","10.4578666666667","4902"
"","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmanyl-PE(O-18:0/20:2)+H","758.60585","617.58674","327.32579","291.26825","365.30503","142.02639","8.19072638888889","8.49072638888889","12721"
"","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-18:0/20:2)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmanyl-PE(O-18:0/20:2)+H","758.60585","617.58674","327.32579","291.26825","365.30503","142.02639","9.53611515151515","9.83611515151515","19054"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","7.25920555555556","7.55920555555556","867"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","7.47061527777778","7.77061527777778","995"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","9.40040694444444","9.70040694444444","2016"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","6.79742638888889","7.09742638888889","3696"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","7.67833166666667","7.97833166666667","4652"
"","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-18:0/20:3)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmanyl-PE(O-18:0/20:3)+H","756.59025","615.57114","327.32579","289.25265","363.28943","142.02639","9.17981527777778","9.47981527777778","14648"
"","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","8.33139583333333","8.63139583333333","1154"
"","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","8.61771805555556","8.91771805555556","1393"
"","Plasmanyl-PE(O-18:0/20:4)+H",1,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-18:0/20:4)+H",6.429213,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-18:0/20:4)+H",2,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-18:0/20:4)+H",112130.4,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-18:0/20:4)+H",754.57455,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","6.26818194444444","6.56818194444444","1497"
"","Plasmanyl-PE(O-18:0/20:4)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-18:0/20:4)+H",6.297675,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-18:0/20:4)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-18:0/20:4)+H",5796.112,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-18:0/20:4)+H",754.574,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","6.05889861111111","6.35889861111111","3467"
"","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","6.57930416666667","6.87930416666667","11614"
"","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-18:0/20:4)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmanyl-PE(O-18:0/20:4)+H","754.57455","613.55544","327.32579","287.23695","361.27373","142.02639","8.95635454545455","9.25635454545455","12277"
"","Plasmanyl-PE(O-18:0/20:5)+H",1,1,0,1,0,0,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-18:0/20:5)+H",8.366587,8.366587,0,8.249531,0,8.366587,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-18:0/20:5)+H",2,2,0,2,0,2,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-18:0/20:5)+H",37478.58,150119.7,0,14008.72,0,978.3755,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-18:0/20:5)+H",752.55995,611.54055,0,285.22135,0,142.02655,"8.14505972222222","8.44505972222222","180","","Plasmanyl-PE(O-18:0/20:5)+H","752.55895","611.53984","327.32579","285.22135","359.25813","142.02639","8.14505972222222","8.44505972222222","180"
"","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmanyl-PE(O-18:0/20:5)+H","752.55895","611.53984","327.32579","285.22135","359.25813","142.02639","7.48613888888889","7.78613888888889","2237"
"","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmanyl-PE(O-18:0/20:5)+H","752.55895","611.53984","327.32579","285.22135","359.25813","142.02639","5.83084027777778","6.13084027777778","2778"
"","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmanyl-PE(O-18:0/20:5)+H","752.55895","611.53984","327.32579","285.22135","359.25813","142.02639","5.39954305555556","5.69954305555556","5763"
"","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-18:0/20:5)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmanyl-PE(O-18:0/20:5)+H","752.55895","611.53984","327.32579","285.22135","359.25813","142.02639","7.82195138888889","8.12195138888889","15123"
"","Plasmanyl-PE(O-18:0/21:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-18:0/21:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-18:0/21:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-18:0/21:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-18:0/21:0)+H",0,0,0,0,0,0,"9.9983611111111","10.2983611111111","2333","","Plasmanyl-PE(O-18:0/21:0)+H","776.65285","635.63374","327.32579","309.31525","383.35203","142.02639","9.9983611111111","10.2983611111111","2333"
"","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.95994583333333","8.25994583333333","2327","","Plasmanyl-PE(O-18:0/22:3)+H","784.62155","643.60244","327.32579","317.28395","391.32073","142.02639","7.95994583333333","8.25994583333333","2327"
"","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"10.3386090909091","10.6386090909091","4339","","Plasmanyl-PE(O-18:0/22:3)+H","784.62155","643.60244","327.32579","317.28395","391.32073","142.02639","10.3386090909091","10.6386090909091","4339"
"","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59374027777778","8.89374027777778","6778","","Plasmanyl-PE(O-18:0/22:3)+H","784.62155","643.60244","327.32579","317.28395","391.32073","142.02639","8.59374027777778","8.89374027777778","6778"
"","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmanyl-PE(O-18:0/22:3)+H","784.62155","643.60244","327.32579","317.28395","391.32073","142.02639","7.76123055555556","8.06123055555556","15249"
"","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PE(O-18:0/22:3)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmanyl-PE(O-18:0/22:3)+H","784.62155","643.60244","327.32579","317.28395","391.32073","142.02639","8.59113472222222","8.89113472222222","17449"
"","Plasmanyl-PE(O-18:0/22:4)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmanyl-PE(O-18:0/22:4)+H",7.647951,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmanyl-PE(O-18:0/22:4)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmanyl-PE(O-18:0/22:4)+H",371785.1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmanyl-PE(O-18:0/22:4)+H",782.6067,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmanyl-PE(O-18:0/22:4)+H","782.60585","641.58674","327.32579","315.26825","389.30503","142.02639","7.47061527777778","7.77061527777778","637"
"","Plasmanyl-PE(O-18:0/22:4)+H",1,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmanyl-PE(O-18:0/22:4)+H",7.434839,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmanyl-PE(O-18:0/22:4)+H",1,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmanyl-PE(O-18:0/22:4)+H",168510.5,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmanyl-PE(O-18:0/22:4)+H",782.6047,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmanyl-PE(O-18:0/22:4)+H","782.60585","641.58674","327.32579","315.26825","389.30503","142.02639","7.24894027777778","7.54894027777778","951"
"","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmanyl-PE(O-18:0/22:4)+H","782.60585","641.58674","327.32579","315.26825","389.30503","142.02639","7.75342361111111","8.05342361111111","2454"
"","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmanyl-PE(O-18:0/22:4)+H","782.60585","641.58674","327.32579","315.26825","389.30503","142.02639","9.36107222222222","9.66107222222222","4570"
"","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmanyl-PE(O-18:0/22:4)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmanyl-PE(O-18:0/22:4)+H","782.60585","641.58674","327.32579","315.26825","389.30503","142.02639","9.62237222222222","9.92237222222222","4769"
"","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmanyl-PE(O-18:0/22:5)+H","780.59025","639.57114","327.32579","313.25265","387.28943","142.02639","9.19609027777778","9.49609027777778","1391"
"","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmanyl-PE(O-18:0/22:5)+H","780.59025","639.57114","327.32579","313.25265","387.28943","142.02639","8.33962638888889","8.63962638888889","2384"
"","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmanyl-PE(O-18:0/22:5)+H","780.59025","639.57114","327.32579","313.25265","387.28943","142.02639","8.91084861111111","9.21084861111111","2494"
"","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmanyl-PE(O-18:0/22:5)+H","780.59025","639.57114","327.32579","313.25265","387.28943","142.02639","15.1716818181818","15.4716818181818","5262"
"","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmanyl-PE(O-18:0/22:5)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmanyl-PE(O-18:0/22:5)+H","780.59025","639.57114","327.32579","313.25265","387.28943","142.02639","6.64121666666667","6.94121666666667","9452"
