"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"7.76123055555556","8.06123055555556","15249","","Plasmenyl-PE(P-20:0/20:2)+H","784.62146","643.60235","353.3414","291.26825","365.30503","142.02639","7.76123055555556","8.06123055555556","15249"
"","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(P-20:0/20:2)+H",0,0,0,0,0,0,"8.59113472222222","8.89113472222222","17449","","Plasmenyl-PE(P-20:0/20:2)+H","784.62146","643.60235","353.3414","291.26825","365.30503","142.02639","8.59113472222222","8.89113472222222","17449"
"","Plasmenyl-PE(P-20:0/20:3)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(P-20:0/20:3)+H",7.647951,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(P-20:0/20:3)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(P-20:0/20:3)+H",371785.1,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(P-20:0/20:3)+H",782.6067,0,0,0,0,0,"7.47061527777778","7.77061527777778","637","","Plasmenyl-PE(P-20:0/20:3)+H","782.60586","641.58675","353.3414","289.25265","363.28943","142.02639","7.47061527777778","7.77061527777778","637"
"","Plasmenyl-PE(P-20:0/20:3)+H",1,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(P-20:0/20:3)+H",7.434839,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(P-20:0/20:3)+H",1,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(P-20:0/20:3)+H",168510.5,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(P-20:0/20:3)+H",782.6047,0,0,0,0,0,"7.24894027777778","7.54894027777778","951","","Plasmenyl-PE(P-20:0/20:3)+H","782.60586","641.58675","353.3414","289.25265","363.28943","142.02639","7.24894027777778","7.54894027777778","951"
"","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"7.75342361111111","8.05342361111111","2454","","Plasmenyl-PE(P-20:0/20:3)+H","782.60586","641.58675","353.3414","289.25265","363.28943","142.02639","7.75342361111111","8.05342361111111","2454"
"","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.36107222222222","9.66107222222222","4570","","Plasmenyl-PE(P-20:0/20:3)+H","782.60586","641.58675","353.3414","289.25265","363.28943","142.02639","9.36107222222222","9.66107222222222","4570"
"","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(P-20:0/20:3)+H",0,0,0,0,0,0,"9.62237222222222","9.92237222222222","4769","","Plasmenyl-PE(P-20:0/20:3)+H","782.60586","641.58675","353.3414","289.25265","363.28943","142.02639","9.62237222222222","9.92237222222222","4769"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"9.19609027777778","9.49609027777778","1391","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","9.19609027777778","9.49609027777778","1391"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.33962638888889","8.63962638888889","2384","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","8.33962638888889","8.63962638888889","2384"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.91084861111111","9.21084861111111","2494","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","8.91084861111111","9.21084861111111","2494"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","15.1716818181818","15.4716818181818","5262"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64121666666667","6.94121666666667","9452","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","6.64121666666667","6.94121666666667","9452"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.73516111111111","9.03516111111111","9856","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","8.73516111111111","9.03516111111111","9856"
"","Plasmenyl-PE(P-20:0/20:4)+H",1,0,0,0,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(P-20:0/20:4)+H",6.484857,0,0,0,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(P-20:0/20:4)+H",1,0,0,0,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(P-20:0/20:4)+H",44640.94,0,0,0,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(P-20:0/20:4)+H",780.589,0,0,0,0,0,"6.31226527777778","6.61226527777778","11408","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","6.31226527777778","6.61226527777778","11408"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"6.64087222222222","6.94087222222222","13006","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","6.64087222222222","6.94087222222222","13006"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.5624625","8.8624625","16089","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","8.5624625","8.8624625","16089"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"7.43086363636364","7.73086363636364","17238","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","7.43086363636364","7.73086363636364","17238"
"","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(P-20:0/20:4)+H",0,0,0,0,0,0,"8.88868055555555","9.18868055555555","17957","","Plasmenyl-PE(P-20:0/20:4)+H","780.59016","639.57105","353.3414","287.23695","361.27373","142.02639","8.88868055555555","9.18868055555555","17957"
"","Plasmenyl-PE(P-20:0/20:5)+H",1,1,0,0,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(P-20:0/20:5)+H",8.321677,8.321677,0,8.321677,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(P-20:0/20:5)+H",1,1,0,1,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(P-20:0/20:5)+H",14572.78,56345.52,0,664.0593,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(P-20:0/20:5)+H",778.5746,637.556,0,285.2211,0,0,"8.16670972222222","8.46670972222222","894","","Plasmenyl-PE(P-20:0/20:5)+H","778.57456","637.55545","353.3414","285.22135","359.25813","142.02639","8.16670972222222","8.46670972222222","894"
"","Plasmenyl-PE(P-20:0/20:5)+H",0,0,0,0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(P-20:0/20:5)+H",0,0,0,0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(P-20:0/20:5)+H",0,0,0,0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(P-20:0/20:5)+H",0,0,0,0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(P-20:0/20:5)+H",0,0,0,0,0,0,"8.55210833333333","8.85210833333333","9249","","Plasmenyl-PE(P-20:0/20:5)+H","778.57456","637.55545","353.3414","285.22135","359.25813","142.02639","8.55210833333333","8.85210833333333","9249"
"","Plasmenyl-PE(P-20:0/22:2)+H",0,0,0,0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(P-20:0/22:2)+H",0,0,0,0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(P-20:0/22:2)+H",0,0,0,0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(P-20:0/22:2)+H",0,0,0,0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(P-20:0/22:2)+H",0,0,0,0,0,0,"11.1325893939394","11.4325893939394","2410","","Plasmenyl-PE(P-20:0/22:2)+H","812.65276","671.63365","353.3414","319.29955","393.33633","142.02639","11.1325893939394","11.4325893939394","2410"
"","Plasmenyl-PE(P-20:0/22:3)+H",1,0,0,0,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(P-20:0/22:3)+H",8.56509,0,0,0,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(P-20:0/22:3)+H",1,0,0,0,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(P-20:0/22:3)+H",19844.93,0,0,0,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(P-20:0/22:3)+H",810.6361,0,0,0,0,0,"8.2895125","8.5895125","2354","","Plasmenyl-PE(P-20:0/22:3)+H","810.63716","669.61805","353.3414","317.28395","391.32073","142.02639","8.2895125","8.5895125","2354"
"","Plasmenyl-PE(P-20:0/22:3)+H",1,0,0,0,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(P-20:0/22:3)+H",8.25991,0,0,0,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(P-20:0/22:3)+H",1,0,0,0,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(P-20:0/22:3)+H",13074.07,0,0,0,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(P-20:0/22:3)+H",810.6372,0,0,0,0,0,"8.09693125","8.39693125","9528","","Plasmenyl-PE(P-20:0/22:3)+H","810.63716","669.61805","353.3414","317.28395","391.32073","142.02639","8.09693125","8.39693125","9528"
"","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.88973472222222","8.18973472222222","2655","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","7.88973472222222","8.18973472222222","2655"
"","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"8.11170833333333","8.41170833333333","3544","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","8.11170833333333","8.41170833333333","3544"
"","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"7.27207083333333","7.57207083333333","3903","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","7.27207083333333","7.57207083333333","3903"
"","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"10.1508633333333","10.4508633333333","4129","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","10.1508633333333","10.4508633333333","4129"
"","Plasmenyl-PE(P-20:0/22:4)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(P-20:0/22:4)+H",7.673939,0,0,0,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(P-20:0/22:4)+H",1,0,0,0,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(P-20:0/22:4)+H",35977.86,0,0,0,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(P-20:0/22:4)+H",808.6186,0,0,0,0,0,"7.47061527777778","7.77061527777778","11331","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","7.47061527777778","7.77061527777778","11331"
"","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(P-20:0/22:4)+H",0,0,0,0,0,0,"9.43954696969697","9.73954696969697","14995","","Plasmenyl-PE(P-20:0/22:4)+H","808.62146","667.60235","353.3414","315.26825","389.30503","142.02639","9.43954696969697","9.73954696969697","14995"
"","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"7.10855","7.40855","1461","","Plasmenyl-PE(P-20:0/22:5)+H","806.60586","665.58675","353.3414","313.25265","387.28943","142.02639","7.10855","7.40855","1461"
"","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"9.1481125","9.4481125","3713","","Plasmenyl-PE(P-20:0/22:5)+H","806.60586","665.58675","353.3414","313.25265","387.28943","142.02639","9.1481125","9.4481125","3713"
"","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"8.51436111111111","8.81436111111111","6156","","Plasmenyl-PE(P-20:0/22:5)+H","806.60586","665.58675","353.3414","313.25265","387.28943","142.02639","8.51436111111111","8.81436111111111","6156"
"","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(P-20:0/22:5)+H",0,0,0,0,0,0,"6.91240277777778","7.21240277777778","14299","","Plasmenyl-PE(P-20:0/22:5)+H","806.60586","665.58675","353.3414","313.25265","387.28943","142.02639","6.91240277777778","7.21240277777778","14299"
"","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.71417222222222","7.01417222222222","2280","","Plasmenyl-PE(P-20:0/22:6)+H","804.59016","663.57105","353.3414","311.23695","385.27373","142.02639","6.71417222222222","7.01417222222222","2280"
"","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","2531","","Plasmenyl-PE(P-20:0/22:6)+H","804.59016","663.57105","353.3414","311.23695","385.27373","142.02639","6.90980694444444","7.20980694444444","2531"
"","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.87981805555556","9.17981805555556","3570","","Plasmenyl-PE(P-20:0/22:6)+H","804.59016","663.57105","353.3414","311.23695","385.27373","142.02639","8.87981805555556","9.17981805555556","3570"
"","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(P-20:0/22:6)+H",0,0,0,0,0,0,"8.26337","8.56337","11965","","Plasmenyl-PE(P-20:0/22:6)+H","804.59016","663.57105","353.3414","311.23695","385.27373","142.02639","8.26337","8.56337","11965"
