"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PA(17:1_22:3)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:1_22:3)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:1_22:3)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:1_22:3)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:1_22:3)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:1_22:3)+H","739.5273","641.55039","391.32074","325.27374","251.23695","317.28395","5.71002361111111","6.01002361111111","358"
"","PA(17:1_23:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(17:1_23:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(17:1_23:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(17:1_23:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(17:1_23:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(17:1_23:0)+H","759.5899","661.61299","411.38334","325.27374","251.23695","337.34655","11.8773597222222","12.1773597222222","4216"
"","PA(17:1_25:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(17:1_25:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(17:1_25:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(17:1_25:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(17:1_25:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(17:1_25:0)+H","787.6212","689.64429","439.41464","325.27374","251.23695","365.37785","12.5862263888889","12.8862263888889","2975"
"","PA(17:2_18:2)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:2_18:2)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:2_18:2)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:2_18:2)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:2_18:2)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:2_18:2)+H","683.4647","585.48779","337.27374","323.25814","249.22135","263.23695","3.20071388888889","3.50071388888889","8534"
"","PA(17:2_20:2)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:2_20:2)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:2_20:2)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:2_20:2)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:2_20:2)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:2_20:2)+H","711.496","613.51909","365.30504","323.25814","249.22135","291.26825","4.49487916666667","4.79487916666667","8972"
"","PA(17:2_22:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:2_22:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:2_22:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:2_22:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:2_22:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:2_22:0)+H","743.5586","645.58169","397.36764","323.25814","249.22135","323.33085","8.23116805555555","8.53116805555555","15736"
"","PA(17:2_22:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:2_22:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:2_22:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:2_22:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:2_22:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:2_22:0)+H","743.5586","645.58169","397.36764","323.25814","249.22135","323.33085","9.26803333333333","9.56803333333333","18304"
"","PA(17:2_22:2)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:2_22:2)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:2_22:2)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:2_22:2)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:2_22:2)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:2_22:2)+H","739.5273","641.55039","393.33634","323.25814","249.22135","319.29955","5.71002361111111","6.01002361111111","358"
"","PA(17:2_23:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(17:2_23:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(17:2_23:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(17:2_23:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(17:2_23:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(17:2_23:0)+H","757.5743","659.59739","411.38334","323.25814","249.22135","337.34655","11.2052194444444","11.5052194444444","5081"
"","PA(17:2_25:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(17:2_25:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(17:2_25:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(17:2_25:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(17:2_25:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(17:2_25:0)+H","785.6056","687.62869","439.41464","323.25814","249.22135","365.37785","11.9665222222222","12.2665222222222","3510"
"","PA(18:0_18:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(18:0_18:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(18:0_18:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(18:0_18:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(18:0_18:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(18:0_18:0)+H","705.5429","607.56599","341.30504","341.30504","267.26825","267.26825","11.0434472222222","11.3434472222222","6077"
"","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(18:0_19:0)+H","719.5586","621.58169","355.32074","341.30504","267.26825","281.28395","9.66535277777778","9.96535277777778","6641"
"","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(18:0_19:0)+H","719.5586","621.58169","355.32074","341.30504","267.26825","281.28395","11.8500125","12.1500125","9999"
"","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(18:0_19:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(18:0_19:0)+H","719.5586","621.58169","355.32074","341.30504","267.26825","281.28395","9.29737083333333","9.59737083333333","12307"
"","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(18:0_19:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(18:0_19:0)+H","719.5586","621.58169","355.32074","341.30504","267.26825","281.28395","11.8585819444444","12.1585819444444","13335"
"","PA(18:0_20:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(18:0_20:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(18:0_20:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(18:0_20:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(18:0_20:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(18:0_20:0)+H","733.5742","635.59729","369.33634","341.30504","267.26825","295.29955","11.85265","12.15265","4803"
"","PA(18:0_20:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:0_20:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:0_20:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:0_20:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:0_20:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:0_20:1)+H","731.5586","633.58169","367.32074","341.30504","267.26825","293.28395","11.1076555555556","11.4076555555556","7671"
"","PA(18:0_20:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:0_20:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:0_20:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:0_20:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:0_20:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:0_20:1)+H","731.5586","633.58169","367.32074","341.30504","267.26825","293.28395","1.978","2.278","14993"
"","PA(18:0_20:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:0_20:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:0_20:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:0_20:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:0_20:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:0_20:4)+H","725.5116","627.53469","361.27374","341.30504","267.26825","287.23695","4.10845909090909","4.40845909090909","19195"
"","PA(18:0_22:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(18:0_22:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(18:0_22:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(18:0_22:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(18:0_22:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(18:0_22:0)+H","761.6055","663.62859","397.36764","341.30504","267.26825","323.33085","12.5812291666667","12.8812291666667","4100"
"","PA(18:0_22:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:0_22:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:0_22:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:0_22:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:0_22:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:0_22:1)+H","759.5899","661.61299","395.35204","341.30504","267.26825","321.31525","11.8773597222222","12.1773597222222","4216"
"","PA(18:0_22:2)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:0_22:2)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:0_22:2)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:0_22:2)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:0_22:2)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:0_22:2)+H","757.5742","659.59729","393.33634","341.30504","267.26825","319.29955","11.2052194444444","11.5052194444444","5081"
"","PA(18:0_24:1)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:0_24:1)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:0_24:1)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:0_24:1)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:0_24:1)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:0_24:1)+H","787.6212","689.64429","423.38334","341.30504","267.26825","349.34655","12.5862263888889","12.8862263888889","2975"
"","PA(18:0_25:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(18:0_25:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(18:0_25:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(18:0_25:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(18:0_25:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(18:0_25:0)+H","803.6525","705.67559","439.41464","341.30504","267.26825","365.37785","13.5672416666667","13.8672416666667","11334"
"","PA(18:1_20:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:1_20:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:1_20:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:1_20:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:1_20:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(18:1_20:0)+H","731.5586","633.58169","369.33634","339.28944","265.25265","295.29955","11.1076555555556","11.4076555555556","7671"
"","PA(18:1_20:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:1_20:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:1_20:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:1_20:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:1_20:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(18:1_20:0)+H","731.5586","633.58169","369.33634","339.28944","265.25265","295.29955","1.978","2.278","14993"
"","PA(18:1_20:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:1_20:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:1_20:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:1_20:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:1_20:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:1_20:3)+H","725.5117","627.53479","363.28944","339.28944","265.25265","289.25265","4.10845909090909","4.40845909090909","19195"
"","PA(18:1_21:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(18:1_21:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(18:1_21:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(18:1_21:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(18:1_21:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(18:1_21:0)+H","745.5743","647.59739","383.35204","339.28944","265.25265","309.31525","2.07204583333333","2.37204583333333","10650"
"","PA(18:1_22:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:1_22:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:1_22:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:1_22:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:1_22:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(18:1_22:0)+H","759.5899","661.61299","397.36764","339.28944","265.25265","323.33085","11.8773597222222","12.1773597222222","4216"
"","PA(18:1_22:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:1_22:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:1_22:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:1_22:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:1_22:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:1_22:1)+H","757.5743","659.59739","395.35204","339.28944","265.25265","321.31525","11.2052194444444","11.5052194444444","5081"
"","PA(18:1_24:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:1_24:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:1_24:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:1_24:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:1_24:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(18:1_24:0)+H","787.6212","689.64429","425.39894","339.28944","265.25265","351.36215","12.5862263888889","12.8862263888889","2975"
"","PA(18:1_24:1)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:1_24:1)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:1_24:1)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:1_24:1)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:1_24:1)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:1_24:1)+H","785.6056","687.62869","423.38334","339.28944","265.25265","349.34655","11.9665222222222","12.2665222222222","3510"
"","PA(18:1_26:0)+H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PA(18:1_26:0)+H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PA(18:1_26:0)+H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PA(18:1_26:0)+H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PA(18:1_26:0)+H",0,0,0,0,0,0,"13.2440986111111","13.5440986111111","2408","","PA(18:1_26:0)+H","815.6525","717.67559","453.43024","339.28944","265.25265","379.39345","13.2440986111111","13.5440986111111","2408"
"","PA(18:2_20:2)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:2_20:2)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:2_20:2)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:2_20:2)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:2_20:2)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:2_20:2)+H","725.5116","627.53469","365.30504","337.27374","263.23695","291.26825","4.10845909090909","4.40845909090909","19195"
"","PA(18:2_21:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(18:2_21:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(18:2_21:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(18:2_21:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(18:2_21:0)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(18:2_21:0)+H","743.5586","645.58169","383.35204","337.27374","263.23695","309.31525","8.23116805555555","8.53116805555555","15736"
"","PA(18:2_21:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(18:2_21:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(18:2_21:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(18:2_21:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(18:2_21:0)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(18:2_21:0)+H","743.5586","645.58169","383.35204","337.27374","263.23695","309.31525","9.26803333333333","9.56803333333333","18304"
"","PA(18:2_22:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:2_22:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:2_22:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:2_22:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:2_22:0)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(18:2_22:0)+H","757.5742","659.59729","397.36764","337.27374","263.23695","323.33085","11.2052194444444","11.5052194444444","5081"
"","PA(18:2_24:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:2_24:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:2_24:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:2_24:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:2_24:0)+H",0,0,0,0,0,0,"11.9665222222222","12.2665222222222","3510","","PA(18:2_24:0)+H","785.6055","687.62859","425.39894","337.27374","263.23695","351.36215","11.9665222222222","12.2665222222222","3510"
"","PA(18:2_26:0)+H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PA(18:2_26:0)+H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PA(18:2_26:0)+H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PA(18:2_26:0)+H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PA(18:2_26:0)+H",0,0,0,0,0,0,"12.6584708333333","12.9584708333333","2622","","PA(18:2_26:0)+H","813.6368","715.65989","453.43024","337.27374","263.23695","379.39345","12.6584708333333","12.9584708333333","2622"
"","PA(18:3_20:1)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:3_20:1)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:3_20:1)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:3_20:1)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:3_20:1)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:3_20:1)+H","725.5117","627.53479","367.32074","335.25814","261.22135","293.28395","4.10845909090909","4.40845909090909","19195"
"","PA(18:3_25:0)+H",0,0,0,0,0,0,"5.36304722222222","5.66304722222222","13844","","PA(18:3_25:0)+H",0,0,0,0,0,0,"5.36304722222222","5.66304722222222","13844","","PA(18:3_25:0)+H",0,0,0,0,0,0,"5.36304722222222","5.66304722222222","13844","","PA(18:3_25:0)+H",0,0,0,0,0,0,"5.36304722222222","5.66304722222222","13844","","PA(18:3_25:0)+H",0,0,0,0,0,0,"5.36304722222222","5.66304722222222","13844","","PA(18:3_25:0)+H","797.6056","699.62869","439.41464","335.25814","261.22135","365.37785","5.36304722222222","5.66304722222222","13844"
"","PA(18:3_26:0)+H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PA(18:3_26:0)+H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PA(18:3_26:0)+H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PA(18:3_26:0)+H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PA(18:3_26:0)+H",0,0,0,0,0,0,"12.0062194444444","12.3062194444444","4054","","PA(18:3_26:0)+H","811.6212","713.64429","453.43024","335.25814","261.22135","379.39345","12.0062194444444","12.3062194444444","4054"
"","PA(18:4_19:0)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(18:4_19:0)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(18:4_19:0)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(18:4_19:0)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(18:4_19:0)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(18:4_19:0)+H","711.496","613.51909","355.32074","333.24244","259.20565","281.28395","4.49487916666667","4.79487916666667","8972"
"","PA(18:4_20:0)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:4_20:0)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:4_20:0)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:4_20:0)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:4_20:0)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(18:4_20:0)+H","725.5116","627.53469","369.33634","333.24244","259.20565","295.29955","4.10845909090909","4.40845909090909","19195"
"","PA(18:4_21:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(18:4_21:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(18:4_21:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(18:4_21:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(18:4_21:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(18:4_21:0)+H","739.5273","641.55039","383.35204","333.24244","259.20565","309.31525","5.71002361111111","6.01002361111111","358"
