"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","10.6805013888889","10.9805013888889","9711"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","11.1458208333333","11.4458208333333","9728"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","12.6754166666667","12.9754166666667","11590"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","12.8422208333333","13.1422208333333","11607"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","10.6748111111111","10.9748111111111","11611"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","11.3180833333333","11.6180833333333","11702"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","12.0235638888889","12.3235638888889","13054"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","14.6558361111111","14.9558361111111","14380"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","15.0512375","15.3512375","14383"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","15.2008138888889","15.5008138888889","15998"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","10.2533763888889","10.5533763888889","16671"
"","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(20:4_15:1)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(20:4_15:1)+NH4-CO","752.5671","448.32702","512.3583","303.23171","239.20043","268.26363","332.29491","13.7648333333333","14.0648333333333","17906"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","13.1011986111111","13.4011986111111","13383"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","14.7114236111111","15.0114236111111","15355"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","9.76161666666667","10.0616166666667","16736"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","9.8756944444444","10.1756944444444","17365"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","11.9500777777778","12.2500777777778","17391"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"11.3031597222222","11.6031597222222","17410","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,11.58103,0,"11.3031597222222","11.6031597222222","17410","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"11.3031597222222","11.6031597222222","17410","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,39195.19,0,"11.3031597222222","11.6031597222222","17410","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,282.2796,0,"11.3031597222222","11.6031597222222","17410","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","11.3031597222222","11.6031597222222","17410"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","10.2665041666667","10.5665041666667","17419"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","10.5030472222222","10.8030472222222","17446"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","11.8282958333333","12.1282958333333","17458"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","12.2804736111111","12.5804736111111","18445"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"12.8151722222222","13.1151722222222","18465","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,12.81601,0,"12.8151722222222","13.1151722222222","18465","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"12.8151722222222","13.1151722222222","18465","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,10320.52,0,"12.8151722222222","13.1151722222222","18465","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,282.2795,0,"12.8151722222222","13.1151722222222","18465","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","12.8151722222222","13.1151722222222","18465"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"12.4692893939394","12.7692893939394","18860","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,12.70129,0,"12.4692893939394","12.7692893939394","18860","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,1,0,"12.4692893939394","12.7692893939394","18860","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,4373.59,0,"12.4692893939394","12.7692893939394","18860","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,282.2799,0,"12.4692893939394","12.7692893939394","18860","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","12.4692893939394","12.7692893939394","18860"
"","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(20:4_16:1)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(20:4_16:1)+NH4-CO","766.5827","462.34262","512.35826","303.23171","253.21607","282.27923","332.29487","9.2598625","9.5598625","18875"
"","MGDG(20:4_17:1)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(20:4_17:1)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(20:4_17:1)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(20:4_17:1)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(20:4_17:1)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(20:4_17:1)+NH4-CO","780.5984","476.35832","512.35832","303.23171","267.23171","296.29493","332.29493","15.1716818181818","15.4716818181818","5262"
"","MGDG(20:4_18:2)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:4_18:2)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:4_18:2)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:4_18:2)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:4_18:2)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(20:4_18:2)+NH4-CO","792.5984","488.35832","512.35832","303.23171","279.23171","308.29493","332.29493","9.17860454545455","9.47860454545455","19071"
"","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(20:4_21:0)+NH4-CO","838.67666","534.43658","512.35838","303.23171","325.30991","354.37319","332.29499","9.136365","9.436365","10832"
"","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(20:4_21:0)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(20:4_21:0)+NH4-CO","838.67666","534.43658","512.35838","303.23171","325.30991","354.37319","332.29499","9.00099305555556","9.30099305555556","13902"
"","MGDG(20:4_22:0)+NH4-CO",0,0,0,0,0,0,0,"10.6697560606061","10.9697560606061","12478","","MGDG(20:4_22:0)+NH4-CO",0,0,0,0,0,0,0,"10.6697560606061","10.9697560606061","12478","","MGDG(20:4_22:0)+NH4-CO",0,0,0,0,0,0,0,"10.6697560606061","10.9697560606061","12478","","MGDG(20:4_22:0)+NH4-CO",0,0,0,0,0,0,0,"10.6697560606061","10.9697560606061","12478","","MGDG(20:4_22:0)+NH4-CO",0,0,0,0,0,0,0,"10.6697560606061","10.9697560606061","12478","","MGDG(20:4_22:0)+NH4-CO","852.6923","548.45222","512.35838","303.23171","339.32555","368.38883","332.29499","10.6697560606061","10.9697560606061","12478"
"","MGDG(20:4_22:1)+NH4-CO",0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","MGDG(20:4_22:1)+NH4-CO",0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","MGDG(20:4_22:1)+NH4-CO",0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","MGDG(20:4_22:1)+NH4-CO",0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","MGDG(20:4_22:1)+NH4-CO",0,0,0,0,0,0,0,"10.4758722222222","10.7758722222222","5132","","MGDG(20:4_22:1)+NH4-CO","850.67666","546.43658","512.35838","303.23171","337.30991","366.37319","332.29499","10.4758722222222","10.7758722222222","5132"
"","MGDG(20:5_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(20:5_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(20:5_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(20:5_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(20:5_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(20:5_5:0)+NH4-CO","612.4106","310.18616","510.34256","301.21607","101.05967","130.12277","330.27917","0.464094444444444","0.764094444444444","10470"
"","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(20:5_10:0)+NH4-CO","682.48885","380.26441","510.34261","301.21607","171.13787","200.20102","330.27922","8.60180972222222","8.90180972222222","11813"
"","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.6428636363636","14.9428636363636","12147","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.6428636363636","14.9428636363636","12147","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.6428636363636","14.9428636363636","12147","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.6428636363636","14.9428636363636","12147","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.6428636363636","14.9428636363636","12147","","MGDG(20:5_10:0)+NH4-CO","682.48885","380.26441","510.34261","301.21607","171.13787","200.20102","330.27922","14.6428636363636","14.9428636363636","12147"
"","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(20:5_10:0)+NH4-CO","682.48885","380.26441","510.34261","301.21607","171.13787","200.20102","330.27922","12.5669541666667","12.8669541666667","12249"
"","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(20:5_10:0)+NH4-CO","682.48885","380.26441","510.34261","301.21607","171.13787","200.20102","330.27922","15.2129181818182","15.5129181818182","12324"
"","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.2122972222222","14.5122972222222","14473","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.2122972222222","14.5122972222222","14473","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.2122972222222","14.5122972222222","14473","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.2122972222222","14.5122972222222","14473","","MGDG(20:5_10:0)+NH4-CO",0,0,0,0,0,0,0,"14.2122972222222","14.5122972222222","14473","","MGDG(20:5_10:0)+NH4-CO","682.48885","380.26441","510.34261","301.21607","171.13787","200.20102","330.27922","14.2122972222222","14.5122972222222","14473"
