"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Number of Scans","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Average m/z","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment"
"","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:0_20:1)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","469.2689649","429.2376649","207.99872","7.04686805555556","7.34686805555556","2224"
"","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:0_20:1)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","469.2689649","429.2376649","207.99872","1.55908055555556","1.85908055555556","18812"
"","PS(17:0_20:3)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:0_20:3)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:0_20:3)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:0_20:3)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:0_20:3)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:0_20:3)+Na","822.5256249","735.4935949","724.5487249","539.5398049","615.5347549","465.2376649","429.2376649","207.99872","4.98809583333333","5.28809583333333","13691"
"","PS(17:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:0_20:4)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:0_20:4)+Na","820.5099249","733.4778949","722.5330249","537.5241049","613.5190549","463.2219649","429.2376649","207.99872","5.1377375","5.4377375","11246"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","5.47872777777778","5.77872777777778","5746"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","4.97432083333333","5.27432083333333","9287"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","5.68667916666667","5.98667916666667","10954"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","4.98549305555556","5.28549305555556","12814"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","4.71984242424242","5.01984242424242","13153"
"","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(17:0_21:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(17:0_21:0)+Na","842.5882249","755.5561949","744.6113249","559.6024049","635.5973549","485.3002649","429.2376649","207.99872","5.70359444444444","6.00359444444444","13926"
"","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:0_22:5)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","489.2376649","429.2376649","207.99872","5.27234242424242","5.57234242424242","10434"
"","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:0_22:5)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:0_22:5)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","489.2376649","429.2376649","207.99872","5.27234242424242","5.57234242424242","15493"
"","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:0_22:6)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","487.2219649","429.2376649","207.99872","4.96850277777778","5.26850277777778","3486"
"","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:0_22:6)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:0_22:6)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","487.2219649","429.2376649","207.99872","5.59221805555556","5.89221805555556","10244"
"","PS(17:1_18:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:1_18:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:1_18:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:1_18:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:1_18:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:1_18:2)+Na","794.4942249","707.4621949","696.5173249","511.5084049","587.5033549","439.2219649","427.2219649","207.99872","4.95417727272727","5.25417727272727","13576"
"","PS(17:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(17:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(17:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(17:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(17:1_19:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(17:1_19:0)+Na","812.5412249","725.5091949","714.5643249","529.5554049","605.5503549","457.2689649","427.2219649","207.99872","1.86782083333333","2.16782083333333","11159"
"","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(17:1_20:0)+Na","826.5568249","739.5247949","728.5799249","543.5710049","619.5659549","471.2845649","427.2219649","207.99872","7.04686805555556","7.34686805555556","2224"
"","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(17:1_20:0)+Na","826.5568249","739.5247949","728.5799249","543.5710049","619.5659549","471.2845649","427.2219649","207.99872","1.55908055555556","1.85908055555556","18812"
"","PS(17:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:1_20:2)+Na","822.5255249","735.4934949","724.5486249","539.5397049","615.5346549","467.2532649","427.2219649","207.99872","4.98809583333333","5.28809583333333","13691"
"","PS(17:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:1_20:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:1_20:3)+Na","820.5099249","733.4778949","722.5330249","537.5241049","613.5190549","465.2376649","427.2219649","207.99872","5.1377375","5.4377375","11246"
"","PS(17:1_21:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(17:1_21:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(17:1_21:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(17:1_21:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(17:1_21:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(17:1_21:0)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","485.3002649","427.2219649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:1_22:4)+Na","846.5255249","759.4934949","748.5486249","563.5397049","639.5346549","491.2532649","427.2219649","207.99872","5.27234242424242","5.57234242424242","10434"
"","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:1_22:4)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:1_22:4)+Na","846.5255249","759.4934949","748.5486249","563.5397049","639.5346549","491.2532649","427.2219649","207.99872","5.27234242424242","5.57234242424242","15493"
"","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:1_22:5)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","489.2376649","427.2219649","207.99872","4.96850277777778","5.26850277777778","3486"
"","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:1_22:5)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:1_22:5)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","489.2376649","427.2219649","207.99872","5.59221805555556","5.89221805555556","10244"
"","PS(17:2_18:1)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:2_18:1)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:2_18:1)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:2_18:1)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:2_18:1)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:2_18:1)+Na","794.4943249","707.4622949","696.5174249","511.5085049","587.5034549","441.2376649","425.2063649","207.99872","4.95417727272727","5.25417727272727","13576"
"","PS(17:2_20:1)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:2_20:1)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:2_20:1)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:2_20:1)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:2_20:1)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(17:2_20:1)+Na","822.5256249","735.4935949","724.5487249","539.5398049","615.5347549","469.2689649","425.2063649","207.99872","4.98809583333333","5.28809583333333","13691"
"","PS(17:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:2_20:2)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(17:2_20:2)+Na","820.5099249","733.4778949","722.5330249","537.5241049","613.5190549","467.2532649","425.2063649","207.99872","5.1377375","5.4377375","11246"
"","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","10434","","PS(17:2_22:3)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","493.2689649","425.2063649","207.99872","5.27234242424242","5.57234242424242","10434"
"","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:2_22:3)+Na",0,0,0,0,0,0,0,0,"5.27234242424242","5.57234242424242","15493","","PS(17:2_22:3)+Na","846.5256249","759.4935949","748.5487249","563.5398049","639.5347549","493.2689649","425.2063649","207.99872","5.27234242424242","5.57234242424242","15493"
"","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"4.96850277777778","5.26850277777778","3486","","PS(17:2_22:4)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","491.2532649","425.2063649","207.99872","4.96850277777778","5.26850277777778","3486"
"","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:2_22:4)+Na",0,0,0,0,0,0,0,0,"5.59221805555556","5.89221805555556","10244","","PS(17:2_22:4)+Na","844.5099249","757.4778949","746.5330249","561.5241049","637.5190549","491.2532649","425.2063649","207.99872","5.59221805555556","5.89221805555556","10244"
"","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(17:2_23:0)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","513.3315649","425.2063649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(17:2_23:0)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(17:2_23:0)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","513.3315649","425.2063649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(17:2_24:1)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(17:2_24:1)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(17:2_24:1)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(17:2_24:1)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(17:2_24:1)+Na",0,0,0,0,0,0,0,0,"8.52266666666667","8.82266666666667","16911","","PS(17:2_24:1)+Na","878.5882249","791.5561949","780.6113249","595.6024049","671.5973549","525.3315649","425.2063649","207.99872","8.52266666666667","8.82266666666667","16911"
"","PS(17:2_26:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(17:2_26:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(17:2_26:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(17:2_26:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(17:2_26:0)+Na",0,0,0,0,0,0,0,0,"10.3205424242424","10.6205424242424","3690","","PS(17:2_26:0)+Na","908.6351249","821.6030949","810.6582249","625.6493049","701.6442549","555.3784649","425.2063649","207.99872","10.3205424242424","10.6205424242424","3690"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","4.12318888888889","4.42318888888889","6221"
"","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(18:0_18:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(18:0_18:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","443.2532649","443.2532649","207.99872","3.10427638888889","3.40427638888889","8057"
