"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","RT at Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Number of Scans","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Average m/z","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment"
"","DG(8:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"5.80362222222222","6.10362222222222","16797","","DG(8:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"5.80362222222222","6.10362222222222","16797","","DG(8:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"5.80362222222222","6.10362222222222","16797","","DG(8:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"5.80362222222222","6.10362222222222","16797","","DG(8:0_17:1)+NH4",0,0,0,0,0,0,0,0,0,"5.80362222222222","6.10362222222222","16797","","DG(8:0_17:1)+NH4","486.4153","325.2737","201.1485","127.1117","251.2369","109.1012","233.2264","183.138","307.2632","5.80362222222222","6.10362222222222","16797"
"","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.14255972222222","1.44255972222222","11018","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.14255972222222","1.44255972222222","11018","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.14255972222222","1.44255972222222","11018","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.14255972222222","1.44255972222222","11018","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.14255972222222","1.44255972222222","11018","","DG(8:0_17:2)+NH4","484.3997","323.2581","201.1485","127.1117","249.2213","109.1012","231.2108","183.138","305.2476","1.14255972222222","1.44255972222222","11018"
"","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.39332361111111","1.69332361111111","13509","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.39332361111111","1.69332361111111","13509","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.39332361111111","1.69332361111111","13509","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.39332361111111","1.69332361111111","13509","","DG(8:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"1.39332361111111","1.69332361111111","13509","","DG(8:0_17:2)+NH4","484.3997","323.2581","201.1485","127.1117","249.2213","109.1012","231.2108","183.138","305.2476","1.39332361111111","1.69332361111111","13509"
"","DG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.46275757575758","1.76275757575758","8704","","DG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.46275757575758","1.76275757575758","8704","","DG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.46275757575758","1.76275757575758","8704","","DG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.46275757575758","1.76275757575758","8704","","DG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"1.46275757575758","1.76275757575758","8704","","DG(8:0_18:2)+NH4","498.4153","337.2737","201.1485","127.1117","263.2369","109.1012","245.2264","183.138","319.2632","1.46275757575758","1.76275757575758","8704"
"","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.320386363636364","0.620386363636364","3117","","DG(8:0_20:0)+NH4","530.4779","369.3363","201.1485","127.1117","295.2995","109.1012","277.289","183.138","351.3258","0.320386363636364","0.620386363636364","3117"
"","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"0.161698484848485","0.461698484848485","9116","","DG(8:0_20:0)+NH4","530.4779","369.3363","201.1485","127.1117","295.2995","109.1012","277.289","183.138","351.3258","0.161698484848485","0.461698484848485","9116"
"","DG(8:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(8:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(8:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(8:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(8:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.63256111111111","5.93256111111111","12443","","DG(8:0_20:1)+NH4","528.4623","367.3207","201.1485","127.1117","293.2839","109.1012","275.2734","183.138","349.3102","5.63256111111111","5.93256111111111","12443"
"","DG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"7.96771388888889","8.26771388888889","9350","","DG(8:0_22:0)+NH4","558.5092","397.3676","201.1485","127.1117","323.3308","109.1012","305.3203","183.138","379.3571","7.96771388888889","8.26771388888889","9350"
"","DG(8:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(8:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(8:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(8:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(8:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"6.85589305555556","7.15589305555556","3040","","DG(8:0_22:1)+NH4","556.4936","395.352","201.1485","127.1117","321.3152","109.1012","303.3047","183.138","377.3415","6.85589305555556","7.15589305555556","3040"
"","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.83603333333333","6.13603333333333","4024","","DG(8:0_22:2)+NH4","554.4779","393.3363","201.1485","127.1117","319.2995","109.1012","301.289","183.138","375.3258","5.83603333333333","6.13603333333333","4024"
"","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"5.20448888888889","5.50448888888889","9061","","DG(8:0_22:2)+NH4","554.4779","393.3363","201.1485","127.1117","319.2995","109.1012","301.289","183.138","375.3258","5.20448888888889","5.50448888888889","9061"
"","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(8:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"1.43549722222222","1.73549722222222","14236","","DG(8:0_22:2)+NH4","554.4779","393.3363","201.1485","127.1117","319.2995","109.1012","301.289","183.138","375.3258","1.43549722222222","1.73549722222222","14236"
"","DG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","3704","","DG(8:0_22:3)+NH4","552.4623","391.3207","201.1485","127.1117","317.2839","109.1012","299.2734","183.138","373.3102","4.94340138888889","5.24340138888889","3704"
"","DG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"4.11767222222222","4.41767222222222","9049","","DG(8:0_22:4)+NH4","550.4466","389.305","201.1485","127.1117","315.2682","109.1012","297.2577","183.138","371.2945","4.11767222222222","4.41767222222222","9049"
"","DG(8:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.06224696969697","5.36224696969697","8699","","DG(8:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.06224696969697","5.36224696969697","8699","","DG(8:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.06224696969697","5.36224696969697","8699","","DG(8:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.06224696969697","5.36224696969697","8699","","DG(8:0_22:5)+NH4",0,0,0,0,0,0,0,0,0,"5.06224696969697","5.36224696969697","8699","","DG(8:0_22:5)+NH4","548.431","387.2894","201.1485","127.1117","313.2526","109.1012","295.2421","183.138","369.2789","5.06224696969697","5.36224696969697","8699"
"","DG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"0.424070833333333","0.724070833333333","10214","","DG(8:0_23:0)+NH4","572.5249","411.3833","201.1485","127.1117","337.3465","109.1012","319.336","183.138","393.3728","0.424070833333333","0.724070833333333","10214"
"","DG(8:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(8:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(8:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(8:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(8:0_24:0)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","1535","","DG(8:0_24:0)+NH4","586.5405","425.3989","201.1485","127.1117","351.3621","109.1012","333.3516","183.138","407.3884","9.08300972222222","9.38300972222222","1535"
"","DG(8:0_24:1)+NH4",0,0,0,0,0,1,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(8:0_24:1)+NH4",0,0,0,0,0,8.228711,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(8:0_24:1)+NH4",0,0,0,0,0,1,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(8:0_24:1)+NH4",0,0,0,0,0,7232.972,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(8:0_24:1)+NH4",0,0,0,0,0,109.1014,0,0,0,"8.04341388888889","8.34341388888889","1149","","DG(8:0_24:1)+NH4","584.5249","423.3833","201.1485","127.1117","349.3465","109.1012","331.336","183.138","405.3728","8.04341388888889","8.34341388888889","1149"
"","DG(8:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(8:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(8:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(8:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(8:0_24:1)+NH4",0,0,0,0,0,0,0,0,0,"2.64498194444444","2.94498194444444","12622","","DG(8:0_24:1)+NH4","584.5249","423.3833","201.1485","127.1117","349.3465","109.1012","331.336","183.138","405.3728","2.64498194444444","2.94498194444444","12622"
"","DG(8:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0676763888889","10.3676763888889","9214","","DG(8:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0676763888889","10.3676763888889","9214","","DG(8:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0676763888889","10.3676763888889","9214","","DG(8:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0676763888889","10.3676763888889","9214","","DG(8:0_26:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0676763888889","10.3676763888889","9214","","DG(8:0_26:0)+NH4","614.5718","453.4302","201.1485","127.1117","379.3934","109.1012","361.3829","183.138","435.4197","10.0676763888889","10.3676763888889","9214"
"","DG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.11174444444445","5.41174444444445","7581","","DG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.11174444444445","5.41174444444445","7581","","DG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.11174444444445","5.41174444444445","7581","","DG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.11174444444445","5.41174444444445","7581","","DG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"5.11174444444445","5.41174444444445","7581","","DG(10:0_13:0)+NH4","460.3997","271.2268","229.1798","155.143","197.19","137.1325","179.1795","211.1693","253.2163","5.11174444444445","5.41174444444445","7581"
"","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","5310","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","5310","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","5310","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","5310","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.12018472222222","5.42018472222222","5310","","DG(10:0_14:0)+NH4","474.4153","285.2424","229.1798","155.143","211.2056","137.1325","193.1951","211.1693","267.2319","5.12018472222222","5.42018472222222","5310"
"","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66719861111111","5.96719861111111","6265","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66719861111111","5.96719861111111","6265","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66719861111111","5.96719861111111","6265","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66719861111111","5.96719861111111","6265","","DG(10:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"5.66719861111111","5.96719861111111","6265","","DG(10:0_14:0)+NH4","474.4153","285.2424","229.1798","155.143","211.2056","137.1325","193.1951","211.1693","267.2319","5.66719861111111","5.96719861111111","6265"
