"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","RT at Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Number of Scans","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Average m/z","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment"
"","DG(18:2_18:2)+NH4",0,1,1,1,1,1,1,1,1,"7.4342375","7.7342375","354","","DG(18:2_18:2)+NH4",0,7.581902,7.581902,7.581902,7.581902,7.581902,7.581902,7.581902,7.581902,"7.4342375","7.7342375","354","","DG(18:2_18:2)+NH4",0,2,2,2,2,2,2,2,2,"7.4342375","7.7342375","354","","DG(18:2_18:2)+NH4",0,1474534,1474534,87116.13,87116.13,51622.07,51622.07,14922.64,14922.64,"7.4342375","7.7342375","354","","DG(18:2_18:2)+NH4",0,337.2741,337.2741,263.23725,263.23725,245.22665,245.22665,319.26365,319.26365,"7.4342375","7.7342375","354","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","7.4342375","7.7342375","354"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","7.97837222222222","8.27837222222222","1174"
"","DG(18:2_18:2)+NH4",0,1,1,1,1,1,1,0,0,"7.66508888888889","7.96508888888889","1175","","DG(18:2_18:2)+NH4",0,7.713667,7.713667,7.713667,7.713667,7.713667,7.713667,7.713667,7.713667,"7.66508888888889","7.96508888888889","1175","","DG(18:2_18:2)+NH4",0,1,1,1,1,1,1,1,1,"7.66508888888889","7.96508888888889","1175","","DG(18:2_18:2)+NH4",0,101828.2,101828.2,6219.245,6219.245,3782.717,3782.717,798.6943,798.6943,"7.66508888888889","7.96508888888889","1175","","DG(18:2_18:2)+NH4",0,337.2742,337.2742,263.2373,263.2373,245.2267,245.2267,319.2636,319.2636,"7.66508888888889","7.96508888888889","1175","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","7.66508888888889","7.96508888888889","1175"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","4.54460833333333","4.84460833333333","3229"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","4.80927222222222","5.10927222222222","3526"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","4.195625","4.495625","4935"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","5.05330972222222","5.35330972222222","5779"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","5.704775","6.004775","7788"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","15.1686680555556","15.4686680555556","10919"
"","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(18:2_18:2)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(18:2_18:2)+NH4","634.5405","337.2737","337.2737","263.2369","263.2369","245.2264","245.2264","319.2632","319.2632","5.19289444444444","5.49289444444444","17382"
"","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(18:2_18:3)+NH4","632.5249","335.2581","337.2737","263.2369","261.2213","245.2264","243.2108","319.2632","317.2476","6.57973333333333","6.87973333333333","1165"
"","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(18:2_18:3)+NH4","632.5249","335.2581","337.2737","263.2369","261.2213","245.2264","243.2108","319.2632","317.2476","7.18913472222222","7.48913472222222","3326"
"","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(18:2_18:3)+NH4","632.5249","335.2581","337.2737","263.2369","261.2213","245.2264","243.2108","319.2632","317.2476","9.6522125","9.9522125","13657"
"","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(18:2_18:3)+NH4","632.5249","335.2581","337.2737","263.2369","261.2213","245.2264","243.2108","319.2632","317.2476","12.4524916666667","12.7524916666667","15097"
"","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(18:2_18:3)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(18:2_18:3)+NH4","632.5249","335.2581","337.2737","263.2369","261.2213","245.2264","243.2108","319.2632","317.2476","14.7361138888889","15.0361138888889","19190"
"","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.85584848484849","6.15584848484849","5195","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.85584848484849","6.15584848484849","5195","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.85584848484849","6.15584848484849","5195","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.85584848484849","6.15584848484849","5195","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.85584848484849","6.15584848484849","5195","","DG(18:2_18:4)+NH4","630.5092","333.2424","337.2737","263.2369","259.2056","245.2264","241.1951","319.2632","315.2319","5.85584848484849","6.15584848484849","5195"
"","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70477916666667","6.00477916666667","10236","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70477916666667","6.00477916666667","10236","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70477916666667","6.00477916666667","10236","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70477916666667","6.00477916666667","10236","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"5.70477916666667","6.00477916666667","10236","","DG(18:2_18:4)+NH4","630.5092","333.2424","337.2737","263.2369","259.2056","245.2264","241.1951","319.2632","315.2319","5.70477916666667","6.00477916666667","10236"
"","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"6.0758375","6.3758375","13489","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"6.0758375","6.3758375","13489","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"6.0758375","6.3758375","13489","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"6.0758375","6.3758375","13489","","DG(18:2_18:4)+NH4",0,0,0,0,0,0,0,0,0,"6.0758375","6.3758375","13489","","DG(18:2_18:4)+NH4","630.5092","333.2424","337.2737","263.2369","259.2056","245.2264","241.1951","319.2632","315.2319","6.0758375","6.3758375","13489"
"","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"9.63558611111111","9.93558611111111","10855","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"9.63558611111111","9.93558611111111","10855","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"9.63558611111111","9.93558611111111","10855","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"9.63558611111111","9.93558611111111","10855","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"9.63558611111111","9.93558611111111","10855","","DG(18:2_19:0)+NH4","652.5875","355.3207","337.2737","263.2369","281.2839","245.2264","263.2734","319.2632","337.3102","9.63558611111111","9.93558611111111","10855"
"","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.83192727272727","9.13192727272727","11023","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.83192727272727","9.13192727272727","11023","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.83192727272727","9.13192727272727","11023","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.83192727272727","9.13192727272727","11023","","DG(18:2_19:0)+NH4",0,0,0,0,0,0,0,0,0,"8.83192727272727","9.13192727272727","11023","","DG(18:2_19:0)+NH4","652.5875","355.3207","337.2737","263.2369","281.2839","245.2264","263.2734","319.2632","337.3102","8.83192727272727","9.13192727272727","11023"
"","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(18:2_20:0)+NH4","666.6031","369.3363","337.2737","263.2369","295.2995","245.2264","277.289","319.2632","351.3258","9.18300138888889","9.48300138888889","1991"
"","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(18:2_20:0)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(18:2_20:0)+NH4","666.6031","369.3363","337.2737","263.2369","295.2995","245.2264","277.289","319.2632","351.3258","10.0944486111111","10.3944486111111","4234"
"","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(18:2_20:1)+NH4","664.5875","367.3207","337.2737","263.2369","293.2839","245.2264","275.2734","319.2632","349.3102","9.30266111111111","9.60266111111111","2683"
"","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(18:2_20:1)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(18:2_20:1)+NH4","664.5875","367.3207","337.2737","263.2369","293.2839","245.2264","275.2734","319.2632","349.3102","8.28925277777778","8.58925277777778","9324"
"","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(18:2_20:2)+NH4","662.5718","365.305","337.2737","263.2369","291.2682","245.2264","273.2577","319.2632","347.2945","8.58332361111111","8.88332361111111","1927"
"","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(18:2_20:2)+NH4","662.5718","365.305","337.2737","263.2369","291.2682","245.2264","273.2577","319.2632","347.2945","9.08300972222222","9.38300972222222","2460"
"","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.84175833333333","9.14175833333333","11409","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.84175833333333","9.14175833333333","11409","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.84175833333333","9.14175833333333","11409","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.84175833333333","9.14175833333333","11409","","DG(18:2_20:2)+NH4",0,0,0,0,0,0,0,0,0,"8.84175833333333","9.14175833333333","11409","","DG(18:2_20:2)+NH4","662.5718","365.305","337.2737","263.2369","291.2682","245.2264","273.2577","319.2632","347.2945","8.84175833333333","9.14175833333333","11409"
"","DG(18:2_20:3)+NH4",0,1,1,0,1,1,1,0,0,"8.0459625","8.3459625","609","","DG(18:2_20:3)+NH4",0,8.182799,8.182799,8.182799,8.182799,8.182799,8.182799,0,0,"8.0459625","8.3459625","609","","DG(18:2_20:3)+NH4",0,1,1,1,1,1,1,0,0,"8.0459625","8.3459625","609","","DG(18:2_20:3)+NH4",0,8153.663,41141.41,879.4361,4798.101,8903.044,7164.556,0,0,"8.0459625","8.3459625","609","","DG(18:2_20:3)+NH4",0,363.2896,337.274,263.2365,289.2526,245.2267,271.2421,0,0,"8.0459625","8.3459625","609","","DG(18:2_20:3)+NH4","660.5562","363.2894","337.2737","263.2369","289.2526","245.2264","271.2421","319.2632","345.2789","8.0459625","8.3459625","609"
"","DG(18:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"7.70324722222222","8.00324722222222","2166","","DG(18:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"7.70324722222222","8.00324722222222","2166","","DG(18:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"7.70324722222222","8.00324722222222","2166","","DG(18:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"7.70324722222222","8.00324722222222","2166","","DG(18:2_20:3)+NH4",0,0,0,0,0,0,0,0,0,"7.70324722222222","8.00324722222222","2166","","DG(18:2_20:3)+NH4","660.5562","363.2894","337.2737","263.2369","289.2526","245.2264","271.2421","319.2632","345.2789","7.70324722222222","8.00324722222222","2166"
"","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.12678888888889","7.42678888888889","811","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.12678888888889","7.42678888888889","811","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.12678888888889","7.42678888888889","811","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.12678888888889","7.42678888888889","811","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.12678888888889","7.42678888888889","811","","DG(18:2_20:4)+NH4","658.5405","361.2737","337.2737","263.2369","287.2369","245.2264","269.2264","319.2632","343.2632","7.12678888888889","7.42678888888889","811"
"","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.65433472222222","7.95433472222222","9385","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.65433472222222","7.95433472222222","9385","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.65433472222222","7.95433472222222","9385","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.65433472222222","7.95433472222222","9385","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.65433472222222","7.95433472222222","9385","","DG(18:2_20:4)+NH4","658.5405","361.2737","337.2737","263.2369","287.2369","245.2264","269.2264","319.2632","343.2632","7.65433472222222","7.95433472222222","9385"
"","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"6.92000694444444","7.22000694444444","9756","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"6.92000694444444","7.22000694444444","9756","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"6.92000694444444","7.22000694444444","9756","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"6.92000694444444","7.22000694444444","9756","","DG(18:2_20:4)+NH4",0,0,0,0,0,0,0,0,0,"6.92000694444444","7.22000694444444","9756","","DG(18:2_20:4)+NH4","658.5405","361.2737","337.2737","263.2369","287.2369","245.2264","269.2264","319.2632","343.2632","6.92000694444444","7.22000694444444","9756"
"","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.53679861111111","6.83679861111111","5311","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.53679861111111","6.83679861111111","5311","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.53679861111111","6.83679861111111","5311","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.53679861111111","6.83679861111111","5311","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.53679861111111","6.83679861111111","5311","","DG(18:2_20:5)+NH4","656.5249","359.2581","337.2737","263.2369","285.2213","245.2264","267.2108","319.2632","341.2476","6.53679861111111","6.83679861111111","5311"
"","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"1.81171527777778","2.11171527777778","7407","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"1.81171527777778","2.11171527777778","7407","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"1.81171527777778","2.11171527777778","7407","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"1.81171527777778","2.11171527777778","7407","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"1.81171527777778","2.11171527777778","7407","","DG(18:2_20:5)+NH4","656.5249","359.2581","337.2737","263.2369","285.2213","245.2264","267.2108","319.2632","341.2476","1.81171527777778","2.11171527777778","7407"
"","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.3045375","6.6045375","11326","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.3045375","6.6045375","11326","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.3045375","6.6045375","11326","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.3045375","6.6045375","11326","","DG(18:2_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.3045375","6.6045375","11326","","DG(18:2_20:5)+NH4","656.5249","359.2581","337.2737","263.2369","285.2213","245.2264","267.2108","319.2632","341.2476","6.3045375","6.6045375","11326"
"","DG(18:2_22:0)+NH4",0,0,0,0,0,0,0,0,0,"11.1749319444444","11.4749319444444","7794","","DG(18:2_22:0)+NH4",0,0,0,0,0,0,0,0,0,"11.1749319444444","11.4749319444444","7794","","DG(18:2_22:0)+NH4",0,0,0,0,0,0,0,0,0,"11.1749319444444","11.4749319444444","7794","","DG(18:2_22:0)+NH4",0,0,0,0,0,0,0,0,0,"11.1749319444444","11.4749319444444","7794","","DG(18:2_22:0)+NH4",0,0,0,0,0,0,0,0,0,"11.1749319444444","11.4749319444444","7794","","DG(18:2_22:0)+NH4","694.6344","397.3676","337.2737","263.2369","323.3308","245.2264","305.3203","319.2632","379.3571","11.1749319444444","11.4749319444444","7794"
