"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","RT at Max Intensity","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Number of Scans","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Max Intensity","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Average m/z","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.1663986111111","15.4663986111111","16201","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.1663986111111","15.4663986111111","16201","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.1663986111111","15.4663986111111","16201","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.1663986111111","15.4663986111111","16201","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.1663986111111","15.4663986111111","16201","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","15.1663986111111","15.4663986111111","16201"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"10.9894625","11.2894625","16304","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"10.9894625","11.2894625","16304","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"10.9894625","11.2894625","16304","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"10.9894625","11.2894625","16304","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"10.9894625","11.2894625","16304","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","10.9894625","11.2894625","16304"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"9.9527383333333","10.2527383333333","17319","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"9.9527383333333","10.2527383333333","17319","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"9.9527383333333","10.2527383333333","17319","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"9.9527383333333","10.2527383333333","17319","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"9.9527383333333","10.2527383333333","17319","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","9.9527383333333","10.2527383333333","17319"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"11.7741638888889","12.0741638888889","18130","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"11.7741638888889","12.0741638888889","18130","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"11.7741638888889","12.0741638888889","18130","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"11.7741638888889","12.0741638888889","18130","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"11.7741638888889","12.0741638888889","18130","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","11.7741638888889","12.0741638888889","18130"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.2890652777778","15.5890652777778","18211","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.2890652777778","15.5890652777778","18211","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.2890652777778","15.5890652777778","18211","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.2890652777778","15.5890652777778","18211","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"15.2890652777778","15.5890652777778","18211","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","15.2890652777778","15.5890652777778","18211"
"","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"4.90746111111111","5.20746111111111","18439","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"4.90746111111111","5.20746111111111","18439","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"4.90746111111111","5.20746111111111","18439","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"4.90746111111111","5.20746111111111","18439","","PE(17:1_22:2)+H",0,0,0,0,0,0,0,"4.90746111111111","5.20746111111111","18439","","PE(17:1_22:2)+H","784.58508","643.56597","393.33632","325.27372","251.23695","319.29955","142.02639","4.90746111111111","5.20746111111111","18439"
"","PE(17:1_22:3)+H",1,0,0,0,0,0,0,"6.19623055555556","6.49623055555556","3","","PE(17:1_22:3)+H",6.377342,0,0,0,0,0,0,"6.19623055555556","6.49623055555556","3","","PE(17:1_22:3)+H",2,0,0,0,0,0,0,"6.19623055555556","6.49623055555556","3","","PE(17:1_22:3)+H",51438020,0,0,0,0,0,0,"6.19623055555556","6.49623055555556","3","","PE(17:1_22:3)+H",782.5691,0,0,0,0,0,0,"6.19623055555556","6.49623055555556","3","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","6.19623055555556","6.49623055555556","3"
"","PE(17:1_22:3)+H",1,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","43","","PE(17:1_22:3)+H",5.727679,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","43","","PE(17:1_22:3)+H",1,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","43","","PE(17:1_22:3)+H",8179768,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","43","","PE(17:1_22:3)+H",782.569,0,0,0,0,0,0,"5.52218333333333","5.82218333333333","43","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","5.52218333333333","5.82218333333333","43"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.2616666666667","12.5616666666667","6963","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.2616666666667","12.5616666666667","6963","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.2616666666667","12.5616666666667","6963","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.2616666666667","12.5616666666667","6963","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.2616666666667","12.5616666666667","6963","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.2616666666667","12.5616666666667","6963"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"10.3432375","10.6432375","9736","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"10.3432375","10.6432375","9736","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"10.3432375","10.6432375","9736","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"10.3432375","10.6432375","9736","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"10.3432375","10.6432375","9736","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","10.3432375","10.6432375","9736"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.0342708333333","11.3342708333333","10498","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.0342708333333","11.3342708333333","10498","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.0342708333333","11.3342708333333","10498","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.0342708333333","11.3342708333333","10498","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.0342708333333","11.3342708333333","10498","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","11.0342708333333","11.3342708333333","10498"
"","PE(17:1_22:3)+H",1,0,0,0,0,0,0,"5.86516388888889","6.16516388888889","12643","","PE(17:1_22:3)+H",5.995445,0,0,0,0,0,0,"5.86516388888889","6.16516388888889","12643","","PE(17:1_22:3)+H",2,0,0,0,0,0,0,"5.86516388888889","6.16516388888889","12643","","PE(17:1_22:3)+H",1579572,0,0,0,0,0,0,"5.86516388888889","6.16516388888889","12643","","PE(17:1_22:3)+H",782.5701,0,0,0,0,0,0,"5.86516388888889","6.16516388888889","12643","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","5.86516388888889","6.16516388888889","12643"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.5131666666667","15.8131666666667","14395","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","15.5131666666667","15.8131666666667","14395"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.7256883333333","16.0256883333333","14656","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","15.7256883333333","16.0256883333333","14656"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1170097222222","12.4170097222222","14679","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.1170097222222","12.4170097222222","14679"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4584611111111","12.7584611111111","14686","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.4584611111111","12.7584611111111","14686"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.9129181818182","16.2129181818182","15002","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","15.9129181818182","16.2129181818182","15002"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"15.3159638888889","15.6159638888889","15041","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","15.3159638888889","15.6159638888889","15041"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.8042757575758","13.1042757575758","16219","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.8042757575758","13.1042757575758","16219"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"11.3367458333333","11.6367458333333","16812","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","11.3367458333333","11.6367458333333","16812"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.1465472222222","12.4465472222222","16819","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.1465472222222","12.4465472222222","16819"
"","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PE(17:1_22:3)+H",0,0,0,0,0,0,0,"12.4149430555556","12.7149430555556","18942","","PE(17:1_22:3)+H","782.56948","641.55037","391.32072","325.27372","251.23695","317.28395","142.02639","12.4149430555556","12.7149430555556","18942"
"","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"5.37506805555555","5.67506805555555","64","","PE(17:1_22:4)+H",5.598378,0,0,0,0,0,0,"5.37506805555555","5.67506805555555","64","","PE(17:1_22:4)+H",2,0,0,0,0,0,0,"5.37506805555555","5.67506805555555","64","","PE(17:1_22:4)+H",2547703,0,0,0,0,0,0,"5.37506805555555","5.67506805555555","64","","PE(17:1_22:4)+H",780.5538,0,0,0,0,0,0,"5.37506805555555","5.67506805555555","64","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","5.37506805555555","5.67506805555555","64"
"","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"5.00485151515152","5.30485151515152","125","","PE(17:1_22:4)+H",5.199954,0,0,0,0,0,0,"5.00485151515152","5.30485151515152","125","","PE(17:1_22:4)+H",2,0,0,0,0,0,0,"5.00485151515152","5.30485151515152","125","","PE(17:1_22:4)+H",2002326,0,0,0,0,0,0,"5.00485151515152","5.30485151515152","125","","PE(17:1_22:4)+H",780.5555,0,0,0,0,0,0,"5.00485151515152","5.30485151515152","125","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","5.00485151515152","5.30485151515152","125"
"","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"4.58952361111111","4.88952361111111","545","","PE(17:1_22:4)+H",4.786699,0,0,0,0,0,0,"4.58952361111111","4.88952361111111","545","","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"4.58952361111111","4.88952361111111","545","","PE(17:1_22:4)+H",263594.2,0,0,0,0,0,0,"4.58952361111111","4.88952361111111","545","","PE(17:1_22:4)+H",780.5553,0,0,0,0,0,0,"4.58952361111111","4.88952361111111","545","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","4.58952361111111","4.88952361111111","545"
"","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"6.47969027777778","6.77969027777778","601","","PE(17:1_22:4)+H",6.484857,0,0,0,0,0,0,"6.47969027777778","6.77969027777778","601","","PE(17:1_22:4)+H",2,0,0,0,0,0,0,"6.47969027777778","6.77969027777778","601","","PE(17:1_22:4)+H",754364.4,0,0,0,0,0,0,"6.47969027777778","6.77969027777778","601","","PE(17:1_22:4)+H",780.5527,0,0,0,0,0,0,"6.47969027777778","6.77969027777778","601","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","6.47969027777778","6.77969027777778","601"
"","PE(17:1_22:4)+H",1,0,0,0,0,0,0,"5.02155","5.32155","12641","","PE(17:1_22:4)+H",5.199954,0,0,0,0,0,0,"5.02155","5.32155","12641","","PE(17:1_22:4)+H",2,0,0,0,0,0,0,"5.02155","5.32155","12641","","PE(17:1_22:4)+H",2002326,0,0,0,0,0,0,"5.02155","5.32155","12641","","PE(17:1_22:4)+H",780.5555,0,0,0,0,0,0,"5.02155","5.32155","12641","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","5.02155","5.32155","12641"
"","PE(17:1_22:4)+H",0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PE(17:1_22:4)+H",0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PE(17:1_22:4)+H",0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PE(17:1_22:4)+H",0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PE(17:1_22:4)+H",0,0,0,0,0,0,0,"8.28612361111111","8.58612361111111","13761","","PE(17:1_22:4)+H","780.55378","639.53467","389.30502","325.27372","251.23695","315.26825","142.02639","8.28612361111111","8.58612361111111","13761"
"","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.54003333333333","5.84003333333333","1161","","PE(17:1_22:5)+H",5.613944,0,0,0,0,0,0,"5.54003333333333","5.84003333333333","1161","","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.54003333333333","5.84003333333333","1161","","PE(17:1_22:5)+H",246907,0,0,0,0,0,0,"5.54003333333333","5.84003333333333","1161","","PE(17:1_22:5)+H",778.5369,0,0,0,0,0,0,"5.54003333333333","5.84003333333333","1161","","PE(17:1_22:5)+H","778.53818","637.51907","387.28942","325.27372","251.23695","313.25265","142.02639","5.54003333333333","5.84003333333333","1161"
"","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","1706","","PE(17:1_22:5)+H",4.268749,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","1706","","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","1706","","PE(17:1_22:5)+H",68975.3,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","1706","","PE(17:1_22:5)+H",778.5392,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","1706","","PE(17:1_22:5)+H","778.53818","637.51907","387.28942","325.27372","251.23695","313.25265","142.02639","4.11489305555556","4.41489305555556","1706"
"","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","9112","","PE(17:1_22:5)+H",5.414547,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","9112","","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","9112","","PE(17:1_22:5)+H",421282,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","9112","","PE(17:1_22:5)+H",778.5378,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","9112","","PE(17:1_22:5)+H","778.53818","637.51907","387.28942","325.27372","251.23695","313.25265","142.02639","5.25342916666667","5.55342916666667","9112"
"","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","12669","","PE(17:1_22:5)+H",5.414547,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","12669","","PE(17:1_22:5)+H",1,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","12669","","PE(17:1_22:5)+H",421282,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","12669","","PE(17:1_22:5)+H",778.5378,0,0,0,0,0,0,"5.25342916666667","5.55342916666667","12669","","PE(17:1_22:5)+H","778.53818","637.51907","387.28942","325.27372","251.23695","313.25265","142.02639","5.25342916666667","5.55342916666667","12669"
"","PE(17:1_22:6)+H",1,0,0,0,0,0,0,"4.9153","5.2153","502","","PE(17:1_22:6)+H",5.073851,0,0,0,0,0,0,"4.9153","5.2153","502","","PE(17:1_22:6)+H",1,0,0,0,0,0,0,"4.9153","5.2153","502","","PE(17:1_22:6)+H",910724.3,0,0,0,0,0,0,"4.9153","5.2153","502","","PE(17:1_22:6)+H",776.522,0,0,0,0,0,0,"4.9153","5.2153","502","","PE(17:1_22:6)+H","776.52248","635.50337","385.27372","325.27372","251.23695","311.23695","142.02639","4.9153","5.2153","502"
"","PE(17:1_22:6)+H",0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PE(17:1_22:6)+H",0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PE(17:1_22:6)+H",0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PE(17:1_22:6)+H",0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PE(17:1_22:6)+H",0,0,0,0,0,0,0,"4.57123333333333","4.87123333333333","13772","","PE(17:1_22:6)+H","776.52248","635.50337","385.27372","325.27372","251.23695","311.23695","142.02639","4.57123333333333","4.87123333333333","13772"
"","PE(17:1_23:0)+H",1,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PE(17:1_23:0)+H",9.086959,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PE(17:1_23:0)+H",1,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PE(17:1_23:0)+H",122088,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PE(17:1_23:0)+H",802.632,0,0,0,0,0,0,"8.95680138888889","9.25680138888889","1197","","PE(17:1_23:0)+H","802.63208","661.61297","411.38332","325.27372","251.23695","337.34655","142.02639","8.95680138888889","9.25680138888889","1197"
"","PE(17:1_24:0)+H",1,0,0,0,0,0,0,"9.42664444444445","9.72664444444445","541","","PE(17:1_24:0)+H",9.62942,0,0,0,0,0,0,"9.42664444444445","9.72664444444445","541","","PE(17:1_24:0)+H",3,0,0,0,0,0,0,"9.42664444444445","9.72664444444445","541","","PE(17:1_24:0)+H",315466.3,0,0,0,0,0,0,"9.42664444444445","9.72664444444445","541","","PE(17:1_24:0)+H",816.6479,0,0,0,0,0,0,"9.42664444444445","9.72664444444445","541","","PE(17:1_24:0)+H","816.64768","675.62857","425.39892","325.27372","251.23695","351.36215","142.02639","9.42664444444445","9.72664444444445","541"
"","PE(17:1_24:1)+H",1,0,0,1,0,0,0,"8.58068888888889","8.88068888888889","139","","PE(17:1_24:1)+H",8.717202,0,0,8.599981,0,0,0,"8.58068888888889","8.88068888888889","139","","PE(17:1_24:1)+H",4,0,0,2,0,0,0,"8.58068888888889","8.88068888888889","139","","PE(17:1_24:1)+H",2320095,0,0,1028.202,0,0,0,"8.58068888888889","8.88068888888889","139","","PE(17:1_24:1)+H",814.632875,0,0,325.27395,0,0,0,"8.58068888888889","8.88068888888889","139","","PE(17:1_24:1)+H","814.63208","673.61297","423.38332","325.27372","251.23695","349.34655","142.02639","8.58068888888889","8.88068888888889","139"
"","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.53628194444445","9.83628194444445","7871","","PE(17:1_25:0)+H","830.66338","689.64427","439.41462","325.27372","251.23695","365.37785","142.02639","9.53628194444445","9.83628194444445","7871"
"","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PE(17:1_25:0)+H",0,0,0,0,0,0,0,"9.9175333333333","10.2175333333333","13286","","PE(17:1_25:0)+H","830.66338","689.64427","439.41462","325.27372","251.23695","365.37785","142.02639","9.9175333333333","10.2175333333333","13286"
"","PE(17:1_26:0)+H",0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PE(17:1_26:0)+H",0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PE(17:1_26:0)+H",0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PE(17:1_26:0)+H",0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PE(17:1_26:0)+H",0,0,0,0,0,0,0,"10.3872708333333","10.6872708333333","2452","","PE(17:1_26:0)+H","844.67898","703.65987","453.43022","325.27372","251.23695","379.39345","142.02639","10.3872708333333","10.6872708333333","2452"
"","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"11.34785","11.64785","4546","","PE(17:2_17:2)+H","712.49128","571.47217","323.25812","323.25812","249.22135","249.22135","142.02639","11.34785","11.64785","4546"
"","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PE(17:2_17:2)+H",0,0,0,0,0,0,0,"10.6121015151515","10.9121015151515","7992","","PE(17:2_17:2)+H","712.49128","571.47217","323.25812","323.25812","249.22135","249.22135","142.02639","10.6121015151515","10.9121015151515","7992"
"","PE(17:2_18:0)+H",1,0,0,0,0,0,0,"5.11436666666667","5.41436666666667","115","","PE(17:2_18:0)+H",5.306864,0,0,0,0,0,0,"5.11436666666667","5.41436666666667","115","","PE(17:2_18:0)+H",1,0,0,0,0,0,0,"5.11436666666667","5.41436666666667","115","","PE(17:2_18:0)+H",2756709,0,0,0,0,0,0,"5.11436666666667","5.41436666666667","115","","PE(17:2_18:0)+H",730.5391,0,0,0,0,0,0,"5.11436666666667","5.41436666666667","115","","PE(17:2_18:0)+H","730.53818","589.51907","341.30502","323.25812","249.22135","267.26825","142.02639","5.11436666666667","5.41436666666667","115"
