"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(15:1_20:5)+H","766.46546","581.45651","359.25816","297.24246","223.20565","285.22135","5.71525555555556","6.01525555555556","9644"
"","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(15:1_20:5)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(15:1_20:5)+H","766.46546","581.45651","359.25816","297.24246","223.20565","285.22135","5.72048888888889","6.02048888888889","13083"
"","PS(15:1_21:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(15:1_21:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(15:1_21:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(15:1_21:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(15:1_21:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(15:1_21:0)+H","790.55936","605.55041","383.35206","297.24246","223.20565","309.31525","3.00620416666667","3.30620416666667","4995"
"","PS(15:1_22:1)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:1_22:1)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:1_22:1)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:1_22:1)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:1_22:1)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:1_22:1)+H","802.55936","617.55041","395.35206","297.24246","223.20565","321.31525","7.225625","7.525625","9320"
"","PS(15:1_22:2)+H",1,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:1_22:2)+H",8.161917,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:1_22:2)+H",1,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:1_22:2)+H",48811.2,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:1_22:2)+H",800.5413,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:1_22:2)+H","800.54366","615.53471","393.33636","297.24246","223.20565","319.29955","8.01050416666666","8.31050416666666","2253"
"","PS(15:1_22:5)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_22:5)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_22:5)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_22:5)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_22:5)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_22:5)+H","794.49676","609.48781","387.28946","297.24246","223.20565","313.25265","4.95417727272727","5.25417727272727","13576"
"","PS(15:1_23:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(15:1_23:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(15:1_23:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(15:1_23:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(15:1_23:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(15:1_23:0)+H","818.59066","633.58171","411.38336","297.24246","223.20565","337.34655","4.10132083333333","4.40132083333333","3848"
"","PS(16:0_16:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(16:0_16:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(16:0_16:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(16:0_16:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(16:0_16:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(16:0_16:1)+H","734.49676","549.48781","311.25816","313.27376","239.23695","237.22135","1.86179583333333","2.16179583333333","9016"
"","PS(16:0_18:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(16:0_18:0)+H",7.867475,7.867475,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(16:0_18:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(16:0_18:0)+H",4952.251,7554868,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(16:0_18:0)+H",764.5439,579.535,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(16:0_18:0)+H","764.54366","579.53471","341.30506","313.27376","239.23695","267.26825","7.68959027777778","7.98959027777778","200"
"","PS(16:0_18:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:0_18:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:0_18:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:0_18:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:0_18:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:0_18:2)+H","760.51236","575.50341","337.27376","313.27376","239.23695","263.23695","1.78840833333333","2.08840833333333","8216"
"","PS(16:0_19:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(16:0_19:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(16:0_19:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(16:0_19:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(16:0_19:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(16:0_19:0)+H","778.55936","593.55041","355.32076","313.27376","239.23695","281.28395","8.01333333333333","8.31333333333333","14247"
"","PS(16:0_20:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:0_20:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:0_20:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:0_20:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:0_20:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:0_20:1)+H","790.55936","605.55041","367.32076","313.27376","239.23695","293.28395","3.00620416666667","3.30620416666667","4995"
"","PS(16:0_20:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:0_20:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:0_20:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:0_20:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:0_20:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:0_20:3)+H","786.52806","601.51911","363.28946","313.27376","239.23695","289.25265","7.05227361111111","7.35227361111111","15981"
"","PS(16:0_22:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:0_22:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:0_22:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:0_22:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:0_22:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:0_22:1)+H","818.59066","633.58171","395.35206","313.27376","239.23695","321.31525","4.10132083333333","4.40132083333333","3848"
"","PS(16:0_22:2)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:0_22:2)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:0_22:2)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:0_22:2)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:0_22:2)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:0_22:2)+H","816.57496","631.56601","393.33636","313.27376","239.23695","319.29955","4.90198055555556","5.20198055555556","4929"
"","PS(16:0_22:2)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:0_22:2)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:0_22:2)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:0_22:2)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:0_22:2)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:0_22:2)+H","816.57496","631.56601","393.33636","313.27376","239.23695","319.29955","5.10691818181818","5.40691818181818","10241"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","4.12318888888889","4.42318888888889","6221"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","3.10427638888889","3.40427638888889","8057"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","3.79138333333333","4.09138333333333","8066"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_22:3)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","3.39136944444444","3.69136944444444","8265"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","4.89157424242424","5.19157424242424","11928"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_22:3)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","4.12585277777778","4.42585277777778","13405"
"","PS(16:0_22:3)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_22:3)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_22:3)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_22:3)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_22:3)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_22:3)+H","814.55936","629.55041","391.32076","313.27376","239.23695","317.28395","1.83709444444444","2.13709444444444","15859"
"","PS(16:0_22:4)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_22:4)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_22:4)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_22:4)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_22:4)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_22:4)+H","812.54366","627.53471","389.30506","313.27376","239.23695","315.26825","1.86782083333333","2.16782083333333","11159"
"","PS(16:0_26:0)+H",0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PS(16:0_26:0)+H",0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PS(16:0_26:0)+H",0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PS(16:0_26:0)+H",0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PS(16:0_26:0)+H",0,0,0,0,0,0,"4.10132638888889","4.40132638888889","3431","","PS(16:0_26:0)+H","876.66886","691.65991","453.43026","313.27376","239.23695","379.39345","4.10132638888889","4.40132638888889","3431"
"","PS(16:1_16:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(16:1_16:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(16:1_16:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(16:1_16:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(16:1_16:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(16:1_16:1)+H","732.48116","547.47221","311.25816","311.25816","237.22135","237.22135","1.54857083333333","1.84857083333333","12234"
"","PS(16:1_18:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:1_18:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:1_18:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:1_18:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:1_18:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(16:1_18:1)+H","760.51246","575.50351","339.28946","311.25816","237.22135","265.25265","1.78840833333333","2.08840833333333","8216"
"","PS(16:1_20:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:1_20:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:1_20:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:1_20:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:1_20:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(16:1_20:0)+H","790.55936","605.55041","369.33636","311.25816","237.22135","295.29955","3.00620416666667","3.30620416666667","4995"
"","PS(16:1_20:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:1_20:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:1_20:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:1_20:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:1_20:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(16:1_20:2)+H","786.52806","601.51911","365.30506","311.25816","237.22135","291.26825","7.05227361111111","7.35227361111111","15981"
"","PS(16:1_22:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:1_22:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:1_22:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:1_22:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:1_22:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(16:1_22:0)+H","818.59066","633.58171","397.36766","311.25816","237.22135","323.33085","4.10132083333333","4.40132083333333","3848"
"","PS(16:1_22:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:1_22:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:1_22:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:1_22:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:1_22:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(16:1_22:1)+H","816.57506","631.56611","395.35206","311.25816","237.22135","321.31525","4.90198055555556","5.20198055555556","4929"
"","PS(16:1_22:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:1_22:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:1_22:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:1_22:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:1_22:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(16:1_22:1)+H","816.57506","631.56611","395.35206","311.25816","237.22135","321.31525","5.10691818181818","5.40691818181818","10241"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","4.12318888888889","4.42318888888889","6221"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","3.10427638888889","3.40427638888889","8057"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","3.79138333333333","4.09138333333333","8066"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:1_22:2)+H",0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","3.39136944444444","3.69136944444444","8265"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.89157424242424","5.19157424242424","11928","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","4.89157424242424","5.19157424242424","11928"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:1_22:2)+H",0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","4.12585277777778","4.42585277777778","13405"
"","PS(16:1_22:2)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:1_22:2)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:1_22:2)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:1_22:2)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:1_22:2)+H",0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:1_22:2)+H","814.55936","629.55041","393.33636","311.25816","237.22135","319.29955","1.83709444444444","2.13709444444444","15859"
"","PS(16:1_22:3)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_22:3)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_22:3)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_22:3)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_22:3)+H",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_22:3)+H","812.54376","627.53481","391.32076","311.25816","237.22135","317.28395","1.86782083333333","2.16782083333333","11159"
"","PS(17:0_17:0)+H",1,1,1,1,1,1,"7.68959027777778","7.98959027777778","200","","PS(17:0_17:0)+H",7.867475,7.867475,7.867475,7.867475,7.867475,7.867475,"7.68959027777778","7.98959027777778","200","","PS(17:0_17:0)+H",1,1,1,1,1,1,"7.68959027777778","7.98959027777778","200","","PS(17:0_17:0)+H",4952.251,7554868,278877.5,278877.5,338716.7,338716.7,"7.68959027777778","7.98959027777778","200","","PS(17:0_17:0)+H",764.5439,579.535,327.2895,327.2895,253.2527,253.2527,"7.68959027777778","7.98959027777778","200","","PS(17:0_17:0)+H","764.54376","579.53481","327.28946","327.28946","253.25265","253.25265","7.68959027777778","7.98959027777778","200"
"","PS(17:0_17:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(17:0_17:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(17:0_17:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(17:0_17:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(17:0_17:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(17:0_17:2)+H","760.51246","575.50351","323.25816","327.28946","253.25265","249.22135","1.78840833333333","2.08840833333333","8216"
"","PS(17:0_18:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(17:0_18:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(17:0_18:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(17:0_18:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(17:0_18:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(17:0_18:0)+H","778.55936","593.55041","341.30506","327.28946","253.25265","267.26825","8.01333333333333","8.31333333333333","14247"
"","PS(17:0_20:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(17:0_20:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(17:0_20:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(17:0_20:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(17:0_20:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(17:0_20:2)+H","802.55936","617.55041","365.30506","327.28946","253.25265","291.26825","7.225625","7.525625","9320"
