"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","RT at Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Number of Scans","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Average m/z","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment"
"","TG(17:1_17:1_19:0)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:1_17:1_19:0)+Na","14.863400","14.86340","14.86340","14.86340","14.6770708333333","14.9770708333333","715","","TG(17:1_17:1_19:0)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:1_17:1_19:0)+Na","1219835.0","  5760.9270","  5760.9270","  1431.1940","14.6770708333333","14.9770708333333","715","","TG(17:1_17:1_19:0)+Na","895.7728","627.5339","627.5339","597.4872","14.6770708333333","14.9770708333333","715","","TG(17:1_17:1_19:0)+Na","895.7725404","627.5324464","627.5324464","597.4854464","14.6770708333333","14.9770708333333","715"
"","TG(17:1_18:0_18:1)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:1_18:0_18:1)+Na","14.863400","14.86340","14.86340","14.86340","14.6770708333333","14.9770708333333","715","","TG(17:1_18:0_18:1)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:1_18:0_18:1)+Na","1219835.0","  5760.9270","  9223.5930"," 59688.0500","14.6770708333333","14.9770708333333","715","","TG(17:1_18:0_18:1)+Na","895.7728","627.5339","611.5013","613.5174","14.6770708333333","14.9770708333333","715","","TG(17:1_18:0_18:1)+Na","895.7725404","627.5324464","611.5011464","613.5167464","14.6770708333333","14.9770708333333","715"
"","TG(16:0_18:2_19:0)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(16:0_18:2_19:0)+Na","14.863400","14.86340","14.86340","14.86340","14.6770708333333","14.9770708333333","715","","TG(16:0_18:2_19:0)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(16:0_18:2_19:0)+Na","1219835.0","  9521.9640","  5141.6740","  1431.1940","14.6770708333333","14.9770708333333","715","","TG(16:0_18:2_19:0)+Na","895.7728","639.5333","615.5330","597.4872","14.6770708333333","14.9770708333333","715","","TG(16:0_18:2_19:0)+Na","895.7725404","639.5324464","615.5324464","597.4854464","14.6770708333333","14.9770708333333","715"
"","TG(17:0_18:1_18:1)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:0_18:1_18:1)+Na","14.863400","14.86340","14.86340","14.86340","14.6770708333333","14.9770708333333","715","","TG(17:0_18:1_18:1)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:0_18:1_18:1)+Na","1219835.0"," 34653.8500"," 59688.0500"," 59688.0500","14.6770708333333","14.9770708333333","715","","TG(17:0_18:1_18:1)+Na","895.7728","625.5173","613.5174","613.5174","14.6770708333333","14.9770708333333","715","","TG(17:0_18:1_18:1)+Na","895.7726404","625.5168464","613.5168464","613.5168464","14.6770708333333","14.9770708333333","715"
"","TG(18:2_18:2_18:3)+Na","1","1","1","1","12.3927611111111","12.6927611111111","482","","TG(18:2_18:2_18:3)+Na","12.538470","12.53847","12.53847","12.53847","12.3927611111111","12.6927611111111","482","","TG(18:2_18:2_18:3)+Na","2","2","2","2","12.3927611111111","12.6927611111111","482","","TG(18:2_18:2_18:3)+Na","2464634.0","236790.5000","236790.5000","126749.4000","12.3927611111111","12.6927611111111","482","","TG(18:2_18:2_18:3)+Na","899.7122","619.4715","619.4715","621.4873","12.3927611111111","12.6927611111111","482","","TG(18:2_18:2_18:3)+Na","899.7099404","619.4698464","619.4698464","621.4854464","12.3927611111111","12.6927611111111","482"
"","TG(18:1_18:2_18:4)+Na","1","1","1","1","12.3927611111111","12.6927611111111","482","","TG(18:1_18:2_18:4)+Na","12.538470","12.67510","12.53847","12.67510","12.3927611111111","12.6927611111111","482","","TG(18:1_18:2_18:4)+Na","2","2","2","1","12.3927611111111","12.6927611111111","482","","TG(18:1_18:2_18:4)+Na","2464634.0"," 14343.2100","236790.5000","  4578.7270","12.3927611111111","12.6927611111111","482","","TG(18:1_18:2_18:4)+Na","899.7122","617.4560","619.4715","623.5031","12.3927611111111","12.6927611111111","482","","TG(18:1_18:2_18:4)+Na","899.7099404","617.4541464","619.4698464","623.5011464","12.3927611111111","12.6927611111111","482"
"","TG(16:1_18:2_20:4)+Na","1","1","1","1","12.3927611111111","12.6927611111111","482","","TG(16:1_18:2_20:4)+Na","12.538470","12.67510","12.53847","12.67510","12.3927611111111","12.6927611111111","482","","TG(16:1_18:2_20:4)+Na","2","1","2","1","12.3927611111111","12.6927611111111","482","","TG(16:1_18:2_20:4)+Na","2464634.0","  4313.9520","236790.5000","  4807.3840","12.3927611111111","12.6927611111111","482","","TG(16:1_18:2_20:4)+Na","899.7122","645.4882","619.4715","595.4726","12.3927611111111","12.6927611111111","482","","TG(16:1_18:2_20:4)+Na","899.7099404","645.4854464","619.4698464","595.4698464","12.3927611111111","12.6927611111111","482"
"","TG(18:1_18:3_18:3)+Na","1","1","1","1","12.3927611111111","12.6927611111111","482","","TG(18:1_18:3_18:3)+Na","12.538470","12.67510","12.53847","12.53847","12.3927611111111","12.6927611111111","482","","TG(18:1_18:3_18:3)+Na","2","2","2","2","12.3927611111111","12.6927611111111","482","","TG(18:1_18:3_18:3)+Na","2464634.0"," 14343.2100","126749.4000","126749.4000","12.3927611111111","12.6927611111111","482","","TG(18:1_18:3_18:3)+Na","899.7122","617.4560","621.4873","621.4873","12.3927611111111","12.6927611111111","482","","TG(18:1_18:3_18:3)+Na","899.7100404","617.4542464","621.4855464","621.4855464","12.3927611111111","12.6927611111111","482"
"","TG(18:2_18:2_18:2)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(18:2_18:2_18:2)+Na","13.046070","13.04607","13.04607","13.04607","12.9238361111111","13.2238361111111","309","","TG(18:2_18:2_18:2)+Na","2","2","2","2","12.9238361111111","13.2238361111111","309","","TG(18:2_18:2_18:2)+Na","3967737.0","476847.0000","476847.0000","476847.0000","12.9238361111111","13.2238361111111","309","","TG(18:2_18:2_18:2)+Na","901.7264","621.4864","621.4864","621.4864","12.9238361111111","13.2238361111111","309","","TG(18:2_18:2_18:2)+Na","901.7255404","621.4854464","621.4854464","621.4854464","12.9238361111111","13.2238361111111","309"
"","TG(18:2_18:2_18:2)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:2_18:2_18:2)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(18:2_18:2_18:2)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:2_18:2_18:2)+Na","2098719.0"," 48704.8400"," 48704.8400"," 48704.8400","13.2179902777778","13.5179902777778","398","","TG(18:2_18:2_18:2)+Na","901.7285","621.4876","621.4876","621.4876","13.2179902777778","13.5179902777778","398","","TG(18:2_18:2_18:2)+Na","901.7255404","621.4854464","621.4854464","621.4854464","13.2179902777778","13.5179902777778","398"
"","TG(16:0_18:2_20:4)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_18:2_20:4)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(16:0_18:2_20:4)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_18:2_20:4)+Na","2098719.0"," 32611.6300"," 48704.8400"," 65434.0800","13.2179902777778","13.5179902777778","398","","TG(16:0_18:2_20:4)+Na","901.7285","645.4878","621.4876","597.4881","13.2179902777778","13.5179902777778","398","","TG(16:0_18:2_20:4)+Na","901.7255404","645.4854464","621.4854464","597.4854464","13.2179902777778","13.5179902777778","398"
"","TG(14:0_18:2_22:4)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(14:0_18:2_22:4)+Na","13.046070","13.18944","13.04607","13.18944","12.9238361111111","13.2238361111111","309","","TG(14:0_18:2_22:4)+Na","2","1","2","1","12.9238361111111","13.2238361111111","309","","TG(14:0_18:2_22:4)+Na","3967737.0","  1114.3050","476847.0000","  1115.3950","12.9238361111111","13.2238361111111","309","","TG(14:0_18:2_22:4)+Na","901.7264","673.5178","621.4864","569.4564","12.9238361111111","13.2238361111111","309","","TG(14:0_18:2_22:4)+Na","901.7255404","673.5167464","621.4854464","569.4541464","12.9238361111111","13.2238361111111","309"
"","TG(18:0_18:3_18:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:0_18:3_18:3)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(18:0_18:3_18:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:0_18:3_18:3)+Na","2098719.0","  2805.0140"," 30053.2500"," 30053.2500","13.2179902777778","13.5179902777778","398","","TG(18:0_18:3_18:3)+Na","901.7285","617.4565","623.5040","623.5040","13.2179902777778","13.5179902777778","398","","TG(18:0_18:3_18:3)+Na","901.7256404","617.4542464","623.5011464","623.5011464","13.2179902777778","13.5179902777778","398"
"","TG(18:1_18:2_18:3)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(18:1_18:2_18:3)+Na","13.046070","13.18944","13.04607","13.18944","12.9238361111111","13.2238361111111","309","","TG(18:1_18:2_18:3)+Na","2","2","2","2","12.9238361111111","13.2238361111111","309","","TG(18:1_18:2_18:3)+Na","3967737.0"," 94441.8400","476847.0000","111567.8000","12.9238361111111","13.2238361111111","309","","TG(18:1_18:2_18:3)+Na","901.7264","619.4707","621.4864","623.5022","12.9238361111111","13.2238361111111","309","","TG(18:1_18:2_18:3)+Na","901.7256404","619.4698464","621.4855464","623.5011464","12.9238361111111","13.2238361111111","309"
"","TG(18:1_18:2_18:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:1_18:2_18:3)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(18:1_18:2_18:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(18:1_18:2_18:3)+Na","2098719.0"," 64125.0200"," 48704.8400"," 30053.2500","13.2179902777778","13.5179902777778","398","","TG(18:1_18:2_18:3)+Na","901.7285","619.4721","621.4876","623.5040","13.2179902777778","13.5179902777778","398","","TG(18:1_18:2_18:3)+Na","901.7256404","619.4698464","621.4855464","623.5011464","13.2179902777778","13.5179902777778","398"
"","TG(18:1_18:1_18:4)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(18:1_18:1_18:4)+Na","13.046070","13.18944","13.18944","13.18944","12.9238361111111","13.2238361111111","309","","TG(18:1_18:1_18:4)+Na","2","2","2","1","12.9238361111111","13.2238361111111","309","","TG(18:1_18:1_18:4)+Na","3967737.0"," 94441.8400"," 94441.8400","  1334.5930","12.9238361111111","13.2238361111111","309","","TG(18:1_18:1_18:4)+Na","901.7264","619.4707","619.4707","625.5189","12.9238361111111","13.2238361111111","309","","TG(18:1_18:1_18:4)+Na","901.7256404","619.4698464","619.4698464","625.5168464","12.9238361111111","13.2238361111111","309"
"","TG(16:1_16:1_22:4)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(16:1_16:1_22:4)+Na","13.046070","13.18944","13.18944","13.18944","12.9238361111111","13.2238361111111","309","","TG(16:1_16:1_22:4)+Na","2","2","2","1","12.9238361111111","13.2238361111111","309","","TG(16:1_16:1_22:4)+Na","3967737.0","  3610.0640","  3610.0640","  1115.3950","12.9238361111111","13.2238361111111","309","","TG(16:1_16:1_22:4)+Na","901.7264","647.5000","647.5000","569.4564","12.9238361111111","13.2238361111111","309","","TG(16:1_16:1_22:4)+Na","901.7256404","647.5011464","647.5011464","569.4542464","12.9238361111111","13.2238361111111","309"
"","TG(16:0_18:3_20:3)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(16:0_18:3_20:3)+Na","13.046070","13.18944","13.18944","13.18944","12.9238361111111","13.2238361111111","309","","TG(16:0_18:3_20:3)+Na","2","1","2","1","12.9238361111111","13.2238361111111","309","","TG(16:0_18:3_20:3)+Na","3967737.0","  5221.5480","111567.8000","  6107.0850","12.9238361111111","13.2238361111111","309","","TG(16:0_18:3_20:3)+Na","901.7264","645.4865","623.5022","595.4713","12.9238361111111","13.2238361111111","309","","TG(16:0_18:3_20:3)+Na","901.7256404","645.4855464","623.5011464","595.4698464","12.9238361111111","13.2238361111111","309"
"","TG(16:0_18:3_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_18:3_20:3)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(16:0_18:3_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_18:3_20:3)+Na","2098719.0"," 32611.6300"," 30053.2500","  4759.3950","13.2179902777778","13.5179902777778","398","","TG(16:0_18:3_20:3)+Na","901.7285","645.4878","623.5040","595.4725","13.2179902777778","13.5179902777778","398","","TG(16:0_18:3_20:3)+Na","901.7256404","645.4855464","623.5011464","595.4698464","13.2179902777778","13.5179902777778","398"
"","TG(16:0_16:1_22:5)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_16:1_22:5)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(16:0_16:1_22:5)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:0_16:1_22:5)+Na","2098719.0"," 32611.6300"," 42198.8100"," 10088.6700","13.2179902777778","13.5179902777778","398","","TG(16:0_16:1_22:5)+Na","901.7285","645.4878","647.5034","571.4721","13.2179902777778","13.5179902777778","398","","TG(16:0_16:1_22:5)+Na","901.7256404","645.4855464","647.5011464","571.4698464","13.2179902777778","13.5179902777778","398"
"","TG(16:1_18:2_20:3)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(16:1_18:2_20:3)+Na","13.046070","13.18944","13.04607","13.18944","12.9238361111111","13.2238361111111","309","","TG(16:1_18:2_20:3)+Na","2","2","2","1","12.9238361111111","13.2238361111111","309","","TG(16:1_18:2_20:3)+Na","3967737.0","  3610.0640","476847.0000","  6107.0850","12.9238361111111","13.2238361111111","309","","TG(16:1_18:2_20:3)+Na","901.7264","647.5000","621.4864","595.4713","12.9238361111111","13.2238361111111","309","","TG(16:1_18:2_20:3)+Na","901.7256404","647.5011464","621.4855464","595.4698464","12.9238361111111","13.2238361111111","309"
"","TG(16:1_18:2_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:1_18:2_20:3)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(16:1_18:2_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:1_18:2_20:3)+Na","2098719.0"," 42198.8100"," 48704.8400","  4759.3950","13.2179902777778","13.5179902777778","398","","TG(16:1_18:2_20:3)+Na","901.7285","647.5034","621.4876","595.4725","13.2179902777778","13.5179902777778","398","","TG(16:1_18:2_20:3)+Na","901.7256404","647.5011464","621.4855464","595.4698464","13.2179902777778","13.5179902777778","398"
"","TG(16:1_18:1_20:4)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:1_18:1_20:4)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(16:1_18:1_20:4)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(16:1_18:1_20:4)+Na","2098719.0"," 42198.8100"," 64125.0200"," 65434.0800","13.2179902777778","13.5179902777778","398","","TG(16:1_18:1_20:4)+Na","901.7285","647.5034","619.4721","597.4881","13.2179902777778","13.5179902777778","398","","TG(16:1_18:1_20:4)+Na","901.7256404","647.5011464","619.4698464","597.4855464","13.2179902777778","13.5179902777778","398"
"","TG(14:0_18:1_22:5)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(14:0_18:1_22:5)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(14:0_18:1_22:5)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(14:0_18:1_22:5)+Na","2098719.0","  2555.6100"," 64125.0200"," 10088.6700","13.2179902777778","13.5179902777778","398","","TG(14:0_18:1_22:5)+Na","901.7285","673.5195","619.4721","571.4721","13.2179902777778","13.5179902777778","398","","TG(14:0_18:1_22:5)+Na","901.7256404","673.5168464","619.4698464","571.4698464","13.2179902777778","13.5179902777778","398"
"","TG(14:0_20:3_20:3)+Na","1","1","1","1","12.9238361111111","13.2238361111111","309","","TG(14:0_20:3_20:3)+Na","13.046070","13.18944","13.18944","13.18944","12.9238361111111","13.2238361111111","309","","TG(14:0_20:3_20:3)+Na","2","1","1","1","12.9238361111111","13.2238361111111","309","","TG(14:0_20:3_20:3)+Na","3967737.0","  1114.3050","  6107.0850","  6107.0850","12.9238361111111","13.2238361111111","309","","TG(14:0_20:3_20:3)+Na","901.7264","673.5178","595.4713","595.4713","12.9238361111111","13.2238361111111","309","","TG(14:0_20:3_20:3)+Na","901.7256404","673.5168464","595.4698464","595.4698464","12.9238361111111","13.2238361111111","309"
"","TG(14:0_20:3_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(14:0_20:3_20:3)+Na","13.324060","13.32406","13.32406","13.32406","13.2179902777778","13.5179902777778","398","","TG(14:0_20:3_20:3)+Na","1","1","1","1","13.2179902777778","13.5179902777778","398","","TG(14:0_20:3_20:3)+Na","2098719.0","  2555.6100","  4759.3950","  4759.3950","13.2179902777778","13.5179902777778","398","","TG(14:0_20:3_20:3)+Na","901.7285","673.5195","595.4725","595.4725","13.2179902777778","13.5179902777778","398","","TG(14:0_20:3_20:3)+Na","901.7256404","673.5168464","595.4698464","595.4698464","13.2179902777778","13.5179902777778","398"
"","TG(18:1_18:2_18:2)+Na","1","1","1","1","13.46965","13.76965","300","","TG(18:1_18:2_18:2)+Na","13.576560","13.57656","13.57656","13.57656","13.46965","13.76965","300","","TG(18:1_18:2_18:2)+Na","1","1","1","1","13.46965","13.76965","300","","TG(18:1_18:2_18:2)+Na","3618300.0","174616.9000","271940.4000","271940.4000","13.46965","13.76965","300","","TG(18:1_18:2_18:2)+Na","903.7417","621.4861","623.5017","623.5017","13.46965","13.76965","300","","TG(18:1_18:2_18:2)+Na","903.7412404","621.4854464","623.5011464","623.5011464","13.46965","13.76965","300"
"","TG(18:1_18:2_18:2)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:1_18:2_18:2)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(18:1_18:2_18:2)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:1_18:2_18:2)+Na","2872812.0"," 83906.5200"," 50903.1500"," 50903.1500","13.7427986111111","14.0427986111111","304","","TG(18:1_18:2_18:2)+Na","903.7418","621.4861","623.5016","623.5016","13.7427986111111","14.0427986111111","304","","TG(18:1_18:2_18:2)+Na","903.7412404","621.4854464","623.5011464","623.5011464","13.7427986111111","14.0427986111111","304"
"","TG(18:0_18:2_18:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:0_18:2_18:3)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(18:0_18:2_18:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:0_18:2_18:3)+Na","2872812.0"," 10726.9600"," 50903.1500"," 39737.3400","13.7427986111111","14.0427986111111","304","","TG(18:0_18:2_18:3)+Na","903.7418","619.4700","623.5016","625.5187","13.7427986111111","14.0427986111111","304","","TG(18:0_18:2_18:3)+Na","903.7412404","619.4698464","623.5011464","625.5167464","13.7427986111111","14.0427986111111","304"
"","TG(18:0_18:1_18:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:0_18:1_18:4)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(18:0_18:1_18:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:0_18:1_18:4)+Na","2872812.0"," 10726.9600"," 83906.5200","  1434.7280","13.7427986111111","14.0427986111111","304","","TG(18:0_18:1_18:4)+Na","903.7418","619.4700","621.4861","627.5350","13.7427986111111","14.0427986111111","304","","TG(18:0_18:1_18:4)+Na","903.7412404","619.4698464","621.4854464","627.5324464","13.7427986111111","14.0427986111111","304"
"","TG(16:0_16:0_22:5)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_16:0_22:5)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:0_16:0_22:5)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_16:0_22:5)+Na","2872812.0","110538.7000","110538.7000","  4699.0880","13.7427986111111","14.0427986111111","304","","TG(16:0_16:0_22:5)+Na","903.7418","647.5016","647.5016","573.4869","13.7427986111111","14.0427986111111","304","","TG(16:0_16:0_22:5)+Na","903.7412404","647.5011464","647.5011464","573.4854464","13.7427986111111","14.0427986111111","304"
"","TG(16:0_16:1_22:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_16:1_22:4)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:0_16:1_22:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_16:1_22:4)+Na","2872812.0","110538.7000","  4333.9230","  1521.6510","13.7427986111111","14.0427986111111","304","","TG(16:0_16:1_22:4)+Na","903.7418","647.5016","649.5178","571.4708","13.7427986111111","14.0427986111111","304","","TG(16:0_16:1_22:4)+Na","903.7412404","647.5011464","649.5167464","571.4698464","13.7427986111111","14.0427986111111","304"
"","TG(16:0_18:2_20:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_18:2_20:3)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:0_18:2_20:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_18:2_20:3)+Na","2872812.0","110538.7000"," 50903.1500"," 27701.0600","13.7427986111111","14.0427986111111","304","","TG(16:0_18:2_20:3)+Na","903.7418","647.5016","623.5016","597.4861","13.7427986111111","14.0427986111111","304","","TG(16:0_18:2_20:3)+Na","903.7412404","647.5011464","623.5011464","597.4854464","13.7427986111111","14.0427986111111","304"
"","TG(16:0_18:1_20:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_18:1_20:4)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:0_18:1_20:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:0_18:1_20:4)+Na","2872812.0","110538.7000"," 83906.5200"," 81619.6300","13.7427986111111","14.0427986111111","304","","TG(16:0_18:1_20:4)+Na","903.7418","647.5016","621.4861","599.5023","13.7427986111111","14.0427986111111","304","","TG(16:0_18:1_20:4)+Na","903.7412404","647.5011464","621.4854464","599.5011464","13.7427986111111","14.0427986111111","304"
"","TG(16:1_18:0_20:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:1_18:0_20:4)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:1_18:0_20:4)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:1_18:0_20:4)+Na","2872812.0","  4333.9230"," 10726.9600"," 81619.6300","13.7427986111111","14.0427986111111","304","","TG(16:1_18:0_20:4)+Na","903.7418","649.5178","619.4700","599.5023","13.7427986111111","14.0427986111111","304","","TG(16:1_18:0_20:4)+Na","903.7412404","649.5167464","619.4698464","599.5011464","13.7427986111111","14.0427986111111","304"
"","TG(18:1_18:1_18:3)+Na","1","1","1","1","13.46965","13.76965","300","","TG(18:1_18:1_18:3)+Na","13.576560","13.57656","13.57656","13.57656","13.46965","13.76965","300","","TG(18:1_18:1_18:3)+Na","1","1","1","1","13.46965","13.76965","300","","TG(18:1_18:1_18:3)+Na","3618300.0","174616.9000","174616.9000","  4195.2260","13.46965","13.76965","300","","TG(18:1_18:1_18:3)+Na","903.7417","621.4861","621.4861","625.5166","13.46965","13.76965","300","","TG(18:1_18:1_18:3)+Na","903.7413404","621.4855464","621.4855464","625.5168464","13.46965","13.76965","300"
"","TG(18:1_18:1_18:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:1_18:1_18:3)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(18:1_18:1_18:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(18:1_18:1_18:3)+Na","2872812.0"," 83906.5200"," 83906.5200"," 39737.3400","13.7427986111111","14.0427986111111","304","","TG(18:1_18:1_18:3)+Na","903.7418","621.4861","621.4861","625.5187","13.7427986111111","14.0427986111111","304","","TG(18:1_18:1_18:3)+Na","903.7413404","621.4855464","621.4855464","625.5168464","13.7427986111111","14.0427986111111","304"
"","TG(16:1_18:1_20:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:1_18:1_20:3)+Na","13.859090","13.85909","13.85909","13.85909","13.7427986111111","14.0427986111111","304","","TG(16:1_18:1_20:3)+Na","1","1","1","1","13.7427986111111","14.0427986111111","304","","TG(16:1_18:1_20:3)+Na","2872812.0","  4333.9230"," 83906.5200"," 27701.0600","13.7427986111111","14.0427986111111","304","","TG(16:1_18:1_20:3)+Na","903.7418","649.5178","621.4861","597.4861","13.7427986111111","14.0427986111111","304","","TG(16:1_18:1_20:3)+Na","903.7413404","649.5168464","621.4855464","597.4855464","13.7427986111111","14.0427986111111","304"
"","TG(18:0_18:2_18:2)+Na","1","1","1","1","14.0625055555556","14.3625055555556","368","","TG(18:0_18:2_18:2)+Na","14.263320","14.26332","14.26332","14.26332","14.0625055555556","14.3625055555556","368","","TG(18:0_18:2_18:2)+Na","2","2","2","2","14.0625055555556","14.3625055555556","368","","TG(18:0_18:2_18:2)+Na","3308107.0"," 48009.4500","103225.1000","103225.1000","14.0625055555556","14.3625055555556","368","","TG(18:0_18:2_18:2)+Na","905.7574","621.4860","625.5174","625.5174","14.0625055555556","14.3625055555556","368","","TG(18:0_18:2_18:2)+Na","905.7568404","621.4854464","625.5167464","625.5167464","14.0625055555556","14.3625055555556","368"
"","TG(16:0_18:2_20:2)+Na","1","1","1","1","14.0625055555556","14.3625055555556","368","","TG(16:0_18:2_20:2)+Na","14.263320","14.26332","14.26332","14.26332","14.0625055555556","14.3625055555556","368","","TG(16:0_18:2_20:2)+Na","2","2","2","2","14.0625055555556","14.3625055555556","368","","TG(16:0_18:2_20:2)+Na","3308107.0"," 39068.9000","103225.1000","  4653.4950","14.0625055555556","14.3625055555556","368","","TG(16:0_18:2_20:2)+Na","905.7574","649.5173","625.5174","597.4866","14.0625055555556","14.3625055555556","368","","TG(16:0_18:2_20:2)+Na","905.7568404","649.5167464","625.5167464","597.4854464","14.0625055555556","14.3625055555556","368"
