"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Number of Scans","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Max Intensity","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Average m/z","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NS","[M+HCO2]-","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[FAA-OH-H]-","[Sph-C2H7NO-H]-","[C6H11O6]-","RT_min","RT_max","Comment"
"","GlcCer_NS(d22:1/20:0)+HCO2",0,1,1,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_NS(d22:1/20:0)+HCO2",0,10.65975,10.65975,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_NS(d22:1/20:0)+HCO2",0,1,1,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_NS(d22:1/20:0)+HCO2",0,88811.39,34414.57,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_NS(d22:1/20:0)+HCO2",0,810.684,648.6307,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_NS(d22:1/20:0)+HCO2","856.68845","810.68295","648.63015","336.32731","293.30921","293.28558","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_NS(d22:1/20:1)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:1/20:1)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:1/20:1)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:1/20:1)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:1/20:1)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:1/20:1)+HCO2","854.67279","808.66729","646.61449","334.31165","291.29355","293.28558","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d22:1/20:1)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:1/20:1)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:1/20:1)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:1/20:1)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:1/20:1)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:1/20:1)+HCO2","854.67279","808.66729","646.61449","334.31165","291.29355","293.28558","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d16:2/26:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d16:2/26:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d16:2/26:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d16:2/26:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d16:2/26:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d16:2/26:0)+HCO2","854.67279","808.66729","646.61449","420.42127","377.40317","207.17596","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d16:2/26:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d16:2/26:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d16:2/26:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d16:2/26:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d16:2/26:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d16:2/26:0)+HCO2","854.67279","808.66729","646.61449","420.42127","377.40317","207.17596","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d17:2/25:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d17:2/25:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d17:2/25:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d17:2/25:0)+HCO2","854.67279","808.66729","646.61449","406.40561","363.38751","221.19162","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d17:2/25:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d17:2/25:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d17:2/25:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d17:2/25:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d17:2/25:0)+HCO2","854.67279","808.66729","646.61449","406.40561","363.38751","221.19162","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d18:2/24:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d18:2/24:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d18:2/24:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d18:2/24:0)+HCO2","854.67279","808.66729","646.61449","392.38995","349.37185","235.20728","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d18:2/24:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d18:2/24:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d18:2/24:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d18:2/24:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d18:2/24:0)+HCO2","854.67279","808.66729","646.61449","392.38995","349.37185","235.20728","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d19:2/23:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d19:2/23:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d19:2/23:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d19:2/23:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d19:2/23:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d19:2/23:0)+HCO2","854.67279","808.66729","646.61449","378.37429","335.35619","249.22294","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d19:2/23:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d19:2/23:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d19:2/23:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d19:2/23:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d19:2/23:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d19:2/23:0)+HCO2","854.67279","808.66729","646.61449","378.37429","335.35619","249.22294","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d20:2/22:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d20:2/22:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d20:2/22:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d20:2/22:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d20:2/22:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d20:2/22:0)+HCO2","854.67279","808.66729","646.61449","364.35863","321.34053","263.2386","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d20:2/22:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d20:2/22:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d20:2/22:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d20:2/22:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d20:2/22:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d20:2/22:0)+HCO2","854.67279","808.66729","646.61449","364.35863","321.34053","263.2386","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d21:2/21:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d21:2/21:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d21:2/21:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d21:2/21:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d21:2/21:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d21:2/21:0)+HCO2","854.67279","808.66729","646.61449","350.34297","307.32487","277.25426","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d21:2/21:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d21:2/21:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d21:2/21:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d21:2/21:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d21:2/21:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d21:2/21:0)+HCO2","854.67279","808.66729","646.61449","350.34297","307.32487","277.25426","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_NS(d22:2/20:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:2/20:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:2/20:0)+HCO2",0,1,1,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:2/20:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:2/20:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_NS(d22:2/20:0)+HCO2","854.67279","808.66729","646.61449","336.32731","293.30921","291.26992","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_NS(d22:2/20:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:2/20:0)+HCO2",0,9.674962,9.674962,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:2/20:0)+HCO2",0,1,1,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:2/20:0)+HCO2",0,34922.98,13336.11,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:2/20:0)+HCO2",0,808.6688,646.6154,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_NS(d22:2/20:0)+HCO2","854.67279","808.66729","646.61449","336.32731","293.30921","291.26992","179.05615","9.66252727272727","9.96252727272727","2994"
