"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","RT at Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Number of Scans","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Average m/z","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment"
"","PI(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(16:1_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(16:1_18:0)-H","835.53432","673.48148","599.32025","569.27335","581.30969","551.26279","437.26741","407.22051","419.25685","389.20995","253.21735","283.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.35398333333333","6.65398333333333","1803"
"","PI(16:1_18:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"5.43252424242424","5.73252424242424","250","","PI(16:1_18:1)-H",5.607739,0,0,0,0,0,0,0,0,0,0,0,5.607739,0,0,5.607739,5.607739,0,0,5.607739,"5.43252424242424","5.73252424242424","250","","PI(16:1_18:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.43252424242424","5.73252424242424","250","","PI(16:1_18:1)-H",125384,0,0,0,0,0,0,0,0,0,0,0,2438.442,0,0,10946.08,2278.812,0,0,652.9462,"5.43252424242424","5.73252424242424","250","","PI(16:1_18:1)-H",833.5197,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.0122,223.0013,0,0,297.0382,"5.43252424242424","5.73252424242424","250","","PI(16:1_18:1)-H","833.51872","671.46588","597.30465","569.27335","579.29409","551.26279","435.25181","407.22051","417.24125","389.20995","253.21735","281.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.43252424242424","5.73252424242424","250"
"","PI(16:1_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(16:1_20:1)-H",6.797093,0,0,0,0,0,0,0,0,0,0,0,6.797093,0,0,6.797093,6.797093,0,0,6.797093,"6.61526818181818","6.91526818181818","665","","PI(16:1_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(16:1_20:1)-H",112051.9,0,0,0,0,0,0,0,0,0,0,0,2477.512,0,0,13168.64,2643.757,0,0,1046.608,"6.61526818181818","6.91526818181818","665","","PI(16:1_20:1)-H",861.5511,0,0,0,0,0,0,0,0,0,0,0,152.9958,0,0,241.012,223.0014,0,0,297.0381,"6.61526818181818","6.91526818181818","665","","PI(16:1_20:1)-H","861.55002","699.49718","625.33595","569.27335","607.32539","551.26279","463.28311","407.22051","445.27255","389.20995","253.21735","309.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.61526818181818","6.91526818181818","665"
"","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(16:1_20:2)-H","859.53432","697.48148","623.32025","569.27335","605.30969","551.26279","461.26741","407.22051","443.25685","389.20995","253.21735","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53224090909091","5.83224090909091","522"
"","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(16:1_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(16:1_20:2)-H","859.53432","697.48148","623.32025","569.27335","605.30969","551.26279","461.26741","407.22051","443.25685","389.20995","253.21735","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.73525303030303","6.03525303030303","2805"
"","PI(16:1_20:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(16:1_20:3)-H",5.431933,0,0,0,0,0,0,0,0,0,0,0,5.431933,5.431933,0,5.431933,5.431933,0,0,5.431933,"5.25627272727273","5.55627272727273","216","","PI(16:1_20:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(16:1_20:3)-H",149633.3,0,0,0,0,0,0,0,0,0,0,0,2854.088,539.9659,0,16912.36,2204.278,0,0,2236.26,"5.25627272727273","5.55627272727273","216","","PI(16:1_20:3)-H",857.5195,0,0,0,0,0,0,0,0,0,0,0,152.9958,96.9699,0,241.012,223.0013,0,0,297.0382,"5.25627272727273","5.55627272727273","216","","PI(16:1_20:3)-H","857.51872","695.46588","621.30465","569.27335","603.29409","551.26279","459.25181","407.22051","441.24125","389.20995","253.21735","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.25627272727273","5.55627272727273","216"
"","PI(16:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(16:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(16:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(16:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(16:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(16:1_22:2)-H","887.56562","725.51278","651.35155","569.27335","633.34099","551.26279","489.29871","407.22051","471.28815","389.20995","253.21735","335.29555","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.89207272727273","7.19207272727273","3737"
"","PI(16:1_22:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(16:1_22:3)-H",6.553426,0,0,0,0,0,0,0,0,0,0,0,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(16:1_22:3)-H",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(16:1_22:3)-H",409803.7,0,0,0,0,0,0,0,0,0,0,0,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(16:1_22:3)-H",885.55065,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(16:1_22:3)-H","885.55002","723.49718","649.33595","569.27335","631.32539","551.26279","487.28311","407.22051","469.27255","389.20995","253.21735","333.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
"","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(16:1_22:4)-H","883.53432","721.48148","647.32025","569.27335","629.30969","551.26279","485.26741","407.22051","467.25685","389.20995","253.21735","331.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(16:1_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(16:1_22:4)-H","883.53432","721.48148","647.32025","569.27335","629.30969","551.26279","485.26741","407.22051","467.25685","389.20995","253.21735","331.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(16:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(16:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(16:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(16:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(16:1_22:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(16:1_22:5)-H","881.51872","719.46588","645.30465","569.27335","627.29409","551.26279","483.25181","407.22051","465.24125","389.20995","253.21735","329.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","4.92873484848485","5.22873484848485","1529"
"","PI(17:0_17:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(17:0_17:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(17:0_17:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(17:0_17:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(17:0_17:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.35398333333333","6.65398333333333","1803","","PI(17:0_17:1)-H","835.53432","673.48148","583.28895","585.30465","565.27839","567.29409","421.23611","423.25181","403.22555","405.24125","269.24865","267.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.35398333333333","6.65398333333333","1803"
"","PI(17:0_17:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"5.43252424242424","5.73252424242424","250","","PI(17:0_17:2)-H",5.607739,0,0,0,0,0,0,0,0,0,0,0,5.607739,0,0,5.607739,5.607739,0,0,5.607739,"5.43252424242424","5.73252424242424","250","","PI(17:0_17:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.43252424242424","5.73252424242424","250","","PI(17:0_17:2)-H",125384,0,0,0,0,0,0,0,0,0,0,0,2438.442,0,0,10946.08,2278.812,0,0,652.9462,"5.43252424242424","5.73252424242424","250","","PI(17:0_17:2)-H",833.5197,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.0122,223.0013,0,0,297.0382,"5.43252424242424","5.73252424242424","250","","PI(17:0_17:2)-H","833.51872","671.46588","581.27335","585.30465","563.26279","567.29409","419.22051","423.25181","401.20995","405.24125","269.24865","265.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.43252424242424","5.73252424242424","250"
"","PI(17:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:0_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:0_20:4)-H","871.53432","709.48148","619.28895","585.30465","601.27839","567.29409","457.23611","423.25181","439.22555","405.24125","269.24865","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.86447272727273","6.16447272727273","1521"
"","PI(17:1_17:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"5.43252424242424","5.73252424242424","250","","PI(17:1_17:1)-H",5.607739,0,0,0,0,0,0,0,0,0,0,0,5.607739,0,0,5.607739,5.607739,0,0,5.607739,"5.43252424242424","5.73252424242424","250","","PI(17:1_17:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.43252424242424","5.73252424242424","250","","PI(17:1_17:1)-H",125384,0,0,0,0,0,0,0,0,0,0,0,2438.442,0,0,10946.08,2278.812,0,0,652.9462,"5.43252424242424","5.73252424242424","250","","PI(17:1_17:1)-H",833.5197,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.0122,223.0013,0,0,297.0382,"5.43252424242424","5.73252424242424","250","","PI(17:1_17:1)-H","833.51862","671.46578","583.28895","583.28895","565.27839","565.27839","421.23611","421.23611","403.22555","403.22555","267.23295","267.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.43252424242424","5.73252424242424","250"
"","PI(17:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:1_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:1_20:3)-H","871.53432","709.48148","621.30465","583.28895","603.29409","565.27839","459.25181","421.23611","441.24125","403.22555","267.23295","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.86447272727273","6.16447272727273","1521"
"","PI(17:2_19:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(17:2_19:0)-H",6.797093,0,0,0,0,0,0,0,0,0,0,0,6.797093,0,0,6.797093,6.797093,0,0,6.797093,"6.61526818181818","6.91526818181818","665","","PI(17:2_19:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(17:2_19:0)-H",112051.9,0,0,0,0,0,0,0,0,0,0,0,2477.512,0,0,13168.64,2643.757,0,0,1046.608,"6.61526818181818","6.91526818181818","665","","PI(17:2_19:0)-H",861.5511,0,0,0,0,0,0,0,0,0,0,0,152.9958,0,0,241.012,223.0014,0,0,297.0381,"6.61526818181818","6.91526818181818","665","","PI(17:2_19:0)-H","861.55002","699.49718","613.33595","581.27335","595.32539","563.26279","451.28311","419.22051","433.27255","401.20995","265.21735","297.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.61526818181818","6.91526818181818","665"
"","PI(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(17:2_20:2)-H","871.53432","709.48148","623.32025","581.27335","605.30969","563.26279","461.26741","419.22051","443.25685","401.20995","265.21735","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.86447272727273","6.16447272727273","1521"
"","PI(18:0_18:2)-H",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H",6.797093,0,0,0,0,6.797093,0,0,6.797093,6.797093,6.797093,6.797093,6.797093,0,0,6.797093,6.797093,0,0,6.797093,"6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H",1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,"6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H",112051.9,0,0,0,0,6278.166,0,0,645.8088,8752.667,12240.1,12013.4,2477.512,0,0,13168.64,2643.757,0,0,1046.608,"6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H",861.5511,0,0,0,0,581.3103,0,0,415.225,419.2572,283.2645,279.233,152.9958,0,0,241.012,223.0014,0,0,297.0381,"6.61526818181818","6.91526818181818","665","","PI(18:0_18:2)-H","861.54992","699.49708","595.28895","599.32025","577.27839","581.30969","433.23611","437.26741","415.22555","419.25685","283.26425","279.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.61526818181818","6.91526818181818","665"
"","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53224090909091","5.83224090909091","522","","PI(18:0_18:3)-H","859.53432","697.48148","593.27335","599.32025","575.26279","581.30969","431.22051","437.26741","413.20995","419.25685","283.26425","277.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53224090909091","5.83224090909091","522"
"","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:0_18:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.73525303030303","6.03525303030303","2805","","PI(18:0_18:3)-H","859.53432","697.48148","593.27335","599.32025","575.26279","581.30969","431.22051","437.26741","413.20995","419.25685","283.26425","277.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.73525303030303","6.03525303030303","2805"
"","PI(18:0_18:4)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:0_18:4)-H",5.431933,0,0,0,0,0,0,0,0,0,0,0,5.431933,5.431933,0,5.431933,5.431933,0,0,5.431933,"5.25627272727273","5.55627272727273","216","","PI(18:0_18:4)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,"5.25627272727273","5.55627272727273","216","","PI(18:0_18:4)-H",149633.3,0,0,0,0,0,0,0,0,0,0,0,2854.088,539.9659,0,16912.36,2204.278,0,0,2236.26,"5.25627272727273","5.55627272727273","216","","PI(18:0_18:4)-H",857.5195,0,0,0,0,0,0,0,0,0,0,0,152.9958,96.9699,0,241.012,223.0013,0,0,297.0382,"5.25627272727273","5.55627272727273","216","","PI(18:0_18:4)-H","857.51862","695.46578","591.25765","599.32025","573.24709","581.30969","429.20481","437.26741","411.19425","419.25685","283.26425","275.20165","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.25627272727273","5.55627272727273","216"
"","PI(18:0_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:0_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:0_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:0_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:0_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.89207272727273","7.19207272727273","3737","","PI(18:0_20:3)-H","887.56562","725.51278","621.30465","599.32025","603.29409","581.30969","459.25181","437.26741","441.24125","419.25685","283.26425","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.89207272727273","7.19207272727273","3737"
