"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Average m/z","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment"
"","Cer_NP(t18:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t18:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t18:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t18:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t18:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t18:2/26:1)+HCO2","734.63045","688.62495","670.61435","652.60385","448.41545","436.41545","436.41545","418.40495","263.20115","393.37435","251.20115","392.38985","221.19055","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t18:2/26:2)+HCO2","732.61475","686.60935","668.59865","650.58815","446.39985","434.39985","434.39985","416.38925","263.20115","391.35875","251.20115","390.37415","221.19055","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t18:2/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t18:2/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t18:2/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t18:2/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t18:2/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t18:2/27:1)+HCO2","748.64605","702.64055","684.63005","666.61945","462.43115","450.43115","450.43115","432.42055","263.20115","407.39005","251.20115","406.40545","221.19055","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t18:2/27:2)+HCO2","746.63045","700.62495","682.61435","664.60385","460.41545","448.41545","448.41545","430.40495","263.20115","405.37435","251.20115","404.38985","221.19055","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t18:2/27:3)+HCO2","744.61475","698.60935","680.59865","662.58815","458.39985","446.39985","446.39985","428.38925","263.20115","403.35875","251.20115","402.37415","221.19055","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t18:2/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t18:2/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t18:2/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t18:2/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t18:2/34:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t18:2/34:2)+HCO2","844.73995","798.73445","780.72395","762.71335","558.52505","546.52505","546.52505","528.51445","263.20115","503.48395","251.20115","502.49935","221.19055","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t19:2/24:1)+HCO2","720.61475","674.60935","656.59865","638.58815","420.38415","408.38415","408.38415","390.37355","277.21675","365.34305","265.21675","364.35845","235.20615","10.9162772727273","11.2162772727273","972"
"","Cer_NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t19:2/24:2)+HCO2","718.59915","672.59365","654.58305","636.57255","418.36855","406.36855","406.36855","388.35795","277.21675","363.32745","265.21675","362.34285","235.20615","10.0734984848485","10.3734984848485","908"
"","Cer_NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t19:2/25:1)+HCO2","734.63045","688.62495","670.61435","652.60385","434.39985","422.39985","422.39985","404.38925","277.21675","379.35875","265.21675","378.37415","235.20615","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t19:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t19:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t19:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t19:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t19:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t19:2/25:2)+HCO2","732.61475","686.60935","668.59865","650.58815","432.38415","420.38415","420.38415","402.37355","277.21675","377.34305","265.21675","376.35845","235.20615","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t19:2/26:1)+HCO2","748.64605","702.64055","684.63005","666.61945","448.41545","436.41545","436.41545","418.40495","277.21675","393.37435","265.21675","392.38985","235.20615","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t19:2/26:2)+HCO2","746.63045","700.62495","682.61435","664.60385","446.39985","434.39985","434.39985","416.38925","277.21675","391.35875","265.21675","390.37415","235.20615","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t19:2/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t19:2/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t19:2/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t19:2/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t19:2/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t19:2/26:3)+HCO2","744.61475","698.60935","680.59865","662.58815","444.38415","432.38415","432.38415","414.37355","277.21675","389.34305","265.21675","388.35845","235.20615","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t19:2/33:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t19:2/33:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t19:2/33:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t19:2/33:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t19:2/33:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t19:2/33:2)+HCO2","844.73995","798.73445","780.72395","762.71335","544.50945","532.50945","532.50945","514.49875","277.21675","489.46825","265.21675","488.48375","235.20615","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t20:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t20:2/23:1)+HCO2","720.61475","674.60935","656.59865","638.58815","406.36855","394.36855","394.36855","376.35795","291.23245","351.32745","279.23245","350.34285","249.22185","10.9162772727273","11.2162772727273","972"
"","Cer_NP(t20:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t20:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t20:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t20:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t20:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t20:2/23:2)+HCO2","718.59915","672.59365","654.58305","636.57255","404.35285","392.35285","392.35285","374.34225","291.23245","349.31175","279.23245","348.32715","249.22185","10.0734984848485","10.3734984848485","908"
"","Cer_NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t20:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t20:2/24:1)+HCO2","734.63045","688.62495","670.61435","652.60385","420.38415","408.38415","408.38415","390.37355","291.23245","365.34305","279.23245","364.35845","249.22185","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t20:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t20:2/24:2)+HCO2","732.61475","686.60935","668.59865","650.58815","418.36855","406.36855","406.36855","388.35795","291.23245","363.32745","279.23245","362.34285","249.22185","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t20:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t20:2/25:1)+HCO2","748.64605","702.64055","684.63005","666.61945","434.39985","422.39985","422.39985","404.38925","291.23245","379.35875","279.23245","378.37415","249.22185","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t20:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:2/25:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:2/25:2)+HCO2","746.63045","700.62495","682.61435","664.60385","432.38415","420.38415","420.38415","402.37355","291.23245","377.34305","279.23245","376.35845","249.22185","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t20:2/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:2/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:2/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:2/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:2/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:2/25:3)+HCO2","744.61475","698.60935","680.59865","662.58815","430.36855","418.36855","418.36855","400.35795","291.23245","375.32745","279.23245","374.34285","249.22185","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:2/32:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:2/32:2)+HCO2","844.73995","798.73445","780.72395","762.71335","530.49375","518.49375","518.49375","500.48315","291.23245","475.45265","279.23245","474.46805","249.22185","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t21:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:2/22:1)+HCO2","720.61475","674.60935","656.59865","638.58815","392.35285","380.35285","380.35285","362.34225","305.24805","337.31175","293.24805","336.32715","263.23745","10.9162772727273","11.2162772727273","972"
"","Cer_NP(t21:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:2/22:2)+HCO2","718.59915","672.59365","654.58305","636.57255","390.33725","378.33725","378.33725","360.32665","305.24805","335.29615","293.24805","334.31155","263.23745","10.0734984848485","10.3734984848485","908"
"","Cer_NP(t21:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:2/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:2/23:1)+HCO2","734.63045","688.62495","670.61435","652.60385","406.36855","394.36855","394.36855","376.35795","305.24805","351.32745","293.24805","350.34285","263.23745","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t21:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:2/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:2/23:2)+HCO2","732.61475","686.60935","668.59865","650.58815","404.35285","392.35285","392.35285","374.34225","305.24805","349.31175","293.24805","348.32715","263.23745","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t21:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:2/24:1)+HCO2","748.64605","702.64055","684.63005","666.61945","420.38415","408.38415","408.38415","390.37355","305.24805","365.34305","293.24805","364.35845","263.23745","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t21:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:2/24:2)+HCO2","746.63045","700.62495","682.61435","664.60385","418.36855","406.36855","406.36855","388.35795","305.24805","363.32745","293.24805","362.34285","263.23745","10.9594772727273","11.2594772727273","525"
