"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","4.24555606060606","4.54555606060606","1098"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","1.41722878787879","1.71722878787879","1250"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","4.48123636363636","4.78123636363636","1334"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","5.53096212121212","5.83096212121212","1907"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","13.930646969697","14.230646969697","1971"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","15.0018878787879","15.3018878787879","2676"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","16.2897366666667","16.5897366666667","2700"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","4.71811212121212","5.01811212121212","2722"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","4.0664303030303","4.3664303030303","2807"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","8.80238787878788","9.10238787878788","3040"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","13.1360257575758","13.4360257575758","3415"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","1.84162121212121","2.14162121212121","3423"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","1.17546833333333","1.47546833333333","3619"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","5.02597727272727","5.32597727272727","3818"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","12.5570984848485","12.8570984848485","4235"
