"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","RT at Max Intensity","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Number of Scans","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Max Intensity","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Average m/z","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment"
"","Cer(d15:1/25:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d15:1/25:0)+HCO2",0,10.37019,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d15:1/25:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d15:1/25:0)+HCO2",0,47550.63,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d15:1/25:0)+HCO2",0,620.5994,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d15:1/25:0)+HCO2","666.6041","620.59861","590.5881","406.4055","221.1908","380.3898","10.2572696969697","10.5572696969697","287"
"","Cer(d15:1/26:0)+HCO2",1,1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d15:1/26:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d15:1/26:0)+HCO2",1,1,1,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d15:1/26:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d15:1/26:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d15:1/26:0)+HCO2","680.6197","634.61421","604.6037","420.4211","221.1908","394.4054","10.6999696969697","10.9999696969697","227"
"","Cer(d15:1/26:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d15:1/26:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d15:1/26:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d15:1/26:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d15:1/26:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d15:1/26:0)+HCO2","680.6197","634.61421","604.6037","420.4211","221.1908","394.4054","10.5248181818182","10.8248181818182","1553"
"","Cer(d16:0/22:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:0/22:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:0/22:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:0/22:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:0/22:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:0/22:1)+HCO2","638.5728","592.56731","562.5568","362.3429","237.2221","336.3272","9.27443484848485","9.57443484848485","1335"
"","Cer(d16:0/24:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d16:0/24:0)+HCO2",0,10.73891,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d16:0/24:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d16:0/24:0)+HCO2",0,10931.03,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d16:0/24:0)+HCO2",0,622.6153,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d16:0/24:0)+HCO2","668.6197","622.61421","592.6037","392.3898","237.2221","366.3741","10.5709893939394","10.8709893939394","708"
"","Cer(d16:0/24:1)+HCO2",0,1,0,0,0,1,"10.2572696969697","10.5572696969697","287","","Cer(d16:0/24:1)+HCO2",0,10.37019,0,0,0,10.37019,"10.2572696969697","10.5572696969697","287","","Cer(d16:0/24:1)+HCO2",0,1,0,0,0,1,"10.2572696969697","10.5572696969697","287","","Cer(d16:0/24:1)+HCO2",0,47550.63,0,0,0,1066.432,"10.2572696969697","10.5572696969697","287","","Cer(d16:0/24:1)+HCO2",0,620.5994,0,0,0,364.3589,"10.2572696969697","10.5572696969697","287","","Cer(d16:0/24:1)+HCO2","666.6041","620.59861","590.5881","390.3742","237.2221","364.3585","10.2572696969697","10.5572696969697","287"
"","Cer(d16:0/25:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d16:0/25:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d16:0/25:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d16:0/25:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d16:0/25:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d16:0/25:0)+HCO2","682.6354","636.62991","606.6194","406.4055","237.2221","380.3898","11.0019590909091","11.3019590909091","863"
"","Cer(d16:0/26:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d16:0/26:0)+HCO2",0,11.55784,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d16:0/26:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d16:0/26:0)+HCO2",0,37248.86,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d16:0/26:0)+HCO2",0,650.6465,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d16:0/26:0)+HCO2","696.651","650.64551","620.635","420.4211","237.2221","394.4054","11.4208166666667","11.7208166666667","399"
"","Cer(d16:1/22:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:1/22:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:1/22:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:1/22:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:1/22:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d16:1/22:0)+HCO2","638.5728","592.56731","562.5568","364.3585","235.2065","338.3428","9.27443484848485","9.57443484848485","1335"
"","Cer(d16:1/23:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d16:1/23:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d16:1/23:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d16:1/23:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d16:1/23:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d16:1/23:0)+HCO2","652.5885","606.58301","576.5725","378.3742","235.2065","352.3585","9.77759848484848","10.0775984848485","3025"
"","Cer(d16:1/24:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d16:1/24:0)+HCO2",0,10.37019,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d16:1/24:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d16:1/24:0)+HCO2",0,47550.63,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d16:1/24:0)+HCO2",0,620.5994,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d16:1/24:0)+HCO2","666.6041","620.59861","590.5881","392.3898","235.2065","366.3741","10.2572696969697","10.5572696969697","287"
"","Cer(d16:1/24:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d16:1/24:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d16:1/24:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d16:1/24:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d16:1/24:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d16:1/24:1)+HCO2","664.5885","618.58301","588.5725","390.3742","235.2065","364.3585","9.37739242424243","9.67739242424243","1330"
"","Cer(d16:1/25:0)+HCO2",1,1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d16:1/25:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d16:1/25:0)+HCO2",1,1,1,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d16:1/25:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d16:1/25:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d16:1/25:0)+HCO2","680.6198","634.61431","604.6038","406.4055","235.2065","380.3898","10.6999696969697","10.9999696969697","227"
"","Cer(d16:1/25:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d16:1/25:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d16:1/25:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d16:1/25:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d16:1/25:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d16:1/25:0)+HCO2","680.6198","634.61431","604.6038","406.4055","235.2065","380.3898","10.5248181818182","10.8248181818182","1553"
"","Cer(d16:1/26:0)+HCO2",1,1,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d16:1/26:0)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d16:1/26:0)+HCO2",1,2,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d16:1/26:0)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d16:1/26:0)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d16:1/26:0)+HCO2","694.6354","648.62991","618.6194","420.4211","235.2065","394.4054","11.1295590909091","11.4295590909091","108"
"","Cer(d16:1/26:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d16:1/26:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d16:1/26:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d16:1/26:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d16:1/26:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d16:1/26:0)+HCO2","694.6354","648.62991","618.6194","420.4211","235.2065","394.4054","10.5101439393939","10.8101439393939","1160"
"","Cer(d16:1/26:0)+HCO2",1,1,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d16:1/26:0)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d16:1/26:0)+HCO2",1,2,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d16:1/26:0)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d16:1/26:0)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d16:1/26:0)+HCO2","694.6354","648.62991","618.6194","420.4211","235.2065","394.4054","11.0714060606061","11.3714060606061","3271"
"","Cer(d17:0/22:1)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:0/22:1)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:0/22:1)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:0/22:1)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:0/22:1)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:0/22:1)+HCO2","652.5885","606.58301","576.5725","362.3429","251.2378","336.3272","9.77759848484848","10.0775984848485","3025"
"","Cer(d17:0/23:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d17:0/23:0)+HCO2",0,10.73891,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d17:0/23:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d17:0/23:0)+HCO2",0,10931.03,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d17:0/23:0)+HCO2",0,622.6153,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d17:0/23:0)+HCO2","668.6198","622.61431","592.6038","378.3742","251.2378","352.3585","10.5709893939394","10.8709893939394","708"
"","Cer(d17:0/24:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d17:0/24:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d17:0/24:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d17:0/24:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d17:0/24:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d17:0/24:0)+HCO2","682.6354","636.62991","606.6194","392.3898","251.2378","366.3741","11.0019590909091","11.3019590909091","863"
"","Cer(d17:0/24:1)+HCO2",1,1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:0/24:1)+HCO2",10.8619,10.8619,10.8619,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:0/24:1)+HCO2",1,1,1,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:0/24:1)+HCO2",1057.556,65958.08,515.0173,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:0/24:1)+HCO2",680.6201,634.6152,604.6054,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:0/24:1)+HCO2","680.6198","634.61431","604.6038","390.3742","251.2378","364.3585","10.6999696969697","10.9999696969697","227"
"","Cer(d17:0/24:1)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:0/24:1)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:0/24:1)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:0/24:1)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:0/24:1)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:0/24:1)+HCO2","680.6198","634.61431","604.6038","390.3742","251.2378","364.3585","10.5248181818182","10.8248181818182","1553"
"","Cer(d17:0/25:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d17:0/25:0)+HCO2",0,11.55784,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d17:0/25:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d17:0/25:0)+HCO2",0,37248.86,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d17:0/25:0)+HCO2",0,650.6465,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d17:0/25:0)+HCO2","696.6511","650.64561","620.6351","406.4055","251.2378","380.3898","11.4208166666667","11.7208166666667","399"
"","Cer(d17:1/21:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d17:1/21:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d17:1/21:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d17:1/21:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d17:1/21:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d17:1/21:0)+HCO2","638.5728","592.56731","562.5568","350.3429","249.2221","324.3272","9.27443484848485","9.57443484848485","1335"
"","Cer(d17:1/22:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:1/22:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:1/22:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:1/22:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:1/22:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d17:1/22:0)+HCO2","652.5884","606.58291","576.5724","364.3585","249.2221","338.3428","9.77759848484848","10.0775984848485","3025"
"","Cer(d17:1/23:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d17:1/23:0)+HCO2",0,10.37019,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d17:1/23:0)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d17:1/23:0)+HCO2",0,47550.63,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d17:1/23:0)+HCO2",0,620.5994,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d17:1/23:0)+HCO2","666.6041","620.59861","590.5881","378.3742","249.2221","352.3585","10.2572696969697","10.5572696969697","287"
"","Cer(d17:1/24:0)+HCO2",1,1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:1/24:0)+HCO2",10.8619,10.8619,10.8619,10.8619,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:1/24:0)+HCO2",1,1,1,1,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:1/24:0)+HCO2",1057.556,65958.08,515.0173,650.6702,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:1/24:0)+HCO2",680.6201,634.6152,604.6054,392.3899,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d17:1/24:0)+HCO2","680.6197","634.61421","604.6037","392.3898","249.2221","366.3741","10.6999696969697","10.9999696969697","227"
"","Cer(d17:1/24:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:1/24:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:1/24:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:1/24:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:1/24:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d17:1/24:0)+HCO2","680.6197","634.61421","604.6037","392.3898","249.2221","366.3741","10.5248181818182","10.8248181818182","1553"
