"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Number of Scans","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Max Intensity","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Average m/z","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NDS","[M-H]-","[M-C6H10O5-H]-","[FAA+C2H3-H]-","[Sph-C2H7NO-H]-","[FAA-OH-H]-","[C6H11O6]-","RT_min","RT_max","Comment"
"","GlcCer_NDS(d20:0/22:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d20:0/22:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d20:0/22:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d20:0/22:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d20:0/22:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d20:0/22:2)-H","808.66715","646.61435","360.32725","267.26985","317.30935","179.05615","11.4915318181818","11.7915318181818","3156"
"","GlcCer_NDS(d20:0/25:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d20:0/25:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d20:0/25:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d20:0/25:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d20:0/25:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d20:0/25:4)-H","846.68285","684.63005","398.34285","267.26985","355.32505","179.05615","9.9384351851852","10.2384351851852","1337"
"","GlcCer_NDS(d20:0/27:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d20:0/27:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d20:0/27:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d20:0/27:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d20:0/27:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d20:0/27:4)-H","874.71415","712.66135","426.37415","267.26985","383.35625","179.05615","10.6824045454545","10.9824045454545","4200"
"","GlcCer_NDS(d21:0/17:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d21:0/17:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d21:0/17:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d21:0/17:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d21:0/17:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d21:0/17:2)-H","752.60465","590.55175","290.24895","281.28555","247.23105","179.05615","9.75611666666666","10.0561166666667","871"
"","GlcCer_NDS(d21:0/18:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d21:0/18:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d21:0/18:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d21:0/18:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d21:0/18:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d21:0/18:2)-H","766.62025","604.56745","304.26455","281.28555","261.24675","179.05615","10.2335636363636","10.5335636363636","1362"
"","GlcCer_NDS(d21:0/19:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d21:0/19:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d21:0/19:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d21:0/19:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d21:0/19:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d21:0/19:2)-H","780.63595","618.58305","318.28025","281.28555","275.26235","179.05615","10.6655606060606","10.9655606060606","477"
"","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d21:0/19:3)-H","778.62025","616.56745","316.26455","281.28555","273.24675","179.05615","10.7871","11.0871","653"
"","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d21:0/19:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d21:0/19:3)-H","778.62025","616.56745","316.26455","281.28555","273.24675","179.05615","9.71061666666667","10.0106166666667","1150"
"","GlcCer_NDS(d21:0/21:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d21:0/21:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d21:0/21:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d21:0/21:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d21:0/21:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d21:0/21:2)-H","808.66715","646.61435","346.31155","281.28555","303.29375","179.05615","11.4915318181818","11.7915318181818","3156"
"","GlcCer_NDS(d21:0/24:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d21:0/24:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d21:0/24:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d21:0/24:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d21:0/24:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d21:0/24:4)-H","846.68285","684.63005","384.32725","281.28555","341.30935","179.05615","9.9384351851852","10.2384351851852","1337"
"","GlcCer_NDS(d21:0/26:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d21:0/26:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d21:0/26:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d21:0/26:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d21:0/26:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d21:0/26:4)-H","874.71415","712.66135","412.35845","281.28555","369.34065","179.05615","10.6824045454545","10.9824045454545","4200"
"","GlcCer_NDS(d22:0/16:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d22:0/16:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d22:0/16:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d22:0/16:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d22:0/16:2)-H",0,0,0,0,0,0,"9.75611666666666","10.0561166666667","871","","GlcCer_NDS(d22:0/16:2)-H","752.60465","590.55175","276.23335","295.30115","233.21545","179.05615","9.75611666666666","10.0561166666667","871"
"","GlcCer_NDS(d22:0/17:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d22:0/17:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d22:0/17:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d22:0/17:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d22:0/17:2)-H",0,0,0,0,0,0,"10.2335636363636","10.5335636363636","1362","","GlcCer_NDS(d22:0/17:2)-H","766.62025","604.56745","290.24895","295.30115","247.23105","179.05615","10.2335636363636","10.5335636363636","1362"
"","GlcCer_NDS(d22:0/18:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d22:0/18:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d22:0/18:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d22:0/18:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d22:0/18:2)-H",0,0,0,0,0,0,"10.6655606060606","10.9655606060606","477","","GlcCer_NDS(d22:0/18:2)-H","780.63595","618.58305","304.26455","295.30115","261.24675","179.05615","10.6655606060606","10.9655606060606","477"
"","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"10.7871","11.0871","653","","GlcCer_NDS(d22:0/18:3)-H","778.62025","616.56745","302.24895","295.30115","259.23115","179.05615","10.7871","11.0871","653"
"","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d22:0/18:3)-H",0,0,0,0,0,0,"9.71061666666667","10.0106166666667","1150","","GlcCer_NDS(d22:0/18:3)-H","778.62025","616.56745","302.24895","295.30115","259.23115","179.05615","9.71061666666667","10.0106166666667","1150"
"","GlcCer_NDS(d22:0/20:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d22:0/20:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d22:0/20:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d22:0/20:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d22:0/20:2)-H",0,0,0,0,0,0,"11.4915318181818","11.7915318181818","3156","","GlcCer_NDS(d22:0/20:2)-H","808.66715","646.61435","332.29585","295.30115","289.27805","179.05615","11.4915318181818","11.7915318181818","3156"
"","GlcCer_NDS(d22:0/23:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d22:0/23:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d22:0/23:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d22:0/23:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d22:0/23:4)-H",0,0,0,0,0,0,"9.9384351851852","10.2384351851852","1337","","GlcCer_NDS(d22:0/23:4)-H","846.68285","684.63005","370.31155","295.30115","327.29375","179.05615","9.9384351851852","10.2384351851852","1337"
"","GlcCer_NDS(d22:0/25:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d22:0/25:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d22:0/25:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d22:0/25:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d22:0/25:4)-H",0,0,0,0,0,0,"10.6824045454545","10.9824045454545","4200","","GlcCer_NDS(d22:0/25:4)-H","874.71415","712.66135","398.34285","295.30115","355.32505","179.05615","10.6824045454545","10.9824045454545","4200"
