Cer-BDS,[M+HCO2]-,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer-BDS(d29:0/40:1)+HCO2,1089.052,1043.047,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/40:2)+HCO2,1087.037,1041.031,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:0)+HCO2,1119.099,1073.094,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:1)+HCO2,1117.084,1071.078,496.4735,464.4473,454.463,393.4102
Cer-BDS(d29:0/42:2)+HCO2,1115.068,1069.063,496.4735,464.4473,454.463,393.4102
Cer-BDS(d30:0/12:0)+HCO2,712.6455,666.64,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/12:1)+HCO2,710.6299,664.6244,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/13:0)+HCO2,726.6611,680.6557,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/13:1)+HCO2,724.6455,678.64,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/14:0)+HCO2,740.6768,694.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/14:1)+HCO2,738.6611,692.6557,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/15:0)+HCO2,754.6924,708.687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/15:1)+HCO2,752.6768,706.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:0)+HCO2,768.7081,722.7026,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:1)+HCO2,766.6924,720.687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/16:2)+HCO2,764.6768,718.6713,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/17:0)+HCO2,782.7238,736.7183,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:0)+HCO2,796.7394,750.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:1)+HCO2,794.7238,748.7183,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/18:2)+HCO2,792.7081,746.7026,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/19:0)+HCO2,810.7551,764.7496,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/19:1)+HCO2,808.7394,762.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:0)+HCO2,824.7707,778.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:1)+HCO2,822.7551,776.7496,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/20:2)+HCO2,820.7394,774.7339,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/21:0)+HCO2,838.7864,792.7809,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/21:1)+HCO2,836.7707,790.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:0)+HCO2,852.802,806.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:1)+HCO2,850.7864,804.7809,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/22:2)+HCO2,848.7707,802.7653,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/23:0)+HCO2,866.8177,820.8122,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/23:1)+HCO2,864.802,818.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:0)+HCO2,880.8333,834.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:1)+HCO2,878.8177,832.8122,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/24:2)+HCO2,876.802,830.7966,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/25:0)+HCO2,894.849,848.8435,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/25:1)+HCO2,892.8333,846.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:0)+HCO2,908.8646,862.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:1)+HCO2,906.849,860.8435,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/26:2)+HCO2,904.8333,858.8278,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/27:0)+HCO2,922.8802,876.8748,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/27:1)+HCO2,920.8646,874.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:0)+HCO2,936.8959,890.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:1)+HCO2,934.8802,888.8748,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/28:2)+HCO2,932.8646,886.8591,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/29:0)+HCO2,950.9116,904.9061,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/29:1)+HCO2,948.8959,902.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:0)+HCO2,964.9272,918.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:1)+HCO2,962.9116,916.9061,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/30:2)+HCO2,960.8959,914.8904,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/31:0)+HCO2,978.9429,932.9374,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/31:1)+HCO2,976.9272,930.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:0)+HCO2,992.9585,946.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:1)+HCO2,990.9429,944.9374,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/32:2)+HCO2,988.9272,942.9218,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/33:0)+HCO2,1006.974,960.9687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/33:1)+HCO2,1004.958,958.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:0)+HCO2,1020.99,974.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:1)+HCO2,1018.974,972.9687,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/34:2)+HCO2,1016.958,970.9531,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/35:0)+HCO2,1035.005,989,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/35:1)+HCO2,1032.99,986.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:0)+HCO2,1049.021,1003.016,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:1)+HCO2,1047.005,1001,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/36:2)+HCO2,1044.99,998.9843,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:0)+HCO2,1077.052,1031.047,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:1)+HCO2,1075.037,1029.031,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/38:2)+HCO2,1073.021,1027.016,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:0)+HCO2,1105.084,1059.078,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:1)+HCO2,1103.068,1057.063,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/40:2)+HCO2,1101.052,1055.047,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:0)+HCO2,1133.115,1087.109,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:1)+HCO2,1131.099,1085.094,510.4892,478.463,468.4786,407.4258
Cer-BDS(d30:0/42:2)+HCO2,1129.084,1083.078,510.4892,478.463,468.4786,407.4258
Cer_BS(d16:2/23:3)+HCO2,660.5203,614.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:4)+HCO2,658.5046,612.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:5)+HCO2,656.489,610.4835,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/23:6)+HCO2,654.4734,608.4679,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:0)+HCO2,680.5829,634.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:1)+HCO2,678.5673,632.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:2)+HCO2,676.5516,630.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:3)+HCO2,674.5359,628.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:4)+HCO2,672.5203,626.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:5)+HCO2,670.5046,624.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/24:6)+HCO2,668.489,622.4835,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:0)+HCO2,694.5986,648.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:1)+HCO2,692.5829,646.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:2)+HCO2,690.5673,644.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:3)+HCO2,688.5516,642.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:4)+HCO2,686.5359,640.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:5)+HCO2,684.5203,638.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/25:6)+HCO2,682.5046,636.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:0)+HCO2,708.6142,662.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:1)+HCO2,706.5986,660.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:2)+HCO2,704.5829,658.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:3)+HCO2,702.5673,656.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:4)+HCO2,700.5516,654.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:5)+HCO2,698.5359,652.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:6)+HCO2,696.5203,650.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/26:7)+HCO2,694.5046,648.4992,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:0)+HCO2,722.6299,676.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:1)+HCO2,720.6142,674.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:2)+HCO2,718.5986,672.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:3)+HCO2,716.5829,670.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:4)+HCO2,714.5673,668.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:5)+HCO2,712.5516,666.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:6)+HCO2,710.5359,664.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/27:7)+HCO2,708.5203,662.5148,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:0)+HCO2,736.6455,690.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:1)+HCO2,734.6299,688.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:2)+HCO2,732.6142,686.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:3)+HCO2,730.5986,684.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:4)+HCO2,728.5829,682.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:5)+HCO2,726.5673,680.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:6)+HCO2,724.5516,678.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/28:7)+HCO2,722.5359,676.5305,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:0)+HCO2,750.6611,704.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:1)+HCO2,748.6455,702.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:2)+HCO2,746.6299,700.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:3)+HCO2,744.6142,698.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:4)+HCO2,742.5986,696.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:5)+HCO2,740.5829,694.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:6)+HCO2,738.5673,692.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/29:7)+HCO2,736.5516,690.5461,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:0)+HCO2,764.6768,718.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:1)+HCO2,762.6611,716.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:2)+HCO2,760.6455,714.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:3)+HCO2,758.6299,712.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:4)+HCO2,756.6142,710.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:5)+HCO2,754.5986,708.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:6)+HCO2,752.5829,706.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/30:7)+HCO2,750.5673,704.5618,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:0)+HCO2,778.6924,732.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:1)+HCO2,776.6768,730.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:2)+HCO2,774.6611,728.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:3)+HCO2,772.6455,726.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:4)+HCO2,770.6299,724.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:5)+HCO2,768.6142,722.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:6)+HCO2,766.5986,720.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/31:7)+HCO2,764.5829,718.5775,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:0)+HCO2,792.7081,746.7026,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:1)+HCO2,790.6924,744.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:2)+HCO2,788.6768,742.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:3)+HCO2,786.6611,740.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:4)+HCO2,784.6455,738.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:5)+HCO2,782.6299,736.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:6)+HCO2,780.6142,734.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/32:7)+HCO2,778.5986,732.5931,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:0)+HCO2,806.7238,760.7183,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:1)+HCO2,804.7081,758.7026,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:2)+HCO2,802.6924,756.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:3)+HCO2,800.6768,754.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:4)+HCO2,798.6611,752.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:5)+HCO2,796.6455,750.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:6)+HCO2,794.6299,748.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/33:7)+HCO2,792.6142,746.6088,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:0)+HCO2,820.7394,774.7339,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:1)+HCO2,818.7238,772.7183,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:2)+HCO2,816.7081,770.7026,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:3)+HCO2,814.6924,768.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:4)+HCO2,812.6768,766.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:5)+HCO2,810.6611,764.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:6)+HCO2,808.6455,762.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/34:7)+HCO2,806.6299,760.6244,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:0)+HCO2,834.7551,788.7496,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:1)+HCO2,832.7394,786.7339,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:2)+HCO2,830.7238,784.7183,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:3)+HCO2,828.7081,782.7026,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:4)+HCO2,826.6924,780.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:5)+HCO2,824.6768,778.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:6)+HCO2,822.6611,776.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/35:7)+HCO2,820.6455,774.64,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:0)+HCO2,848.7707,802.7653,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:1)+HCO2,846.7551,800.7496,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:2)+HCO2,844.7394,798.7339,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:3)+HCO2,842.7238,796.7183,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:4)+HCO2,840.7081,794.7026,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:5)+HCO2,838.6924,792.687,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:6)+HCO2,836.6768,790.6713,310.2388,278.2126,268.2282,207.1754
Cer_BS(d16:2/36:7)+HCO2,834.6611,788.6557,310.2388,278.2126,268.2282,207.1754
Cer_BS(d17:2/14:0)+HCO2,554.4421,508.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/14:1)+HCO2,552.4264,506.4209,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/14:2)+HCO2,550.4108,504.4053,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/14:3)+HCO2,548.3951,502.3896,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/15:0)+HCO2,568.4577,522.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/15:1)+HCO2,566.4421,520.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/15:2)+HCO2,564.4264,518.421,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/15:3)+HCO2,562.4108,516.4053,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:0)+HCO2,582.4734,536.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:1)+HCO2,580.4577,534.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:2)+HCO2,578.4421,532.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:3)+HCO2,576.4264,530.421,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:4)+HCO2,574.4108,528.4053,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/16:5)+HCO2,572.3951,526.3896,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/17:0)+HCO2,596.489,550.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/17:1)+HCO2,594.4734,548.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/17:2)+HCO2,592.4577,546.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/17:3)+HCO2,590.4421,544.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:0)+HCO2,610.5046,564.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:1)+HCO2,608.489,562.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:2)+HCO2,606.4734,560.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:3)+HCO2,604.4577,558.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:4)+HCO2,602.4421,556.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/18:5)+HCO2,600.4264,554.421,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:0)+HCO2,624.5203,578.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:1)+HCO2,622.5046,576.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:2)+HCO2,620.489,574.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:3)+HCO2,618.4734,572.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:4)+HCO2,616.4577,570.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/19:5)+HCO2,614.4421,568.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:0)+HCO2,638.5359,592.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:1)+HCO2,636.5203,590.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:2)+HCO2,634.5046,588.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:3)+HCO2,632.489,586.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:4)+HCO2,630.4734,584.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:5)+HCO2,628.4577,582.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/20:6)+HCO2,626.4421,580.4366,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:0)+HCO2,652.5516,606.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:1)+HCO2,650.5359,604.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:2)+HCO2,648.5203,602.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:3)+HCO2,646.5046,600.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:4)+HCO2,644.489,598.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/21:5)+HCO2,642.4734,596.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:0)+HCO2,666.5673,620.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:1)+HCO2,664.5516,618.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:2)+HCO2,662.5359,616.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:3)+HCO2,660.5203,614.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:4)+HCO2,658.5046,612.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:5)+HCO2,656.489,610.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:6)+HCO2,654.4734,608.4679,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/22:7)+HCO2,652.4577,606.4523,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:0)+HCO2,680.5829,634.5775,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:1)+HCO2,678.5673,632.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:2)+HCO2,676.5516,630.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:3)+HCO2,674.5359,628.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:4)+HCO2,672.5203,626.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:5)+HCO2,670.5046,624.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/23:6)+HCO2,668.489,622.4835,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:0)+HCO2,694.5986,648.5931,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:1)+HCO2,692.5829,646.5775,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:2)+HCO2,690.5673,644.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:3)+HCO2,688.5516,642.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:4)+HCO2,686.5359,640.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:5)+HCO2,684.5203,638.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/24:6)+HCO2,682.5046,636.4992,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:0)+HCO2,708.6142,662.6088,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:1)+HCO2,706.5986,660.5931,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:2)+HCO2,704.5829,658.5775,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:3)+HCO2,702.5673,656.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:4)+HCO2,700.5516,654.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:5)+HCO2,698.5359,652.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/25:6)+HCO2,696.5203,650.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:0)+HCO2,722.6299,676.6244,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:1)+HCO2,720.6142,674.6088,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:2)+HCO2,718.5986,672.5931,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:3)+HCO2,716.5829,670.5775,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:4)+HCO2,714.5673,668.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:5)+HCO2,712.5516,666.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:6)+HCO2,710.5359,664.5305,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/26:7)+HCO2,708.5203,662.5148,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:0)+HCO2,736.6455,690.64,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:1)+HCO2,734.6299,688.6244,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:2)+HCO2,732.6142,686.6088,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:3)+HCO2,730.5986,684.5931,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:4)+HCO2,728.5829,682.5775,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:5)+HCO2,726.5673,680.5618,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:6)+HCO2,724.5516,678.5461,324.2544,292.2282,282.2439,221.1911
Cer_BS(d17:2/27:7)+HCO2,722.5359,676.5305,324.2544,292.2282,282.2439,221.1911
