Cer-BDS,[M+HCO2]-,[M-H]-,[Sph+CC=O-H]-,[Sph+C=O-CO-3H]-,[Sph-H]-,[Sph-NCCO-3H]-
Cer_BS(d19:2/28:7)+HCO2,764.5829,718.5775,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:0)+HCO2,792.7081,746.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:1)+HCO2,790.6924,744.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:2)+HCO2,788.6768,742.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:3)+HCO2,786.6611,740.6557,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:4)+HCO2,784.6455,738.64,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:5)+HCO2,782.6299,736.6244,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:6)+HCO2,780.6142,734.6088,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/29:7)+HCO2,778.5986,732.5931,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:0)+HCO2,806.7238,760.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:1)+HCO2,804.7081,758.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:2)+HCO2,802.6924,756.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:3)+HCO2,800.6768,754.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:4)+HCO2,798.6611,752.6557,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:5)+HCO2,796.6455,750.64,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:6)+HCO2,794.6299,748.6244,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/30:7)+HCO2,792.6142,746.6088,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:0)+HCO2,820.7394,774.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:1)+HCO2,818.7238,772.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:2)+HCO2,816.7081,770.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:3)+HCO2,814.6924,768.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:4)+HCO2,812.6768,766.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:5)+HCO2,810.6611,764.6557,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:6)+HCO2,808.6455,762.64,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/31:7)+HCO2,806.6299,760.6244,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:0)+HCO2,834.7551,788.7496,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:1)+HCO2,832.7394,786.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:2)+HCO2,830.7238,784.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:3)+HCO2,828.7081,782.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:4)+HCO2,826.6924,780.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:5)+HCO2,824.6768,778.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:6)+HCO2,822.6611,776.6557,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/32:7)+HCO2,820.6455,774.64,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:0)+HCO2,848.7707,802.7653,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:1)+HCO2,846.7551,800.7496,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:2)+HCO2,844.7394,798.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:3)+HCO2,842.7238,796.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:4)+HCO2,840.7081,794.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:5)+HCO2,838.6924,792.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:6)+HCO2,836.6768,790.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/33:7)+HCO2,834.6611,788.6557,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:0)+HCO2,862.7864,816.7809,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:1)+HCO2,860.7707,814.7653,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:2)+HCO2,858.7551,812.7496,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:3)+HCO2,856.7394,810.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:4)+HCO2,854.7238,808.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:5)+HCO2,852.7081,806.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:6)+HCO2,850.6924,804.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/34:7)+HCO2,848.6768,802.6713,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:0)+HCO2,876.802,830.7966,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:1)+HCO2,874.7864,828.7809,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:2)+HCO2,872.7707,826.7653,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:3)+HCO2,870.7551,824.7496,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:4)+HCO2,868.7394,822.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:5)+HCO2,866.7238,820.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:6)+HCO2,864.7081,818.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/35:7)+HCO2,862.6924,816.687,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:0)+HCO2,890.8177,844.8122,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:1)+HCO2,888.802,842.7966,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:2)+HCO2,886.7864,840.7809,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:3)+HCO2,884.7707,838.7653,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:4)+HCO2,882.7551,836.7496,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:5)+HCO2,880.7394,834.7339,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:6)+HCO2,878.7238,832.7183,352.2857,320.2595,310.2751,249.2224
Cer_BS(d19:2/36:7)+HCO2,876.7081,830.7026,352.2857,320.2595,310.2751,249.2224
Cer_BS(d20:2/14:0)+HCO2,596.489,550.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/14:1)+HCO2,594.4734,548.4679,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/14:2)+HCO2,592.4577,546.4523,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/14:3)+HCO2,590.4421,544.4366,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/15:0)+HCO2,610.5046,564.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/15:1)+HCO2,608.489,562.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/15:2)+HCO2,606.4734,560.4679,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/15:3)+HCO2,604.4577,558.4523,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:0)+HCO2,624.5203,578.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:1)+HCO2,622.5046,576.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:2)+HCO2,620.489,574.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:3)+HCO2,618.4734,572.4679,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:4)+HCO2,616.4577,570.4523,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/16:5)+HCO2,614.4421,568.4366,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/17:0)+HCO2,638.5359,592.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/17:1)+HCO2,636.5203,590.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/17:2)+HCO2,634.5046,588.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/17:3)+HCO2,632.489,586.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:0)+HCO2,652.5516,606.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:1)+HCO2,650.5359,604.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:2)+HCO2,648.5203,602.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:3)+HCO2,646.5046,600.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:4)+HCO2,644.489,598.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/18:5)+HCO2,642.4734,596.4679,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:0)+HCO2,666.5673,620.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:1)+HCO2,664.5516,618.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:2)+HCO2,662.5359,616.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:3)+HCO2,660.5203,614.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:4)+HCO2,658.5046,612.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/19:5)+HCO2,656.489,610.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:0)+HCO2,680.5829,634.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:1)+HCO2,678.5673,632.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:2)+HCO2,676.5516,630.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:3)+HCO2,674.5359,628.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:4)+HCO2,672.5203,626.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:5)+HCO2,670.5046,624.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/20:6)+HCO2,668.489,622.4835,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:0)+HCO2,694.5986,648.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:1)+HCO2,692.5829,646.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:2)+HCO2,690.5673,644.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:3)+HCO2,688.5516,642.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:4)+HCO2,686.5359,640.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/21:5)+HCO2,684.5203,638.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:0)+HCO2,708.6142,662.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:1)+HCO2,706.5986,660.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:2)+HCO2,704.5829,658.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:3)+HCO2,702.5673,656.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:4)+HCO2,700.5516,654.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:5)+HCO2,698.5359,652.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:6)+HCO2,696.5203,650.5148,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/22:7)+HCO2,694.5046,648.4992,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:0)+HCO2,722.6299,676.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:1)+HCO2,720.6142,674.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:2)+HCO2,718.5986,672.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:3)+HCO2,716.5829,670.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:4)+HCO2,714.5673,668.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:5)+HCO2,712.5516,666.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/23:6)+HCO2,710.5359,664.5305,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:0)+HCO2,736.6455,690.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:1)+HCO2,734.6299,688.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:2)+HCO2,732.6142,686.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:3)+HCO2,730.5986,684.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:4)+HCO2,728.5829,682.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:5)+HCO2,726.5673,680.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/24:6)+HCO2,724.5516,678.5461,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:0)+HCO2,750.6611,704.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:1)+HCO2,748.6455,702.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:2)+HCO2,746.6299,700.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:3)+HCO2,744.6142,698.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:4)+HCO2,742.5986,696.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:5)+HCO2,740.5829,694.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/25:6)+HCO2,738.5673,692.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:0)+HCO2,764.6768,718.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:1)+HCO2,762.6611,716.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:2)+HCO2,760.6455,714.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:3)+HCO2,758.6299,712.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:4)+HCO2,756.6142,710.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:5)+HCO2,754.5986,708.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:6)+HCO2,752.5829,706.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/26:7)+HCO2,750.5673,704.5618,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:0)+HCO2,778.6924,732.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:1)+HCO2,776.6768,730.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:2)+HCO2,774.6611,728.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:3)+HCO2,772.6455,726.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:4)+HCO2,770.6299,724.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:5)+HCO2,768.6142,722.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:6)+HCO2,766.5986,720.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/27:7)+HCO2,764.5829,718.5775,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:0)+HCO2,792.7081,746.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:1)+HCO2,790.6924,744.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:2)+HCO2,788.6768,742.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:3)+HCO2,786.6611,740.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:4)+HCO2,784.6455,738.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:5)+HCO2,782.6299,736.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:6)+HCO2,780.6142,734.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/28:7)+HCO2,778.5986,732.5931,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:0)+HCO2,806.7238,760.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:1)+HCO2,804.7081,758.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:2)+HCO2,802.6924,756.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:3)+HCO2,800.6768,754.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:4)+HCO2,798.6611,752.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:5)+HCO2,796.6455,750.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:6)+HCO2,794.6299,748.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/29:7)+HCO2,792.6142,746.6088,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:0)+HCO2,820.7394,774.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:1)+HCO2,818.7238,772.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:2)+HCO2,816.7081,770.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:3)+HCO2,814.6924,768.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:4)+HCO2,812.6768,766.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:5)+HCO2,810.6611,764.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:6)+HCO2,808.6455,762.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/30:7)+HCO2,806.6299,760.6244,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:0)+HCO2,834.7551,788.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:1)+HCO2,832.7394,786.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:2)+HCO2,830.7238,784.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:3)+HCO2,828.7081,782.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:4)+HCO2,826.6924,780.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:5)+HCO2,824.6768,778.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:6)+HCO2,822.6611,776.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/31:7)+HCO2,820.6455,774.64,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:0)+HCO2,848.7707,802.7653,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:1)+HCO2,846.7551,800.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:2)+HCO2,844.7394,798.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:3)+HCO2,842.7238,796.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:4)+HCO2,840.7081,794.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:5)+HCO2,838.6924,792.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:6)+HCO2,836.6768,790.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/32:7)+HCO2,834.6611,788.6557,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:0)+HCO2,862.7864,816.7809,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:1)+HCO2,860.7707,814.7653,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:2)+HCO2,858.7551,812.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:3)+HCO2,856.7394,810.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:4)+HCO2,854.7238,808.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:5)+HCO2,852.7081,806.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:6)+HCO2,850.6924,804.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/33:7)+HCO2,848.6768,802.6713,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:0)+HCO2,876.802,830.7966,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:1)+HCO2,874.7864,828.7809,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:2)+HCO2,872.7707,826.7653,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:3)+HCO2,870.7551,824.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:4)+HCO2,868.7394,822.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:5)+HCO2,866.7238,820.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:6)+HCO2,864.7081,818.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/34:7)+HCO2,862.6924,816.687,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:0)+HCO2,890.8177,844.8122,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:1)+HCO2,888.802,842.7966,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:2)+HCO2,886.7864,840.7809,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:3)+HCO2,884.7707,838.7653,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:4)+HCO2,882.7551,836.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:5)+HCO2,880.7394,834.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:6)+HCO2,878.7238,832.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/35:7)+HCO2,876.7081,830.7026,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:0)+HCO2,904.8333,858.8278,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:1)+HCO2,902.8177,856.8122,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:2)+HCO2,900.802,854.7966,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:3)+HCO2,898.7864,852.7809,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:4)+HCO2,896.7707,850.7653,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:5)+HCO2,894.7551,848.7496,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:6)+HCO2,892.7394,846.7339,366.3014,334.2751,324.2908,263.238
Cer_BS(d20:2/36:7)+HCO2,890.7238,844.7183,366.3014,334.2751,324.2908,263.238
Cer_BS(d21:2/14:0)+HCO2,610.5046,564.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/14:1)+HCO2,608.489,562.4835,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/14:2)+HCO2,606.4734,560.4679,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/14:3)+HCO2,604.4577,558.4523,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/15:0)+HCO2,624.5203,578.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/15:1)+HCO2,622.5046,576.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/15:2)+HCO2,620.489,574.4835,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/15:3)+HCO2,618.4734,572.4679,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:0)+HCO2,638.5359,592.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:1)+HCO2,636.5203,590.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:2)+HCO2,634.5046,588.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:3)+HCO2,632.489,586.4835,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:4)+HCO2,630.4734,584.4679,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/16:5)+HCO2,628.4577,582.4523,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/17:0)+HCO2,652.5516,606.5461,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/17:1)+HCO2,650.5359,604.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/17:2)+HCO2,648.5203,602.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/17:3)+HCO2,646.5046,600.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:0)+HCO2,666.5673,620.5618,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:1)+HCO2,664.5516,618.5461,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:2)+HCO2,662.5359,616.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:3)+HCO2,660.5203,614.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:4)+HCO2,658.5046,612.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/18:5)+HCO2,656.489,610.4835,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:0)+HCO2,680.5829,634.5775,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:1)+HCO2,678.5673,632.5618,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:2)+HCO2,676.5516,630.5461,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:3)+HCO2,674.5359,628.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:4)+HCO2,672.5203,626.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/19:5)+HCO2,670.5046,624.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:0)+HCO2,694.5986,648.5931,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:1)+HCO2,692.5829,646.5775,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:2)+HCO2,690.5673,644.5618,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:3)+HCO2,688.5516,642.5461,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:4)+HCO2,686.5359,640.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:5)+HCO2,684.5203,638.5148,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/20:6)+HCO2,682.5046,636.4992,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:0)+HCO2,708.6142,662.6088,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:1)+HCO2,706.5986,660.5931,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:2)+HCO2,704.5829,658.5775,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:3)+HCO2,702.5673,656.5618,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:4)+HCO2,700.5516,654.5461,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/21:5)+HCO2,698.5359,652.5305,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/22:0)+HCO2,722.6299,676.6244,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/22:1)+HCO2,720.6142,674.6088,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/22:2)+HCO2,718.5986,672.5931,380.317,348.2908,338.3065,277.2537
Cer_BS(d21:2/22:3)+HCO2,716.5829,670.5775,380.317,348.2908,338.3065,277.2537
