Cer-AS,[M-H]-,[M-O-H]-,[M-CO-3H]-,[M-CO-O-H]-,[Sph-3H]-,[Sph-O-3H]-,[FA+O-H]-,[FA+N-H]-,[Sph-CO-H]-,[FA-3H]-,[Sph-NCCO-H]-,[Sph-NCCO-3H]-,[FA-CO-3H]-
Cer-AS(d23:1/32:2)-H,842.7966,824.7859,810.7703,794.7754,366.3378,350.3428,491.447,490.463,338.3428,473.4364,309.3163,307.3006,445.4415
Cer-AS(d23:1/33:0)-H,860.8435,842.8329,828.8173,812.8223,366.3378,350.3428,509.4939,508.5099,338.3428,491.4834,309.3163,307.3006,463.4884
Cer-AS(d23:1/33:1)-H,858.8278,840.8173,826.8016,810.8067,366.3378,350.3428,507.4783,506.4943,338.3428,489.4677,309.3163,307.3006,461.4728
Cer-AS(d23:1/34:0)-H,874.8591,856.8486,842.8329,826.838,366.3378,350.3428,523.5096,522.5256,338.3428,505.499,309.3163,307.3006,477.5041
Cer-AS(d23:1/34:1)-H,872.8435,854.8329,840.8173,824.8223,366.3378,350.3428,521.494,520.5099,338.3428,503.4834,309.3163,307.3006,475.4884
Cer-AS(d23:1/34:2)-H,870.8278,852.8173,838.8016,822.8067,366.3378,350.3428,519.4783,518.4943,338.3428,501.4677,309.3163,307.3006,473.4728
Cer-AS(d23:1/35:0)-H,888.8748,870.8642,856.8486,840.8536,366.3378,350.3428,537.5252,536.5412,338.3428,519.5146,309.3163,307.3006,491.5197
Cer-AS(d23:1/35:1)-H,886.8591,868.8486,854.8329,838.838,366.3378,350.3428,535.5096,534.5256,338.3428,517.499,309.3163,307.3006,489.5041
Cer-AS(d23:1/36:0)-H,902.8904,884.8799,870.8642,854.8693,366.3378,350.3428,551.5409,550.5569,338.3428,533.5303,309.3163,307.3006,505.5354
Cer-AS(d23:1/36:1)-H,900.8748,882.8642,868.8486,852.8536,366.3378,350.3428,549.5252,548.5412,338.3428,531.5146,309.3163,307.3006,503.5197
Cer-AS(d23:1/36:2)-H,898.8591,880.8486,866.8329,850.838,366.3378,350.3428,547.5096,546.5256,338.3428,529.499,309.3163,307.3006,501.5041
Cer-AS(d23:1/38:0)-H,930.9218,912.9112,898.8955,882.9006,366.3378,350.3428,579.5722,578.5881,338.3428,561.5616,309.3163,307.3006,533.5667
Cer-AS(d23:1/38:1)-H,928.9061,910.8955,896.8799,880.8849,366.3378,350.3428,577.5565,576.5725,338.3428,559.546,309.3163,307.3006,531.551
Cer-AS(d23:1/38:2)-H,926.8904,908.8799,894.8642,878.8693,366.3378,350.3428,575.5409,574.5569,338.3428,557.5303,309.3163,307.3006,529.5354
Cer-AS(d23:1/40:0)-H,958.9531,940.9424,926.9268,910.9319,366.3378,350.3428,607.6035,606.6194,338.3428,589.5929,309.3163,307.3006,561.598
Cer-AS(d23:1/40:1)-H,956.9374,938.9268,924.9112,908.9163,366.3378,350.3428,605.5878,604.6038,338.3428,587.5773,309.3163,307.3006,559.5823
Cer-AS(d23:1/40:2)-H,954.9218,936.9112,922.8955,906.9006,366.3378,350.3428,603.5722,602.5881,338.3428,585.5616,309.3163,307.3006,557.5667
Cer-AS(d23:1/42:0)-H,986.9843,968.9738,954.9581,938.9632,366.3378,350.3428,635.6348,634.6508,338.3428,617.6242,309.3163,307.3006,589.6293
Cer-AS(d23:1/42:1)-H,984.9687,966.9581,952.9424,936.9476,366.3378,350.3428,633.6191,632.6351,338.3428,615.6086,309.3163,307.3006,587.6136
Cer-AS(d23:1/42:2)-H,982.9531,964.9424,950.9268,934.9319,366.3378,350.3428,631.6035,630.6194,338.3428,613.5929,309.3163,307.3006,585.598
Cer-AS(d23:2/12:0)-H,564.4992,546.4886,532.473,516.478,364.3221,348.3272,215.1653,214.1813,336.3272,197.1547,307.3006,305.285,169.1598
Cer-AS(d23:2/12:1)-H,562.4835,544.473,530.4573,514.4624,364.3221,348.3272,213.1496,212.1656,336.3272,195.1391,307.3006,305.285,167.1441
Cer-AS(d23:2/13:0)-H,578.5148,560.5043,546.4886,530.4937,364.3221,348.3272,229.1809,228.1969,336.3272,211.1704,307.3006,305.285,183.1754
Cer-AS(d23:2/13:1)-H,576.4992,558.4886,544.473,528.478,364.3221,348.3272,227.1653,226.1813,336.3272,209.1547,307.3006,305.285,181.1598
Cer-AS(d23:2/14:0)-H,592.5305,574.5199,560.5043,544.5093,364.3221,348.3272,243.1966,242.2126,336.3272,225.186,307.3006,305.285,197.1911
Cer-AS(d23:2/14:1)-H,590.5148,572.5043,558.4886,542.4937,364.3221,348.3272,241.1809,240.1969,336.3272,223.1704,307.3006,305.285,195.1754
Cer-AS(d23:2/15:0)-H,606.5461,588.5356,574.5199,558.525,364.3221,348.3272,257.2122,256.2282,336.3272,239.2017,307.3006,305.285,211.2067
Cer-AS(d23:2/15:1)-H,604.5305,586.5199,572.5043,556.5093,364.3221,348.3272,255.1966,254.2126,336.3272,237.186,307.3006,305.285,209.1911
Cer-AS(d23:2/16:0)-H,620.5618,602.5512,588.5356,572.5406,364.3221,348.3272,271.2279,270.2439,336.3272,253.2173,307.3006,305.285,225.2224
Cer-AS(d23:2/16:1)-H,618.5461,600.5356,586.5199,570.525,364.3221,348.3272,269.2122,268.2282,336.3272,251.2017,307.3006,305.285,223.2067
Cer-AS(d23:2/16:2)-H,616.5305,598.5199,584.5043,568.5093,364.3221,348.3272,267.1966,266.2126,336.3272,249.186,307.3006,305.285,221.1911
Cer-AS(d23:2/17:0)-H,634.5775,616.5669,602.5512,586.5563,364.3221,348.3272,285.2435,284.2595,336.3272,267.233,307.3006,305.285,239.238
Cer-AS(d23:2/18:0)-H,648.5931,630.5825,616.5669,600.572,364.3221,348.3272,299.2592,298.2751,336.3272,281.2486,307.3006,305.285,253.2537
Cer-AS(d23:2/18:1)-H,646.5775,628.5669,614.5512,598.5563,364.3221,348.3272,297.2435,296.2595,336.3272,279.233,307.3006,305.285,251.238
Cer-AS(d23:2/18:2)-H,644.5618,626.5512,612.5356,596.5406,364.3221,348.3272,295.2279,294.2439,336.3272,277.2173,307.3006,305.285,249.2224
Cer-AS(d23:2/19:0)-H,662.6088,644.5981,630.5825,614.5876,364.3221,348.3272,313.2748,312.2908,336.3272,295.2643,307.3006,305.285,267.2693
Cer-AS(d23:2/19:1)-H,660.5931,642.5825,628.5669,612.572,364.3221,348.3272,311.2592,310.2751,336.3272,293.2486,307.3006,305.285,265.2537
Cer-AS(d23:2/20:0)-H,676.6244,658.6138,644.5981,628.6033,364.3221,348.3272,327.2905,326.3065,336.3272,309.2799,307.3006,305.285,281.285
Cer-AS(d23:2/20:1)-H,674.6088,656.5981,642.5825,626.5876,364.3221,348.3272,325.2748,324.2908,336.3272,307.2643,307.3006,305.285,279.2693
Cer-AS(d23:2/20:2)-H,672.5931,654.5825,640.5669,624.572,364.3221,348.3272,323.2592,322.2751,336.3272,305.2486,307.3006,305.285,277.2537
Cer-AS(d23:2/21:0)-H,690.64,672.6295,658.6138,642.6189,364.3221,348.3272,341.3061,340.3221,336.3272,323.2956,307.3006,305.285,295.3006
Cer-AS(d23:2/21:1)-H,688.6244,670.6138,656.5981,640.6033,364.3221,348.3272,339.2905,338.3065,336.3272,321.2799,307.3006,305.285,293.285
Cer-AS(d23:2/22:0)-H,704.6557,686.6451,672.6295,656.6345,364.3221,348.3272,355.3218,354.3378,336.3272,337.3112,307.3006,305.285,309.3163
Cer-AS(d23:2/22:1)-H,702.64,684.6295,670.6138,654.6189,364.3221,348.3272,353.3061,352.3221,336.3272,335.2956,307.3006,305.285,307.3006
Cer-AS(d23:2/22:2)-H,700.6244,682.6138,668.5981,652.6033,364.3221,348.3272,351.2905,350.3065,336.3272,333.2799,307.3006,305.285,305.285
Cer-AS(d23:2/23:0)-H,718.6713,700.6608,686.6451,670.6502,364.3221,348.3272,369.3374,368.3534,336.3272,351.3269,307.3006,305.285,323.3319
Cer-AS(d23:2/23:1)-H,716.6557,698.6451,684.6295,668.6345,364.3221,348.3272,367.3218,366.3378,336.3272,349.3112,307.3006,305.285,321.3163
Cer-AS(d23:2/24:0)-H,732.687,714.6764,700.6608,684.6658,364.3221,348.3272,383.3531,382.369,336.3272,365.3425,307.3006,305.285,337.3476
Cer-AS(d23:2/24:1)-H,730.6713,712.6608,698.6451,682.6502,364.3221,348.3272,381.3374,380.3534,336.3272,363.3269,307.3006,305.285,335.3319
Cer-AS(d23:2/24:2)-H,728.6557,710.6451,696.6295,680.6345,364.3221,348.3272,379.3218,378.3378,336.3272,361.3112,307.3006,305.285,333.3163
Cer-AS(d23:2/25:0)-H,746.7026,728.6921,714.6764,698.6815,364.3221,348.3272,397.3687,396.3847,336.3272,379.3582,307.3006,305.285,351.3633
Cer-AS(d23:2/25:1)-H,744.687,726.6764,712.6608,696.6658,364.3221,348.3272,395.3531,394.369,336.3272,377.3425,307.3006,305.285,349.3476
Cer-AS(d23:2/26:0)-H,760.7183,742.7077,728.6921,712.6971,364.3221,348.3272,411.3844,410.4004,336.3272,393.3738,307.3006,305.285,365.3789
Cer-AS(d23:2/26:1)-H,758.7026,740.6921,726.6764,710.6815,364.3221,348.3272,409.3687,408.3847,336.3272,391.3582,307.3006,305.285,363.3633
Cer-AS(d23:2/26:2)-H,756.687,738.6764,724.6608,708.6658,364.3221,348.3272,407.3531,406.369,336.3272,389.3425,307.3006,305.285,361.3476
Cer-AS(d23:2/27:0)-H,774.7339,756.7234,742.7077,726.7128,364.3221,348.3272,425.4,424.416,336.3272,407.3895,307.3006,305.285,379.3945
Cer-AS(d23:2/27:1)-H,772.7183,754.7077,740.6921,724.6971,364.3221,348.3272,423.3844,422.4004,336.3272,405.3738,307.3006,305.285,377.3789
Cer-AS(d23:2/28:0)-H,788.7496,770.739,756.7234,740.7285,364.3221,348.3272,439.4157,438.4317,336.3272,421.4051,307.3006,305.285,393.4102
Cer-AS(d23:2/28:1)-H,786.7339,768.7234,754.7077,738.7128,364.3221,348.3272,437.4,436.416,336.3272,419.3895,307.3006,305.285,391.3945
Cer-AS(d23:2/28:2)-H,784.7183,766.7077,752.6921,736.6971,364.3221,348.3272,435.3844,434.4004,336.3272,417.3738,307.3006,305.285,389.3789
Cer-AS(d23:2/29:0)-H,802.7653,784.7547,770.739,754.7441,364.3221,348.3272,453.4313,452.4473,336.3272,435.4207,307.3006,305.285,407.4258
Cer-AS(d23:2/29:1)-H,800.7496,782.739,768.7234,752.7285,364.3221,348.3272,451.4157,450.4317,336.3272,433.4051,307.3006,305.285,405.4102
Cer-AS(d23:2/30:0)-H,816.7809,798.7703,784.7547,768.7598,364.3221,348.3272,467.447,466.463,336.3272,449.4364,307.3006,305.285,421.4415
Cer-AS(d23:2/30:1)-H,814.7653,796.7547,782.739,766.7441,364.3221,348.3272,465.4313,464.4473,336.3272,447.4207,307.3006,305.285,419.4258
Cer-AS(d23:2/30:2)-H,812.7496,794.739,780.7234,764.7285,364.3221,348.3272,463.4157,462.4317,336.3272,445.4051,307.3006,305.285,417.4102
Cer-AS(d23:2/31:0)-H,830.7966,812.7859,798.7703,782.7754,364.3221,348.3272,481.4626,480.4786,336.3272,463.4521,307.3006,305.285,435.4572
Cer-AS(d23:2/31:1)-H,828.7809,810.7703,796.7547,780.7598,364.3221,348.3272,479.447,478.463,336.3272,461.4364,307.3006,305.285,433.4415
Cer-AS(d23:2/32:0)-H,844.8122,826.8016,812.7859,796.7911,364.3221,348.3272,495.4783,494.4943,336.3272,477.4677,307.3006,305.285,449.4728
Cer-AS(d23:2/32:1)-H,842.7966,824.7859,810.7703,794.7754,364.3221,348.3272,493.4626,492.4786,336.3272,475.4521,307.3006,305.285,447.4572
Cer-AS(d23:2/32:2)-H,840.7809,822.7703,808.7547,792.7598,364.3221,348.3272,491.447,490.463,336.3272,473.4364,307.3006,305.285,445.4415
Cer-AS(d23:2/33:0)-H,858.8278,840.8173,826.8016,810.8067,364.3221,348.3272,509.4939,508.5099,336.3272,491.4834,307.3006,305.285,463.4884
Cer-AS(d23:2/33:1)-H,856.8122,838.8016,824.7859,808.7911,364.3221,348.3272,507.4783,506.4943,336.3272,489.4677,307.3006,305.285,461.4728
Cer-AS(d23:2/34:0)-H,872.8435,854.8329,840.8173,824.8223,364.3221,348.3272,523.5096,522.5256,336.3272,505.499,307.3006,305.285,477.5041
Cer-AS(d23:2/34:1)-H,870.8278,852.8173,838.8016,822.8067,364.3221,348.3272,521.494,520.5099,336.3272,503.4834,307.3006,305.285,475.4884
Cer-AS(d23:2/34:2)-H,868.8122,850.8016,836.7859,820.7911,364.3221,348.3272,519.4783,518.4943,336.3272,501.4677,307.3006,305.285,473.4728
Cer-AS(d23:2/35:0)-H,886.8591,868.8486,854.8329,838.838,364.3221,348.3272,537.5252,536.5412,336.3272,519.5146,307.3006,305.285,491.5197
Cer-AS(d23:2/35:1)-H,884.8435,866.8329,852.8173,836.8223,364.3221,348.3272,535.5096,534.5256,336.3272,517.499,307.3006,305.285,489.5041
Cer-AS(d23:2/36:0)-H,900.8748,882.8642,868.8486,852.8536,364.3221,348.3272,551.5409,550.5569,336.3272,533.5303,307.3006,305.285,505.5354
Cer-AS(d23:2/36:1)-H,898.8591,880.8486,866.8329,850.838,364.3221,348.3272,549.5252,548.5412,336.3272,531.5146,307.3006,305.285,503.5197
Cer-AS(d23:2/36:2)-H,896.8435,878.8329,864.8173,848.8223,364.3221,348.3272,547.5096,546.5256,336.3272,529.499,307.3006,305.285,501.5041
Cer-AS(d23:2/38:0)-H,928.9061,910.8955,896.8799,880.8849,364.3221,348.3272,579.5722,578.5881,336.3272,561.5616,307.3006,305.285,533.5667
Cer-AS(d23:2/38:1)-H,926.8904,908.8799,894.8642,878.8693,364.3221,348.3272,577.5565,576.5725,336.3272,559.546,307.3006,305.285,531.551
Cer-AS(d23:2/38:2)-H,924.8748,906.8642,892.8486,876.8536,364.3221,348.3272,575.5409,574.5569,336.3272,557.5303,307.3006,305.285,529.5354
Cer-AS(d23:2/40:0)-H,956.9374,938.9268,924.9112,908.9163,364.3221,348.3272,607.6035,606.6194,336.3272,589.5929,307.3006,305.285,561.598
Cer-AS(d23:2/40:1)-H,954.9218,936.9112,922.8955,906.9006,364.3221,348.3272,605.5878,604.6038,336.3272,587.5773,307.3006,305.285,559.5823
Cer-AS(d23:2/40:2)-H,952.9061,934.8955,920.8799,904.8849,364.3221,348.3272,603.5722,602.5881,336.3272,585.5616,307.3006,305.285,557.5667
Cer-AS(d23:2/42:0)-H,984.9687,966.9581,952.9424,936.9476,364.3221,348.3272,635.6348,634.6508,336.3272,617.6242,307.3006,305.285,589.6293
Cer-AS(d23:2/42:1)-H,982.9531,964.9424,950.9268,934.9319,364.3221,348.3272,633.6191,632.6351,336.3272,615.6086,307.3006,305.285,587.6136
Cer-AS(d23:2/42:2)-H,980.9374,962.9268,948.9112,932.9163,364.3221,348.3272,631.6035,630.6194,336.3272,613.5929,307.3006,305.285,585.598
Cer-AS(d23:3/12:0)-H,562.4835,544.473,530.4573,514.4624,362.3065,346.3116,215.1653,214.1813,334.3116,197.1547,305.285,303.2693,169.1598
Cer-AS(d23:3/12:1)-H,560.4679,542.4573,528.4417,512.4468,362.3065,346.3116,213.1496,212.1656,334.3116,195.1391,305.285,303.2693,167.1441
Cer-AS(d23:3/13:0)-H,576.4992,558.4886,544.473,528.478,362.3065,346.3116,229.1809,228.1969,334.3116,211.1704,305.285,303.2693,183.1754
Cer-AS(d23:3/13:1)-H,574.4835,556.473,542.4573,526.4624,362.3065,346.3116,227.1653,226.1813,334.3116,209.1547,305.285,303.2693,181.1598
Cer-AS(d23:3/14:0)-H,590.5148,572.5043,558.4886,542.4937,362.3065,346.3116,243.1966,242.2126,334.3116,225.186,305.285,303.2693,197.1911
Cer-AS(d23:3/14:1)-H,588.4992,570.4886,556.473,540.478,362.3065,346.3116,241.1809,240.1969,334.3116,223.1704,305.285,303.2693,195.1754
Cer-AS(d23:3/15:0)-H,604.5305,586.5199,572.5043,556.5093,362.3065,346.3116,257.2122,256.2282,334.3116,239.2017,305.285,303.2693,211.2067
Cer-AS(d23:3/15:1)-H,602.5148,584.5043,570.4886,554.4937,362.3065,346.3116,255.1966,254.2126,334.3116,237.186,305.285,303.2693,209.1911
Cer-AS(d23:3/16:0)-H,618.5461,600.5356,586.5199,570.525,362.3065,346.3116,271.2279,270.2439,334.3116,253.2173,305.285,303.2693,225.2224
Cer-AS(d23:3/16:1)-H,616.5305,598.5199,584.5043,568.5093,362.3065,346.3116,269.2122,268.2282,334.3116,251.2017,305.285,303.2693,223.2067
Cer-AS(d23:3/16:2)-H,614.5148,596.5043,582.4886,566.4937,362.3065,346.3116,267.1966,266.2126,334.3116,249.186,305.285,303.2693,221.1911
Cer-AS(d23:3/17:0)-H,632.5618,614.5512,600.5356,584.5406,362.3065,346.3116,285.2435,284.2595,334.3116,267.233,305.285,303.2693,239.238
Cer-AS(d23:3/18:0)-H,646.5775,628.5669,614.5512,598.5563,362.3065,346.3116,299.2592,298.2751,334.3116,281.2486,305.285,303.2693,253.2537
Cer-AS(d23:3/18:1)-H,644.5618,626.5512,612.5356,596.5406,362.3065,346.3116,297.2435,296.2595,334.3116,279.233,305.285,303.2693,251.238
Cer-AS(d23:3/18:2)-H,642.5461,624.5356,610.5199,594.525,362.3065,346.3116,295.2279,294.2439,334.3116,277.2173,305.285,303.2693,249.2224
Cer-AS(d23:3/19:0)-H,660.5931,642.5825,628.5669,612.572,362.3065,346.3116,313.2748,312.2908,334.3116,295.2643,305.285,303.2693,267.2693
Cer-AS(d23:3/19:1)-H,658.5775,640.5669,626.5512,610.5563,362.3065,346.3116,311.2592,310.2751,334.3116,293.2486,305.285,303.2693,265.2537
Cer-AS(d23:3/20:0)-H,674.6088,656.5981,642.5825,626.5876,362.3065,346.3116,327.2905,326.3065,334.3116,309.2799,305.285,303.2693,281.285
Cer-AS(d23:3/20:1)-H,672.5931,654.5825,640.5669,624.572,362.3065,346.3116,325.2748,324.2908,334.3116,307.2643,305.285,303.2693,279.2693
Cer-AS(d23:3/20:2)-H,670.5775,652.5669,638.5512,622.5563,362.3065,346.3116,323.2592,322.2751,334.3116,305.2486,305.285,303.2693,277.2537
Cer-AS(d23:3/21:0)-H,688.6244,670.6138,656.5981,640.6033,362.3065,346.3116,341.3061,340.3221,334.3116,323.2956,305.285,303.2693,295.3006
Cer-AS(d23:3/21:1)-H,686.6088,668.5981,654.5825,638.5876,362.3065,346.3116,339.2905,338.3065,334.3116,321.2799,305.285,303.2693,293.285
Cer-AS(d23:3/22:0)-H,702.64,684.6295,670.6138,654.6189,362.3065,346.3116,355.3218,354.3378,334.3116,337.3112,305.285,303.2693,309.3163
Cer-AS(d23:3/22:1)-H,700.6244,682.6138,668.5981,652.6033,362.3065,346.3116,353.3061,352.3221,334.3116,335.2956,305.285,303.2693,307.3006
Cer-AS(d23:3/22:2)-H,698.6088,680.5981,666.5825,650.5876,362.3065,346.3116,351.2905,350.3065,334.3116,333.2799,305.285,303.2693,305.285
Cer-AS(d23:3/23:0)-H,716.6557,698.6451,684.6295,668.6345,362.3065,346.3116,369.3374,368.3534,334.3116,351.3269,305.285,303.2693,323.3319
Cer-AS(d23:3/23:1)-H,714.64,696.6295,682.6138,666.6189,362.3065,346.3116,367.3218,366.3378,334.3116,349.3112,305.285,303.2693,321.3163
Cer-AS(d23:3/24:0)-H,730.6713,712.6608,698.6451,682.6502,362.3065,346.3116,383.3531,382.369,334.3116,365.3425,305.285,303.2693,337.3476
Cer-AS(d23:3/24:1)-H,728.6557,710.6451,696.6295,680.6345,362.3065,346.3116,381.3374,380.3534,334.3116,363.3269,305.285,303.2693,335.3319
Cer-AS(d23:3/24:2)-H,726.64,708.6295,694.6138,678.6189,362.3065,346.3116,379.3218,378.3378,334.3116,361.3112,305.285,303.2693,333.3163
Cer-AS(d23:3/25:0)-H,744.687,726.6764,712.6608,696.6658,362.3065,346.3116,397.3687,396.3847,334.3116,379.3582,305.285,303.2693,351.3633
Cer-AS(d23:3/25:1)-H,742.6713,724.6608,710.6451,694.6502,362.3065,346.3116,395.3531,394.369,334.3116,377.3425,305.285,303.2693,349.3476
Cer-AS(d23:3/26:0)-H,758.7026,740.6921,726.6764,710.6815,362.3065,346.3116,411.3844,410.4004,334.3116,393.3738,305.285,303.2693,365.3789
Cer-AS(d23:3/26:1)-H,756.687,738.6764,724.6608,708.6658,362.3065,346.3116,409.3687,408.3847,334.3116,391.3582,305.285,303.2693,363.3633
Cer-AS(d23:3/26:2)-H,754.6713,736.6608,722.6451,706.6502,362.3065,346.3116,407.3531,406.369,334.3116,389.3425,305.285,303.2693,361.3476
Cer-AS(d23:3/27:0)-H,772.7183,754.7077,740.6921,724.6971,362.3065,346.3116,425.4,424.416,334.3116,407.3895,305.285,303.2693,379.3945
Cer-AS(d23:3/27:1)-H,770.7026,752.6921,738.6764,722.6815,362.3065,346.3116,423.3844,422.4004,334.3116,405.3738,305.285,303.2693,377.3789
Cer-AS(d23:3/28:0)-H,786.7339,768.7234,754.7077,738.7128,362.3065,346.3116,439.4157,438.4317,334.3116,421.4051,305.285,303.2693,393.4102
Cer-AS(d23:3/28:1)-H,784.7183,766.7077,752.6921,736.6971,362.3065,346.3116,437.4,436.416,334.3116,419.3895,305.285,303.2693,391.3945
Cer-AS(d23:3/28:2)-H,782.7026,764.6921,750.6764,734.6815,362.3065,346.3116,435.3844,434.4004,334.3116,417.3738,305.285,303.2693,389.3789
Cer-AS(d23:3/29:0)-H,800.7496,782.739,768.7234,752.7285,362.3065,346.3116,453.4313,452.4473,334.3116,435.4207,305.285,303.2693,407.4258
Cer-AS(d23:3/29:1)-H,798.7339,780.7234,766.7077,750.7128,362.3065,346.3116,451.4157,450.4317,334.3116,433.4051,305.285,303.2693,405.4102
Cer-AS(d23:3/30:0)-H,814.7653,796.7547,782.739,766.7441,362.3065,346.3116,467.447,466.463,334.3116,449.4364,305.285,303.2693,421.4415
Cer-AS(d23:3/30:1)-H,812.7496,794.739,780.7234,764.7285,362.3065,346.3116,465.4313,464.4473,334.3116,447.4207,305.285,303.2693,419.4258
Cer-AS(d23:3/30:2)-H,810.7339,792.7234,778.7077,762.7128,362.3065,346.3116,463.4157,462.4317,334.3116,445.4051,305.285,303.2693,417.4102
Cer-AS(d23:3/31:0)-H,828.7809,810.7703,796.7547,780.7598,362.3065,346.3116,481.4626,480.4786,334.3116,463.4521,305.285,303.2693,435.4572
Cer-AS(d23:3/31:1)-H,826.7653,808.7547,794.739,778.7441,362.3065,346.3116,479.447,478.463,334.3116,461.4364,305.285,303.2693,433.4415
Cer-AS(d23:3/32:0)-H,842.7966,824.7859,810.7703,794.7754,362.3065,346.3116,495.4783,494.4943,334.3116,477.4677,305.285,303.2693,449.4728
Cer-AS(d23:3/32:1)-H,840.7809,822.7703,808.7547,792.7598,362.3065,346.3116,493.4626,492.4786,334.3116,475.4521,305.285,303.2693,447.4572
Cer-AS(d23:3/32:2)-H,838.7653,820.7547,806.739,790.7441,362.3065,346.3116,491.447,490.463,334.3116,473.4364,305.285,303.2693,445.4415
Cer-AS(d23:3/33:0)-H,856.8122,838.8016,824.7859,808.7911,362.3065,346.3116,509.4939,508.5099,334.3116,491.4834,305.285,303.2693,463.4884
Cer-AS(d23:3/33:1)-H,854.7966,836.7859,822.7703,806.7754,362.3065,346.3116,507.4783,506.4943,334.3116,489.4677,305.285,303.2693,461.4728
Cer-AS(d23:3/34:0)-H,870.8278,852.8173,838.8016,822.8067,362.3065,346.3116,523.5096,522.5256,334.3116,505.499,305.285,303.2693,477.5041
Cer-AS(d23:3/34:1)-H,868.8122,850.8016,836.7859,820.7911,362.3065,346.3116,521.494,520.5099,334.3116,503.4834,305.285,303.2693,475.4884
Cer-AS(d23:3/34:2)-H,866.7966,848.7859,834.7703,818.7754,362.3065,346.3116,519.4783,518.4943,334.3116,501.4677,305.285,303.2693,473.4728
Cer-AS(d23:3/35:0)-H,884.8435,866.8329,852.8173,836.8223,362.3065,346.3116,537.5252,536.5412,334.3116,519.5146,305.285,303.2693,491.5197
Cer-AS(d23:3/35:1)-H,882.8278,864.8173,850.8016,834.8067,362.3065,346.3116,535.5096,534.5256,334.3116,517.499,305.285,303.2693,489.5041
Cer-AS(d23:3/36:0)-H,898.8591,880.8486,866.8329,850.838,362.3065,346.3116,551.5409,550.5569,334.3116,533.5303,305.285,303.2693,505.5354
Cer-AS(d23:3/36:1)-H,896.8435,878.8329,864.8173,848.8223,362.3065,346.3116,549.5252,548.5412,334.3116,531.5146,305.285,303.2693,503.5197
Cer-AS(d23:3/36:2)-H,894.8278,876.8173,862.8016,846.8067,362.3065,346.3116,547.5096,546.5256,334.3116,529.499,305.285,303.2693,501.5041
Cer-AS(d23:3/38:0)-H,926.8904,908.8799,894.8642,878.8693,362.3065,346.3116,579.5722,578.5881,334.3116,561.5616,305.285,303.2693,533.5667
Cer-AS(d23:3/38:1)-H,924.8748,906.8642,892.8486,876.8536,362.3065,346.3116,577.5565,576.5725,334.3116,559.546,305.285,303.2693,531.551
Cer-AS(d23:3/38:2)-H,922.8591,904.8486,890.8329,874.838,362.3065,346.3116,575.5409,574.5569,334.3116,557.5303,305.285,303.2693,529.5354
Cer-AS(d23:3/40:0)-H,954.9218,936.9112,922.8955,906.9006,362.3065,346.3116,607.6035,606.6194,334.3116,589.5929,305.285,303.2693,561.598
Cer-AS(d23:3/40:1)-H,952.9061,934.8955,920.8799,904.8849,362.3065,346.3116,605.5878,604.6038,334.3116,587.5773,305.285,303.2693,559.5823
Cer-AS(d23:3/40:2)-H,950.8904,932.8799,918.8642,902.8693,362.3065,346.3116,603.5722,602.5881,334.3116,585.5616,305.285,303.2693,557.5667
Cer-AS(d23:3/42:0)-H,982.9531,964.9424,950.9268,934.9319,362.3065,346.3116,635.6348,634.6508,334.3116,617.6242,305.285,303.2693,589.6293
Cer-AS(d23:3/42:1)-H,980.9374,962.9268,948.9112,932.9163,362.3065,346.3116,633.6191,632.6351,334.3116,615.6086,305.285,303.2693,587.6136
Cer-AS(d23:3/42:2)-H,978.9218,960.9112,946.8955,930.9006,362.3065,346.3116,631.6035,630.6194,334.3116,613.5929,305.285,303.2693,585.598
Cer-AS(d24:1/12:0)-H,580.5305,562.5199,548.5043,532.5093,380.3534,364.3585,215.1653,214.1813,352.3585,197.1547,323.3319,321.3163,169.1598
Cer-AS(d24:1/12:1)-H,578.5148,560.5043,546.4886,530.4937,380.3534,364.3585,213.1496,212.1656,352.3585,195.1391,323.3319,321.3163,167.1441
Cer-AS(d24:1/13:0)-H,594.5461,576.5356,562.5199,546.525,380.3534,364.3585,229.1809,228.1969,352.3585,211.1704,323.3319,321.3163,183.1754
Cer-AS(d24:1/13:1)-H,592.5305,574.5199,560.5043,544.5093,380.3534,364.3585,227.1653,226.1813,352.3585,209.1547,323.3319,321.3163,181.1598
Cer-AS(d24:1/14:0)-H,608.5618,590.5512,576.5356,560.5406,380.3534,364.3585,243.1966,242.2126,352.3585,225.186,323.3319,321.3163,197.1911
