HexCer-NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NDS(d23:0/36:0)+H,1052.98,890.9268,872.9163,854.9056,354.373,336.3625,536.5765,324.3625
HexCer-NDS(d23:0/36:1)+H,1050.964,888.9111,870.9006,852.89,354.373,336.3625,534.5609,324.3625
HexCer-NDS(d23:0/36:2)+H,1048.948,886.8955,868.8849,850.8744,354.373,336.3625,532.5452,324.3625
HexCer-NDS(d23:0/38:0)+H,1081.011,918.9581,900.9475,882.937,354.373,336.3625,564.6078,324.3625
HexCer-NDS(d23:0/38:1)+H,1078.995,916.9424,898.9319,880.9213,354.373,336.3625,562.5922,324.3625
HexCer-NDS(d23:0/38:2)+H,1076.98,914.9268,896.9163,878.9056,354.373,336.3625,560.5765,324.3625
HexCer-NDS(d23:0/40:0)+H,1109.042,946.9894,928.9788,910.9683,354.373,336.3625,592.6391,324.3625
HexCer-NDS(d23:0/40:1)+H,1107.027,944.9738,926.9632,908.9526,354.373,336.3625,590.6235,324.3625
HexCer-NDS(d23:0/40:2)+H,1105.011,942.9581,924.9475,906.937,354.373,336.3625,588.6078,324.3625
HexCer-NDS(d23:0/42:0)+H,1137.073,975.0207,957.0101,938.9996,354.373,336.3625,620.6704,324.3625
HexCer-NDS(d23:0/42:1)+H,1135.058,973.0051,954.9945,936.9839,354.373,336.3625,618.6547,324.3625
HexCer-NDS(d23:0/42:2)+H,1133.042,970.9894,952.9788,934.9683,354.373,336.3625,616.6391,324.3625
HexCer-NDS(d24:0/12:0)+H,730.6197,568.5668,550.5563,532.5457,368.3887,350.3781,200.2009,338.3781
HexCer-NDS(d24:0/12:1)+H,728.6041,566.5512,548.5406,530.5301,368.3887,350.3781,198.1853,338.3781
HexCer-NDS(d24:0/13:0)+H,744.6353,582.5825,564.572,546.5613,368.3887,350.3781,214.2166,338.3781
HexCer-NDS(d24:0/13:1)+H,742.6197,580.5668,562.5563,544.5457,368.3887,350.3781,212.2009,338.3781
HexCer-NDS(d24:0/14:0)+H,758.651,596.5981,578.5876,560.577,368.3887,350.3781,228.2322,338.3781
HexCer-NDS(d24:0/14:1)+H,756.6353,594.5825,576.572,558.5613,368.3887,350.3781,226.2166,338.3781
HexCer-NDS(d24:0/15:0)+H,772.6666,610.6138,592.6032,574.5927,368.3887,350.3781,242.2478,338.3781
HexCer-NDS(d24:0/15:1)+H,770.651,608.5981,590.5876,572.577,368.3887,350.3781,240.2322,338.3781
HexCer-NDS(d24:0/16:0)+H,786.6823,624.6295,606.6189,588.6083,368.3887,350.3781,256.2635,338.3781
HexCer-NDS(d24:0/16:1)+H,784.6666,622.6138,604.6032,586.5927,368.3887,350.3781,254.2478,338.3781
HexCer-NDS(d24:0/16:2)+H,782.651,620.5981,602.5876,584.577,368.3887,350.3781,252.2322,338.3781
HexCer-NDS(d24:0/17:0)+H,800.6979,638.6451,620.6345,602.624,368.3887,350.3781,270.2791,338.3781
HexCer-NDS(d24:0/18:0)+H,814.7136,652.6608,634.6502,616.6396,368.3887,350.3781,284.2948,338.3781
HexCer-NDS(d24:0/18:1)+H,812.6979,650.6451,632.6345,614.624,368.3887,350.3781,282.2791,338.3781
HexCer-NDS(d24:0/18:2)+H,810.6823,648.6295,630.6189,612.6083,368.3887,350.3781,280.2635,338.3781
HexCer-NDS(d24:0/19:0)+H,828.7292,666.6764,648.6658,630.6553,368.3887,350.3781,298.3105,338.3781
HexCer-NDS(d24:0/19:1)+H,826.7136,664.6608,646.6502,628.6396,368.3887,350.3781,296.2948,338.3781
HexCer-NDS(d24:0/20:0)+H,842.7449,680.6921,662.6815,644.6709,368.3887,350.3781,312.3261,338.3781
HexCer-NDS(d24:0/20:1)+H,840.7292,678.6764,660.6658,642.6553,368.3887,350.3781,310.3105,338.3781
HexCer-NDS(d24:0/20:2)+H,838.7136,676.6608,658.6502,640.6396,368.3887,350.3781,308.2948,338.3781
HexCer-NDS(d24:0/21:0)+H,856.7606,694.7077,676.6971,658.6866,368.3887,350.3781,326.3417,338.3781
HexCer-NDS(d24:0/21:1)+H,854.7449,692.6921,674.6815,656.6709,368.3887,350.3781,324.3261,338.3781
HexCer-NDS(d24:0/22:0)+H,870.7762,708.7234,690.7128,672.7022,368.3887,350.3781,340.3574,338.3781
HexCer-NDS(d24:0/22:1)+H,868.7606,706.7077,688.6971,670.6866,368.3887,350.3781,338.3417,338.3781
HexCer-NDS(d24:0/22:2)+H,866.7449,704.6921,686.6815,668.6709,368.3887,350.3781,336.3261,338.3781
HexCer-NDS(d24:0/23:0)+H,884.7919,722.739,704.7285,686.7179,368.3887,350.3781,354.373,338.3781
HexCer-NDS(d24:0/23:1)+H,882.7762,720.7234,702.7128,684.7022,368.3887,350.3781,352.3574,338.3781
HexCer-NDS(d24:0/24:0)+H,898.8075,736.7546,718.7441,700.7335,368.3887,350.3781,368.3887,338.3781
HexCer-NDS(d24:0/24:1)+H,896.7919,734.739,716.7285,698.7179,368.3887,350.3781,366.373,338.3781
HexCer-NDS(d24:0/24:2)+H,894.7762,732.7234,714.7128,696.7022,368.3887,350.3781,364.3574,338.3781
HexCer-NDS(d24:0/25:0)+H,912.8231,750.7703,732.7598,714.7491,368.3887,350.3781,382.4044,338.3781
HexCer-NDS(d24:0/25:1)+H,910.8075,748.7546,730.7441,712.7335,368.3887,350.3781,380.3887,338.3781
HexCer-NDS(d24:0/26:0)+H,926.8388,764.7859,746.7754,728.7648,368.3887,350.3781,396.42,338.3781
HexCer-NDS(d24:0/26:1)+H,924.8231,762.7703,744.7598,726.7491,368.3887,350.3781,394.4044,338.3781
HexCer-NDS(d24:0/26:2)+H,922.8075,760.7546,742.7441,724.7335,368.3887,350.3781,392.3887,338.3781
HexCer-NDS(d24:0/27:0)+H,940.8544,778.8016,760.791,742.7805,368.3887,350.3781,410.4356,338.3781
HexCer-NDS(d24:0/27:1)+H,938.8388,776.7859,758.7754,740.7648,368.3887,350.3781,408.42,338.3781
HexCer-NDS(d24:0/28:0)+H,954.8701,792.8173,774.8067,756.7961,368.3887,350.3781,424.4513,338.3781
HexCer-NDS(d24:0/28:1)+H,952.8544,790.8016,772.791,754.7805,368.3887,350.3781,422.4356,338.3781
HexCer-NDS(d24:0/28:2)+H,950.8388,788.7859,770.7754,752.7648,368.3887,350.3781,420.42,338.3781
HexCer-NDS(d24:0/29:0)+H,968.8857,806.8329,788.8223,770.8118,368.3887,350.3781,438.4669,338.3781
HexCer-NDS(d24:0/29:1)+H,966.8701,804.8173,786.8067,768.7961,368.3887,350.3781,436.4513,338.3781
HexCer-NDS(d24:0/30:0)+H,982.9014,820.8486,802.838,784.8274,368.3887,350.3781,452.4826,338.3781
HexCer-NDS(d24:0/30:1)+H,980.8857,818.8329,800.8223,782.8118,368.3887,350.3781,450.4669,338.3781
HexCer-NDS(d24:0/30:2)+H,978.8701,816.8173,798.8067,780.7961,368.3887,350.3781,448.4513,338.3781
HexCer-NDS(d24:0/31:0)+H,996.9171,834.8642,816.8536,798.8431,368.3887,350.3781,466.4983,338.3781
HexCer-NDS(d24:0/31:1)+H,994.9014,832.8486,814.838,796.8274,368.3887,350.3781,464.4826,338.3781
HexCer-NDS(d24:0/32:0)+H,1010.933,848.8799,830.8693,812.8587,368.3887,350.3781,480.5139,338.3781
HexCer-NDS(d24:0/32:1)+H,1008.917,846.8642,828.8536,810.8431,368.3887,350.3781,478.4983,338.3781
HexCer-NDS(d24:0/32:2)+H,1006.901,844.8486,826.838,808.8274,368.3887,350.3781,476.4826,338.3781
HexCer-NDS(d24:0/33:0)+H,1024.948,862.8955,844.8849,826.8744,368.3887,350.3781,494.5295,338.3781
HexCer-NDS(d24:0/33:1)+H,1022.933,860.8799,842.8693,824.8587,368.3887,350.3781,492.5139,338.3781
HexCer-NDS(d24:0/34:0)+H,1038.964,876.9111,858.9006,840.89,368.3887,350.3781,508.5452,338.3781
HexCer-NDS(d24:0/34:1)+H,1036.948,874.8955,856.8849,838.8744,368.3887,350.3781,506.5295,338.3781
HexCer-NDS(d24:0/34:2)+H,1034.933,872.8799,854.8693,836.8587,368.3887,350.3781,504.5139,338.3781
HexCer-NDS(d24:0/35:0)+H,1052.98,890.9268,872.9163,854.9056,368.3887,350.3781,522.5609,338.3781
HexCer-NDS(d24:0/35:1)+H,1050.964,888.9111,870.9006,852.89,368.3887,350.3781,520.5452,338.3781
HexCer-NDS(d24:0/36:0)+H,1066.995,904.9424,886.9319,868.9213,368.3887,350.3781,536.5765,338.3781
HexCer-NDS(d24:0/36:1)+H,1064.98,902.9268,884.9163,866.9056,368.3887,350.3781,534.5609,338.3781
HexCer-NDS(d24:0/36:2)+H,1062.964,900.9111,882.9006,864.89,368.3887,350.3781,532.5452,338.3781
HexCer-NDS(d24:0/38:0)+H,1095.027,932.9738,914.9632,896.9526,368.3887,350.3781,564.6078,338.3781
HexCer-NDS(d24:0/38:1)+H,1093.011,930.9581,912.9475,894.937,368.3887,350.3781,562.5922,338.3781
HexCer-NDS(d24:0/38:2)+H,1090.995,928.9424,910.9319,892.9213,368.3887,350.3781,560.5765,338.3781
HexCer-NDS(d24:0/40:0)+H,1123.058,961.0051,942.9945,924.9839,368.3887,350.3781,592.6391,338.3781
HexCer-NDS(d24:0/40:1)+H,1121.042,958.9894,940.9788,922.9683,368.3887,350.3781,590.6235,338.3781
HexCer-NDS(d24:0/40:2)+H,1119.027,956.9738,938.9632,920.9526,368.3887,350.3781,588.6078,338.3781
HexCer-NDS(d24:0/42:0)+H,1151.089,989.0364,971.0258,953.0152,368.3887,350.3781,620.6704,338.3781
HexCer-NDS(d24:0/42:1)+H,1149.073,987.0207,969.0101,950.9996,368.3887,350.3781,618.6547,338.3781
HexCer-NDS(d24:0/42:2)+H,1147.058,985.0051,966.9945,948.9839,368.3887,350.3781,616.6391,338.3781
HexCer-NDS(d25:0/12:0)+H,744.6353,582.5825,564.572,546.5613,382.4044,364.3938,200.2009,352.3938
HexCer-NDS(d25:0/12:1)+H,742.6197,580.5668,562.5563,544.5457,382.4044,364.3938,198.1853,352.3938
HexCer-NDS(d25:0/13:0)+H,758.651,596.5981,578.5876,560.577,382.4044,364.3938,214.2166,352.3938
HexCer-NDS(d25:0/13:1)+H,756.6353,594.5825,576.572,558.5613,382.4044,364.3938,212.2009,352.3938
HexCer-NDS(d25:0/14:0)+H,772.6666,610.6138,592.6032,574.5927,382.4044,364.3938,228.2322,352.3938
HexCer-NDS(d25:0/14:1)+H,770.651,608.5981,590.5876,572.577,382.4044,364.3938,226.2166,352.3938
HexCer-NDS(d25:0/15:0)+H,786.6823,624.6295,606.6189,588.6083,382.4044,364.3938,242.2478,352.3938
HexCer-NDS(d25:0/15:1)+H,784.6666,622.6138,604.6032,586.5927,382.4044,364.3938,240.2322,352.3938
HexCer-NDS(d25:0/16:0)+H,800.6979,638.6451,620.6345,602.624,382.4044,364.3938,256.2635,352.3938
HexCer-NDS(d25:0/16:1)+H,798.6823,636.6295,618.6189,600.6083,382.4044,364.3938,254.2478,352.3938
HexCer-NDS(d25:0/16:2)+H,796.6666,634.6138,616.6032,598.5927,382.4044,364.3938,252.2322,352.3938
HexCer-NDS(d25:0/17:0)+H,814.7136,652.6608,634.6502,616.6396,382.4044,364.3938,270.2791,352.3938
HexCer-NDS(d25:0/18:0)+H,828.7292,666.6764,648.6658,630.6553,382.4044,364.3938,284.2948,352.3938
HexCer-NDS(d25:0/18:1)+H,826.7136,664.6608,646.6502,628.6396,382.4044,364.3938,282.2791,352.3938
HexCer-NDS(d25:0/18:2)+H,824.6979,662.6451,644.6345,626.624,382.4044,364.3938,280.2635,352.3938
HexCer-NDS(d25:0/19:0)+H,842.7449,680.6921,662.6815,644.6709,382.4044,364.3938,298.3105,352.3938
HexCer-NDS(d25:0/19:1)+H,840.7292,678.6764,660.6658,642.6553,382.4044,364.3938,296.2948,352.3938
HexCer-NDS(d25:0/20:0)+H,856.7606,694.7077,676.6971,658.6866,382.4044,364.3938,312.3261,352.3938
HexCer-NDS(d25:0/20:1)+H,854.7449,692.6921,674.6815,656.6709,382.4044,364.3938,310.3105,352.3938
HexCer-NDS(d25:0/20:2)+H,852.7292,690.6764,672.6658,654.6553,382.4044,364.3938,308.2948,352.3938
HexCer-NDS(d25:0/21:0)+H,870.7762,708.7234,690.7128,672.7022,382.4044,364.3938,326.3417,352.3938
HexCer-NDS(d25:0/21:1)+H,868.7606,706.7077,688.6971,670.6866,382.4044,364.3938,324.3261,352.3938
HexCer-NDS(d25:0/22:0)+H,884.7919,722.739,704.7285,686.7179,382.4044,364.3938,340.3574,352.3938
HexCer-NDS(d25:0/22:1)+H,882.7762,720.7234,702.7128,684.7022,382.4044,364.3938,338.3417,352.3938
HexCer-NDS(d25:0/22:2)+H,880.7606,718.7077,700.6971,682.6866,382.4044,364.3938,336.3261,352.3938
HexCer-NDS(d25:0/23:0)+H,898.8075,736.7546,718.7441,700.7335,382.4044,364.3938,354.373,352.3938
HexCer-NDS(d25:0/23:1)+H,896.7919,734.739,716.7285,698.7179,382.4044,364.3938,352.3574,352.3938
HexCer-NDS(d25:0/24:0)+H,912.8231,750.7703,732.7598,714.7491,382.4044,364.3938,368.3887,352.3938
HexCer-NDS(d25:0/24:1)+H,910.8075,748.7546,730.7441,712.7335,382.4044,364.3938,366.373,352.3938
HexCer-NDS(d25:0/24:2)+H,908.7919,746.739,728.7285,710.7179,382.4044,364.3938,364.3574,352.3938
HexCer-NDS(d25:0/25:0)+H,926.8388,764.7859,746.7754,728.7648,382.4044,364.3938,382.4044,352.3938
HexCer-NDS(d25:0/25:1)+H,924.8231,762.7703,744.7598,726.7491,382.4044,364.3938,380.3887,352.3938
HexCer-NDS(d25:0/26:0)+H,940.8544,778.8016,760.791,742.7805,382.4044,364.3938,396.42,352.3938
HexCer-NDS(d25:0/26:1)+H,938.8388,776.7859,758.7754,740.7648,382.4044,364.3938,394.4044,352.3938
HexCer-NDS(d25:0/26:2)+H,936.8231,774.7703,756.7598,738.7491,382.4044,364.3938,392.3887,352.3938
HexCer-NDS(d25:0/27:0)+H,954.8701,792.8173,774.8067,756.7961,382.4044,364.3938,410.4356,352.3938
HexCer-NDS(d25:0/27:1)+H,952.8544,790.8016,772.791,754.7805,382.4044,364.3938,408.42,352.3938
HexCer-NDS(d25:0/28:0)+H,968.8857,806.8329,788.8223,770.8118,382.4044,364.3938,424.4513,352.3938
HexCer-NDS(d25:0/28:1)+H,966.8701,804.8173,786.8067,768.7961,382.4044,364.3938,422.4356,352.3938
HexCer-NDS(d25:0/28:2)+H,964.8544,802.8016,784.791,766.7805,382.4044,364.3938,420.42,352.3938
HexCer-NDS(d25:0/29:0)+H,982.9014,820.8486,802.838,784.8274,382.4044,364.3938,438.4669,352.3938
HexCer-NDS(d25:0/29:1)+H,980.8857,818.8329,800.8223,782.8118,382.4044,364.3938,436.4513,352.3938
HexCer-NDS(d25:0/30:0)+H,996.9171,834.8642,816.8536,798.8431,382.4044,364.3938,452.4826,352.3938
HexCer-NDS(d25:0/30:1)+H,994.9014,832.8486,814.838,796.8274,382.4044,364.3938,450.4669,352.3938
HexCer-NDS(d25:0/30:2)+H,992.8857,830.8329,812.8223,794.8118,382.4044,364.3938,448.4513,352.3938
HexCer-NDS(d25:0/31:0)+H,1010.933,848.8799,830.8693,812.8587,382.4044,364.3938,466.4983,352.3938
HexCer-NDS(d25:0/31:1)+H,1008.917,846.8642,828.8536,810.8431,382.4044,364.3938,464.4826,352.3938
HexCer-NDS(d25:0/32:0)+H,1024.948,862.8955,844.8849,826.8744,382.4044,364.3938,480.5139,352.3938
HexCer-NDS(d25:0/32:1)+H,1022.933,860.8799,842.8693,824.8587,382.4044,364.3938,478.4983,352.3938
HexCer-NDS(d25:0/32:2)+H,1020.917,858.8642,840.8536,822.8431,382.4044,364.3938,476.4826,352.3938
HexCer-NDS(d25:0/33:0)+H,1038.964,876.9111,858.9006,840.89,382.4044,364.3938,494.5295,352.3938
HexCer-NDS(d25:0/33:1)+H,1036.948,874.8955,856.8849,838.8744,382.4044,364.3938,492.5139,352.3938
HexCer-NDS(d25:0/34:0)+H,1052.98,890.9268,872.9163,854.9056,382.4044,364.3938,508.5452,352.3938
HexCer-NDS(d25:0/34:1)+H,1050.964,888.9111,870.9006,852.89,382.4044,364.3938,506.5295,352.3938
HexCer-NDS(d25:0/34:2)+H,1048.948,886.8955,868.8849,850.8744,382.4044,364.3938,504.5139,352.3938
HexCer-NDS(d25:0/35:0)+H,1066.995,904.9424,886.9319,868.9213,382.4044,364.3938,522.5609,352.3938
HexCer-NDS(d25:0/35:1)+H,1064.98,902.9268,884.9163,866.9056,382.4044,364.3938,520.5452,352.3938
HexCer-NDS(d25:0/36:0)+H,1081.011,918.9581,900.9475,882.937,382.4044,364.3938,536.5765,352.3938
HexCer-NDS(d25:0/36:1)+H,1078.995,916.9424,898.9319,880.9213,382.4044,364.3938,534.5609,352.3938
HexCer-NDS(d25:0/36:2)+H,1076.98,914.9268,896.9163,878.9056,382.4044,364.3938,532.5452,352.3938
HexCer-NDS(d25:0/38:0)+H,1109.042,946.9894,928.9788,910.9683,382.4044,364.3938,564.6078,352.3938
HexCer-NDS(d25:0/38:1)+H,1107.027,944.9738,926.9632,908.9526,382.4044,364.3938,562.5922,352.3938
HexCer-NDS(d25:0/38:2)+H,1105.011,942.9581,924.9475,906.937,382.4044,364.3938,560.5765,352.3938
HexCer-NDS(d25:0/40:0)+H,1137.073,975.0207,957.0101,938.9996,382.4044,364.3938,592.6391,352.3938
HexCer-NDS(d25:0/40:1)+H,1135.058,973.0051,954.9945,936.9839,382.4044,364.3938,590.6235,352.3938
HexCer-NDS(d25:0/40:2)+H,1133.042,970.9894,952.9788,934.9683,382.4044,364.3938,588.6078,352.3938
HexCer-NDS(d25:0/42:0)+H,1165.105,1003.052,985.0414,967.0309,382.4044,364.3938,620.6704,352.3938
HexCer-NDS(d25:0/42:1)+H,1163.089,1001.036,983.0258,965.0152,382.4044,364.3938,618.6547,352.3938
HexCer-NDS(d25:0/42:2)+H,1161.073,999.0207,981.0101,962.9996,382.4044,364.3938,616.6391,352.3938
HexCer-NDS(d26:0/12:0)+H,758.651,596.5981,578.5876,560.577,396.42,378.4094,200.2009,366.4094
HexCer-NDS(d26:0/12:1)+H,756.6353,594.5825,576.572,558.5613,396.42,378.4094,198.1853,366.4094
HexCer-NDS(d26:0/13:0)+H,772.6666,610.6138,592.6032,574.5927,396.42,378.4094,214.2166,366.4094
HexCer-NDS(d26:0/13:1)+H,770.651,608.5981,590.5876,572.577,396.42,378.4094,212.2009,366.4094
HexCer-NDS(d26:0/14:0)+H,786.6823,624.6295,606.6189,588.6083,396.42,378.4094,228.2322,366.4094
HexCer-NDS(d26:0/14:1)+H,784.6666,622.6138,604.6032,586.5927,396.42,378.4094,226.2166,366.4094
HexCer-NDS(d26:0/15:0)+H,800.6979,638.6451,620.6345,602.624,396.42,378.4094,242.2478,366.4094
HexCer-NDS(d26:0/15:1)+H,798.6823,636.6295,618.6189,600.6083,396.42,378.4094,240.2322,366.4094
HexCer-NDS(d26:0/16:0)+H,814.7136,652.6608,634.6502,616.6396,396.42,378.4094,256.2635,366.4094
HexCer-NDS(d26:0/16:1)+H,812.6979,650.6451,632.6345,614.624,396.42,378.4094,254.2478,366.4094
HexCer-NDS(d26:0/16:2)+H,810.6823,648.6295,630.6189,612.6083,396.42,378.4094,252.2322,366.4094
HexCer-NDS(d26:0/17:0)+H,828.7292,666.6764,648.6658,630.6553,396.42,378.4094,270.2791,366.4094
HexCer-NDS(d26:0/18:0)+H,842.7449,680.6921,662.6815,644.6709,396.42,378.4094,284.2948,366.4094
HexCer-NDS(d26:0/18:1)+H,840.7292,678.6764,660.6658,642.6553,396.42,378.4094,282.2791,366.4094
HexCer-NDS(d26:0/18:2)+H,838.7136,676.6608,658.6502,640.6396,396.42,378.4094,280.2635,366.4094
HexCer-NDS(d26:0/19:0)+H,856.7606,694.7077,676.6971,658.6866,396.42,378.4094,298.3105,366.4094
HexCer-NDS(d26:0/19:1)+H,854.7449,692.6921,674.6815,656.6709,396.42,378.4094,296.2948,366.4094
HexCer-NDS(d26:0/20:0)+H,870.7762,708.7234,690.7128,672.7022,396.42,378.4094,312.3261,366.4094
HexCer-NDS(d26:0/20:1)+H,868.7606,706.7077,688.6971,670.6866,396.42,378.4094,310.3105,366.4094
HexCer-NDS(d26:0/20:2)+H,866.7449,704.6921,686.6815,668.6709,396.42,378.4094,308.2948,366.4094
HexCer-NDS(d26:0/21:0)+H,884.7919,722.739,704.7285,686.7179,396.42,378.4094,326.3417,366.4094
HexCer-NDS(d26:0/21:1)+H,882.7762,720.7234,702.7128,684.7022,396.42,378.4094,324.3261,366.4094
HexCer-NDS(d26:0/22:0)+H,898.8075,736.7546,718.7441,700.7335,396.42,378.4094,340.3574,366.4094
HexCer-NDS(d26:0/22:1)+H,896.7919,734.739,716.7285,698.7179,396.42,378.4094,338.3417,366.4094
HexCer-NDS(d26:0/22:2)+H,894.7762,732.7234,714.7128,696.7022,396.42,378.4094,336.3261,366.4094
HexCer-NDS(d26:0/23:0)+H,912.8231,750.7703,732.7598,714.7491,396.42,378.4094,354.373,366.4094
HexCer-NDS(d26:0/23:1)+H,910.8075,748.7546,730.7441,712.7335,396.42,378.4094,352.3574,366.4094
HexCer-NDS(d26:0/24:0)+H,926.8388,764.7859,746.7754,728.7648,396.42,378.4094,368.3887,366.4094
HexCer-NDS(d26:0/24:1)+H,924.8231,762.7703,744.7598,726.7491,396.42,378.4094,366.373,366.4094
HexCer-NDS(d26:0/24:2)+H,922.8075,760.7546,742.7441,724.7335,396.42,378.4094,364.3574,366.4094
HexCer-NDS(d26:0/25:0)+H,940.8544,778.8016,760.791,742.7805,396.42,378.4094,382.4044,366.4094
HexCer-NDS(d26:0/25:1)+H,938.8388,776.7859,758.7754,740.7648,396.42,378.4094,380.3887,366.4094
HexCer-NDS(d26:0/26:0)+H,954.8701,792.8173,774.8067,756.7961,396.42,378.4094,396.42,366.4094
HexCer-NDS(d26:0/26:1)+H,952.8544,790.8016,772.791,754.7805,396.42,378.4094,394.4044,366.4094
HexCer-NDS(d26:0/26:2)+H,950.8388,788.7859,770.7754,752.7648,396.42,378.4094,392.3887,366.4094
HexCer-NDS(d26:0/27:0)+H,968.8857,806.8329,788.8223,770.8118,396.42,378.4094,410.4356,366.4094
HexCer-NDS(d26:0/27:1)+H,966.8701,804.8173,786.8067,768.7961,396.42,378.4094,408.42,366.4094
HexCer-NDS(d26:0/28:0)+H,982.9014,820.8486,802.838,784.8274,396.42,378.4094,424.4513,366.4094
HexCer-NDS(d26:0/28:1)+H,980.8857,818.8329,800.8223,782.8118,396.42,378.4094,422.4356,366.4094
HexCer-NDS(d26:0/28:2)+H,978.8701,816.8173,798.8067,780.7961,396.42,378.4094,420.42,366.4094
HexCer-NDS(d26:0/29:0)+H,996.9171,834.8642,816.8536,798.8431,396.42,378.4094,438.4669,366.4094
HexCer-NDS(d26:0/29:1)+H,994.9014,832.8486,814.838,796.8274,396.42,378.4094,436.4513,366.4094
HexCer-NDS(d26:0/30:0)+H,1010.933,848.8799,830.8693,812.8587,396.42,378.4094,452.4826,366.4094
HexCer-NDS(d26:0/30:1)+H,1008.917,846.8642,828.8536,810.8431,396.42,378.4094,450.4669,366.4094
HexCer-NDS(d26:0/30:2)+H,1006.901,844.8486,826.838,808.8274,396.42,378.4094,448.4513,366.4094
HexCer-NDS(d26:0/31:0)+H,1024.948,862.8955,844.8849,826.8744,396.42,378.4094,466.4983,366.4094
HexCer-NDS(d26:0/31:1)+H,1022.933,860.8799,842.8693,824.8587,396.42,378.4094,464.4826,366.4094
HexCer-NDS(d26:0/32:0)+H,1038.964,876.9111,858.9006,840.89,396.42,378.4094,480.5139,366.4094
HexCer-NDS(d26:0/32:1)+H,1036.948,874.8955,856.8849,838.8744,396.42,378.4094,478.4983,366.4094
HexCer-NDS(d26:0/32:2)+H,1034.933,872.8799,854.8693,836.8587,396.42,378.4094,476.4826,366.4094
HexCer-NDS(d26:0/33:0)+H,1052.98,890.9268,872.9163,854.9056,396.42,378.4094,494.5295,366.4094
HexCer-NDS(d26:0/33:1)+H,1050.964,888.9111,870.9006,852.89,396.42,378.4094,492.5139,366.4094
HexCer-NDS(d26:0/34:0)+H,1066.995,904.9424,886.9319,868.9213,396.42,378.4094,508.5452,366.4094
HexCer-NDS(d26:0/34:1)+H,1064.98,902.9268,884.9163,866.9056,396.42,378.4094,506.5295,366.4094
HexCer-NDS(d26:0/34:2)+H,1062.964,900.9111,882.9006,864.89,396.42,378.4094,504.5139,366.4094
HexCer-NDS(d26:0/35:0)+H,1081.011,918.9581,900.9475,882.937,396.42,378.4094,522.5609,366.4094
HexCer-NDS(d26:0/35:1)+H,1078.995,916.9424,898.9319,880.9213,396.42,378.4094,520.5452,366.4094
HexCer-NDS(d26:0/36:0)+H,1095.027,932.9738,914.9632,896.9526,396.42,378.4094,536.5765,366.4094
HexCer-NDS(d26:0/36:1)+H,1093.011,930.9581,912.9475,894.937,396.42,378.4094,534.5609,366.4094
HexCer-NDS(d26:0/36:2)+H,1090.995,928.9424,910.9319,892.9213,396.42,378.4094,532.5452,366.4094
HexCer-NDS(d26:0/38:0)+H,1123.058,961.0051,942.9945,924.9839,396.42,378.4094,564.6078,366.4094
HexCer-NDS(d26:0/38:1)+H,1121.042,958.9894,940.9788,922.9683,396.42,378.4094,562.5922,366.4094
HexCer-NDS(d26:0/38:2)+H,1119.027,956.9738,938.9632,920.9526,396.42,378.4094,560.5765,366.4094
HexCer-NDS(d26:0/40:0)+H,1151.089,989.0364,971.0258,953.0152,396.42,378.4094,592.6391,366.4094
HexCer-NDS(d26:0/40:1)+H,1149.073,987.0207,969.0101,950.9996,396.42,378.4094,590.6235,366.4094
HexCer-NDS(d26:0/40:2)+H,1147.058,985.0051,966.9945,948.9839,396.42,378.4094,588.6078,366.4094
HexCer-NDS(d26:0/42:0)+H,1179.12,1017.068,999.0571,981.0465,396.42,378.4094,620.6704,366.4094
HexCer-NDS(d26:0/42:1)+H,1177.105,1015.052,997.0414,979.0309,396.42,378.4094,618.6547,366.4094
HexCer-NDS(d26:0/42:2)+H,1175.089,1013.036,995.0258,977.0152,396.42,378.4094,616.6391,366.4094
HexCer-NDS(d27:0/12:0)+H,772.6666,610.6138,592.6032,574.5927,410.4356,392.4251,200.2009,380.4251
HexCer-NDS(d27:0/12:1)+H,770.651,608.5981,590.5876,572.577,410.4356,392.4251,198.1853,380.4251
HexCer-NDS(d27:0/13:0)+H,786.6823,624.6295,606.6189,588.6083,410.4356,392.4251,214.2166,380.4251
HexCer-NDS(d27:0/13:1)+H,784.6666,622.6138,604.6032,586.5927,410.4356,392.4251,212.2009,380.4251
HexCer-NDS(d27:0/14:0)+H,800.6979,638.6451,620.6345,602.624,410.4356,392.4251,228.2322,380.4251
HexCer-NDS(d27:0/14:1)+H,798.6823,636.6295,618.6189,600.6083,410.4356,392.4251,226.2166,380.4251
HexCer-NDS(d27:0/15:0)+H,814.7136,652.6608,634.6502,616.6396,410.4356,392.4251,242.2478,380.4251
HexCer-NDS(d27:0/15:1)+H,812.6979,650.6451,632.6345,614.624,410.4356,392.4251,240.2322,380.4251
HexCer-NDS(d27:0/16:0)+H,828.7292,666.6764,648.6658,630.6553,410.4356,392.4251,256.2635,380.4251
HexCer-NDS(d27:0/16:1)+H,826.7136,664.6608,646.6502,628.6396,410.4356,392.4251,254.2478,380.4251
HexCer-NDS(d27:0/16:2)+H,824.6979,662.6451,644.6345,626.624,410.4356,392.4251,252.2322,380.4251
