HexCer-NDS,[M+H]+,[M-C6H10O5+H]+,[M-Hex-H2O+H]+,[M-Hex-2H2O+H]+,[Sph-H2O+H]+,[Sph-2H2O+H]+,[FAA+H]+,[Sph-CH4O2+H]+
HexCer-NDS(d20:0/26:2)+H,866.7449,704.6921,686.6815,668.6709,312.3261,294.3155,392.3887,282.3155
HexCer-NDS(d20:0/27:0)+H,884.7919,722.739,704.7285,686.7179,312.3261,294.3155,410.4356,282.3155
HexCer-NDS(d20:0/27:1)+H,882.7762,720.7234,702.7128,684.7022,312.3261,294.3155,408.42,282.3155
HexCer-NDS(d20:0/28:0)+H,898.8075,736.7546,718.7441,700.7335,312.3261,294.3155,424.4513,282.3155
HexCer-NDS(d20:0/28:1)+H,896.7919,734.739,716.7285,698.7179,312.3261,294.3155,422.4356,282.3155
HexCer-NDS(d20:0/28:2)+H,894.7762,732.7234,714.7128,696.7022,312.3261,294.3155,420.42,282.3155
HexCer-NDS(d20:0/29:0)+H,912.8231,750.7703,732.7598,714.7491,312.3261,294.3155,438.4669,282.3155
HexCer-NDS(d20:0/29:1)+H,910.8075,748.7546,730.7441,712.7335,312.3261,294.3155,436.4513,282.3155
HexCer-NDS(d20:0/30:0)+H,926.8388,764.7859,746.7754,728.7648,312.3261,294.3155,452.4826,282.3155
HexCer-NDS(d20:0/30:1)+H,924.8231,762.7703,744.7598,726.7491,312.3261,294.3155,450.4669,282.3155
HexCer-NDS(d20:0/30:2)+H,922.8075,760.7546,742.7441,724.7335,312.3261,294.3155,448.4513,282.3155
HexCer-NDS(d20:0/31:0)+H,940.8544,778.8016,760.791,742.7805,312.3261,294.3155,466.4983,282.3155
HexCer-NDS(d20:0/31:1)+H,938.8388,776.7859,758.7754,740.7648,312.3261,294.3155,464.4826,282.3155
HexCer-NDS(d20:0/32:0)+H,954.8701,792.8173,774.8067,756.7961,312.3261,294.3155,480.5139,282.3155
HexCer-NDS(d20:0/32:1)+H,952.8544,790.8016,772.791,754.7805,312.3261,294.3155,478.4983,282.3155
HexCer-NDS(d20:0/32:2)+H,950.8388,788.7859,770.7754,752.7648,312.3261,294.3155,476.4826,282.3155
HexCer-NDS(d20:0/33:0)+H,968.8857,806.8329,788.8223,770.8118,312.3261,294.3155,494.5295,282.3155
HexCer-NDS(d20:0/33:1)+H,966.8701,804.8173,786.8067,768.7961,312.3261,294.3155,492.5139,282.3155
HexCer-NDS(d20:0/34:0)+H,982.9014,820.8486,802.838,784.8274,312.3261,294.3155,508.5452,282.3155
HexCer-NDS(d20:0/34:1)+H,980.8857,818.8329,800.8223,782.8118,312.3261,294.3155,506.5295,282.3155
HexCer-NDS(d20:0/34:2)+H,978.8701,816.8173,798.8067,780.7961,312.3261,294.3155,504.5139,282.3155
HexCer-NDS(d20:0/35:0)+H,996.9171,834.8642,816.8536,798.8431,312.3261,294.3155,522.5609,282.3155
HexCer-NDS(d20:0/35:1)+H,994.9014,832.8486,814.838,796.8274,312.3261,294.3155,520.5452,282.3155
HexCer-NDS(d20:0/36:0)+H,1010.933,848.8799,830.8693,812.8587,312.3261,294.3155,536.5765,282.3155
HexCer-NDS(d20:0/36:1)+H,1008.917,846.8642,828.8536,810.8431,312.3261,294.3155,534.5609,282.3155
HexCer-NDS(d20:0/36:2)+H,1006.901,844.8486,826.838,808.8274,312.3261,294.3155,532.5452,282.3155
HexCer-NDS(d20:0/38:0)+H,1038.964,876.9111,858.9006,840.89,312.3261,294.3155,564.6078,282.3155
HexCer-NDS(d20:0/38:1)+H,1036.948,874.8955,856.8849,838.8744,312.3261,294.3155,562.5922,282.3155
HexCer-NDS(d20:0/38:2)+H,1034.933,872.8799,854.8693,836.8587,312.3261,294.3155,560.5765,282.3155
HexCer-NDS(d20:0/40:0)+H,1066.995,904.9424,886.9319,868.9213,312.3261,294.3155,592.6391,282.3155
HexCer-NDS(d20:0/40:1)+H,1064.98,902.9268,884.9163,866.9056,312.3261,294.3155,590.6235,282.3155
HexCer-NDS(d20:0/40:2)+H,1062.964,900.9111,882.9006,864.89,312.3261,294.3155,588.6078,282.3155
HexCer-NDS(d20:0/42:0)+H,1095.027,932.9738,914.9632,896.9526,312.3261,294.3155,620.6704,282.3155
HexCer-NDS(d20:0/42:1)+H,1093.011,930.9581,912.9475,894.937,312.3261,294.3155,618.6547,282.3155
HexCer-NDS(d20:0/42:2)+H,1090.995,928.9424,910.9319,892.9213,312.3261,294.3155,616.6391,282.3155
HexCer-NDS(d21:0/12:0)+H,688.5728,526.5199,508.5093,490.4988,326.3417,308.3312,200.2009,296.3312
HexCer-NDS(d21:0/12:1)+H,686.5571,524.5043,506.4937,488.4831,326.3417,308.3312,198.1853,296.3312
HexCer-NDS(d21:0/13:0)+H,702.5884,540.5356,522.525,504.5144,326.3417,308.3312,214.2166,296.3312
HexCer-NDS(d21:0/13:1)+H,700.5728,538.5199,520.5093,502.4988,326.3417,308.3312,212.2009,296.3312
HexCer-NDS(d21:0/14:0)+H,716.6041,554.5512,536.5406,518.5301,326.3417,308.3312,228.2322,296.3312
HexCer-NDS(d21:0/14:1)+H,714.5884,552.5356,534.525,516.5144,326.3417,308.3312,226.2166,296.3312
HexCer-NDS(d21:0/15:0)+H,730.6197,568.5668,550.5563,532.5457,326.3417,308.3312,242.2478,296.3312
HexCer-NDS(d21:0/15:1)+H,728.6041,566.5512,548.5406,530.5301,326.3417,308.3312,240.2322,296.3312
HexCer-NDS(d21:0/16:0)+H,744.6353,582.5825,564.572,546.5613,326.3417,308.3312,256.2635,296.3312
HexCer-NDS(d21:0/16:1)+H,742.6197,580.5668,562.5563,544.5457,326.3417,308.3312,254.2478,296.3312
HexCer-NDS(d21:0/16:2)+H,740.6041,578.5512,560.5406,542.5301,326.3417,308.3312,252.2322,296.3312
HexCer-NDS(d21:0/17:0)+H,758.651,596.5981,578.5876,560.577,326.3417,308.3312,270.2791,296.3312
HexCer-NDS(d21:0/18:0)+H,772.6666,610.6138,592.6032,574.5927,326.3417,308.3312,284.2948,296.3312
HexCer-NDS(d21:0/18:1)+H,770.651,608.5981,590.5876,572.577,326.3417,308.3312,282.2791,296.3312
HexCer-NDS(d21:0/18:2)+H,768.6353,606.5825,588.572,570.5613,326.3417,308.3312,280.2635,296.3312
HexCer-NDS(d21:0/19:0)+H,786.6823,624.6295,606.6189,588.6083,326.3417,308.3312,298.3105,296.3312
HexCer-NDS(d21:0/19:1)+H,784.6666,622.6138,604.6032,586.5927,326.3417,308.3312,296.2948,296.3312
HexCer-NDS(d21:0/20:0)+H,800.6979,638.6451,620.6345,602.624,326.3417,308.3312,312.3261,296.3312
HexCer-NDS(d21:0/20:1)+H,798.6823,636.6295,618.6189,600.6083,326.3417,308.3312,310.3105,296.3312
HexCer-NDS(d21:0/20:2)+H,796.6666,634.6138,616.6032,598.5927,326.3417,308.3312,308.2948,296.3312
HexCer-NDS(d21:0/21:0)+H,814.7136,652.6608,634.6502,616.6396,326.3417,308.3312,326.3417,296.3312
HexCer-NDS(d21:0/21:1)+H,812.6979,650.6451,632.6345,614.624,326.3417,308.3312,324.3261,296.3312
HexCer-NDS(d21:0/22:0)+H,828.7292,666.6764,648.6658,630.6553,326.3417,308.3312,340.3574,296.3312
HexCer-NDS(d21:0/22:1)+H,826.7136,664.6608,646.6502,628.6396,326.3417,308.3312,338.3417,296.3312
HexCer-NDS(d21:0/22:2)+H,824.6979,662.6451,644.6345,626.624,326.3417,308.3312,336.3261,296.3312
HexCer-NDS(d21:0/23:0)+H,842.7449,680.6921,662.6815,644.6709,326.3417,308.3312,354.373,296.3312
HexCer-NDS(d21:0/23:1)+H,840.7292,678.6764,660.6658,642.6553,326.3417,308.3312,352.3574,296.3312
HexCer-NDS(d21:0/24:0)+H,856.7606,694.7077,676.6971,658.6866,326.3417,308.3312,368.3887,296.3312
HexCer-NDS(d21:0/24:1)+H,854.7449,692.6921,674.6815,656.6709,326.3417,308.3312,366.373,296.3312
HexCer-NDS(d21:0/24:2)+H,852.7292,690.6764,672.6658,654.6553,326.3417,308.3312,364.3574,296.3312
HexCer-NDS(d21:0/25:0)+H,870.7762,708.7234,690.7128,672.7022,326.3417,308.3312,382.4044,296.3312
HexCer-NDS(d21:0/25:1)+H,868.7606,706.7077,688.6971,670.6866,326.3417,308.3312,380.3887,296.3312
HexCer-NDS(d21:0/26:0)+H,884.7919,722.739,704.7285,686.7179,326.3417,308.3312,396.42,296.3312
HexCer-NDS(d21:0/26:1)+H,882.7762,720.7234,702.7128,684.7022,326.3417,308.3312,394.4044,296.3312
HexCer-NDS(d21:0/26:2)+H,880.7606,718.7077,700.6971,682.6866,326.3417,308.3312,392.3887,296.3312
HexCer-NDS(d21:0/27:0)+H,898.8075,736.7546,718.7441,700.7335,326.3417,308.3312,410.4356,296.3312
HexCer-NDS(d21:0/27:1)+H,896.7919,734.739,716.7285,698.7179,326.3417,308.3312,408.42,296.3312
HexCer-NDS(d21:0/28:0)+H,912.8231,750.7703,732.7598,714.7491,326.3417,308.3312,424.4513,296.3312
HexCer-NDS(d21:0/28:1)+H,910.8075,748.7546,730.7441,712.7335,326.3417,308.3312,422.4356,296.3312
HexCer-NDS(d21:0/28:2)+H,908.7919,746.739,728.7285,710.7179,326.3417,308.3312,420.42,296.3312
HexCer-NDS(d21:0/29:0)+H,926.8388,764.7859,746.7754,728.7648,326.3417,308.3312,438.4669,296.3312
HexCer-NDS(d21:0/29:1)+H,924.8231,762.7703,744.7598,726.7491,326.3417,308.3312,436.4513,296.3312
HexCer-NDS(d21:0/30:0)+H,940.8544,778.8016,760.791,742.7805,326.3417,308.3312,452.4826,296.3312
HexCer-NDS(d21:0/30:1)+H,938.8388,776.7859,758.7754,740.7648,326.3417,308.3312,450.4669,296.3312
HexCer-NDS(d21:0/30:2)+H,936.8231,774.7703,756.7598,738.7491,326.3417,308.3312,448.4513,296.3312
HexCer-NDS(d21:0/31:0)+H,954.8701,792.8173,774.8067,756.7961,326.3417,308.3312,466.4983,296.3312
HexCer-NDS(d21:0/31:1)+H,952.8544,790.8016,772.791,754.7805,326.3417,308.3312,464.4826,296.3312
HexCer-NDS(d21:0/32:0)+H,968.8857,806.8329,788.8223,770.8118,326.3417,308.3312,480.5139,296.3312
HexCer-NDS(d21:0/32:1)+H,966.8701,804.8173,786.8067,768.7961,326.3417,308.3312,478.4983,296.3312
HexCer-NDS(d21:0/32:2)+H,964.8544,802.8016,784.791,766.7805,326.3417,308.3312,476.4826,296.3312
HexCer-NDS(d21:0/33:0)+H,982.9014,820.8486,802.838,784.8274,326.3417,308.3312,494.5295,296.3312
HexCer-NDS(d21:0/33:1)+H,980.8857,818.8329,800.8223,782.8118,326.3417,308.3312,492.5139,296.3312
HexCer-NDS(d21:0/34:0)+H,996.9171,834.8642,816.8536,798.8431,326.3417,308.3312,508.5452,296.3312
HexCer-NDS(d21:0/34:1)+H,994.9014,832.8486,814.838,796.8274,326.3417,308.3312,506.5295,296.3312
HexCer-NDS(d21:0/34:2)+H,992.8857,830.8329,812.8223,794.8118,326.3417,308.3312,504.5139,296.3312
HexCer-NDS(d21:0/35:0)+H,1010.933,848.8799,830.8693,812.8587,326.3417,308.3312,522.5609,296.3312
HexCer-NDS(d21:0/35:1)+H,1008.917,846.8642,828.8536,810.8431,326.3417,308.3312,520.5452,296.3312
HexCer-NDS(d21:0/36:0)+H,1024.948,862.8955,844.8849,826.8744,326.3417,308.3312,536.5765,296.3312
HexCer-NDS(d21:0/36:1)+H,1022.933,860.8799,842.8693,824.8587,326.3417,308.3312,534.5609,296.3312
HexCer-NDS(d21:0/36:2)+H,1020.917,858.8642,840.8536,822.8431,326.3417,308.3312,532.5452,296.3312
HexCer-NDS(d21:0/38:0)+H,1052.98,890.9268,872.9163,854.9056,326.3417,308.3312,564.6078,296.3312
HexCer-NDS(d21:0/38:1)+H,1050.964,888.9111,870.9006,852.89,326.3417,308.3312,562.5922,296.3312
HexCer-NDS(d21:0/38:2)+H,1048.948,886.8955,868.8849,850.8744,326.3417,308.3312,560.5765,296.3312
HexCer-NDS(d21:0/40:0)+H,1081.011,918.9581,900.9475,882.937,326.3417,308.3312,592.6391,296.3312
HexCer-NDS(d21:0/40:1)+H,1078.995,916.9424,898.9319,880.9213,326.3417,308.3312,590.6235,296.3312
HexCer-NDS(d21:0/40:2)+H,1076.98,914.9268,896.9163,878.9056,326.3417,308.3312,588.6078,296.3312
HexCer-NDS(d21:0/42:0)+H,1109.042,946.9894,928.9788,910.9683,326.3417,308.3312,620.6704,296.3312
HexCer-NDS(d21:0/42:1)+H,1107.027,944.9738,926.9632,908.9526,326.3417,308.3312,618.6547,296.3312
HexCer-NDS(d21:0/42:2)+H,1105.011,942.9581,924.9475,906.937,326.3417,308.3312,616.6391,296.3312
HexCer-NDS(d22:0/12:0)+H,702.5884,540.5356,522.525,504.5144,340.3574,322.3468,200.2009,310.3468
HexCer-NDS(d22:0/12:1)+H,700.5728,538.5199,520.5093,502.4988,340.3574,322.3468,198.1853,310.3468
HexCer-NDS(d22:0/13:0)+H,716.6041,554.5512,536.5406,518.5301,340.3574,322.3468,214.2166,310.3468
HexCer-NDS(d22:0/13:1)+H,714.5884,552.5356,534.525,516.5144,340.3574,322.3468,212.2009,310.3468
HexCer-NDS(d22:0/14:0)+H,730.6197,568.5668,550.5563,532.5457,340.3574,322.3468,228.2322,310.3468
HexCer-NDS(d22:0/14:1)+H,728.6041,566.5512,548.5406,530.5301,340.3574,322.3468,226.2166,310.3468
HexCer-NDS(d22:0/15:0)+H,744.6353,582.5825,564.572,546.5613,340.3574,322.3468,242.2478,310.3468
HexCer-NDS(d22:0/15:1)+H,742.6197,580.5668,562.5563,544.5457,340.3574,322.3468,240.2322,310.3468
HexCer-NDS(d22:0/16:0)+H,758.651,596.5981,578.5876,560.577,340.3574,322.3468,256.2635,310.3468
HexCer-NDS(d22:0/16:1)+H,756.6353,594.5825,576.572,558.5613,340.3574,322.3468,254.2478,310.3468
HexCer-NDS(d22:0/16:2)+H,754.6197,592.5668,574.5563,556.5457,340.3574,322.3468,252.2322,310.3468
HexCer-NDS(d22:0/17:0)+H,772.6666,610.6138,592.6032,574.5927,340.3574,322.3468,270.2791,310.3468
HexCer-NDS(d22:0/18:0)+H,786.6823,624.6295,606.6189,588.6083,340.3574,322.3468,284.2948,310.3468
HexCer-NDS(d22:0/18:1)+H,784.6666,622.6138,604.6032,586.5927,340.3574,322.3468,282.2791,310.3468
HexCer-NDS(d22:0/18:2)+H,782.651,620.5981,602.5876,584.577,340.3574,322.3468,280.2635,310.3468
HexCer-NDS(d22:0/19:0)+H,800.6979,638.6451,620.6345,602.624,340.3574,322.3468,298.3105,310.3468
HexCer-NDS(d22:0/19:1)+H,798.6823,636.6295,618.6189,600.6083,340.3574,322.3468,296.2948,310.3468
HexCer-NDS(d22:0/20:0)+H,814.7136,652.6608,634.6502,616.6396,340.3574,322.3468,312.3261,310.3468
HexCer-NDS(d22:0/20:1)+H,812.6979,650.6451,632.6345,614.624,340.3574,322.3468,310.3105,310.3468
HexCer-NDS(d22:0/20:2)+H,810.6823,648.6295,630.6189,612.6083,340.3574,322.3468,308.2948,310.3468
HexCer-NDS(d22:0/21:0)+H,828.7292,666.6764,648.6658,630.6553,340.3574,322.3468,326.3417,310.3468
HexCer-NDS(d22:0/21:1)+H,826.7136,664.6608,646.6502,628.6396,340.3574,322.3468,324.3261,310.3468
HexCer-NDS(d22:0/22:0)+H,842.7449,680.6921,662.6815,644.6709,340.3574,322.3468,340.3574,310.3468
HexCer-NDS(d22:0/22:1)+H,840.7292,678.6764,660.6658,642.6553,340.3574,322.3468,338.3417,310.3468
HexCer-NDS(d22:0/22:2)+H,838.7136,676.6608,658.6502,640.6396,340.3574,322.3468,336.3261,310.3468
HexCer-NDS(d22:0/23:0)+H,856.7606,694.7077,676.6971,658.6866,340.3574,322.3468,354.373,310.3468
HexCer-NDS(d22:0/23:1)+H,854.7449,692.6921,674.6815,656.6709,340.3574,322.3468,352.3574,310.3468
HexCer-NDS(d22:0/24:0)+H,870.7762,708.7234,690.7128,672.7022,340.3574,322.3468,368.3887,310.3468
HexCer-NDS(d22:0/24:1)+H,868.7606,706.7077,688.6971,670.6866,340.3574,322.3468,366.373,310.3468
HexCer-NDS(d22:0/24:2)+H,866.7449,704.6921,686.6815,668.6709,340.3574,322.3468,364.3574,310.3468
HexCer-NDS(d22:0/25:0)+H,884.7919,722.739,704.7285,686.7179,340.3574,322.3468,382.4044,310.3468
HexCer-NDS(d22:0/25:1)+H,882.7762,720.7234,702.7128,684.7022,340.3574,322.3468,380.3887,310.3468
HexCer-NDS(d22:0/26:0)+H,898.8075,736.7546,718.7441,700.7335,340.3574,322.3468,396.42,310.3468
HexCer-NDS(d22:0/26:1)+H,896.7919,734.739,716.7285,698.7179,340.3574,322.3468,394.4044,310.3468
HexCer-NDS(d22:0/26:2)+H,894.7762,732.7234,714.7128,696.7022,340.3574,322.3468,392.3887,310.3468
HexCer-NDS(d22:0/27:0)+H,912.8231,750.7703,732.7598,714.7491,340.3574,322.3468,410.4356,310.3468
HexCer-NDS(d22:0/27:1)+H,910.8075,748.7546,730.7441,712.7335,340.3574,322.3468,408.42,310.3468
HexCer-NDS(d22:0/28:0)+H,926.8388,764.7859,746.7754,728.7648,340.3574,322.3468,424.4513,310.3468
HexCer-NDS(d22:0/28:1)+H,924.8231,762.7703,744.7598,726.7491,340.3574,322.3468,422.4356,310.3468
HexCer-NDS(d22:0/28:2)+H,922.8075,760.7546,742.7441,724.7335,340.3574,322.3468,420.42,310.3468
HexCer-NDS(d22:0/29:0)+H,940.8544,778.8016,760.791,742.7805,340.3574,322.3468,438.4669,310.3468
HexCer-NDS(d22:0/29:1)+H,938.8388,776.7859,758.7754,740.7648,340.3574,322.3468,436.4513,310.3468
HexCer-NDS(d22:0/30:0)+H,954.8701,792.8173,774.8067,756.7961,340.3574,322.3468,452.4826,310.3468
HexCer-NDS(d22:0/30:1)+H,952.8544,790.8016,772.791,754.7805,340.3574,322.3468,450.4669,310.3468
HexCer-NDS(d22:0/30:2)+H,950.8388,788.7859,770.7754,752.7648,340.3574,322.3468,448.4513,310.3468
HexCer-NDS(d22:0/31:0)+H,968.8857,806.8329,788.8223,770.8118,340.3574,322.3468,466.4983,310.3468
HexCer-NDS(d22:0/31:1)+H,966.8701,804.8173,786.8067,768.7961,340.3574,322.3468,464.4826,310.3468
HexCer-NDS(d22:0/32:0)+H,982.9014,820.8486,802.838,784.8274,340.3574,322.3468,480.5139,310.3468
HexCer-NDS(d22:0/32:1)+H,980.8857,818.8329,800.8223,782.8118,340.3574,322.3468,478.4983,310.3468
HexCer-NDS(d22:0/32:2)+H,978.8701,816.8173,798.8067,780.7961,340.3574,322.3468,476.4826,310.3468
HexCer-NDS(d22:0/33:0)+H,996.9171,834.8642,816.8536,798.8431,340.3574,322.3468,494.5295,310.3468
HexCer-NDS(d22:0/33:1)+H,994.9014,832.8486,814.838,796.8274,340.3574,322.3468,492.5139,310.3468
HexCer-NDS(d22:0/34:0)+H,1010.933,848.8799,830.8693,812.8587,340.3574,322.3468,508.5452,310.3468
HexCer-NDS(d22:0/34:1)+H,1008.917,846.8642,828.8536,810.8431,340.3574,322.3468,506.5295,310.3468
HexCer-NDS(d22:0/34:2)+H,1006.901,844.8486,826.838,808.8274,340.3574,322.3468,504.5139,310.3468
HexCer-NDS(d22:0/35:0)+H,1024.948,862.8955,844.8849,826.8744,340.3574,322.3468,522.5609,310.3468
HexCer-NDS(d22:0/35:1)+H,1022.933,860.8799,842.8693,824.8587,340.3574,322.3468,520.5452,310.3468
HexCer-NDS(d22:0/36:0)+H,1038.964,876.9111,858.9006,840.89,340.3574,322.3468,536.5765,310.3468
HexCer-NDS(d22:0/36:1)+H,1036.948,874.8955,856.8849,838.8744,340.3574,322.3468,534.5609,310.3468
HexCer-NDS(d22:0/36:2)+H,1034.933,872.8799,854.8693,836.8587,340.3574,322.3468,532.5452,310.3468
HexCer-NDS(d22:0/38:0)+H,1066.995,904.9424,886.9319,868.9213,340.3574,322.3468,564.6078,310.3468
HexCer-NDS(d22:0/38:1)+H,1064.98,902.9268,884.9163,866.9056,340.3574,322.3468,562.5922,310.3468
HexCer-NDS(d22:0/38:2)+H,1062.964,900.9111,882.9006,864.89,340.3574,322.3468,560.5765,310.3468
HexCer-NDS(d22:0/40:0)+H,1095.027,932.9738,914.9632,896.9526,340.3574,322.3468,592.6391,310.3468
HexCer-NDS(d22:0/40:1)+H,1093.011,930.9581,912.9475,894.937,340.3574,322.3468,590.6235,310.3468
HexCer-NDS(d22:0/40:2)+H,1090.995,928.9424,910.9319,892.9213,340.3574,322.3468,588.6078,310.3468
HexCer-NDS(d22:0/42:0)+H,1123.058,961.0051,942.9945,924.9839,340.3574,322.3468,620.6704,310.3468
HexCer-NDS(d22:0/42:1)+H,1121.042,958.9894,940.9788,922.9683,340.3574,322.3468,618.6547,310.3468
HexCer-NDS(d22:0/42:2)+H,1119.027,956.9738,938.9632,920.9526,340.3574,322.3468,616.6391,310.3468
HexCer-NDS(d23:0/12:0)+H,716.6041,554.5512,536.5406,518.5301,354.373,336.3625,200.2009,324.3625
HexCer-NDS(d23:0/12:1)+H,714.5884,552.5356,534.525,516.5144,354.373,336.3625,198.1853,324.3625
HexCer-NDS(d23:0/13:0)+H,730.6197,568.5668,550.5563,532.5457,354.373,336.3625,214.2166,324.3625
HexCer-NDS(d23:0/13:1)+H,728.6041,566.5512,548.5406,530.5301,354.373,336.3625,212.2009,324.3625
HexCer-NDS(d23:0/14:0)+H,744.6353,582.5825,564.572,546.5613,354.373,336.3625,228.2322,324.3625
HexCer-NDS(d23:0/14:1)+H,742.6197,580.5668,562.5563,544.5457,354.373,336.3625,226.2166,324.3625
HexCer-NDS(d23:0/15:0)+H,758.651,596.5981,578.5876,560.577,354.373,336.3625,242.2478,324.3625
HexCer-NDS(d23:0/15:1)+H,756.6353,594.5825,576.572,558.5613,354.373,336.3625,240.2322,324.3625
HexCer-NDS(d23:0/16:0)+H,772.6666,610.6138,592.6032,574.5927,354.373,336.3625,256.2635,324.3625
HexCer-NDS(d23:0/16:1)+H,770.651,608.5981,590.5876,572.577,354.373,336.3625,254.2478,324.3625
HexCer-NDS(d23:0/16:2)+H,768.6353,606.5825,588.572,570.5613,354.373,336.3625,252.2322,324.3625
HexCer-NDS(d23:0/17:0)+H,786.6823,624.6295,606.6189,588.6083,354.373,336.3625,270.2791,324.3625
HexCer-NDS(d23:0/18:0)+H,800.6979,638.6451,620.6345,602.624,354.373,336.3625,284.2948,324.3625
HexCer-NDS(d23:0/18:1)+H,798.6823,636.6295,618.6189,600.6083,354.373,336.3625,282.2791,324.3625
HexCer-NDS(d23:0/18:2)+H,796.6666,634.6138,616.6032,598.5927,354.373,336.3625,280.2635,324.3625
HexCer-NDS(d23:0/19:0)+H,814.7136,652.6608,634.6502,616.6396,354.373,336.3625,298.3105,324.3625
HexCer-NDS(d23:0/19:1)+H,812.6979,650.6451,632.6345,614.624,354.373,336.3625,296.2948,324.3625
HexCer-NDS(d23:0/20:0)+H,828.7292,666.6764,648.6658,630.6553,354.373,336.3625,312.3261,324.3625
HexCer-NDS(d23:0/20:1)+H,826.7136,664.6608,646.6502,628.6396,354.373,336.3625,310.3105,324.3625
HexCer-NDS(d23:0/20:2)+H,824.6979,662.6451,644.6345,626.624,354.373,336.3625,308.2948,324.3625
HexCer-NDS(d23:0/21:0)+H,842.7449,680.6921,662.6815,644.6709,354.373,336.3625,326.3417,324.3625
HexCer-NDS(d23:0/21:1)+H,840.7292,678.6764,660.6658,642.6553,354.373,336.3625,324.3261,324.3625
HexCer-NDS(d23:0/22:0)+H,856.7606,694.7077,676.6971,658.6866,354.373,336.3625,340.3574,324.3625
HexCer-NDS(d23:0/22:1)+H,854.7449,692.6921,674.6815,656.6709,354.373,336.3625,338.3417,324.3625
HexCer-NDS(d23:0/22:2)+H,852.7292,690.6764,672.6658,654.6553,354.373,336.3625,336.3261,324.3625
HexCer-NDS(d23:0/23:0)+H,870.7762,708.7234,690.7128,672.7022,354.373,336.3625,354.373,324.3625
HexCer-NDS(d23:0/23:1)+H,868.7606,706.7077,688.6971,670.6866,354.373,336.3625,352.3574,324.3625
HexCer-NDS(d23:0/24:0)+H,884.7919,722.739,704.7285,686.7179,354.373,336.3625,368.3887,324.3625
HexCer-NDS(d23:0/24:1)+H,882.7762,720.7234,702.7128,684.7022,354.373,336.3625,366.373,324.3625
HexCer-NDS(d23:0/24:2)+H,880.7606,718.7077,700.6971,682.6866,354.373,336.3625,364.3574,324.3625
HexCer-NDS(d23:0/25:0)+H,898.8075,736.7546,718.7441,700.7335,354.373,336.3625,382.4044,324.3625
HexCer-NDS(d23:0/25:1)+H,896.7919,734.739,716.7285,698.7179,354.373,336.3625,380.3887,324.3625
HexCer-NDS(d23:0/26:0)+H,912.8231,750.7703,732.7598,714.7491,354.373,336.3625,396.42,324.3625
HexCer-NDS(d23:0/26:1)+H,910.8075,748.7546,730.7441,712.7335,354.373,336.3625,394.4044,324.3625
HexCer-NDS(d23:0/26:2)+H,908.7919,746.739,728.7285,710.7179,354.373,336.3625,392.3887,324.3625
HexCer-NDS(d23:0/27:0)+H,926.8388,764.7859,746.7754,728.7648,354.373,336.3625,410.4356,324.3625
HexCer-NDS(d23:0/27:1)+H,924.8231,762.7703,744.7598,726.7491,354.373,336.3625,408.42,324.3625
HexCer-NDS(d23:0/28:0)+H,940.8544,778.8016,760.791,742.7805,354.373,336.3625,424.4513,324.3625
HexCer-NDS(d23:0/28:1)+H,938.8388,776.7859,758.7754,740.7648,354.373,336.3625,422.4356,324.3625
HexCer-NDS(d23:0/28:2)+H,936.8231,774.7703,756.7598,738.7491,354.373,336.3625,420.42,324.3625
HexCer-NDS(d23:0/29:0)+H,954.8701,792.8173,774.8067,756.7961,354.373,336.3625,438.4669,324.3625
HexCer-NDS(d23:0/29:1)+H,952.8544,790.8016,772.791,754.7805,354.373,336.3625,436.4513,324.3625
HexCer-NDS(d23:0/30:0)+H,968.8857,806.8329,788.8223,770.8118,354.373,336.3625,452.4826,324.3625
HexCer-NDS(d23:0/30:1)+H,966.8701,804.8173,786.8067,768.7961,354.373,336.3625,450.4669,324.3625
HexCer-NDS(d23:0/30:2)+H,964.8544,802.8016,784.791,766.7805,354.373,336.3625,448.4513,324.3625
HexCer-NDS(d23:0/31:0)+H,982.9014,820.8486,802.838,784.8274,354.373,336.3625,466.4983,324.3625
HexCer-NDS(d23:0/31:1)+H,980.8857,818.8329,800.8223,782.8118,354.373,336.3625,464.4826,324.3625
HexCer-NDS(d23:0/32:0)+H,996.9171,834.8642,816.8536,798.8431,354.373,336.3625,480.5139,324.3625
HexCer-NDS(d23:0/32:1)+H,994.9014,832.8486,814.838,796.8274,354.373,336.3625,478.4983,324.3625
HexCer-NDS(d23:0/32:2)+H,992.8857,830.8329,812.8223,794.8118,354.373,336.3625,476.4826,324.3625
HexCer-NDS(d23:0/33:0)+H,1010.933,848.8799,830.8693,812.8587,354.373,336.3625,494.5295,324.3625
HexCer-NDS(d23:0/33:1)+H,1008.917,846.8642,828.8536,810.8431,354.373,336.3625,492.5139,324.3625
HexCer-NDS(d23:0/34:0)+H,1024.948,862.8955,844.8849,826.8744,354.373,336.3625,508.5452,324.3625
HexCer-NDS(d23:0/34:1)+H,1022.933,860.8799,842.8693,824.8587,354.373,336.3625,506.5295,324.3625
HexCer-NDS(d23:0/34:2)+H,1020.917,858.8642,840.8536,822.8431,354.373,336.3625,504.5139,324.3625
HexCer-NDS(d23:0/35:0)+H,1038.964,876.9111,858.9006,840.89,354.373,336.3625,522.5609,324.3625
HexCer-NDS(d23:0/35:1)+H,1036.948,874.8955,856.8849,838.8744,354.373,336.3625,520.5452,324.3625
