OxPC,[M+Na]+,Mna-PC,Mna-TrimethylAmine,Mna-NaPC,Mna-R1COOH&TrimethylAmine,Mna-R2COOH&TrimethylAmine,Mna-R1COOH,Mna-R2COOH,Mna-R2COONa
OxPC(12:0_14:2(CHO))+Na,682.40545,499.33941,623.331951,477.35747,423.154321,385.175051,482.22782,444.24855,422.26659
OxPC(12:0_14:3(CHO))+Na,680.3898,497.32376,621.316301,475.34182,421.138671,385.175051,480.21217,444.24855,422.26659
OxPC(12:0_15:1(CHO))+Na,698.43675,515.37071,639.363251,493.38877,439.185621,385.175051,498.25912,444.24855,422.26659
OxPC(12:0_15:2(CHO))+Na,696.4211,513.35506,637.347601,491.37312,437.169971,385.175051,496.24347,444.24855,422.26659
OxPC(12:0_15:3(CHO))+Na,694.40545,511.33941,635.331951,489.35747,435.154321,385.175051,494.22782,444.24855,422.26659
OxPC(12:0_15:4(CHO))+Na,692.3898,509.32376,633.316301,487.34182,433.138671,385.175051,492.21217,444.24855,422.26659
OxPC(12:0_16:1(CHO))+Na,712.4524,529.38636,653.378901,507.40442,453.201271,385.175051,512.27477,444.24855,422.26659
OxPC(12:0_16:2(CHO))+Na,710.43675,527.37071,651.363251,505.38877,451.185621,385.175051,510.25912,444.24855,422.26659
OxPC(12:0_16:3(CHO))+Na,708.4211,525.35506,649.347601,503.37312,449.169971,385.175051,508.24347,444.24855,422.26659
OxPC(12:0_16:4(CHO))+Na,706.40545,523.33941,647.331951,501.35747,447.154321,385.175051,506.22782,444.24855,422.26659
OxPC(12:0_17:4(CHO))+Na,720.4211,537.35506,661.347601,515.37312,461.169971,385.175051,520.24347,444.24855,422.26659
OxPC(12:0_18:4(CHO))+Na,734.43675,551.37071,675.363251,529.38877,475.185621,385.175051,534.25912,444.24855,422.26659
OxPC(12:0_18:5(CHO))+Na,732.4211,549.35506,673.347601,527.37312,473.169971,385.175051,532.24347,444.24855,422.26659
OxPC(12:0_19:4(CHO))+Na,748.4524,565.38636,689.378901,543.40442,489.201271,385.175051,548.27477,444.24855,422.26659
OxPC(12:0_19:5(CHO))+Na,746.43675,563.37071,687.363251,541.38877,487.185621,385.175051,546.25912,444.24855,422.26659
OxPC(12:0_3:0(COOH))+Na,548.25951,365.19347,489.186011,343.21153,289.008381,385.175051,348.08188,444.24855,422.26659
OxPC(12:0_4:0(COOH))+Na,562.27516,379.20912,503.201661,357.22718,303.024031,385.175051,362.09753,444.24855,422.26659
OxPC(12:0_5:0(COOH))+Na,576.29081,393.22477,517.217311,371.24283,317.039681,385.175051,376.11318,444.24855,422.26659
OxPC(12:0_6:0(COOH))+Na,590.30646,407.24042,531.232961,385.25848,331.055331,385.175051,390.12883,444.24855,422.26659
OxPC(12:0_7:0(COOH))+Na,604.32211,421.25607,545.248611,399.27413,345.070981,385.175051,404.14448,444.24855,422.26659
OxPC(12:0_8:0(COOH))+Na,618.33776,435.27172,559.264261,413.28978,359.086631,385.175051,418.16013,444.24855,422.26659
OxPC(12:0_9:0(COOH))+Na,632.35341,449.28737,573.279911,427.30543,373.102281,385.175051,432.17578,444.24855,422.26659
OxPC(12:0_10:0(COOH))+Na,646.36906,463.30302,587.295561,441.32108,387.117931,385.175051,446.19143,444.24855,422.26659
OxPC(12:0_11:0(COOH))+Na,660.38471,477.31867,601.311211,455.33673,401.133581,385.175051,460.20708,444.24855,422.26659
OxPC(12:0_12:0(COOH))+Na,674.40036,491.33432,615.326861,469.35238,415.149231,385.175051,474.22273,444.24855,422.26659
OxPC(12:0_13:0(COOH))+Na,688.41601,505.34997,629.342511,483.36803,429.164881,385.175051,488.23838,444.24855,422.26659
OxPC(12:0_14:0(COOH))+Na,702.43166,519.36562,643.358161,497.38368,443.180531,385.175051,502.25403,444.24855,422.26659
OxPC(12:0_15:0(COOH))+Na,716.44731,533.38127,657.373811,511.39933,457.196181,385.175051,516.26968,444.24855,422.26659
OxPC(12:0_6:1(COOH))+Na,588.29082,405.22478,529.217321,383.24284,329.039691,385.175051,388.11319,444.24855,422.26659
OxPC(12:0_7:1(COOH))+Na,602.30647,419.24043,543.232971,397.25849,343.055341,385.175051,402.12884,444.24855,422.26659
OxPC(12:0_8:1(COOH))+Na,616.32212,433.25608,557.248621,411.27414,357.070991,385.175051,416.14449,444.24855,422.26659
OxPC(12:0_9:1(COOH))+Na,630.33777,447.27173,571.264271,425.28979,371.086641,385.175051,430.16014,444.24855,422.26659
OxPC(12:0_9:2(COOH))+Na,628.32212,445.25608,569.248621,423.27414,369.070991,385.175051,428.14449,444.24855,422.26659
OxPC(12:0_10:1(COOH))+Na,644.35342,461.28738,585.279921,439.30544,385.102291,385.175051,444.17579,444.24855,422.26659
OxPC(12:0_10:2(COOH))+Na,642.33777,459.27173,583.264271,437.28979,383.086641,385.175051,442.16014,444.24855,422.26659
OxPC(12:0_11:1(COOH))+Na,658.36907,475.30303,599.295571,453.32109,399.117941,385.175051,458.19144,444.24855,422.26659
OxPC(12:0_11:2(COOH))+Na,656.35342,473.28738,597.279921,451.30544,397.102291,385.175051,456.17579,444.24855,422.26659
OxPC(12:0_12:1(COOH))+Na,672.38472,489.31868,613.311221,467.33674,413.133591,385.175051,472.20709,444.24855,422.26659
OxPC(12:0_12:2(COOH))+Na,670.36907,487.30303,611.295571,465.32109,411.117941,385.175051,470.19144,444.24855,422.26659
OxPC(12:0_12:3(COOH))+Na,668.35342,485.28738,609.279921,463.30544,409.102291,385.175051,468.17579,444.24855,422.26659
OxPC(12:0_13:1(COOH))+Na,686.40037,503.33433,627.326871,481.35239,427.149241,385.175051,486.22274,444.24855,422.26659
OxPC(12:0_13:2(COOH))+Na,684.38472,501.31868,625.311221,479.33674,425.133591,385.175051,484.20709,444.24855,422.26659
OxPC(12:0_13:3(COOH))+Na,682.36907,499.30303,623.295571,477.32109,423.117941,385.175051,482.19144,444.24855,422.26659
OxPC(12:0_14:1(COOH))+Na,700.41602,517.34998,641.342521,495.36804,441.164891,385.175051,500.23839,444.24855,422.26659
OxPC(12:0_14:2(COOH))+Na,698.40037,515.33433,639.326871,493.35239,439.149241,385.175051,498.22274,444.24855,422.26659
OxPC(12:0_14:3(COOH))+Na,696.38472,513.31868,637.311221,491.33674,437.133591,385.175051,496.20709,444.24855,422.26659
OxPC(12:0_15:1(COOH))+Na,714.43167,531.36563,655.358171,509.38369,455.180541,385.175051,514.25404,444.24855,422.26659
OxPC(12:0_15:2(COOH))+Na,712.41602,529.34998,653.342521,507.36804,453.164891,385.175051,512.23839,444.24855,422.26659
OxPC(12:0_15:3(COOH))+Na,710.40037,527.33433,651.326871,505.35239,451.149241,385.175051,510.22274,444.24855,422.26659
OxPC(12:0_15:4(COOH))+Na,708.38472,525.31868,649.311221,503.33674,449.133591,385.175051,508.20709,444.24855,422.26659
OxPC(12:0_16:1(COOH))+Na,728.44732,545.38128,669.373821,523.39934,469.196191,385.175051,528.26969,444.24855,422.26659
OxPC(12:0_16:2(COOH))+Na,726.43167,543.36563,667.358171,521.38369,467.180541,385.175051,526.25404,444.24855,422.26659
OxPC(12:0_16:3(COOH))+Na,724.41602,541.34998,665.342521,519.36804,465.164891,385.175051,524.23839,444.24855,422.26659
OxPC(12:0_16:4(COOH))+Na,722.40037,539.33433,663.326871,517.35239,463.149241,385.175051,522.22274,444.24855,422.26659
OxPC(12:0_17:4(COOH))+Na,736.41602,553.34998,677.342521,531.36804,477.164891,385.175051,536.23839,444.24855,422.26659
OxPC(12:0_18:4(COOH))+Na,750.43167,567.36563,691.358171,545.38369,491.180541,385.175051,550.25404,444.24855,422.26659
OxPC(12:0_18:5(COOH))+Na,748.41602,565.34998,689.342521,543.36804,489.164891,385.175051,548.23839,444.24855,422.26659
OxPC(12:0_19:4(COOH))+Na,764.44732,581.38128,705.373821,559.39934,505.196191,385.175051,564.26969,444.24855,422.26659
OxPC(12:0_19:5(COOH))+Na,762.43167,579.36563,703.358171,557.38369,503.180541,385.175051,562.25404,444.24855,422.26659
OxPC(12:0_3:0(CHO))+Na,532.26459,349.19855,473.191091,327.21661,273.013461,385.175051,332.08696,444.24855,422.26659
OxPC(12:0_4:0(CHO))+Na,546.28024,363.2142,487.206741,341.23226,287.029111,385.175051,346.10261,444.24855,422.26659
OxPC(13:0_3:0(CHO))+Na,546.28024,363.2142,487.206741,341.23226,273.013461,399.190701,332.08696,458.2642,436.28224
OxPC(13:0_4:0(CHO))+Na,560.29589,377.22985,501.222391,355.24791,287.029111,399.190701,346.10261,458.2642,436.28224
OxPC(13:0_5:0(CHO))+Na,574.31154,391.2455,515.238041,369.26356,301.044761,399.190701,360.11826,458.2642,436.28224
OxPC(13:0_6:0(CHO))+Na,588.32719,405.26115,529.253691,383.27921,315.060411,399.190701,374.13391,458.2642,436.28224
OxPC(13:0_7:0(CHO))+Na,602.34284,419.2768,543.269341,397.29486,329.076061,399.190701,388.14956,458.2642,436.28224
OxPC(13:0_8:0(CHO))+Na,616.35849,433.29245,557.284991,411.31051,343.091711,399.190701,402.16521,458.2642,436.28224
OxPC(13:0_9:0(CHO))+Na,630.37414,447.3081,571.300641,425.32616,357.107361,399.190701,416.18086,458.2642,436.28224
OxPC(13:0_10:0(CHO))+Na,644.38979,461.32375,585.316291,439.34181,371.123011,399.190701,430.19651,458.2642,436.28224
OxPC(13:0_11:0(CHO))+Na,658.40544,475.3394,599.331941,453.35746,385.138661,399.190701,444.21216,458.2642,436.28224
OxPC(13:0_12:0(CHO))+Na,672.42109,489.35505,613.347591,467.37311,399.154311,399.190701,458.22781,458.2642,436.28224
OxPC(13:0_13:0(CHO))+Na,686.43674,503.3707,627.363241,481.38876,413.169961,399.190701,472.24346,458.2642,436.28224
OxPC(13:0_14:0(CHO))+Na,700.45239,517.38635,641.378891,495.40441,427.185611,399.190701,486.25911,458.2642,436.28224
OxPC(13:0_15:0(CHO))+Na,714.46804,531.402,655.394541,509.42006,441.201261,399.190701,500.27476,458.2642,436.28224
OxPC(13:0_6:1(CHO))+Na,586.31155,403.24551,527.238051,381.26357,313.044771,399.190701,372.11827,458.2642,436.28224
OxPC(13:0_7:1(CHO))+Na,600.3272,417.26116,541.253701,395.27922,327.060421,399.190701,386.13392,458.2642,436.28224
OxPC(13:0_8:1(CHO))+Na,614.34285,431.27681,555.269351,409.29487,341.076071,399.190701,400.14957,458.2642,436.28224
OxPC(13:0_9:1(CHO))+Na,628.3585,445.29246,569.285001,423.31052,355.091721,399.190701,414.16522,458.2642,436.28224
OxPC(13:0_9:2(CHO))+Na,626.34285,443.27681,567.269351,421.29487,353.076071,399.190701,412.14957,458.2642,436.28224
OxPC(13:0_10:1(CHO))+Na,642.37415,459.30811,583.300651,437.32617,369.107371,399.190701,428.18087,458.2642,436.28224
OxPC(13:0_10:2(CHO))+Na,640.3585,457.29246,581.285001,435.31052,367.091721,399.190701,426.16522,458.2642,436.28224
OxPC(13:0_11:1(CHO))+Na,656.3898,473.32376,597.316301,451.34182,383.123021,399.190701,442.19652,458.2642,436.28224
OxPC(13:0_11:2(CHO))+Na,654.37415,471.30811,595.300651,449.32617,381.107371,399.190701,440.18087,458.2642,436.28224
OxPC(13:0_12:1(CHO))+Na,670.40545,487.33941,611.331951,465.35747,397.138671,399.190701,456.21217,458.2642,436.28224
OxPC(13:0_12:2(CHO))+Na,668.3898,485.32376,609.316301,463.34182,395.123021,399.190701,454.19652,458.2642,436.28224
OxPC(13:0_12:3(CHO))+Na,666.37415,483.30811,607.300651,461.32617,393.107371,399.190701,452.18087,458.2642,436.28224
OxPC(13:0_13:1(CHO))+Na,684.4211,501.35506,625.347601,479.37312,411.154321,399.190701,470.22782,458.2642,436.28224
OxPC(13:0_13:2(CHO))+Na,682.40545,499.33941,623.331951,477.35747,409.138671,399.190701,468.21217,458.2642,436.28224
OxPC(13:0_13:3(CHO))+Na,680.3898,497.32376,621.316301,475.34182,407.123021,399.190701,466.19652,458.2642,436.28224
OxPC(13:0_14:1(CHO))+Na,698.43675,515.37071,639.363251,493.38877,425.169971,399.190701,484.24347,458.2642,436.28224
OxPC(13:0_14:2(CHO))+Na,696.4211,513.35506,637.347601,491.37312,423.154321,399.190701,482.22782,458.2642,436.28224
OxPC(13:0_14:3(CHO))+Na,694.40545,511.33941,635.331951,489.35747,421.138671,399.190701,480.21217,458.2642,436.28224
OxPC(13:0_15:1(CHO))+Na,712.4524,529.38636,653.378901,507.40442,439.185621,399.190701,498.25912,458.2642,436.28224
OxPC(13:0_15:2(CHO))+Na,710.43675,527.37071,651.363251,505.38877,437.169971,399.190701,496.24347,458.2642,436.28224
OxPC(13:0_15:3(CHO))+Na,708.4211,525.35506,649.347601,503.37312,435.154321,399.190701,494.22782,458.2642,436.28224
OxPC(13:0_15:4(CHO))+Na,706.40545,523.33941,647.331951,501.35747,433.138671,399.190701,492.21217,458.2642,436.28224
OxPC(13:0_16:1(CHO))+Na,726.46805,543.40201,667.394551,521.42007,453.201271,399.190701,512.27477,458.2642,436.28224
OxPC(13:0_16:2(CHO))+Na,724.4524,541.38636,665.378901,519.40442,451.185621,399.190701,510.25912,458.2642,436.28224
OxPC(13:0_16:3(CHO))+Na,722.43675,539.37071,663.363251,517.38877,449.169971,399.190701,508.24347,458.2642,436.28224
OxPC(13:0_16:4(CHO))+Na,720.4211,537.35506,661.347601,515.37312,447.154321,399.190701,506.22782,458.2642,436.28224
OxPC(13:0_17:4(CHO))+Na,734.43675,551.37071,675.363251,529.38877,461.169971,399.190701,520.24347,458.2642,436.28224
OxPC(13:0_18:4(CHO))+Na,748.4524,565.38636,689.378901,543.40442,475.185621,399.190701,534.25912,458.2642,436.28224
OxPC(13:0_18:5(CHO))+Na,746.43675,563.37071,687.363251,541.38877,473.169971,399.190701,532.24347,458.2642,436.28224
OxPC(13:0_19:4(CHO))+Na,762.46805,579.40201,703.394551,557.42007,489.201271,399.190701,548.27477,458.2642,436.28224
OxPC(13:0_19:5(CHO))+Na,760.4524,577.38636,701.378901,555.40442,487.185621,399.190701,546.25912,458.2642,436.28224
OxPC(13:0_3:0(COOH))+Na,562.27516,379.20912,503.201661,357.22718,289.008381,399.190701,348.08188,458.2642,436.28224
OxPC(13:0_4:0(COOH))+Na,576.29081,393.22477,517.217311,371.24283,303.024031,399.190701,362.09753,458.2642,436.28224
OxPC(13:0_5:0(COOH))+Na,590.30646,407.24042,531.232961,385.25848,317.039681,399.190701,376.11318,458.2642,436.28224
OxPC(13:0_6:0(COOH))+Na,604.32211,421.25607,545.248611,399.27413,331.055331,399.190701,390.12883,458.2642,436.28224
OxPC(13:0_7:0(COOH))+Na,618.33776,435.27172,559.264261,413.28978,345.070981,399.190701,404.14448,458.2642,436.28224
OxPC(13:0_8:0(COOH))+Na,632.35341,449.28737,573.279911,427.30543,359.086631,399.190701,418.16013,458.2642,436.28224
OxPC(13:0_9:0(COOH))+Na,646.36906,463.30302,587.295561,441.32108,373.102281,399.190701,432.17578,458.2642,436.28224
OxPC(13:0_10:0(COOH))+Na,660.38471,477.31867,601.311211,455.33673,387.117931,399.190701,446.19143,458.2642,436.28224
OxPC(13:0_11:0(COOH))+Na,674.40036,491.33432,615.326861,469.35238,401.133581,399.190701,460.20708,458.2642,436.28224
OxPC(13:0_12:0(COOH))+Na,688.41601,505.34997,629.342511,483.36803,415.149231,399.190701,474.22273,458.2642,436.28224
OxPC(13:0_13:0(COOH))+Na,702.43166,519.36562,643.358161,497.38368,429.164881,399.190701,488.23838,458.2642,436.28224
OxPC(13:0_14:0(COOH))+Na,716.44731,533.38127,657.373811,511.39933,443.180531,399.190701,502.25403,458.2642,436.28224
OxPC(13:0_15:0(COOH))+Na,730.46296,547.39692,671.389461,525.41498,457.196181,399.190701,516.26968,458.2642,436.28224
OxPC(13:0_6:1(COOH))+Na,602.30647,419.24043,543.232971,397.25849,329.039691,399.190701,388.11319,458.2642,436.28224
OxPC(13:0_7:1(COOH))+Na,616.32212,433.25608,557.248621,411.27414,343.055341,399.190701,402.12884,458.2642,436.28224
OxPC(13:0_8:1(COOH))+Na,630.33777,447.27173,571.264271,425.28979,357.070991,399.190701,416.14449,458.2642,436.28224
OxPC(13:0_9:1(COOH))+Na,644.35342,461.28738,585.279921,439.30544,371.086641,399.190701,430.16014,458.2642,436.28224
OxPC(13:0_9:2(COOH))+Na,642.33777,459.27173,583.264271,437.28979,369.070991,399.190701,428.14449,458.2642,436.28224
OxPC(13:0_10:1(COOH))+Na,658.36907,475.30303,599.295571,453.32109,385.102291,399.190701,444.17579,458.2642,436.28224
OxPC(13:0_10:2(COOH))+Na,656.35342,473.28738,597.279921,451.30544,383.086641,399.190701,442.16014,458.2642,436.28224
OxPC(13:0_11:1(COOH))+Na,672.38472,489.31868,613.311221,467.33674,399.117941,399.190701,458.19144,458.2642,436.28224
OxPC(13:0_11:2(COOH))+Na,670.36907,487.30303,611.295571,465.32109,397.102291,399.190701,456.17579,458.2642,436.28224
OxPC(13:0_12:1(COOH))+Na,686.40037,503.33433,627.326871,481.35239,413.133591,399.190701,472.20709,458.2642,436.28224
OxPC(13:0_12:2(COOH))+Na,684.38472,501.31868,625.311221,479.33674,411.117941,399.190701,470.19144,458.2642,436.28224
OxPC(13:0_12:3(COOH))+Na,682.36907,499.30303,623.295571,477.32109,409.102291,399.190701,468.17579,458.2642,436.28224
OxPC(13:0_13:1(COOH))+Na,700.41602,517.34998,641.342521,495.36804,427.149241,399.190701,486.22274,458.2642,436.28224
OxPC(13:0_13:2(COOH))+Na,698.40037,515.33433,639.326871,493.35239,425.133591,399.190701,484.20709,458.2642,436.28224
OxPC(13:0_13:3(COOH))+Na,696.38472,513.31868,637.311221,491.33674,423.117941,399.190701,482.19144,458.2642,436.28224
OxPC(13:0_14:1(COOH))+Na,714.43167,531.36563,655.358171,509.38369,441.164891,399.190701,500.23839,458.2642,436.28224
OxPC(13:0_14:2(COOH))+Na,712.41602,529.34998,653.342521,507.36804,439.149241,399.190701,498.22274,458.2642,436.28224
OxPC(13:0_14:3(COOH))+Na,710.40037,527.33433,651.326871,505.35239,437.133591,399.190701,496.20709,458.2642,436.28224
OxPC(13:0_15:1(COOH))+Na,728.44732,545.38128,669.373821,523.39934,455.180541,399.190701,514.25404,458.2642,436.28224
OxPC(13:0_15:2(COOH))+Na,726.43167,543.36563,667.358171,521.38369,453.164891,399.190701,512.23839,458.2642,436.28224
OxPC(13:0_15:3(COOH))+Na,724.41602,541.34998,665.342521,519.36804,451.149241,399.190701,510.22274,458.2642,436.28224
OxPC(13:0_15:4(COOH))+Na,722.40037,539.33433,663.326871,517.35239,449.133591,399.190701,508.20709,458.2642,436.28224
OxPC(13:0_16:1(COOH))+Na,742.46297,559.39693,683.389471,537.41499,469.196191,399.190701,528.26969,458.2642,436.28224
OxPC(13:0_16:2(COOH))+Na,740.44732,557.38128,681.373821,535.39934,467.180541,399.190701,526.25404,458.2642,436.28224
OxPC(13:0_16:3(COOH))+Na,738.43167,555.36563,679.358171,533.38369,465.164891,399.190701,524.23839,458.2642,436.28224
OxPC(13:0_16:4(COOH))+Na,736.41602,553.34998,677.342521,531.36804,463.149241,399.190701,522.22274,458.2642,436.28224
OxPC(13:0_17:4(COOH))+Na,750.43167,567.36563,691.358171,545.38369,477.164891,399.190701,536.23839,458.2642,436.28224
OxPC(13:0_18:4(COOH))+Na,764.44732,581.38128,705.373821,559.39934,491.180541,399.190701,550.25404,458.2642,436.28224
OxPC(13:0_18:5(COOH))+Na,762.43167,579.36563,703.358171,557.38369,489.164891,399.190701,548.23839,458.2642,436.28224
OxPC(13:0_19:4(COOH))+Na,778.46297,595.39693,719.389471,573.41499,505.196191,399.190701,564.26969,458.2642,436.28224
OxPC(13:0_19:5(COOH))+Na,776.44732,593.38128,717.373821,571.39934,503.180541,399.190701,562.25404,458.2642,436.28224
OxPC(14:1_5:0(CHO))+Na,586.31154,403.2455,527.238041,381.26356,301.044761,411.190701,360.11826,470.2642,448.28224
OxPC(14:1_6:0(CHO))+Na,600.32719,417.26115,541.253691,395.27921,315.060411,411.190701,374.13391,470.2642,448.28224
OxPC(14:1_7:0(CHO))+Na,614.34284,431.2768,555.269341,409.29486,329.076061,411.190701,388.14956,470.2642,448.28224
OxPC(14:1_8:0(CHO))+Na,628.35849,445.29245,569.284991,423.31051,343.091711,411.190701,402.16521,470.2642,448.28224
OxPC(14:1_9:0(CHO))+Na,642.37414,459.3081,583.300641,437.32616,357.107361,411.190701,416.18086,470.2642,448.28224
OxPC(14:1_10:0(CHO))+Na,656.38979,473.32375,597.316291,451.34181,371.123011,411.190701,430.19651,470.2642,448.28224
OxPC(14:1_11:0(CHO))+Na,670.40544,487.3394,611.331941,465.35746,385.138661,411.190701,444.21216,470.2642,448.28224
OxPC(14:1_12:0(CHO))+Na,684.42109,501.35505,625.347591,479.37311,399.154311,411.190701,458.22781,470.2642,448.28224
OxPC(14:1_13:0(CHO))+Na,698.43674,515.3707,639.363241,493.38876,413.169961,411.190701,472.24346,470.2642,448.28224
OxPC(14:1_14:0(CHO))+Na,712.45239,529.38635,653.378891,507.40441,427.185611,411.190701,486.25911,470.2642,448.28224
OxPC(14:1_15:0(CHO))+Na,726.46804,543.402,667.394541,521.42006,441.201261,411.190701,500.27476,470.2642,448.28224
OxPC(14:1_6:1(CHO))+Na,598.31155,415.24551,539.238051,393.26357,313.044771,411.190701,372.11827,470.2642,448.28224
OxPC(14:1_7:1(CHO))+Na,612.3272,429.26116,553.253701,407.27922,327.060421,411.190701,386.13392,470.2642,448.28224
OxPC(14:1_8:1(CHO))+Na,626.34285,443.27681,567.269351,421.29487,341.076071,411.190701,400.14957,470.2642,448.28224
OxPC(14:1_9:1(CHO))+Na,640.3585,457.29246,581.285001,435.31052,355.091721,411.190701,414.16522,470.2642,448.28224
OxPC(14:1_9:2(CHO))+Na,638.34285,455.27681,579.269351,433.29487,353.076071,411.190701,412.14957,470.2642,448.28224
OxPC(14:1_10:1(CHO))+Na,654.37415,471.30811,595.300651,449.32617,369.107371,411.190701,428.18087,470.2642,448.28224
OxPC(14:1_10:2(CHO))+Na,652.3585,469.29246,593.285001,447.31052,367.091721,411.190701,426.16522,470.2642,448.28224
OxPC(14:1_11:1(CHO))+Na,668.3898,485.32376,609.316301,463.34182,383.123021,411.190701,442.19652,470.2642,448.28224
OxPC(14:1_11:2(CHO))+Na,666.37415,483.30811,607.300651,461.32617,381.107371,411.190701,440.18087,470.2642,448.28224
OxPC(14:1_12:1(CHO))+Na,682.40545,499.33941,623.331951,477.35747,397.138671,411.190701,456.21217,470.2642,448.28224
OxPC(14:1_12:2(CHO))+Na,680.3898,497.32376,621.316301,475.34182,395.123021,411.190701,454.19652,470.2642,448.28224
OxPC(14:1_12:3(CHO))+Na,678.37415,495.30811,619.300651,473.32617,393.107371,411.190701,452.18087,470.2642,448.28224
OxPC(14:1_13:1(CHO))+Na,696.4211,513.35506,637.347601,491.37312,411.154321,411.190701,470.22782,470.2642,448.28224
OxPC(14:1_13:2(CHO))+Na,694.40545,511.33941,635.331951,489.35747,409.138671,411.190701,468.21217,470.2642,448.28224
OxPC(14:1_13:3(CHO))+Na,692.3898,509.32376,633.316301,487.34182,407.123021,411.190701,466.19652,470.2642,448.28224
OxPC(14:1_14:1(CHO))+Na,710.43675,527.37071,651.363251,505.38877,425.169971,411.190701,484.24347,470.2642,448.28224
OxPC(14:1_14:2(CHO))+Na,708.4211,525.35506,649.347601,503.37312,423.154321,411.190701,482.22782,470.2642,448.28224
OxPC(14:1_14:3(CHO))+Na,706.40545,523.33941,647.331951,501.35747,421.138671,411.190701,480.21217,470.2642,448.28224
OxPC(14:1_15:1(CHO))+Na,724.4524,541.38636,665.378901,519.40442,439.185621,411.190701,498.25912,470.2642,448.28224
OxPC(14:1_15:2(CHO))+Na,722.43675,539.37071,663.363251,517.38877,437.169971,411.190701,496.24347,470.2642,448.28224
OxPC(14:1_15:3(CHO))+Na,720.4211,537.35506,661.347601,515.37312,435.154321,411.190701,494.22782,470.2642,448.28224
OxPC(14:1_15:4(CHO))+Na,718.40545,535.33941,659.331951,513.35747,433.138671,411.190701,492.21217,470.2642,448.28224
OxPC(14:1_16:1(CHO))+Na,738.46805,555.40201,679.394551,533.42007,453.201271,411.190701,512.27477,470.2642,448.28224
