OxPC,[M+Na]+,Mna-PC,Mna-TrimethylAmine,Mna-NaPC,Mna-R1COOH&TrimethylAmine,Mna-R2COOH&TrimethylAmine,Mna-R1COOH,Mna-R2COOH,Mna-R2COONa
OxPC(22:0_18:2(OH))+Na,880.6402,697.57416,821.566701,675.59222,481.232571,525.331551,540.30607,584.40505,562.42309
OxPC(22:6_20:4(Ke))+Na,890.53064,707.4646,831.457141,685.48266,503.216911,513.237651,562.29041,572.31115,550.32919
OxPC(22:6_20:4(OOH))+Na,908.54122,725.47518,849.467721,703.49324,521.227491,513.237651,580.30099,572.31115,550.32919
OxPC(22:6_20:4(OH))+Na,892.5463,709.48026,833.472801,687.49832,505.232571,513.237651,564.30607,572.31115,550.32919
OxPC(22:6_18:2(OOH))+Na,884.54122,701.47518,825.467721,679.49324,497.227491,513.237651,556.30099,572.31115,550.32919
OxPC(22:6_18:2(OH))+Na,868.5463,685.48026,809.472801,663.49832,481.232571,513.237651,540.30607,572.31115,550.32919
OxPC(22:5_20:4(Ke))+Na,892.54629,709.48025,833.472791,687.49831,503.216911,515.253301,562.29041,574.3268,552.34484
OxPC(22:5_20:4(OOH))+Na,910.55687,727.49083,851.483371,705.50889,521.227491,515.253301,580.30099,574.3268,552.34484
OxPC(22:5_20:4(OH))+Na,894.56195,711.49591,835.488451,689.51397,505.232571,515.253301,564.30607,574.3268,552.34484
OxPC(22:5_18:2(OOH))+Na,886.55687,703.49083,827.483371,681.50889,497.227491,515.253301,556.30099,574.3268,552.34484
OxPC(22:5_18:2(OH))+Na,870.56195,687.49591,811.488451,665.51397,481.232571,515.253301,540.30607,574.3268,552.34484
OxPC(22:4_20:4(Ke))+Na,894.56194,711.4959,835.488441,689.51396,503.216911,517.268951,562.29041,576.34245,554.36049
OxPC(22:4_20:4(OOH))+Na,912.57252,729.50648,853.499021,707.52454,521.227491,517.268951,580.30099,576.34245,554.36049
OxPC(22:4_20:4(OH))+Na,896.5776,713.51156,837.504101,691.52962,505.232571,517.268951,564.30607,576.34245,554.36049
OxPC(22:4_18:2(OOH))+Na,888.57252,705.50648,829.499021,683.52454,497.227491,517.268951,556.30099,576.34245,554.36049
OxPC(22:4_18:2(OH))+Na,872.5776,689.51156,813.504101,667.52962,481.232571,517.268951,540.30607,576.34245,554.36049
OxPC(22:3_20:4(Ke))+Na,896.57759,713.51155,837.504091,691.52961,503.216911,519.284601,562.29041,578.3581,556.37614
OxPC(22:3_20:4(OOH))+Na,914.58817,731.52213,855.514671,709.54019,521.227491,519.284601,580.30099,578.3581,556.37614
OxPC(22:3_20:4(OH))+Na,898.59325,715.52721,839.519751,693.54527,505.232571,519.284601,564.30607,578.3581,556.37614
OxPC(22:3_18:2(OOH))+Na,890.58817,707.52213,831.514671,685.54019,497.227491,519.284601,556.30099,578.3581,556.37614
OxPC(22:3_18:2(OH))+Na,874.59325,691.52721,815.519751,669.54527,481.232571,519.284601,540.30607,578.3581,556.37614
OxPC(22:2_20:4(Ke))+Na,898.59324,715.5272,839.519741,693.54526,503.216911,521.300251,562.29041,580.37375,558.39179
OxPC(22:2_20:4(OOH))+Na,916.60382,733.53778,857.530321,711.55584,521.227491,521.300251,580.30099,580.37375,558.39179
OxPC(22:2_20:4(OH))+Na,900.6089,717.54286,841.535401,695.56092,505.232571,521.300251,564.30607,580.37375,558.39179
OxPC(22:2_18:2(OOH))+Na,892.60382,709.53778,833.530321,687.55584,497.227491,521.300251,556.30099,580.37375,558.39179
OxPC(22:2_18:2(OH))+Na,876.6089,693.54286,817.535401,671.56092,481.232571,521.300251,540.30607,580.37375,558.39179
OxPC(22:1_20:4(Ke))+Na,900.60889,717.54285,841.535391,695.56091,503.216911,523.315901,562.29041,582.3894,560.40744
OxPC(22:1_20:4(OOH))+Na,918.61947,735.55343,859.545971,713.57149,521.227491,523.315901,580.30099,582.3894,560.40744
OxPC(22:1_20:4(OH))+Na,902.62455,719.55851,843.551051,697.57657,505.232571,523.315901,564.30607,582.3894,560.40744
OxPC(22:1_18:2(OOH))+Na,894.61947,711.55343,835.545971,689.57149,497.227491,523.315901,556.30099,582.3894,560.40744
OxPC(22:1_18:2(OH))+Na,878.62455,695.55851,819.551051,673.57657,481.232571,523.315901,540.30607,582.3894,560.40744
OxPC(23:0_20:4(Ke))+Na,916.64019,733.57415,857.566691,711.59221,503.216911,539.347201,562.29041,598.4207,576.43874
OxPC(23:0_20:4(OOH))+Na,934.65077,751.58473,875.577271,729.60279,521.227491,539.347201,580.30099,598.4207,576.43874
OxPC(23:0_20:4(OH))+Na,918.65585,735.58981,859.582351,713.60787,505.232571,539.347201,564.30607,598.4207,576.43874
OxPC(23:0_18:2(OOH))+Na,910.65077,727.58473,851.577271,705.60279,497.227491,539.347201,556.30099,598.4207,576.43874
OxPC(23:0_18:2(OH))+Na,894.65585,711.58981,835.582351,689.60787,481.232571,539.347201,540.30607,598.4207,576.43874
OxPC(24:1_20:4(Ke))+Na,928.64019,745.57415,869.566691,723.59221,503.216911,551.347201,562.29041,610.4207,588.43874
OxPC(24:1_20:4(OOH))+Na,946.65077,763.58473,887.577271,741.60279,521.227491,551.347201,580.30099,610.4207,588.43874
OxPC(24:1_20:4(OH))+Na,930.65585,747.58981,871.582351,725.60787,505.232571,551.347201,564.30607,610.4207,588.43874
OxPC(24:1_18:2(OOH))+Na,922.65077,739.58473,863.577271,717.60279,497.227491,551.347201,556.30099,610.4207,588.43874
OxPC(24:1_18:2(OH))+Na,906.65585,723.58981,847.582351,701.60787,481.232571,551.347201,540.30607,610.4207,588.43874
OxPC(24:0_20:4(Ke))+Na,930.65584,747.5898,871.582341,725.60786,503.216911,553.362851,562.29041,612.43635,590.45439
OxPC(24:0_20:4(OOH))+Na,948.66642,765.60038,889.592921,743.61844,521.227491,553.362851,580.30099,612.43635,590.45439
OxPC(24:0_20:4(OH))+Na,932.6715,749.60546,873.598001,727.62352,505.232571,553.362851,564.30607,612.43635,590.45439
OxPC(24:0_18:2(OOH))+Na,924.66642,741.60038,865.592921,719.61844,497.227491,553.362851,556.30099,612.43635,590.45439
OxPC(24:0_18:2(OH))+Na,908.6715,725.60546,849.598001,703.62352,481.232571,553.362851,540.30607,612.43635,590.45439
OxPC(25:0_20:4(Ke))+Na,944.67149,761.60545,885.597991,739.62351,503.216911,567.378501,562.29041,626.452,604.47004
OxPC(25:0_20:4(OOH))+Na,962.68207,779.61603,903.608571,757.63409,521.227491,567.378501,580.30099,626.452,604.47004
OxPC(25:0_20:4(OH))+Na,946.68715,763.62111,887.613651,741.63917,505.232571,567.378501,564.30607,626.452,604.47004
OxPC(25:0_18:2(OOH))+Na,938.68207,755.61603,879.608571,733.63409,497.227491,567.378501,556.30099,626.452,604.47004
OxPC(25:0_18:2(OH))+Na,922.68715,739.62111,863.613651,717.63917,481.232571,567.378501,540.30607,626.452,604.47004
OxPC(26:0_20:4(Ke))+Na,958.68714,775.6211,899.613641,753.63916,503.216911,581.394151,562.29041,640.46765,618.48569
OxPC(26:0_20:4(OOH))+Na,976.69772,793.63168,917.624221,771.64974,521.227491,581.394151,580.30099,640.46765,618.48569
OxPC(26:0_20:4(OH))+Na,960.7028,777.63676,901.629301,755.65482,505.232571,581.394151,564.30607,640.46765,618.48569
OxPC(26:0_18:2(OOH))+Na,952.69772,769.63168,893.624221,747.64974,497.227491,581.394151,556.30099,640.46765,618.48569
OxPC(26:0_18:2(OH))+Na,936.7028,753.63676,877.629301,731.65482,481.232571,581.394151,540.30607,640.46765,618.48569
OxPC(8:0_14:1(OH))+Na,630.37418,447.30814,571.300681,425.3262,427.185651,329.112451,486.25915,388.18595,366.20399
OxPC(8:0_15:1(OH))+Na,644.38978,461.32374,585.316281,439.3418,441.201251,329.112451,500.27475,388.18595,366.20399
OxPC(8:0_16:1(OH))+Na,658.40548,475.33944,599.331981,453.3575,455.216951,329.112451,514.29045,388.18595,366.20399
OxPC(8:0_17:1(OH))+Na,672.42108,489.35504,613.347581,467.3731,469.232551,329.112451,528.30605,388.18595,366.20399
OxPC(8:0_17:2(OH))+Na,670.40548,487.33944,611.331981,465.3575,467.216951,329.112451,526.29045,388.18595,366.20399
OxPC(8:0_18:1(OH))+Na,686.43678,503.37074,627.363281,481.3888,483.248251,329.112451,542.32175,388.18595,366.20399
OxPC(8:0_18:3(OH))+Na,682.40548,499.33944,623.331981,477.3575,479.216951,329.112451,538.29045,388.18595,366.20399
OxPC(8:0_18:4(OH))+Na,680.38978,497.32374,621.316281,475.3418,477.201251,329.112451,536.27475,388.18595,366.20399
OxPC(8:0_20:1(OH))+Na,714.46808,531.40204,655.394581,509.4201,511.279551,329.112451,570.35305,388.18595,366.20399
OxPC(8:0_20:2(OH))+Na,712.45238,529.38634,653.378881,507.4044,509.263851,329.112451,568.33735,388.18595,366.20399
OxPC(8:0_20:3(OH))+Na,710.43678,527.37074,651.363281,505.3888,507.248251,329.112451,566.32175,388.18595,366.20399
OxPC(8:0_20:5(OH))+Na,706.40548,523.33944,647.331981,501.3575,503.216951,329.112451,562.29045,388.18595,366.20399
OxPC(8:0_22:1(OH))+Na,742.49938,559.43334,683.425881,537.4514,539.310851,329.112451,598.38435,388.18595,366.20399
OxPC(8:0_22:2(OH))+Na,740.48368,557.41764,681.410181,535.4357,537.295151,329.112451,596.36865,388.18595,366.20399
OxPC(8:0_22:3(OH))+Na,738.46808,555.40204,679.394581,533.4201,535.279551,329.112451,594.35305,388.18595,366.20399
OxPC(8:0_22:4(OH))+Na,736.45238,553.38634,677.378881,531.4044,533.263851,329.112451,592.33735,388.18595,366.20399
OxPC(8:0_22:5(OH))+Na,734.43678,551.37074,675.363281,529.3888,531.248251,329.112451,590.32175,388.18595,366.20399
OxPC(8:0_22:6(OH))+Na,732.42108,549.35504,673.347581,527.3731,529.232551,329.112451,588.30605,388.18595,366.20399
OxPC(8:0_24:1(OH))+Na,770.53068,587.46464,711.457181,565.4827,567.342151,329.112451,626.41565,388.18595,366.20399
OxPC(8:0_14:1(OO))+Na,646.3691,463.30306,587.295601,441.32112,443.180571,329.112451,502.25407,388.18595,366.20399
OxPC(8:0_15:1(OO))+Na,660.3847,477.31866,601.311201,455.33672,457.196171,329.112451,516.26967,388.18595,366.20399
OxPC(8:0_16:1(OO))+Na,674.4004,491.33436,615.326901,469.35242,471.211871,329.112451,530.28537,388.18595,366.20399
OxPC(8:0_17:1(OO))+Na,688.416,505.34996,629.342501,483.36802,485.227471,329.112451,544.30097,388.18595,366.20399
OxPC(8:0_17:2(OO))+Na,686.4004,503.33436,627.326901,481.35242,483.211871,329.112451,542.28537,388.18595,366.20399
OxPC(8:0_18:1(OO))+Na,702.4317,519.36566,643.358201,497.38372,499.243171,329.112451,558.31667,388.18595,366.20399
OxPC(8:0_18:3(OO))+Na,698.4004,515.33436,639.326901,493.35242,495.211871,329.112451,554.28537,388.18595,366.20399
OxPC(8:0_18:4(OO))+Na,696.3847,513.31866,637.311201,491.33672,493.196171,329.112451,552.26967,388.18595,366.20399
OxPC(8:0_20:1(OO))+Na,730.463,547.39696,671.389501,525.41502,527.274471,329.112451,586.34797,388.18595,366.20399
OxPC(8:0_20:2(OO))+Na,728.4473,545.38126,669.373801,523.39932,525.258771,329.112451,584.33227,388.18595,366.20399
OxPC(8:0_20:3(OO))+Na,726.4317,543.36566,667.358201,521.38372,523.243171,329.112451,582.31667,388.18595,366.20399
OxPC(8:0_20:5(OO))+Na,722.4004,539.33436,663.326901,517.35242,519.211871,329.112451,578.28537,388.18595,366.20399
OxPC(8:0_22:1(OO))+Na,758.4943,575.42826,699.420801,553.44632,555.305771,329.112451,614.37927,388.18595,366.20399
OxPC(8:0_22:2(OO))+Na,756.4786,573.41256,697.405101,551.43062,553.290071,329.112451,612.36357,388.18595,366.20399
OxPC(8:0_22:3(OO))+Na,754.463,571.39696,695.389501,549.41502,551.274471,329.112451,610.34797,388.18595,366.20399
OxPC(8:0_22:4(OO))+Na,752.4473,569.38126,693.373801,547.39932,549.258771,329.112451,608.33227,388.18595,366.20399
OxPC(8:0_22:5(OO))+Na,750.4317,567.36566,691.358201,545.38372,547.243171,329.112451,606.31667,388.18595,366.20399
OxPC(8:0_22:6(OO))+Na,748.416,565.34996,689.342501,543.36802,545.227471,329.112451,604.30097,388.18595,366.20399
OxPC(8:0_24:1(OO))+Na,786.5256,603.45956,727.452101,581.47762,583.337071,329.112451,642.41057,388.18595,366.20399
OxPC(8:0_14:1(OOO))+Na,662.36402,479.29798,603.290521,457.31604,459.175491,329.112451,518.24899,388.18595,366.20399
OxPC(8:0_15:1(OOO))+Na,676.37962,493.31358,617.306121,471.33164,473.191091,329.112451,532.26459,388.18595,366.20399
OxPC(8:0_16:1(OOO))+Na,690.39532,507.32928,631.321821,485.34734,487.206791,329.112451,546.28029,388.18595,366.20399
OxPC(8:0_17:1(OOO))+Na,704.41092,521.34488,645.337421,499.36294,501.222391,329.112451,560.29589,388.18595,366.20399
OxPC(8:0_17:2(OOO))+Na,702.39532,519.32928,643.321821,497.34734,499.206791,329.112451,558.28029,388.18595,366.20399
OxPC(8:0_18:1(OOO))+Na,718.42662,535.36058,659.353121,513.37864,515.238091,329.112451,574.31159,388.18595,366.20399
OxPC(8:0_18:2(OOO))+Na,716.41092,533.34488,657.337421,511.36294,513.222391,329.112451,572.29589,388.18595,366.20399
OxPC(8:0_18:3(OOO))+Na,714.39532,531.32928,655.321821,509.34734,511.206791,329.112451,570.28029,388.18595,366.20399
OxPC(8:0_18:4(OOO))+Na,712.37962,529.31358,653.306121,507.33164,509.191091,329.112451,568.26459,388.18595,366.20399
OxPC(8:0_20:1(OOO))+Na,746.45792,563.39188,687.384421,541.40994,543.269391,329.112451,602.34289,388.18595,366.20399
OxPC(8:0_20:2(OOO))+Na,744.44222,561.37618,685.368721,539.39424,541.253691,329.112451,600.32719,388.18595,366.20399
OxPC(8:0_20:3(OOO))+Na,742.42662,559.36058,683.353121,537.37864,539.238091,329.112451,598.31159,388.18595,366.20399
OxPC(8:0_20:4(OOO))+Na,740.41092,557.34488,681.337421,535.36294,537.222391,329.112451,596.29589,388.18595,366.20399
OxPC(8:0_20:5(OOO))+Na,738.39532,555.32928,679.321821,533.34734,535.206791,329.112451,594.28029,388.18595,366.20399
OxPC(8:0_22:1(OOO))+Na,774.48922,591.42318,715.415721,569.44124,571.300691,329.112451,630.37419,388.18595,366.20399
OxPC(8:0_22:2(OOO))+Na,772.47352,589.40748,713.400021,567.42554,569.284991,329.112451,628.35849,388.18595,366.20399
OxPC(8:0_22:3(OOO))+Na,770.45792,587.39188,711.384421,565.40994,567.269391,329.112451,626.34289,388.18595,366.20399
OxPC(8:0_22:4(OOO))+Na,768.44222,585.37618,709.368721,563.39424,565.253691,329.112451,624.32719,388.18595,366.20399
OxPC(8:0_22:5(OOO))+Na,766.42662,583.36058,707.353121,561.37864,563.238091,329.112451,622.31159,388.18595,366.20399
OxPC(8:0_22:6(OOO))+Na,764.41092,581.34488,705.337421,559.36294,561.222391,329.112451,620.29589,388.18595,366.20399
OxPC(8:0_24:1(OOO))+Na,802.52052,619.45448,743.447021,597.47254,599.331991,329.112451,658.40549,388.18595,366.20399
OxPC(8:0_14:1(OOOO))+Na,678.35894,495.2929,619.285441,473.31096,475.170411,329.112451,534.24391,388.18595,366.20399
OxPC(8:0_15:1(OOOO))+Na,692.37454,509.3085,633.301041,487.32656,489.186011,329.112451,548.25951,388.18595,366.20399
OxPC(8:0_16:1(OOOO))+Na,706.39024,523.3242,647.316741,501.34226,503.201711,329.112451,562.27521,388.18595,366.20399
OxPC(8:0_17:1(OOOO))+Na,720.40584,537.3398,661.332341,515.35786,517.217311,329.112451,576.29081,388.18595,366.20399
OxPC(8:0_17:2(OOOO))+Na,718.39024,535.3242,659.316741,513.34226,515.201711,329.112451,574.27521,388.18595,366.20399
OxPC(8:0_18:1(OOOO))+Na,734.42154,551.3555,675.348041,529.37356,531.233011,329.112451,590.30651,388.18595,366.20399
OxPC(8:0_18:2(OOOO))+Na,732.40584,549.3398,673.332341,527.35786,529.217311,329.112451,588.29081,388.18595,366.20399
OxPC(8:0_18:3(OOOO))+Na,730.39024,547.3242,671.316741,525.34226,527.201711,329.112451,586.27521,388.18595,366.20399
OxPC(8:0_18:4(OOOO))+Na,728.37454,545.3085,669.301041,523.32656,525.186011,329.112451,584.25951,388.18595,366.20399
OxPC(8:0_20:1(OOOO))+Na,762.45284,579.3868,703.379341,557.40486,559.264311,329.112451,618.33781,388.18595,366.20399
OxPC(8:0_20:2(OOOO))+Na,760.43714,577.3711,701.363641,555.38916,557.248611,329.112451,616.32211,388.18595,366.20399
OxPC(8:0_20:3(OOOO))+Na,758.42154,575.3555,699.348041,553.37356,555.233011,329.112451,614.30651,388.18595,366.20399
OxPC(8:0_20:4(OOOO))+Na,756.40584,573.3398,697.332341,551.35786,553.217311,329.112451,612.29081,388.18595,366.20399
OxPC(8:0_20:5(OOOO))+Na,754.39024,571.3242,695.316741,549.34226,551.201711,329.112451,610.27521,388.18595,366.20399
OxPC(8:0_22:1(OOOO))+Na,790.48414,607.4181,731.410641,585.43616,587.295611,329.112451,646.36911,388.18595,366.20399
OxPC(8:0_22:2(OOOO))+Na,788.46844,605.4024,729.394941,583.42046,585.279911,329.112451,644.35341,388.18595,366.20399
OxPC(8:0_22:3(OOOO))+Na,786.45284,603.3868,727.379341,581.40486,583.264311,329.112451,642.33781,388.18595,366.20399
OxPC(8:0_22:4(OOOO))+Na,784.43714,601.3711,725.363641,579.38916,581.248611,329.112451,640.32211,388.18595,366.20399
OxPC(8:0_22:5(OOOO))+Na,782.42154,599.3555,723.348041,577.37356,579.233011,329.112451,638.30651,388.18595,366.20399
OxPC(8:0_22:6(OOOO))+Na,780.40584,597.3398,721.332341,575.35786,577.217311,329.112451,636.29081,388.18595,366.20399
OxPC(8:0_24:1(OOOO))+Na,818.51544,635.4494,759.441941,613.46746,615.326911,329.112451,674.40041,388.18595,366.20399
OxPC(8:0_14:1(Ke))+Na,628.35852,445.29248,569.285021,423.31054,425.169991,329.112451,484.24349,388.18595,366.20399
OxPC(8:0_15:1(Ke))+Na,642.37412,459.30808,583.300621,437.32614,439.185591,329.112451,498.25909,388.18595,366.20399
OxPC(8:0_16:1(Ke))+Na,656.38982,473.32378,597.316321,451.34184,453.201291,329.112451,512.27479,388.18595,366.20399
OxPC(8:0_17:1(Ke))+Na,670.40542,487.33938,611.331921,465.35744,467.216891,329.112451,526.29039,388.18595,366.20399
OxPC(8:0_17:2(Ke))+Na,668.38982,485.32378,609.316321,463.34184,465.201291,329.112451,524.27479,388.18595,366.20399
OxPC(8:0_18:1(Ke))+Na,684.42112,501.35508,625.347621,479.37314,481.232591,329.112451,540.30609,388.18595,366.20399
OxPC(8:0_18:2(Ke))+Na,682.40542,499.33938,623.331921,477.35744,479.216891,329.112451,538.29039,388.18595,366.20399
OxPC(8:0_18:3(Ke))+Na,680.38982,497.32378,621.316321,475.34184,477.201291,329.112451,536.27479,388.18595,366.20399
OxPC(8:0_18:4(Ke))+Na,678.37412,495.30808,619.300621,473.32614,475.185591,329.112451,534.25909,388.18595,366.20399
OxPC(8:0_20:1(Ke))+Na,712.45242,529.38638,653.378921,507.40444,509.263891,329.112451,568.33739,388.18595,366.20399
OxPC(8:0_20:2(Ke))+Na,710.43672,527.37068,651.363221,505.38874,507.248191,329.112451,566.32169,388.18595,366.20399
OxPC(8:0_20:3(Ke))+Na,708.42112,525.35508,649.347621,503.37314,505.232591,329.112451,564.30609,388.18595,366.20399
OxPC(8:0_20:5(Ke))+Na,704.38982,521.32378,645.316321,499.34184,501.201291,329.112451,560.27479,388.18595,366.20399
OxPC(8:0_22:1(Ke))+Na,740.48372,557.41768,681.410221,535.43574,537.295191,329.112451,596.36869,388.18595,366.20399
OxPC(8:0_22:2(Ke))+Na,738.46802,555.40198,679.394521,533.42004,535.279491,329.112451,594.35299,388.18595,366.20399
OxPC(8:0_22:3(Ke))+Na,736.45242,553.38638,677.378921,531.40444,533.263891,329.112451,592.33739,388.18595,366.20399
OxPC(8:0_22:4(Ke))+Na,734.43672,551.37068,675.363221,529.38874,531.248191,329.112451,590.32169,388.18595,366.20399
OxPC(8:0_22:5(Ke))+Na,732.42112,549.35508,673.347621,527.37314,529.232591,329.112451,588.30609,388.18595,366.20399
OxPC(8:0_22:6(Ke))+Na,730.40542,547.33938,671.331921,525.35744,527.216891,329.112451,586.29039,388.18595,366.20399
OxPC(8:0_24:1(Ke))+Na,768.51502,585.44898,709.441521,563.46704,565.326491,329.112451,624.39999,388.18595,366.20399
"OxPC(8:0_14:1(Ke,OH))+Na",644.35344,461.2874,585.279941,439.30546,441.164911,329.112451,500.23841,388.18595,366.20399
"OxPC(8:0_15:1(Ke,OH))+Na",658.36904,475.303,599.295541,453.32106,455.180511,329.112451,514.25401,388.18595,366.20399
"OxPC(8:0_16:1(Ke,OH))+Na",672.38474,489.3187,613.311241,467.33676,469.196211,329.112451,528.26971,388.18595,366.20399
"OxPC(8:0_17:1(Ke,OH))+Na",686.40034,503.3343,627.326841,481.35236,483.211811,329.112451,542.28531,388.18595,366.20399
"OxPC(8:0_17:2(Ke,OH))+Na",684.38474,501.3187,625.311241,479.33676,481.196211,329.112451,540.26971,388.18595,366.20399
"OxPC(8:0_18:1(Ke,OH))+Na",700.41604,517.35,641.342541,495.36806,497.227511,329.112451,556.30101,388.18595,366.20399
"OxPC(8:0_18:2(Ke,OH))+Na",698.40034,515.3343,639.326841,493.35236,495.211811,329.112451,554.28531,388.18595,366.20399
"OxPC(8:0_18:3(Ke,OH))+Na",696.38474,513.3187,637.311241,491.33676,493.196211,329.112451,552.26971,388.18595,366.20399
"OxPC(8:0_18:4(Ke,OH))+Na",694.36904,511.303,635.295541,489.32106,491.180511,329.112451,550.25401,388.18595,366.20399
"OxPC(8:0_20:1(Ke,OH))+Na",728.44734,545.3813,669.373841,523.39936,525.258811,329.112451,584.33231,388.18595,366.20399
"OxPC(8:0_20:2(Ke,OH))+Na",726.43164,543.3656,667.358141,521.38366,523.243111,329.112451,582.31661,388.18595,366.20399
"OxPC(8:0_20:3(Ke,OH))+Na",724.41604,541.35,665.342541,519.36806,521.227511,329.112451,580.30101,388.18595,366.20399
"OxPC(8:0_20:4(Ke,OH))+Na",722.40034,539.3343,663.326841,517.35236,519.211811,329.112451,578.28531,388.18595,366.20399
"OxPC(8:0_20:5(Ke,OH))+Na",720.38474,537.3187,661.311241,515.33676,517.196211,329.112451,576.26971,388.18595,366.20399
"OxPC(8:0_22:1(Ke,OH))+Na",756.47864,573.4126,697.405141,551.43066,553.290111,329.112451,612.36361,388.18595,366.20399
"OxPC(8:0_22:2(Ke,OH))+Na",754.46294,571.3969,695.389441,549.41496,551.274411,329.112451,610.34791,388.18595,366.20399
"OxPC(8:0_22:3(Ke,OH))+Na",752.44734,569.3813,693.373841,547.39936,549.258811,329.112451,608.33231,388.18595,366.20399
"OxPC(8:0_22:4(Ke,OH))+Na",750.43164,567.3656,691.358141,545.38366,547.243111,329.112451,606.31661,388.18595,366.20399
"OxPC(8:0_22:5(Ke,OH))+Na",748.41604,565.35,689.342541,543.36806,545.227511,329.112451,604.30101,388.18595,366.20399
"OxPC(8:0_22:6(Ke,OH))+Na",746.40034,563.3343,687.326841,541.35236,543.211811,329.112451,602.28531,388.18595,366.20399
"OxPC(8:0_24:1(Ke,OH))+Na",784.50994,601.4439,725.436441,579.46196,581.321411,329.112451,640.39491,388.18595,366.20399
OxPC(10:0_14:1(OH))+Na,658.40548,475.33944,599.331981,453.3575,427.185651,357.143751,486.25915,416.21725,394.23529
OxPC(10:0_15:1(OH))+Na,672.42108,489.35504,613.347581,467.3731,441.201251,357.143751,500.27475,416.21725,394.23529
OxPC(10:0_16:1(OH))+Na,686.43678,503.37074,627.363281,481.3888,455.216951,357.143751,514.29045,416.21725,394.23529
OxPC(10:0_17:1(OH))+Na,700.45238,517.38634,641.378881,495.4044,469.232551,357.143751,528.30605,416.21725,394.23529
OxPC(10:0_17:2(OH))+Na,698.43678,515.37074,639.363281,493.3888,467.216951,357.143751,526.29045,416.21725,394.23529
OxPC(10:0_18:1(OH))+Na,714.46808,531.40204,655.394581,509.4201,483.248251,357.143751,542.32175,416.21725,394.23529
OxPC(10:0_18:3(OH))+Na,710.43678,527.37074,651.363281,505.3888,479.216951,357.143751,538.29045,416.21725,394.23529
OxPC(10:0_18:4(OH))+Na,708.42108,525.35504,649.347581,503.3731,477.201251,357.143751,536.27475,416.21725,394.23529
OxPC(10:0_20:1(OH))+Na,742.49938,559.43334,683.425881,537.4514,511.279551,357.143751,570.35305,416.21725,394.23529
OxPC(10:0_20:2(OH))+Na,740.48368,557.41764,681.410181,535.4357,509.263851,357.143751,568.33735,416.21725,394.23529
OxPC(10:0_20:3(OH))+Na,738.46808,555.40204,679.394581,533.4201,507.248251,357.143751,566.32175,416.21725,394.23529
OxPC(10:0_20:5(OH))+Na,734.43678,551.37074,675.363281,529.3888,503.216951,357.143751,562.29045,416.21725,394.23529
OxPC(10:0_22:1(OH))+Na,770.53068,587.46464,711.457181,565.4827,539.310851,357.143751,598.38435,416.21725,394.23529
OxPC(10:0_22:2(OH))+Na,768.51498,585.44894,709.441481,563.467,537.295151,357.143751,596.36865,416.21725,394.23529
OxPC(10:0_22:3(OH))+Na,766.49938,583.43334,707.425881,561.4514,535.279551,357.143751,594.35305,416.21725,394.23529
OxPC(10:0_22:4(OH))+Na,764.48368,581.41764,705.410181,559.4357,533.263851,357.143751,592.33735,416.21725,394.23529
OxPC(10:0_22:5(OH))+Na,762.46808,579.40204,703.394581,557.4201,531.248251,357.143751,590.32175,416.21725,394.23529
OxPC(10:0_22:6(OH))+Na,760.45238,577.38634,701.378881,555.4044,529.232551,357.143751,588.30605,416.21725,394.23529
OxPC(10:0_24:1(OH))+Na,798.56198,615.49594,739.488481,593.514,567.342151,357.143751,626.41565,416.21725,394.23529
OxPC(10:0_14:1(OO))+Na,674.4004,491.33436,615.326901,469.35242,443.180571,357.143751,502.25407,416.21725,394.23529
OxPC(10:0_15:1(OO))+Na,688.416,505.34996,629.342501,483.36802,457.196171,357.143751,516.26967,416.21725,394.23529
OxPC(10:0_16:1(OO))+Na,702.4317,519.36566,643.358201,497.38372,471.211871,357.143751,530.28537,416.21725,394.23529
OxPC(10:0_17:1(OO))+Na,716.4473,533.38126,657.373801,511.39932,485.227471,357.143751,544.30097,416.21725,394.23529
OxPC(10:0_17:2(OO))+Na,714.4317,531.36566,655.358201,509.38372,483.211871,357.143751,542.28537,416.21725,394.23529
OxPC(10:0_18:1(OO))+Na,730.463,547.39696,671.389501,525.41502,499.243171,357.143751,558.31667,416.21725,394.23529
OxPC(10:0_18:3(OO))+Na,726.4317,543.36566,667.358201,521.38372,495.211871,357.143751,554.28537,416.21725,394.23529
OxPC(10:0_18:4(OO))+Na,724.416,541.34996,665.342501,519.36802,493.196171,357.143751,552.26967,416.21725,394.23529
OxPC(10:0_20:1(OO))+Na,758.4943,575.42826,699.420801,553.44632,527.274471,357.143751,586.34797,416.21725,394.23529
OxPC(10:0_20:2(OO))+Na,756.4786,573.41256,697.405101,551.43062,525.258771,357.143751,584.33227,416.21725,394.23529
OxPC(10:0_20:3(OO))+Na,754.463,571.39696,695.389501,549.41502,523.243171,357.143751,582.31667,416.21725,394.23529
OxPC(10:0_20:5(OO))+Na,750.4317,567.36566,691.358201,545.38372,519.211871,357.143751,578.28537,416.21725,394.23529
OxPC(10:0_22:1(OO))+Na,786.5256,603.45956,727.452101,581.47762,555.305771,357.143751,614.37927,416.21725,394.23529
OxPC(10:0_22:2(OO))+Na,784.5099,601.44386,725.436401,579.46192,553.290071,357.143751,612.36357,416.21725,394.23529
