OxPC,[M+H]+,M+H-PC,PC_head
OxPC(30:7(KeKe))+H,720.38714,537.32108,184.07332
OxPC(30:7(KeKeO))+H,736.38206,553.316,184.07332
OxPC(30:7(KeOKeO))+H,752.37698,569.31092,184.07332
OxPC(30:7(OKe))+H,722.4028,539.33674,184.07332
OxPC(30:7(OKeO))+H,738.39772,555.33166,184.07332
OxPC(30:7(OOKeO))+H,754.39264,571.32658,184.07332
OxPC(30:7(OOOKeO))+H,770.38756,587.3215,184.07332
OxPC(30:7(OOOOKeO))+H,786.38248,603.31642,184.07332
OxPC(30:8(KeKe))+H,718.37152,535.30546,184.07332
OxPC(30:8(KeKeO))+H,734.36644,551.30038,184.07332
OxPC(30:8(KeOKeO))+H,750.36136,567.2953,184.07332
OxPC(31:0(Ke))+H,734.53309,551.46703,184.07332
OxPC(31:0(KeO))+H,750.52801,567.46195,184.07332
OxPC(31:1(Ke))+H,732.51745,549.45139,184.07332
OxPC(31:1(KeKe))+H,746.49673,563.43067,184.07332
OxPC(31:1(KeKeO))+H,762.49165,579.42559,184.07332
OxPC(31:1(KeO))+H,748.51237,565.44631,184.07332
OxPC(31:1(KeOKeO))+H,778.48657,595.42051,184.07332
OxPC(31:1(O))+H,734.53313,551.46707,184.07332
OxPC(31:1(OKeO))+H,764.50731,581.44125,184.07332
OxPC(31:1(OO))+H,750.52805,567.46199,184.07332
OxPC(31:1(OOKeO))+H,780.50223,597.43617,184.07332
OxPC(31:1(OOO))+H,766.52297,583.45691,184.07332
OxPC(31:1(OOOKeO))+H,796.49715,613.43109,184.07332
OxPC(31:1(OOOO))+H,782.51789,599.45183,184.07332
OxPC(31:1(OOOOKeO))+H,812.49207,629.42601,184.07332
OxPC(31:2(Ke))+H,730.5018,547.43574,184.07332
OxPC(31:2(KeKe))+H,744.48106,561.415,184.07332
OxPC(31:2(KeOKe))+H,760.47596,577.4099,184.07332
OxPC(31:2(KeOKeO))+H,776.4709,593.40484,184.07332
OxPC(31:2(O))+H,732.51745,549.45139,184.07332
OxPC(31:2(OKe))+H,746.49671,563.43065,184.07332
OxPC(31:2(OKeO))+H,762.49163,579.42557,184.07332
OxPC(31:2(OO))+H,748.51237,565.44631,184.07332
OxPC(31:2(OOKeO))+H,778.48655,595.42049,184.07332
OxPC(31:2(OOO))+H,764.50727,581.44121,184.07332
OxPC(31:2(OOOKeO))+H,794.48148,611.41542,184.07332
OxPC(31:2(OOOO))+H,780.50219,597.43613,184.07332
OxPC(31:2(OOOOKeO))+H,810.4764,627.41034,184.07332
OxPC(31:2(OOOOO))+H,796.49714,613.43108,184.07332
OxPC(31:2(OOOOOO))+H,812.49206,629.426,184.07332
OxPC(31:2(OOOOOOO))+H,828.48698,645.42092,184.07332
OxPC(31:2(OOOOOOOO))+H,844.4819,661.41584,184.07332
OxPC(31:3(Ke))+H,728.48615,545.42009,184.07332
OxPC(31:3(KeKe))+H,742.46546,559.3994,184.07332
OxPC(31:3(KeO))+H,744.48107,561.41501,184.07332
OxPC(31:3(KeOKe))+H,758.46031,575.39425,184.07332
OxPC(31:3(KeOKeO))+H,774.4553,591.38924,184.07332
OxPC(31:3(O))+H,730.50183,547.43577,184.07332
OxPC(31:3(OKeO))+H,760.47599,577.40993,184.07332
OxPC(31:3(OO))+H,746.49675,563.43069,184.07332
OxPC(31:3(OOKeO))+H,776.47091,593.40485,184.07332
OxPC(31:3(OOO))+H,762.49167,579.42561,184.07332
OxPC(31:3(OOOKeO))+H,792.46588,609.39982,184.07332
OxPC(31:3(OOOO))+H,778.48659,595.42053,184.07332
OxPC(31:3(OOOOKeO))+H,808.4608,625.39474,184.07332
OxPC(31:3(OOOOO))+H,794.48154,611.41548,184.07332
OxPC(31:3(OOOOOO))+H,810.47646,627.4104,184.07332
OxPC(31:3(OOOOOOO))+H,826.47138,643.40532,184.07332
OxPC(31:3(OOOOOOOO))+H,842.4663,659.40024,184.07332
OxPC(31:4(Ke))+H,726.4705,543.40444,184.07332
OxPC(31:4(KeKe))+H,740.44975,557.38369,184.07332
OxPC(31:4(KeOKe))+H,756.44466,573.3786,184.07332
OxPC(31:4(KeOKeO))+H,772.43958,589.37352,184.07332
OxPC(31:4(O))+H,728.48613,545.42007,184.07332
OxPC(31:4(OKe))+H,742.46541,559.39935,184.07332
OxPC(31:4(OO))+H,744.48105,561.41499,184.07332
OxPC(31:4(OOKe))+H,758.46033,575.39427,184.07332
OxPC(31:4(OOO))+H,760.47597,577.40991,184.07332
OxPC(31:4(OOOKe))+H,774.45524,591.38918,184.07332
OxPC(31:4(OOOKeO))+H,790.45016,607.3841,184.07332
OxPC(31:4(OOOO))+H,776.47089,593.40483,184.07332
OxPC(31:4(OOOOKeO))+H,806.44508,623.37902,184.07332
OxPC(31:5(Ke))+H,724.45485,541.38879,184.07332
OxPC(31:5(KeKe))+H,738.43411,555.36805,184.07332
OxPC(31:5(KeKeO))+H,754.42903,571.36297,184.07332
OxPC(31:5(KeO))+H,740.44977,557.38371,184.07332
OxPC(31:5(KeOKeO))+H,770.42398,587.35792,184.07332
OxPC(31:5(OKeO))+H,756.44469,573.37863,184.07332
OxPC(31:5(OOKeO))+H,772.43961,589.37355,184.07332
OxPC(31:5(OOOKeO))+H,788.43456,605.3685,184.07332
OxPC(31:5(OOOOKeO))+H,804.42948,621.36342,184.07332
OxPC(31:6(Ke))+H,722.4392,539.37314,184.07332
OxPC(31:6(KeKe))+H,736.41846,553.3524,184.07332
OxPC(31:6(KeKeO))+H,752.41338,569.34732,184.07332
OxPC(31:6(KeO))+H,738.43412,555.36806,184.07332
OxPC(31:6(KeOKeO))+H,768.40833,585.34227,184.07332
OxPC(31:6(OKeO))+H,754.42904,571.36298,184.07332
OxPC(31:6(OOKeO))+H,770.42396,587.3579,184.07332
OxPC(31:6(OOOKeO))+H,786.41891,603.35285,184.07332
OxPC(31:6(OOOOKeO))+H,802.41383,619.34777,184.07332
OxPC(31:7(Ke))+H,720.42355,537.35749,184.07332
OxPC(31:7(KeKe))+H,734.40279,551.33673,184.07332
OxPC(31:7(KeKeO))+H,750.39771,567.33165,184.07332
OxPC(31:7(KeOKeO))+H,766.39263,583.32657,184.07332
OxPC(31:7(OKe))+H,736.41845,553.35239,184.07332
OxPC(31:7(OKeO))+H,752.41337,569.34731,184.07332
OxPC(31:7(OOKeO))+H,768.40829,585.34223,184.07332
OxPC(31:7(OOOKeO))+H,784.40321,601.33715,184.07332
OxPC(31:7(OOOOKeO))+H,800.39813,617.33207,184.07332
OxPC(31:8(Ke))+H,718.4079,535.34184,184.07332
OxPC(31:8(KeKe))+H,732.38714,549.32108,184.07332
OxPC(31:8(KeKeO))+H,748.38206,565.316,184.07332
OxPC(31:8(KeOKeO))+H,764.37698,581.31092,184.07332
OxPC(31:8(OKe))+H,734.4028,551.33674,184.07332
OxPC(31:8(OKeO))+H,750.39772,567.33166,184.07332
OxPC(31:8(OOKeO))+H,766.39264,583.32658,184.07332
OxPC(31:8(OOOKeO))+H,782.38756,599.3215,184.07332
OxPC(31:8(OOOOKeO))+H,798.38248,615.31642,184.07332
OxPC(32:0(Ke))+H,748.54874,565.48268,184.07332
OxPC(32:0(KeO))+H,764.54366,581.4776,184.07332
OxPC(32:1(Ke))+H,746.5331,563.46704,184.07332
OxPC(32:1(KeKe))+H,760.51233,577.44627,184.07332
OxPC(32:1(KeKeO))+H,776.50725,593.44119,184.07332
OxPC(32:1(KeOKeO))+H,792.50217,609.43611,184.07332
OxPC(32:1(O))+H,748.54878,565.48272,184.07332
OxPC(32:1(OKe))+H,762.52799,579.46193,184.07332
OxPC(32:1(OKeO))+H,778.52291,595.45685,184.07332
OxPC(32:1(OO))+H,764.5437,581.47764,184.07332
OxPC(32:1(OOKeO))+H,794.51783,611.45177,184.07332
OxPC(32:1(OOO))+H,780.53862,597.47256,184.07332
OxPC(32:1(OOOKeO))+H,810.51275,627.44669,184.07332
OxPC(32:1(OOOO))+H,796.53354,613.46748,184.07332
OxPC(32:1(OOOOKeO))+H,826.50767,643.44161,184.07332
OxPC(32:2(Ke))+H,744.51745,561.45139,184.07332
OxPC(32:2(KeKe))+H,758.49676,575.4307,184.07332
OxPC(32:2(KeOKe))+H,774.49166,591.4256,184.07332
OxPC(32:2(KeOKeO))+H,790.4866,607.42054,184.07332
OxPC(32:2(O))+H,746.5331,563.46704,184.07332
OxPC(32:2(OKe))+H,760.51236,577.4463,184.07332
OxPC(32:2(OKeO))+H,776.50728,593.44122,184.07332
OxPC(32:2(OO))+H,762.52802,579.46196,184.07332
OxPC(32:2(OOKeO))+H,792.5022,609.43614,184.07332
OxPC(32:2(OOO))+H,778.52292,595.45686,184.07332
OxPC(32:2(OOOKeO))+H,808.49718,625.43112,184.07332
OxPC(32:2(OOOO))+H,794.51784,611.45178,184.07332
OxPC(32:2(OOOOKeO))+H,824.4921,641.42604,184.07332
OxPC(32:2(OOOOO))+H,810.51284,627.44678,184.07332
OxPC(32:2(OOOOOO))+H,826.50776,643.4417,184.07332
OxPC(32:2(OOOOOOO))+H,842.50268,659.43662,184.07332
OxPC(32:2(OOOOOOOO))+H,858.4976,675.43154,184.07332
OxPC(32:3(Ke))+H,742.5018,559.43574,184.07332
OxPC(32:3(KeKe))+H,756.48106,573.415,184.07332
OxPC(32:3(KeKeO))+H,772.47598,589.40992,184.07332
OxPC(32:3(KeO))+H,758.49672,575.43066,184.07332
OxPC(32:3(KeOKeO))+H,788.4709,605.40484,184.07332
OxPC(32:3(O))+H,744.51745,561.45139,184.07332
OxPC(32:3(OKeO))+H,774.49166,591.4256,184.07332
OxPC(32:3(OO))+H,760.51237,577.44631,184.07332
OxPC(32:3(OOO))+H,776.50732,593.44126,184.07332
OxPC(32:3(OOOKe))+H,790.48656,607.4205,184.07332
OxPC(32:3(OOOKeO))+H,806.48148,623.41542,184.07332
OxPC(32:3(OOOO))+H,792.50224,609.43618,184.07332
OxPC(32:3(OOOOKeO))+H,822.4764,639.41034,184.07332
OxPC(32:3(OOOOO))+H,808.49716,625.4311,184.07332
OxPC(32:3(OOOOOO))+H,824.49208,641.42602,184.07332
OxPC(32:3(OOOOOOO))+H,840.48698,657.42092,184.07332
OxPC(32:3(OOOOOOOO))+H,856.4819,673.41584,184.07332
OxPC(32:4(Ke))+H,740.48615,557.42009,184.07332
OxPC(32:4(KeKe))+H,754.4654,571.39934,184.07332
OxPC(32:4(KeKeO))+H,770.46032,587.39426,184.07332
OxPC(32:4(KeOKeO))+H,786.4553,603.38924,184.07332
OxPC(32:4(O))+H,742.5018,559.43574,184.07332
OxPC(32:4(OKe))+H,756.48106,573.415,184.07332
OxPC(32:4(OKeO))+H,772.47598,589.40992,184.07332
OxPC(32:4(OO))+H,758.49672,575.43066,184.07332
OxPC(32:4(OOKeO))+H,788.4709,605.40484,184.07332
OxPC(32:4(OOO))+H,774.49162,591.42556,184.07332
OxPC(32:4(OOOKeO))+H,804.46588,621.39982,184.07332
OxPC(32:4(OOOO))+H,790.48654,607.42048,184.07332
OxPC(32:4(OOOOKeO))+H,820.4608,637.39474,184.07332
OxPC(32:4(OOOOO))+H,806.48154,623.41548,184.07332
OxPC(32:4(OOOOOO))+H,822.47646,639.4104,184.07332
OxPC(32:4(OOOOOOO))+H,838.47138,655.40532,184.07332
OxPC(32:4(OOOOOOOO))+H,854.4663,671.40024,184.07332
OxPC(32:5(Ke))+H,738.4705,555.40444,184.07332
OxPC(32:5(KeKe))+H,752.44976,569.3837,184.07332
OxPC(32:5(KeKeO))+H,768.44468,585.37862,184.07332
OxPC(32:5(KeO))+H,754.46542,571.39936,184.07332
OxPC(32:5(KeOKeO))+H,784.4396,601.37354,184.07332
OxPC(32:5(O))+H,740.48618,557.42012,184.07332
OxPC(32:5(OKeO))+H,770.46034,587.39428,184.07332
OxPC(32:5(OO))+H,756.4811,573.41504,184.07332
OxPC(32:5(OOKeO))+H,786.45526,603.3892,184.07332
OxPC(32:5(OOO))+H,772.47602,589.40996,184.07332
OxPC(32:5(OOOKeO))+H,802.45018,619.38412,184.07332
OxPC(32:5(OOOO))+H,788.47094,605.40488,184.07332
OxPC(32:5(OOOOKeO))+H,818.4451,635.37904,184.07332
OxPC(32:5(OOOOO))+H,804.46584,621.39978,184.07332
OxPC(32:5(OOOOOO))+H,820.46076,637.3947,184.07332
OxPC(32:5(OOOOOOO))+H,836.45568,653.38962,184.07332
OxPC(32:5(OOOOOOOO))+H,852.4506,669.38454,184.07332
OxPC(32:6(Ke))+H,736.45485,553.38879,184.07332
OxPC(32:6(KeKe))+H,750.43411,567.36805,184.07332
OxPC(32:6(KeKeO))+H,766.42903,583.36297,184.07332
OxPC(32:6(KeO))+H,752.44977,569.38371,184.07332
OxPC(32:6(KeOKeO))+H,782.42398,599.35792,184.07332
OxPC(32:6(O))+H,738.47048,555.40442,184.07332
OxPC(32:6(OKeO))+H,768.44469,585.37863,184.07332
OxPC(32:6(OO))+H,754.4654,571.39934,184.07332
OxPC(32:6(OOKeO))+H,784.43961,601.37355,184.07332
OxPC(32:6(OOO))+H,770.46032,587.39426,184.07332
OxPC(32:6(OOOKeO))+H,800.43456,617.3685,184.07332
OxPC(32:6(OOOO))+H,786.45524,603.38918,184.07332
OxPC(32:6(OOOOKeO))+H,816.42948,633.36342,184.07332
OxPC(32:7(Ke))+H,734.4392,551.37314,184.07332
OxPC(32:7(KeKe))+H,748.41846,565.3524,184.07332
OxPC(32:7(KeO))+H,750.43412,567.36806,184.07332
OxPC(32:7(KeOKe))+H,764.41336,581.3473,184.07332
OxPC(32:7(KeOKeO))+H,780.40828,597.34222,184.07332
OxPC(32:7(OKeO))+H,766.42904,583.36298,184.07332
OxPC(32:7(OOOKe))+H,782.42394,599.35788,184.07332
OxPC(32:7(OOOKeO))+H,798.41886,615.3528,184.07332
OxPC(32:7(OOOOKeO))+H,814.41378,631.34772,184.07332
OxPC(32:8(Ke))+H,732.42355,549.35749,184.07332
OxPC(32:8(KeKe))+H,746.40284,563.33678,184.07332
OxPC(32:8(KeKeO))+H,762.39776,579.3317,184.07332
OxPC(32:8(KeO))+H,748.41847,565.35241,184.07332
OxPC(32:8(KeOKeO))+H,778.39268,595.32662,184.07332
OxPC(32:8(OKe))+H,748.4185,565.35244,184.07332
OxPC(32:8(OOKe))+H,764.41342,581.34736,184.07332
OxPC(32:8(OOKeO))+H,780.40834,597.34228,184.07332
OxPC(32:8(OOOKeO))+H,796.40326,613.3372,184.07332
OxPC(32:8(OOOOKeO))+H,812.39818,629.33212,184.07332
OxPC(33:0(Ke))+H,762.56439,579.49833,184.07332
OxPC(33:0(KeO))+H,778.55931,595.49325,184.07332
OxPC(33:1(Ke))+H,760.54875,577.48269,184.07332
OxPC(33:1(KeKe))+H,774.52803,591.46197,184.07332
OxPC(33:1(KeKeO))+H,790.52295,607.45689,184.07332
OxPC(33:1(KeO))+H,776.54367,593.47761,184.07332
OxPC(33:1(KeOKeO))+H,806.51787,623.45181,184.07332
OxPC(33:1(O))+H,762.56443,579.49837,184.07332
OxPC(33:1(OKeO))+H,792.53861,609.47255,184.07332
OxPC(33:1(OO))+H,778.55935,595.49329,184.07332
OxPC(33:1(OOKeO))+H,808.53353,625.46747,184.07332
OxPC(33:1(OOO))+H,794.55427,611.48821,184.07332
OxPC(33:1(OOOKeO))+H,824.52845,641.46239,184.07332
OxPC(33:1(OOOO))+H,810.54919,627.48313,184.07332
OxPC(33:1(OOOOKeO))+H,840.52337,657.45731,184.07332
OxPC(33:2(Ke))+H,758.5331,575.46704,184.07332
OxPC(33:2(KeKe))+H,772.51236,589.4463,184.07332
OxPC(33:2(KeOKe))+H,788.50726,605.4412,184.07332
OxPC(33:2(KeOKeO))+H,804.5022,621.43614,184.07332
OxPC(33:2(O))+H,760.54875,577.48269,184.07332
OxPC(33:2(OKe))+H,774.52801,591.46195,184.07332
OxPC(33:2(OKeO))+H,790.52293,607.45687,184.07332
OxPC(33:2(OO))+H,776.54367,593.47761,184.07332
OxPC(33:2(OOKeO))+H,806.51785,623.45179,184.07332
OxPC(33:2(OOO))+H,792.53857,609.47251,184.07332
OxPC(33:2(OOOKeO))+H,822.51278,639.44672,184.07332
OxPC(33:2(OOOO))+H,808.53349,625.46743,184.07332
OxPC(33:2(OOOOKeO))+H,838.5077,655.44164,184.07332
OxPC(33:2(OOOOO))+H,824.52844,641.46238,184.07332
OxPC(33:2(OOOOOO))+H,840.52336,657.4573,184.07332
OxPC(33:2(OOOOOOO))+H,856.51828,673.45222,184.07332
OxPC(33:2(OOOOOOOO))+H,872.5132,689.44714,184.07332
OxPC(33:3(Ke))+H,756.51745,573.45139,184.07332
OxPC(33:3(KeKe))+H,770.49666,587.4306,184.07332
OxPC(33:3(KeKeO))+H,786.49158,603.42552,184.07332
OxPC(33:3(KeOKeO))+H,802.4865,619.42044,184.07332
OxPC(33:3(O))+H,758.5331,575.46704,184.07332
OxPC(33:3(OKe))+H,772.51234,589.44628,184.07332
OxPC(33:3(OKeO))+H,788.50726,605.4412,184.07332
OxPC(33:3(OO))+H,774.52802,591.46196,184.07332
OxPC(33:3(OOO))+H,790.52297,607.45691,184.07332
OxPC(33:3(OOOKe))+H,804.50216,621.4361,184.07332
OxPC(33:3(OOOKeO))+H,820.49708,637.43102,184.07332
OxPC(33:3(OOOO))+H,806.51789,623.45183,184.07332
OxPC(33:3(OOOOKeO))+H,836.492,653.42594,184.07332
OxPC(33:3(OOOOO))+H,822.51276,639.4467,184.07332
OxPC(33:3(OOOOOO))+H,838.50768,655.44162,184.07332
OxPC(33:3(OOOOOOO))+H,854.50258,671.43652,184.07332
OxPC(33:3(OOOOOOOO))+H,870.4975,687.43144,184.07332
OxPC(33:4(Ke))+H,754.5018,571.43574,184.07332
OxPC(33:4(KeKe))+H,768.48105,585.41499,184.07332
OxPC(33:4(KeOKe))+H,784.47596,601.4099,184.07332
OxPC(33:4(KeOKeO))+H,800.4709,617.40484,184.07332
OxPC(33:4(O))+H,756.51745,573.45139,184.07332
OxPC(33:4(OKe))+H,770.49671,587.43065,184.07332
OxPC(33:4(OKeO))+H,786.49163,603.42557,184.07332
OxPC(33:4(OO))+H,772.51237,589.44631,184.07332
OxPC(33:4(OOKeO))+H,802.48655,619.42049,184.07332
OxPC(33:4(OOO))+H,788.50727,605.44121,184.07332
OxPC(33:4(OOOKeO))+H,818.48148,635.41542,184.07332
OxPC(33:4(OOOO))+H,804.50219,621.43613,184.07332
OxPC(33:4(OOOOKeO))+H,834.4764,651.41034,184.07332
OxPC(33:4(OOOOO))+H,820.49714,637.43108,184.07332
OxPC(33:4(OOOOOO))+H,836.49206,653.426,184.07332
OxPC(33:4(OOOOOOO))+H,852.48698,669.42092,184.07332
OxPC(33:4(OOOOOOOO))+H,868.4819,685.41584,184.07332
OxPC(33:5(Ke))+H,752.48615,569.42009,184.07332
OxPC(33:5(KeKe))+H,766.46541,583.39935,184.07332
OxPC(33:5(KeKeO))+H,782.46033,599.39427,184.07332
OxPC(33:5(KeO))+H,768.48107,585.41501,184.07332
OxPC(33:5(KeOKeO))+H,798.45528,615.38922,184.07332
OxPC(33:5(O))+H,754.50183,571.43577,184.07332
OxPC(33:5(OKeO))+H,784.47599,601.40993,184.07332
OxPC(33:5(OO))+H,770.49675,587.43069,184.07332
OxPC(33:5(OOKeO))+H,800.47091,617.40485,184.07332
OxPC(33:5(OOO))+H,786.49167,603.42561,184.07332
OxPC(33:5(OOOKeO))+H,816.46586,633.3998,184.07332
OxPC(33:5(OOOO))+H,802.48659,619.42053,184.07332
OxPC(33:5(OOOOKeO))+H,832.46078,649.39472,184.07332
OxPC(33:5(OOOOO))+H,818.48144,635.41538,184.07332
OxPC(33:5(OOOOOO))+H,834.47636,651.4103,184.07332
OxPC(33:5(OOOOOOO))+H,850.47128,667.40522,184.07332
OxPC(33:5(OOOOOOOO))+H,866.4662,683.40014,184.07332
OxPC(33:6(Ke))+H,750.4705,567.40444,184.07332
OxPC(33:6(KeKe))+H,764.44976,581.3837,184.07332
OxPC(33:6(KeKeO))+H,780.44468,597.37862,184.07332
OxPC(33:6(KeO))+H,766.46542,583.39936,184.07332
OxPC(33:6(KeOKeO))+H,796.43963,613.37357,184.07332
OxPC(33:6(OKeO))+H,782.46034,599.39428,184.07332
OxPC(33:6(OOKeO))+H,798.45526,615.3892,184.07332
OxPC(33:6(OOOKeO))+H,814.45021,631.38415,184.07332
OxPC(33:6(OOOOKeO))+H,830.44513,647.37907,184.07332
OxPC(33:7(Ke))+H,748.45485,565.38879,184.07332
OxPC(33:7(KeKe))+H,762.43411,579.36805,184.07332
OxPC(33:7(KeKeO))+H,778.42903,595.36297,184.07332
OxPC(33:7(KeOKeO))+H,794.42398,611.35792,184.07332
OxPC(33:7(OKe))+H,764.44977,581.38371,184.07332
OxPC(33:7(OKeO))+H,780.44469,597.37863,184.07332
OxPC(33:7(OOKeO))+H,796.43961,613.37355,184.07332
OxPC(33:7(OOOKeO))+H,812.43456,629.3685,184.07332
OxPC(33:7(OOOOKeO))+H,828.42948,645.36342,184.07332
OxPC(33:8(Ke))+H,746.4392,563.37314,184.07332
OxPC(33:8(KeKe))+H,760.41844,577.35238,184.07332
OxPC(33:8(KeKeO))+H,776.41336,593.3473,184.07332
OxPC(33:8(KeOKeO))+H,792.40828,609.34222,184.07332
OxPC(33:8(OKe))+H,762.4341,579.36804,184.07332
OxPC(33:8(OKeO))+H,778.42902,595.36296,184.07332
OxPC(33:8(OOKeO))+H,794.42394,611.35788,184.07332
OxPC(33:8(OOOKeO))+H,810.41886,627.3528,184.07332
OxPC(33:8(OOOOKeO))+H,826.41378,643.34772,184.07332
OxPC(33:9(KeKe))+H,758.40282,575.33676,184.07332
OxPC(33:9(KeKeO))+H,774.39774,591.33168,184.07332
OxPC(33:9(KeOKeO))+H,790.39266,607.3266,184.07332
OxPC(34:0(Ke))+H,776.58004,593.51398,184.07332
OxPC(34:0(KeO))+H,792.57496,609.5089,184.07332
OxPC(34:1(Ke))+H,774.5644,591.49834,184.07332
OxPC(34:1(KeKe))+H,788.54368,605.47762,184.07332
OxPC(34:1(KeKeO))+H,804.5386,621.47254,184.07332
OxPC(34:1(KeO))+H,790.55932,607.49326,184.07332
OxPC(34:1(KeOKeO))+H,820.53352,637.46746,184.07332
OxPC(34:1(O))+H,776.58008,593.51402,184.07332
OxPC(34:1(OKeO))+H,806.55426,623.4882,184.07332
OxPC(34:1(OO))+H,792.575,609.50894,184.07332
OxPC(34:1(OOKeO))+H,822.54918,639.48312,184.07332
OxPC(34:1(OOO))+H,808.56992,625.50386,184.07332
OxPC(34:1(OOOKeO))+H,838.5441,655.47804,184.07332
OxPC(34:1(OOOO))+H,824.56484,641.49878,184.07332
OxPC(34:1(OOOOKeO))+H,854.53902,671.47296,184.07332
OxPC(34:2(Ke))+H,772.54875,589.48269,184.07332
OxPC(34:2(KeKe))+H,786.52806,603.462,184.07332
OxPC(34:2(KeO))+H,788.54367,605.47761,184.07332
OxPC(34:2(KeOKe))+H,802.52296,619.4569,184.07332
OxPC(34:2(KeOKeO))+H,818.5179,635.45184,184.07332
OxPC(34:2(O))+H,774.5644,591.49834,184.07332
OxPC(34:2(OKeO))+H,804.53864,621.47258,184.07332
OxPC(34:2(OO))+H,790.55932,607.49326,184.07332
OxPC(34:2(OOKeO))+H,820.53356,637.4675,184.07332
OxPC(34:2(OOO))+H,806.55422,623.48816,184.07332
OxPC(34:2(OOOKeO))+H,836.52848,653.46242,184.07332
OxPC(34:2(OOOO))+H,822.54914,639.48308,184.07332
OxPC(34:2(OOOOKeO))+H,852.5234,669.45734,184.07332
OxPC(34:2(OOOOO))+H,838.54414,655.47808,184.07332
OxPC(34:2(OOOOOO))+H,854.53906,671.473,184.07332
OxPC(34:2(OOOOOOO))+H,870.53398,687.46792,184.07332
OxPC(34:2(OOOOOOOO))+H,886.5289,703.46284,184.07332
OxPC(34:3(Ke))+H,770.5331,587.46704,184.07332
OxPC(34:3(KeKe))+H,784.51236,601.4463,184.07332
OxPC(34:3(KeKeO))+H,800.50728,617.44122,184.07332
OxPC(34:3(KeO))+H,786.52802,603.46196,184.07332
OxPC(34:3(KeOKeO))+H,816.5022,633.43614,184.07332
OxPC(34:3(O))+H,772.54875,589.48269,184.07332
OxPC(34:3(OKeO))+H,802.52296,619.4569,184.07332
OxPC(34:3(OO))+H,788.54367,605.47761,184.07332
OxPC(34:3(OOO))+H,804.53862,621.47256,184.07332
OxPC(34:3(OOOKe))+H,818.51786,635.4518,184.07332
OxPC(34:3(OOOKeO))+H,834.51278,651.44672,184.07332
OxPC(34:3(OOOO))+H,820.53354,637.46748,184.07332
OxPC(34:3(OOOOKeO))+H,850.5077,667.44164,184.07332
OxPC(34:3(OOOOO))+H,836.52846,653.4624,184.07332
OxPC(34:3(OOOOOO))+H,852.52338,669.45732,184.07332
OxPC(34:3(OOOOOOO))+H,868.51828,685.45222,184.07332
OxPC(34:3(OOOOOOOO))+H,884.5132,701.44714,184.07332
OxPC(34:4(Ke))+H,768.51745,585.45139,184.07332
OxPC(34:4(KeKe))+H,782.4967,599.43064,184.07332
OxPC(34:4(KeKeO))+H,798.49162,615.42556,184.07332
OxPC(34:4(KeOKeO))+H,814.4866,631.42054,184.07332
OxPC(34:4(O))+H,770.5331,587.46704,184.07332
OxPC(34:4(OKe))+H,784.51236,601.4463,184.07332
OxPC(34:4(OKeO))+H,800.50728,617.44122,184.07332
OxPC(34:4(OO))+H,786.52802,603.46196,184.07332
OxPC(34:4(OOKeO))+H,816.5022,633.43614,184.07332
OxPC(34:4(OOO))+H,802.52292,619.45686,184.07332
OxPC(34:4(OOOKeO))+H,832.49718,649.43112,184.07332
OxPC(34:4(OOOO))+H,818.51784,635.45178,184.07332
OxPC(34:4(OOOOKeO))+H,848.4921,665.42604,184.07332
OxPC(34:4(OOOOO))+H,834.51284,651.44678,184.07332
OxPC(34:4(OOOOOO))+H,850.50776,667.4417,184.07332
OxPC(34:4(OOOOOOO))+H,866.50268,683.43662,184.07332
OxPC(34:4(OOOOOOOO))+H,882.4976,699.43154,184.07332
OxPC(34:5(Ke))+H,766.5018,583.43574,184.07332
OxPC(34:5(KeKe))+H,780.48108,597.41502,184.07332
OxPC(34:5(KeO))+H,782.49672,599.43066,184.07332
OxPC(34:5(KeOKe))+H,796.47596,613.4099,184.07332
OxPC(34:5(KeOKeO))+H,812.4709,629.40484,184.07332
OxPC(34:5(KeOO))+H,798.49166,615.4256,184.07332
OxPC(34:5(KeOOOO))+H,830.4815,647.41544,184.07332
OxPC(34:5(O))+H,768.51745,585.45139,184.07332
OxPC(34:5(OO))+H,784.51237,601.44631,184.07332
OxPC(34:5(OOO))+H,800.50732,617.44126,184.07332
OxPC(34:5(OOOKe))+H,814.48654,631.42048,184.07332
OxPC(34:5(OOOO))+H,816.50224,633.43618,184.07332
OxPC(34:5(OOOOKe))+H,830.48146,647.4154,184.07332
OxPC(34:5(OOOOKeO))+H,846.4764,663.41034,184.07332
OxPC(34:5(OOOOO))+H,832.49716,649.4311,184.07332
OxPC(34:5(OOOOOO))+H,848.49208,665.42602,184.07332
OxPC(34:5(OOOOOOO))+H,864.48698,681.42092,184.07332
OxPC(34:5(OOOOOOOO))+H,880.4819,697.41584,184.07332
OxPC(34:6(Ke))+H,764.48615,581.42009,184.07332
OxPC(34:6(KeKe))+H,778.46541,595.39935,184.07332
OxPC(34:6(KeO))+H,780.48107,597.41501,184.07332
OxPC(34:6(KeOKe))+H,794.46031,611.39425,184.07332
OxPC(34:6(KeOKeO))+H,810.4553,627.38924,184.07332
OxPC(34:6(O))+H,766.50178,583.43572,184.07332
OxPC(34:6(OKeO))+H,796.47599,613.40993,184.07332
OxPC(34:6(OO))+H,782.4967,599.43064,184.07332
OxPC(34:6(OOKeO))+H,812.47091,629.40485,184.07332
